"rownum","Id","Stats","StatValues","Name","Icon","i32","bool","EffectCategory","NextEffect","string","BoonDesc","CurseDesc","i32","i32","bool","[rid]","Guard","FirstEffect","i32","i32","bool","bool","HASH16"
77,"BoonDuplicateARandomDeferredReward",[20180],[1],"Mirror of Fortune","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMirrorOfFortuneIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMirrorOfFortune","The next [SekhemaKeys|Key] you pick up is duplicated","",3,0,"",[],[],"",3,0,"","",45428
78,"BoonMaximumHonour",[20983],[25],"Orbala Statuette","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonOrbalaStatueIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonOrbalaStatue","You have 25% more Maximum [Honour]","",1,125,"",[],[8942],"",2,125,"","",54204
79,"BoonRandomMinorBoonOnFountainUse",[16744],[1],"Holy Water","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonHolyWaterIcon",13,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonHolyWater","Gain a random Minor [Boons|Boon] when you venerate a Maraketh Shrine","",3,0,"",[],[8942],"",3,0,"","",28826
80,"BoonRestoreHonourOnFountainUse",[16746],[30],"Fountain of Youth","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonFountainOfYouthIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonFountainOfYouth","Restore {0} of your [Honour] when you venerate a Maraketh Shrine","",3,0,"",[],[8942],"",3,0,"","",40142
81,"BoonNextMinorBoonConvertedToMajor",[16740],[1],"Silver Chalice","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSliverChaliceIcon",8,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSliverChalice","The next Minor [Boons|Boon] you gain is converted into a random Major [Boons|Boon]","",3,0,"",[],[8942],"",3,0,"","",51458
82,"BoonTrapsReducedDamage",[19330],[-50],"Black Pearl","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonBlackPearlIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonBlackPearl","Traps deal 50% reduced Damage","",3,0,"",[],[8942],"",3,0,"","",41498
83,"BoonNextMerchantItemFree",[16859],[1],"Balbala's Gift","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonBalbalasMaskIcon",10,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonBalbalasMask","Your next purchase from the Merchant has no cost","",3,0,1,[],[8942],"",3,0,"","",52622
84,"BoonCanRerollMerchantShop",[16860],[1],"Chipped Dice","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonChippedDiceIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonChippedDice","The Merchant's Shop can be Rerolled","",3,0,"",[],[8942],"",3,0,"","",60796
85,"BoonGoldPerRoomRemovedAtMerchant",[16819],[10],"Upward Path","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldTrophyIcon",10,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldTrophy","Your [SacredWater|Sacred Water] found is increased by 10% on room completion\r\n(removed when you purchase something from the Merchant)","",3,0,"",[],[8942],"",3,0,"","",3716
86,"BoonDuplicateAllKeyFound",[20180],[1],"Sacred Mirror","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSacredMirrorIcon",13,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSacredMirror","[SekhemaKeys|Keys] you pick up are duplicated","",3,0,"",[],[],"",3,0,"","",27130
87,"BoonNextAfflictionConvertedToMinorBoon",[16742],[1],"Crystal Shard","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonCrystalShardIcon",7,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonCrystalShard","The next [Afflictions|Affliction] you gain is converted into a random Minor [Boons|Boon]","",3,0,"",[],[8942],"",3,0,"","",30042
88,"BoonMoreDefences",[18484],[50],"Lustrous Lacquer","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonLustrousLacquerIcon",13,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonLustrousLacquer","You have 50% more [Defences]","",3,0,"",[],[8942],"",3,0,"","",379
89,"AfflictionReducedEffectOfRelics",[16788],[-50],"Forgotten Traditions","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionForgottenTraditionsIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionForgottenTraditions","","50% reduced Effect of your Non-[ItemRarity|Unique] [Relic|Relics]",3,0,"",[],[8943],"",3,0,"",1,18125
90,"AfflictionMaximumNumberOfBoons",[],[],"[UNUSED]","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseTightCollarIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseTightCollar","","You can have a maximum of 5 [Boons]",3,0,"",[],[8943],"",3,0,"","",16773
91,"AfflictionMerchantFewerChoices",[16817],[-50],"Season of Famine","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnhallowedAmuletIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnhallowedAmulet","","The Merchant offers 50% fewer choices",3,0,"",[],[8943],"",3,0,"","",35605
92,"AfflictionAfflictionOnGainAffliction",[16743],[1],"Myriad Aspersions","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionMyriadAspersionsIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionMyriadAspersions","","When you gain an [Afflictions|Affliction], gain an additional random Minor [Afflictions|Affliction]",3,0,"",[],[8943],"",3,0,"","",56996
93,"AfflictionAfflictionOnUseFountain",[16745],[1],"Costly Aid","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionCostlyAidIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionCostlyAid","","Gain a random Minor [Afflictions|Affliction] when you venerate a Maraketh Shrine",3,0,"",[],[8943],"",3,0,"","",32085
94,"AfflictionMonstersBindingChainsOnHit",[16904],[2],"Chains of Binding","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChainOfBindingIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChainOfBinding","","Monsters inflict [BindingChains|Binding Chains] on [HitDamage|Hit]",3,0,"",[],[8943],"",3,0,"","",25062
95,"AfflictionMonstersVolatileOnDeath",[16910],[1],"[UNUSED]","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseConcealedAnomalyIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseConcealedAnomaly","","Guards release a [Volatiles|Volatile] Anomaly on Death",3,0,"",[],[8943],"",3,0,"","",16773
96,"AfflictionMonstersEnfeebled",[965],[1],"Untouchable","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionUntouchableIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionUntouchable","","You are [Curse|Cursed] with [Enfeeble]",3,0,"",[],[8943],"",3,0,"","",9853
97,"AfflictionMonstersKnockback",[16902],[1],"Rusted Mallet","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedMalletIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedMallet","","Monsters always [Knockback]\r\nMonsters have increased [Knockback] Distance",3,0,"",[],[8943],"",3,0,"","",30450
98,"AfflictionLessMaxHonour",[20984],[-25],"Weakened Flesh","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionWeakenedFleshIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionWeakenedFlesh","","25% less Maximum [Honour]",1,75,"",[],[8943],"",2,75,"","",24131
99,"AfflictionMonsterSpeed","[5454,5078]","[25,1]","Fiendish Wings","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseFiendishWingsIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseFiendishWings","","Monsters' Action Speed cannot be slowed below base\r\nMonsters have 25% increased Attack, Cast and Movement Speed",3,0,"",[],[8943],"",3,0,"","",28313
100,"AfflictionGuardsHavePet",[16908],[1],"[UNUSED]","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGargoyleTotemIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGargoyleTotem","","Guards are accompanied by a Gargoyle",3,0,"",[],[8943],"",3,0,"","",16773
101,"AfflictionEveryRoomIsAfflicted",[],[],"[UNUSED]","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseNameIllusionIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseNameIllusion","","Every room grants a random Minor [Afflictions|Affliction]\r\n([Afflictions|Afflictions] granted this way are removed on room completion)",3,0,"",[],[8943],"",3,0,"","",16773
102,"AfflictionChestsExplodeWhenOpened",[16909],[1],"[UNUSED]","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorruptedLockpickIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorruptedLockpick","","Chests in rooms explode when opened",3,0,"",[],[8943],"",3,0,"","",16773
103,"AfflictionReducedMovementSpeed",[5555],[-25],"Worn Sandals","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWornSandalsIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWornSandals","","25% reduced Movement Speed",3,0,"",[],[8943],"",3,0,"","",30473
104,"AfflictionRelicsHaveNoEffect",[16789],[1],"Orb of Negation","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseOrbOfNegationIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseOrbOfNegation","","Non-[ItemRarity|Unique] [Relic|Relics] have no Effect",3,0,"",[],[8943],"",3,0,"",1,43834
105,"AfflictionMerchantOneItem",[16818],[1],"Tradition's Demand","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionTraditionsDemandIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/AfflictionTraditionsDemand","","The Merchant only offers one choice",3,0,"",[],[8943],"",3,0,"","",55120
106,"AfflictionMonsterPetrifyOnHit",[16903],[4],"Chiselled Stone","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChiselledStoneIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChiselledStone","","Monsters [Petrify] on Hit",3,0,"",[],[8943],"",3,0,"","",6958
107,"AfflictionBoonConveretedToMinorAffliction",[16741],[1],"Glass Shard","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGlassShardIcon",6,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGlassShard","","The next [Boons|Boon] you gain is converted into a random Minor [Afflictions|Affliction]",3,0,"",[],[8943],"",3,0,"","",45600
108,"AfflictionNoEvasion",[19324],[1],"Iron Manacles","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseIronManaclesIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseIronManacles","","You have no [Evasion]",3,0,"",[],[8943],"",3,0,"","",35578
109,"AfflictionNoArmour",[19322],[1],"Sharpened Arrowhead","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSharpenedArrowheadIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSharpenedArrowhead","","You have no [Armour]",3,0,"",[],[8943],"",3,0,"","",48487
110,"AfflictionNoEnergyShield",[19323],[1],"Shattered Shield","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseShatteredShieldIcon",13,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseShatteredShield","","You have no [EnergyShield|Energy Shield]",3,0,"",[],[8943],"",3,0,"","",16335
111,"AfflictionNoDefences",[19326],[1],"Corrosive Concoction","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorrosiveConcoctionIcon",13,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorrosiveConcoction","","You have no [Defences]",3,0,"",[],[8943],"",3,0,"","",55502
112,"PactOpenChestsWithNoKey","[20683,20684]","[1,100]","Pledge to the Guileful","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentCanOpenChestWithoutKey",13,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/CanOpenChestWithoutKey","Can Open 1 Reward Chest in each Room without using a Key","Take {0} Physical Damage on opening a Key Chest without using a Key",3,0,"",[],[],"",3,0,"","",62382
113,"PactEasierBosses","[16609,16610]","[100,-50]","Pledge to the Powerful","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentBossDealLessDamage",13,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/BossDealLessDamage","50% less [Honour] lost in Boss Rooms","100% more [Honour] lost in non-Boss Rooms",3,0,"",[],[],"",3,0,"","",27532
114,"PactNoGoldGainReducedPrices","[18202,16392]","[-50,1]","Pledge to the Deserted","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentMerchantCheaperNoSacredWaterDrop",13,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/MerchantCheaperNoSacredWaterDrop","50% less Merchant prices","Monsters do not drop [SacredWater|Sacred Water]",3,0,"",[],[],"",3,0,"","",60079
115,"PactKeyOnAffliction","[21079,16397]","[1,-10]","Pledge to the Afflicted","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentGainKeyWhenAfflicted",13,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/GainKeyWhenAfflicted","Gain a Key when you are Afflicted","10% reduced [Honour] Restored",3,0,"",[],[],"",3,0,"","",48548
116,"HiddenFlagIsQuestSanctum",[],[],"","",13,"",0,"","","","",3,0,"",[],[],"",3,0,"","",0
