"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid","i32","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string","string","string","string","string","string","string","string","string","string","string","string","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]","bool","[rid]","[string]","[string]","[string]","[string]","[string]","[string]","[string]","string","string","string","string","string","string","string","string","string","Composition","rid","rid","rid","rid","[string]","[string]","[string]","[string]","[string]","[string]","rid","string","string","string","string","string","string","string"
7247,"FlaskVial1","Art/2DItems/Flasks/hybridflask1.dds","Metadata/Items/Flasks/Flask1.ao",9,309,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7248,"FlaskVial2","Art/2DItems/Flasks/hybridflask2.dds","Metadata/Items/Flasks/Flask1.ao",9,-30769,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7249,"FlaskVial3","Art/2DItems/Flasks/hybridflask3.dds","Metadata/Items/Flasks/Flask1.ao",9,-14168,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7250,"FlaskVial4","Art/2DItems/Flasks/hybridflask4.dds","Metadata/Items/Flasks/Flask1.ao",9,-32371,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7251,"FlaskUtilityDiamond","Art/2DItems/Flasks/diamond.dds","Metadata/Items/Flasks/Flask1.ao",9,-4156,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7252,"FlaskUtilityRuby","Art/2DItems/Flasks/ruby.dds","Metadata/Items/Flasks/Flask1.ao",9,-31647,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7253,"FlaskUtilitySapphire","Art/2DItems/Flasks/sapphire.dds","Metadata/Items/Flasks/Flask1.ao",9,-31320,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7254,"FlaskUtilityTopaz","Art/2DItems/Flasks/topaz.dds","Metadata/Items/Flasks/Flask1.ao",9,-2901,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7255,"FlaskUtilityGranite","Art/2DItems/Flasks/granite.dds","Metadata/Items/Flasks/Flask1.ao",9,-14883,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7256,"FlaskUtilitySprint","Art/2DItems/Flasks/sprint.dds","Metadata/Items/Flasks/Flask1.ao",9,-26929,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7257,"FlaskUtilityAmethyst","Art/2DItems/Flasks/Amethyst.dds","Metadata/Items/Flasks/Flask1.ao",9,-27948,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7258,"FlaskUtilityPhase","Art/2DItems/Flasks/phaseflask01.dds","Metadata/Items/Flasks/Flask1.ao",9,27702,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7259,"FlaskUtilityEvasion","Art/2DItems/Flasks/evasionflask01.dds","Metadata/Items/Flasks/Flask1.ao",9,5273,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7260,"FlaskUtilityBasalt","Art/2DItems/Flasks/stone.dds","Metadata/Items/Flasks/Flask1.ao",9,13128,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7261,"FlaskUtilityAquamarine","Art/2DItems/Flasks/aquamarine.dds","Metadata/Items/Flasks/Flask1.ao",9,4414,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7262,"FlaskUtilityStibnite","Art/2DItems/Flasks/stibnite.dds","Metadata/Items/Flasks/Flask1.ao",9,-31192,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7263,"FlaskUtilitySulphur","Art/2DItems/Flasks/gold.dds","Metadata/Items/Flasks/Flask1.ao",9,-24485,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7264,"FlaskUtilitySilver","Art/2DItems/Flasks/silver.dds","Metadata/Items/Flasks/Flask1.ao",9,11780,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7265,"FlaskUtilityBismuth","Art/2DItems/Flasks/bismuth.dds","Metadata/Items/Flasks/Flask1.ao",9,-4658,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7266,"FlaskUtilityRarity","Art/2DItems/Flasks/GoldFlask.dds","Metadata/Items/Flasks/Flask1.ao",9,28606,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7267,"FlaskUtilityAntiStun","Art/2DItems/Flasks/AntiStunFlask.dds","Metadata/Items/Flasks/Flask1.ao",9,11409,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7268,"FlaskUtilityWard","Art/2DItems/Flasks/Wardflask01.dds","Metadata/Items/Flasks/Flask1.ao",9,32756,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","",""
7269,"Quiver1","Art/2DItems/Quivers/Quiver1.dds","Metadata/Items/Quivers/Quiver1.ao",20,31396,"Art/Models/Items/Quivers/quiver_01.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7270,"Quiver2","Art/2DItems/Quivers/Quiver2.dds","Metadata/Items/Quivers/Quiver2.ao",20,20650,"Art/Models/Items/Quivers/quiver_02.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7271,"Quiver3","Art/2DItems/Quivers/Quiver3.dds","Metadata/Items/Quivers/Quiver3.ao",20,-27105,"Art/Models/Items/Quivers/quiver_03.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7272,"Quiver4","Art/2DItems/Quivers/Quiver4.dds","Metadata/Items/Quivers/Quiver4.ao",20,-19608,"Art/Models/Items/Quivers/quiver_04.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7273,"Quiver5","Art/2DItems/Quivers/Quiver5.dds","Metadata/Items/Quivers/Quiver5.ao",20,-9611,"Art/Models/Items/Quivers/quiver_05.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7274,"Quiver6","Art/2DItems/Quivers/QuiverSerrated.dds","Metadata/Items/Quivers/SerratedArrowQuiverDrop.ao",20,28915,"Art/Models/Items/Quivers/SerratedArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7275,"Quiver7","Art/2DItems/Quivers/QuiverTwo-Point.dds","Metadata/Items/Quivers/TwoPointArrowQuiverDrop.ao",20,-29278,"Art/Models/Items/Quivers/TwoPointArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7276,"Quiver8","Art/2DItems/Quivers/QuiverSharktooth.dds","Metadata/Items/Quivers/SharktoothArrowQuiverDrop.ao",20,14477,"Art/Models/Items/Quivers/SharktoothArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7277,"Quiver9","Art/2DItems/Quivers/QuiverBlunt.dds","Metadata/Items/Quivers/BluntArrowQuiverDrop.ao",20,9783,"Art/Models/Items/Quivers/BluntArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7278,"Quiver10","Art/2DItems/Quivers/QuiverFire.dds","Metadata/Items/Quivers/FireArrowQuiverDrop.ao",20,-14332,"Art/Models/Items/Quivers/FireArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7279,"Quiver11","Art/2DItems/Quivers/QuiverBroadhead.dds","Metadata/Items/Quivers/BroadheadArrowQuiverDrop.ao",20,4254,"Art/Models/Items/Quivers/BroadheadArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7280,"Quiver12","Art/2DItems/Quivers/QuiverPenetrating.dds","Metadata/Items/Quivers/PenetratingArrowQuiverDrop.ao",20,19290,"Art/Models/Items/Quivers/PenetratingArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7281,"Quiver13","Art/2DItems/Quivers/QuiverSpike-Point.dds","Metadata/Items/Quivers/SpikePointArrowQuiverDrop.ao",20,-3895,"Art/Models/Items/Quivers/SpikePointArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7282,"Quiver14","Art/2DItems/Quivers/TriggerQuiverUnique.dds","Metadata/Items/Quivers/Quiver1.ao",20,17005,"Art/Models/Items/Quivers/quiver_01.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7283,"QuiverNew1","Art/2DItems/Quivers/QuiverSerrated.dds","Metadata/Items/Quivers/SerratedArrowQuiverDrop.ao",20,-4403,"Art/Models/Items/Quivers/SerratedArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7284,"QuiverNew2","Art/2DItems/Quivers/QuiverFire.dds","Metadata/Items/Quivers/FireArrowQuiverDrop.ao",20,-11660,"Art/Models/Items/Quivers/FireArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7285,"QuiverNew3","Art/2DItems/Quivers/QuiverSharktooth.dds","Metadata/Items/Quivers/SharktoothArrowQuiverDrop.ao",20,-13604,"Art/Models/Items/Quivers/SharktoothArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7286,"QuiverNew4","Art/2DItems/Quivers/FeatheredArrowQuiver.dds","Metadata/Items/Quivers/FeatheredArrowQuiverDrop.ao",20,1507,"Metadata/Items/Quivers/FeatheredArrowQuiverHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7287,"QuiverNew5","Art/2DItems/Quivers/QuiverPenetrating.dds","Metadata/Items/Quivers/PenetratingArrowQuiverDrop.ao",20,24119,"Art/Models/Items/Quivers/PenetratingArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7288,"QuiverNew6","Art/2DItems/Quivers/QuiverBlunt.dds","Metadata/Items/Quivers/BluntArrowQuiverDrop.ao",20,16259,"Art/Models/Items/Quivers/BluntArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7289,"QuiverNew7_","Art/2DItems/Quivers/QuiverTwo-Point.dds","Metadata/Items/Quivers/TwoPointArrowQuiverDrop.ao",20,23972,"Art/Models/Items/Quivers/TwoPointArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7290,"QuiverNew8","Art/2DItems/Quivers/QuiverSpike-Point.dds","Metadata/Items/Quivers/SpikePointArrowQuiverDrop.ao",20,-18512,"Art/Models/Items/Quivers/SpikePointArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7291,"QuiverNew9","Art/2DItems/Quivers/QuiverFire.dds","Metadata/Items/Quivers/FireArrowQuiverDrop.ao",20,-27248,"Art/Models/Items/Quivers/FireArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7292,"QuiverNew10","Art/2DItems/Quivers/QuiverBroadhead.dds","Metadata/Items/Quivers/BroadheadArrowQuiverDrop.ao",20,-22647,"Art/Models/Items/Quivers/BroadheadArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7293,"QuiverNew11__","Art/2DItems/Quivers/VileArrowQuiver.dds","Metadata/Items/Quivers/VileArrowQuiverDrop.ao",20,4697,"Metadata/Items/Quivers/VileArrowQuiverHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7294,"QuiverNew12","Art/2DItems/Quivers/QuiverBlunt.dds","Metadata/Items/Quivers/BluntArrowQuiverDrop.ao",20,-1035,"Art/Models/Items/Quivers/BluntArrowQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7295,"QuiverNew13","Art/2DItems/Quivers/RikerRinQuiver.dds","Metadata/Items/Quivers/PlainTwoToneQuiverDrop.ao",20,30422,"Art/Models/Items/Quivers/RikerRinQuivers/PlainTwoToneQuiver.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7296,"QuiverAtlas1__","Art/2DItems/Quivers/ChiselQuiver.dds","Metadata/Items/Quivers/ChiselQuiver/ChiselQuiverDrop.ao",20,-23034,"Metadata/Items/Quivers/ChiselQuiver/ChiselQuiverHeld.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7297,"Trinket1","Art/2DItems/Currency/Heist/LuckCharm1.dds","Metadata/Items/Trinkets/Trinket.ao",0,-17585,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7298,"QuestShaperMemoryFragment","Art/2DItems/QuestItems/ShaperFragment.dds","Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment.ao",27,24082,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7299,"QuestSkillBook","Art/2DItems/QuestItems/SkillBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",59,-24081,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7300,"QuestRefundBook","Art/2DItems/QuestItems/RefundBookBandit.dds","Metadata/Items/QuestItems/SkillBooks/BookOfRefund.ao",59,24041,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7301,"QuestVictarioBook","Art/2DItems/QuestItems/VictarioBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",59,-26546,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7302,"QuestDelevelBook","Art/2DItems/QuestItems/RefundBookBandit.dds","Metadata/Items/QuestItems/SkillBooks/BookOfRefund.ao",59,-32536,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7303,"QuestAtlasBook","Art/2DItems/QuestItems/AtlasSkillBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",59,11633,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7304,"GenericAtlasSkillBook","Art/2DItems/QuestItems/Skillbooks/GenericAtlasSkillBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",650,-8404,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7305,"ExpeditionAtlasSkillBook_","Art/2DItems/QuestItems/Skillbooks/ExpeditionAtlasSkillBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",650,-5266,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7306,"DeliriumAtlasSkillBook_","Art/2DItems/QuestItems/Skillbooks/DeliriumAtlasSkillBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",650,12078,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7307,"BreachAtlasSkillBook","Art/2DItems/QuestItems/Skillbooks/BreachAtlasSkillBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",650,24814,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7308,"RitualAtlasSkillBook","Art/2DItems/QuestItems/Skillbooks/RitualAtlasSkillBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",650,12436,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7309,"BossAtlasSkillBook","Art/2DItems/QuestItems/Skillbooks/GenericAtlasSkillBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",650,-15844,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7310,"PinnacleAtlasSkillBook","Art/2DItems/QuestItems/Skillbooks/PinnacleAtlasSkillBook.dds","Metadata/Items/QuestItems/SkillBooks/BookOfSkill.ao",650,30025,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7311,"LabyrinthGoldenKey","Art/2DItems/QuestItems/KeyGold.dds","Metadata/Items/Labyrinth/KeyGoldDrop.ao",89,7745,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7312,"LabyrinthSilverKey","Art/2DItems/QuestItems/KeySilver.dds","Metadata/Items/Labyrinth/KeySilverDrop.ao",89,13759,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
7313,"LabyrinthBronzeKey","Art/2DItems/QuestItems/KeyBronze.dds","Metadata/Items/Labyrinth/KeyBronzeDrop.ao",89,-11226,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","",""
