"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
503,"essence_drain_regen","You are regenerating life from Essence Drain","","","Essence Drain Regeneration",[119],1,1,1,"","",1,29,507,1,1,18,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[119],[],"","","","","",[],"",[],[],1,[]
504,"warcry_damage_added_as_mana","A percentage of the Damage you take is added as Mana",1,"","Warcry Damage to Mana",[1039],1,3,"","","",1,29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1039],[],"","","","","",[],"",[],[],1,[]
505,"offering_of_judgement_fire","You are taking Burning Damage","","","Offering Of Judgement",[1933],1,3,"","","",1,29,508,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[],1,[]
506,"offering_of_judgement_chaos","You are taking Chaos Damage Over Time","","","Offering Of Judgement",[442],1,3,"","","",1,29,513,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
507,"offering_of_judgement_counter","",1,"","",[],1,1,"","",3348,1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
508,"maim","Reduced [Evasion] and movement speed [Slow|Slowed]","","","Maimed","[18892,114]",1,3,"","","","",29,542,1,"",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[4429],"[18892,114]",[],"","",1,1,"",[],"",[],[3],3,[]
509,"shock_aura","","","","Shocking Aura",[15810],1,3,"","","","",2,5,"","",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],[15810],[13905],"","",1,"","",[],"",[],[],3,[]
510,"trap_pinned","",1,"","Spike Pinned",[346],1,3,"","","",1,29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
511,"enchantment_physical_to_fire","",1,"","",[435],"",3,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[435],[],"","","","","",[],"",[],[],1,[]
512,"enchantment_physical_to_cold","",1,"","",[436],"",3,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[436],[],"","","","","",[],"",[],[],1,[]
513,"enchantment_physical_to_lightning","",1,"","",[437],"",3,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[437],[],"","","","","",[],"",[],[],1,[]
514,"enchantment_added_chaos_damage","",1,"","","[64,65]","",3,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[64,65]",[],"","","","","",[],"",[],[],1,[]
515,"stacking_increased_spell_damage","",1,"","",[25],1,1,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[25],[],"","","","","",[],"",[],[],1,[]
516,"templar_ascendency_movement_speed","",1,"","Ascendancy Effect (Invisible)",[171],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
517,"guardian_warcry","",1,"","Ascendancy Effect (Invisible)","[171,1861]",1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[171,1861]",[],"","","","","",[],"",[],[],1,[]
518,"avoid_stun_staff_aura","You are being granted Stun Avoidance by a Guardian",1,"","Staff Mastery",[5759],1,3,"","","",1,29,535,"","",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[5759],[],"","","","","",[],"",[],[],1,[]
519,"labyrinth_lava_aura","ES normal/cruel/merciless, Life normal/cruel/merciless",1,"","Lava","[4457,4459,4461,4456,4458,4460,4671]","",3,"","","","",29,516,"","",11,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[4457,4459,4461,4456,4458,4460,4671]",[],"","","","","",[],"",[],[],1,[]
520,"roomba_damage","",1,"","Death Rhoomba","[2493,2960]",1,1,"","","","",29,518,"","",11,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[2493,2960]",[],"","","","","",[],"",[],[],1,[]
521,"flying_roomba_damage","",1,"","Flying Death Rhoomba","[2493,2960]",1,1,"","","","",29,519,"","",11,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[2493,2960]",[],"","","","","",[],"",[],[],1,[]
522,"offering_of_judgement_ground","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
523,"curse_damage_taken","",1,"","",[466],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
524,"increased_crit_chance","",1,"","",[541],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[541],[],"","","","","",[],"",[],[],1,[]
525,"increased_minion_damage","",1,"","",[477],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[477],[],"","","","","",[],"",[],[],1,[]
526,"increased_damage","",1,"","",[24],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
527,"damage_taken","",1,"","",[466],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
528,"avoid_stun","",1,"","Ascendancy Effect",[5759],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[5759],[],"","","","","",[],"",[],[],1,[]
529,"spinning_blade_damage","",1,"","Spinning Blades","[2493,2960]",1,1,"","","","",29,523,"","",11,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[2493,2960]",[],"","","","","",[],"",[],[],1,[]
530,"stacking_movement_speed_buff","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
531,"nightwane_effects","",1,"","",[],1,2,"","","","",29,524,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
532,"increased_elemental_damage_taken","",1,"","","[1995,3481,3482]",1,2,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[1995,3481,3482]",[],"","","","","",[],"",[],[],1,[]
533,"mana_and_es_regeneration","",1,"","","[123,1371]",1,3,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[123,1371]",[],"","","","","",[],"",[],[],1,[]
534,"vinktar_boss_buff","","","","",[],"",3,"","","","",29,515,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
535,"grant_es_to_nearby_allies","You are being granted Energy Shield by a Guardian","","","Radiant Faith",[127],"",3,"","","","",29,530,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[127],[],"","","","","",[],"",[],[],1,[]
536,"grant_armour_to_nearby_allies","You are being granted Armour by a Guardian","","","Radiant Faith",[110],"",3,"","","","",29,530,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[110],[],"","","","","",[],"",[],[],1,[]
537,"singularity_aura","You're in the grip of a Singularity","","","Singularity","[171,3518]","",3,"","","","",29,527,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[171,3518]",[],"","","","","",[],"",[],[],1,[]
538,"vinktar_lightning_bond","You are bonded",1,"","VinktarLightningBond","[3531,3532]",1,1,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[3531,3532]",[],"","","","","",[],"",[],[],1,[]
539,"killed_rare_monsters_drop_uniques","",1,"","","[3536,5502]",1,2,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[3536,5502]",[],"","","","","",[],"",[],[],1,[]
540,"savage_hit_life_leech","",1,"","",[451],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[451],[],"","","","","",[],"",[],[],1,[]
541,"savage_hit_damage","",1,"","",[24],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
542,"savage_hit_attack_cast_speed","",1,"","",[1861],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1861],[],"","","","","",[],"",[],[],1,[]
543,"savage_hit_attack_speed","",1,"","",[70],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[70],[],"","","","","",[],"",[],[],1,[]
544,"melee_physical_damage","Additional Melee Physical Damage from a Guardian's strength",1,"","Tenacious Vigor",[479],1,3,"","","",1,29,533,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[479],[],"","","","","",[],"",[],[],1,[]
545,"grasping_ornaments_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Ornaments.","","","Grasping Ornaments","[70,210,171]",1,3,"","","",1,29,528,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,210,171]",[],"","","","","",[],"",[],[],1,[]
546,"grasping_tentacles_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Tentacles.","","","Grasping Tentacles","[70,210,171]",1,3,"","","",1,29,529,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,210,171]",[],"","","","","",[],"",[],[],1,[]
547,"grasping_pincers_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Pincers.","","","Grasping Pincers","[70,210,171]",1,3,"","","",1,29,529,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,210,171]",[],"","","","","",[],"",[],[],1,[]
548,"shield_defence_aura","You are being granted the defences of an allied Guardian's shield",1,"","Shield Mastery","[113,110,127]","",3,"","","","",29,533,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[113,110,127]",[],"","","","","",[],"",[],[],1,[]
549,"labyrinth_trap_bleed","",1,"","LabyrinthTrapDebuff","[2493,2960]",1,1,"","","","",29,518,"","",11,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[2493,2960]",[],"","","","","",[],"",[],[],1,[]
550,"mine_detonation","",1,"","","[24,1799]",1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[24,1799]",[],"","","","","",[],"",[],[],1,[]
551,"augry_of_penitence","You take increased Elemental Damage and deal less Elemental Damage.","","","Augury of Penitence","[3360,3673]",1,3,"","","",1,29,532,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[3360,3673]",[],"","","","","",[],"",[],[],1,[]
552,"scion_augry_of_penitence","You take increased Elemental Damage","","","Augury of Penitence",[3360],1,3,"","","",1,29,532,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3360],[],"","","","","",[],"",[],[],1,[]
553,"spell_damage_increase","",1,"","",[25],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[25],[],"","","","","",[],"",[],[],1,[]
554,"attack_damage_increase","",1,"","",[2528],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[2528],[],"","","","","",[],"",[],[],1,[]
555,"attack_speed_increase","",1,"","",[70],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[70],[],"","","","","",[],"",[],[],1,[]
556,"cast_speed_increase","",1,"","",[210],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[210],[],"","","","","",[],"",[],[],1,[]
557,"life_es_and_mana_recovery","",1,"","","[2723,2724,2725]",1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[2723,2724,2725]",[],"","","","","",[],"",[],[],1,[]
558,"rock_golem_buff","Your Stone Golem is granting you additional Life Regeneration","","","Stone Golem",[119],1,3,"","","",1,29,574,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[119],[],"","","","","",[],"",[],[],1,[]
559,"talisman_totem_effects","",1,"","",[],1,2,"","","","",29,540,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
560,"spike_trap_immunity","",1,"","",[3586],1,2,"","","",1,29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3586],[],"","","","","",[],"",[],[],1,[]
561,"labyrinth_arrow_slow","",1,"","",[3684],1,2,"","","","",29,578,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3684],[],"","","","","",[],"",[],[],1,[]
562,"shrink","You have been shrunk! You're more vulnerable to damage, and deal less damage.","","","Shrink","[24,466,1884,171]",1,1,1,"","",1,29,576,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],"[24,466,1884,171]",[],"","","","","",[],"",[],[],1,[]
563,"lightning_eye_effects","",1,"","",[],1,2,"","","","",29,543,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
564,"talisman_degen","You are taking Physical Damage over time from the Bone Roil","","","Bone Roil",[3693],1,4,1,3691,3692,1,29,544,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3693],[],"","","","","",[],"",[],[],1,[]
565,"blade_vortex_counter","You have blades in a Blade Vortex around you","","","Blade Vortex",[],"",4,1,"","","",29,545,1,1,6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
566,"soul_eater_from_stat_parent","mechanical buff for handling soul eater shile using flask",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
567,"LocustSwarmStackingDegenAuraFire","You are taking Fire Damage from a Fire Swarm","","","Fire Swarm",[2459],1,1,1,"","","",29,546,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[2459],[],"","","","","",[],"",[],[],1,[]
568,"LocustSwarmStackingDegenAuraCold","You are taking Cold Damage from a Cold Swarm","","","Cold Swarm",[3717],1,1,1,"","","",29,547,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[3717],[],"","","","","",[],"",[],[],1,[]
569,"LocustSwarmStackingDegenAuraLightning","You are taking Lightning Damage from a Lightning Swarm","","","Lightning Swarm",[3718],1,1,1,"","","",29,548,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[3718],[],"","","","","",[],"",[],[],1,[]
570,"rigwald_channeling","",1,"","Rigwald Wolf Barrage",[466],1,3,"","","",1,29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
571,"blade_vortex","",1,"","",[3743],"",3,"","","","",29,0,1,"",6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3743],[],"","","","","",[],"",[],[],1,[]
572,"elemental_overload","You are dealing more Elemental Damage",1,"","Elemental Overload",[4755],"",1,"","","",1,29,587,1,"",18,"",1,1,"",0,1,"","","","","",1,"","",0,[],"","",[],"",[],[12276],[4755],[],"","","","","",[],"",[],[],1,[]
573,"frost_nova_counter","You are dealing increased Cold Damage","","","Frost Nova",[3771],1,4,1,3768,3769,1,29,488,1,1,6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3771],[],"","","","","",[],"",[],[],1,[]
574,"izaro_pylon_temporal_chains_on_hit","Temporal Chains on Hit",1,"","","[10,11,1900,1899,1892,1893]",1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[10,11,1900,1899,1892,1893]",[],"","","","","",[],"",[],[],1,[]
575,"izaro_pylon_elemental_weakness_on_hit","Elemental Weakness on Hit",1,"","","[10,11,1900,1899,1892,1893]",1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[10,11,1900,1899,1892,1893]",[],"","","","","",[],"",[],[],1,[]
576,"izaro_pylon_vulnerability_on_hit","Vulnerability on Hit",1,"","","[10,11,1900,1899,1892,1893]",1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[10,11,1900,1899,1892,1893]",[],"","","","","",[],"",[],[],1,[]
577,"heirophant_attack_and_spell_damage","You have Increased Damage","","","Pursuit of Faith",[24],1,1,1,"","",1,29,592,1,1,18,"",1,1,"",0,1,"","","","","",2,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
578,"heirophant_additional_totems","",1,"","",[920],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[920],[],"","","","","",[],"",[],[],1,[]
579,"petrified","You are Petrified","","","Petrified","[3773,4755]",1,3,"","","",1,29,549,1,"",2,"",1,1,"",0,"","Petrify","","","","",7,"","",0,[],"","",[],"",[],[],"[3773,4755]",[],"","","","","",[],"",[],[],1,[]
580,"flask_petrification","You are Petrified","","","Replica Rumi's Concoction","[3773,1001]",1,3,"","","",1,29,549,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[3773,1001]",[],"","","","","",[],"",[],[],1,[]
581,"blight","You are taking Chaos Damage Over Time","","","Blight",[442],1,1,"","","",1,29,557,1,"",2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
582,"poison_immunity","All Poison has been removed from you, and you cannot be Poisoned.","","","Poison Immunity",[],1,3,"","","",1,29,303,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[3798],[],[],"","","","","",[],"",[],[],1,[]
583,"flask_bonus_physical_damage_reduction_percent","","","","WIP",[1001],1,3,"","","",1,29,503,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1001],[],"","","","","",[],"",[],[],1,[]
584,"life_regen_from_spread_poison","","","","Life Regeneration",[119],1,3,"","","",1,29,295,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[119],[],"","","","","",[],"",[],[],1,[]
585,"elementalist_increased_fire_damage","",1,"","Ascendancy Effect (Invisible)",[42],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[42],[],"","","","","",[],"",[],[],1,[]
586,"elementalist_increased_lightning_damage","",1,"","Ascendancy Effect (Invisible)",[56],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[56],[],"","","","","",[],"",[],[],1,[]
587,"elementalist_increased_cold_damage","",1,"","Ascendancy Effect (Invisible)",[49],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[49],[],"","","","","",[],"",[],[],1,[]
588,"elementalist_increased_elemental_damage","",1,"","Ascendancy Effect (Invisible)",[475],1,3,"","","",1,29,555,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[475],[],"","","","","",[],"",[],[],1,[]
589,"elementalist_cold_penetration","",1,"","Ascendancy Effect (Invisible)",[581],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[581],[],"","","","","",[],"",[],[],1,[]
590,"elementalist_fire_penetration","",1,"","Ascendancy Effect (Invisible)",[580],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[580],[],"","","","","",[],"",[],[],1,[]
591,"elementalist_lightning_penetration","",1,"","Ascendancy Effect (Invisible)",[582],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[582],[],"","","","","",[],"",[],[],1,[]
592,"elemental_conflux","All of your damage Shocks, Chills, and Ignites.","","","Elemental Conflux","[3809,644,596]",1,3,"","","",1,29,594,1,"",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[3809,644,596]",[],"","","","","",[],"",[],[],1,[]
593,"elementalist_increased_fire_damage_taken","",1,"","Ascendancy Effect (Invisible)",[1995],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[1995],[],"","","","","",[],"",[],[],1,[]
594,"elementalist_increased_lightning_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3482],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[3482],[],"","","","","",[],"",[],[],1,[]
595,"elementalist_increased_cold_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3481],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[3481],[],"","","","","",[],"",[],[],1,[]
596,"elementalist_increased_elemental_damage_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","ElementalistIncreasedDamage","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
597,"occultist_non_chaos_to_chaos_damage","",1,"","","[1461,438,1459,1464]",1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[1461,438,1459,1464]",[],"","","","","",[],"",[],[],1,[]
598,"occultist_nearby_enemies_chaos_cold_resist_life_regen","You have no Life Regeneration and reduced Cold and Chaos Resistance while near an Occultist","","","Void Beacon","[144,2326,140]",1,3,"","","",1,29,556,1,"",2,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[144,2326,140]",[],"","","","","",[],"",[],[],1,[]
599,"no_energy_shield_recharge_delay","",1,"","",[2216],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[2216],[],"","","","","",[],"",[],[],1,[]
600,"charged_attack","Your Blade Flurry has more damage","","","Blade Flurry",[],1,4,1,14320,3819,1,29,616,1,"",6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
601,"petrify_enrage","","","","WIP","[24,1861,171]",1,3,"","","",1,29,554,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,1861,171]",[],"","","","","",[],"",[],[],1,[]
602,"occultist_stacking_es_recovery_per_minute_percent","You are regenerating Energy Shield","","","Vile Bastion",[],1,3,1,"","",1,29,591,1,1,18,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
603,"offering_spirit","You have increased Critical Strike Chance and additional Critical Strike Multiplier","","","Spirit Offering","[541,95]",1,3,"","","",1,29,310,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[541,95]",[],"","","","","",[],"",[],[],1,[]
604,"totem_aura_chieftain","You deal less damage, and take increased Fire and Physical damage while near a Chieftain's totems","","","Moon's Presence","[4309,1995,532]",1,3,"","","","",29,575,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[4309,1995,532]",[],"","","","","",[],"",[],[],1,[]
605,"guardian_share_charges_with_party_members_in_aura","You share Charges with Party Members in this Aura","","","Harmony of Purpose",[4356],1,3,"","","",1,29,588,1,1,1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[4356],[],"","","","","",[],"",[],[],1,[]
606,"guardian_conduit_aura_enemies","You can't gain Charges","","","Harmony of Purpose",[3982],1,3,"","","",1,29,589,1,1,2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3982],[],"","","","","",[],"",[],[],1,[]
607,"guardian_dispel_cooldown","",1,"","",[],1,3,"","","","",29,0,1,"",18,"","","","",0,"","GuardianDispelBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
608,"guardian_life_regen","",1,"","",[439],1,3,"","","",1,29,600,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
609,"melee_ancestor_totem_attack_speed","You have more Attack Speed.","","","Ancestral Protector","[4236,70]","",3,"","","","",29,1916,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[16406],"[4236,70]",[],"","","","","",[],"",[],[],1,[]
610,"slash_ancestor_totem_phys_added_as_fire","",1,"","",[435],"",3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[16406],[435],[],"","","","","",[],"",[],[],1,[]
611,"slam_ancestor_totem_melee_damage","You deal more Melee Damage.","","","Ancestral Warchief","[4373,1322]","",3,"","","","",29,1917,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[16406],"[4373,1322]",[],"","","","","",[],"",[],[],1,[]
612,"guardian_cannot_be_stunned_aura","You are being granted Stun Immunity by a Guardian","","","Bastion of Hope",[682],"",3,"","","","",29,577,"","",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[682],[],"","","","","",[],"",[],[],1,[]
613,"lightning_golem_wrath","Grants additional Lightning Damage to Attacks and Spells","",1,"Lightning Golem Wrath","[59,60,1555,1556]",1,3,"","","","",29,599,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[59,60,1555,1556]",[],"","","","","",[],"",[],[],1,[]
614,"damage_increase_when_killed_bleeding_enemy","",1,"","",[24],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
