"rownum","GrantedEffect","Level","CostMultiplier","StoredUses","Cooldown","CooldownBypassType","VaalSouls","VaalStoredUses","CooldownGroup","i32","SoulGainPreventionDuration","AttackSpeedMultiplier","i32","i32","i32","i32","i32","i32","Reservation","i32","CostAmounts","f32","i32"
3408,91,27,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[302],154.127,100
3409,91,28,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[338],163.092,100
3410,91,29,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[379],172.283,100
3411,91,30,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[425],181.7,100
3412,91,31,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[476],191.343,100
3413,91,32,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[533],201.212,100
3414,91,33,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[597],211.307,100
3415,91,34,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[669],221.628,100
3416,91,35,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[750],232.175,100
3417,91,36,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[840],242.948,100
3418,91,37,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[941],253.947,100
3419,91,38,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[1054],265.172,100
3420,91,39,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[1181],276.623,100
3421,91,40,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[1323],288.3,100
3422,92,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],1,100
3423,92,2,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],3.452,100
3424,92,3,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],6.767,100
3425,92,4,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],10.308,100
3426,92,5,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],14.075,100
3427,92,6,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],18.068,100
3428,92,7,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],22.287,100
3429,92,8,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],26.732,100
3430,92,9,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],31.403,100
3431,92,10,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],36.3,100
3432,92,11,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],41.423,100
3433,92,12,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],46.772,100
3434,92,13,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],52.347,100
3435,92,14,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],58.148,100
3436,92,15,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],64.175,100
3437,92,16,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],70.428,100
3438,92,17,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],76.907,100
3439,92,18,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],83.612,100
3440,92,19,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],90.543,100
3441,92,20,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],97.7,100
3442,92,21,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],105.083,100
3443,92,22,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],112.692,100
3444,92,23,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],120.527,100
3445,92,24,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],128.588,100
3446,92,25,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],136.875,100
3447,92,26,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],145.388,100
3448,92,27,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],154.127,100
3449,92,28,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],163.092,100
3450,92,29,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],172.283,100
3451,92,30,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],181.7,100
3452,92,31,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],191.343,100
3453,92,32,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],201.212,100
3454,92,33,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],211.307,100
3455,92,34,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],221.628,100
3456,92,35,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],232.175,100
3457,92,36,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],242.948,100
3458,92,37,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],253.947,100
3459,92,38,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],265.172,100
3460,92,39,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],276.623,100
3461,92,40,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],288.3,100
3462,93,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],1,100
3463,93,2,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],3.452,100
3464,93,3,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],6.767,100
3465,93,4,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],10.308,100
3466,93,5,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],14.075,100
3467,93,6,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],18.068,100
3468,93,7,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],22.287,100
3469,93,8,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],26.732,100
3470,93,9,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],31.403,100
3471,93,10,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],36.3,100
3472,93,11,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],41.423,100
3473,93,12,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],46.772,100
3474,93,13,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],52.347,100
3475,93,14,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],58.148,100
3476,93,15,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],64.175,100
3477,93,16,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],70.428,100
3478,93,17,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],76.907,100
3479,93,18,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],83.612,100
3480,93,19,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],90.543,100
3481,93,20,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],97.7,100
3482,93,21,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],105.083,100
3483,93,22,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],112.692,100
3484,93,23,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],120.527,100
3485,93,24,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],128.588,100
3486,93,25,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],136.875,100
3487,93,26,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],145.388,100
3488,93,27,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],154.127,100
3489,93,28,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],163.092,100
3490,93,29,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],172.283,100
3491,93,30,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],181.7,100
3492,93,31,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],191.343,100
3493,93,32,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],201.212,100
3494,93,33,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],211.307,100
3495,93,34,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],221.628,100
3496,93,35,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],232.175,100
3497,93,36,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],242.948,100
3498,93,37,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],253.947,100
3499,93,38,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],265.172,100
3500,93,39,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],276.623,100
3501,93,40,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,30,0,[],288.3,100
3502,94,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[18],1,100
3503,94,2,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[20],3.452,100
3504,94,3,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[23],6.767,100
3505,94,4,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[26],10.308,100
3506,94,5,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[29],14.075,100
3507,94,6,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[32],18.068,100
3508,94,7,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[36],22.287,100
3509,94,8,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[41],26.732,100
3510,94,9,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[46],31.403,100
3511,94,10,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[51],36.3,100
3512,94,11,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[57],41.423,100
3513,94,12,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[64],46.772,100
3514,94,13,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[72],52.347,100
3515,94,14,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[81],58.148,100
3516,94,15,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[90],64.175,100
3517,94,16,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[101],70.428,100
3518,94,17,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[114],76.907,100
3519,94,18,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[127],83.612,100
3520,94,19,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[143],90.543,100
3521,94,20,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[160],97.7,100
3522,94,21,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[179],105.083,100
3523,94,22,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[201],112.692,100
3524,94,23,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[225],120.527,100
3525,94,24,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[252],128.588,100
3526,94,25,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[282],136.875,100
3527,94,26,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[316],145.388,100
3528,94,27,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[355],154.127,100
3529,94,28,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[397],163.092,100
3530,94,29,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[445],172.283,100
3531,94,30,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[499],181.7,100
3532,94,31,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[559],191.343,100
3533,94,32,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[626],201.212,100
3534,94,33,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[701],211.307,100
3535,94,34,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[785],221.628,100
3536,94,35,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[880],232.175,100
3537,94,36,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[986],242.948,100
3538,94,37,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[1104],253.947,100
3539,94,38,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[1237],265.172,100
3540,94,39,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[1386],276.623,100
3541,94,40,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[1552],288.3,100
3542,95,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],1,100
3543,95,2,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],3.452,100
3544,95,3,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],6.767,100
3545,95,4,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],10.308,100
3546,95,5,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],14.075,100
3547,95,6,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],18.068,100
3548,95,7,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],22.287,100
3549,95,8,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],26.732,100
3550,95,9,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],31.403,100
3551,95,10,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],36.3,100
3552,95,11,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],41.423,100
3553,95,12,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],46.772,100
3554,95,13,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],52.347,100
3555,95,14,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],58.148,100
3556,95,15,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],64.175,100
3557,95,16,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],70.428,100
3558,95,17,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],76.907,100
3559,95,18,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],83.612,100
3560,95,19,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],90.543,100
3561,95,20,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],97.7,100
3562,95,21,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],105.083,100
3563,95,22,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],112.692,100
3564,95,23,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],120.527,100
3565,95,24,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],128.588,100
3566,95,25,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],136.875,100
3567,95,26,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],145.388,100
3568,95,27,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],154.127,100
3569,95,28,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],163.092,100
3570,95,29,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],172.283,100
3571,95,30,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],181.7,100
3572,95,31,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],191.343,100
3573,95,32,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],201.212,100
3574,95,33,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],211.307,100
3575,95,34,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],221.628,100
3576,95,35,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],232.175,100
3577,95,36,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],242.948,100
3578,95,37,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],253.947,100
3579,95,38,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],265.172,100
3580,95,39,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],276.623,100
3581,95,40,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],288.3,100
3582,96,1,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[362],1,100
3583,96,2,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[405],3.452,100
3584,96,3,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[454],6.767,100
3585,96,4,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[508],10.308,100
3586,96,5,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[570],14.075,100
3587,96,6,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[638],18.068,100
3588,96,7,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[715],22.287,100
3589,96,8,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[801],26.732,100
3590,96,9,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[897],31.403,100
3591,96,10,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[1005],36.3,100
3592,96,11,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[1126],41.423,100
3593,96,12,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[1261],46.772,100
3594,96,13,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[1413],52.347,100
3595,96,14,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[1583],58.148,100
3596,96,15,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[1773],64.175,100
3597,96,16,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[1986],70.428,100
3598,96,17,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[2225],76.907,100
3599,96,18,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[2493],83.612,100
3600,96,19,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[2792],90.543,100
3601,96,20,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[3128],97.7,100
3602,96,21,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[3504],105.083,100
3603,96,22,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[3925],112.692,100
3604,96,23,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[4397],120.527,100
3605,96,24,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[4926],128.588,100
3606,96,25,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[5518],136.875,100
3607,96,26,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[6181],145.388,100
3608,96,27,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[6924],154.127,100
3609,96,28,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[7756],163.092,100
3610,96,29,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[8689],172.283,100
3611,96,30,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[9733],181.7,100
3612,96,31,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[10903],191.343,100
3613,96,32,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[12214],201.212,100
3614,96,33,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[13682],211.307,100
3615,96,34,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[15327],221.628,100
3616,96,35,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[17169],232.175,100
3617,96,36,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[19233],242.948,100
3618,96,37,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[21545],253.947,100
3619,96,38,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[24134],265.172,100
3620,96,39,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[27035],276.623,100
3621,96,40,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[30285],288.3,100
3622,97,1,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[25],1,100
3623,97,2,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[27],3.452,100
3624,97,3,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[29],6.767,100
3625,97,4,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[31],10.308,100
3626,97,5,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[34],14.075,100
3627,97,6,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[37],18.068,100
3628,97,7,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[40],22.287,100
3629,97,8,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[43],26.732,100
3630,97,9,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[47],31.403,100
3631,97,10,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[50],36.3,100
3632,97,11,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[54],41.423,100
3633,97,12,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[59],46.772,100
3634,97,13,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[63],52.347,100
3635,97,14,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[69],58.148,100
3636,97,15,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[74],64.175,100
3637,97,16,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[80],70.428,100
3638,97,17,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[87],76.907,100
3639,97,18,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[94],83.612,100
3640,97,19,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[101],90.543,100
3641,97,20,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[109],97.7,100
3642,97,21,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[118],105.083,100
3643,97,22,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[128],112.692,100
3644,97,23,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[138],120.527,100
3645,97,24,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[149],128.588,100
3646,97,25,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[161],136.875,100
3647,97,26,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[174],145.388,100
3648,97,27,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[188],154.127,100
3649,97,28,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[203],163.092,100
3650,97,29,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[219],172.283,100
3651,97,30,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[237],181.7,100
3652,97,31,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[256],191.343,100
3653,97,32,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[276],201.212,100
3654,97,33,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[298],211.307,100
3655,97,34,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[322],221.628,100
3656,97,35,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[348],232.175,100
3657,97,36,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[376],242.948,100
3658,97,37,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[406],253.947,100
3659,97,38,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[439],265.172,100
3660,97,39,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[474],276.623,100
3661,97,40,100,1,8000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[512],288.3,100
3662,98,1,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[7],1,100
3663,98,2,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[8],3.452,100
3664,98,3,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[9],6.767,100
3665,98,4,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[11],10.308,100
3666,98,5,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[12],14.075,100
3667,98,6,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[13],18.068,100
3668,98,7,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[15],22.287,100
3669,98,8,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[17],26.732,100
3670,98,9,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[19],31.403,100
3671,98,10,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[21],36.3,100
3672,98,11,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[24],41.423,100
3673,98,12,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[27],46.772,100
3674,98,13,100,0,0,4,0,0,67,0,0,-20,0,0,0,0,0,0,0,0,[30],52.347,100
