"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","rid","i32","i32","i32","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","[rid]","i32","[rid]","bool","rid","bool","bool","rid","bool","rid","i32"
1365,"block27","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832615686,0,0,0,850657280,1,0,"","","","","","",[],0,850657280,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1366,"block28","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832642136,0,0,0,852885504,1,0,"","","","","","",[],0,852885504,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1367,"deflect1_","Art/2DArt/SkillIcons/passives/blockstr.dds",[23],30,0,0,0,-1710837123,0,0,0,855375872,1,0,"","","","","","",[],0,855375872,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1368,"deflect2_","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832631558,0,0,0,857866240,1,0,"","","","","","",[],0,857866240,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1369,"deflect3","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832591186,0,0,0,860225536,1,0,"","","","","","",[],0,860225536,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1370,"deflect4","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832617338,0,0,0,862584832,1,0,"","","","","","",[],0,862584832,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1371,"deflect5","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832644861,0,0,0,864944128,1,0,"","","","","","",[],0,864944128,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1372,"deflect6","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832609046,0,0,0,867303424,1,0,"","","","","","",[],0,867303424,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1373,"deflect7","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832629873,0,0,0,869662720,1,0,"","","","","","",[],0,869662720,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1374,"deflect8","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832639275,0,0,0,872022016,1,0,"","","","","","",[],0,872022016,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1375,"deflect9","Art/2DArt/SkillIcons/passives/Deflection.dds","[2511,1326]",12,10,0,0,875495153,1,0,0,877527040,1,16777216,"","","","","","",[],0,877527040,1,0,0,"","",167772160,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1376,"deflect10","Art/2DArt/SkillIcons/passives/Deflection.dds","[2511,23]",12,40,0,0,881130835,1,0,0,883556352,1,16777216,"","","","","","",[],0,883556352,1,0,0,"","",167772160,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1377,"deflect11","Art/2DArt/SkillIcons/passives/Deflection.dds",[2511],12,0,0,0,886061750,1,0,0,889061376,1,16777216,"","","","","","",[],0,889061376,1,0,0,"","",167772160,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1378,"deflect12","Art/2DArt/SkillIcons/passives/Deflection.dds",[2511],12,0,0,0,886074481,1,0,0,891551744,1,16777216,"","","","","","",[],0,891551744,1,0,0,"","",167772160,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1379,"deflect13","Art/2DArt/SkillIcons/passives/blockstr.dds",[23],25,0,0,0,-1710833271,0,0,0,894042112,1,0,"","","","","","",[],0,894042112,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1380,"deflect14","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832611707,0,0,0,896532480,1,0,"","","","","","",[],0,896532480,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1381,"deflect15","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832635325,0,0,0,899022848,1,0,"","","","","","",[],0,899022848,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1382,"deflect16","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832597614,0,0,0,901513216,1,0,"","","","","","",[],0,901513216,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1383,"deflect17","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832606934,0,0,0,904003584,1,0,"","","","","","",[],0,904003584,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1384,"deflect18","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832639263,0,0,0,906493952,1,0,"","","","","","",[],0,906493952,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1385,"deflect19","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832643627,0,0,0,908984320,1,0,"","","","","","",[],0,908984320,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1386,"deflect20","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832615624,0,0,0,911474688,1,0,"","","","","","",[],0,911474688,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1387,"deflect21","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832605450,0,0,0,913965056,1,0,"","","","","","",[],0,913965056,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1388,"deflect22","Art/2DArt/SkillIcons/passives/blockstr.dds",[2511],5,0,0,0,-1832615304,0,0,0,916455424,1,0,"","","","","","",[],0,916455424,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1389,"stun_threshold1","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925116548,1,0,0,927203328,1,0,"","","","","","",[],0,927203328,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1390,"stun_threshold2","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925142367,1,0,0,930480128,1,0,"","","","","","",[],0,930480128,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1391,"stun_threshold3","Art/2DArt/SkillIcons/passives/life1.dds",[215],20,0,0,0,933816141,1,0,0,935723008,1,0,"","","","","","",[],0,935723008,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1392,"stun_threshold4","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925113568,1,0,0,938999808,1,0,"","","","","","",[],0,938999808,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1393,"stun_threshold5","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925116747,1,0,0,942276608,1,0,"","","","","","",[],0,942276608,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1394,"stun_threshold6","Art/2DArt/SkillIcons/passives/life1.dds",[215],20,0,0,0,933817814,1,0,0,945553408,1,0,"","","","","","",[],0,945553408,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1395,"stun_threshold7","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925124918,1,0,0,948830208,1,0,"","","","","","",[],0,948830208,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1396,"stun_threshold8_","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925128086,1,0,0,952238080,1,0,"","","","","","",[],0,952238080,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1397,"stun_threshold9","Art/2DArt/SkillIcons/passives/life1.dds","[3337,1960]",25,10,0,0,956603781,1,0,0,958136320,1,16777216,"","","","","","",[],0,958136320,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1398,"stun_threshold10","Art/2DArt/SkillIcons/passives/life1.dds","[215,17828]",40,5,0,0,962641008,1,0,0,964689920,1,16777216,"","","","","","",[],0,964689920,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1399,"stun_threshold11","Art/2DArt/SkillIcons/passives/Hearty.dds","[3337,21069]",25,20,0,0,974714124,1,0,0,977666048,1,16777216,"","","","","","",[],0,977666048,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1400,"stun_threshold12","Art/2DArt/SkillIcons/passives/life1.dds","[3337,9985]",30,30,0,0,982176417,1,0,0,983695360,1,16777216,"","","","","","",[],0,983695360,1,0,0,"","",1124073472,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1401,"stun_threshold13","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925142885,1,0,0,987103232,1,0,"","","","","","",[],0,987103232,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1402,"stun_threshold14","Art/2DArt/SkillIcons/passives/life1.dds","[3337,560]",10,5,0,0,991594351,1,0,0,995360768,1,0,"","","","","","",[],0,995360768,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1403,"stun_threshold15","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925169569,1,0,0,998768640,1,0,"","","","","","",[],0,998768640,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1404,"stun_threshold16_","Art/2DArt/SkillIcons/passives/life1.dds","[3337,1040]",14,14,0,0,1003420810,1,0,0,1004929024,1,16777216,"","","","","","",[],0,1004929024,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1405,"stun_threshold17","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925141234,1,0,0,1008336896,1,0,"","","","","","",[],0,1008336896,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1406,"stun_threshold18","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925136386,1,0,0,1011744768,1,0,"","","","","","",[],0,1011744768,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1407,"stun_threshold19___","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925146772,1,0,0,1015545856,1,0,"","","","","","",[],0,1015545856,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1408,"stun_threshold20","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925168110,1,0,0,1018953728,1,0,"","","","","","",[],0,1018953728,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1409,"stun_threshold21","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925165014,1,0,0,1022361600,1,0,"","","","","","",[],0,1022361600,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1410,"stun_threshold22","Art/2DArt/SkillIcons/passives/life1.dds","[3337,560]",10,5,0,0,991584157,1,0,0,1026818048,1,0,"","","","","","",[],0,1026818048,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1411,"stun_threshold23","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925123708,1,0,0,1030225920,1,0,"","","","","","",[],0,1030225920,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1412,"stun_threshold24_","Art/2DArt/SkillIcons/passives/life1.dds",[19999],3,0,0,0,1033813282,1,0,0,1035337728,1,16777216,"","","","","","",[],0,1035337728,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1413,"stun_threshold25","Art/2DArt/SkillIcons/passives/life1.dds","[3337,560]",10,5,0,0,991611806,1,0,0,1039794176,1,0,"","","","","","",[],0,1039794176,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1414,"stun_threshold26","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925159549,1,0,0,1043202048,1,0,"","","","","","",[],0,1043202048,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1415,"stun_threshold27","Art/2DArt/SkillIcons/passives/life1.dds","[3337,560]",10,5,0,0,991581565,1,0,0,1047658496,1,0,"","","","","","",[],0,1047658496,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1416,"stun_threshold28","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925170368,1,0,0,1051066368,1,0,"","","","","","",[],0,1051066368,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1417,"stun_threshold29","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925145142,1,0,0,1054474240,1,0,"","","","","","",[],0,1054474240,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1418,"stun_threshold30","Art/2DArt/SkillIcons/passives/life1.dds",[3337],12,0,0,0,925135998,1,0,0,1057882112,1,0,"","","","","","",[],0,1057882112,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1419,"stun_threshold31","Art/2DArt/SkillIcons/passives/life1.dds","[3337,118]",30,3,0,0,1062339912,1,0,0,1063780352,1,16777216,"","","","","","",[],0,1063780352,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1420,"stun_threshold_from_energy_shield1_","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626109529,0,0,0,1069678592,1,0,"","","","","","",[],0,1069678592,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1421,"stun_threshold_from_energy_shield2","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626108035,0,0,0,1075445760,1,0,"","","","","","",[],0,1075445760,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1422,"stun_threshold_from_energy_shield3","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626112049,0,0,0,1081212928,1,0,"","","","","","",[],0,1081212928,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1423,"stun_threshold_from_energy_shield4","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626130241,0,0,0,1086980096,1,0,"","","","","","",[],0,1086980096,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1424,"stun_threshold_from_energy_shield5","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626120392,0,0,0,1092747264,1,0,"","","","","","",[],0,1092747264,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1425,"stun_threshold_from_energy_shield6","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626127650,0,0,0,1098514432,1,0,"","","","","","",[],0,1098514432,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1426,"stun_threshold_from_energy_shield7","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626105581,0,0,0,1104281600,1,0,"","","","","","",[],0,1104281600,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1427,"stun_threshold_from_energy_shield8","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626086846,0,0,0,1110048768,1,0,"","","","","","",[],0,1110048768,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1428,"stun_threshold_from_energy_shield9","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds","[19390,590]",20,5,0,0,1116926005,1,0,0,1119485952,1,16777216,"","","","","","",[],0,1119485952,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1429,"stun_threshold_from_energy_shield10","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[14306],30,0,0,0,1125396853,1,0,0,1126957056,1,16777216,"","","","","","",[],0,1126957056,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1430,"stun_threshold_from_energy_shield11","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds","[19390,19386]",20,20,0,0,1133948789,1,0,0,1136525312,1,16777216,"","","","","","",[],0,1136525312,1,0,0,"","",721420288,0,0,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1431,"stun_threshold_from_energy_shield12","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds","[19390,215]",20,20,0,0,1143506659,1,0,0,1144782848,1,16777216,"","","","","","",[],0,1144782848,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1432,"stun_threshold_from_energy_shield13","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626113342,0,0,0,1150681088,1,0,"","","","","","",[],0,1150681088,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1433,"stun_threshold_from_energy_shield14","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626072155,0,0,0,1156579328,1,0,"","","","","","",[],0,1156579328,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1434,"stun_threshold_from_energy_shield15","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626084669,0,0,0,1162477568,1,0,"","","","","","",[],0,1162477568,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1435,"stun_threshold_from_energy_shield16","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626117637,0,0,0,1168375808,1,0,"","","","","","",[],0,1168375808,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1436,"stun_threshold_from_energy_shield17","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626104330,0,0,0,1174274048,1,0,"","","","","","",[],0,1174274048,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1437,"stun_threshold_from_energy_shield18","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626071145,0,0,0,1180172288,1,0,"","","","","","",[],0,1180172288,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1438,"stun_threshold_from_energy_shield19_","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626123606,0,0,0,1186201600,1,0,"","","","","","",[],0,1186201600,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1439,"stun_threshold_from_energy_shield20","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626071146,0,0,0,1192099840,1,0,"","","","","","",[],0,1192099840,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1440,"stun_threshold_from_energy_shield21","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds",[19390],8,0,0,0,-626125609,0,0,0,1197998080,1,0,"","","","","","",[],0,1197998080,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1441,"stun_threshold_from_energy_shield22","Art/2DArt/SkillIcons/passives/EnergyShieldNode.dds","[19390,9927]",20,3,0,0,1204948790,1,0,0,1206910976,1,16777216,"","","","","","",[],0,1206910976,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1442,"stun_threshold_if_no_recent_stun1","Art/2DArt/SkillIcons/passives/life1.dds",[18695],20,0,0,0,1212586366,1,0,0,1217134592,1,0,"","","","","","",[],0,1217134592,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
1443,"stun_threshold_if_no_recent_stun2","Art/2DArt/SkillIcons/passives/life1.dds",[18695],20,0,0,0,1212563288,1,0,0,1222770688,1,0,"","","","","","",[],0,1222770688,1,0,0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,"",0,0,[],0,[],"","","","","","","",0
