"rownum","Id","Name","GrantedEffect","SupportText","SupportName","GemTags","Consumed_ModsKey","ItemColor","[rid]","AdditionalGrantedEffects","bool","bool","[i32]","i32"
234,"Unknown6","",4516,"","",[25],"",3,[],[],"","",[],-1
235,"Unknown7","",4516,"","",[25],"",3,[],[],"","",[],-1
236,"Unknown8","",4516,"","",[25],"",3,[],[],"","",[],-1
237,"Unknown9","",4516,"","",[25],"",3,[],[],"","",[],-1
238,"Unknown10","",4516,"","",[25],"",3,[],[],"","",[],-1
239,"Unknown11","",4516,"","",[25],"",3,[],[],"","",[],-1
240,"Unknown12","",4516,"","",[25],"",3,[],[],"","",[],-1
241,"Unknown13","",4516,"","",[25],"",3,[],[],"","",[],-1
242,"Unknown14","",4516,"","",[25],"",3,[],[],"","",[],-1
243,"Unknown15","",4516,"","",[25],"",3,[],[],"","",[],-1
244,"Unknown16","",4516,"","",[25],"",3,[],[],"","",[],-1
245,"Unknown17","",4516,"","",[25],"",3,[],[],"","",[],-1
246,"Unknown18","",4516,"","",[25],"",3,[],[],"","",[],-1
247,"Unknown19","",4516,"","",[25],"",3,[],[],"","",[],-1
248,"Unknown20","",4516,"","",[25],"",3,[],[],"","",[],-1
249,"Unknown21","",4516,"","",[25],"",3,[],[],"","",[],-1
250,"Unknown22","",4516,"","",[25],"",3,[],[],"","",[],-1
251,"Unknown23","",4516,"","",[25],"",3,[],[],"","",[],-1
252,"Unknown24","",4516,"","",[25],"",3,[],[],"","",[],-1
253,"Unknown25","",4516,"","",[25],"",3,[],[],"","",[],-1
254,"Unknown26","",4516,"","",[25],"",3,[],[],"","",[],-1
255,"Unknown27","",4516,"","",[25],"",3,[],[],"","",[],-1
256,"ReservationUnknown1","",4516,"","","[25,58,59]","",3,[],[],1,"",[],-1
257,"ReservationUnknown2","",4516,"","","[25,58,59]","",3,[],[],1,"",[],-1
258,"ReservationUnknown3","",4516,"","","[25,58,59]","",3,[],[],1,"",[],-1
259,"ReservationUnknown4","",4516,"","","[25,58,59]","",3,[],[],1,"",[],-1
260,"ReservationUnknown5","",4516,"","","[25,58,59]","",3,[],[],1,"",[],-1
261,"ReservationUnknown6","",4516,"","","[25,58,59]","",3,[],[],1,"",[],-1
262,"ReservationUnknown7","",4516,"","","[25,58,59]","",3,[],[],1,"",[],-1
263,"ReservationUnknown8","",4516,"","","[25,58,59]","",3,[],[],1,"",[],-1
264,"ReservationUnknown9","",4516,"","","[25,58,59]","",3,[],[],1,"",[],-1
265,"SupportUnknown1","",4516,"","",[25],"",3,[],[],"","",[],-1
266,"SupportUnknown2","",4516,"","",[25],"",3,[],[],"","",[],-1
267,"SupportUnknown3","",4516,"","",[25],"",3,[],[],"","",[],-1
268,"SupportUnknown4","",4516,"","",[25],"",3,[],[],"","",[],-1
269,"SupportUnknown5","",4516,"","",[25],"",3,[],[],"","",[],-1
270,"SupportUnknown6","",4516,"","",[25],"",3,[],[],"","",[],-1
271,"SupportUnknown7","",4516,"","",[25],"",3,[],[],"","",[],-1
272,"SupportUnknown8","",4516,"","",[25],"",3,[],[],"","",[],-1
273,"SupportUnknown9","",4516,"","",[25],"",3,[],[],"","",[],-1
274,"BarrierInvocation","",239,"","","[25,58,59,26,52]","",3,[],[240],1,1,[],-1
275,"CastOnDodge","",243,"","","[25,58,59,26,52]","",3,[],[244],1,1,[],-1
276,"CastWhileChannelling","",245,"","","[25,58,59,26,52]","",3,[],[246],1,1,[],-1
277,"CastOnMeleeStun","",247,"","","[25,58,59,26,52]","",3,[],[248],1,1,[],-1
278,"EnragedWarcrySupport","",445,"Supports [Warcry|Warcries], causing them to consume [Rage] to further boost [Empowered] [Attack|Attacks].","","[16,27]","",3,[],[],"","",[],-1
279,"LingeringIllusion","",256,"","","[25,58,59,15]","",3,[],[257],1,"",[],-1
280,"GhostDance","",258,"","","[25,58,59,15]","",3,[],[],1,"",[],-1
281,"BindSpectre","",259,"","","[25,8]","",3,[],[],"","",[],-1
282,"DominatingAura","",260,"","","[25,4,8,59,14,12,15]","",3,[],[],"","",[],-1
283,"Shroud","",261,"","","[25,4,58,59]","",3,[],[],1,"",[],-1
284,"SummonMercenaryCompanion","",5193,"","","[25,4,8,59,52]","",3,[],"[5194,25]","","",[],-1
285,"AncestralWarriorTotem","",104,"","","[25,13,19,14,7,33,15,52]","",3,[],[105],"",1,[],-1
286,"MetaSpellTotem","",106,"","","[25,19,15,52]","",3,[],[107],"",1,[],-1
287,"MetaBowTotem","",108,"","","[25,19,15,52]","",3,[],[109],"",1,[],-1
288,"ExplosiveGrenade","",263,"","","[25,13,14,5,63,0,15,57]","",3,[],[],"","",[],-1
289,"FlashGrenade","",264,"","","[25,13,14,5,63,15]","",3,[],[],"","",[],-1
290,"ToxicGrenade","",265,"","","[25,13,14,5,63,0,3,15]","",3,[],[],"","",[],-1
291,"OilGrenade","",266,"","","[25,13,14,5,63,0,15]","",3,[],[],"","",[],-1
292,"ShockGrenade","",267,"","","[25,13,14,5,63,2,15]","",3,[],[],"","",[],-1
293,"PainOffering","",268,"","","[25,8,58,14,12,15]","",3,[],[],"","",[],-1
294,"TempestFlurry","",274,"","","[25,13,14,7,36,2]","",3,[],[],"","",[],-1
295,"StaggeringPalm","",275,"","","[25,13,14,7,36,5,33,15]","",3,[],"[276,277]","","",[],-1
296,"ChargedStaff","",278,"","","[25,4,13,58,14,15]","",3,[],[279],"","",[],-1
297,"SiphoningStrike","",280,"","","[25,13,14,7,36,2,62]","",3,[],[],"","",[],-1
298,"TempestBell","",281,"","","[25,13,14,7,61,15,38]","",3,[],[],"","",[],-1
299,"Chaosbolt","",159,"","","[25,4,5,3]","",3,[],[],"","",[],-1
300,"FrozenLocus","",283,"","","[25,13,14,7,1,15,38]","",3,[],[284],"","","[1,0]",1
301,"Bonestorm","",285,"","","[25,4,14,5,61,33,15,30]","",3,[],[],"","",[],-1
302,"BoneCage","",286,"","","[25,4,14,33,15,38]","",3,[],[],"","",[],-1
303,"SpreadingFrost","",447,"Supports any skill that hits enemies, causing them to [Chill] enemies near enemies they [Freeze].","","[16,1]","",3,[],[],"","",[],-1
304,"NeuralOverload","",448,"Supports any skill that [HitDamage|Hits] enemies. Nearby enemies are marked when they are [PrimedElectrocution|Primed for Electrocution], and hitting a marked enemy with a supported skill will [Electrocute] them.","","[16,2]","",3,[],[],"","",[],-1
305,"PinpointCritical","",449,"Supports any skill that hits enemies, causing it to [Critical|Critically Hit] less often but deal more damage with Critical Hits.","","[16,47]","",3,[],[],"","",[],-1
306,"PerpetualCharge","",450,"Supports skills that consume [Charges|Power, Frenzy or Endurance Charges] on use, giving them a chance not to remove each [Charges|Charge] while still gaining the benefits of consuming them.","",[16],"",3,[],[],"","",[],-1
307,"Corrosion","",451,"Supports any skill that [HitDamage|Hits] enemies, causing [Poison] it applies to also [ArmourBreak|Break] enemy [Armour|Armour]. Cannot support skills that [Consume] [ArmourBreak|Fully Broken] [Armour].","","[16,33,3]","",3,[],[],"","",[],-1
308,"Unearth","",287,"","","[25,4,8,14,33,15]","",3,[],[],"","",[],-1
309,"DetonatingArrow","",5211,"","","[25,13,14,5,0,30,57]","",3,[],[],"","",[],-1
310,"PoisonBurstArrow","",288,"","","[25,13,14,5,3,15]","",3,[],[],"","",[],-1
311,"ToxicGrowth","",5212,"","","[25,13,14,5,3,15]","",3,[],[],"","",[],-1
312,"StormcallerArrow","",289,"","","[25,13,14,5,2,15]","",3,[],[],"","",[],-1
313,"RipwireArrow","",290,"","","[25,13,5]","",3,[],[],"","",[],-1
314,"LightningRod","",291,"","","[25,13,14,5,61,2,15]","",3,[],[],"","",[],-1
315,"Snipe","",96,"","","[25,13,14,5,30]","",3,[],[],"","",[],-1
316,"GasArrow","",292,"","","[25,13,14,5,0,3,15]","",3,[],[],"","",[],-1
317,"SolarOrb","",5218,"","","[25,4,14,61,0,15,44]","",3,[],[],"","",[],-1
318,"Fireball","",5219,"","","[25,4,14,5,0]","",3,[],[],"","",[],-1
319,"ElectrocutingArrow","",294,"","","[25,13,5,2,15]","",3,[],[],"","",[],-1
320,"ColdSnap","",5221,"","","[25,4,14,1,62]","",3,[],[],"","",[],-1
321,"PerfectStrike","",295,"","","[25,13,14,7,36,0,15,30]","",3,[],[],"","",[],-1
322,"ShieldBlock","",296,"","","[25,30]","",3,[],[],"","",[],-1
323,"ResonatingShield","",297,"","","[25,13,14,7,61,33,30]","",3,[],[],"","",[],-1
324,"ManaRemnants","",5223,"","","[25,58,59,2]","",3,[],[],1,"",[],-1
325,"MagmaBarrier","",298,"","","[58,25,13,59,14,7,26,0,15]","",3,[],[299],1,"",[],-1
326,"FreezingShards","",5224,"","","[25,4,5,1]","",3,[],[],"","",[],-1
327,"VineArrow","",300,"","","[25,13,14,5,3,15]","",3,[],[],"","",[],-1
328,"SummonRhoaMount","",301,"","","[25,4,8,58,59]","",3,[],[],1,"",[],-1
329,"SupportBurstingPlague","",452,"Supports skills that can [Poison|Poison] enemies, causing [Poison|Poisoned] enemies to gain Plague over time and explode in a Plague Burst on death. Cannot support the skills of [Minion|Minions].","","[16,25,14,26,33,3]","",3,[],[453],"","",[],-1
330,"CorpseCloud","",5225,"","","[25,4,14,0,3,15]","",3,[],[],"","",[],-1
331,"WallFortress","",454,"Supports skills that create walls in a line, causing them to be created in a circle instead but deal less [HitDamage|Hit] damage.","",[16],"",3,[],[],"","",[],-1
332,"FrostfireSupport","",5226,"Supports any skill that [HitDamage|Hits] enemies, causing it to [Consume|Consume] [Freeze] on [Ignite|Igniting] a [Frozen] enemy to boost the effect of the [Ignite].","","[16,1,0,62]","",3,[],[],"","",[],-1
333,"StormfireSupport","",5227,"Supports any skill that [HitDamage|Hits] enemies, prolonging [Shock|Shocks] they inflict on [Ignite|Ignited] enemies.","","[16,2,0]","",3,[],[],"","",[],-1
334,"IncreaseLimitSupport","",5228,"Supports skills which can have a [Limit|Limited] number of effects active at once, increasing that [Limit] at the cost of their duration. Only applies to restrictions that use the word \""[Limit]\"".","",[16],"",3,[],[],"","",[],-1
335,"ElectrocuteSupport","",5229,"Supports any Skill which can deal Damage. [Lightning] Damage from Supported Skills can inflict [Electrocute], but Supported Skills cannot inflict [Shock].","","[16,2]","",3,[],[],"","",[],-1
336,"RagingSpirits","",302,"","","[58,25,8,59,0,15]","",3,[],[],1,"",[],-1
337,"EnergyBarrierSupport","",5251,"Supports any skill that you can use, causing [EnergyShield|Energy Shield] recharge to begin immediately if you are [Stun|Stunned] while using it.","",[16],"",3,[],[],"","",[],-1
338,"KnockbackWaveSupport","",5252,"Supports any skill that you can use, triggering a blast of wind that [Knockback|Knocks Back] enemies if you are [Stun|Stunned] while using it.","","[16,25,14,26]","",3,[],[5256],"","",[],-1
339,"BitingFrostSupport","",5253,"Supports any skill that [HitDamage|Hits] enemies, causing them to deal more damage to [Frozen] enemies but consume their [Freeze]. Cannot support skills that [Consume|Consume] [Freeze|Freeze].","","[16,1,62]","",3,[],[],"","",[],-1
340,"ElementalDischarge","",455,"Supports any [Spell] that [HitDamage|Hits] enemies, causing it to consume [ElementalAilments|Elemental Ailments] on hit to trigger an Elemental Discharge. Cannot support the skills of [Minion|Minions].","","[16,25,4,2,1,0,62]","",3,[],[456],"","",[],-1
341,"HourglassSupport","",457,"Supports any damaging skill that you use yourself, causing it to deal significantly more damage but gain a long cooldown. Cannot support Skills which already have a cooldown.","",[16],"",3,[],[],"","",[],-1
342,"FieryDeathSupport","",458,"Supports any skill that [HitDamage|Hits] enemies, causing enemies it [Ignite|Ignites] to have a chance to explode on death.","","[16,25,4,0]","",3,[],[459],"","",[],-1
343,"SandstormSwipe","",304,"","","[25,13,14,15]","",3,[],[],"","",[],-1
344,"DetonateMinion","",5204,"","","[25,4,14,0]","",3,[],[],"","",[],-1
345,"RemoteSpearMine","",305,"","","[25,13,14]","",3,[],[],"","",[],-1
346,"SpearWindVortex","",306,"","","[25,13,14,7]","",3,[],[],"","",[],-1
347,"SpearInfusingStrike","",307,"","","[25,13,14,7,36,2,1,0]","",3,[],[309],"","",[],-1
348,"SpearLightningWarp","",308,"","","[25,13,14,35]","",3,[],[],"","",[],-1
349,"WindDancer","",310,"","","[58,25,13,59,14,7]","",3,[],[311],1,"",[],-1
350,"DeadlyHeraldsSupport","",460,"Supports Herald Skills, making their triggered effects deal more damage at the expense of their [Persistent] buffs.","","[16,31]","",3,[],[],"","",[],-1
351,"BuffedHeraldSupport","",461,"Supports [Persistent] [Buff] Skills, making the [Buff] they grant more powerful.","","[16,58]","",3,[],[],"","",[],-1
352,"ManaFlareSupport","",462,"Supports any [Spell] that [HitDamage|Hits] enemies, causing it to trigger a Mana Flare on [Critical|Critical Hit]. The Mana Flare consumes your Mana to deal [Fire] damage. Cannot support the skills of [Minion|Minions].","","[16,25,4,0,47]","",3,[],[463],"","",[],-1
353,"LockdownSupport","",464,"Supports any skill that [HitDamage|Hits] enemies, causing any [Pinned|Pin] buildup it inflicts to be stronger the closer the enemy is to you.","","[16,33]","",3,[],[],"","",[],-1
354,"OverpowerSupport","",5257,"Supports any skill that hits enemies, causing it to build up [Stun|Stun] more quickly.","",[16],"",3,[],[],"","",[],-1
355,"MobilitySupport","",5258,"Supports skills that can be used while moving, allowing you to move faster while using them.","",[16],"",3,[],[],"","",[],-1
356,"PinSupport","",465,"Supports any skill that [HitDamage|Hits] enemies, allowing its [Physical] damage to [Pinned|Pin] enemies but making it unable to [Stun].","","[16,33]","",3,[],[],"","",[],-1
357,"AmbushSupport","",466,"Supports any skill that [HitDamage|Hits] enemies, making it more likely to [Critical|Critically Hit] enemies on full life.","","[16,47]","",3,[],[],"","",[],-1
358,"ProfaneRitual","",312,"","","[25,4,14,3,15]","",3,[],[],"","",[],-1
359,"SoulOffering","",313,"","","[25,8,58,15]","",3,[],[],"","",[],-1
360,"DarkEffigy","",314,"","","[25,4,19,14,5,3,15]","",3,[],[315],"","",[],-1
361,"ManaFlaskSupport","",5260,"Supports any skill that [HitDamage|Hits] enemies, causing enemies it kills to grant more Mana Flask charges.","",[16],"",3,[],[],"","",[],-1
362,"LifeFlaskSupport","",5261,"Supports any skill that [HitDamage|Hits] enemies, causing enemies it kills to grant more Life Flask charges.","",[16],"",3,[],[],"","",[],-1
363,"SkeletalWarriorWeaponSkill","",316,"","","[25,8,59,33]","",3,[],[],"","",[],-1
364,"MinionInstabilitySupport","",317,"Supports skills which create [Minion|Minions], causing them to violently explode when reduced to [LowLife|Low Life].","","[16,8,0]","",3,[],[],"","",[],-1
365,"EnduranceChargeOnArmourBreakSupport","",5267,"Supports any skill that [HitDamage|Hits] enemies, giving it a chance to gain an [Charges|Endurance Charge] when it [ArmourBreak|Fully Breaks] an enemy's [Armour].","",[16],"",3,[],[],"","",[],-1
366,"CurseEffectSupport","",5269,"Supports [Curse] Skills, magnifying their power.","","[16,17]","",3,[],[],"","",[],-1
367,"CorpseConservationSupport","",5270,"Supports skills that consume [Corpse|Corpses], giving them a chance to take effect without destroying the [Corpse].","",[16],"",3,[],[],"","",[],-1
368,"DecayingHexSupport","",5274,"Supports [Curse] skills. Cursed enemies' bodies decay, taking [Chaos] damage over time.","","[16,3,17]","",3,[],[],"","",[],-1
369,"FocusedCurseSupport","",318,"Supports [Curse] skills, causing them to [Curse] enemies more quickly after being cast.","","[16,17]","",3,[],[],"","",[],-1
370,"RitualisticCurseSupport","",319,"Supports [Curse] skills, causing them to cover a larger area but take longer to [Curse] enemies.","","[16,17]","",3,[],[],"","",[],-1
371,"MinionPactSupport","",467,"Supports damaging skills you use yourself, draining the life from one of your [Minion|Minions] on use in order to boost the skill's damage. Only takes effect if you have a [Minion] with enough life to drain the full amount.","","[16,8]","",3,[],[],"","",[],-1
372,"LastGaspSupport","",468,"Supports skills that create [Persistent] [Minion|Minions], causing those [Minion|Minions] to fight on for a short duration before dying when they are fatally wounded.","","[16,8,59,15]","",3,[],[],"","",[],-1
373,"LifeOnCullSupport","",469,"Supports any skill that [HitDamage|Hits] enemies, causing you to recover Life when it [CullingStrike|Culls] an enemy.","",[16],"",3,[],[],"","",[],-1
374,"ManaOnCullSupport","",470,"Supports any skill that [HitDamage|Hits] enemies, causing you to recover Mana when it [CullingStrike|Culls] an enemy.","",[16],"",3,[],[],"","",[],-1
375,"GrimFeast","",5276,"","","[58,25,8,59]","",3,[],[],1,"",[],-1
376,"InnervateSupport","",471,"Supports [Attack|Attacks] you use yourself. Killing a [Shock|Shocked] enemy with supported skills infuses all of your [Attack|Attacks] with [Lightning] damage for a short time.","","[16,13,2,15]","",3,[],[],"","",[],-1
377,"CastOnMinionDeath","",5278,"","","[58,25,8,59,26,52]","",3,[],[5279],1,1,[],-1
378,"MultiplePoisonSupport","",472,"Supports any skill that [HitDamage|Hits] enemies, allowing it to inflict an extra [Poison] on enemies but shortening the duration of those [Poison|Poisons].","","[16,3]","",3,[],[],"","",[],-1
379,"MultipleChargesSupport","",473,"Supports skills that can generate [Charges], giving them a chance to generate an additional [Charges|Charge] when they do so.","",[16],"",3,[],[],"","",[],-1
380,"EmpoweredDamageSupport","",474,"Supports skills that can [Empowered|Empower] skills other than themselves, causing skills they [Empowered|Empower] to deal more damage.","",[16],"",3,[],[],"","",[],-1
381,"EmpoweredCullSupport","",475,"Supports skills that can [Empowered|Empower] skills other than themselves, causing skills they [Empowered|Empower] to [CullingStrike|Cull] enemies.","",[16],"",3,[],[],"","",[],-1
382,"ScavengedPlating","",5281,"","","[25,58,59,33,15]","",3,[],[],1,"",[],-1
383,"SpinningInferno","",320,"","","[25,13,14,7,36,0]","",3,[],[],"","",[],-1
384,"ManaDrain","",5282,"","","[25,4]","",3,[],[],"","",[],-1
385,"BoneBlast","",5283,"","","[25,4,14,33,15]","",3,[],[],"","",[],-1
386,"BlinkReservation","",5284,"","","[58,25,4,59]","",3,[],[344],1,1,[],-1
387,"MoltenBlast","",5285,"","","[25,13,14,5,0]","",3,[],[],"","",[],-1
388,"Malice","",5286,"","","[25,58,59,12,15,47]","",3,[],[],1,"",[],-1
389,"Hydra","",5287,"","","[25,8,58,59,26,52]","",3,[],[476],1,"",[],-1
390,"HammerOfTheGods","",5288,"","","[25,13,14,7,40,15]","",3,[],[],"","",[],-1
391,"LivingBombPlayer","",5289,"","","[25,4,14,0,15]","",3,[],[],"","",[],-1
392,"Stampede","",5290,"","","[25,13,14,7,40,15,35]","",3,[],[],"","",[],-1
393,"ShieldWall","",5291,"","","[25,13,14,33,15]","",3,[],[],"","",[],-1
394,"ShieldingCry","",5292,"","","[25,13,27,14,7,26,33,15]","",3,[],[5293],"","",[],-1
395,"BlazingCluster","",5294,"","","[25,4,14,5,0,15]","",3,[],[],"","",[],-1
396,"HighVelocityRounds","",144,"","","[25,13,60,5,33,62]","",3,[],[143],"","","[1,0]",-1
397,"FragmentationRounds","",146,"","","[25,13,60,5,62]","",3,[],[145],"","","[1,0]",-1
398,"SiegeCascade","",134,"","","[25,13,14,60,5,61,0,62]","",3,[],[133],"","","[1,0]",-1
399,"ArmourPiercingRounds","",182,"","","[25,13,60,5,33]","",3,[],[181],"","","[1,0]",-1
400,"ExplosiveShot","",140,"","","[25,13,14,60,5,0,57]","",3,[],[139],"","","[1,0]",-1
401,"IncendiaryShot","",142,"","","[25,13,14,60,5,0]","",3,[],[141],"","","[1,0]",-1
402,"RapidShot","",180,"","","[25,13,60,5,0]","",3,[],[179],"","","[1,0]",-1
403,"GlacialBolt","",148,"","","[25,13,14,60,5,1,15]","",3,[],[147],"","","[1,0]",-1
404,"PermafrostBolts","",150,"","","[25,13,14,60,5,1]","",3,[],[149],"","","[1,0]",-1
405,"HailstormRounds","",136,"","","[25,13,14,60,5,61,1]","",3,[],[135],"","","[1,0]",-1
406,"IceShards","",184,"","","[25,13,14,60,5,61,1]","",3,[],[183],"","","[1,0]",-1
407,"PlasmaBlast","",152,"","","[25,13,14,60,5,2,30]","",3,[],[151],"","","[1,0]",-1
408,"GalvanicShards","",154,"","","[25,13,60,5,2,18]","",3,[],[153],"","","[1,0]",-1
409,"StormblastBolts","",138,"","","[25,13,14,60,5,2,15]","",3,[],[137],"","","[1,0]",-1
410,"ShockburstRounds","",186,"","","[25,13,14,60,5,2,62]","",3,[],[185],"","","[1,0]",-1
411,"RagingCrySupport","",477,"Supports [Warcry] skills, causing them to grant you [Rage] on use depending on counted monster [Power].","","[16,27]","",3,[],[],"","",[],-1
412,"IncreasedArmourBreakSupport","",478,"Supports any skill, causing [ArmourBreak|Armour Break] it inflicts to be stronger.","","[16,4]","",3,[],[],"","",[],-1
413,"RageforgedSupport","",479,"Supports any damaging skill that you use or trigger yourself, causing it to consume [Rage] to deal more damage. If you don't have enough [Rage] to consume, the damage bonus will not apply.","",[16],"",3,[],[],"","",[],-1
414,"PlayerDefaultUnarmed","",1,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
415,"PlayerDefaultQuarterstaff","",2,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
416,"PlayerDefaultFlail","",3,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
417,"PlayerDefault1HSword","",4,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
418,"PlayerDefaultSwordSword","",5,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
419,"PlayerDefault2HSword","",6,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
420,"PlayerDefault1HAxe","",7,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
421,"PlayerDefaultAxeAxe","",8,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
422,"PlayerDefault2HAxe","",9,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
423,"PlayerDefault1HMace","",10,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
424,"PlayerDefaultMaceMace","",11,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
425,"PlayerDefault2HMace","",12,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
426,"PlayerDefaultClaw","",13,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
427,"PlayerDefaultClawClaw","",14,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
428,"PlayerDefaultDagger","",15,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
429,"PlayerDefaultDaggerDagger","",16,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
430,"PlayerDefaultSpear","",17,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
431,"PlayerDefaultBow","",18,"","","[25,13,5]","",3,[],[],"","",[],-1
432,"PlayerDefaultCrossbow","",19,"","","[25,13,14,5]","",3,[],[],"","",[],-1
433,"PlaytestAttack","",20,"","","[25,13,14,7,36]","",3,[],[],"","",[],-1
434,"PlaytestSlam","",21,"","","[25,13,14,7,40,35]","",3,[],[],"","",[],-1
435,"PlaytestSpell","",22,"","","[25,4,14,5,0]","",3,[],[],"","",[],-1
436,"AscendancyLifeRemnants","",5316,"","","[25,58,59]","",3,[],[],1,"",[],-1
437,"AscendancyExplosiveConcoction","",5325,"","","[25,13,14,5,0,15]","",3,[],[],"","",[],-1
438,"AscendancyFulminatingConcoction","",5326,"","","[25,13,14,5,2,15]","",3,[],[],"","",[],-1
439,"AscendancyShatteringConcoction","",5327,"","","[25,13,14,5,1,15]","",3,[],[],"","",[],-1
440,"AscendancyPoisonousConcoction","",5328,"","","[25,13,14,5,3]","",3,[],[],"","",[],-1
441,"AscendancyBleedingConcoction","",5329,"","","[25,13,14,5,33]","",3,[],[],"","",[],-1
442,"AscendancyMeditate","",5323,"","","[25,4,30]","",3,[],[],"","",[],-1
443,"AscendancyElementalStorm","",325,"","","[25,4,14,26,33,2,1,0,15,44]","",3,[],[],"","",[],-1
444,"ArmourExplosionSupport","",480,"Supports [Attack|Attacks], causing them to trigger a [Fire|Fiery] explosion when they [ArmourBreak|Fully Break] an enemy's [Armour].","","[16,25,13,14,26,0,62]","",3,[],[5298],"","",[],-1
445,"StompingGroundSupport","",481,"Supports [Travel] skills, causing your footsteps to crack the earth and emit damaging shockwaves while using the skill.","","[16,25,13,14,33]","",3,[],[5300],"","",[],-1
446,"CrescendoSupport","",5301,"Supports [Strike|Strikes] that perform a [FinalStrike|Final Strike] at the end of a combination of attacks, allowing you to use the [FinalStrike|Final Strike] twice in succession.","","[16,13,7,36]","",3,[],[],"","",[],-1
447,"FireExposureSupport","",5302,"Supports any skill that [HitDamage|Hits] enemies, causing it to inflict [Exposure|Fire Exposure] when it [Ignite|Ignites] an enemy.","","[16,0,15]","",3,[],[],"","",[],-1
448,"LightningExposureSupport","",5303,"Supports any skill that [HitDamage|Hits] enemies, causing it to inflict [Exposure|Lightning Exposure] when it [Shock|Shocks] an enemy.","","[16,2,15]","",3,[],[],"","",[],-1
449,"ColdExposureSupport","",5304,"Supports any skill that [HitDamage|Hits] enemies, causing it to inflict [Exposure|Cold Exposure] when it [Critical|Critically Hits] an enemy.","","[16,1,15,47]","",3,[],[],"","",[],-1
450,"DeadlyPoisonSupport","",5306,"Supports any skill that [HitDamage|Hits] enemies, causing it to deal less damage but inflict more potent [Poison].","","[16,3]","",3,[],[],"","",[],-1
451,"DeepCutsSupport","",5307,"Supports any skill that [HitDamage|Hits] enemies, causing it to deal less damage but inflict more potent [Bleeding].","","[16,33]","",3,[],[],"","",[],-1
452,"CorruptingCrySupport","",5308,"Supports [Warcry|Warcries], causing them to inflict [CorruptedBlood|Corrupted Blood] on enemies in their area of effect.","","[16,27,33,15]","",3,[],[],"","",[],-1
453,"WindowOfOpportunitySupport","",5309,"Supports [Channelling] skills that have special effects if released with [PerfectTiming|Perfect Timing], causing them to deal much more damage if released with [PerfectTiming|Perfect Timing] but reducing the [PerfectTiming|Perfect Timing] window.","","[16,30]","",3,[],[],"","",[],-1
454,"FireMasterySupport","",5310,"Supports [Fire] skills, granting them an additional level.","","[16,0]","",3,[],[],"","",[],-1
455,"ColdMasterySupport","",5311,"Supports [Cold] skills, granting them an additional level.","","[16,1]","",3,[],[],"","",[],-1
456,"LightningMasterySupport","",5312,"Supports [Lightning] skills, granting them an additional level.","","[16,2]","",3,[],[],"","",[],-1
457,"ChaosMasterySupport","",5313,"Supports [Chaos] skills, granting them an additional level.","","[16,3]","",3,[],[],"","",[],-1
458,"PhysicalMasterySupport","",5314,"Supports [Physical] skills, granting them an additional level.","","[16,33]","",3,[],[],"","",[],-1
459,"MinionMasterySupport","",5315,"Supports [Minion] skills, granting them an additional level.","","[16,8]","",3,[],[],"","",[],-1
460,"ShockchainArrow","",321,"","","[25,13,14,5,2,18,62]","",3,[],[],"","",[],-1
461,"VaultingImpact","",322,"","","[25,13,14,7,40,35]","",3,[],[],"","",[],-1
462,"StormWave","",323,"","","[25,13,14,7,2]","",3,[],[],"","",[],-1
463,"MantraOfDestruction","",324,"","","[25,58,3,15]","",3,[],[],"","",[],-1
464,"SwiftAfflictionSupport","",482,"Supports any skill that deals damage, causing it to deal more damage over time but have a shorter duration.","","[16,15]","",3,[],[],"","",[],-1
465,"ChaoticAssassinationSupport","",483,"Supports [Spell|Spells] that deal non-[Ailments|Ailment] damage over time, causing them to have a shorter duration but deal substantially more damage over time with [Debuff|Debuffs] inflicted against enemies on full life.","","[16,4,15]","",3,[],[],"","",[],-1
466,"DrainedAilmentSupport","",484,"Supports [Spell|Spells] that deal non-[Ailments|Ailment] damage over time, causing them to consume [Ailments] on enemies it applies damage over time [Debuff|Debuffs] to in order to deal substantially more damage over time.","","[16,4]","",3,[],[],"","",[],-1
467,"ChaoticFreezeSupport","",485,"Supports [Spell|Spells] that deal non-[Ailments|Ailment] [Chaos] damage over time. Enemies taking damage over time from [Debuff|Debuffs] caused by supported skills will suffer [Freeze] build up from [Chaos] damage [HitDamage|Hits] from any source.","","[16,4,3]","",3,[],[],"","",[],-1
