"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClasses","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","isGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","TransfigureBase","i32","i32","string","rid","string","rid","rid","bool","string","i32","string"
138,"proximity_shield","","",109,"",[14],"[1,7,8,31,71]",[],"","",1,"MonsterProximityShield","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
139,"spectral_throw","Spectral Throw","Throws a spectral copy of your melee weapon. It flies out and then returns to you, in a spinning attack that damages enemies in its path.",110,"Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[0,40,2,56]","[6,7,9,11,12,32,14,15,16,17,57,77]","","",1,"ThrownWeapon","",25,1,"[3840,4063,17363]","[24,169,6703]",[],1,1,[17363],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
140,"vaal_thrown_weapon","Vaal Spectral Throw","Throws a spectral copy of your melee weapon. It spirals out in a spinning attack that strikes enemies in its path.",111,"Art/2DArt/SkillIcons/ghostlythrow.dds","[1,2]","[0,40,2,56,37]","[6,7,9,11,12,32,14,15,16,17,57]","","",1,"","",25,1,"[3840,4063,17363]","[24,169,6703]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
141,"fire_resist_aura","Purity of Fire","Emits an [Aura] that boosts the [Resistances|Fire Resistance] of [Allies] in your [Presence]. The [Aura] does not affect you.",112,"Art/2DArt/SkillIcons/PurityofFireWeaponSkill.dds",[4],"[4,11,38,119,138,28]",[],"","",1,"FireResistAura","",25,"","[4159,7841,10373,14362,14392]","[13319,13340,1890,14079,14253]",[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/fire_resist_aura/"
142,"cold_resist_aura","Purity of Ice","Emits an [Aura] that boosts the [Resistances|Cold Resistance] of [Allies] in your [Presence]. The [Aura] does not affect you.",113,"Art/2DArt/SkillIcons/PurityofColdWeaponSkill.dds",[4],"[4,11,38,119,138,29]",[],"","",1,"ColdResistAura","",25,"","[4155,7842,10374,14363,14393]","[13319,13340,1890,14079,14253]",[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/cold_resist_aura/"
143,"lightning_resist_aura","Purity of Lightning","Emits an [Aura] that boosts the [Resistances|Lightning Resistance] of [Allies] in your [Presence]. The [Aura] does not affect you.",114,"Art/2DArt/SkillIcons/PurityofLightningWeaponSkill.dds",[4],"[4,11,38,119,138,30]",[],"","",1,"LightningResistAura","",25,"","[4160,7843,10375,14364,14394]","[13319,13340,1890,14079,14253]",[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/lightning_resist_aura/"
144,"storm_call","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.",115,"Art/2DArt/SkillIcons/stormcall.dds","[1,24,20]","[1,6,7,8,13,14,15,31,21,30,55,69,71]",[],"","http://webcdn.pathofexile.com/public/chris/stormcall.jpg",1,"StormCallPlayer","",25,1,"[3865,4072,4023,17335]","[24,209,423,4810]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
145,"storm_call_self","Storm Call","Sets a marker at a location. After a short duration, lightning strikes the marker, dealing damage around it. When this happens, it will also set off the lightning at any other markers you've cast.",115,"Art/2DArt/SkillIcons/stormcall.dds",[4],"[1,6,7,8,13,14,15,31,21,30,55,71]",[],"","http://webcdn.pathofexile.com/public/chris/stormcall.jpg",1,"StormCall","",25,1,"[3865,4072,4023,17335]","[24,209,423,4810]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
146,"storm_call_attached","Storm Call","",116,"Art/2DArt/SkillIcons/stormcall.dds","[2,3]","[1,6,7,8,13,14,15,31,21,30,71]",[],"","",1,"","",25,1,"[3865,4072,4023,17335]","[24,209,423,4810]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
147,"vaal_storm_call","Vaal Storm Call","Sets a marker at a location. Lightning strikes random enemies around the marker repeatedly over the skill's duration, dealing damage in an area around the strike. Modifiers to the skill's duration will also affect the delay between these strikes. When the duration ends, a large bolt of lightning strikes the marker, dealing damage around it.",117,"Art/2DArt/SkillIcons/stormcall.dds","[1,24]","[1,6,7,8,13,14,15,37,30,71]",[],"","",1,"VaalStormCall","",25,1,"[3865,4072,4023,17335]","[24,209,423,4810]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
148,"charged_blast","Flameblast","Channels to build up a large explosion. The longer you channel, the larger the area of effect and damage of the explosion. The explosion occurs after using another skill or after a short period without casting.",118,"Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,28,71]",[],"","http://webcdn.pathofexile.com/public/chris/flameblastimage.jpg",1,"Flameblast","",25,1,"[4081,3874,4029,17370]","[541,24,423,2673]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
149,"flameblast","Flameblast","[Channelling|Channels] to build destructive energy around you or a targeted Solar Orb. Releasing the energy causes a devastating explosion that is larger and more intense the longer you [Channelling|Channelled] for.",119,"Art/2DArt/SkillIcons/SorceressFlameblast.dds","[1,2]","[1,6,7,14,28,47,71,83,139,55]",[],"","http://webcdn.pathofexile.com/public/chris/flameblastimage.jpg","","FlameblastPlayer","",25,1,"[4081,3874,4029,17370,17897]","[541,24,423,2673,5953]",[],1,1,[17431],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
150,"reserving_nova_physicalblast","Blood Sacrament","Channel this skill to reserve more and more of your life, building up power in a marker on the ground under you. Release to deal physical damage in an area based on how much life you reserved. Cannot be cast by Totems.",119,"Art/2DArt/SkillIcons/BloodChannel.dds",[4],"[1,6,7,47,71,11,27,83,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]",1,"",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
151,"repeating_vaal_charged_blast","Vaal Flameblast","Targets an area and builds up stages in that area based on cast speed. It explodes every 3 stages, until it reaches a maximum of 15. As it gains more stages, the area gets smaller but the damage gets higher.",120,"Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,37,28,71]",[],"","",1,"","",25,1,"[4081,3874,4029,17370]","[541,24,423,2673]",[],1,1,[17431],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
152,"vaal_charged_blast","Vaal Flameblast","Targets an area and builds up a large explosion. The build-up speed is based on cast speed. The explosion occurs after it reaches 10 stacks.",121,"Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,37,28,71]",[],"","",1,"","",25,1,"[4081,3874,4029,17370]","[541,24,423,2673]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
153,"vaal_charged_blast_triggerable","Vaal Flameblast","Targets an area and builds up a large explosion. The build-up speed is based on cast speed. The explosion occurs after it reaches 10 stacks.",121,"Art/2DArt/SkillIcons/ChargedBlast.dds","[1,2]","[1,6,7,14,31,28,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
154,"atziri_unique_staff_flameblast","Flames of Judgement","Creates markers at your location and a targeted location, which grow over time based on cast speed, then explode, dealing fire damage. Cannot be supported by Spell Cascade.",121,"Art/2DArt/SkillIcons/FlamesOfJudgement.dds",[1],"[1,6,8,7,71,31,36,49,28]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
155,"barrage","Barrage","After a short preparation time, you attack repeatedly with a ranged weapon. These attacks have a small randomised spread. Only works with Bows and Wands. This skill cannot be Triggered.",122,"Art/2DArt/SkillIcons/barrage.dds","[1,2]","[0,40,57,2,56,14,13,15]","[13,8]","","http://webcdn.pathofexile.com/public/chris/barrage.jpg","","BarragePlayer","",25,1,"[4048,3855,4088,17354]","[70,24,167,7789]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",455,"","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
156,"empower_barrage","Barrage","Ready a volley of arrows, [Empowered|Empowering] your next [Bow|Bow] [Attack|Attack] to repeat multiple times. Consumes your [Charges|Frenzy Charges] on use to add additional repeats.",644,"Art/2DArt/SkillIcons/RangerBarrageSkill.dds",[4],"[1,8,118,89,130,139,4,146,171]",[13],"","http://webcdn.pathofexile.com/public/chris/barrage.jpg","","BarragePlayer","",25,1,"[4048,3855,4088,17354]","[70,24,167,7789]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"",455,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/empower_barrage/"
157,"summon_raging_spirit","Summon Raging Spirit","Summons a short-lived flaming skull that rushes at nearby enemies and attacks them rapidly. Enemies will not directly engage these spirits, and can pass through them.",123,"Art/2DArt/SkillIcons/SummonElemental.dds","[1,2]","[1,5,8,17,13,14,15,21,31,28,69,76,139]",[],"","http://webcdn.pathofexile.com/public/chris/enragedspirit.jpg",1,"SummonRagingSpiritPlayer",1,25,1,[3455],[8342],"[0,19,20,23]",1,1,[11256],8,3,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
158,"summon_raging_spirit_triggered","Summon Raging Spirit","Summons a short-lived flaming skull that rushes at nearby enemies and attacks them rapidly. Enemies will not directly engage these spirits, and can pass through them.",123,"Art/2DArt/SkillIcons/SummonElemental.dds","[1,24]","[1,5,8,17,13,14,15,21,31,28,49,76,36]",[],"","",1,"SummonRagingSpirit",1,25,"",[3455],[8342],"[0,19,20,23]",1,"",[11256],8,3,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
159,"monster_summon_raging_spirit","","",123,"Art/2DArt/SkillIcons/SummonElemental.dds",[1],"[1,5,8,17,13,14,15,21,31,28,76]",[],"","",1,"",1,25,1,[],[],"[0,19,20,23]",1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
160,"flame_whip","Flame Surge","Strikes enemies in front of you with a surge of flame. Burning enemies are dealt more damage. If you hit an ignited enemy, will create burning ground under them. Your damage modifiers don't apply to this burning ground.",124,"Art/2DArt/SkillIcons/flamewhip.dds","[1,2]","[1,6,13,14,15,21,31,7,28,69,71,8]",[],"","",1,"FlameWhip","",25,1,"[4082,3858,4107]","[541,24,3552]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
161,"desecrate","Desecrate","Desecrates the ground, summoning corpses and dealing chaos damage to all enemies in the area. The corpses will be chosen from the monsters in the current area and any Spectres that have existed in this instance.",125,"Art/2DArt/SkillIcons/Desecrate.dds","[1,24,20,28]","[1,7,8,13,14,15,31,34,21,41,55,71]",[],"","http://webcdn.pathofexile.com/public/chris/desecrate.jpg",1,"DesecratePlayer",1,25,1,"[4197,3901,9650]","[3219,24,209]",[],1,1,[6431],8,3,"","","[16,10,11,17]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
162,"bone_offering","Bone Offering","Impales a Skeleton on a bone spike to shield your [Minion|Minions] while the spike remains. The shield absorbs all damage from the next [HitDamage|Hit] each [Minion] takes, then explodes.\r\n\r\nThe bone spike is itself a [Minion], and shields itself. If it dies, shields on your other [Minion|Minions] disappear.",602,"Art/2DArt/SkillIcons/WitchBoneOffering.dds","[1,3,20]","[153,5,4,8,31,13,15,14,7,27,69,139,76,143]",[],"","http://webcdn.pathofexile.com/public/chris/boneoffering.jpg","","BoneOfferingPlayer","",25,1,"[4166,4328,9966,15201]","[209,1051,209,4250]","[1,27,6,7]",1,1,[],8,5,1,"",[],"","",1,"",-16843010,-16843010,"",389,"",67,"",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/bone_offering/"
163,"glacial_cascade","Glacial Cascade","Icicles emerge from the ground in a series of small bursts, each damaging enemies caught in the area.",126,"Art/2DArt/SkillIcons/Upheaval.dds","[1,2]","[1,6,7,13,14,15,21,31,29,27,69,71]",[],"","http://webcdn.pathofexile.com/public/chris/GlacialCascade.jpg","","GlacialCascadePlayer","",25,1,"[3875,4030,6074]","[24,423,2059]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
164,"storm_cascade_player","Storm Cascade","Lightning crackles in a series of small bursts, each damaging enemies caught in the area.",126,"Art/2DArt/SkillIcons/StormCascade.dds","[1,2]","[1,6,7,13,14,15,21,31,30,27,49,71,89,36]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
165,"atziri_flameblast","","",127,"",[2],[1],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
166,"atziri_flameblast_empowered","","",128,"",[4],[1],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
167,"summon_monsters","","",129,"",[10],"[1,5,76]",[],"","",1,"","",25,1,[],[],"[0,19,20,1,6,7,2,18,8,25,32,35,34,47,40,23]",1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
168,"molten_strike","Molten Strike","Infuses your melee weapon with molten energies to attack with physical and fire damage. This attack causes balls of molten magma to launch forth from the enemies you hit, divided amongst all enemies hit by the strike. These will deal area attack damage to enemies where they land.",131,"Art/2DArt/SkillIcons/MoltenStrike.dds","[1,2]","[0,2,7,19,20,28,40,81,90,23]","[12,17]","","",1,"","",25,1,"[3836,4085,4016,11169,11171]","[24,167,423,166,9289]",[],1,1,[11167],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
169,"vaal_molten_strike","Vaal Molten Strike","Infuses your melee weapon with molten energies to attack with physical and fire damage. This attack causes balls of molten magma to launch forth causing area attack damage to enemies where they land.",131,"Art/2DArt/SkillIcons/MoltenStrike.dds","[1,2]","[0,2,7,19,20,28,40,81,18,37]","[6,7,9,11,12,32,14,15,16,17,57]","","",1,"","",25,1,"[3836,4085,4016,11169,11171,17736]","[24,167,423,166,9289,7573]",[],1,1,[11167],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
170,"brutus_spiked_ground","","",132,"",[11],"[1,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
171,"tornado_shot","Tornado Shot","Fires a skyward shot that whips up a Tornado where it lands, dealing [Physical] damage over time and [Hinder|Hindering] enemies standing in it. Arrows and [Crossbow] bolts fired at the Tornado are sucked into it, causing the Tornado to spit out a nova of copied [Projectile|Projectiles]. Copied [Projectile|Projectiles] cannot be copied again, even by further Tornados.",133,"Art/2DArt/SkillIcons/RangerTornadoShotSkill.dds","[1,2,20]","[0,40,57,7,10,61,14,13,15,31,88,69,27,34,8,143,139,175,162,160]",[13],"","",1,"TornadoShotPlayer","",25,1,"[4083,3871,17188]","[541,24,17187]",[],1,1,[],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"",485,"","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/tornado_shot/statset_0/"
172,"brutus_ground_slam","","",134,"","[1,2]",[0],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
173,"monster_projectile_spell","","",135,"Art/2DArt/SkillIcons/passives/MaceNotable2.dds","[1,2]","[1,2,56,31,6]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
174,"heal","","",136,"","[4,3]","[1,8]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
175,"herald_of_ash","Herald of Ash","While active, enemies you sufficiently [Overkill] with attacks will cause an explosion that [Ignite|Ignites] nearby enemies based on the [Overkill] damage dealt.",137,"Art/2DArt/SkillIcons/HeraldOfAshSkill.dds",[4],"[4,11,24,7,34,28,51,8,119,138]","[9,15,11,16,12,17,57,6,7,77,13,83,78]","","",1,"HeraldOfAsh","",25,"","[3897,4150,8660,14353,14383]","[24,13319,4363,14079,14253]",[],1,"",[],8,"","","","[16,10,11,17]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/herald_of_ash/"
176,"herald_of_ice","Herald of Ice","While active, [Shatter|Shattering] an enemy with an [Attack] [HitDamage|Hit] will cause an icy explosion that deals [Attack|Attack] damage to surrounding enemies.",138,"Art/2DArt/SkillIcons/HeraldOfIceSkill.dds",[4],"[4,11,7,29,0,51,119,138]","[9,15,11,16,12,17,57,6,7,77,13,83,78]","","",1,"HeraldOfIce","",25,"","[3898,4151,8659,14354,14384]","[24,13319,4363,14079,14253]",[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/herald_of_ice/"
177,"herald_of_thunder","Herald of Thunder","While active, killing [Shock|Shocked] enemies with [Attack|Attack] damage, will cause subsequent [Attack|Attack] hits to release lightning bolts which deals [Attack|Attack] damage to all surrounding enemies.",139,"Art/2DArt/SkillIcons/HeraldOfThunderSkill.dds",[4],"[4,11,7,30,51,0,119,138]","[9,15,11,16,12,17,57,6,7,77,13,83,78]","","",1,"HeraldOfThunder","",25,"","[3899,4152,5361,14356,14386]","[24,13319,4363,14079,14253]",[],1,"",[11248],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/herald_of_thunder/statset_0/"
178,"herald_of_light","Herald of Purity","Grants a buff which lets you deal more physical damage. When you kill an enemy while you have this buff, this skill will summon a Sentinel of Purity, or refresh the duration and life of an existing one instead if you have the maximum number of them. The Sentinels of Purity have a single-target melee attack and an area melee attack.",140,"Art/2DArt/SkillIcons/HeraldOfLight.dds",[4],"[1,4,11,51,5,8,27,76,119,138]","[9,15,11,16,12,17,57,6,7,77,13,83,78]","","",1,"HeraldOfLight","",25,1,"[7936,7857,14355,14385]","[13319,4363,14079,14253]","[6,0,19,20,23,7]",1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
179,"consecrate","Consecrate","Creates an area of [ConsecratedGround|Consecrated Ground] around you.",141,"Art/2DArt/BuffIcons/consecrated.dds",[4],"[1,8,31,7,71,83,55,139,167]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/consecrate/"
180,"triggered_consecrate","Consecrate","Creates an area of Consecrated Ground, providing life regeneration and reducing the effect of curses for you and allies who stand in it.",141,"Art/2DArt/BuffIcons/consecrated.dds",[4],"[1,8,31,7,71,89,36,49,167]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
181,"poachers_mark","Poacher's Mark","Curses a single enemy, lowering their physical damage reduction, and adding physical damage to all hits against them. Attacking the cursed enemy will grant life and mana, and killing them will grant a frenzy charge. You can only have one Mark at a time.",142,"Art/2DArt/SkillIcons/PoachersMark.dds","[1,2]","[1,13,14,15,21,31,68,69,84,85,97]",[],"","",1,"",1,25,1,"[4135,4171]","[1348,209]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
182,"summon_specific_monsters_on_self","","",143,"",[4],"[1,21,31,13,14,15]",[],"","",1,"",1,25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
183,"summon_specific_monsters_on_target","","",143,"","[1,2]","[1,21,31]",[],"","",1,"",1,25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
184,"summon_specific_monsters_on_target_no_los","","",143,"","[1,2,8]","[1,21,31]",[],"","",1,"",1,25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
185,"lightning_tendrils_channelled","Lightning Tendrils","While you channel this skill, it releases pulses of electrical energy, dealing lightning damage in a semicircular area in front of you.",145,"Art/2DArt/SkillIcons/LightningTouch.dds","[18,25,17]","[1,6,7,14,30,47,71]",[],"","",1,"","",25,1,"[3834,4013,4333,17457]","[24,423,541,17403]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
186,"bat_screech","","",146,"","[1,2]","[1,21,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
187,"voll_charge","","",147,"","[1,2]",[0],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
188,"voll_slam","","",148,"","[1,2]","[0,7]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
189,"water_vortex","","",149,"","[1,2]","[2,56,1,6,7,13,14,15,21,31,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
190,"monster_dodge","","",150,"",[11],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
191,"monster_dodge_target","","",150,"",[2],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
192,"monster_mortar","","Generic monster mortar skill. Like Monster Projectile but has an impact effect.",151,"","[2,1]","[2,56,1,6,7,13,14,15,21,31,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
193,"monster_mortar_attack","","Generic monster mortar skill. Like Monster Projectile but has an impact effect.",152,"","[2,1]","[2,56,0,6,7,13,14,15,21,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
194,"kinetic_blast","Kinetic Blast","Fires a projectile from a Wand that causes a series of small explosions surrounding its point of impact, each damaging enemies caught in the area.",153,"Art/2DArt/SkillIcons/clusterburst.dds","[1,2]","[0,40,2,56,7,13,15,14]",[8],"","",1,"ClusterBurst","",25,1,"[3877,4034,17365,17366]","[24,423,102,3680]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
195,"summon_chaos_elemental","Summon Chaos Golem","Summons a Chaos Golem that grants you Physical Damage Reduction. The Chaos Golem can use a damage over time Chaos aura and a cascade of Chaos spikes in addition to its melee attack.",154,"Art/2DArt/SkillIcons/ChaosElementalSummon.dds",[1],"[31,41,15,5,17,21,1,14,13,50,76,89]",[],"","",1,"","",25,1,[4939],[3219],"[0,19,20,8,1,6,7,23]",1,1,[],8,3,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
