"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","rid","rid","row","[rid]","[rid]","[rid]","string","[rid]","[rid]","i32","i32","rid","[rid]","[rid]","[rid]","[rid]","[string]","bool","i32","i32","rid","i32","bool","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
3962,"BeltFlaskLifeRecoveryRateEssence6",58338,540,74,721,"","","",1,"Essences",1,[184],28,31,0,0,0,0,0,459638,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,467138613,[],"",0,0,-1509949440,1795,50331648,0,""
3963,"BeltFlaskLifeRecoveryRateEssence7",34809,540,82,721,"","","",1,"Essences",1,[184],32,35,0,0,0,0,0,459772,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1152828239,[],"",0,0,738197504,1796,50331648,0,""
3964,"BeltFlaskLifeRecoveryUniqueDescentBelt1",43247,542,1,389,"","","",1,"",3,[185],30,30,0,0,0,0,0,459918,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-680558720,[],"",0,0,-1107296256,1796,50331648,0,""
3965,"FlaskLifeRecoveryRateUniqueJewel46",55674,542,1,389,"","","",11,"",3,[185],10,10,0,0,0,0,0,460054,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,539687248,[],"",0,0,1174405120,1797,50331648,0,""
3966,"FlaskLifeRecoveryUniqueAmulet25",19986,542,1,389,"","","",1,"",3,[185],100,100,0,0,0,0,0,460184,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1418467999,[],"",0,0,-939524096,1797,50331648,0,""
3967,"BeltFlaskLifeRecoveryUnique__1",17616,542,1,389,"","","",1,"",3,[185],30,40,0,0,0,0,0,460312,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-653000717,[],"",0,0,1207959552,1798,50331648,0,""
3968,"BeltFlaskManaRecoveryRateEssence1",15716,544,58,722,"","","",1,"Essences",1,[184],11,15,0,0,0,0,0,460446,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1704876282,[],"",0,0,-838860800,1798,50331648,0,""
3969,"BeltFlaskManaRecoveryRateEssence2",10648,544,74,722,"","","",1,"Essences",1,[184],16,20,0,0,0,0,0,460580,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,218244250,[],"",0,0,1409286144,1799,50331648,0,""
3970,"BeltFlaskManaRecoveryRateEssence3",29103,544,82,722,"","","",1,"Essences",1,[184],21,25,0,0,0,0,0,460714,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1719343061,[],"",0,0,-637534208,1799,50331648,0,""
3971,"BeltFlaskManaRecoveryUniqueDescentBelt1",357,545,1,390,"","","",1,"",3,[185],30,30,0,0,0,0,0,460860,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,546644464,[],"",0,0,1811939328,1800,50331648,0,""
3972,"BeltFlaskManaRecoveryUnique__1",30490,545,1,390,"","","",1,"",3,[185],20,30,0,0,0,0,0,460988,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1849628966,[],"",0,0,-335544320,1800,50331648,0,""
3973,"FlaskManaRecoveryUniqueBodyDex7",61153,545,1,390,"","","",1,"",3,[185],60,100,0,0,0,0,0,461118,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,229958485,[],"",0,0,1845493760,1801,50331648,0,""
3974,"FlaskManaRecoveryUniqueShieldInt3",26298,545,1,390,"","","",1,"",3,[185],15,15,0,0,0,0,0,461252,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1170613116,[],"",0,0,-201326592,1801,50331648,0,""
3975,"BeltFlaskLifeRecoveryRateUniqueBelt4",17092,540,1,721,"","","",1,"",3,[184],25,25,0,0,0,0,0,461392,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-517889051,[],"",0,0,-2147483648,1802,50331648,0,""
3976,"FlaskLifeRecoveryRateUniqueBodyStrDex1",64467,540,1,721,"","","",1,"",3,[184],50,50,0,0,0,0,0,461536,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2081327069,[],"",0,0,268435456,1803,50331648,0,""
3977,"FlaskLifeRecoveryRateUniqueSceptre5",31564,540,1,721,"","","",1,"",3,[184],-10,-10,0,0,0,0,0,461674,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1581524233,[],"",0,0,-1711276032,1803,50331648,0,""
3978,"FlaskManaRecoveryRateUniqueBodyStrDex1",28278,544,1,722,"","","",1,"",3,[184],50,50,0,0,0,0,0,461818,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-774651995,[],"",0,0,704643072,1804,50331648,0,""
3979,"FlaskManaRecoveryRateUniqueSceptre5",4999,544,1,722,"","","",1,"",3,[184],30,40,0,0,0,0,0,461956,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,607,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1348092893,[],"",0,0,-1275068416,1804,50331648,0,""
3980,"BeltIncreasedFlaskChargesGainedUniqueBelt2",57155,535,1,20312,"","","",1,"",3,[179],50,50,0,0,0,0,0,462108,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-500286099,[],"",0,0,738197504,1805,50331648,0,""
3981,"BeltIncreasedFlaskDurationUniqueBelt3",32639,539,1,720,"","","",1,"",3,[183],20,20,0,0,0,0,0,462218,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[20],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,197620920,[],"",0,0,-1711276032,1805,50331648,0,""
3982,"MonsterHexproof1",63993,551,23,4488,"","","",3,"Hexproof",3,[190],1,1,0,0,0,0,0,462306,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1013958039,[],"",0,0,33554432,1806,50331648,0,""
3983,"MonsterAuraCannotDie1",58374,552,12,388,"","","",3,"Cannot Die Aura",3,[130],1,1,0,0,0,0,0,462434,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,-16843010,-16843010,-1493875981,[],"",0,0,1644167168,1806,50331648,0,""
3984,"StrIntMissionAuraCannotDie1",37352,552,1,388,"","","",3,"",3,[130],0,0,0,0,0,0,0,462508,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-506564570,[],"",0,0,-1409286144,1806,50331648,0,""
3985,"MonsterAuraSlow1",23641,553,4,171,"","","",3,"Slow Aura",3,[130],-25,-25,0,0,0,0,0,462582,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,-16843010,-16843010,-1532757766,[],"",0,0,100663296,1807,50331648,0,""
3986,"StrIntMissionAuraSlow1",56031,553,1,171,"","","",3,"",3,[130],-25,-25,0,0,0,0,0,462662,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-16843010,-16843010,-392547771,[],"",0,0,1442840576,1807,50331648,0,""
3987,"MonsterAuraSlowUniqueMap1",43569,553,1,171,"","","",3,"",3,[130],-25,-25,0,0,0,0,0,462748,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,-16843010,-16843010,1402403239,[],"",0,0,-1409286144,1807,50331648,0,""
3988,"MonsterAuraSlowTotemDaemonUniqueMap1",39520,4498,1,"","","","",3,"",3,[769],0,0,0,0,0,0,0,462856,74,[],[],[],"Metadata/Monsters/Daemon/UniqueHallowedGroundMapBossDaemonSlowingTotem",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-91725592,[],"",0,0,-1744830464,1808,50331648,0,""
3989,"MonsterGrantsFrenzyChargesToAlliesOnDeath1",34382,555,1,727,"","","",3,"Vengeful",3,[191],50,50,0,0,0,0,0,463104,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-181439647,[],"",0,0,268435456,1809,50331648,0,""
3990,"MonsterImplicitGrantsFrenzyChargesToAlliesOnDeath1",6116,555,1,727,"","","",3,"",3,[191],50,50,0,0,0,0,0,463240,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-83759899,[],"",0,0,-1744830464,1809,50331648,0,""
3991,"DexMissionGrantsFrenzyChargesToAlliesOnDeath",56962,555,1,727,"","","",3,"",3,[191],50,50,0,0,0,0,0,463364,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1695660947,[],"",0,0,335544320,1810,50331648,0,""
3992,"MonsterGainsFrenzyChargeAsKilled1",20984,556,1,729,"","","",3,"of Anger",3,[191],100,100,0,0,0,0,0,463466,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-431835206,[],"",0,0,2046820352,1810,50331648,0,""
3993,"MonsterGainsFrenzyChargeAsKilledImplicit1",17127,556,1,729,"","","",3,"",3,[191],1,1,0,0,0,0,0,463584,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-305549522,[],"",0,0,-268435456,1810,50331648,0,""
3994,"MonsterGainsPowerChargeAsKilled1",45228,557,1,1269,"","","",3,"",3,[191],100,100,0,0,0,0,0,463684,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[576],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1555622933,[],"",0,0,1409286144,1811,50331648,0,""
3995,"MonsterGainsEnduranceChargeOnHit1",56507,560,1,179,"","","",3,"of Endurance",3,[191],50,50,0,0,0,0,0,463786,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[578],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,308268772,[],"",0,0,-1174405120,1811,50331648,0,""
3996,"MonsterGainsFrenzyChargeOnHit1",40273,558,1,180,"","","",3,"of Frenzy",3,[191],50,50,0,0,0,0,0,463882,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,830844116,[],"",0,0,436207616,1812,50331648,0,""
3997,"WbLightningEliteGainsFrenzyChargeOnHit1",30970,558,1,180,"","","",3,"",3,[191],25,25,0,0,0,0,0,463996,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1099774328,[],"",0,0,-1946157056,1812,50331648,0,""
3998,"MonsterGainsPowerChargeOnHit1",34673,559,1,181,"","","",3,"of Power",3,[191],50,50,0,0,0,0,0,464110,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[576],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1078642492,[],"",0,0,-33554432,1812,50331648,0,""
3999,"MonsterImplicitAuraSlow1",54055,553,4,171,"","","",3,"",3,[130],-25,-25,0,0,0,0,0,464194,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,-16843010,-16843010,-1479904019,[],"",0,0,1375731712,1813,50331648,0,""
4000,"MonsterImplicitAuraSlow2",61421,553,4,171,"","","",3,"",3,[130],-60,-60,0,0,0,0,0,464278,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,-16843010,-16843010,526184625,[],"",0,0,-1509949440,1813,50331648,0,""
4001,"MonsterTotemAuraSlow1_",34920,553,4,171,"","","",3,"",3,[130],-25,-25,0,0,0,0,0,464358,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,-16843010,-16843010,-1811932056,[],"",0,0,-167772160,1813,50331648,0,""
4002,"MonsterImplicitAuraCannotDie1",45123,552,4,388,"","","",3,"",3,[130],1,1,0,0,0,0,0,464452,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,-16843010,-16843010,-975473256,[],"",0,0,1140850688,1814,50331648,0,""
4003,"MonsterImplicitAuraCannotDie2",32370,552,4,388,"","","",3,"",3,[130],1,1,0,0,0,0,0,464530,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,-16843010,-16843010,1383672843,[],"",0,0,-1845493760,1814,50331648,0,""
4004,"MonsterImplicitImmuneToCurses1",3125,549,16,726,"","","",3,"",3,[190],1,1,0,0,0,0,0,464610,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,378215102,[],"",0,0,33554432,1815,50331648,0,""
4005,"MonsterImplicitExtraCurses1",38404,550,16,701,14087,"","",3,"",3,[190],5,5,100,100,0,0,0,464716,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2067852612,[],"",0,0,1811939328,1815,50331648,0,""
4006,"MonsterImplicitHexproof",9892,551,1,4488,"","","",3,"",3,[190],1,1,0,0,0,0,0,464814,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,249571396,[],"",0,0,-838860800,1815,50331648,0,""
4007,"MonsterImplicitGainsPowerChargeOnHit1",30730,559,1,181,"","","",3,"",3,[191],50,50,0,0,0,0,0,464940,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[576],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1663572770,[],"",0,0,1006632960,1816,50331648,0,""
4008,"MonsterImplicitGainsFrenzyChargeOnHit1",33272,558,1,180,"","","",3,"",3,[191],50,50,0,0,0,0,0,465052,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1860366107,[],"",0,0,-1409286144,1816,50331648,0,""
4009,"MonsterImplicitGainsEnduranceChargeOnHit1",37697,560,1,179,"","","",3,"",3,[191],50,50,0,0,0,0,0,465170,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[578],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1717695777,[],"",0,0,570425344,1817,50331648,0,""
4010,"RitualMonsterGainsPowerChargeOnHit___",13463,559,1,181,"","","",3,"",3,[191],100,100,0,0,0,0,0,465280,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[576],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1114666727,[],"",0,0,-1879048192,1817,50331648,0,""
4011,"RitualMonsterGainsFrenzyChargeOnHit",23755,558,1,180,"","","",3,"",3,[191],100,100,0,0,0,0,0,465386,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[577],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1724529154,[],"",0,0,-100663296,1817,50331648,0,""
4012,"RitualMonsterGainsEnduranceChargeOnHit",4788,560,1,179,"","","",3,"",3,[191],100,100,0,0,0,0,0,465498,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[578],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,65802584,[],"",0,0,1778384896,1818,50331648,0,""
4013,"MonsterImplicitIncreasedCastSpeedPerPowerCharge",57692,561,1,211,"","","",3,"",3,[589],50,50,0,0,0,0,0,465628,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,289206368,[],"",0,0,-67108864,1818,50331648,0,""
4014,"MonsterImplicitDamageReductionAura",41843,554,1,466,"","","",3,"",3,[130],-25,-25,0,0,0,0,0,465748,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,-16843010,-16843010,-1166534389,[],"",0,0,1409286144,1819,50331648,0,""
4015,"MonsterImplicitDamageReductionAura2",36324,554,1,466,"","","",3,"",3,[130],-75,-75,0,0,0,0,0,465838,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,-16843010,-16843010,-629647460,[],"",0,0,-1375731712,1819,50331648,0,""
4016,"IncreasedChillDurationUniqueBodyDex1",14234,562,1,193,"","","",1,"",3,[196],25,25,0,0,0,0,0,465930,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-944312276,[],"",0,0,973078528,1820,50331648,0,""
4017,"IncreasedChillDurationUniqueBodyStrInt3",26448,562,1,193,"","","",1,"",3,[196],150,150,0,0,0,0,0,466076,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-374501635,[],"",0,0,-872415232,1820,50331648,0,""
4018,"IncreasedChillDurationUniqueQuiver5",9539,562,13,193,"","","",1,"",3,[196],30,40,0,0,0,0,0,466214,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,644678446,[],"",0,0,1442840576,1821,50331648,0,""
4019,"IncreasedChillDurationUnique__1",57082,562,1,193,"","","",1,"",3,[196],35,50,0,0,0,0,0,466344,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,310,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2125635656,[],"",0,0,-671088640,1821,50331648,0,""
4020,"Acrobatics",20752,563,1,754,451,451,"",1,"",3,[159],1,1,0,0,0,0,0,466432,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-148527563,[],"",0,0,0,1822,50331648,0,""
4021,"HasNoSockets",47117,564,1,750,"","","",1,"",3,[198],1,1,0,0,0,0,0,466476,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-231978463,[],"",0,0,738197504,1822,50331648,0,""
4022,"CannotBeShocked",20172,10567,1,16880,"","","",1,"",3,[199],100,100,0,0,0,0,0,466526,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-166610723,[],"",0,0,1577058304,1822,50331648,0,""
4023,"MonsterCannotBeShocked",29848,4897,1,6537,"","","",3,"",3,[2542],1,1,0,0,0,0,0,466590,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,901267744,[],"",0,0,-838860800,1822,50331648,0,""
4024,"ChanceToAvoidShockEssence2_",21562,565,10,187,"","","",1,"of the Essence",2,[203],35,38,0,0,0,0,0,466712,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,145644692,[],"",0,0,1207959552,1823,50331648,0,""
4025,"ChanceToAvoidShockEssence3",17089,565,26,187,"","","",1,"of the Essence",2,[203],39,42,0,0,0,0,0,466832,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,510221480,[],"",0,0,-1073741824,1823,50331648,0,""
4026,"ChanceToAvoidShockEssence4",59217,565,42,187,"","","",1,"of the Essence",2,[203],43,46,0,0,0,0,0,466952,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[318,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1215344418,[],"",0,0,939524096,1824,50331648,0,""
