"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","u16"
142,"Weapon_Darkprism","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkprism/EPKs/staff.epk",-22528,186777600,3,150601728,3,186777600,3,127270912,3,56492032,0,199491584,3,162922496,3,56492032,0,56492032,0,56492032,0,0
143,"Footprint_Stygian","","","","","","","",-21051,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
144,"Weapon_Stygian","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stygian/epk/staff.epk",8339,273678336,3,238682112,3,273678336,3,216137728,3,56492032,0,285999104,3,250609664,3,56492032,0,56492032,0,56492032,0,0
145,"Footprint_Metamorph","","","","","","","",26537,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
146,"Weapon_Metamorph","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_clawdaggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/metamorph/epks/2h_staff.epk",3316,377094144,3,389283840,3,401342464,3,302776320,3,56492032,0,413401088,3,352452608,3,56492032,0,56492032,0,56492032,0,0
147,"Weapon_WaterElemental","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/WaterElemental/staff.epk",-9955,500563968,3,451805184,3,500563968,3,428474368,3,56492032,0,513146880,3,476315648,3,56492032,0,56492032,0,56492032,0,0
148,"Footprint_WaterElemental","","","","","","","",-2308,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
149,"Footprint_Darkprism","","","","","Metadata/Effects/Microtransactions/foot_prints/darkprism/foot_trail.epk","","",5361,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,531365888,3,531365888,3,56492032,0,0
150,"Weapon_Darkseer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/wang.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/1H_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkseer/epk/sword_staff.epk",4294,590479360,3,602931200,3,590479360,3,614727680,3,56492032,0,626262016,3,578027520,3,56492032,0,56492032,0,56492032,0,0
151,"Weapon_Fateweaver","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/FateWeaver/staff.epk",-29669,709492736,3,662831104,3,709492736,3,640548864,3,56492032,0,721551360,3,686292992,3,56492032,0,56492032,0,56492032,0,0
152,"Footprint_Project","","","","","","","",-8415,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
153,"Weapon_Project","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_project/EPKs/staff.epk",625,803733504,3,763625472,3,803733504,3,737673216,3,56492032,0,817758208,3,777256960,3,56492032,0,56492032,0,56492032,0,0
154,"Footprint_Scientist","","","","","","","",2270,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
155,"Weapon_Scientist","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/thaumaturgy_scientist/EPKs/staff.epk",-9730,903610368,3,862715904,3,903610368,3,836239360,3,56492032,0,917897216,3,876609536,3,56492032,0,56492032,0,56492032,0,0
156,"Footprint_Thaumaturgy","","","","","","","",6874,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
157,"Weapon_DarkMagic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DarkMagic/staff.epk",26316,1005060096,3,958922752,3,1005060096,3,1016987648,3,56492032,0,1028128768,3,982122496,3,56492032,0,56492032,0,56492032,0,0
158,"Weapon_Void","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/void/EPKs/staff.epk",15316,1097465856,3,1063256064,3,1097465856,3,1041235968,3,56492032,0,1109524480,3,1074921472,3,56492032,0,56492032,0,56492032,0,0
159,"Weapon_Dreadspire","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dreadspire/EPKs/staff.epk",-21237,1183580160,3,1147011072,3,1183580160,3,1123418112,3,56492032,0,1196425216,3,1159462912,3,56492032,0,56492032,0,56492032,0,0
160,"Weapon_InsatiableMalice","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/1H_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Malice/epk/staff.epk",-27025,1268776960,3,1280966656,3,1268776960,3,1292500992,3,56492032,0,1303773184,3,1245970432,3,56492032,0,56492032,0,56492032,0,0
161,"Weapon_DivineBenevolence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DivineBenevolence/staff.epk",-1133,1393164288,3,1342832640,3,1393164288,3,1318715392,3,56492032,0,1406140416,3,1368129536,3,56492032,0,56492032,0,56492032,0,0
162,"Weapon_Angelic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_angelic/EPKs/staff.epk",28640,1486094336,3,1446379520,3,1486094336,3,1420689408,3,56492032,0,1499987968,3,1459879936,3,56492032,0,56492032,0,56492032,0,0
163,"Footprint_Angelic","","","","","","","",-3512,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
164,"Weapon_Demonic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/angeldemon_demonic/EPKs/staff.epk",28554,1583218688,3,1543503872,3,1583218688,3,1517813760,3,56492032,0,1597112320,3,1557004288,3,56492032,0,56492032,0,56492032,0,0
165,"Footprint_Demonic","","","","","","","",15785,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
166,"Footprint_Pandemonium","","","","","","","",20417,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
167,"Footprint_Harvest","","","","","","","",-24684,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
168,"Weapon_Nightwatch","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/NightWatch/staff.epk",29259,1689780224,3,1643118592,3,1689780224,3,1620836352,3,56492032,0,1701838848,3,1666580480,3,56492032,0,56492032,0,56492032,0,0
169,"Weapon_Goddess","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/staff.epk",13937,1782054912,3,1736966144,3,1782054912,3,1715470336,3,56492032,0,1793720320,3,1759641600,3,56492032,0,56492032,0,56492032,0,0
170,"Footprint_Goddess","","","","","","","",-10279,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
171,"Weapon_Sunrise","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_sunrise/EPKs/staff.epk",9550,1873543168,3,1834614784,3,1873543168,3,1809448960,3,56492032,0,1887174656,3,1847853056,3,56492032,0,56492032,0,56492032,0,0
172,"Footprint_Sunrise","","","","","","","",-23529,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
173,"Weapon_Nightfall","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twilight_nightfall/EPKs/staff.epk",-14591,1970405376,3,1930690560,3,1970405376,3,1905000448,3,56492032,0,1984299008,3,1944190976,3,56492032,0,56492032,0,56492032,0,0
174,"Footprint_Nightfall","","","","","","","",-374,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
175,"Footprint_Twilight","","","","","Metadata/Effects/Microtransactions/foot_prints/twilight/Footprints_Twilight.epk","","",-15763,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,2002911232,3,2002911232,3,56492032,0,0
176,"Weapon_SavageEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft/staff.epk",-5357,2085748736,3,2039087104,3,2085748736,3,2016804864,3,56492032,0,2097807360,3,2062548992,3,56492032,0,56492032,0,56492032,0,0
177,"Weapon_EnragedEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Enraged/staff.epk",20307,-2106982400,3,2137128960,3,-2106982400,3,2112749568,3,56492032,0,-2093875200,3,-2132279296,3,56492032,0,56492032,0,56492032,0,0
178,"Weapon_TranquilEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Tranquil/staff.epk",-20192,-2001731584,3,-2053111808,3,-2001731584,3,-2077753344,3,56492032,0,-1988493312,3,-2027290624,3,56492032,0,56492032,0,56492032,0,0
179,"Weapon_ChaoticEthercraft","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ethercraft_Chaotic/staff.epk",27957,-1897136128,3,-1947992064,3,-1897136128,3,-1972371456,3,56492032,0,-1884028928,3,-1922433024,3,56492032,0,56492032,0,56492032,0,0
180,"Weapon_Temple","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Temple/staff.epk",27177,-1803681792,3,-1848246272,3,-1803681792,3,-1869479936,3,56492032,0,-1792147456,3,-1825832960,3,56492032,0,56492032,0,56492032,0,0
181,"Weapon_Darkwood","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkwood/staff.epk",-31798,-1711538176,3,-1757151232,3,-1711538176,3,-1699741696,3,56492032,0,-1689124864,3,-1734213632,3,56492032,0,56492032,0,56492032,0,0
182,"Footprint_Darkwood","","","","","","","",14475,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
183,"Weapon_GoddessBlue","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Goddess/goddessblue/staff.epk",25234,-1596588032,3,-1647968256,3,-1596588032,3,-1672609792,3,56492032,0,-1583349760,3,-1622147072,3,56492032,0,56492032,0,56492032,0,0
184,"Footprint_GoddessBlue","","","","","","","",-5274,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
185,"Weapon_Ritual","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/staff.epk",-18745,-1499856896,3,-1544421376,3,-1499856896,3,-1565655040,3,56492032,0,-1488322560,3,-1522008064,3,56492032,0,56492032,0,56492032,0,0
186,"Weapon_Misery","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/staff.epk",31675,-1412562944,3,-1450704896,3,-1412562944,3,-1475346432,3,56492032,0,-1399193600,3,-1437728768,3,56492032,0,56492032,0,56492032,0,0
187,"Footprint_Misery","","","","","","","",6335,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
188,"Weapon_Suffering","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/staff.epk",-24556,-1317011456,3,-1356333056,3,-1317011456,3,-1381761024,3,56492032,0,-1303248896,3,-1342963712,3,56492032,0,56492032,0,56492032,0,0
189,"Footprint_Suffering","","","","","","","",19502,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
190,"Footprint_Despair","","","","","","","",-28589,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
191,"Weapon_Faithsworn","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/staff.epk",-30638,-1222246400,3,-1258815488,3,-1222246400,3,-1282408448,3,56492032,0,-1209401344,3,-1246363648,3,56492032,0,56492032,0,56492032,0,0
192,"Weapon_Renegade","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/staff.epk",-6415,-1136132096,3,-1171914752,3,-1136132096,3,-1194983424,3,56492032,0,-1123549184,3,-1159725056,3,56492032,0,56492032,0,56492032,0,0
