"rownum","WorldAreasKey","i32","[i32]","MonsterVarietiesKeys1","MonsterVarietiesKeys2","i32","i32","i32","i32"
313,516,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
314,517,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
315,518,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
316,519,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
317,520,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
318,521,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
319,522,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
320,523,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
321,524,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
322,525,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
323,532,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",300,800,75,0
324,533,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",300,800,75,0
325,534,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
326,535,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
327,536,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
328,537,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
329,538,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
330,539,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
331,540,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
332,541,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
333,542,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
334,543,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
335,544,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
336,545,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
337,546,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
338,547,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
339,548,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
340,549,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
341,550,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
342,551,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
343,552,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
344,553,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
345,554,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
346,555,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
347,556,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
348,557,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
349,558,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
350,559,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
351,560,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
352,561,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
353,562,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
354,563,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
355,564,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
356,565,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
357,566,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
358,567,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
359,568,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
360,569,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
361,570,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
362,571,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
363,572,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
364,573,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
365,574,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
366,575,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
367,576,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
368,577,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
369,578,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
370,579,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
371,580,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
372,581,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
373,582,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
374,583,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
375,584,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
376,585,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
377,586,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
378,587,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
379,588,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
380,589,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
381,590,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
382,591,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
383,592,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
384,593,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
385,594,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
386,595,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
387,596,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
388,597,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
389,604,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",300,800,75,0
390,605,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",300,800,75,0
391,606,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
392,607,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
393,608,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
394,609,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
395,610,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
396,611,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
397,612,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
398,613,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
399,614,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
400,615,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
401,616,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
402,617,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
403,618,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
404,619,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
405,620,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
406,621,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
407,622,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
408,623,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
409,624,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
410,625,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
411,626,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
412,627,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
413,628,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
414,629,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
415,630,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
416,631,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
417,632,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
418,633,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
419,634,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
420,635,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
421,636,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
422,637,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
423,638,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
424,639,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
425,640,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
426,641,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
427,642,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
428,643,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
429,644,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
430,645,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
431,646,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
432,647,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
433,648,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
434,649,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
435,650,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
436,651,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
437,652,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
438,653,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
439,654,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
440,655,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
441,656,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
442,657,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
443,658,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
444,659,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
445,660,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
446,661,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
447,662,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
448,663,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
449,664,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
450,665,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
451,666,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
452,667,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
453,668,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
454,669,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,4685]",[4683],200,650,75,0
455,676,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",300,800,75,0
456,677,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",300,800,75,0
457,678,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
458,679,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
459,680,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
460,681,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
461,682,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
462,683,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
463,684,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
464,685,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
465,686,3,[],"[4652,4653,4655,4656,4657,4658,4659,4660,4661,4665,4666]","[4662,4663,4664]",200,650,75,0
466,687,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
467,688,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
468,689,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
469,690,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
470,691,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
471,692,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
472,693,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
473,694,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
474,695,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
475,696,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
476,697,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
477,698,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
478,699,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
479,700,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
480,701,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
481,702,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
482,703,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
483,704,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
484,705,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
485,706,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
486,707,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
487,708,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4701,832,833]",[4683],200,650,75,0
488,709,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
489,710,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
490,711,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
491,712,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
492,713,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
493,714,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
494,715,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
495,716,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
496,717,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
497,718,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
498,719,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
499,720,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
500,721,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
501,722,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
502,723,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
503,724,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
504,725,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
505,726,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
506,727,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
507,728,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
508,729,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
509,730,0,[],"[4694,4695,4696,4697,4698,4699]",[],200,650,100,0
510,731,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
511,732,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
512,733,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
513,734,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
514,735,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
515,736,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
516,737,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
517,738,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
518,739,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
519,740,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
520,741,1,[],"[4677,4678,4679,4680,4681,4682,4684,4685,4686,4695,4696,4697,4698,4699,4701,832,833]",[4683],200,650,75,0
521,748,0,[],"[4685,4686,4689,4691,4692,4693,832,833]",[],200,650,100,0
522,751,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
523,749,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
524,752,0,[],[4699],[],200,650,75,0
525,753,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
526,750,0,[],"[4667,4668,4669,4670,4671,4672,4674,4675,4676,4673]",[],200,650,100,0
527,1498,1,[],[153],"[1037,898]",150,450,85,0
528,1286,2,[],"[5914,5919]","[5922,5929,6030]",400,1100,75,0
529,1287,2,[],"[5914,5919]","[5922,5927,6030]",400,1100,75,0
530,1288,2,[],"[5914,5919]","[5922,5929,6030]",400,1100,75,0
531,1289,2,[],"[5914,5919]","[5922,5927,6030]",400,1100,75,0
532,1291,0,[],[6243],[],400,1100,100,0
533,303,1,[],"[6321,6322,6325,6327,6333,6334]","[6525,6530,6539]",250,300,66,1
534,304,1,[],"[6321,6322,6325,6327,6333,6334]","[6525,6530,6539]",250,300,66,1
535,305,1,[],"[6321,6322,6325,6327,6333,6334]","[6525,6530,6539]",250,300,66,1
536,306,1,[],"[6321,6322,6325,6326,6327,6328,6333,6334]","[6525,6530,6539,6520]",300,450,66,1
537,307,1,[],"[6321,6322,6323,6325,6326,6327,6328,6329,6330,6333,6334,6335]","[6525,6530,6539,6520,6515,6544]",400,500,66,1
538,308,1,[],"[6321,6322,6323,6325,6326,6327,6328,6329,6330,6333,6334,6335]","[6525,6530,6539,6520,6515,6544]",450,550,66,1
539,309,1,[],"[6321,6322,6323,6325,6326,6327,6328,6329,6330,6333,6334,6335]","[6525,6530,6539,6520,6515,6544]",500,600,66,1
540,310,1,[],"[6337,6339,6341,6343,6345,6347,6349,6351,6353,6355,6357,6359,6361,6363,6365,6367]","[6516,6521,6526,6531,6540,6545]",536,800,66,1
541,311,1,[],"[6337,6339,6341,6343,6345,6347,6349,6351,6353,6355,6357,6359,6361,6363,6365,6367]","[6516,6521,6526,6531,6540,6545]",536,800,66,1
542,312,1,[],"[6337,6339,6341,6343,6345,6347,6349,6351,6353,6355,6357,6359,6361,6363,6365,6367]","[6516,6521,6526,6531,6540,6545]",536,800,66,1
543,315,0,[],"[6590,6595,6623,6625,6629,6635,6640,6642,6649,6658,6660,6592]",[],400,600,33,0
544,317,2,[],"[6623,6590,6640,6658,6592]","[6678,6679,6681]",250,400,67,0
545,318,2,[],"[6623,6590,6640,6658,6660,6642,6595,6592]","[6678,6679,6680,6681]",300,450,67,0
546,319,2,[],"[6623,6590,6640,6658,6660,6642,6625,6595,6598,6592]","[6678,6679,6680,6681,6682]",350,500,67,0
547,320,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6595,6592]","[6678,6679,6680,6681,6682]",450,600,67,0
548,321,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6629,6635,6595,6598,6592]","[6678,6679,6680,6681,6682]",550,750,67,0
549,322,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6629,6635,6595,6598,6592]","[6678,6679,6680,6681,6682]",700,900,67,0
550,323,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6629,6635,6595,6598,6592]","[6678,6679,6680,6681,6682]",800,1200,67,0
551,324,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6629,6635,6595,6598,6592]","[6678,6679,6680,6681,6682]",800,1200,67,0
552,325,2,[],"[6623,6590,6640,6658,6592]","[6712,6710,6771,6772,6773,6774]",250,400,67,0
553,326,2,[],"[6623,6590,6640,6658,6660,6642,6595,6592]","[6712,6710,6771,6772,6773,6774]",300,450,67,0
554,327,2,[],"[6623,6590,6640,6658,6660,6642,6625,6595,6598,6592]","[6712,6710,6771,6772,6773,6774]",350,500,67,0
555,328,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6595,6592]","[6712,6710,6771,6772,6773,6774]",450,600,67,0
556,329,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6629,6635,6595,6598,6592]","[6712,6710,6771,6772,6773,6774]",550,750,67,0
557,330,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6629,6635,6595,6598,6592]","[6712,6710,6771,6772,6773,6774]",700,900,67,0
558,331,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6629,6635,6595,6598,6592]","[6712,6710,6771,6772,6773,6774]",800,1200,67,0
559,332,2,[],"[6623,6590,6640,6658,6660,6642,6625,6651,6629,6635,6595,6598,6592]","[6712,6710,6771,6772,6773,6774]",800,1200,67,0
560,333,2,"[1,1,1,1,0]","[6623,6590,6640,6658,6592]","[6683,6685,6699,6700,6684]",250,400,67,0
561,334,2,"[1,1,1,1,0]","[6623,6590,6640,6658,6660,6642,6595,6592]","[6683,6685,6699,6700,6684]",300,450,67,0
