"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode","IsGold"
1422,946,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Outlaw gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],363,"","",""
1423,947,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Outlaw body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],363,"","",""
1424,948,1,1,"grant_micro","","","Adds the Outlaw Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],363,"","",""
1425,949,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Legion helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],363,"","",""
1426,950,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Legion boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],363,"","",""
1427,951,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Legion gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],363,"","",""
1428,952,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Legion body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],363,"","",""
1429,953,1,1,"grant_micro","","","Adds the Legion Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],363,"","",""
1430,954,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Eclipse helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],363,"","",""
1431,955,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Eclipse boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],363,"","",""
1432,956,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Eclipse gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],363,"","",""
1433,957,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Eclipse body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],363,"","",""
1434,958,1,1,"grant_micro","","","Adds the Eclipse Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],363,"","",""
1435,959,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Beast helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],363,"","",""
1436,960,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Beast boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],363,"","",""
1437,961,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Beast gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],363,"","",""
1438,962,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Beast body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],363,"","",""
1439,963,1,1,"grant_micro","","","Adds the Beast Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],363,"","",""
1440,964,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Kitava helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],363,"","",""
1441,965,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Kitava boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],363,"","",""
1442,966,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Kitava gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],363,"","",""
1443,967,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Kitava body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],363,"","",""
1444,968,1,1,"grant_micro","","","Adds the Kitava Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],363,"","",""
1445,969,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Ivory Arc of Courage.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],366,"","",""
1446,970,1,1,"modify_portal_variation","","","This character's portals use a purple effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],350,"","",""
1447,971,20,1,"grant_micro","","","Adds purple footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],350,"","",""
1448,972,20,1,"grant_micro","","","Adds a Purple effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",350,"","",""
1449,973,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Wasteland Warrior helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],369,"","",""
1450,974,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Wasteland Warrior boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],369,"","",""
1451,975,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Wasteland Warrior gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],369,"","",""
1452,976,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Wasteland Warrior body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],369,"","",""
1453,977,1,1,"grant_micro","","","Adds the Wasteland Warrior Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],369,"","",""
1454,978,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Desert helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],370,"","",""
1455,979,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Desert boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],370,"","",""
1456,980,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Desert gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],370,"","",""
1457,981,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Desert body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],370,"","",""
1458,982,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Desert headwrap.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],370,"","",""
1459,983,1,1,"grant_micro","","","Adds the Desert Veil to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[],7,"[8,21]",370,"","",""
1460,984,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Desert Veil.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],370,"","",""
1461,985,20,1,"grant_micro","","","Your aura effect becomes the archon effect.",[],"","Aura Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],364,"","",""
1462,986,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, One Hand Axe or One Hand Mace to the Colossus Sword.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",364,"","",""
1463,987,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Raven helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],353,"","",""
1464,988,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Raven boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],353,"","",""
1465,989,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Raven gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],353,"","",""
1466,990,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Raven body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],353,"","",""
1467,991,1,1,"grant_micro","","","Adds the Raven Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],353,"","",""
1468,992,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Scarecrow helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],364,"","",""
1469,993,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a pair of Bolted Hands.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],364,"","",""
1470,994,1,1,"grant_micro","","","Adds a pair of Bolted Hands to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",364,"","",""
1471,995,1,1,"grant_micro","","","Adds the Feather Plume Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],353,"","",""
1472,996,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Pitch Black hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],368,"","",""
1473,997,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Pitch Black boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],368,"","",""
1474,998,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Pitch Black gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],368,"","",""
1475,999,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Pitch Black body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],368,"","",""
1476,1000,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a Pitch Black Bandana.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],368,"","",""
1477,1001,1,2,"apply_cosmetic","","","Adds the Pitch Black Bandana Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",1,[],[],[],7,"[8,21]",368,"","",""
1478,1002,1,1,"grant_micro","","","Adds the Grading Frame 1 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],364,"","",""
1479,1003,1,1,"grant_micro","","","Adds the Grading Frame 2 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],364,"","",""
1480,1004,1,1,"grant_micro","","","Adds the Grading Frame 3 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],364,"","",""
1481,1005,1,1,"grant_micro","","","Adds the Grading Frame 4 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],364,"","",""
1482,1006,1,1,"grant_micro","","","Adds the Grading Frame 5 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],364,"","",""
1483,1007,1,1,"grant_micro","","","Adds the Grading Frame 6 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],364,"","",""
1484,1008,1,1,"grant_micro","","","Adds the Grading Frame 7 Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],364,"","",""
1485,1009,1,1,"grant_micro","","","Your Scorching Ray becomes a Radiant effect.",[],"","Scorching Ray Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],344,"","",""
1486,1010,20,1,"grant_micro","","","Adds a pair of Holy Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",366,"","",""
1487,1011,1,1,"grant_micro","","","Attaches the Pure Light Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],366,"","",""
1488,1012,1,1,"grant_micro","","","Adds the Pure Light Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",366,"","",""
1489,1013,1,1,"grant_micro","","","Adds pure light footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],366,"","",""
1490,1014,1,1,"grant_micro","","","Attaches the Ultimate Chaos Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],365,"","",""
1491,1015,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Ultimate Chaos Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],365,"","",""
1492,1016,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Ultimate Chaos Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],365,"","",""
1493,1017,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Ultimate Chaos Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],365,"","",""
1494,1018,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Ultimate Chaos Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],365,"","",""
1495,1019,1,1,"grant_micro","","","Adds the Ultimate Chaos Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],365,"","",""
1496,1020,1,1,"grant_micro","","","Adds the Ultimate Chaos Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],365,"","",""
1497,1021,1,1,"grant_micro","","","Adds a pair of Lightning Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",345,"","",""
1498,1022,1,1,"grant_micro","","","Your Bladefall gains a demonic effect.",[],"","Bladefall Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],333,"","",""
1499,1023,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Harbinger Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],367,"","",""
1500,1024,1,1,"grant_micro","","","Adds the Ultimate Chaos Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",365,"","",""
1501,1025,1,1,"grant_micro","","","Adds Ultimate Chaos Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],365,"","",""
1502,1026,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Fiery Hands.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],325,"","",""
1503,1027,1,1,"grant_micro","","","Adds a pair of Harbinger Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",367,"","",""
1504,1028,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Harbinger Crown.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],367,"","",""
1505,1029,1,1,"grant_micro","","","Adds the Harbinger Crown to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",367,"","",""
1506,1030,1,1,"grant_micro","","","Attaches the Harbinger Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],367,"","",""
1507,1031,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Mace, Axe or Sword to the Ultimate Chaos Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],365,"","",""
1508,1032,1,1,"grant_micro","","","Adds the Celestial Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],348,"","",""
1509,1033,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Pure Light Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],366,"","",""
1510,1034,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Pure Light Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],366,"","",""
1511,1035,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Pure Light Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],366,"","",""
1512,1036,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Pure Light Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],366,"","",""
1513,1037,1,1,"grant_micro","","","Adds the Pure Light Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],366,"","",""
1514,1038,1,1,"modify_portal_variation","","","This character's portals use the Ultimate Chaos Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],365,"","",""
1515,1039,1,1,"modify_portal_variation","","","This character's portals use the Pure Light Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],366,"","",""
1516,1040,1,1,"grant_micro","","","Adds a pair of Glowing Red Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",365,"","",""
1517,1041,20,1,"grant_micro","","","Your Herald of Ash, Thunder or Ice becomes a gory effect.",[],"","Herald Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],329,"","",""
1518,1042,1,1,"grant_micro","","","Your Blink or Mirror Arrow becomes infused with a divine glow.",[],"","Blink and Mirror Arrow Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],366,"","",""
1519,1043,1,1,"grant_micro","","","Your Cyclone gains a dark effect.",[],"","Cyclone Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],365,"","",""
1520,1044,1,1,"grant_micro","","","Adds the Dusk Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",364,"","",""
1521,1045,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Stormcaller shield.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],345,"","",""
1522,1046,1,1,"grant_micro","","","Adds the Pure Light Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],366,"","",""
1523,1047,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Harbinger Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],367,"","",""
1524,1048,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Harbinger Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],367,"","",""
1525,1049,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Harbinger Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],367,"","",""
1526,1050,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Harbinger Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],367,"","",""
1527,1051,1,1,"grant_micro","","","Adds the Harbinger Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],367,"","",""
1528,1052,1,1,"grant_micro","","","Changes the appearance of any equipped shield to Arctic shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],335,"","",""
1529,1054,1,1,"grant_micro","","","Attaches the Bone Aura Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],366,"","",""
1530,1053,1,1,"grant_micro","","","Adds the Harbinger Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",367,"","",""
1531,1055,1,1,"grant_micro","","","Attaches the Harbinger Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],367,"","",""
1532,1056,1,1,"grant_micro","","","Adds the Portent Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],367,"","",""
1533,1057,1,1,"grant_micro","","","Adds the Harbinger Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],367,"","",""
1534,1058,1,2,"apply_cosmetic","","","Adds the Blackguard Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],364,"","",""
1535,1059,1,2,"apply_cosmetic","","","Adds the Jaeger Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],364,"","",""
1536,1060,1,2,"apply_cosmetic","","","Adds the Templar Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],364,"","",""
1537,1061,1,2,"apply_cosmetic","","","Bleeding Eyes replace or attach to any equipped helmet or headdress.",[],"","Helmet Skin and Attachment","",[],[],0,"",0,"","",[],[],[],22,"[7,8,21]",378,"","",""
1538,1062,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Steam-powered Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],337,"","",""
1539,1063,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Thorned Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],383,"","",""
1540,1064,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Rose Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],383,"","",""
1541,1065,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Snake Skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],353,"","",""
1542,1066,1,2,"apply_cosmetic","","","Adds the Reptilian Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],364,"","",""
1543,1067,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Executioner Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],371,"","",""
1544,1068,1,2,"apply_cosmetic","","","Changes the appearance of any equipped boots to the Executioner Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],371,"","",""
1545,1069,1,2,"apply_cosmetic","","","Changes the appearance of any equipped gloves to the Executioner Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],371,"","",""
1546,1070,1,2,"apply_cosmetic","","","Changes the appearance of any equipped body armour to the Executioner Body.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],371,"","",""
1547,1071,1,2,"apply_cosmetic","","","Attaches the Gore Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"","",[],[],[],16,[15],329,"","",""
1548,1072,1,2,"apply_cosmetic","","","An Eye Patch replaces or attaches to any equipped helmet or headdress.",[],"","Helmet Skin and Attachment","",[],[],0,"",0,"",2,[],[],[],22,"[7,8,21]",381,"","",""
1549,1073,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Black Pirate Bandana.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],381,"","",""
1550,1074,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Red Pirate Bandana.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],381,"","",""
1551,1075,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Black Headband.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],381,"","",""
1552,1076,1,2,"apply_cosmetic","","","Changes the appearance of any equipped helmet to the Red Headband.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],381,"","",""
1553,1077,1,1,"modify_portal_variation","","","This character's portals use the Arcane Voidgate Portal Effect .",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],336,"","",""
1554,1078,1,2,"apply_cosmetic","","","Adds the Stormcaller Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],345,"","",""
1555,1079,1,2,"apply_cosmetic","","","Adds the Spider Web Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],378,"","",""
1556,1080,1,2,"apply_cosmetic","","","Adds a pair of Devil Horns to any equipped headdress.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",378,"","",""
1557,1081,1,1,"grant_micro","","","Your Immortal Call gains a dark effect.",[],"","Immortal Call Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],364,"","",""
1558,1082,1,1,"grant_micro","","","Your Flame Dash gains a draconic effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],372,"","",""
1559,1083,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Polar Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],374,"","",""
1560,1084,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Polar Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],374,"","",""
1561,1085,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Polar Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],374,"","",""
1562,1086,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Polar Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],374,"","",""
1563,1087,1,1,"grant_micro","","","Adds the Polar Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],374,"","",""
1564,1088,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Abyssal Lich Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],377,"","",""
1565,1089,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Abyssal Lich Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],377,"","",""
1566,1090,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Abyssal Lich Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],377,"","",""
1567,1091,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Abyssal Lich Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],377,"","",""
1568,1092,1,1,"grant_micro","","","Adds the Abyssal Lich Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],377,"","",""
1569,1093,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword to the Lich Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],375,"","",""
1570,1094,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Green Lich Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],375,"","",""
1571,1095,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Green Lich Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],375,"","",""
1572,1096,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Green Lich Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],375,"","",""
