"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","[rid]","i32","i32","i32"
79,153,"","","","","","","","","","","","","",2966,2966,2970,3473,2970,8989,"","",5697,-417900903,0,0,[12333],13,7,0,3910,"","","","",6267,"",6267,6267,8989,2970,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,3910,12230,0,3473,2966,2970,"",5697,"","",[12341],0,0,0
80,154,"","","","","","","","","","","","","",166,"","","","","","","","",-2072698540,48,100,"[12330,12344]",14,4,612,"","",8542,8546,"",166,"",166,166,166,166,8546,8542,8546,8546,8546,8546,8542,8542,8542,8542,8542,8542,8542,12284,75,166,166,166,166,166,166,"","[12338,12344]",553,48,100
81,155,"","","","","","","","","","","","","",167,"","","","","","","","",-19953861,68,100,"[12331,12344]",14,5,673,"","",8543,8547,"",167,"",167,167,167,167,8547,8543,8547,8547,8547,8547,8543,8543,8543,8543,8543,8543,8543,12285,0,167,167,167,167,167,167,1,"[12339,12344]",37,68,100
82,156,"","","","","","","","","","","","","",169,"","","","","","","","",-1542366365,0,0,"[12332,12344]",14,6,0,"","",8544,8548,"",169,"",169,169,169,169,8548,8544,8548,8548,8548,8548,8544,8544,8544,8544,8544,8544,8544,12286,0,169,169,169,169,169,169,"","[12340,12344]",0,0,0
83,157,"","","","","","","","","","","","","",172,"","","","","","","","",473094408,0,0,"[12333,12344]",14,7,0,"","",8545,8549,"",172,"",172,172,172,172,8549,8545,8549,8549,8549,8549,8545,8545,8545,8545,8545,8545,8545,12287,0,172,172,172,172,172,172,"","[12341,12344]",0,0,0
84,158,"","","","","","","","","","","","","",2753,2550,2550,19971,2744,2123,9458,20837,3449,-355385139,48,100,[12330],15,4,612,"",2635,"","","",3449,2639,20837,9458,2123,2744,2639,2639,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,12223,75,19971,2550,2550,"",3449,"","",[12338],553,48,100
85,159,"","","","","","","","","","","","","",2754,2551,2551,19972,2746,2124,9459,20838,3450,839378797,68,100,[12331],15,5,673,"",2636,"","","",3450,2640,20838,9459,2124,2746,2640,2640,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636,12224,0,19972,2551,2551,"",3450,"",1,[12339],37,68,100
86,160,"","","","","","","","","","","","","",2755,2553,2569,19973,2747,2125,9460,20839,3451,-1822562206,0,0,[12332],15,6,0,"",2637,"","","",3451,2641,20839,9460,2125,2747,2641,2641,2637,2637,2637,2637,2637,2637,2637,2637,2637,2637,2637,12225,0,19973,2553,2569,"",3451,"","",[12340],0,0,0
87,161,"","","","","","","","","","","","","",2756,2554,2570,19974,2748,2127,9461,20840,3452,1492393166,0,0,[12333],15,7,0,"",2638,"","","",3452,2642,20840,9461,2127,2748,2642,2642,2638,2638,2638,2638,2638,2638,2638,2638,2638,2638,2638,12226,0,19974,2554,2570,"",3452,"","",[12341],0,0,0
88,162,"","","","","","","","","","","","","",2461,"","",4632,"","","","",2884,-760080401,68,100,[12331],16,5,586,"","",2555,2563,"",524,"",524,524,524,524,2563,2555,2563,2563,2563,2563,2555,2555,2555,2555,2555,2555,2555,12192,0,4632,2884,2884,2884,2884,"",1,[12339],32,68,100
89,163,"","","","","","","","","","","","","",2462,"","",4633,"","","","",2885,557934500,0,0,[12332],16,6,0,"","",2556,2564,"",526,"",526,526,526,526,2564,2556,2564,2564,2564,2564,2556,2556,2556,2556,2556,2556,2556,12193,0,4633,2885,2885,2885,2885,"","",[12340],0,0,0
90,164,"","","","","","","","","","","","","",2463,"","",4634,"","","","",2886,-1973061961,0,0,[12333],16,7,0,"","",2557,2565,"",529,"",529,529,529,529,2565,2557,2565,2565,2565,2565,2557,2557,2557,2557,2557,2557,2557,12194,0,4634,2886,2886,2886,2886,"","",[12341],0,0,0
91,165,"","","","","","","","","","","",3508,4234,3508,1935,2032,2028,"","",2054,2059,2065,2086905859,68,100,[12331],17,5,586,"","",23334,"",23337,2062,"",2059,2054,2062,2062,4234,3508,23337,23337,23337,23337,23334,23334,23334,23334,23334,23334,23334,12262,0,2028,1935,2032,"",2065,"",1,[12339],32,68,100
92,166,"","","","","","","","","","","",3509,4235,3509,1938,2033,2029,"","",2056,2060,2066,330229883,0,0,[12332],17,6,0,"","",23335,"",23338,2063,"",2060,2056,2063,2063,4235,3509,23338,23338,23338,23338,23335,23335,23335,23335,23335,23335,23335,12263,0,2029,1938,2033,"",2066,"","",[12340],0,0,0
93,167,"","","","","","","","","","","",3510,4235,3510,1939,2034,2031,"","",2058,2061,2067,1669260288,0,0,[12333],17,7,0,"","",23336,"",23339,2064,"",2061,2058,2064,2064,4235,3510,23339,23339,23339,23339,23336,23336,23336,23336,23336,23336,23336,12264,0,2031,1939,2034,"",2067,"","",[12341],0,0,0
94,168,"","","","","","","","","","","","","",3410,3410,3420,2932,"","",9478,"",3492,122642368,68,100,[12331],18,5,586,3492,"","","","",9475,"",9475,9478,9475,9475,3492,3492,3492,3492,3492,3492,3492,3492,3492,3492,3492,3492,3492,12231,0,2932,3410,3420,"",3492,"",1,[12339],32,68,100
95,169,"","","","","","","","","","","","","",3411,3411,3421,2933,"","",9479,"",3493,-1016206409,0,0,[12332],18,6,0,3493,"","","","",9476,"",9476,9479,9476,9476,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,3493,12232,0,2933,3411,3421,"",3493,"","",[12340],0,0,0
96,170,"","","","","","","","","","","","","",3419,3419,3422,2934,"","",9480,"",3494,1247641969,0,0,[12333],18,7,0,3494,"","","","",9477,"",9477,9480,9477,9477,3494,3494,3494,3494,3494,3494,3494,3494,3494,3494,3494,3494,3494,12233,0,2934,3419,3422,"",3494,"","",[12341],0,0,0
97,171,"","","","","","","","","","","","","",12048,"","",3264,"","","","","",-1691201624,68,100,"[12331,3740]",19,5,586,"","",9577,9581,"",3264,"",3264,3264,3264,3264,9581,9577,9581,9581,9581,9581,9577,9577,9577,9577,9577,9577,9577,12220,0,3264,8026,8026,8026,3264,"",1,"[12339,3740]",32,68,100
98,172,"","","","","","","","","","","","","",12049,"","",3265,"","","","","",-718463325,0,0,"[12332,3740]",19,6,0,"","",9578,9582,"",3265,"",3265,3265,3265,3265,9582,9578,9582,9582,9582,9582,9578,9578,9578,9578,9578,9578,9578,12221,0,3265,8027,8027,8027,3265,"","","[12340,3740]",0,0,0
99,173,"","","","","","","","","","","","","",12050,"","",3266,"","","","","",692127728,0,0,"[12333,3740]",19,7,0,"","",9579,9583,"",3266,"",3266,3266,3266,3266,9583,9579,9583,9583,9583,9583,9579,9579,9579,9579,9579,9579,9579,12222,0,3266,8028,8028,8028,3266,"","","[12341,3740]",0,0,0
100,174,"","","","","","","","","","","","","",12311,8036,12310,12346,12301,12307,12374,12326,12324,-306989797,0,0,[12334],20,8,0,12365,"","","","","","",12326,12374,12307,12301,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12365,12290,0,12346,8036,12310,"",12324,"","",[12342],0,0,0
101,175,"","","","","","","","","","","","","",9825,12352,12348,12321,12303,12386,12376,12304,12349,-1454947071,0,0,"[12334,12373]",21,8,0,12372,"","","","","","",12304,12376,12386,12303,12372,12372,12372,12372,12372,12372,12372,12372,12372,12372,12372,12372,12372,12291,0,12321,12352,12348,"",12349,"","","[12342,12373]",0,0,0
102,176,"","","","","","","","","","","","","",12323,12354,12322,12355,12319,12306,12308,12305,12350,-2010504687,0,0,"[12334,12295]",22,8,0,12361,"","","","","","",12305,12308,12306,12319,12361,12361,12361,12361,12361,12361,12361,12361,12361,12361,12361,12361,12361,12292,0,12355,12354,12322,"",12350,"","","[12342,12295]",0,0,0
103,177,"","","","","","","","","","","","","",12381,12383,17847,7096,12377,11774,12317,12364,12378,-1499847665,0,0,"[12334,12256,12384]",23,8,0,12382,"","","","","","",12364,12317,11774,12377,12382,12382,12382,12382,12382,12382,12382,12382,12382,12382,12382,12382,12382,12293,0,7096,12383,17847,"",12378,"","","[12342,12256,12384]",0,0,0
104,178,"","","","","","","","","","","","","","","","","","","","","","",411361590,32,100,"[12367,12368,12369]",24,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",12197,0,"","","","","","","","[12367,12368,12369]",0,32,100
