"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid","[rid]","bool","bool","bool","bool"
248,"Metadata/Pet/GoddessPet/GoddessPetPremium",4404,45927,151108198,12,"",1,[1],61,[],"","","",""
249,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",4405,29780,-2027490446,12,1,"",[1],61,[],"","","",""
250,"Metadata/Pet/Cat/HeistCalicoCatPet",4406,25867,1227500577,8,"","",[1],70,[],"","","",""
251,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",4407,51775,-474207869,8,"","",[1],112,[],"","","",""
252,"Metadata/Pet/Wolf/SunriseWolf",4408,975,2037938871,10,"","",[1],112,[],"","","",""
253,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",4409,64490,-65730561,8,"","",[1],112,[],"","","",""
254,"Metadata/Pet/Dragon/TwilightNightfallDragon",4410,60826,-938596972,15,1,"",[1],112,[],"","","",""
255,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",4411,35405,-1577702469,15,"",1,[1],112,[],"","","",""
256,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",4412,60414,1989254511,15,1,"",[1],112,[],"","","",""
257,"Metadata/Pet/Duck/Mallard",4413,5615,-282002721,8,"","",[1],3,[],"","","",""
258,"Metadata/Pet/Duck/ParadiseMale",4414,40886,-641120641,8,"","",[1],3,[],"","","",""
259,"Metadata/Pet/Duck/ParadiseFemale",4415,64300,1633983048,8,"","",[1],3,[],"","","",""
260,"Metadata/Pet/DancingSkeleton/DancingSkeleton",4416,41078,-125937656,8,"","",[2],65,[],"","","",""
261,"Metadata/Pet/SurvivorHound/SurvivorHound",4417,28731,1436296615,8,"","",[1],3,[],"","","",""
262,"Metadata/Pet/SurvivorHound/SurvivorPackHound",4418,62413,1031392948,8,"","",[1],3,[],"","","",""
263,"Metadata/Pet/SurvivorHound/DemonicHound",4419,54768,722534112,8,"",1,[1],3,[],"","","",""
264,"Metadata/Pet/SurvivorHound/DemonicHoundExpired",4420,49775,610788872,8,1,"",[1],3,[],"","","",""
265,"Metadata/Pet/FreyaCompanion/Freya",4421,29408,384787471,10,1,"",[2],60,[],"","","",""
266,"Metadata/Pet/FreyaCompanion/FreyaPremium",4422,49503,222415902,10,"",1,[2],60,[],"","","",""
267,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",4423,50810,516085944,10,1,"",[2],60,[],"","","",""
268,"Metadata/Pet/FreyaCompanion/FreyaSummerPremium",4424,42690,1464725903,10,"",1,[2],60,[],"","","",""
269,"Metadata/Pet/FreyaCompanion/FreyaSummerPremiumExpired",4425,1000,1806592070,10,1,"",[2],60,[],"","","",""
270,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",4426,33967,-1453707787,8,"","",[1],8,[],"","","",""
271,"Metadata/Pet/MiserySmall/MiserySmall",4427,31497,467099870,8,"","",[1],119,[],"","","",""
272,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",4428,64634,1486464227,8,"","",[1],119,[],"","","",""
273,"Metadata/Pet/Cockroach/CockroachWarlord",4429,59717,453308993,8,"","",[1],119,[],"","","",""
274,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",4430,62568,1654167280,10,"","",[2],119,[],"","","",""
275,"Metadata/Pet/Rabbit/TintOrangeRabbit",4431,1149,378409715,8,"","",[1],3,[],"","","",""
276,"Metadata/Pet/Rabbit/BlackWhiteRabbit",4432,7044,330041384,8,"","",[1],3,[],"","","",""
277,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",4433,40686,890022882,8,"","",[1],3,[],"","","",""
278,"Metadata/Pet/RenegadeImp/RenegadeImp",4434,63003,-1799134504,8,"","",[1],99,[],"","","",""
279,"Metadata/Pet/GraspingHands/BreachSpawner",4435,49520,846852873,8,"","",[1],30,[],"","","",""
280,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",4436,18032,-1743724960,8,"","",[1],30,[],"","","",""
281,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",4437,44417,-884709691,12,1,"",[1],112,[],"","","",""
282,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",4438,47043,-449555721,14,"",1,[1],112,[],"","","",""
283,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",4439,52177,1174769108,14,1,"",[1],112,[],"","","",""
284,"Metadata/Pet/VaalToucan/VaalToucan",4440,47609,589404888,8,"","",[1],114,[],"","","",""
285,"Metadata/Pet/LightBringerCat/LightbringerCat",4441,48123,-1828771580,8,"","",[1],5,[],"","","",""
286,"Metadata/Pet/GryffonPets/LightBringerGryffon",4442,30924,-1233662277,10,"","",[1],5,[],"","","",""
287,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",4443,41330,-1586429949,8,"","",[1],5,[],"","","",""
288,"Metadata/Pet/GryffonPets/DarkShardGryffon",4444,44614,852204685,10,"","",[1],5,[],"","","",""
289,"Metadata/Pet/Hasina/Hasina01",4445,48515,-1825821009,10,1,"",[2],39,[],"","","",""
290,"Metadata/Pet/Hasina/Hasina02",4446,58687,1343468844,10,"",1,[2],39,[],"","","",""
291,"Metadata/Pet/Hasina/Hasina03",4447,50215,247843554,10,1,"",[2],39,[],"","","",""
292,"Metadata/Pet/HasinaSpring/HasinaSpringPremium",4448,4721,1578847338,8,"",1,[2],39,[],"","","",""
293,"Metadata/Pet/HasinaSpring/HasinaSpringPremiumExpired",4449,31636,238712238,8,1,"",[2],39,[],"","","",""
294,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",4450,60005,388562253,8,"","",[1],111,[],"","","",""
295,"Metadata/Pet/Cat/SoulkeeperCat",4451,16179,1306096362,8,"","",[1],49,[],"","","",""
296,"Metadata/Pet/ScavengerBat/ScavengerBat",4452,64801,-1236710552,8,"","",[1],84,[],"","","",""
297,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",4453,16929,1947809336,8,"","",[1],84,[],"","","",""
298,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",4454,21479,-1076564941,8,"","",[1],84,[],"","","",""
299,"Metadata/Pet/OverseerLargeOwl/OverseerLargeOwl",4455,39745,2026693517,10,"","",[1],84,[],"","","",""
300,"Metadata/Pet/ParagonPet/ParagonPet",4456,7860,1538344197,8,"","",[1],86,[],"","","",""
301,"Metadata/Pet/EthercraftTurtle/SavageEthercraftTurtle",4457,986,-672672707,8,"","",[1],46,[],"","","",""
302,"Metadata/Pet/EthercraftTurtleEnraged/EnragedEthercraftTurtle",4458,11895,1698319181,8,"","",[1],46,[],"","","",""
303,"Metadata/Pet/EthercraftTurtleTranquil/TranquilEthercraftTurtle",4459,60254,1792442760,8,"","",[1],46,[],"","","",""
304,"Metadata/Pet/EthercraftTurtleChaotic/ChaoticEthercraftTurtle",4460,22730,-177558112,8,"","",[1],46,[],"","","",""
305,"Metadata/Pet/DragonSerpent/DragonSerpent",4461,34863,1618798675,14,1,"",[1],12,[],"","","",""
306,"Metadata/Pet/DragonSerpent/DragonSerpentPremium",4462,40417,594984599,14,"",1,[1],12,[],"","","",""
307,"Metadata/Pet/DragonSerpent/DragonSerpentPremiumExpired",4463,28497,-1788872178,14,1,"",[1],12,[],"","","",""
308,"Metadata/Pet/JingweiBabyCrane/JingweiBabyCrane",4464,59758,2005638885,8,1,"",[1],77,[],"","","",""
309,"Metadata/Pet/JingweiCrane/JingweiCrane",4465,38119,-1691938880,14,"",1,[1],77,[],"","","",""
310,"Metadata/Pet/JingweiCrane/JingweiCraneExpired",4466,6131,1202212955,14,1,"",[1],77,[],"","","",""
311,"Metadata/Pet/BuccaneerPet/BuccaneerPet",4468,45357,2126630892,8,"","",[2],34,[],"","","",""
312,"Metadata/Pet/IntrepidDeer/IntrepidDeer",4467,12606,-665851535,8,"","",[1],103,[],"","","",""
313,"Metadata/Pet/Seagull/AtlantisSirenSeagull",4470,31305,899502036,8,"","",[1],10,[],"","","",""
314,"Metadata/Pet/AtlantisSirenPegasus/AtlantisSirenPegasus",4471,62905,722919087,12,"","",[1],10,[],"","","",""
315,"Metadata/Pet/Frog/Deepwater",4472,53606,-2039916785,8,"","",[1],10,[],"","","",""
316,"Metadata/Pet/FishMine/FishMine",4473,12453,-1734367174,8,"","",[1],10,[],"","","",""
317,"Metadata/Pet/HellscapePet/HellscapePet",4474,22214,-1592592428,10,"","",[1],103,[],"","","",""
318,"Metadata/Pet/Skadi/Skadi",4475,28132,-526938765,10,1,"",[2],8,[],"","","",""
319,"Metadata/Pet/Skadi/SkadiPremium",4476,47903,396340352,10,"",1,[2],8,[],"","","",""
320,"Metadata/Pet/Skadi/SkadiPremiumExpired",4477,26442,1858079114,10,1,"",[2],8,[],"","","",""
321,"Metadata/Pet/CelestialTurtle/CelestialTurtle",4481,51403,1548522631,8,"","",[1],22,[],"","","",""
322,"Metadata/Pet/GryffonPets/DarkShardTencentGryffon",4478,28186,502821858,10,1,"",[1],86,[],"","","",""
323,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremium",4479,22433,-2043162218,10,"",1,[1],86,[],"","","",""
324,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremiumExpired",4480,40946,-1720777059,10,1,"",[1],86,[],"","","",""
325,"Metadata/Pet/WyrmCall/WyrmCallPet",4469,44243,-2008603500,15,"","",[1],7,[],"","","",""
326,"Metadata/Pet/Beetle/HeritageBeetle",4482,8812,-658965804,8,"","",[1],68,[],"","","",""
327,"Metadata/Pet/HummingBird/HeritageHummingBird",4483,28721,417097965,8,"","",[1],68,[],"","","",""
328,"Metadata/Pet/HeritagePeacock/HeritagePeacock",4484,5638,458362196,8,"","",[1],68,[],"","","",""
329,"Metadata/Pet/Centipede/DivergenceCentipede",4485,14358,-911543876,8,"","",[1],68,[],"","","",""
330,"Metadata/Pet/DivergenceAnglerFish/DivergenceAnglerFish",4486,3550,371268607,10,"","",[1],68,[],"","","",""
331,"Metadata/Pet/SkadiWolfPup/SkadiWolfPup",4487,9600,150482296,8,1,"",[1],3,[],"","","",""
332,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpirit",4488,46611,-966627215,8,"",1,[1],3,[],"","","",""
333,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpiritExpired",4489,34052,1466749544,8,1,"",[1],3,[],"","","",""
334,"Metadata/Pet/GodOfThunderBabyTiger/GodOfThunderBabyTiger",4490,15755,-316288850,8,1,"",[1],3,[],"","","",""
335,"Metadata/Pet/Tiger/GodofThunderPet",4491,10092,-1325492334,8,"",1,[1],3,[],"","","",""
336,"Metadata/Pet/Tiger/GodofThunderPremiumExpiredPet",4492,19470,318136056,8,1,"",[1],3,[],"","","",""
337,"Metadata/Pet/Tiger/HarmoniousTigerPet",4493,53283,1853210198,8,"","",[1],67,[],"","","",""
338,"Metadata/Pet/HummingBird/HummingBird",4494,38857,-2099505899,8,"","",[1],3,[],"","","",""
339,"Metadata/Pet/FennecFox/FennecFox",4495,23252,173691022,8,"","",[1],3,[],"","","",""
340,"Metadata/Pet/GiantHornet/GiantHornet",4496,61971,-1124708635,8,"","",[1],3,[],"","","",""
341,"Metadata/Pet/Wolverine/Wolverine",4497,18642,423055845,8,"","",[1],3,[],"","","",""
342,"Metadata/Pet/PoodleMoth/PoodleMoth",4498,39448,-807905856,8,"","",[1],3,[],"","","",""
343,"Metadata/Pet/FaridunLizardPet/FaridunLizardPet",4499,56965,-1892068932,8,"","",[1],3,[],"","","",""
344,"Metadata/Pet/FangtoothMoray/FangtoothMoray",4500,34645,-1870981330,8,"","",[1],3,[],"","","",""
345,"Metadata/Pet/Raccoon/Raccoon",4501,44288,1511061264,8,"","",[1],3,[],"","","",""
346,"Metadata/Pet/AyeAyePet/AyeAye",4502,44009,1780531657,8,"","",[1],3,[],"","","",""
347,"Metadata/Pet/Cat/AristocratCat",4503,18801,633236687,8,"","",[1],3,[],"","","",""
348,"Metadata/Pet/CultDarkness/Aristocrat/Aristocrat",4504,25862,493975671,10,"","",[1],3,[],"","","",""
349,"Metadata/Pet/BladeSoul/BladeSoulSword",4505,6186,-653803219,10,1,"",[2],11,[],"","","",""
350,"Metadata/Pet/BladeSoul/BladeSoulCompanion",4506,39792,1035904718,10,"",1,[2],11,[],"","","",""
351,"Metadata/Pet/BladeSoul/BladeSoulCompanionExpired",4507,33631,-1160693362,10,1,"",[2],11,[],"","","",""
352,"Metadata/Pet/TencentAristocratCat/TencentAristocratCat",4508,656,404691599,8,1,"",[1],3,[],"","","",""
353,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremium",4509,15830,-108805035,8,"",1,[1],3,[],"","","",""
354,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremiumExpired",4510,35821,627224207,8,1,"",[1],3,[],"","","",""
355,"Metadata/Pet/Battery/Mana/ManaBatteryOrb",4511,3545,-1611361747,8,"","",[1],86,[],"","","",""
356,"Metadata/Pet/Battery/Life/LifeBatteryOrb",4512,45428,-1137701564,8,"","",[1],86,[],"","","",""
357,"Metadata/Pet/EmberkeepVulture/EmberkeepVulture",4515,15979,-1311469633,8,"",1,[1],3,[],"","","",""
358,"Metadata/Pet/GolemBall/GolemBall",4513,44649,2025838294,8,"","",[1],86,[],"","","",""
359,"Metadata/Pet/lightningbird/LightningBird",4516,32402,239759576,14,"","",[1],3,[],"","","",""
360,"Metadata/Pet/lightningbird/LightningBirdAutomaton",4517,45597,-1185412283,14,"","",[1],3,[],"","","",""
361,"Metadata/Pet/lightningbird/LightningBirdCelestial",4518,54570,1612952841,14,"","",[1],3,[],"","","",""
362,"Metadata/Pet/lightningbird/LightningBirdDivine",4519,56526,-1285394516,14,"","",[1],3,[],"","","",""
363,"Metadata/Pet/Arachnomorph/ArachnomorphPetBone",4520,11933,1146972864,14,"","",[1],3,[],"","","",""
364,"Metadata/Pet/Arachnomorph/ArachnomorphPetBulb",4521,40440,1707866163,14,"","",[1],3,[],"","","",""
365,"Metadata/Pet/Arachnomorph/ArachnomorphPetSabre",4522,37321,-1151784304,14,"","",[1],3,[],"","","",""
366,"Metadata/Pet/Arachnomorph/ArachnomorphPetSpindly",4523,13753,-1367696445,14,"","",[1],3,[],"","","",""
367,"Metadata/Pet/Arachnomorph/ArachnomorphPetPlated",4524,64759,-924765162,14,"","",[1],3,[],"","","",""
368,"Metadata/Pet/LineOfAnts/LineOfAntsLeader",4525,61731,1215609175,4,"","",[1],3,[47591],1,"","",""
369,"Metadata/Pet/Blob/Blob",4526,60529,963302683,12,"","",[1],86,[],"","","",""
370,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion01",4527,54926,-1638774564,12,1,"",[2],86,[],"","","",""
371,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion02",4528,22043,-1997086995,12,"",1,[2],86,[],"","","",""
372,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion03",4529,54946,-1361217409,12,1,"",[2],86,[],"","","",""
373,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion04",4530,33525,675392180,12,1,"",[2],86,[],"","","",""
374,"Metadata/Pet/Demonling/DemonlingPetGalloping",4531,61132,-809492212,8,"","",[1],38,[],"","","",""
375,"Metadata/Pet/Demonling/DemonlingPetHeadless",4532,10048,1165713979,8,"","",[1],38,[],"","","",""
376,"Metadata/Pet/Demonling/DemonlingPetScuttling",4533,26635,334855166,12,"","",[1],38,[],"","","",""
377,"Metadata/Pet/Demonling/DemonlingPetSpiky",4534,24809,1746667765,8,"","",[1],38,[],"","","",""
378,"Metadata/Pet/Demonling/DemonlingPetWinged",4535,23773,1678915791,8,"","",[1],38,[],"","","",""
379,"Metadata/Pet/BloodlordPet/Bloodlord",4536,60001,1912903781,14,"","",[1],38,[],"","","",""
