"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","rid","[rid]","[rid]","[rid]","rid","i32","NearbyMonsterConditionsKeys","bool","MultiPartAchievementConditionsKeys","i32","bool"
193,"KillVoxTwinsWithoutTwinsSwappingPositions","[8253,8254]",[7427],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[45,44]",1,""
194,"KillVoxTwinsByKillingVixVoxFirst",[8254],[7428],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[44],1,""
195,"KillVoxTwinsByKillingVinnyVoxFirst",[8253],[7429],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[44],1,""
196,"KillWarband","[4285,4288,4290,4313,4316,4319,4339,4342,4344,4346,4352,4355,4364,4366,4369,4371,4373,4375]",[7542],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
197,"KillBeyondBoss",[0],[7547],"",[],[15],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
198,"KillHeistBossNoTwins","[8250,8240,8243,8245]",[7561],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
199,"KillHeistBossTwins","[8253,8254]","[7561,7562]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[44],1,""
200,"KillMavenBuffedBoss",[0],[8834],"",[],"[7,39]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
201,"KillAbaxoth",[3426],[7665],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
202,"KillShaper",[4959],[8351],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
203,"KillSirusAwakeningLevel8",[7840],[8223],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
204,"KillOshabi",[8127],[8982],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
205,"KillTheMaven",[8446],"[8222,7630]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
206,"KillCaptainClayborneWithoutDefeatingDrownedCrew",[8213],[7491],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[46],1,""
207,"KillOrmudFiendOfTheFloodWithoutBeingHitByWaterVortexOrCollapsingOrb",[8416],[7492],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[47],1,""
208,"KillLyciusMidnightsHowlWhileHeIsUsingWolfBarrage",[4612],[7493],"",[],[40],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
209,"KillBramblefallBossesWithoutBeingHitBySlamScreechSpikes","[8150,8153,8156]",[7632],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[48,49]",1,""
210,"KillBurtokConjurerOfBonesWhileAffectedByBoneRoilAndWhileHeIsBleeding",[3375],[7633],"",[40],[36],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
211,"KillDoedreTheDefilerWhileYouHave5StacksOfDoedresSufferingTormentWithering","[5773,5777]",[7634],"","[41,42,43]",[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
212,"KillFoundryMapBossesWithinThreeSecondsOfOneAnotherAndWithoutBeingHitByCorpseRain","[8439,8205]",[7631],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[50,51]",1,""
213,"DefeatTheMavenWithoutMoreThan16VolatilesEver",[8446],[7660],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[52],1,""
214,"DefeatTheMavenWithoutFailingMemoryGame",[8446],[7662],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[53],1,""
215,"DefeatTheMavenWithoutBeingHitByElasticBeams",[8446],[7663],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[54],1,""
216,"KillLegionGeneral","[7209,7223,7248,7270,7296]",[7730],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
217,"KillBaranTheCrusaderWith80QuantityInArea","[7705,7706]","[8016,8580]","",[],[],[],1,1,"","",1037,[],[],[],"",0,[],"",[],80,""
218,"KillVeritaniaTheRedeemerWith80QuantityInArea","[7730,7731]","[8017,8581]","",[],[],[],1,1,"","",1037,[],[],[],"",0,[],"",[],80,""
219,"KillAlHezminTheHunterWith80QuantityInArea","[7752,7753]","[8018,8582]","",[],[],[],1,1,"","",1037,[],[],[],"",0,[],"",[],80,""
220,"KillDroxTheWarlordWith80QuantityInArea","[7780,7781]","[8019,8583]","",[],[],[],1,1,"","",1037,[],[],[],"",0,[],"",[],80,""
221,"KillTrialmaster",[8477],"[7906,9046]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
222,"KillSanguineSirenWhileAffectedByTemporalChains",[5645],[7744],"",[46],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,1
223,"KillPromenadeBossRanged",[2442],[],"",[],[],[],1,1,"","","",[],[],[],127,1,[],"",[],1,""
224,"KillPromenadeBossMelee",[2439],[],"",[],[],[],1,1,"","","",[],[],[],127,1,[],"",[],1,""
225,"KillPromenadeBossesWhileAffectedByConductivity","[2439,2442]",[7745],"",[47],[],[],1,1,"","","",[],[],[],"",0,[],"",[55],1,1
226,"KillOlofSonOfTheHeadsmansWhileBothHeAndAllPlayersAreTaunted",[4052],[7902],"",[38],[41],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
227,"KillTyrantWhileBotheAndAllPlayersAreAffectedByMoltenShell",[2466],[7903],"",[48],[42],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,1
228,"KillThePrimalOneWhileHeIsChannellingSunderAndWithoutBeingHitBySunder",[2421],[7904],"",[],[43],[],1,1,1,"","",[],[],[],"",0,[],"",[58],1,""
229,"KillUulNetolLevel81OrHigherAfterActivatingAll4Portals",[5103],[7905],"",[],[],[],81,81,1,"","",[],[],[],"",0,[],"",[59],1,""
230,"KillTrialmasterWithoutBeingHitByBloodOrb",[8477],[7921],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[60],1,""
231,"KillTrialmasterWithoutBeingHitBySpearPulse",[8477],[7922],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[61],1,""
232,"KillTrialmasterAfterCollectingAllCurrencyFromShrines",[8477],[7923],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[62],1,""
233,"KillTrialmasterWhileAffectedByTetherAndWithoutBeingHitByHeart",[8477],[7924],"",[49],[],[],1,1,1,"","",[],[],[],"",0,[],"",[63],1,1
234,"KillTheReaverWhileAffectedByBearTrap",[2436],[8006],"",[50],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
235,"KillStonebeakAfterGnarAndWithoutDamagingGnarBeforeStonebeakDeath",[4037],[8007],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[64,65]",1,""
236,"KillStoneOfTheCurrentsWhileVolatileSurgeIsActiveAnd15FloodOrbsAreAlive",[4221],[8008],"",[],[44],[],1,1,1,"","",[],[],[],"",0,[],"",[79],1,""
237,"KillMurgethBogsongWhileAffectedByToxicSwamp",[8175],[8194],"",[51],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
238,"DefeatMerveilUndergroundSeaMapWhileAffectedByFourStacksOfScreech",[2365],[8195],"",[52],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
239,"DefeatTrioCrystalOreMapWhileAffectedByRighteousFire","[3908,3929,3950]",[8197],"",[53],[],[],1,1,"","","",[],[],[],"",0,[],"",[66],1,""
240,"KillUhtredWithoutBeingAffectedByGlimpseOfInfinityOrIndifferenceOfTheCosmos",[8634],[8206],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[67],1,""
241,"KillUthredWhileAffectedByGlimpseOfInfinity",[8634],[8207],"",[54],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
242,"KillUhtredWhileAffectedByIndifferenceOfTheCosmos",[8634],[8208],"",[55],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
243,"KillUhtredWithoutTriggeringSeekingStar",[8634],[8209],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[68],1,""
244,"KillMedvedWhilePoisoned",[8683],[8198],"",[56],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
245,"KillMedvedAfterFiveArachnidFamiliarSummons",[8683],[8199],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[69],1,""
246,"KillMedvedAfterKilling3CultistsWithin5Seconds",[8683],[8200],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[70],1,""
247,"KillMedvedWithoutKillingAnyCultists",[8683],[8201],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[71],1,""
248,"KillVoranaWhileAffectedByTheBlackReaping",[8635],[8202],"",[57],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
249,"KillVoranaWithoutCausingAnyOrbitingStarsToCollapse",[8635],[8203],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[72],1,""
250,"KillVoranaAfterCausingAtLeast25OrbitingStarsToCollapse",[8635],[8204],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[73],1,""
251,"KillVoranaWithoutBeingHitByCollapsingOrbitingStarsOrTheirProjectiles",[8635],[8205],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[74],1,""
252,"KillOlrothWhileBothRunicGatewaysAreActive",[8688],[8210],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[75],1,""
253,"KillOlrothWhileBothCrystalStarsAreActive",[8688],[8211],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[76],1,""
254,"KillOlrothWithoutBeingHitByCageOfLightOrAffectedByExterminatingFlames",[8688],[8212],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[77,78]",1,""
255,"KillOlrothWhileAffectedByEnervation",[8688],[8213],"",[58],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
256,"KillAul",[6621],"[4205,8842]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
257,"KillFarrul","[6118,6119]",[4206],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
258,"FlawlessBreachstoneBreachlord","[5103,5106,5094,5097,5100]",[8723],"",[],[],[],84,84,"","","",[],[],[],"",0,[],"",[],1,""
259,"KillAulWithoutBeingHitByAbyssSlam81plus",[6621],[9109],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[80],1,""
260,"KillUberElderWithoutBeingHitByBeamOrTentacles",[5957],[8404],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[81],1,""
261,"KillUberAtziriWithoutBeingHitByStormCall",[3380],[8405],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[82],1,""
262,"KillSirus8WithoutBeingHitByEndlessFire",[7840],[8406],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[83],1,""
263,"KillMavenWithoutBeingHitByCascade",[8447],[8407],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[84],1,""
264,"KillCrusaderWithoutBeingHitBySlam","[7705,7706]",[8343],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[85],1,""
265,"KillHunterWithoutBeingHitByStabSlam","[7752,7753]",[8344],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[86],1,""
266,"KillRedeemerWithoutBeingHitByTornadoes","[7730,7731]",[8345],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[87],1,""
267,"KillWarlordWithoutBeingHitByBanners","[7780,7781]",[8346],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[88],1,""
268,"KillTheBlackStar",[8939],"[8422,8518]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
269,"KillTheInfiniteHunger",[8948],"[8423,8519]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
270,"KillTheSearingExarch",[8942],"[8424,8568]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
271,"KillTheEaterOfWorlds",[8943],"[8425,8567]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
272,"KillOlroth81OrHigher",[8688],[8574],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
273,"KillKurgal81OrHigher",[5944],[8573],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
274,"KillUulNetol81OrHigher",[5103],[8572],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
275,"DefeatAmanamu81OrHigher",[5943],[8571],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
276,"DefeatMastermind83OrHigher",[6895],"[9110,9227]","",[],[],[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
277,"KillBlackStarWithoutBeingHitByMeteors",[8939],[8629],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[89],1,""
278,"KillBlackStarWithMonsterFleet",[8939],[8630],"",[],[],[],1,1,"","",990,[],[],[],"",0,[],"",[],1,""
279,"KillInfiniteHungerWithoutBeingTeleported",[8948],[8631],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[90],1,""
280,"KillInfiniteHungerWithMonsterLife",[8948],[8632],"",[],[],[],1,1,"","",988,[],[],[],"",0,[],"",[],1,""
281,"KillEaterOfWorldsWithoutDrowning",[8943],[8633],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[91],1,""
282,"KillEaterOfWorldsWithChilledGround",[8943],[8634],"",[],[],[],1,1,"","",10801,[],[],[],"",0,[],"",[],1,""
283,"KillSearingExarchWithoutBeingHitByRollingMeteors",[8942],[8635],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[92],1,""
284,"KillSearingExarchWithPhysicalAsFire",[8942],[8636],"",[],[],[],1,1,"","",1030,[],[],[],"",0,[],"",[],1,""
285,"KillMapBossWhileAffectedByCovetousShrine",[0],[8766],"",[45],[7],[],1,1,"",1,"",[],[],[],"",0,[],"",[],1,""
286,"KillEssenceBossWhileAffectedByCovetousShrine",[0],[8768],"",[45],[21],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
287,"KillMetamorphWhileAffectedByCovetousShrine",[7698],[8769],"",[45],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
288,"KillDeliriumBossWhileAffectedByCovetousShrine","[7915,7917]",[8770],"",[45],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
289,"KillShaperOrElderGuardianWhileAffectedByCovetousShrine","[4876,4867,4872,4879,5945,5947,5949,5952]",[8771],"",[45],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
290,"KillHarvestBoss","[8106,8123,8125]",[8981],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
291,"DefeatRareMonsterTaggedBySentinel",[0],[8653],"",[],"[2,45]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
292,"DefeatRogueExileTaggedBySentinel","[2538,2542,2544,2556,2557,2561,2563,2526,2530,2534,2590,2593,2594,2578,2582,2584,2570,2573,2575,2548,2549,2553,2536,2545,2564,2587,2576,2554,2568,2555,2577,2588,2547,2569,2595,2596,2597,2598,2599,2600]",[8654],"",[],[45],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
293,"DefeatActBossTaggedBySentinel","[151,148,1587,4142,5391,5154,5385,5293,5317,5801,5398]",[8655],"",[],[45],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
294,"KillMapBossInRareMapAfterActivating6SearingExarchAltarsWithWrathOfTheCosmosAllocated",[0],[8790],"",[59],[7],[],83,83,"",1,1945,[],[],[],"",0,[],"",[],2,""
295,"KillUberShaper",[4959],"[8802,8874,9101]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
296,"KillUberSirus",[7840],"[8823,8874,9095]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
297,"KillUberUberElder",[5957],"[8824,8874,9096]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
298,"KillUberMaven",[8446],"[8825,8874,9097]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
299,"KillUberSearingExarch",[8942],"[8830,8874,9098]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
300,"KillUberEaterOfWorlds",[8943],"[8831,8874,9099]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
301,"DefeatEssenceBossWithAtLeast5RareModifiers",[0],[8759],"",[],[47],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
302,"DefeatAnEssenceBossWhichHasACorruptOnlyEssences",[0],[8920],"",[],"[21,49]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
303,"KillShaperWithMavenWitness",[4959],[8835],"",[],[39],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
304,"KillShaperWithoutBeingAffectedByShaperBeam",[4959],[8836],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[93],1,""
305,"KillShaperWithoutDetonatingAnomaly",[4959],[8837],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[94],1,""
306,"KillShaperWhileHimAndYouAreChilled",[4959],[8838],"",[60],[50],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
307,"KillBlackStarWith80ItemQuantity",[8939],[8843],"",[],[],[],1,1,1,"",1037,[],[],[],"",0,[],"",[],80,""
308,"KillBlackStarWithoutGainingMoreThan5StacksOfCrushingDarknessOrAnnihilatingLight",[8939],[8844],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[97],1,""
309,"KillBlackStarWith30StacksOfAnnihilatingLightAndWithoutGainingStacksOfCrushingDarkness",[8939],[8845],"",[61],[],[],1,1,"","","",[],[],[],"",0,[],"",[95],1,""
310,"KillBlackStarWith30StacksOfCrushingDarknessAndWithoutGainingStacksOfAnnihilatingLight",[8939],[8846],"",[62],[],[],1,1,"","","",[],[],[],"",0,[],"",[96],1,""
311,"KillInfiniteHungerWith80ItemQuantity",[8948],[8847],"",[],[],[],1,1,1,"",1037,[],[],[],"",0,[],"",[],80,""
312,"KillInfiniteHungerWithoutBeingHitByVomit",[8948],[8848],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[98],1,""
313,"KillInfiniteHungerWith50StacksOfCorrosiveHunger",[8948],[8849],"",[63],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
314,"KillInfiniteHungerWithoutGainingMoreThan20StacksOfCorrosiveHungerAndAfterBeingPulledUnder3Times",[8948],[8850],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[99,100]",1,""
315,"KillSearingExarchWith80ItemQuantity",[8942],[8851],"",[],[],[],1,1,1,"",1037,[],[],[],"",0,[],"",[],80,""
316,"KillSearingExarchWithoutBeingAffectedByCauterisedFlesh",[8942],[8852],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[101],1,""
317,"KillSearingExarchWithoutBeingHitByAnnihilation",[8942],[8854],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[102],1,""
318,"KillEaterOfWorldsWith80ItemQuantity",[8943],[8855],"",[],[],[],1,1,1,"",1037,[],[],[],"",0,[],"",[],80,""
319,"KillEaterOfWorldsAfterBeginningToDrownAtLeast10Times",[8943],[8856],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[103],1,""
320,"KillEaterOfWorldsWithoutBeingAffectedByMoreThan10StacksOfInescapableDoom",[8943],[8857],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[104],1,""
321,"KillUberElderAfterDefeating3MadnessPropagatorsWithin5Seconds",[5957],[8863],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[105],1,""
322,"KillUberElderWithoutTakingDamageFromShaperBeam",[5957],[8864],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[106],1,""
323,"KillUberElderWithoutDetonatingVolatileAnomalies",[5957],[8865],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[107],1,""
324,"KillUberElderAfterDetonatingAtLeast20VolatileAnomalies",[5957],[8866],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[108],1,""
325,"KillMavenWithoutBeingHitByCascadeOfPain",[8446],[8867],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[109],1,""
326,"KillMavenAfterCompleting5MemoryGames",[8446],[8868],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[110],1,""
327,"KillMavenWhileAffectedByMavensPunishment",[8446],"[8869,9251]","",[64],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
328,"KillMavenWithoutBeingAffectedByGravityWell",[8446],[8870],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[111],1,""
329,"KillRareMonsterInT16MapWith5ArchnemesisMods",[0],[8873],"",[],"[2,48]",[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
330,"KillMapBossT16With50Empowerment",[0],[8876],"",[],"[7,52]",[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
331,"KillMapBossLevel80With50Empowerment",[0],[8826],"",[],"[7,52]",[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
332,"KillDeliriumBossLevel80With50Empowerment","[7915,7917]",[8827],"",[],[52],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
333,"KillBreachBossInDomainLevel80With50Empowerment","[5103,5106,5094,5097,5100]",[8828],"",[],[52],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
334,"KillMetamorphLevel80With50Empowerment",[7698],[8829],"",[],[52],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
335,"KillSuncallerAshaIn8ModT16MapWhileEmpoweredByUniqueSentinel",[980],[8859],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
336,"KillMaligaroTheMutilatorIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5787],[8860],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
337,"KillAmalgamOfNightmaresIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5803],[8861],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
338,"KillStoneOfTheCurrentsIn8ModT16MapWhileEmpoweredByUniqueSentinel",[4221],[8862],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
339,"KillShavronneTheSickeningIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5782],[8877],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
340,"KillDoedreTheDefilerIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5194],[8878],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
341,"KillFireAndFuryIn8ModT16MapWhileEmpoweredByUniqueSentinel",[2292],[8879],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
342,"KillTheRestlessShadeIn8ModT16MapWhileEmpoweredByUniqueSentinel",[8184],[8880],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
343,"KillMetamorphComprisedOf5UniqueBodyParts",[7698],[8772],"",[],[51],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
344,"KillMetamorphWhichHas5ArchnemesisModifiers",[7698],[8773],"",[],[53],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
345,"KillExpeditionBoss","[8634,8683,8635,8688]",[8952],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
346,"KillPossessedMonster",[0],[8896],"",[],"[13,2]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
347,"DefeatAnEssenceWith3ShriekingEssences",[0],[8918],"",[],"[21,54]",[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
348,"FinishAbyssAreas","[5942,5943,6023,6024]",[8922],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
349,"KillBlightBossLevel81Plus","[7429,7437,7439,7445,7449,7459,7471,7492,7501,7510,7516,7527,7532,7545,7552,7558,7564,7571,7580,7589,7595,7607,7617,7629]",[8946],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
350,"Kill83IncursionOmnitect",[6275],[9111],"",[],[],[],83,83,"","","",[],[],[],"",0,[],"","[113,114]",1,""
351,"DefeatMastermind81OrHigher",[6895],[9106],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
352,"KillUberAtziriWithoutBeingHitByFlameblast",[3380],[9108],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[112],1,""
353,"KillLakePhysicalBosses","[1929,1354,2940,2313,1897,8151,4905,4025,5804,5668,3773,4450,4884,5708,4392,2566,5646,8193,2281,4609,5135,5719,8200,2299,2287,5372,4479,251,1363,2397,3827,1153,2401,3376,1590,2306,4147,4060,2437,5778,2373,2422,7048,3117,1388,3850,5195,2316,8154,2532,4074,5774,2386,3951,2580,4068]",[9033],"",[],[],[1769],81,81,"","","",[],[],[],"",0,[],"",[],1,""
354,"KillLakeColdBosses","[1014,2343,5297,4080,8161,8417,1471,1995,5311,5157,5681,2366,4161,74,8164,8167,2319]",[9030],"",[],[],[1769],81,81,"","","",[],[],[],"",0,[],"",[],1,""
355,"KillLakeFireBosses","[5412,2431,2464,2383,5140,2331,4017,8391,2293,4050,2645,981,4523,5424,5766,5634,5335,2310,6250,74,5321,1289,4420,4994,3930]",[9031],"",[],[],[1769],81,81,"","","",[],[],[],"",0,[],"",[],1,""
356,"KillLakeLightningBosses","[5783,5820,2460,2322,1341,2338,4894,4139,2473,4405,5147,1580,4222,1021,2434,8394,2443,8157]",[9032],"",[],[],[1769],81,81,"","","",[],[],[],"",0,[],"",[],1,""
357,"KillLakeChaosBosses","[2393,2303,2427,2335,3964,8185,1516,5181,5346,5788,8176,2481,8206,1425,2484,4417,5878,2328]",[9034],"",[],[],[1769],81,81,"","","",[],[],[],"",0,[],"",[],1,""
358,"KillAnyEssence",[0],[9131],"",[],[21],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
359,"KillAtziri",[3229],[9144],"",[],[],[754],70,70,"","","",[],[],[],"",0,[],"",[],1,""
360,"KillExileWhilePlayerAffectedByShrine","[2538,2542,2544,2556,2557,2561,2563,2526,2530,2534,2590,2593,2594,2578,2582,2584,2570,2573,2575,2548,2549,2553,2536,2545,2564,2587,2576,2554,2568,2555,2577,2588,2547,2569,2595,2596,2597,2598,2599,2600]",[9146],"",[20],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
361,"KillExileWhilePlayerDelirious","[2538,2542,2544,2556,2557,2561,2563,2526,2530,2534,2590,2593,2594,2578,2582,2584,2570,2573,2575,2548,2549,2553,2536,2545,2564,2587,2576,2554,2568,2555,2577,2588,2547,2569,2595,2596,2597,2598,2599,2600]",[9148],"",[],[35],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
362,"KillMillionMonsters",[0],[9228],"",[],[],[],68,68,"","","",[],[],[],"",0,[],"",[],1,""
363,"Kill4ModRares",[0],[9234],"",[],"[2,48]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
364,"KillMapBossWhileUnderShrine",[0],[9150],"",[20],[7],[],68,68,"","","",[],[],[],"",0,[],"",[],1,""
365,"KillBeyondBossWhileAffectedByShrine","[8751,8752,8765,8776]",[9155],"",[20],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
366,"KillBeyondBossWhileDelirious","[8751,8752,8765,8776]",[9156],"",[],[35],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
367,"KillRareGodTouchedMonsterInTier16Map",[0],[9263],"",[],"[55,2]",[],1,1,"","",10014,[],[],[],"",0,[],"",[],16,""
368,"PureFlawlessBreachstoneBreachlord","[5094,5097,5100]",[9160],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
369,"PureFlawlessPhysicalBreachlord",[5103],[9160],"",[],[],[],82,82,"","","",[],[],[],"",0,[],"",[],1,""
