"rownum","Id","Text","TextHardmode"
244,"ReminderTextContestedDevelopment","(Resident Architects are those that can be killed to change the Incursion room)",""
245,"ReminderTextShaperGuardians","(Shaper Guardians are Guardian of the Chimera, Guardian of the Minotaur, Guardian of the Hydra and Guardian of the Phoenix)",""
246,"ReminderTextElderGuardians","(Elder Guardians are The Enslaver, The Eradicator, The Constrictor and The Purifier)",""
247,"ReminderTextAtlasConquerors","(Conquerors are Baran, the Crusader, Veritania, the Redeemer, Al-Hezmin, the Hunter and Drox, the Warlord)",""
248,"ReminderTextBasicCurrency","(Basic Currency includes any currency that drops from non-league content)",""
249,"ReminderTextInfluencedItems","(Influenced Items can have modifiers not found anywhere else)",""
250,"ReminderTextKeystoneDivineFlesh","(All Damage taken bypasses Energy Shield\n50% of Elemental Damage taken as Chaos Damage\n+5% to maximum Chaos Resistance)",""
251,"ReminderTextCruelty","(Cruelty makes all Skills Supported by Cruelty Support deal up to 40% more Damage over Time, based on the amount of Damage in the Hit which grants it)",""
252,"ReminderTextKeystoneEverlastingSacrifice","(When you reach full Energy Shield, Sacrifice all Energy Shield to gain +5% to all Maximum Resistances for 4 seconds)",""
253,"ReminderTextShepherdOfSouls","(When you use a Vaal Skill, other Vaal skills gain 50% of the consumed Souls. Deal 30% less Damage with Non-Vaal Skills)",""
254,"ReminderTextLifetap","(Lifetap grants 20% increased Life Recovery from Flasks)",""
255,"ReminderTextKeystoneMagebane","(Dexterity provides no inherent bonus to Evasion Rating. +1% chance to Suppress Spell Damage per 15 Dexterity)",""
256,"ReminderTextSuppression","(50% of Damage from Suppressed Hits and Ailments they inflict is prevented)",""
257,"ReminderTextKeystoneGhostDance","(Cannot Recover Energy Shield to above Evasion Rating. Every 2 seconds, gain a Ghost Shroud, up to a maximum of 3. When Hit, lose a Ghost Shroud to Recover Energy Shield equal to 3% of your Evasion Rating)",""
258,"ReminderTextKeystoneDivineShield","(Cannot Recover Energy Shield to above Armour. 3% of Physical Damage prevented from Hits Recently is Regenerated as Energy Shield per second)",""
259,"ReminderTextKeystoneSolipsism","(Intelligence provides no inherent bonus to Energy Shield. 2% reduced Duration of Elemental Ailments on you per 15 Intelligence)",""
260,"ReminderTextKeystoneVersatileCombatant","(-25% to maximum Chance to Block Attack Damage, -25% to maximum Chance to Block Spell Damage, +2% Chance to Block Spell Damage for each 1% Overcapped Chance to Block Attack Damage)",""
261,"ReminderTextKeystoneLetheShade","(Take 50% less Damage over Time if you've started taking Damage over Time in the past second. 100% more Duration of Ailments on you)",""
262,"ReminderTextUncappedBlockChance","(Uncapped Chance to Block is the value Chance to Block would have if ignoring Maximum Chance to Block)",""
263,"ReminderTextOvercappedBlockChance","(Overcapped Chance to Block is the amount by which Uncapped Chance to Block is higher than Maximum Chance to Block)",""
264,"ReminderTextOvercappedResistance","(Overcapped Resistance is the amount by whch Uncapped Resistance is higher than Maximum Resistance)",""
265,"ReminderTextFireAilments","(Fire Ailments are Ignited and Scorched)",""
266,"ReminderTextFortifyingHit","(Fortifying grants an amount of Fortification based on the Damage of the Hit)",""
267,"ReminderTextUpfrontCost","(Upfront Costs are all Costs that are not paid per-second)",""
268,"ReminderTextBlindNoDuration","(Being Blinded causes 20% less Accuracy Rating and Evasion Rating)",""
269,"ReminderTextCoveredInFrostNoDuration","(Being Covered in Frost applies 50% less Critical Strike Chance and 20% increased Cold Damage Taken)",""
270,"ReminderTextCoveredInFrost","(Being Covered in Frost applies 50% less Critical Strike Chance and 20% increased Cold Damage Taken, for 4 seconds)",""
271,"ReminderTextCorrosion","(-5000 to total Armour and -1000 to total Evasion Rating per Corrosion. Corrosion lasts 4 seconds and refreshes the duration of existing Corrosion)",""
272,"ReminderTextKeystonePreciseTechnique","(40% more Attack Damage if Accuracy Rating is higher than Maximum Life. Never deal Critical Strikes)",""
273,"ReminderTextOperativesStrongbox","(Operative's Strongboxes contain Scarabs)",""
274,"ReminderTextRogueExileBodyguards","(Rogue Exile Bodyguards take 50% less damage, and have additional Rewards.)",""
275,"ReminderTextOilExtractor","(An Oil Extractor destroys an Anointed Item to recover one of the Oils that was used to apply that Anointment)",""
276,"ReminderTextComprehensiveScoutingReports","(Comprehensive Scouting Reports reroll all of Kirac's Atlas Missions, adding additional mission options that can include new outcomes)",""
277,"ReminderTextOperativesScoutingReport","(Operative's Scouting Reports reroll all of Kirac's Atlas Missions, granting missions with rewarding implicit modifiers.)",""
278,"ReminderTextBlightedScoutingReports","(Blighted Scouting Reports reroll all of Kirac's Atlas Missions, including at least one Anointed Blighted Map)",""
279,"ReminderTextDeliriousScoutingReports","(Delirious Scouting Reports reroll all of Kirac's Atlas Missions, adding layers of Delirium to all non-Unique Maps)",""
280,"ReminderTextOtherworldlyScoutingReports","(Otherworldly Scouting Reports reroll all of Kirac's Atlas Missions, including at least one Breachstone)",""
281,"ReminderTextHandofXeshtUla","(Hand of Xesht-Ula can drop Breach Splinters of every Breach type)",""
282,"ReminderTextXeshtUlaBoss","(Xesht-Ula can drop Breachstones of every Breach type)",""
283,"ReminderTextGreedShrine","(On monsters, Covetous Shrine's Aura increases Quantity and Rarity of dropped Items and reduces Damage Taken. On Players, Covetous Shrine's Buff increases Quantity and Rarity of Items found and increases Damage Taken)",""
284,"ReminderTextBountyTarget","(Bounty Targets drop a large number of Rogue's Markers and can drop a Contract)",""
285,"ReminderTextExtinguish","(Extinguished enemies cannot inflict elemental ailments. Extinguish lasts 4 seconds)",""
286,"ReminderTextFireExposureDuration","(Fire Exposure subtracts from Fire Resistance for 4 seconds)",""
287,"ReminderTextColdExposureDuration","(Cold Exposure subtracts from Cold Resistance for 4 seconds)",""
288,"ReminderTextLightningExposureDuration","(Lightning Exposure subtracts from Lightning Resistance for 4 seconds)",""
289,"ReminderTextAlluringVaalSideArea","(Alluring Vaal Side Areas are more dangerous and drop Mortal Fragments)",""
290,"ReminderTextImprovedLabyrinthTrial","(Improved Labyrinth Trials reward an Improved Offering to the Goddess)",""
291,"ReminderTextEldritchBosses","(Eldritch Bosses are The Searing Exarch, The Black Star, The Eater of Worlds, The Infinite Hunger, and The Elder) ",""
292,"ReminderTextBrittleGround","(Enemies on your Brittle Ground are Brittle. Hits have +2% Critical Strike Chance against them)",""
293,"ReminderTextScorchedGround","(Enemies on your Scorched Ground are Scorched. They have -10% to Elemental Resistances)",""
294,"ReminderTextSappedGround","(Enemies on your Sapped Ground are Sapped. They deal 6% less Damage)",""
295,"ReminderTextMalignantMadness","(Malignant Madness reduces Damage and Action Speed by 10%, for 8 seconds)",""
296,"ReminderTextKeystoneSupremeDecadence","(Life Recovery from Flasks also applies to Energy Shield. 30% less Life Recovery from Flasks)",""
297,"ReminderTextSmallAtlasPassives","(Atlas Passive Skills that are not Notable or Keystones are Small)",""
298,"ReminderTextAtlasExtraContent","(Abysses, Blight Encounters, Breaches, Expedition Encounters, Legion Encounters, Metamorph Encounters, Mirrors of Delirium, Monsters Imprisoned by Essences, Ritual Altars, Rogue Exiles, the Sacred Grove, Shrines, Smuggler's Caches, Strongboxes, and Tormented Spirits are Extra Content)",""
299,"ReminderTextLifeModifierNoCorpse","(This modifier does not affect things that check the life of corpses)",""
300,"ReminderTextEmpowerment","(Empowerment increases the damage and damage reduction of an enemy\nas well as increasing experience and item yield when killed)",""
301,"ReminderTextSapMaximumEffectNoDuration","(Sapped Enemies deal 20% less Damage)",""
302,"ReminderTextFragment","(Fragments are non-Map items that can be used in a Map Device)",""
303,"ReminderTextMaximumShockEffect","(Base Maximum Effect of Shock is 50% increased Damage taken)",""
304,"ReminderTextAdrenalineInfinite","(Adrenaline grants 100% increased Damage, 25% increased Attack, Cast and Movement Speed and 10% additional Physical Damage Reduction. You cannot gain Adrenaline if you already have it. Lasts until removed.)",""
305,"ReminderTextSingularScoutingReports","(Singular Scouting Reports reroll all of Kirac's Atlas Missions, including at least one Unique map)",""
306,"ReminderTextVaalScoutingReports","(Vaal Scouting Reports reroll all of Kirac's Atlas Missions, corrupting all non-Unique Maps.)",""
307,"ReminderTextHexTransfer","(Hexes from Auras or Cursed Ground cannot be Transferred)",""
308,"ReminderTextKeystoneHexMaster","(Your Hexes have infinite Duration\n20% less Effect of your Curses)",""
309,"ReminderTextAllElementalDamageConvertedToChaos","(Any Elemental Damage not Converted by other effects is Converted by this)",""
