"rownum","Id","CharactersKey","Text","Mono_AudioFile","Stereo_AudioFile","HasStereo","bool","Video","i32","i32","i32","[rid]","rid"
1385,"LaniOnVilenta","","I'd be dead right now if not for Vilenta. I just hope I live long enough to repay her. And how will I do that? By talking Utula out of his inclination to slice Vilenta's throat open. \r\n\r\nAs far as I'm concerned, our pasts are as broken as our chains.","Audio/Dialogue/NPC/Lani/L10.ogg","","","","",0,0,1,[179],""
1386,"LaniOnBannon","","Bannon is... unexpected. At least, he's not the sort of Templar that I'm used to dealing with. His ideas about Innocence almost make sense to me. The way he worships Innocence, and receives such power in return, it's like his devotion actually brings out the best in his god.\r\n\r\nBut how is that possible? A god is a god. They bless us and they punish us, not the other way around. Yet for Bannon, somehow it's... different.","Audio/Dialogue/NPC/Lani/L13.ogg","","","","",0,0,1,[179],""
1387,"LaniOnOriathSquare","","When I was a courier for my father's house, I'd cross Cathedral Square a hundred times in a day. On the fairest days that square would be filled to bursting with Oriath's high born, come to bask in the sun and each other's glowing nobility. It was a pretty sight, depending on where you stood.","Audio/Dialogue/NPC/Lani/L15.ogg","","","","",0,0,1,[179],""
1388,"LaniInnocenceReward","","You deserve recognition for what you have done, you've freed us from Templar oppression. Yet I fear you may have defeated the lesser of two evils.\r\n\r\nStill... take something. You'll be needing it in the dark times to come.","Audio/Dialogue/NPC/Lani/L11.ogg","","","","",0,0,1,[179],""
1389,"LaniOnKingsFeast","","The King's Feast is an ancient ritual born of less enlightened times. Long before the Karui followed the Way, one tribe would conquer another and a feast would be prepared for the triumphant King. The main dishes of this feast were selected carefully, for the sweetness of their nature and the tenderness of their flesh.\r\n\r\nYou see, when the conquered fills the belly of the conqueror, two tribes become one.\r\n\r\nAnd that's what's happening out there in Theopolis, right now. The Tribe of Kitava is feeding upon the Tribe of Oriath, and the feast won't end until two tribes become one.","Audio/Dialogue/NPC/Lani/L14.ogg","","","","",0,0,1,[179],""
1390,"LaniOnCultOfKitava","","Remember what Utula said about Kitava? \r\n\r\n\""He is the Tormented One, destined to rise up from the darkness... And we, his children, rise with him.\""\r\n\r\nIt was there all along, in eyes too bright and smiles too wide. Cunning concealed by kindness. Conquest wearing the mask of Freedom. I didn't see it because I was looking for something else. Hope.\r\n\r\nThe Cult only wanted what it's always wanted. To be born again in their father's image. They are Kitava's children, the first of his tribe. Unless you do something about it, they won't be the last.","Audio/Dialogue/NPC/Lani/L16.ogg","","","","",0,0,1,[179],""
1391,"LaniTormentQuest","","Once Kitava has gobbled up every scrap of Oriathan flesh, sucked every Oriathan bone dry of marrow, he'll turn his endless hunger to Ngamakanui and the whole Karui Archipelago.\r\n\r\nAs you know, the Karui will fight, and they'll fight hard, but they're going to need all the help they can get. And I know of three treasures that might just make the difference.\r\n\r\nThey were taken when the Templar raided Ngamakanui. A whip woven of Hinekora's hair. A tooth that Tukohama ripped from his own mouth. A fish hook that was once the jawbone of Valako. Together they're known as 'Kitava's Torments' and lie within the Reliquary that borders Oriath Square. I saw them with my own eyes when delivering messages to the scholars there.\r\n\r\nPlease, go to the Reliquary and claim those treasures before Kitava's children do.","Audio/Dialogue/NPC/Lani/L17.ogg","","","","",0,0,1,[179],""
1392,"LaniTormentReward","","Not all slaves believed Utula's lies. Some I know have managed to steal a ship and are soon to set sail for Ngamakanui. Hopefully, with these treasures onboard, Valako will bless their voyage and breathe deeply into their sails.\r\n\r\nNo, I'm not going with them. I helped bring this curse down upon Oriath so I'll help save what little there is left to save. \r\n\r\nHere, take something, in thanks for your part in preserving the Karui Way.","Audio/Dialogue/NPC/Lani/L18.ogg","","","","",0,0,1,[179],""
1393,"LaniOnKitava","","You're still alive. So is Kitava. What more do you need to know?\r\n\r\nYou'll find a way, I believe it.","Audio/Dialogue/NPC/Lani/L20.ogg","","","","",0,0,1,[179],""
1394,"VilentaIntroduction","","Unlike these assorted ignorami, I'm not surprised to see you here. The Beast is dead, all thanks to you, I suppose. I was listening to the Beast's death rattles when these lunatics broke in, wrecked the place and dragged me here to tend to their cuts and bruises.\r\n\r\nThankfully, I was able to bring some of my paraphernalia with me. The balance of power is shifting in your favour, O murderer of nightmares. If I am in possession of anything that might smooth the transition of governance, don't hesitate to ask. You'll find my terms quite reasonable.","Audio/Dialogue/NPC/Vilenta/V01.ogg","","","","",0,0,1,[180],""
1395,"VilentaOnLani","","In contrast to the company she keeps, Lani has quite an astute mind. I put it down to that Oriathan education she's managed somehow to procure.\r\n\r\nWhilst quelling whatever resistance you might meet in this 'noble' coup of yours, you'd be well-advised to look to Lani for counsel. She'd make the finest of advisers, second only to myself, of course.","Audio/Dialogue/NPC/Vilenta/V04.ogg","","","","",0,0,1,[180],""
1396,"VilentaOnUtula","","Utula might appear to conduct himself with honesty and honour yet has all the telltale signs of a desperate man born of desperate times. As the cornered animal will bite and claw, the cornered man will lie, steal and murder in the name of survival. It's understandable, and deadly if underestimated.","Audio/Dialogue/NPC/Vilenta/V07.ogg","","","","",0,0,1,[180],""
1397,"VilentaOnUtulaTraitor","","I told you so. What more need I say?","Audio/Dialogue/NPC/Vilenta/V08.ogg","","","","",0,0,1,[180],""
1398,"VilentaOnBannon","","Bannon claims that a god now lives inside his head and talks to him. What's more common, divine possession or insanity? I'll leave you to calculate the odds.","Audio/Dialogue/NPC/Vilenta/V15.ogg","","","","",0,0,1,[180],""
1399,"VilentaOnCasticus","","I can't really fault Justicar Casticus. A man committed, heart and soul, to upholding the law. Of course, law isn't the same thing as justice, and men like Casticus lack the imagination necessary to make that distinction.","Audio/Dialogue/NPC/Vilenta/V09.ogg","","","","",0,0,1,[180],""
1400,"VilentaOnAvarius","","Avarius, Innocence... I'm not sure there's a great deal of difference. Around the time I heard the Beast's mortal scream, the newly appointed High Templar Avarius went through something of a... revelation.\r\n\r\nThe manner in which he speaks and acts now would indicate that he believes, without doubt, that he is some earthly embodiment of God. That's Faith for you. It'll reduce grown men to the madness of infancy.","Audio/Dialogue/NPC/Vilenta/V10.ogg","","","","",0,0,1,[180],""
1401,"VilentaOnPiety","","I gave Piety everything, devoted my life to her work. What did that thankless bitch do for me in return? Left me here to polish her beakers while she pursued glory in Wraeclast. \r\n\r\nOh. You killed her, did you? Likely as not, you'd have killed me too had I been there. In that case, perhaps we both got exactly what we deserved.","Audio/Dialogue/NPC/Vilenta/V11.ogg","","","","",0,0,1,[180],""
1402,"VilentaOnResearch","","Piety and I have devoted ourselves to the betterment of the human condition. As for our methods, Piety had a saying that summed it up nicely. \""Would you consider the feelings of the stones when constructing a glorious cathedral in the name of God?\""\r\n\r\nCasticus supplied us with slaves, mostly Karui, and I put them to good use. In fact, I believe their participation in my experiments elevated them from squalor to splendor. Our subjects were able to give their otherwise meaningless lives to something greater than themselves.\r\n\r\nIsn't that what we all want in the end?","Audio/Dialogue/NPC/Vilenta/V12.ogg","","","","",0,0,1,[180],""
1403,"VilentaOnGods","","People have talked about the 'return of the gods' since the birth of Oriath. It's a gambit, employed by charlatans to fleece the weak minded and morally desperate.\r\n\r\nOr so it seemed. \r\n\r\nAvarius and his Templar drones now greet the dawn filled with power and glorious purpose. Kitava has risen from whatever ethereal cesspit he's been hiding in for the last few millennia. \r\n\r\nSo what let the cats out of their proverbial bags? I'm a scholar, not a prophet, yet there's one occurrence that absolutely reeks with evidential causality. \r\n\r\nYou killed the Beast.","Audio/Dialogue/NPC/Vilenta/V13.ogg","","","","",0,0,1,[180],""
1404,"VilentaOnInnocence","","You really don't have a strong grip on cause and effect, do you. Things replace other things, it's the most fundamental of laws. The larger the thing you remove, the bigger the rush to fill the space it's left behind.\r\n\r\nInnocence was the nexus of power in Oriath. Remove him and something of equal or greater power was always going to take his spot. Any idiot could have predicted that Kitava was going to be that something... unless, of course, you thought it was going to be you.","Audio/Dialogue/NPC/Vilenta/V14.ogg","","","","",0,0,1,[180],""
1405,"VilentaOnSignOfPurity","","The Sign of Purity, yes... a descry staff that Piety sent me to study at one point. Apparently it was a gift from Innocence to the first High Templar, Maxarius. Dominus couldn't even bear to touch the thing so he had it locked up in the Ossuary. Quite reactive behaviour for a man of such formidable intellect, yet now it's making a little more sense.\r\n\r\nThe staff was certainly able to conduct and store energy, yet remained inert when I applied corruption to it. It must only respond to divine energy, and with corruption and divinity being diametrically opposed, it's no wonder that my experiments failed to excite the thing!\r\n\r\nMeaning, if the Sign of Purity is a repository for the power of Innocence, Dominus could never have wielded it, being steeped as he was in the opposing power of the Beast.\r\n\r\nYou though... you're a different matter entirely.","Audio/Dialogue/NPC/Vilenta/V16.ogg","","","","",0,0,1,[180],""
1406,"VilentaOnCathedral","","Dominus adopted Chitus Cathedral as his personal laboratory. He decked it out with everything his miraculous mind could conceive of. His great work in Sarn, that which you destroyed, it all began there.","Audio/Dialogue/NPC/Vilenta/V17.ogg","","","","",0,0,1,[180],""
1407,"VilentaOnKitava","","Kitava is a primal deity, forged from the most fundamental of human desires. Hunger. The simple act of craving that which we cannot yet consume.\r\n\r\nTo defeat Kitava is to squeeze the very heart of human nature into stillness. You don't think you can do that? I'll suppose we'll see, won't we.","Audio/Dialogue/NPC/Vilenta/V18.ogg","","","","",0,0,1,[180],""
1408,"VilentaSideQuest","","Some time ago, I fabricated a device able to sense and amplify the corrupt murmurings of Wraeclast. A Miasmeter.\r\n\r\nI listened to those whispers for years, lingering beyond sane comprehension. And then the scream... such profound agony that my mind was nearly sundered by its percussion. I thought another cataclysm might be upon us. But no, it was you, slaying the Beast. I was witness to a singularly potent cadence.\r\n\r\nThis corruption... I am convinced that it holds the very key to our human history, and with it, our very existence. Yet without the Miasmeter, I'm condemned to deafened ignorance.\r\n\r\nIt remains in Piety's laboratory, as long as Utula's miscreants haven't vandalised the poor thing. Find it!","Audio/Dialogue/NPC/Vilenta/V05.ogg","","","","",0,0,1,[180],""
1409,"VilentaSideQuestReward","","I simply can't express how wondrous it is to see you. What? No... not you, exile. The Miasmeter. The hope of humanity lies in this beautiful device and the precious knowledge it shall divulge.\r\n\r\nFar more useful than an accidental hulk of meat and instinct like yourself. In fact, I wouldn't be surprised to discover that your slaying of the Beast correlates directly to the strife we must currently suffer.\r\n\r\nAt least you've proved useful enough to return the Miasmeter to me. That deserves some small reward, I suppose.","Audio/Dialogue/NPC/Vilenta/V06.ogg","","","","",0,0,1,[180],""
1410,"BannonIntro","","What in damnation have you done?!","Audio/Dialogue/NPC/Bannon3D/B01.ogg","","","","",0,0,1,[183],""
1411,"BannonRescued","","You've destroyed Him and yet... I hear the voice of Innocence, begging for our forgiveness, asking for our help... you and I. I heard Him the moment the High Templar fell, whispering inside my damned skull, His heart beating within my chest.\r\n\r\nInnocence protects us now, holds fast the door against the murderous tide that rushes to meet us. He wants you to pass through that door, to bring order to the chaos beyond.\r\n\r\nI don't understand any of this. Moments ago I was just a soldier obeying his High Templar. Bannon the Nobody. Now... my god lays inside my head, telling me to let you through that door and to make my way to... Overseer's Tower, if it still stands.\r\n\r\nIt does? Alright. I don't know what's waiting for you out there, but should you survive it, I'll see you at Overseer's Tower.","Audio/Dialogue/NPC/Bannon/B02.ogg","","","","",0,0,1,[183],""
1412,"BannonIntroduction","","We're glad you made it. No, damn it all, that's just too strange to abide. I'm glad you made it, and Innocence tells me I need to keep helping you. So that's what I'm going to do.\r\n\r\nI know my way around weapons and armour, and all things Templar if you should want for further enlightenment on that subject. As for Innocence... I don't know. Sometimes he makes sense, other times... he's a shattered god, but he'll heal. I'll make sure of that.","Audio/Dialogue/NPC/Bannon/B03.ogg","","","","",0,0,1,[182],""
1413,"BannonOnProtection","","I'm having a little trouble explaining it myself. I've never been the most devout of men, especially for a Templar. More of a soldier than a believer. But now? Innocence himself rests within me. His voice is weak, barely a whisper, yet still he has the power to keep us safe from Kitava's hunger... at least for now.\r\n\r\nFor my part, I'm simply grateful. Grateful that I have a god watching my back, and grateful that He's given me the power to watch others in return.","Audio/Dialogue/NPC/Bannon/B08.ogg","","","","",0,0,1,[182],""
1414,"BannonOnInnocence","","For a long time now, I thought my God's intentions were being twisted by his supposed servants. Did I speak up? No. The pyre would have been my only answer. I did what I was told and drew the lines of morality where I could.\r\n\r\nNow I understand the truth. It wasn't Innocence's intention being twisted. It was Innocence himself, perverted by the selfish convictions of the men and women who worshipped Him. \r\n\r\nA god answers to the believer as the believer answers to their god.","Audio/Dialogue/NPC/Bannon/B09.ogg","","","","",0,0,1,[182],""
1415,"BannonOnSignOfPurity","","The Sign of Purity? Let's see... a staff, bathed in innocent blood. No, sorry, bathed in the blood of Innocence. Yes, Innocence gave a part of his divine self to the thing and gifted it to the Templar. \r\n\r\nNow that I recall, I read a tome about it when I was a cadet. Bloody long time ago. I skipped most of the boring pages, so only remember the bit where High Templar Maxarius 'smote with flame the army of the faithless with one ray of its hallowing light'. The book's words, not mine.\r\n\r\nOutside of my humble flesh, the Sign of Purity's about all that's left of Innocence.","Audio/Dialogue/NPC/Bannon/B13.ogg","","","","",0,0,1,[182],""
1416,"BannonOnOssuary","","Devotion should be honoured, I suppose. For centuries now, the Templar have boiled the flesh and skin from the devout and presented the polished remains for public appreciation in the Ossuary.\r\n\r\nPersonally, I think it's one of the better ways to remember those who have gone before us. To touch the bones is to remember neither the legend, the legacy, nor the lies. It reminds you that those bones belonged to a man or woman who was just like any other man or woman.","Audio/Dialogue/NPC/Bannon/B10.ogg","","","","",0,0,1,[182],""
1417,"BannonOnLani","","I'd be lying if I said my hands were clean of slavery's blood. I was a soldier. I went where Dominus ordered me to go. I sailed with the expedition to Ngamakanui, killed Karui warriors and rounded up Karui captives like every other bastard in a Templar uniform.\r\n\r\nSo I don't blame Lani for wanting to take back her freedom. And I don't blame her for believing Utula's lies either. I certainly swallowed enough of Dominus' falsities to sicken my soul.\r\n\r\nIt's what we do now that matters. I can see that Lani's heart is in the right place, and for once in my damned life, so is mine.","Audio/Dialogue/NPC/Bannon/B06.ogg","","","","",0,0,1,[182],""
1418,"BannonOnVilenta","","To be perfectly honest with you, I don't trust her. Yeah, I've got my reasons. Piety kept her work pretty quiet but her results were brutally clear. The people she took, the people she... changed. Slaves mostly, and a few 'enemies of God'. Enemies of bloody Dominus more like it. I don't go in for black and white definitions of good and evil, but with Piety and her ilk, I make an exception.\r\n\r\nWhatever's lurking inside Vilenta, it ain't 'good', not by a long shot.","Audio/Dialogue/NPC/Bannon/B07.ogg","","","","",0,0,1,[182],""
1419,"BannonUtulaQuest","","Lani's told me a little about Utula and his cult of Kitava. Enough to know what Utula's got planned. Bring about the fall of one god so he can raise up one of his own. And this Kitava, from what fragments I can piece together from Innocence... he's not of the benevolent kind.\r\n\r\nPlease, find Utula and stop him. I'm not saying this because I want to put Innocence back on his divine throne. I'm saying this because Oriath is my home. It's made some mistakes but it doesn't deserve the fate that Utula has in mind.","Audio/Dialogue/NPC/Bannon/B11.ogg","","","","",0,0,1,[182],""
1420,"BannonUtulaReward","","The high priest is dead yet the object of his devotion remains. There's no doubt, you did alright bringing that man-turned-monster to heel, but you weren't able to stop him fishing his master out of a river of blood.\r\n\r\nDamn... sorry, I never could get the hang of 'boosting morale'. Didn't seem right to polish the edges off harsh facts. Probably why I never made captain.\r\n\r\nStill, I've been poking around here a bit and have turned up Utula's stash. Quite the magpie he was so here... help yourself. When it comes to hunting a god, I suppose every little bit helps.","Audio/Dialogue/NPC/Bannon/B12.ogg","","","","",0,0,1,[182],""
1421,"BannonOnKitava","","I don't ask this in the name of Innocence. He understands now the folly his devotees have wrought upon this world. I ask in the name of Oriath. There are many that deserve what Kitava offers, and there are many more who do not.\r\n\r\nPut an end to Kitava's savage reign, for there remains much in this land that is worth saving.","Audio/Dialogue/NPC/Bannon/B14.ogg","","","","",0,0,1,[182],""
1422,"UtulaIntroduction1",0,"I do not know you, nor you me, but I honour you all the same. Anointed in Templar blood, you come to us, give us the reason, the hope, to rise up.\r\n\r\nThe Tormented One has spoken. Kitava, the immortal slave, understands our plight like no other. He speaks through you, warrior. He tells us that we shall be free.\r\n\r\nUtula Makora is what they call me, and I've the miserable task of being chief to this lot. Well, I put the steel in their hands. I tell them where to stab, where to run, where to die. If that doesn't make me a chief, what does, eh?","Audio/Dialogue/NPC/Utula/U01.ogg","","","","",0,0,1,[181],""
1423,"UtulaIntroduction2",6,"Templar murders Templar. Not a pretty sight, but it was enough to get this sorry lot up and fighting.\r\n\r\nThe Tormented One promised us a sign. You're not quite what I expected, but then who am I to argue with Kitava, the immortal slave. He speaks through you, Templar. He tells us that we shall be free.\r\n\r\nUtula Makora is what they call me and I've the miserable task of being chief to this lot. Well, I put the steel in their hands. I tell them where to stab, where to run, where to die. If that doesn't make me a chief, what does, eh?","Audio/Dialogue/NPC/Utula/U02.ogg","","","","",0,0,1,[181],""
1424,"UtulaIntroduction3","","Hah! After everything I've done, it took an Oriathan to get these slaves up off their shackled arses and fighting. I guess the Templar should have treated their 'lessers' better than their slaves, eh?\r\n\r\nWell, I'm not about to turn down a gift from Kitava. If he wants slave and outcast to join hands then let's remind these Templar that they're flesh and blood, just like us.\r\n\r\nUtula Makora is what they call me. I'm what passes for a chief around here. Well, I put the steel in their hands. I tell them where to stab, where to run, where to die. If that doesn't make me a chief, what does, eh?","Audio/Dialogue/NPC/Utula/U03.ogg","","","","",0,0,1,[181],""
1425,"UtulaCasticusQuest","","Blood isn't the only currency we need to earn to buy our freedom. We can kill all the Templar mongrels we like out there. It won't matter a damn if we don't get inside their stronghold, the Templar Courts. Might as well put my bloody chains back on right now!\r\n\r\nProblem is, there's some sort of witchery surrounding the place. Only those who 'see the truth with faithful eyes' are getting in there. The power of Innocence... it's all in the eyes, you see.\r\n\r\nYet blessed Kitava has answered my prayers and sent us just the pair of eyes we need. The ever faithful Justicar Casticus. He's there in the Control Blocks right now, smiting my people with self righteous fury.\r\n\r\nFind him, and rip his faithful eyes out. Then I'm sure the good Justicar will be kind enough to 'see' you into the Templar Courts.","Audio/Dialogue/NPC/Utula/U06.ogg","","","","",0,0,1,[181],""
1426,"UtulaOnCasticusDead","","Hah! So you made Justicar Casticus 'see the light', did you? Couldn't have happened to a nicer fulla. Yet now I've an even more charming chap for you to make the acquaintance of. He's over at the Chamber of Innocence, beyond the Templar Courts, and I bet he's just dying to meet you.\r\n\r\nIt's High Templar Avarius I'm talking about, although he's so filled to the eyeballs with Innocence that it's hard to tell where the man ends and the god begins these days. That's good news for us. Kill the man and you kill the god.\r\n\r\nAnd what are the Templar without their god? Lambs in a slaughterhouse.","Audio/Dialogue/NPC/Utula/U07.ogg","","","","",0,0,1,[181],""
1427,"UtulaOnSlavePens","","Take a deep breath. Inhale the twin stink of exploitation and oppression. Yes, these pens and cells have been our home away from home since the first Karui were brought here by Marceus Lioneye. Their great 'Hero of the Empire', one of the best slavers they ever had.\r\n\r\nNot that he was the only one. Captain Sigmund Fairgraves funded many an expedition off the whipped backs of Karui children. High Templar Dominus was only the latest in a long line of men to grow rich by trading in misery.\r\n\r\nOriathan wealth was built on Karui poverty. Oriathan gold will forever be stained red by Karui blood.","Audio/Dialogue/NPC/Utula/U08.ogg","","","","",0,0,1,[181],""
1428,"UtulaOnLani","","Lani's a pretty tough girl, for a half-blood. Her mother was Karui, but her father... a lord with a nose for island flowers.\r\n\r\nDespite that Oriathan stain in her blood, Lani risked her life, time and time again, slipping us the information that she bore between the lords and ladies of Theopolis. Honestly couldn't have put the pieces of this uprising together without her.\r\n\r\nAnd she's a fighter. Struck down two overseers before a third managed to put that scratch on her. Don't worry, it won't slow her down for long. Not Lani.","Audio/Dialogue/NPC/Utula/U09.ogg","","","","",0,0,1,[181],""
1429,"UtulaOnVilenta","","If it weren't for Lani, I'd have cut that bitch's throat the moment I met her. But Vilenta seems to know her medicine, so she gets to live... until Lani is better.\r\n\r\nThen Vilenta will answer for her crimes against us.","Audio/Dialogue/NPC/Utula/U10.ogg","","","","",0,0,1,[181],""
1430,"UtulaOnOverseersTower","","Overseer's Tower, this place is called. And you know the worst thing about the men who stood here, watching us, cursing us, descending to whip and kick us like curs? They were slaves, like us, willing to turn on their brethren for a bigger cage and a few extra rations. \r\n\r\nI can't quite put into words what a pleasure it was to take this tower, to rip the greedy eyes from those traitors. Did they see it coming? I hope so.","Audio/Dialogue/NPC/Utula/U11.ogg","","","","",0,0,1,[181],""
1431,"UtulaOnKitava","","Well... I know his other names. The Black Spirit. The Cannibal King. The Ravenous One. He was all of those things, before Tukohama slashed out his eyes, before Valako drowned him in the sea, before Hinekora whipped him and condemned him to immortal darkness.\r\n\r\nKitava has learned from the suffering inflicted upon him. Learned what cruelty is from his own flesh and blood. Learned what it means to be a slave.\r\n\r\nNow he hungers for freedom. Not merely for himself. For all of us who have suffered under whip and shackle.\r\n\r\nKitava is the Tormented One, destined to rise up from the darkness and banish cruelty from this world. And we, his children, rise with him.","Audio/Dialogue/NPC/Utula/U12.ogg","","","","",0,0,1,[181],""
1432,"UtulaOnInnocence","","Old red eyes. He's been quiet for a long time. Just like Kitava... and Tukohama. All of the old gods. Now Innocence has woken up, and with him, power like I've never seen the Templar wield before.\r\n\r\nIt's alright though. We slaves, we've got our own god looking out for us now. I can see him in the eyes of my brothers and sisters, smell him in the blood we've spilled, hear his call in the screams of the fallen.\r\n\r\nI don't rightly know where the gods have been or what's brought them crawling back. Nor do I really care. All I need to know, my friend, is that we're not alone anymore.","Audio/Dialogue/NPC/Utula/U13.ogg","","","","",0,0,1,[181],""
1433,"UtulaOnTemplarCourt","","There's two parts to the Templar. The grim face and the spotty arse.\r\n\r\nOut front you've got the Templar Courts, usually the last place our <i>{hatungo} see if they're stupid enough to preach their craft within a Templar's hearing. Oriath's wood-mongers must do a roaring trade with that place. When the wind blows right, you can even smell the aroma of barbequed blasphemer from here.\r\n\r\nThe arse end, that's the Chamber of Innocence. It's where the real earnest believing gets done. Where the young Templar go to pay their respects to God almighty and get the good sense baptised out of their heads. I've not seen inside the chamber myself, but you can feel it from over a block away. Like there's an eye in your gut, peering through your insides, looking for even the tiniest stain of Sin. \r\n\r\nI tell you, sane people go in one end of that place, ash and apostles come out the other. Watch yourself in there.","Audio/Dialogue/NPC/Utula/U14.ogg","","","","",0,0,1,[181],""
1434,"UtulaOnAvarius","","With Dominus away in Wraeclast, someone had to keep the wheels of oppression turning. Avarius was only too happy to take the job. He'd had plenty of practice already, of course. \r\n\r\nIt was Avarius who led some of the largest and most crippling raids upon the Ngamakanui and the Ngakuramakoi. It was on his orders that men, women and children were shackled and shipped like cattle to Theopolis. \r\n\r\nAnd it was Avarius who spent five thousand Karui lives building his Templar Courts and his Chamber of Innocence. Who had wives and daughters scrub their husbands' and fathers' blood from the stones so as to preserve their 'purity'.\r\n\r\nWhen you meet Avarius, feel free to exact a little extra vengeance in the name of Karui suffering.","Audio/Dialogue/NPC/Utula/U15.ogg","","","","",0,0,1,[181],""
1435,"UtulaRuinedSquare","","Cup your hands, children of Kitava.\r\nDrink of the hot, sweet wine of Oriath.\r\nAnd let us stay ourselves from the feast no longer.\r\nFor our king is ravenous!","Audio/Dialogue/NPC/UtulaGod/U16.ogg","","","","",0,0,1,[181],""
1436,"UtulaFightIntro","","Did you think our vengeance was done, saviour? Oh no, it has only begun!","Audio/Dialogue/NPC/UtulaIntro/U17.ogg","","","","",0,0,1,[181],""
1437,"SinInnocenceIntro1","","I am Sin, the Forgotten One. Would that humanity could forget all of my kind. Perhaps, with your help, that might still come to pass. \r\n\r\nFor now the blinding light has been dimmed, and darkness floods in to fill the void. The desperate and depraved set a feast for their lord incumbent, Kitava, the Ravenous One.","Audio/Dialogue/NPC/Sin/S02_pt1.ogg","","","","",0,0,1,[184],""
1438,"SinInnocenceIntro2","","Should Kitava accept their invitation, there is but one thin sliver of hope for us all. My brother's Sign of Purity. \r\n\r\nLook to it in the choking passages of Templar reverence. It shall be your torch when night falls at last.","Audio/Dialogue/NPC/Sin/S02_pt2.ogg","","","","",0,0,1,[184],""
1439,"SinKitavaCutscene","","","","","","","Art/Videos/Cinematic_KitavaStatueBreak.bk2",0,0,1,[184],""
1440,"SinInnocenceQuest","","Deep in the Templar's Ossuary, in the company of the dead, there lies the Sign of Purity.\r\n\r\nInnocence bled himself for the creation of that cruel and desperate weapon. Tempered in his own ruby ichor, it was forged to be a transcendent tool of punishment and purification. The Sign is a living agent of righteousness, or at least, the dubious kind of righteousness that my brother subscribes to.\r\n\r\nInnocence found, in the first High Templar, a most faithful servant and gifted the Sign to him, so that it might be used in times of great need. The great need of Innocence believers, that is. Humanity's general well-being has never been of particular concern to my brother.","Audio/Dialogue/NPC/Sin/S03.ogg","","","","",0,0,1,[184],""
1441,"SinInnocenceKitava","","Though I am a god, I have not forgotten my humanity. I care for that which I once was. Kitava remembers nothing and cares for nothing but his own hunger and greed. He is an endless pit of gnashing teeth and churning guts. \r\n\r\nWhile other gods rise on the mainland and fight for the meagre scraps of what was, Kitava has the most fecund and formidable civilisation of his age at his disposal. He can feed when he likes and he grows ever stronger with each morsel. All of Oriath shall soon belong to Kitava, and if that happens, he will rise beyond even our reach.","Audio/Dialogue/NPC/Sin/S04.ogg","","","","",0,0,1,[184],""
1442,"SinOnInnocence","","He lives, after a fashion. That pretentious little vessel of his served only to encourage his divine follies. I have procured him a more... sensible host, one that should contain his excesses and temper that fragile ego of his.\r\n \r\nHear this, Brother! \""From mind of lead to heart of gold, your soul shall be bound, your wrath shall grow cold.\""","Audio/Dialogue/NPC/Sin/S05.ogg","","","","",0,0,1,[184],""
1443,"SinPCHasSign","","An empire is nothing more than a standard pitched in the naked earth. The time has come for you to raise this standard upon the peak of false faith, the apex of Chitus Cathedral.\r\n\r\nDrive it deep into that sacred stone. Mark the death of a faithless empire and slay the slavering kingdom that seeks to consume it.","Audio/Dialogue/NPC/Sin/S06.ogg","","","","",0,0,1,[302],""
1444,"SinPCRescue","","The flame of hope may flicker but it cannot be extinguished!","Audio/Dialogue/NPC/Sin/S07.ogg","","","","",0,0,1,[185],""
1445,"SinKitavaFailed","","There is no shame in falling to a god. Shame lies only in refusing to rise again. You shall soar, that much I'm permitted to foresee.\r\n\r\nYou shall ascend to the peak of your loftiest mistake and from there you shall pluck a single, surviving hope from the jaws of immortal despair.\r\n\r\nA ship sails for Lioneye's Watch not far from here. Be on it.","Audio/Dialogue/NPC/Sin/S08.ogg","","","","",0,0,1,[185],""
1446,"AvariusIntro","","The world must be cleansed of impurity.","Audio/Dialogue/NPC/AvariusIntro/Ph01_Av01.ogg","","","","",0,0,1,[238],""
1447,"AvariusTransition","","I am order, I am the new and the eternal. I am Innocence.","","","","","",0,0,1,[238],""
1448,"AvariusDeath","","I am... no more...","","","","","",0,0,1,[238],""
1449,"LillyKitavaIntro","","I'm Captain Lilly Roth, and we sail... for Wraeclast. Better to live in exile than die on this psychotic bonfire of an island.\r\n\r\nYou want to make it out of here, you better get on board. But make it quick, 'cause I ain't got time for tears and regrets.","Audio/Dialogue/NPC/Lilly/LR_02.ogg","","","","",0,0,1,[186],""
1450,"LillySailToWraeclast","","Remember, this ain't no charity run. You owe me. \r\n\r\nCast off!","Audio/Dialogue/NPC/Lilly/LR_03.ogg","","","","",0,0,1,[186],""
1451,"LillyIntroduction","","Alright, we're safe for the time being. Now let me introduce myself properly.\r\n\r\nLilly Roth. Yeah, I'm one of <i>{those} Roths. Some call me 'smuggler', others 'pirate', yet I prefer the sound of 'nautical entrepreneur'. Came up with that one meself.\r\n\r\nSo you come see Lilly if you need something, or even if you just fancy a good chat with a lovely lady.","Audio/Dialogue/NPC/Lilly/LR_04.ogg","","","","",0,0,1,[189],""
