"rownum","Id","[rid]","[i32]","[i32]","[i32]","Variants","[rid]","[i32]","[rid]","rid","[i32]","[rid]","[i32]"
125,"flame_link","[1080,1081]",[52],[152],[],"[""Default""]","[408,409]",[18079],[],347,[],[1358],[]
126,"remora_link","[1082,1083]",[53],[153],[],"[""Default""]","[410,411]",[18079],[],347,[],[1359],[]
127,"bulwark_link","[1084,1085]",[54],[154],[],"[""Default""]","[412,413]",[18079],[],347,[],[1360],[]
128,"trigger_link","[1086,1087]",[55],[155],[],"[""Default""]","[414,415]",[18079],[],347,[],[1361],[]
129,"critical_link","[1088,1089]",[56],[156],[],"[""Default""]","[416,417]",[18079],[],347,[],[1362],[]
130,"brand_surge","[1090,1091,1092,1093,1094,1095]",[57],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],347,[],[1264],[]
131,"lightning_arrow","[1108,1112]",[],[],[],"[""Default"",""Blood"",""Divine""]",[],"[18079,50511,29263]",[134],347,[],[145],[]
132,"tornado_shot_bow","[1118,1123]",[],[147],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[138,143]",347,[],[329],[]
133,"tornado_shot_wand","[1118,1123]",[],[147],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[148,149]",347,[],[329],[]
134,"fireball","[1148,1168]",[],[],[],"[""Default"",""Golden"",""Dragon"",""Pyro"",""PyroPoison"",""Phoenix"",""AvariusCasticus"",""Holy"",""AbberathMinion"",""HolyMiner"",""Gemling"",""GemlingUpgraded"",""AvariusWickerman"",""BestiaryHellion"",""IncursionFireball"",""IncursionFireballLightning"",""IncursionFireballChaos"",""DelveTaowu"",""DelveTaowuLarge"",""BlightFire"",""Celestial"",""FlameSentinel"",""Stygian"",""ExpeditionRelic"",""Direblade"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,51154,25624,34029,17715,28085,35646,27667,5363,45614,25069,719,31455,20203,30073,32830,24662,31460,11595,50741,27572,23584,39541,51001,11723,116,38576,61278]",[157],347,[],"[49,50]",[]
135,"expanding_fire_cone","[1169,1170,1171,1172,1173,1174]",[],[157],[],"[""Default"",""BlueFlame"",""Direblade""]",[],"[18079,61200,11723]",[],347,[],[212],[]
136,"crackling_lance","[1186,1186,1189,1192]","[60,0]","[158,0,0,0,161]",[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],347,[],[1281],[]
137,"ice_shot","[1198,1199,1200]",[],[],[],"[""Default"",""Piety"",""Monster"",""VaalOrb"",""Skadi""]",[],"[18079,56950,1567,3918,31535]",[185],347,[],"[190,191]",[]
138,"expanding_rain_of_arrows","[1213,1223,1232]",[],[],[],"[""Default"",""Forsaken"",""Spine"",""Lightning"",""LegionCombo"",""LegionEternal"",""Celestial"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,41689,16476,41050,52615,48335,27572,116,38576,61278]",[],347,[],"[125,126,127]",[]
139,"toxic_rain","[1241,1249,1256,1264,1272]",[66],[],[11],"[""Default"",""BlackLotus"",""AtlasBasilisk"",""Suffering"",""Celestial"",""Oblivion"",""Auspicious""]",[],"[18079,33766,54962,2790,27572,116,45563]",[],347,[],"[1095,1096]",[]
140,"bubble_shield","[1280,1281]",[],[174],[],"[""Default""]",[422],[18079],[],347,[],[1366],[]
141,"molten_shell","[1282,1289,1296]",[],[173],[],"[""Default"",""Monster"",""AlwaysTrigger"",""Stygian"",""Viper"",""Divine"",""Mercurial""]",[],"[18079,1567,17608,39541,43950,29263,25270]",[],347,[],"[135,136,137,138]",[]
142,"hydrosphere","[1303,1305,1307,1309,1311,1313,1315,1317,1319,1321,1323,1325,1327,1329]",[],[175],[19],"[""Default"",""Harmonious""]",[],"[18079,57521]",[],347,[],[1304],[]
143,"attached_projectile_effect_mtx",[],[],"[71,0,0,0,77,0,0,0]",[],"[""EMPTY"",""Firewall"",""Stygian"",""Oblivion"",""Transcendence"",""ArchnemesisDyingSun""]",[],"[34066,35806,39541,116,28088,41657]",[],15581,[],[],[]
144,"storm_call","[1331,1350,1369,1388]",[],[],[],"[""DefaultStormCall"",""TribalStormCall"",""MonsterStormCall"",""ColdStormCall"",""FireStormCall"",""PhysicalStormCall"",""EyeSpawnerStormCall"",""EarthquakeStormCall"",""TemplarStormCall"",""KitavaStormCall"",""ShavronneStormCall"",""AvatarSkyBeamStormCall"",""ArcaneStormCall"",""Divine"",""MonsterLowStormCall"",""KitavaCultistStormCall"",""KudukuStormCall"",""OldPlayerStormCall"",""XenozakStormCall""]",[],"[28396,40011,54157,25980,9831,37405,18695,14469,11050,57497,32959,7205,34630,29263,6439,29295,6978,57638,43328]",[],347,[],"[260,261,262,263,264]",[]
145,"explosive_arrow",[1407],[],[],[],"[""Default"",""Revenant"",""HeistThug"",""Twilight"",""Pandemonium""]",[],"[18079,39939,30612,65406,26494]",[190],347,[],[89],[]
146,"sentinel_tag_beam",[],[74],[],[],"[""Default""]",[],[18079],[],347,[],[1372],[]
147,"fire_storm","[1450,1472,1478,1485,1412]",[],[],[],"[""DefaultVariation"",""BallistaVariation"",""PietyLightningVariation"",""MapBossVariation"",""IceVariation"",""SpineVariation"",""ChaosFireVariation"",""IncaRockVariation"",""MeteorVariation"",""DivineCallVariation"",""CliffBomb"",""Blades"",""BladesUp"",""Reliquary"",""HolyGuardian"",""ShaperInfluence"",""BestiaryRavens"",""BestiaryCrabCharge"",""VaalIncursion"",""VaalIncursionChaos"",""VaalIncursionArmour"",""DelveAbyssLaser"",""BetrayalGravicius"",""SynthesisSpiker"",""VaalIncursionLegion"",""BlightFire"",""BlightLightning"",""BlightNPCFirestorm"",""GraviciusHellfire"",""AfflictionMod"",""ReworkedVariation"",""Stygian"",""Celestial"",""UltimatumLightning"",""HellscapeMeteor"",""HellscapeLightning"",""MeteorShower"",""SanctumPurifier"",""SanctumReliquary""]",[],"[48358,17341,12877,52192,42588,18133,6990,22715,29052,51663,39218,52291,1874,61506,2238,14052,2391,61176,45534,61751,47684,25524,12065,49893,26495,50741,11101,43433,34120,837,32907,39541,27572,14591,28583,51989,64137,30046,12052]",[],347,[],"[128,129,130]",[]
148,"fire_storm_lite","[1488,1492,1496]",[],[],[],"[""DefaultVariation"",""BallistaVariation"",""PietyLightningVariation"",""MapBossVariation"",""IceVariation"",""SpineVariation"",""ChaosFireVariation"",""IncaRockVariation"",""MeteorVariation"",""DivineCallVariation"",""CliffBomb"",""Blades"",""BladesUp"",""Reliquary"",""HolyGuardian"",""ShaperInfluence"",""BestiaryRavens"",""BestiaryCrabCharge"",""VaalIncursion"",""VaalIncursionChaos"",""VaalIncursionArmour"",""DelveAbyssLaser"",""BetrayalGravicius"",""SynthesisSpiker"",""VaalIncursionLegion"",""BlightFire"",""BlightLightning"",""BlightNPCFirestorm"",""GraviciusHellfire"",""AfflictionMod"",""ReworkedVariation"",""Stygian"",""Celestial"",""UltimatumLightning"",""HellscapeMeteor"",""HellscapeLightning"",""MeteorShower"",""SanctumPurifier"",""SanctumReliquary""]",[],"[48358,17341,12877,52192,42588,18133,6990,22715,29052,51663,39218,52291,1874,61506,2238,14052,2391,61176,45534,61751,47684,25524,12065,49893,26495,50741,11101,43433,34120,837,32907,39541,27572,14591,28583,51989,64137,30046,12052]",[],347,[],"[128,129,130]",[]
149,"summon_raging_spirit",[],[],[],[],"[""Default"",""Ghostflame"",""Raven"",""BloodRaven"",""Bees"",""Celestial"",""Eyes"",""ArcaneEye"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,894,44096,26577,48674,27572,1784,34681,116,38576,61278]",[],347,[82],"[279,280]",[]
150,"summon_raging_spirit_monster",[],[],[],[],"[""Default"",""Ghostflame"",""Raven"",""BloodRaven"",""Bees"",""Celestial"",""Eyes"",""ArcaneEye"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,894,44096,26577,48674,27572,1784,34681,116,38576,61278]",[],347,[93],[281],[]
151,"flask_effects",[1581],[],[],[],"[""Default"",""LifeMTX"",""ManaMTX"",""HybridMTX"",""UtilityMTX"",""Rumis"",""FlamingQuicksilver"",""IchorMana"",""RaincallerLife"",""RaincallerBloodLife"",""RaincallerVerdantLife""]",[423],"[18079,20358,21146,65450,37992,50728,29305,58425,46620,42964,61160]",[],16128,[],[],[]
152,"triggered_summon_spider_monster",[1500],[],[],[],"[""Default"",""Demonic""]",[],"[18079,61278]",[],16501,[80],[799],[]
153,"cast_on_damage_taken",[1502],[],[],[],"[""Default"",""Madcap""]",[],"[18079,59045]",[],16142,[],[],[2581]
154,"shockwave_support",[1503],[],[],[],"[""Default"",""Gore"",""Apollyon""]",[],"[18079,63064,43700]",[],16190,[],"[1197,1198]",[]
155,"viper_strike",[1506],[],[],[],"[""Default"",""Quiet"",""DemonicSpider"",""Demonic""]",[],"[18079,61089,17869,61278]",[],347,[],[86],[]
156,"vaal_ground_slam_spiked","[1510,1517,1527,1531]",[],[],[],"[""DefaultClusters"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""UNUSED"",""Oblivion"",""OnyxOblivion""]",[],"[63412,50511,19877,5799,30086,20384,21898,27572,64124,116,38576]",[],347,[],[5],[]
157,"corrupting_fever",[],[],[],[],"[""Default"",""Heritage""]","[439,441]","[18079,8972]",[],347,[],[1320],[]
158,"feast_of_flesh","[1537,1539]",[],[],[],"[""Default"",""Alternate""]",[],"[18079,25075]",[],16172,[],[1133],[]
159,"phys_cascade_trap","[1541,1544,1547]",[],[],[],"[""Default"",""Blight"",""Stygian""]",[],"[18079,7333,39541]",[],347,[],[1067],[]
160,"slither","[1550,1552,1554]",[],[177],[],"[""Default"",""Demonic""]","[443,444,445]","[18079,61278]",[],347,[],[1214],[]
161,"ice_spear",[1556],[],[],[],"[""Default"",""Fish"",""MTX1"",""ArtProjectilesSpreadOverAnimation"",""Synthesis"",""SynthesisFinalBoss"",""FrostSentinel"",""AtlasEyrie"",""VoidEmperor""]",[],"[18079,45988,30450,187,11050,9615,16782,13264,48015]",[195],347,[],[76],[]
162,"laser_spears","[1558,1559,1560]",[77],[179],[],"[""Default""]",[],[18079],[],347,[],[1371],[]
163,"ball_lightning",[],"[78,0]",[],[],"[""Default"",""Monster"",""EyeBallLightning"",""Templar"",""Celestial"",""Synthesis"",""AtlasCrusader"",""AfflictionMinion"",""HarvestSquid"",""HeistTemplarCaster"",""Automaton""]",[],"[18079,1567,49739,51326,27572,11050,55894,33406,47707,39763,3488]",[204],347,[],"[204,205]",[]
164,"monster_dd_area","[1561,1565,1569]",[],[],[],"[""Default"",""Chaos"",""HeistFreidrich"",""Archnemesis""]","[446,450]","[18079,38322,4741,36858]",[],347,[],[1030],[]
165,"monster_soulrend",[1573],[100],[],[],"[""Cold"",""Blood""]","[451,453]","[13381,50511]",[215],347,[],[1177],[]
166,"galvanic_field",[1575],[102],[],[],"[""Default"",""Celestial""]","[463,466]","[18079,27572]",[],347,[],[1375],[]
167,"arcane_surge",[],[],[],[],"[""Default"",""Madcap""]",[455],"[18079,59045]",[],16587,[],[],[]
168,"phasing",[],[],[],[],"[""Default"",""Sunprism""]",[457],"[18079,52008]",[],16764,[],[],[]
169,"fortify",[],[],[],[],"[""Default"",""Myrmidon""]",[459],"[18079,27566]",[],16766,[],[],[]
170,"onslaught",[],[],[],[],"[""Default"",""Void Emperor""]",[461],"[18079,30711]",[],16768,[],[],[]
171,"aspect_cat",[],[],[],[],"[""Default"",""MTXPredatory""]",[],"[18079,35405]",[],347,[],[1031],[]
172,"lightning_conduit","[1582,1585,1588,1591]",[],[],[],"[""Default"",""Automaton"",""Celestial""]","[469,472]","[18079,3488,27572]",[],347,[],[1373],[]
173,"lightning_tendrils","[1594,1597,1600]",[105],[],[],"[""Default"",""LightningElder"",""Automaton""]",[],"[18079,37016,3488]",[],347,[],[368],[]
174,"alchemists_mark","[1603,1605]",[],[],[],"[""Default"",""Sunprism""]",[475],"[18079,52008]",[],347,[],[1376],[]
175,"cobra_lash",[],[],[181],[],"[""Default"",""Illusionist""]",[],"[18079,54759]","[217,219]",347,[],[68],[]
176,"righteous_fire","[1607,1616]",[],[],[],"[""Default"",""NoRing"",""White"",""White2"",""White3"",""Celestial"",""CelestialNoHands"",""Harbinger"",""Lightbringer"",""Transcendence""]","[477,485,493]","[18079,39102,15971,17012,17013,27572,36336,41619,55723,28088]",[],347,[],"[54,55]",[]
177,"venom_gyre","[1626,1631,1633]",[],[183],[],"[""Default"",""Illusionist""]",[],"[18079,54759]","[221,223]",347,[],"[1228,1386]",[]
178,"whirling_blades",[1635],[],"[185,0]",[],"[""Default"",""Purple"",""Ice"",""Phantasmal"",""Faith"",""Carnival"",""Hasina"",""Illusionist""]",[],"[18079,19343,16329,1789,8635,1057,63953,54759]",[],347,[],"[27,28]",[]
179,"caustic_arrow",[1643],[],[],[],"[""Default"",""Tentacles"",""Celestial"",""HeistSkeleton"",""Oblivion""]",[],"[18079,26679,27572,16483,116]",[226],347,[],[30],[]
180,"kinetic_blast","[1648,1651]",[],[187],[],"[""Default"",""Celestial"",""Heritage""]",[],"[18079,27572,8972]",[231],347,[],[396],[]
181,"reap",[1654],[108],[],[],"[""Default"",""Starfall""]","[502,504]","[18079,3450]",[],347,[],[1324],[]
182,"ring_of_ice","[1656,1657]",[],"[190,0]",[21],"[""Default""]",[],[18079],[],347,[],"[1381,1382]",[]
183,"volcanic_slam","[1627,1628,1629,1658]",[],[],[],"[""Default""]",[],[18079],[224],347,[],"[1383,1384]",[]
184,"vaal_caustic_arrow",[],[],[],[],"[""Default""]",[],[18079],[234],347,[],[1385],[]
185,"vaal_cleave","[746,734,736,739,750]",[],[],[],"[""Default"",""DemonCleave""]",[],"[18079,34274]",[],347,[],[1380],[]
186,"charged_attack","[1659,1662,1665,1668,1671,1674,1677,1680]",[],[],[],"[""Default"",""Gloom"",""Demonic""]",[],"[18079,57905,61278]",[],347,[],[626],[]
187,"vaal_charged_attack","[1677,1680,1683,1668,1671]",[],[],[],"[""Default"",""Gloom"",""Demonic""]",[506],"[18079,57905,61278]",[],347,[],[1388],[]
188,"flicker_strike",[],[],"[192,0,0]",[],"[""Default"",""Vapor"",""Necro"",""Demonic""]",[],"[18079,15193,18701,61278]",[],347,[],"[37,38]",[]
