"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid","[rid]"
710,1143,"",4494,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],"",[],[],"",[]
711,1144,"",4495,"",[],"[14,57]",[],"",[],[1],"",[],"",[],[],"",[]
712,1145,"","","",[347],[],[5988],"",[2],[36],"",[],"",[],[],"",[]
713,1146,"","","",[347],[],"[5889,5938]","",[4],[36],"",[],"",[],[],"",[]
714,1147,"","","","[347,1301]",[],[5891],"","[4,2]",[36],"",[],"",[],[],"",[]
715,1148,"","",4496,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
716,1149,"","",4497,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
717,1150,"",4498,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
718,1151,"","","",[347],[],"[5888,5925]","",[12],[36],"",[],"",[],[],"",[]
719,1152,"","","",[347],[],[5711],"",[1],[36],"",[],"",[],[],"",[]
720,1153,62,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
721,1155,"",4499,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
722,1156,"",4500,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
723,1157,"",4501,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
724,1158,"",4502,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
725,1159,"","",4503,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
726,1160,63,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
727,1162,"",4504,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
728,1163,"",4505,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
729,1164,"",4506,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
730,1165,"",4507,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
731,1166,"","",4508,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
732,1167,64,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
733,1169,"",4509,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
734,1170,"",4510,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
735,1171,"",4511,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
736,1172,"",4512,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
737,1173,"","",4513,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
738,1174,65,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
739,1177,"",4514,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
740,1178,"",4515,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
741,1179,"",4516,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
742,1180,"",4517,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
743,1181,"","",4518,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
744,1182,66,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
745,1185,"",4519,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
746,1186,"",4520,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
747,1187,"",4521,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
748,1188,"",4522,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
749,1189,"","",4523,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
750,1190,67,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
751,1193,"",4524,"",[],"[14,57]",[],"",[],[1],"",[],"",[],[],"",[]
752,1197,"",4525,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
753,1198,"",4526,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
754,1199,"",4527,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
755,1200,"",4528,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
756,1201,"","",4529,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
757,1202,"",4530,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
758,1203,"",4531,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
759,1204,"",4532,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
760,1205,"",4533,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
761,1206,"","",4534,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
762,1207,"",4535,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
763,1208,"",4536,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
764,1209,"",4537,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
765,1210,"",4538,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
766,1211,"","",4539,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
767,1214,"",4540,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
768,1215,"",4541,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
769,1216,"",4542,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
770,1217,"","","",[347],[],[5711],"",[2],[36],"",[],"",[],[],"",[]
771,1218,"","",4543,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
772,1219,"","",4544,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
773,1220,"","",4545,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
774,1221,"","",4546,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
775,1222,"",4547,"",[],"[14,57]",[],"",[],[1],"",[],"",[],[],"",[]
776,1223,"",4548,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
777,1224,"",4549,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
778,1225,"",4550,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
779,1226,"",4551,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
780,1227,"",4552,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
781,1228,"",4553,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
782,1229,"",4554,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
783,1232,68,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
784,1233,69,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
785,1234,70,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
786,1393,"","","",[319],[4],[],"",[6],[14],"",[],"",[],[],"",[]
787,1394,"","","",[319],[4],[],"",[7],[14],"",[],"",[],[],"",[]
788,1395,"","","",[319],[4],[],"",[8],[14],"",[],"",[],[],"",[]
789,1396,"","","",[319],[4],[],"",[9],[14],"",[],"",[],[],"",[]
790,1397,"","","",[319],[4],[],"",[10],[14],"",[],"",[],[],"",[]
791,1398,"","","",[319],[4],[],"",[11],[14],"",[],"",[],[],"",[]
792,1399,"","","",[319],[4],[],"",[12],[14],"",[],"",[],[],"",[]
793,1400,"","","",[319],[4],[],"",[13],[14],"",[],"",[],[],"",[]
794,1401,"","","",[319],[4],[],"",[14],[14],"",[],"",[],[],"",[]
795,1402,"","","",[319],[4],[],"",[15],[14],"",[],"",[],[],"",[]
796,1403,"","","",[319],[4],[],"",[16],[14],"",[],"",[],[],"",[]
797,1404,"","","",[319],[4],[],"",[17],[14],"",[],"",[],[],"",[]
798,1405,"","","",[319],[4],[],"",[18],[14],"",[],"",[],[],"",[]
799,1406,"","","",[319],[4],[],"",[19],[14],"",[],"",[],[],"",[]
800,1407,"","","",[319],[4],[],"",[20],[14],"",[],"",[],[],"",[]
801,1408,"","","",[319],[4],[],"",[21],[14],"",[],"",[],[],"",[]
802,1409,"","","",[319],[4],[],"",[22],[14],"",[],"",[],[],"",[]
803,1410,"","","",[319],[4],[],"",[23],[14],"",[],"",[],[],"",[]
804,1411,"","","",[319],[4],[],"",[24],[14],"",[],"",[],[],"",[]
805,1412,"","","",[319],[4],[],"",[25],[14],"",[],"",[],[],"",[]
806,1413,"","","",[319],[4],[],"",[26],[14],"",[],"",[],[],"",[]
807,1414,"","","",[319],[4],[],"",[27],[14],"",[],"",[],[],"",[]
808,1415,"","","",[319],[4],[],"",[28],[14],"",[],"",[],[],"",[]
809,1416,"","","",[319],[4],[],"",[29],[14],"",[],"",[],[],"",[]
810,1417,"","","",[319],[4],[],"",[30],[14],"",[],"",[],[],"",[]
811,1418,"","","",[319],[4],[],"",[31],[14],"",[],"",[],[],"",[]
812,1419,"","","",[319],[4],[],"",[32],[14],"",[],"",[],[],"",[]
813,1420,"","","",[319],[4],[],"",[33],[14],"",[],"",[],[],"",[]
814,1421,"","","",[319],[4],[],"",[34],[14],"",[],"",[],[],"",[]
815,1422,"","","",[319],[4],[],"",[35],[14],"",[],"",[],[],"",[]
816,1423,"","","",[319],[4],[],"",[36],[14],"",[],"",[],[],"",[]
817,1424,"","","",[319],[4],[],"",[37],[14],"",[],"",[],[],"",[]
818,1425,"","","",[319],[4],[],"",[38],[14],"",[],"",[],[],"",[]
819,1426,"","","",[319],[4],[],"",[39],[14],"",[],"",[],[],"",[]
820,1427,"","","",[319],[4],[],"",[40],[14],"",[],"",[],[],"",[]
821,1428,"","","",[319],[4],[],"",[41],[14],"",[],"",[],[],"",[]
822,1429,"","","",[319],[4],[],"",[42],[14],"",[],"",[],[],"",[]
823,1430,"","","",[319],[4],[],"",[43],[14],"",[],"",[],[],"",[]
824,1431,"","","",[319],[4],[],"",[44],[14],"",[],"",[],[],"",[]
825,1432,"","","",[319],[4],[],"",[45],[14],"",[],"",[],[],"",[]
826,1433,"","","",[319],[4],[],"",[46],[14],"",[],"",[],[],"",[]
827,1434,"","","",[319],[4],[],"",[47],[14],"",[],"",[],[],"",[]
828,1435,"","","",[319],[4],[],"",[48],[14],"",[],"",[],[],"",[]
829,1436,"","","",[319],[4],[],"",[49],[14],"",[],"",[],[],"",[]
830,1437,"","","",[319],[4],[],"",[50],[14],"",[],"",[],[],"",[]
831,1438,"","","",[319],[4],[],"",[51],[14],"",[],"",[],[],"",[]
832,1439,"","","",[319],[4],[],"",[52],[14],"",[],"",[],[],"",[]
833,1440,"","","",[319],[4],[],"",[53],[14],"",[],"",[],[],"",[]
834,1441,"","","",[319],[4],[],"",[54],[14],"",[],"",[],[],"",[]
835,1442,"","","",[319],[4],[],"",[55],[14],"",[],"",[],[],"",[]
836,1443,"","","",[319],[4],[],"",[56],[14],"",[],"",[],[],"",[]
837,1444,"","","",[319],[4],[],"",[57],[14],"",[],"",[],[],"",[]
838,1445,"","","",[319],[4],[],"",[58],[14],"",[],"",[],[],"",[]
839,1446,"","","",[319],[4],[],"",[59],[14],"",[],"",[],[],"",[]
840,1447,"","","",[319],[4],[],"",[60],[14],"",[],"",[],[],"",[]
841,1448,"","","",[319],[4],[],"",[61],[14],"",[],"",[],[],"",[]
842,1449,"","","",[319],[4],[],"",[62],[14],"",[],"",[],[],"",[]
843,1450,"","","",[319],[4],[],"",[63],[14],"",[],"",[],[],"",[]
844,1451,"","","",[319],[4],[],"",[64],[14],"",[],"",[],[],"",[]
845,1452,"","","",[319],[4],[],"",[65],[14],"",[],"",[],[],"",[]
846,1453,"","","",[319],[4],[],"",[66],[14],"",[],"",[],[],"",[]
847,1454,"","","",[319],[4],[],"",[67],[14],"",[],"",[],[],"",[]
848,1455,"","","",[319],[4],[],"",[68],[14],"",[],"",[],[],"",[]
849,1456,"","","",[319],[4],[],"",[69],[14],"",[],"",[],[],"",[]
850,1457,"","","",[319],[4],[],"",[70],[14],"",[],"",[],[],"",[]
851,1458,"","","",[319],[4],[],"",[71],[14],"",[],"",[],[],"",[]
852,1459,"","","",[319],[4],[],"",[72],[14],"",[],"",[],[],"",[]
853,1460,"","","",[319],[4],[],"",[73],[14],"",[],"",[],[],"",[]
854,1461,"","","",[319],[4],[],"",[74],[14],"",[],"",[],[],"",[]
855,1462,"","","",[319],[4],[],"",[75],[14],"",[],"",[],[],"",[]
856,1463,"","","",[319],[4],[],"",[94],[14],"",[],"",[],[],"",[]
857,1464,"","","",[319],[4],[],"",[95],[14],"",[],"",[],[],"",[]
858,1465,"","","",[319],[4],[],"",[96],[14],"",[],"",[],[],"",[]
859,1466,"","","",[319],[4],[],"",[97],[14],"",[],"",[],[],"",[]
860,1467,"","","",[319],[4],[],"",[98],[14],"",[],"",[],[],"",[]
861,1468,"","","",[319],[4],[],"",[99],[14],"",[],"",[],[],"",[]
862,1469,"","","",[319],[4],[],"",[100],[14],"",[],"",[],[],"",[]
863,1470,"","","",[319],[4],[],"",[101],[14],"",[],"",[],[],"",[]
864,1471,"","","",[319],[4],[],"",[102],[14],"",[],"",[],[],"",[]
865,1472,"","","",[319],[4],[],"",[103],[14],"",[],"",[],[],"",[]
866,1473,"","","",[319],[4],[],"",[104],[14],"",[],"",[],[],"",[]
867,1474,"","","",[319],[4],[],"",[105],[14],"",[],"",[],[],"",[]
868,1475,"","","",[319],[4],[],"",[106],[14],"",[],"",[],[],"",[]
869,1476,"","","",[319],[4],[],"",[107],[14],"",[],"",[],[],"",[]
870,1477,"","","",[319],[4],[],"",[108],[14],"",[],"",[],[],"",[]
871,1478,"","","",[319],[4],[],"",[109],[14],"",[],"",[],[],"",[]
872,1479,"","","",[319],[4],[],"",[110],[14],"",[],"",[],[],"",[]
873,1480,"","","",[319],[4],[],"",[111],[14],"",[],"",[],[],"",[]
874,1481,"","","",[319],[4],[],"",[112],[14],"",[],"",[],[],"",[]
875,1482,"","","",[319],[4],[],"",[113],[14],"",[],"",[],[],"",[]
876,1483,"","","",[319],[4],[],"",[114],[14],"",[],"",[],[],"",[]
877,1484,"","","",[319],[4],[],"",[115],[14],"",[],"",[],[],"",[]
878,1485,"","","",[319],[4],[],"",[116],[14],"",[],"",[],[],"",[]
879,1486,"","","",[319],[4],[],"",[117],[14],"",[],"",[],[],"",[]
880,1487,"","","",[319],[4],[],"",[118],[14],"",[],"",[],[],"",[]
881,1488,"","","",[319],[4],[],"",[119],[14],"",[],"",[],[],"",[]
882,1489,"","","",[319],[4],[],"",[120],[14],"",[],"",[],[],"",[]
883,1490,"","","",[319],[4],[],"",[121],[14],"",[],"",[],[],"",[]
884,1491,"","","",[319],[4],[],"",[122],[14],"",[],"",[],[],"",[]
885,1492,"","","",[319],[4],[],"",[123],[14],"",[],"",[],[],"",[]
886,1493,"","","",[319],[4],[],"",[124],[14],"",[],"",[],[],"",[]
887,1494,"","","",[319],[4],[],"",[125],[14],"",[],"",[],[],"",[]
888,1495,"","","",[319],[4],[],"",[126],[14],"",[],"",[],[],"",[]
889,1496,"","","",[319],[4],[],"",[127],[14],"",[],"",[],[],"",[]
890,1497,"","","",[319],[4],[],"",[128],[14],"",[],"",[],[],"",[]
891,1498,"","","",[319],[4],[],"",[129],[14],"",[],"",[],[],"",[]
892,1499,"","","",[319],[4],[],"",[130],[14],"",[],"",[],[],"",[]
893,1500,"","","",[319],[4],[],"",[131],[14],"",[],"",[],[],"",[]
894,1501,"","","",[319],[4],[],"",[132],[14],"",[],"",[],[],"",[]
895,1502,"","","",[319],[4],[],"",[133],[14],"",[],"",[],[],"",[]
896,1503,"","","",[319],[4],[],"",[134],[14],"",[],"",[],[],"",[]
897,1504,"","","",[319],[4],[],"",[135],[14],"",[],"",[],[],"",[]
898,1505,"","","",[319],[4],[],"",[136],[14],"",[],"",[],[],"",[]
899,1506,"","","",[319],[4],[],"",[137],[14],"",[],"",[],[],"",[]
900,1507,"","","",[319],[4],[],"",[138],[14],"",[],"",[],[],"",[]
901,1508,"","","",[319],[4],[],"",[139],[14],"",[],"",[],[],"",[]
902,1509,"","","",[319],[4],[],"",[140],[14],"",[],"",[],[],"",[]
903,1510,"","","",[319],[4],[],"",[141],[14],"",[],"",[],[],"",[]
904,1511,"","","",[319],[4],[],"",[142],[14],"",[],"",[],[],"",[]
905,1512,"","","",[319],[4],[],"",[143],[14],"",[],"",[],[],"",[]
906,1513,"","","",[319],[4],[],"",[144],[14],"",[],"",[],[],"",[]
907,1514,"","","",[319],[4],[],"",[145],[14],"",[],"",[],[],"",[]
908,1515,"","","",[319],[4],[],"",[146],[14],"",[],"",[],[],"",[]
909,1516,"","","",[319],[4],[],"",[147],[14],"",[],"",[],[],"",[]
910,1517,"","","",[319],[4],[],"",[148],[14],"",[],"",[],[],"",[]
911,1518,"","","",[319],[4],[],"",[149],[14],"",[],"",[],[],"",[]
912,1519,"","","",[319],[4],[],"",[150],[14],"",[],"",[],[],"",[]
913,1520,"","","",[319],[4],[],"",[151],[14],"",[],"",[],[],"",[]
914,1521,"","","",[319],[4],[],"",[152],[14],"",[],"",[],[],"",[]
915,1522,"","","",[319],[4],[],"",[153],[14],"",[],"",[],[],"",[]
916,1523,"","","",[319],[4],[],"",[154],[14],"",[],"",[],[],"",[]
917,1524,"","","",[319],[4],[],"",[155],[14],"",[],"",[],[],"",[]
918,1525,"","","",[319],[4],[],"",[156],[14],"",[],"",[],[],"",[]
919,1526,"","","",[319],[4],[],"",[157],[14],"",[],"",[],[],"",[]
920,1527,"","","",[319],[4],[],"",[158],[14],"",[],"",[],[],"",[]
921,1528,"","","",[319],[4],[],"",[159],[14],"",[],"",[],[],"",[]
922,1529,"","","",[319],[4],[],"",[160],[14],"",[],"",[],[],"",[]
923,1530,"","","",[319],[4],[],"",[161],[14],"",[],"",[],[],"",[]
924,1531,"","","",[319],[4],[],"",[162],[14],"",[],"",[],[],"",[]
925,1532,"","","",[319],[4],[],"",[163],[14],"",[],"",[],[],"",[]
926,1533,"","","",[319],[4],[],"",[188],[14],"",[],"",[],[],"",[]
927,1534,"","","",[319],[4],[],"",[189],[14],"",[],"",[],[],"",[]
928,1535,"","","",[319],[4],[],"",[190],[14],"",[],"",[],[],"",[]
929,1536,"","","",[319],[4],[],"",[191],[14],"",[],"",[],[],"",[]
930,1537,"","","",[319],[4],[],"",[192],[14],"",[],"",[],[],"",[]
931,1538,"","","",[319],[4],[],"",[193],[14],"",[],"",[],[],"",[]
932,1539,"","","",[319],[4],[],"",[194],[14],"",[],"",[],[],"",[]
933,1540,"","","","[347,1301]",[],[5895],"","[4,4]",[36],"",[],"",[],[],"",[]
934,1541,"",4555,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
935,1542,"",4556,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
936,1543,"",4557,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
937,1544,"",4558,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
938,1545,"","",4559,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
939,1546,"",4560,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
940,1547,"",4561,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
941,1548,"",4562,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
942,1549,"",4563,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
943,1551,"","",4564,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
944,1552,"","",4565,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
945,1553,"",4566,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
946,1554,"",4567,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
947,1555,"",4568,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
948,1556,"",4569,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
949,1557,"","",4570,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
950,1558,"","",4573,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
951,1562,76,"","",[1367],[23],[],"",[34],[13],"",[],"",[],[],"",[]
952,1560,"",4571,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
953,1561,"",4572,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
954,1566,"","",4574,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
955,1567,"","",4575,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
956,1568,"",4576,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
957,1569,"",4577,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
958,1570,"",4578,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
959,1571,"",4579,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
960,1572,"","",4580,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
961,1574,75,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
962,1575,"",4581,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
963,1576,"",4582,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
964,1577,"","","",[1367],[23],[],"",[33],[13],"",[],"",[],[],"",[]
965,1579,"","","",[347],[],"[5944,5945,5946]","",[7],[36],"",[],"",[],[],"",[]
966,1559,71,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
967,1563,"","","",[347],[],[5697],"",[-9],[36],"",[],"",[],[],"",[]
968,1564,"","","",[347],[],"[5944,5945,5946]","",[6],[36],"",[],"",[],[],"",[]
969,1581,"","",4584,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
970,1582,"","",4585,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
971,1583,"",4586,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
972,1584,"",4587,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
973,1585,"",4588,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
974,1586,"",4589,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
975,1587,"","",4590,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
976,1588,77,"","",[1367],[23],[],"",[35],[13],"",[],"",[],[],"",[]
977,1590,"",4591,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
978,1591,"",4592,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
979,1592,"","","",[347],[],[6012],"",[4],[36],"",[],"",[],[],"",[]
980,1593,72,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
981,1594,73,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
982,1595,"","",4593,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
983,1596,"",4594,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
984,1597,"",4595,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
985,1598,"",4596,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
986,1599,"",4597,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
987,1600,"","",4598,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
988,1601,"","",4599,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
989,1602,"","","","[347,2676]",[],"[5928,6405]","","[3,4]",[36],"",[],"",[],[],"",[]
990,1603,74,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
991,1604,"","",4600,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
992,1605,"","",4601,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
993,1606,"",4602,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
994,1607,"",4603,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
995,1608,"",4604,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
996,1609,"",4605,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
997,1610,"",4606,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
998,1615,"",4607,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
999,1573,"","",4583,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1000,1578,"","","","[347,1301,1724]",[],"[5781,5909]","","[1,3,2]",[36],"",[],"",[],[],"",[]
1001,1617,"",4608,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1002,1618,"",4609,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1003,1619,"",4610,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1004,1620,"",4611,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1005,1621,"",4612,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1006,1622,"",4613,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1007,1623,"","","",[347],[],[5761],"",[2],[36],"",[],"",[],[],"",[]
1008,1625,"",4614,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1009,1626,"","","",[347],[],[5698],"",[1],[36],"",[],"",[],[],"",[]
1010,1627,"","","",[1221],[],"[5827,5843,5829,5830,5836,5841,5837,5861,5983,6125,6121]","",[10],[36],"",[],"",[],[],"",[]
1011,1628,"","","","[347,1301,2676]",[],[5694],"","[3,1,4]",[36],"",[],"",[],[],"",[]
1012,1629,"","","",[347],[],"[5699,6412]","",[1],[36],"",[],"",[],[],"",[]
1013,1630,"","","",[347],[],"[5699,6412]","",[2],[36],"",[],"",[],[],"",[]
1014,1631,"","","","[347,2676,9192]",[],[5716],"","[2,4,33]",[36],"",[],"",[],[],"",[]
1015,1632,"","","",[347],[],[5711],"",[3],[36],"",[],"",[],[],"",[]
1016,1633,"",4615,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1017,1634,"",4616,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1018,1635,"",4617,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1019,1636,"",4618,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1020,1637,"","",4619,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1021,1639,"","","",[347],[],[5956],"",[1],[36],"",[],"",[],[],"",[]
1022,1640,"",4620,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1023,1641,"",4621,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1024,1642,"",4622,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1025,1643,"",4623,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1026,1644,"","",4624,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1027,1645,"","","",[7776],[],"[6040,6127]","",[1],[36],"",[],"",[],[],"",[]
1028,1646,"",4625,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1029,1647,"",4626,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1030,1648,"",4627,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1031,1649,"",4628,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1032,1650,"","",4629,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1033,1651,"","","",[7776],[],"[6040,6127]","",[2],[36],"",[],"",[],[],"",[]
