"rownum","Id","Name","Tier","MinLevel","RoomUpgrade_IncursionRoomsKey","Mods","PresentARMFile","HASH16","IncursionArchitectKey","PastARMFile","TSIFile","UIIcon","FlavourText","Description","AchievementItemsKeys","i32","i32","RoomUpgradeFrom_IncursionRoomsKey","ItemisedFlavourText","string","[rid]"
59,"StormRoomIII","Storm of Corruption",3,0,"","[15562,15548]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/storm_present_3.arm",5133,2,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/StormRoom3","Darkness flies across the skies.","Adds Corrupting or Radiating Tempests to the Temple.\nBuffs from Tempests have 200% increased duration.\nContains a valuable item.",[9221],66,467,37,2343,"Adds Corrupting or Radiating Tempests to the Temple.",[15562]
60,"TrapRoomIII","Defense Research Lab",3,0,"","[15524,15551,15574]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trap_present_3.arm",11681,3,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrapRoom3","Whirring blades and barricades.","Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.\nContains a valuable item.",[9221],69,468,38,2351,"Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.\nContains a valuable item.",[15524]
61,"CartographyRoomIII","Atlas of Worlds",3,0,"",[15553],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/cartography_present_3.arm",54094,4,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/CartographyRoom3","Devices baroque hide worlds bespoke.","Contains chests full of maps.\nArchitects drop Map-related Currency.",[9221],24,469,39,2341,"Contains chests full of maps.",[]
62,"QueensChambersIII","Throne of Atziri",3,0,"","[15539,15592]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/queenschamber_present_3.arm",63579,5,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/QueensChambers3","A vision, sublime, untouched by time.","Increases the number of magic monsters throughout the Temple.\nContains Queen Atziri.",[9221],60,470,40,2337,"Increases the number of magic monsters throughout the Temple.\nContains Queen Atziri.",[15539]
63,"ChestsIII","Museum of Artefacts",3,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/chests_present_3.arm",49758,6,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Chests3","Heirlooms, rotten, long-forgotten.","Contains chests full of items.",[9221],27,471,41,2336,"Contains chests full of items.",[]
64,"CorruptionRoomIII","Locus of Corruption",3,0,"","[15502,15598]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_present_3.arm",57960,7,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/CorruptionRoom3","Darkness coalesces, imbues, and blesses.","Reduces player maximum resistances throughout the Temple.\nContains an Altar of Corruption.",[9221],30,472,42,2332,"Reduces player maximum resistances throughout the Temple.\nContains an Altar of Corruption.",[15502]
65,"ExplosivesRoomIII","Shrine of Unmaking",3,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_present_3.arm",62364,8,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/ExplosivesRoom3","Flames and smoke soar; what was is no more.","Contains Explosive Charges.\nContains three Sealed Coffers.",[9221],48,473,43,2355,"Contains Explosive Charges.",[]
66,"ArmourRoomIII","Chamber of Iron",3,0,"","[15527,15551]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_present_3.arm",51778,9,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/ArmourRoom3","A bacchanalia of the finest regalia.","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[9221],15,474,44,2356,"Monsters throughout the Temple have increased resistances.\nContains chests full of armour.",[15527]
67,"WeaponRoomIII","Hall of Champions",3,0,"","[15530,15551]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_present_3.arm",57246,10,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/WeaponRoom3","Blood spills for cheap thrills.","Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[9221],75,475,45,2349,"Increases monster criticals throughout the Temple.\nContains chests full of weapons.",[15530]
68,"BreedingRoomIII","Hall of War",3,0,"",[15505],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_present_3.arm",39495,11,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreedingRoom3","Death dwells in small cells.","Increases monster pack size throughout the Temple.",[9221],21,476,46,2347,"Increases monster pack size throughout the Temple.",[15505]
69,"BreachRoomIII","House of the Others",3,0,"",[24630],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_present_3.arm",10187,12,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreachRoom3","The Dreamer's reach extends through the breach.","Contains three Breaches and Breach Splinters.\nBreaches open and close faster.",[9221],18,477,47,2338,"Contains three Breaches.",[]
70,"GemRoomIII","Doryani's Institute",3,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/gems_present_3.arm",45452,13,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/GemRoom3","The enlightened fall victim to Doryani's dark dictum.","Contains chests full of gems and a device that can corrupt gems in a special way.",[9221],51,478,48,2335,"Contains chests full of gems and a device that can corrupt gems in a special way.",[]
71,"CurrencyVaultIII","Wealth of the Vaal",3,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/currency_present_3.arm",1833,14,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/CurrencyVault3","An empire's stash survives the ash.","Contains chests full of currency items.",[9221],33,479,49,2334,"Contains chests full of currency items.",[]
72,"TrinketRoomIII","Glittering Halls",3,0,"","[15508,15595]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trinket_present_3.arm",6047,15,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrinketRoom3","The stones of old, wreathed in gold.","Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[9221],72,480,50,2340,"Increases the rarity of items dropped in the Temple.\nContains chests full of jewellery.",[]
73,"WorkshopIII","Factory",3,0,"","[15515,5456,15551]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/workshop_present_3.arm",55471,16,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Workshop3","The world burns, the cog turns.","Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.",[9221],78,481,51,2346,"Increases the life of the Omnitect and Monsters throughout the Temple.\nIncreases item yield of the Temple.","[15515,5456]"
74,"EmpoweringRoomIII","Temple Nexus",3,0,"","[15498,15551,15552]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/empowering_present_3.arm",36762,17,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/EmpoweringRoom3","The temple's heart, a work of art.","Increases the speed of monsters throughout the Temple.\nIncreases level of items dropped by one.\nUpgrades all adjacent rooms by one Tier, regardless of connections.",[9221],45,482,52,2350,"Increases the speed of monsters throughout the Temple.\nUpgrades all adjacent rooms by one Tier, regardless of connections.",[15498]
75,"HealingRoomIII","Sanctum of Immortality",3,0,"","[15521,15551,15577]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_present_3.arm",16697,18,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/HealingRoom3","Flesh rending for life unending.","Heals monsters in the Temple.\nContains a valuable item.",[9221],54,483,53,2354,"Heals monsters in the Temple.\nContains a valuable item.",[15521]
76,"BossMinionsIII","Hybridisation Chamber",3,0,"","[15512,15551,15571,15589]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_present_3.arm",59890,19,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossMinionRoom3","Caught between meat and machine.","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.\nContains a valuable item.",[9221],36,484,54,2348,"Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.\nContains a valuable item.","[15512,15571]"
77,"BossFireIII","Crucible of Flame",3,0,"","[15533,15551,15565,15586]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_present_3.arm",19827,20,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossFireRoom3","Earth torn asunder births a mechanical wonder.","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.\nContains a valuable item.",[9221],39,485,55,2344,"Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.\nContains a valuable item.","[15533,15565]"
78,"BossLightningIII","Conduit of Lightning",3,0,"","[15536,15551,15568,15583]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_present_3.arm",65226,21,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossLightningRoom3","Arcs emerge to power the scourge.","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.\nContains a valuable item.",[9221],42,486,56,2345,"Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.\nContains a valuable item.","[15536,15568]"
79,"ChasmRoom","Chasm",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_chasm_present.arm",6923,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_chasm_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Chasm","Tread steady and slow lest you end up below.","",[],90,1280,"","","",[]
80,"Passageways","Passageways",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_passage_present.arm",13404,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_passage_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Passageways","Cruel acts debase this tight space.","",[],90,1280,"","","",[]
81,"Halls","Halls",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_halls_present.arm",46218,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_halls_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Halls","Smoothed stones hide bleached bones.","",[],90,1280,"","","",[]
82,"Tunnels","Tunnels",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_tunnels_present.arm",34347,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_tunnels_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Tunnels","Worn hands etch an echoing stretch.","",[],90,1280,"","","",[]
83,"ThePits","Pits",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_pits_present.arm",12781,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_pits_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/ThePits","Each well drenched with rotting stench.","",[],90,1280,"","","",[]
84,"BanquetHall","Banquet Hall",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_banquet_present.arm",43703,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_banquet_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BanquetHall","Men in fetters feed their betters.","",[],90,1280,"","","",[]
85,"Tombs","Tombs",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_tombs_present.arm",57864,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_tombs_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Tombs","The scent of death fills every breath.","",[],90,1280,"","","",[]
86,"Antechamber","Antechamber",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_antichamber_present.arm",49453,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_antichamber_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Antechamber","Madness claws from inky maws.","",[],90,1280,"","","",[]
87,"Cellar","Cellar",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_cellar_present.arm",36434,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_cellar_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Cellar","Shadows choke; a lightless yoke.","",[],90,1280,"","","",[]
88,"Cloister","Cloister",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_cloister_present.arm",1508,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_cloister_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Cloister","Cold clay smothers decay.","",[],90,1280,"","","",[]
89,"TormentI","Torment Cells",1,0,90,[24628],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/torment_present_1.arm",42673,22,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/torment_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TormentRoom","They rot for ages in iron cages.","Contains Tormented Spirits.\nContains additional roaming Tormented Spirits.",[],84,259,"","","Contains Tormented Spirits.\nContains additional roaming Tormented Spirits.",[24627]
90,"TormentII","Torture Cages",2,0,91,"[15544,24628]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/torment_present_2.arm",458,22,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/torment_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TormentRoom2","Iron bars tell of the criminal swell.","Contains Tormented Spirits.\nContains additional roaming Tormented Spirits.\nArchitects and the Omnitect are possessed by a Tormented Spirit.",[],85,462,89,"","Contains Tormented Spirits.\nContains additional roaming Tormented Spirits.",[24628]
91,"TormentIII","Sadist's Den",3,0,"","[15545,24628]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/torment_present_3.arm",42569,22,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/TormentRoom3","'Til the end of time they pay for their crime.","Contains Tormented Spirits.\nContains additional roaming Tormented Spirits.\nArchitects and the Omnitect are possessed by Tormented Spirits.",[9221],86,487,90,2352,"Contains Tormented Spirits.\nArchitects and the Omnitect are possessed by a Tormented Spirit.",[15544]
92,"StrongboxI","Strongbox Chamber",1,0,93,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/strongbox_present_1.arm",50850,23,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/strongbox_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/StrongboxRoom","Guarding treasures of extravagant pleasures. ","Contains Strongboxes.",[],81,260,"","","Contains Strongboxes.",[]
93,"StrongboxII","Hall of Locks",2,0,94,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/strongbox_present_2.arm",32261,23,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/strongbox_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/StrongboxRoom2","Locked in the dark, awaiting a mark.","Contains Strongboxes.",[],82,463,92,"","Contains Strongboxes.",[]
94,"StrongboxIII","Court of Sealed Death",3,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/strongbox_present_3.arm",31770,23,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/StrongboxRoom3","Millennia passed, released at last.","Contains Strongboxes.",[9221],83,488,93,2342,"Contains Strongboxes.",[]
95,"LegionI","Hall of Mettle",1,68,96,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/legion_present_1.arm",16930,24,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/legion_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/LegionRoom","Fought and died for cowards that hide.","Contains a Timeless Monolith.",[],87,603,"","","Contains a Timeless Monolith.",[]
96,"LegionII","Hall of Heroes",2,0,97,[17976],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/legion_present_2.arm",25783,24,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/legion_past_2.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_magenta.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/LegionRoom2","Their deeds inspire, their spirits never tire. ","Contains a valuable Timeless Monolith.",[],88,604,95,"","Contains a valuable Timeless Monolith.",[17976]
97,"LegionIII","Hall of Legends",3,0,"",[17977],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/legion_present_3.arm",54712,24,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/LegionRoom3","Their names outlast the crumbling past.","Contains a Timeless Monolith that will reveal two Generals.",[9221],89,605,96,2339,"Contains a Timeless Monolith that will reveal two Generals.",[17977]
