"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32"
1349,"AscendancyJuggernaut11","Art/2DArt/SkillIcons/passives/Juggernaut/Unflinching.dds","[1745,179,4736,7495]",30,1,25,1,1734,"Unflinching",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1350,"AscendancyJuggernaut12","Art/2DArt/SkillIcons/passives/Juggernaut/Unrelenting.dds","[3570,446,7272]",-8,1,4,0,56789,"Unrelenting",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1351,"AscendancyJuggernaut13","Art/2DArt/SkillIcons/passives/Juggernaut/Unbreakable.dds","[7572,2400]",15,40,0,0,17988,"Untiring",[],"",1,"","","","",0,"",[],0,"","",0,[22],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1352,"AscendancyJuggernaut14","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourLifeRegeneration.dds","[117,451]",15,30,0,0,16093,"Armour, Life Regeneration",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1353,"AscendancyBerserker1","Art/2DArt/SkillIcons/passives/Berserker/DmgLeech.dds","[26,603]",10,30,0,0,5865,"Physical Damage, Life Leeched per Second",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1354,"AscendancyBerserker2","Art/2DArt/SkillIcons/passives/Berserker/DmgCrit.dds","[26,554]",10,15,0,0,48904,"Physical Damage, Critical Strike Chance",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1355,"AscendancyBerserker3","Art/2DArt/SkillIcons/passives/Berserker/DmgAttackSpeed.dds","[26,70]",10,6,0,0,8592,"Physical Damage, Attack Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1356,"AscendancyBerserker4","Art/2DArt/SkillIcons/passives/Berserker/DmgAttackSpeed.dds","[26,70]",10,6,0,0,63583,"Physical Damage, Attack Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1357,"AscendancyBerserker5","Art/2DArt/SkillIcons/passives/Berserker/DmgAttackSpeed.dds","[26,70]",10,6,0,0,42861,"Physical Damage, Attack Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1358,"AscendancyBerserker6","Art/2DArt/SkillIcons/passives/Berserker/DmgWarcry.dds","[26,3480]",10,20,0,0,50024,"Physical Damage, Warcry Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1359,"AscendancyBerserker7","Art/2DArt/SkillIcons/passives/Berserker/WarBringer.dds","[12271,12272]",10,50,0,0,32251,"War Bringer",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1360,"AscendancyBerserker8","Art/2DArt/SkillIcons/passives/Berserker/RiteOfRuin.dds","[7465,7477,9676]",1,1,6,0,57560,"Rite of Ruin",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1361,"AscendancyBerserker9","Art/2DArt/SkillIcons/passives/Berserker/DefyPain.dds","[14127,14129,14131,14132]",300,25,50,10,9271,"Defy Pain",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1362,"AscendancyBerserker10","Art/2DArt/SkillIcons/passives/Berserker/CloakedAgony.dds","[554,95,10757,10758]",50,25,20,30,38999,"Flawless Savagery",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1363,"AscendancyBerserker11","Art/2DArt/SkillIcons/passives/Berserker/CombatFrenzy.dds","[9674,7458]",300,10,0,0,24528,"Crave the Slaughter",[],"",1,"","",6954,"",1,"","[119,118,117]",0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1364,"AscendancyBerserker12","Art/2DArt/SkillIcons/passives/Berserker/AspectOfCarnage.dds","[477,4403]",10,40,0,0,59920,"Aspect of Carnage",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1365,"AscendancyBerserker13","Art/2DArt/SkillIcons/passives/Berserker/DmgCrit.dds","[26,554]",10,15,0,0,63673,"Physical Damage, Critical Strike Chance",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1366,"AscendancyBerserker14","Art/2DArt/SkillIcons/passives/Berserker/Blitz.dds","[9683,9684,9685,9686]",100,2,-8,20,29630,"Blitz",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1367,"AscendancyChieftan1","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenStrength.dds","[451,3875]",30,5,0,0,47486,"Life Regeneration, Endurance Charge on Kill",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1368,"AscendancyChieftan2","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireDamage.dds","[451,42]",30,10,0,0,42659,"Life Regeneration, Fire Damage",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1369,"AscendancyChieftan3","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenStrength.dds","[451,434]",30,10,0,0,982,"Life Regeneration, Area of Effect",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1370,"AscendancyChieftan4","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireDamage.dds","[451,42]",30,10,0,0,9971,"Life Regeneration, Fire Damage",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1371,"AscendancyChieftan5","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenTotemPlacementSpeed.dds","[451,1341]",30,10,0,0,5643,"Life Regeneration, Totem Placement Speed",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1372,"AscendancyChieftan6","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenTotemPlacementSpeed.dds","[451,1341]",30,10,0,0,6028,"Life Regeneration, Totem Placement Speed",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1373,"AscendancyChieftan7","Art/2DArt/SkillIcons/passives/Chieftain/ArohunguiMoonsPresence.dds","[4129,4130,4145,9667]",-8,16,1,25,31667,"Arohongui, Moon's Presence",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1374,"AscendancyChieftan8","Art/2DArt/SkillIcons/passives/Chieftain/NgamahuFlamesAdvance.dds",[482],50,0,0,0,50692,"Ngamahu, Flame's Advance",[],"",1,"","",6954,"",2,"",[],0,"","",0,[26],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1375,"AscendancyChieftan9","Art/2DArt/SkillIcons/passives/Chieftain/HinekoraDeathsFury.dds","[3106,2030,7494]",100,10,100,0,1731,"Hinekora, Death's Fury",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1376,"AscendancyChieftan10","Art/2DArt/SkillIcons/passives/Chieftain/TasalioCleansingWater.dds","[1048,7520,144,9671]",20,1,100,20,48480,"Tasalio, Cleansing Water",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1377,"AscendancyChieftan11","Art/2DArt/SkillIcons/passives/Chieftain/TukomahaWarsHerald.dds","[4731,9664,9666]",200,100,100,0,53095,"Tukohama, War's Herald",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1378,"AscendancyChieftan12","Art/2DArt/SkillIcons/passives/Chieftain/TawhoaForestsStrength.dds",[12224],20,0,0,0,5029,"Tawhoa, Forest's Strength",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],44243,"",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1379,"AscendancyChieftan13","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireDamage.dds","[451,42]",30,10,0,0,14996,"Life Regeneration, Fire Damage",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1380,"AscendancyChieftan14","Art/2DArt/SkillIcons/passives/Chieftain/RamakoSunsLight.dds","[593,611,10180]",15,25,25,0,61355,"Ramako, Sun's Light",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1381,"AscendancyChieftan15","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireResistance.dds","[451,144]",30,10,0,0,9190,"Life Regeneration, Fire Resistance",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1382,"AscendancyChieftan16","Art/2DArt/SkillIcons/passives/Chieftain/ValakoStormsEmbrace.dds","[179,126,9669,12330]",1,30,15,1,32249,"Valako, Storm's Embrace",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1383,"AscendancyChieftan17","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireDamage.dds","[451,42]",30,10,0,0,10238,"Life Regeneration, Fire Damage",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1384,"AscendancyChieftan18","Art/2DArt/SkillIcons/passives/MeleeAoENotable.dds",[12224],20,0,0,0,28986,"[UNUSED] Slamako, Slam's Slam",[],"",1,"","",6954,"",2,"",[],0,"","",0,[],44243,"",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1385,"AscendancyChieftan19","Art/2DArt/SkillIcons/passives/Chieftain/LifeRegenFireResistance.dds","[451,144]",30,10,0,0,29616,"Life Regeneration, Fire Resistance",[],"","","","","","",2,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1386,"AscendancyRaider1","Art/2DArt/SkillIcons/passives/Raider/IncreasedFrenzyChargeDuration.dds","[120,421]",15,15,0,0,53421,"Evasion, Frenzy Charge Duration",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1387,"AscendancyRaider2","Art/2DArt/SkillIcons/passives/Raider/AvatarOfFrenzy.dds","[1351,5288,180]",20,20,1,0,31364,"Way of the Poacher",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1388,"AscendancyRaider3","Art/2DArt/SkillIcons/passives/Raider/IncreasedFrenzyChargeDuration.dds","[120,421]",15,15,0,0,5926,"Evasion, Frenzy Charge Duration",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1389,"AscendancyRaider4","Art/2DArt/SkillIcons/passives/Raider/WayOfThePoacher.dds","[3486,178,364,122]",10,4,4,10,16848,"Avatar of the Slaughter",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1390,"AscendancyRaider5","Art/2DArt/SkillIcons/passives/Raider/IncreasedAttackSpeed.dds","[120,3488]",15,15,0,0,27536,"Evasion, Onslaught Effect",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1391,"AscendancyRaider6","Art/2DArt/SkillIcons/passives/Raider/AvatarOfOnslaught.dds",[1749],1,0,0,0,4849,"Rapid Assault",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1392,"AscendancyRaider7","Art/2DArt/SkillIcons/passives/Raider/IncreasedAttackSpeed.dds","[120,3488]",15,15,0,0,12146,"Evasion, Onslaught Effect",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1393,"AscendancyRaider8","Art/2DArt/SkillIcons/passives/Raider/RapidAssault.dds","[15267,3488]",10,100,0,0,11597,"Avatar of the Chase",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1394,"AscendancyRaider9","Art/2DArt/SkillIcons/passives/Raider/IncreasedElementalDamage.dds","[120,486]",15,10,0,0,24432,"Evasion, Elemental Damage",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1395,"AscendancyRaider10","Art/2DArt/SkillIcons/passives/Raider/AvatarOfPhasing.dds","[14767,13851]",40,1,0,0,33645,"Quartz Infusion",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1396,"AscendancyRaider11","Art/2DArt/SkillIcons/passives/Raider/IncreasedElementalDamage.dds","[120,486]",15,10,0,0,15550,"Evasion, Elemental Damage",[],"","","","","","",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1397,"AscendancyRaider12","Art/2DArt/SkillIcons/passives/Raider/QuartzInfusion.dds","[10405,14568]",-20,50,0,0,55509,"Avatar of the Veil",[],"",1,"","",6954,"",3,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1398,"AscendancyDeadeye1","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAttackSpeed.dds","[498,13073]",10,25,0,0,53086,"Projectile Damage, Mark Cast Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1399,"AscendancyDeadeye2","Art/2DArt/SkillIcons/passives/Mark.dds","[13337,13338,12447]",75,-25,100,0,5443,"Focal Point",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1400,"AscendancyDeadeye3","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAttackSpeed.dds","[498,70]",10,5,0,0,59837,"Projectile Damage, Attack Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1401,"AscendancyDeadeye4","Art/2DArt/SkillIcons/passives/DeadEye/Ricochet.dds","[172,13262]",1,30,0,0,61627,"Ricochet",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1402,"AscendancyDeadeye5","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,84]",10,10,0,0,5082,"Projectile Damage, Accuracy",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1403,"AscendancyDeadeye6","Art/2DArt/SkillIcons/passives/Additionalprojectile.dds",[173],2,0,0,0,26067,"Endless Munitions",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1404,"AscendancyDeadeye7","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,175]",10,10,0,0,28995,"Projectile Damage, Projectile Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1405,"AscendancyDeadeye8","Art/2DArt/SkillIcons/passives/DeadEye/FarShot.dds","[3630,13767]",1,1,0,0,45313,"Far Shot",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1406,"AscendancyDeadeye9","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageCrit.dds","[498,554]",10,10,0,0,26958,"Projectile Damage, Critical Strike Chance",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1407,"AscendancyDeadeye10","Art/2DArt/SkillIcons/passives/DeadEye/SharpAndVenomous.dds",[13387],1,0,0,0,44482,"Rupturing",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1408,"AscendancyDeadeye11","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageCrit.dds","[498,554]",10,10,0,0,55985,"Projectile Damage, Critical Strike Chance",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1409,"AscendancyDeadeye12","Art/2DArt/SkillIcons/passives/DeadEye/PowerfulPrecision.dds","[6284,6239,6252]",100,3,1,0,21455,"Powerful Precision",[],"",1,"","",6954,"",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1410,"AscendancyDeadeye13","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,13285]",10,15,0,0,62136,"Projectile Damage, Mirage Archer Duration",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1411,"AscendancyDeadeye14","Art/2DArt/SkillIcons/passives/DeadEye/GatherWinds.dds",[7704],15,0,0,0,24848,"Gathering Winds",[],"",1,"","",6954,"",4,"",[],0,"","",0,[37],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1412,"AscendancyDeadeye15","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,13285]",10,15,0,0,1729,"Projectile Damage, Mirage Archer Duration",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1413,"AscendancyDeadeye16","Art/2DArt/SkillIcons/passives/Mirage.dds","[13284,13286,13287]",1,2,35,0,2872,"Occupying Force",[],"",1,"","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1414,"AscendancyDeadeye17","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,84]",10,10,0,0,56134,"Projectile Damage, Accuracy",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1415,"AscendancyDeadeye18","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAccuracy.dds","[498,175]",10,10,0,0,64028,"Projectile Damage, Projectile Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1416,"AscendancyDeadeye19","Art/2DArt/SkillIcons/passives/DeadEye/ProjectileDamageAttackSpeed.dds","[498,70]",10,5,0,0,22852,"Projectile Damage, Attack Speed",[],"","","","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1417,"AscendancyDeadeye20_","Art/2DArt/SkillIcons/passives/ProtectiveWinds.dds","[13365,13366]",-3,1,0,0,23169,"Wind Ward",[],"",1,"","","","",4,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1418,"AscendancyPathfinder1","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectFlaskDuration.dds","[1744,739]",5,8,0,0,36242,"Flask Effect and Duration",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1419,"AscendancyPathfinder2","Art/2DArt/SkillIcons/passives/PathFinder/NaturesAdrenaline.dds","[3498,3276]",20,15,0,0,51101,"Nature's Adrenaline",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1420,"AscendancyPathfinder3","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectFlaskDuration.dds","[1744,739]",5,8,0,0,14156,"Flask Effect and Duration",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1421,"AscendancyPathfinder4","Art/2DArt/SkillIcons/passives/PathFinder/MasterSurgeon.dds","[3629,3639,14176,13434]",100,1,1,6,63293,"Master Surgeon",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1422,"AscendancyPathfinder5","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectElementalResistance.dds","[1744,460]",5,10,0,0,32640,"Flask Effect and Charges Gained",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1423,"AscendancyPathfinder6","Art/2DArt/SkillIcons/passives/PathFinder/AlchemistGift.dds","[3727,4724]",3,20,0,0,65296,"Nature's Boon",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1424,"AscendancyPathfinder7","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectElementalResistance.dds","[1744,460]",5,10,0,0,40631,"Flask Effect and Charges Gained",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1425,"AscendancyPathfinder8","Art/2DArt/SkillIcons/passives/PathFinder/MasterAlchemist.dds","[16338,3496]",20,1,0,0,61805,"Master Alchemist",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1426,"AscendancyPathfinder9","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectAttackDamage.dds","[1744,2605]",5,10,0,0,59800,"Flask Effect, Attack Damage",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1427,"AscendancyPathfinder10","Art/2DArt/SkillIcons/passives/PathFinder/MasterFletcher.dds","[596,1898,4750]",10,15,100,0,6038,"Veteran Bowyer",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1428,"AscendancyPathfinder11","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectDamageOverTime.dds","[1744,63]",5,15,0,0,32662,"Flask Effect, Chaos Damage",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1429,"AscendancyPathfinder12","Art/2DArt/SkillIcons/passives/PathFinder/MasterHerbalist.dds","[8321,8286,485]",15,30,40,0,40813,"Nature's Reprisal",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1430,"AscendancyPathfinder13","Art/2DArt/SkillIcons/passives/PathFinder/FlaskEffectDamageOverTime.dds","[1744,3364]",5,10,0,0,20480,"Flask Effect, Poison Duration",[],"","","","","","",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1431,"AscendancyPathfinder14","Art/2DArt/SkillIcons/passives/PathFinder/Master Toxicist.dds","[8285,8377]",20,1,0,0,1697,"Master Toxicist",[],"",1,"","",6954,"",5,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1432,"AscendancyOccultist1","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldManaReservation.dds","[134,1386]",6,5,0,0,31984,"Energy Shield, Curse Effect",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1433,"AscendancyOccultist2","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldManaReservation.dds","[134,1386]",6,5,0,0,17018,"Energy Shield, Curse Effect",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1434,"AscendancyOccultist3","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldAttackAndCastSpeed.dds","[134,63,49]",6,10,10,0,32417,"Energy Shield, Cold and Chaos Damage",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1435,"AscendancyOccultist4","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldCriticalStrikeChance.dds","[134,427]",6,15,0,0,6728,"Energy Shield, Power Charge Duration",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1436,"AscendancyOccultist5","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldMaximumMana.dds","[134,138]",6,15,0,0,48124,"Energy Shield, Energy Shield Recharge Rate",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1437,"AscendancyOccultist6","Art/2DArt/SkillIcons/passives/Occultist/IncreasedEnergyShieldMaximumMana.dds","[134,138]",6,15,0,0,50935,"Energy Shield, Energy Shield Recharge Rate",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1438,"AscendancyOccultist7","Art/2DArt/SkillIcons/passives/Occultist/LotusExtract.dds",[4474],50,0,0,0,37127,"Profane Bloom",[],"",1,"","",6954,"",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1439,"AscendancyOccultist8","Art/2DArt/SkillIcons/passives/Occultist/FatefulEchoes.dds","[720,4658]",1,1,0,0,31344,"Unholy Authority",[],"",1,"","",6954,"",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1440,"AscendancyOccultist9","Art/2DArt/SkillIcons/passives/Occultist/EldrichBarrier.dds",[],0,0,0,0,5502,"Wicked Ward",[],"",1,"","",6954,"",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1441,"AscendancyOccultist10","Art/2DArt/SkillIcons/passives/Occultist/SoulCatalyst.dds","[4080,4081,1052]",120,1,2400,0,37492,"Vile Bastion",[],"",1,"","",6954,"",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1442,"AscendancyOccultist11","Art/2DArt/SkillIcons/passives/Occultist/VoidBeacon.dds",[],0,0,0,0,27096,"Void Beacon",[],"",1,"","",6954,"",6,"",[],0,"","",0,[20],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1443,"AscendancyOccultist12","Art/2DArt/SkillIcons/passives/Occultist/VowOfDamnation.dds","[181,424,6132,6499]",1,6,6,200,62504,"Forbidden Power",[],"",1,"","",6954,"",6,"",[],0,"","",0,[19],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
1444,"AscendancyOccultist13","Art/2DArt/SkillIcons/passives/Occultist/EnergyShieldChaos.dds","[134,63]",6,10,0,0,31316,"Energy Shield, Chaos Damage",[],"","","","","","",6,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
