"rownum","i32","rid","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","i32","bool","i32","i32","bool","i32","[rid]","i32","bool","i32","bool","bool","i32","bool","bool","rid","bool","bool","bool","i32","i32","i32","i32","bool","i32","i32","rid","i32","rid","bool","bool","bool"
134,152,9317,"",4,0,1,4,5,0,0,5,4,0,1,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
135,153,1630,"",10,0,4,3,24,16,360,0,4,0,1,1,1,0,3,"",3,"",0,256,"",0,[],0,1,0,"","",0,"",1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
136,154,9375,"",6,600,4,2,50,10,225,0,6,0,4,2,1,0,0,"",2,1,0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
137,155,3900,"",7,0,3,6,70,40,0,20,2,0,1,2,1,0,0,"",3,"",0,256,"",0,[],0,"",300,1,1,0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
138,156,9388,"",6,800,3,3,60,12,0,12,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
139,157,9331,"",1,0,4,4,25,15,360,0,2,0,3,3,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
140,158,9405,"",6,2000,3,2,75,2,0,10,4,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,"",60,"",1,0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
141,159,9329,"",1,0,4,4,15,10,360,0,2,0,1,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
142,160,9330,"",1,0,4,4,25,20,360,0,2,0,1,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
143,161,1538,"",20,0,4,2,25,10,0,0,7,0,1,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
144,162,9332,"",1,0,4,4,45,40,360,0,2,0,1,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
145,163,9375,"",6,600,4,2,50,10,225,0,6,180,4,2,1,0,0,"",2,1,0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
146,164,3901,"",5,0,4,2,20,10,25,0,2,0,1,1,1,0,0,"",3,"",0,256,"",0,[],0,"",0,"","",0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
147,165,9332,"",1,0,4,4,10,5,360,0,2,0,1,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
148,166,3907,"",1,0,4,3,45,20,360,0,2,0,1,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
149,167,7824,"",4,500,4,4,60,20,0,0,4,0,4,2,5,72,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
150,168,9375,"",6,600,4,2,50,10,225,0,6,0,4,2,1,0,15,"",2,1,0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
151,169,9375,"",6,600,4,2,50,10,225,0,6,180,4,2,1,0,15,"",2,1,0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
152,170,1631,"",20,0,4,3,24,16,360,0,4,0,1,1,1,0,3,"",3,"",0,256,"",0,[],0,1,0,"","",0,"",1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
153,171,9281,"",3,0,3,4,30,5,0,0,4,-45,1,2,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
154,172,9282,"",8,0,3,4,70,10,0,0,4,0,1,2,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
155,173,9418,"",10,1000,1,2,60,0,0,0,4,0,2,2,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
156,174,6186,"",5,700,3,3,60,1,0,0,4,0,4,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,"","","","","","",251658240,0,0,-2013265920,"",0,0,0,0,0,"","",""
157,175,3910,"",6,0,1,4,23,0,0,0,4,0,1,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
158,176,3912,"",8,0,1,4,10,0,0,0,4,0,1,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
159,177,9463,"",3,300,3,2,35,10,0,30,2,90,1,1,1,0,0,"",2,"",0,320,"",0,[],0,"",0,"","",0,1,"","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
160,178,9463,"",3,300,3,2,35,10,0,30,2,-90,1,1,1,0,0,"",2,"",0,320,"",0,[],0,"",0,"","",0,1,"","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
161,179,9436,"",15,300,3,6,70,15,0,50,2,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
162,180,3143,"",2,500,1,2,20,0,0,0,4,0,2,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
163,181,"","",20,200,1,4,147,0,0,0,4,0,2,4,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
164,182,"","",20,200,1,4,147,0,0,0,4,0,2,4,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
165,183,3145,"",8,500,4,2,30,25,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
166,185,3147,"",8,500,1,2,30,0,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
167,186,3918,"",3,0,4,3,30,10,0,0,7,0,1,1,1,0,0,"",1,"",0,320,"",0,[],0,1,0,"","",0,"",1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
168,187,9560,"",4,1500,3,3,70,5,0,0,2,90,1,2,1,0,0,"",2,"",1,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
169,188,"","",16,2000,1,2,100,0,360,0,7,0,2,3,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
170,189,"","",16,0,1,2,100,0,360,0,7,0,4,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
171,190,9563,"",16,0,4,4,60,59,0,0,4,0,2,3,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
172,191,9558,"",10,1000,3,2,50,15,0,0,4,0,4,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
173,193,3915,"",3,0,1,4,15,0,0,0,6,0,1,1,1,0,10,"",4,"",0,256,"",0,[],0,1,0,"","",15,"",1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
174,195,9555,"",30,1500,1,4,70,0,0,0,7,0,1,2,1,0,0,"",2,"",0,320,"",0,[],500,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
175,197,9458,"",9,300,4,3,30,25,0,0,7,0,2,2,1,0,20,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
176,198,9533,"",3,2100,3,2,40,7,0,10,6,0,3,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
177,199,9533,"",3,2100,3,4,65,7,0,0,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
178,200,9534,"",3,2100,3,2,40,7,0,10,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
179,201,9534,"",3,2100,3,4,65,7,0,0,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
180,202,9583,"",5,1500,3,3,106,6,0,0,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
181,203,9584,"",5,1500,3,3,106,6,0,0,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
182,204,9585,"",5,1500,3,3,106,6,0,0,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
183,205,9586,"",5,1500,3,3,106,6,0,0,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
184,206,9537,"",4,1200,3,4,60,40,0,0,6,0,2,3,1,12,0,"",2,1,0,256,"",8,[],0,"",300,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
185,207,3149,"",15,2500,1,4,35,0,0,0,7,0,1,1,1,0,0,1,2,"",0,256,"",0,[],0,1,0,"","",0,"","","",1,"","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
186,208,9603,"",7,0,1,3,60,0,0,0,7,0,1,2,1,0,5,1,3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"",1,"","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
187,209,3926,"",40,8000,4,2,55,28,0,0,7,0,1,2,1,0,5,"",2,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
188,210,9613,"",9,0,1,4,40,0,0,0,7,0,1,1,1,0,0,"",3,"",0,256,"",0,[],0,1,200,"",1,0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
189,212,9628,"",8,2000,4,4,20,15,0,0,7,0,2,3,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
190,213,8274,"",6,1000,3,6,60,1,0,12,2,0,4,2,1,0,0,"",2,1,0,256,"",0,[],0,"",0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
191,214,8002,"",1,0,4,2,15,5,0,0,7,0,1,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
192,215,7521,"",12,0,3,4,20,50,0,-10,6,0,3,2,1,0,0,1,3,1,0,320,"",0,[],0,1,0,"","",0,"",1,"",1,"","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
193,216,9464,"",3,200,3,2,25,10,0,15,2,90,1,1,1,0,0,"",2,"",0,320,"",0,[],0,"",0,"","",0,1,"","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
194,217,9464,"",3,200,3,2,25,10,0,15,2,-90,1,1,1,0,0,"",2,"",0,320,"",0,[],0,"",0,"","",0,1,"","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
195,218,3931,"",3,0,4,2,45,40,135,0,6,0,2,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
196,219,9701,"",32,0,4,2,60,30,150,0,6,0,3,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
197,220,8367,"",8,300,4,2,70,25,90,0,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
198,221,8003,"",30,5000,4,2,30,15,360,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
199,222,8369,"",4,300,4,2,50,30,90,0,6,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
200,223,9743,"",6,0,2,3,78,0,30,0,3,0,1,1,1,0,0,"",1,"",0,256,"",0,[],0,"",0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
201,224,9744,"",6,0,2,3,78,0,30,0,3,0,1,1,1,0,0,"",1,"",0,256,"",0,[],0,"",0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
202,225,9768,"",40,25000,1,4,30,0,0,0,6,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
203,226,9767,"",20,2000,4,2,100,40,0,0,7,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
204,227,9796,"",15,3000,1,4,45,0,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
205,228,9794,"",50,5000,4,4,90,70,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
206,229,9794,"",40,5000,4,4,70,60,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
207,230,9794,"",30,5000,4,4,60,50,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
208,231,9794,"",25,5000,4,4,50,40,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
209,232,9794,"",20,5000,4,4,40,30,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
210,233,9795,"",10,5000,1,4,30,0,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
211,234,7999,"",4,0,2,4,30,0,170,0,4,0,2,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
212,235,7999,"",6,0,2,4,40,0,170,0,4,0,2,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
213,236,7999,"",9,0,2,4,60,0,170,0,4,0,2,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
214,237,7999,"",4,0,2,4,30,0,270,0,4,0,2,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
215,238,7999,"",6,0,2,4,40,0,270,0,4,0,2,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
216,239,7999,"",9,0,2,4,60,0,270,0,4,0,2,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
217,240,8680,"",4,0,4,4,31,30,0,0,4,0,4,2,1,90,0,1,1,"",0,256,"",0,[],0,1,0,"","",0,1,"","",1,1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
218,241,8681,"",3,1500,4,2,100,40,90,0,6,0,4,2,2,0,0,"",2,1,0,256,"",0,[],0,1,0,"","",0,1,"","","","","",838860800,0,0,-2013265920,"",0,0,0,0,0,"","",""
219,242,1634,"",9,0,4,4,30,29,0,0,6,180,4,2,1,40,0,1,3,"",0,256,"",0,[],0,1,0,"","",0,1,"","",1,1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
220,243,8280,"",30,15000,1,2,60,0,0,0,7,0,1,1,1,0,0,"",2,"",0,320,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
221,244,8680,"",4,0,3,4,100,1,0,0,4,270,2,2,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,"","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
222,245,3941,"",20,6000,4,2,30,10,0,0,7,0,1,1,1,0,5,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
223,246,1647,"",20,3000,3,6,80,5,0,15,4,0,1,1,1,0,0,"",2,"",0,320,"",0,[],300,"",0,"","",0,1,"","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
224,247,8281,"",10,3000,3,4,70,70,0,0,7,0,1,1,1,0,0,"",2,"",0,320,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
225,248,1647,"",60,5000,3,6,80,5,0,15,4,0,1,1,1,0,0,"",2,"",0,320,"",0,[],300,"",0,"","",0,1,"","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
226,249,8281,"",30,5000,3,4,70,70,0,0,7,0,1,1,1,0,0,"",2,"",0,320,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
227,250,3314,"",10,2000,1,2,60,0,0,0,7,0,1,1,1,0,0,"",2,"",0,320,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
228,251,8282,"",20,1000,4,2,60,10,0,0,7,0,1,1,1,0,0,"",2,"",0,320,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
229,252,5295,"",50,15000,4,2,80,10,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
230,253,8283,"",1,0,3,6,160,1,0,60,2,90,4,4,1,0,0,"",1,"",0,1280,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
231,254,8284,"",1,0,3,6,128,1,0,-60,2,90,4,4,1,0,0,"",1,"",0,1024,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
232,255,8677,"",10,1500,3,6,120,100,0,15,2,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,"",0,"","",0,1,"","","","","",0,0,0,-2013265920,"",0,0,0,0,0,"","",""
233,256,6334,"",8,8000,4,2,50,20,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[1215],1500,1,0,"","",0,"","","","","","",0,0,0,-1744830464,"",0,0,0,0,0,"","",""
234,257,6335,"",25,7000,3,4,100,100,0,0,7,0,1,2,1,0,50,"",2,"",0,256,"",0,[1313],1000,1,0,"","",0,1,"","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
235,258,8285,"",8,1500,4,2,70,30,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
236,259,8286,"",4,0,4,2,50,49,0,0,4,0,2,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
237,260,1647,4988,20,3000,3,6,80,5,0,5,4,0,1,1,1,0,0,"",2,"",0,320,"",0,[],300,"",0,"","",0,1,"","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
238,261,8288,"",6,0,1,4,50,0,0,0,7,0,1,1,1,0,0,"",3,"",0,320,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
239,262,1650,"",150,0,3,2,10,1,0,0,6,0,1,1,1,0,0,"",3,"",0,256,"",0,[],0,"",45,"",1,0,1,1,"","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
240,267,1599,"",3,0,3,4,30,3,0,-10,4,-45,1,3,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
241,268,8687,"",10,10000,1,2,70,0,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
242,269,8687,"",15,10000,1,2,70,0,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
243,270,8687,"",20,10000,1,2,70,0,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
244,271,8687,"",25,10000,1,2,70,0,0,0,7,0,1,1,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
245,272,3171,"",4,1000,4,2,60,30,0,0,7,0,1,2,1,0,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
246,273,3941,"",60,6000,4,2,40,30,0,0,7,0,1,1,1,0,5,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
247,274,8262,3599,6,600,1,4,65,0,0,0,7,0,1,2,1,0,5,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
248,275,10013,"",6,200,2,6,50,0,60,20,6,0,1,2,1,0,5,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
249,276,9984,"",2,0,3,6,1,40,0,33,6,0,3,4,1,20,0,"",3,"",0,256,"",0,[],0,"",0,"","",0,"",1,"","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
250,277,9985,"",2,0,3,6,1,40,0,33,6,0,3,4,1,20,0,"",3,"",0,256,"",0,[],0,"",0,"","",0,"",1,"","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
251,278,10041,"",2,0,3,6,1,30,0,-10,6,0,3,4,1,15,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
252,279,"","",2,0,3,4,1,90,0,0,6,90,3,4,1,45,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
253,280,1671,"",20,0,4,3,45,20,360,0,12,0,2,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,1,"","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
254,281,"","",3,0,3,2,1,100,0,0,4,0,3,4,1,30,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
255,282,"","",1,0,3,4,70,70,0,0,6,90,3,3,1,35,0,"",1,1,1,256,"",0,[],0,1,0,"","",0,1,"","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
256,283,10042,"",2,0,3,6,1,30,0,-10,6,0,3,4,1,15,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
257,284,10014,"",6,200,2,6,50,0,60,20,6,0,1,2,1,0,5,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
258,285,4966,"",1,0,1,3,1,0,0,0,7,0,1,1,1,0,0,"",1,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-1476395008,"",0,0,0,0,0,"","",""
259,286,10134,"",8,928,3,4,55,55,0,0,6,0,1,2,1,0,7,"",2,"",0,256,"",0,[5542],800,1,0,"","",0,"","","","","","",0,0,0,-1207959552,"",0,0,0,0,0,"","",""
260,287,10137,5600,150,30000,1,4,20,0,0,0,7,0,1,1,1,0,0,1,2,"",0,256,"",0,[],0,1,0,"","",0,1,"","",1,1,"",0,0,0,-1207959552,"",0,0,0,0,0,"","",""
261,288,2048,"",4,0,1,6,5,0,0,20,6,0,4,4,1,0,0,"",3,"",0,256,"",0,[],0,1,80,"",1,0,1,1,"","","","",0,0,0,-1207959552,"",0,0,0,0,0,"","",""
262,289,10179,"",9,200,2,6,55,0,85,15,6,0,1,2,1,0,5,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","",1,"",0,0,0,-1207959552,"",0,0,0,0,0,"","",""
263,290,10191,"",5,600,2,2,42,0,256,15,6,-90,4,4,1,44,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-1207959552,"",0,0,0,0,0,"","",""
264,291,10191,"",8,200,2,2,54,0,256,15,6,-90,4,4,1,28,0,"",2,"",0,256,"",0,[],0,1,0,"","",0,"","","","","","",0,0,0,-1207959552,"",0,0,0,0,0,"","",""
265,292,3950,"",1,0,4,3,30,15,360,0,2,0,1,1,1,0,0,"",3,"",0,256,"",0,[],0,1,0,"","",0,"",1,"","","","",0,0,0,-1207959552,"",0,0,0,0,0,"","",""
266,293,1646,"",8,0,3,4,40,30,0,0,4,0,1,2,1,0,0,"",3,"",0,256,"",0,[],0,"",0,1,1,0,1,1,"","",1,"",0,0,0,-1207959552,"",0,0,0,0,0,"","",""
