"rownum","Id","Name","IsCategory","Category","SkillGem"
524,"StarfallTheme","Starfall","",324,[]
525,"NecrolordTheme","Necrolord","",324,[]
526,"DirebladeTheme","Direblade","",324,[]
527,"CursedTheme","Cursed","",324,[]
528,"AtlantisTheme","Atlantis","",324,[]
529,"ScourgeTheme","Scourge","",324,[]
530,"ScourgelordTheme","Scourgelord","",324,[]
531,"OnyxTheme","Onyx","",324,[]
532,"AstralTheme","Astral","",324,[]
533,"Core2022Theme","Core 2022","",324,[]
534,"WinterDragonTheme","Winter Dragon","",324,[]
535,"HarmonyTheme","Harmony","",324,[]
536,"GodOfThunderTheme","God of Thunder","",324,[]
537,"Archnemesis","Archnemesis","",324,[]
538,"AuspiciousTheme","Auspicious","",324,[]
539,"HarmoniousTheme","Harmonious","",324,[]
540,"VulcanTheme","Vulcan","",324,[]
541,"MercurialTheme","Mercurial","",324,[]
542,"EtherealTheme","Ethereal","",324,[]
543,"MasqueradeTheme","Masquerade","",324,[]
544,"KiracsVaultTheme","Kirac's Vault","",324,[]
545,"ChaosTheme","Chaos","",324,[]
546,"Stormstrider","Stormstrider","",324,[]
547,"SentinelTheme","Sentinel","",324,[]
548,"OphidianTheme","Ophidian","",324,[]
549,"RubyTheme","Ruby","",324,[]
550,"SapphireTheme","Sapphire","",324,[]
551,"MoltenTheme","Molten","",324,[]
552,"MistTheme","Mist","",324,[]
553,"ExaltedTheme","Exalted","",324,[]
554,"Unlocked","Unlocked",1,"",[]
555,"StormstriderBoots","Stormstrider Boots","",546,[]
556,"ScintillationBodyArmour","Scintillation Body Armour","",464,[]
557,"NgamahuBodyArmour","Ngamahu Body Armour","",428,[]
558,"ThunderstrikeGloves","Thunderstrike Gloves","",345,[]
559,"PhoenixHelmet","Phoenix Helmet","",325,[]
560,"ManaTankBackAttachment","Mana Tank Back Attachment","",364,[]
561,"SplinteringShield","Splintering Shield","",410,[]
562,"WillpowerAmulet","Willpower Amulet","",364,[]
563,"FlaskEffectSentinel","Nexus Flask Effects","",364,[]
564,"CrystallineChargeSentinel","Crystal Charges","",393,[]
565,"FlareCharacterEffect","Flare Character Effect","",325,[]
566,"WarpRuneHideout","Hideout Warp Runes","",364,[]
567,"ShardcrownHelmet","Shardcrown Helmet","",393,[]
568,"DeathnotchBow","Deathnotch Bow","",364,[]
569,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","",517,[]
570,"LakeOfKalandraTheme","Lake of Kalandra","",324,[]
571,"PyromaniacWeaponEffect","Pyromaniac Weapon Effect","",325,[]
572,"SummonersAmulet","Summoner's Amulet","",364,[]
573,"OshabisHeaddress","Oshabi's Headdress","",498,[]
574,"CrystallisedBodyArmour","Crystallised Body Armour","",393,[]
575,"EnchantersRing","Enchanter's Ring","",364,[]
576,"TorturersGloves","Torturer's Gloves","",364,[]
577,"FireworksBackAttachment","Fireworks Back Attachment","",364,[]
578,"CrystalariumBoots","Crystalarium Boots","",393,[]
579,"GloriousHelmet","Glorious Helmet","",364,[]
580,"RaincallerFlask","Raincaller Flask","",364,[]
581,"DovecallerWings","Dovecaller Wings","",364,[]
582,"StormHarrier","Storm Harrier Pet","",364,[]
583,"RevelationBlade","Revelation Blade","",364,[]
584,"Arachnomorph","Arachnomorph Pet","",364,[]
585,"TinkersWaypoint","Tinker's Waypoint","",364,[]
586,"ForbiddenSanctum","Forbidden Sanctum","",324,[]
587,"Core2023","Core 2023","",324,[]
