"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness"
1110,"NecromancerSummonSkeletons",[],"[548,547,357,637,883]","[2,4,20000,-50,1]",0,0
1111,"MapNecromancerVaalSummonSkeletons",[2498],"[2234,547,357,649,645]","[4,4,20000,450,-33]",0,0
1112,"NecromancerSummonSkeletonsSawbones",[],"[357,637,883]","[20000,-50,1]",0,0
1113,"NecromancerSummonSkeletonsBossDescent",[],"[548,547,357,637,883]","[3,3,20000,-50,1]",0,0
1114,"NecromancerSummonSkeletonsInvasion",[],"[357,637,883]","[20000,-50,1]",0,0
1115,"TotemSummonSkeletonsInvasion",[855],"[548,357,637,883,861,863]","[2,20000,-50,1,15000,80]",0,0
1116,"ExileSummonSkeletons",[],"[548,488]","[2,20]",0,0
1117,"FireWitchSummonExplodingSkeletons",[],"[548,547,357,883]","[3,12,20000,2]",0,0
1118,"FireFurySummonExplodingSkeletons",[],"[548,547,357,883]","[2,12,10000,2]",0,0
1119,"ShrineSummonSkeletons",[],"[357,637,883]","[30000,-50,1]",0,0
1120,"ShrineSummonSkeletonsPlayer",[],"[357,637,883]","[30000,-50,1]",0,0
1121,"NemesisDaemonSummonSkeleton",[],"[548,547,357,637,883]","[2,8,30000,-50,1]",0,0
1122,"DaemonSummonSkeletonDescent2",[],"[548,547,357,637,883]","[3,8,45000,-50,1]",0,0
1123,"ChestSummonSkeletons",[],"[357,637,883]","[45000,-50,1]",1,0
1124,"TempestDaemonSummonSkeletons",[],"[357,637,883]","[20000,-50,1]",0,0
1125,"NecromancerFlammabilitySummonSkeletons",[],"[548,547,357,883]","[4,8,20000,3]",0,0
1126,"MetamorphosisNecromancerSummonSkeletons",[],"[548,547,883,357]","[1,6,1,12000]",0,0
1127,"MetamorphosisNecromancerSummonExplodingSkeletons",[],"[548,547,883,357]","[3,3,2,12000]",0,0
1128,"HeavyStrike",[110],"[108,1230]","[25,2]",0,0
1129,"HeavyStrikeRoyale",[110],"[108,5811]","[25,20]",0,0
1130,"VaalHeavyStrike",[684],[634],[75],0,0
1131,"MonsterHeavyStrike",[110],"[108,634]","[30,50]",0,0
1132,"MonsterHeavyStrikeUnique","[12555,110]","[108,26,634]","[250,15,50]",0,0
1133,"VaalOverseerHeavyStrike","[12555,110]","[108,1100]","[1,40]",0,0
1134,"WbHeavyStrike",[110],"[108,634,1921]","[30,10,25]",0,0
1135,"MonsterHeavyStrikeInvasion",[110],"[108,634]","[30,50]",0,0
1136,"ZombieBossHeavyStrike",[110],"[108,1251,1238,634]","[30,3,40,50]",0,0
1137,"EssenceKaruiSpiritHeavyStrike",[110],"[108,634,70]","[30,50,80]",0,0
1138,"BanditBearHeavyStrike",[110],"[108,634]","[30,50]",0,0
1139,"LegionKaruiHeavyStrike",[],"[108,634]","[30,50]",0,0
1140,"LegionKaruiHeavyStrike2H",[],"[108,634]","[30,50]",0,0
1141,"DominatingBlow",[4720],"[357,8077,8078,8079,3192,8152]","[1000,9,3,1,20000,25]",0,0
1142,"DominatingBlowRoyale",[4720],"[357,8077,8078,8079,3192]","[1000,5,3,1,10000]",0,0
1143,"DarkExileRainOfArrows","[499,618]","[26,634,1301,5755]","[51,-25,1,39]",0,0
1144,"CockerelMapBossVaalRainOfArrows","[499,618,2187,6912]",[357],[1500],0,0
1145,"MonsterShockedGroundRainOfArrows","[618,499]",[],[],0,0
1146,"DarkExileShockedGroundRainOfArrows","[618,499]","[634,2118,1301,5755]","[15,3000,1,-20]",0,0
1147,"RainOfArrowsVaalSummonedSkeleton","[618,499]",[634],[-20],0,0
1148,"ExileRainOfArrows","[618,499]","[1301,660]","[1,-35]",0,0
1149,"ExileVaalRainOfArrows","[499,618,2187]",[660],[-35],0,0
1150,"WbRainOfArrows","[618,499]","[1301,660]","[1,-35]",0,0
1151,"DarkExileVaalRainOfArrows","[499,618,2187]","[175,70,634,660,357,5755]","[-35,22,-30,-35,4000,-18]",0,0
1152,"MonsterRainOfSpines","[499,618]","[634,5755]","[100,47]",0,0
1153,"SupportConcentratedEffect",[],[2713],[-30],0,0
1154,"SupportConcentratedEffectRoyale",[],[2713],[-30],0,0
1155,"SupportMinionDamage",[],[14584],[-25],0,0
1156,"SupportIncreasedDuration",[],[],[],0,0
1157,"SupportIncreasedDurationRoyale",[],[],[],0,0
1158,"SupportColdToFire",[],[1104],[50],0,0
1159,"SupportChanceToIgnite",[],"[611,7796]","[25,-10]",0,0
1160,"SupportedSkillsChanceToIgniteUnique",[],[611],[30],0,0
1161,"SupportMinionSpeed",[],[],[],0,0
1162,"SupportMinionLife",[],[],[],0,0
1163,"SupportWeaponElementalDamage",[],[],[],0,0
1164,"SupportLifeGainOnHit",[],[],[],0,0
1165,"Firestorm","[1996,618]","[612,1116,12396,12397,12424,357]","[150,450,325,100,3,1400]",0.5901,0.0487
1166,"FirestormRoyale","[1996,618]","[612,12396,12397,12424,4267,357]","[300,250,100,3,-50,1400]",0.9824,0.0365
1167,"MonsterFirestormLegends",[618],"[357,612,611,1820]","[1000,120,25,56]",0.9709,0.058
1168,"FireWitchFirestorm","[618,3065]","[357,612,2696,660,1820]","[15000,125,-40,-50,-49]",1.206,0.058
1169,"ExileFirestorm",[618],"[612,611,660]","[100,25,-50]",1.8889,0.0515
1170,"DarkExileFirestorm",[618],"[357,612,1820,216]","[3000,85,-49,35]",1.6667,0.054
1171,"DarkExileLightningstorm",[618],"[357,612,1820,216]","[3000,150,-49,35]",1.0413,0.054
1172,"WbLightningstormLeader",[618],"[357,612,1820,216]","[3000,200,-49,35]",1.0413,0.054
1173,"TalismanT1PrismaticLightningStorm",[618],"[357,612,1820]","[1500,150,-49]",0.7289,0.052
1174,"LionWolfLightningBossLightningstorm",[618],"[357,612,1820,216]","[3000,200,-49,35]",1.0413,0.054
1175,"HarbingerCannibalLightningStorm",[618],"[357,612,1820]","[200,300,-79]",0.75,0.054
1176,"DarkExileIcestorm",[618],"[357,612,1820,2111,216]","[3000,120,-49,3000,35]",1.3636,0.054
1177,"CannibalIcestorm",[618],"[357,612,5755]","[3000,120,-50]",1.2727,0.042
1178,"DarkSeawitchIcestorm","[618,3065]","[357,612,1820,2111,216]","[20000,1500,76,3000,50]",1.7545,0.054
1179,"DarbelLePageIceStorm",[618],"[357,612,1820,2111,216]","[3000,120,-49,3000,35]",1.3636,0.054
1180,"ProphecyIceStorm",[618],"[357,612,2111]","[3000,150,1500]",1.3636,0.054
1181,"TalismanT1PrismaticIceStorm",[618],"[357,612,1820]","[1500,150,-49]",0.5301,0.055
1182,"EssenceTriggeredIceStormSmall",[618],"[357,612,1820,2111,4808,5755]","[1125,75,42,300,100,-40]",0.6955,0.051
1183,"EssenceTriggeredIceStormLarge",[618],"[357,612,1820,2111,4808,5755]","[1125,75,-75,300,100,80]",0.6955,0.051
1184,"DarkExileChaosstorm","[618,1783,330,7935]","[357,612,1820,868,1775]","[3000,75,-49,6000,2]",0.2667,0.049
1185,"ChaosElementalMapBossChaosstorm","[618,3065]","[357,612,1820,660]","[6000,125,-49,-50]",0.3533,0.049
1186,"EssenceChaosstorm","[618,3065]","[612,1820,660]","[125,-49,-50]",0.2667,0.045
1187,"ShrineFirestorm",[618],"[357,612,1819,1820]","[1000,400,3000,107]",2.1,0.051
1188,"EssenceDaemonFirestorm","[618,855,1785]","[357,612,1819,1820,863]","[1000,400,3000,107,80]",2.1,0.051
1189,"TormentDaemonFirestorm",[618],"[357,1819,1820]","[1000,3000,156]",2.1,0.051
1190,"TempestDaemonFirestorm","[618,3065]","[357,1819,1820]","[2000,3000,-51]",2,0.0515
1191,"ShrineFirestormPlayer",[618],"[357,612,1819,216,1820,5755]","[500,125,2000,300,-58,-20]",0.7222,0.048
1192,"BeyondDemonFirestorm","[3065,618]","[611,660,1820]","[25,-50,300]",1.1111,0.04
1193,"WbFirestormLeader","[3065,618]","[357,612,611,660,1820]","[5000,200,25,-50,300]",1.1111,0.04
1194,"GladiatorBossFirestorm","[3065,618]","[357,612,611,660,1820]","[12000,100,25,-50,300]",1.1111,0.04
1195,"WbFirestormElite1","[3065,618]","[357,612,611,660,1820]","[3000,200,25,-50,-49]",1,0.054
1196,"WbFirestormElite2","[3065,618]","[357,612,611,660,1820]","[8000,200,25,-50,-49]",1.3333,0.055
1197,"WestFirestormDaemon",[618],"[357,612,1819,216,5755]","[500,100,2000,300,-10]",0.8889,0.048
1198,"KaomWarriorFireStorm",[618],"[611,660,1820]","[25,-50,-49]",1.2333,0.033
1199,"MapKaomWarriorFireStorm","[3065,618]","[357,612,611,660,1820]","[9000,250,25,-50,30]",1.2333,0.033
1200,"ProphecyFireStorm",[618],"[611,660,1820]","[25,-50,-49]",1.2333,0.033
1201,"ProphecyFirestormTriggered","[618,4648]","[357,612,611,660,1820,1819]","[3000,100,25,50,56,3000]",1.3333,0.055
1202,"ProphecyFirestormFireElemental","[618,1929]","[612,611,660,1820]","[100,25,-50,-49]",1.2333,0.032
1203,"EssenceDaemonMeteorFirestorm",[618],"[357,612,611,660,1820,5755]","[3000,1000,25,-50,-90,150]",4.8,0.04
1204,"BetrayalGraviciusMeteor",[618],"[357,611,1820,5755]","[4000,100,75,75]",2.4,0.05
1205,"MonsterSpinestorm",[618],"[357,612,660,1820,2696]","[4000,90,50,-51,-30]",1.75,0.058
1206,"MetamorphosisSpinestorm",[618],"[357,612,660,1820,2696]","[6000,70,50,-51,-30]",1.75,0.058
1207,"BestiaryIguanaSpinestorm",[618],"[357,612,660,1820,2696]","[4000,90,50,-51,-30]",1.75,0.058
1208,"MonsterSpinestormSideArea","[618,855]","[861,863]","[20000,80]",1,0.0321
1209,"TempestDaemonSpinestorm","[618,3065]","[612,5755]","[125,-30]",2,0.052
1210,"SpinestormSideAreaBoss",[618],"[357,612,660,1820,2696]","[2500,125,50,-49,-25]",1.32,0.042
1211,"SpinestormSideAreaBossEnrage","[618,3065]","[357,612,660,1820,2696]","[10000,125,50,-49,-40]",1.32,0.048
1212,"MonsterSpinestormEnraged","[618,3065]","[357,612,660,1820,2696]","[30000,125,50,-49,-30]",2,0.058
1213,"IncaBossIcestorm",[618],"[357,1820,2111]","[5000,-36,1400]",0.6,0.058
1214,"IcestormSideAreaBoss","[618,1783,330,7935,2559,5854]","[357,612,1179,1820,2111,868]","[5000,50,9,-36,1200,12000]",0.6,0.058
1215,"TempestDaemonIceStorm","[618,3065]","[612,1820]","[50,-51]",1.3182,0.058
1216,"MerveilIcestorm","[618,3065]","[357,612,2696]","[6000,50,-35]",0.7852,0.058
1217,"MerveilIcestormMetamorphosis","[618,3065]","[612,1820,2696,357]","[50,-60,-35,500]",0.7852,0.058
1218,"MapMerveilIcestorm","[618,3065]","[357,612,1820,2111,2696]","[6000,50,-35,3600,-35]",0.5091,0.058
1219,"StrMissionIcestormDaemon","[618,1929]","[357,612,1820,2111]","[3000,100,-96,1000]",0.6909,0.058
1220,"WbColdLeaderIcestorm","[618,1929]","[357,612,1820,2111]","[6000,100,300,3000]",0.6909,0.058
1221,"WestIcestorm",[618],"[357,612,1820,2111]","[2000,60,21,2000]",0.2827,0.058
1222,"AutonomousIceStormTrap",[618],"[357,612,1820]","[5000,100,-64]",0.6,0.058
1223,"WeylamsWarChestBossIceStorm",[618],"[357,612,1820,2111,216]","[4000,300,43,1000,25]",0.3,0.058
1224,"MossMonsterBossChaosStorm",[618],"[357,612,1820]","[3000,75,-49]",0.44,0.0445
1225,"FrogBossDexMissionChaosStorm",[618],"[357,612,1820]","[5000,125,95]",0.44,0.0445
1226,"ProphecyChaosStorm",[618],"[357,612,1820]","[5000,125,300]",0.44,0.0445
1227,"StrMissionRockstorm","[618,2421]","[357,612,5755]","[1000,400,70]",3,0.0459
1228,"BeastMapBossRockstorm","[618,2421,3065]","[357,612,1820,5755]","[7000,400,38,70]",2,0.041
1229,"StrDexMissionRockstorm","[618,2421]",[357],[3500],2,0.0436
1230,"SynthesisSpikerFirestorm","[618,2421]","[357,612]","[1000,50]",2,0.041
1231,"VaalIncursionLegionFirestorm","[618,2421]","[357,612,1102]","[1500,150,50]",2,0.041
1232,"UltimatumRuneLightningStorm","[618,3065]","[612,1116,12396,12397,12424,13867,357]","[150,350,250,150,3,-100,3000]",1.56,0.0455
1233,"UltimatumRuneLightningStormLarge","[618,3065]","[612,1116,12396,12397,12424,13867,5755,357]","[150,350,250,150,3,-100,50,3000]",1.85,0.0489
1234,"HellscapeMeteor",[618],"[612,1820,357]","[500,500,250]",3.6,0.0525
1235,"HellscapeLightningStrike","[618,3065]","[612,1820,357]","[200,150,450]",3.2,0.0475
1236,"ExpeditionMossMonsterFireStorm","[618,3065]","[612,1116,12396,12397,12424,13867,357]","[500,350,250,150,3,-100,3000]",1.8,0.045
1237,"DelveIceElementalIceStorm",[618],"[357,612,1820,2111]","[2000,150,-30,1000]",0.3,0.058
1238,"MonsterViperStrike","[3682,12428]","[450,3367,357]","[10,100,4000]",0.65,0.0255
1239,"MonsterViperStrikeAtAnimationSpeed","[3682,12428,12555]","[450,3367,357]","[25,100,4000]",0.65,0.0255
1240,"MonsterViperStrikeAtAnimationSpeedUnique","[3682,12428,12555]","[450,3367,357]","[25,100,4000]",0.65,0.0255
1241,"MonsterViperStrikeSabreSpider","[3682,12428]","[450,3367,357]","[25,100,4000]",0.65,0.0255
1242,"SummonedSpiderViperStrike","[3682,12428]","[3367,357]","[100,4000]",0.65,0.0255
1243,"SextantParasiteViperStrike","[3682,12428]","[450,3367,357,3363]","[25,100,10000,-50]",0.65,0.0255
1244,"MonsterViperStrikeInvasion","[3682,12428]","[450,3367,357]","[25,100,4000]",0.65,0.0255
1245,"SpiderViperStrikeSideAreaBoss","[1247,3682,12428]","[450,3367,1249,2696,357,5755]","[25,100,-30,10,4000,70]",0.8,0.027
1246,"ExileViperStrike","[3682,12428]","[450,3367,357]","[25,100,4000]",0.8,0.027
1247,"DelveSpiderAzuriteStrike",[],"[357,177]","[5000,-15]",0.8,0.027
1248,"HarvestSpiderViperStrike","[3682,12428]","[1103,3367,357]","[10,100,4000]",0.65,0.0255
1249,"AxisGeneralFirestorm","[618,3065]","[357,612,611,660,1820]","[8000,130,25,-50,600]",4,0.0518
1250,"AxisGeneralFirestormMapBoss","[618,3065]","[357,612,611,660,1820]","[8000,130,25,-50,600]",2.875,0.0518
1251,"AxisGeneralFirestormDescent",[618],"[357,612,611,660,1820]","[1200,125,25,-50,-49]",1.7,0.027
1252,"AxisGeneralFirestormDescent2",[618],"[357,612,611,660,1820]","[8000,125,25,-50,-49]",1.8,0.027
1253,"MonsterFireStorm",[618],"[357,2696,611,660,1820]","[1200,-25,25,-50,-49]",1.2333,0.033
1254,"MonsterFireStormMetamorphosis",[618],"[357,2696,611,660,1820]","[200,-25,25,-50,-49]",1.2333,0.033
1255,"FemaleCannibalBossFireStorm",[618],"[357,612,2696,611,660,1820]","[3000,100,-25,25,-75,-74]",1.2333,0.033
1256,"FemaleCannibalBossFireStormTriggered",[618],"[612,2696,611,660,1820,357]","[200,-25,25,-75,-74,1000]",1.2333,0.033
1257,"FemaleCannibalBossFireStormMetamorphosis",[618],"[612,2696,611,660,1820,1819,357]","[100,-25,25,-75,-87,5000,200]",1.2333,0.033
1258,"AvariusDivineCall","[618,2421]","[357,612,1820]","[1000,200,-64]",3.3333,0.033
1259,"ElderDivineCallCascade","[618,2421,6314]","[357,612,1820]","[600,300,-50]",4.5,0.033
1260,"AvariusDivineCallMap","[618,2421]","[357,612,1820]","[1000,200,-64]",3.3333,0.033
1261,"MapBossGuardianFireStorm",[618],"[357,2696,611,660,1820]","[1200,-25,25,-50,-49]",4,0.033
1262,"TalismanT1PrismaticFireStorm",[618],"[357,612,2696,611,1820]","[1500,150,-25,25,-49]",0.6479,0.055
1263,"MonsterFireStormBossDescent",[618],"[357,612,611,660,1820]","[1500,125,25,-50,-49]",1.2333,0.033
1264,"MonsterFireStormInvasion",[618],"[612,611,660,1820]","[125,25,-50,-49]",1.2556,0.0545
1265,"MonsterFireStormKaomsChest",[618],"[612,611,1820]","[125,25,-49]",1.3667,0.0545
1266,"MonsterFireStormCannibalInvasion",[618],"[612,611,660,1820]","[125,25,-50,-49]",1.2,0.0545
1267,"NemesisDaemonFireStormBoss",[618],"[357,612,1820,216]","[3000,100,-64,100]",1.3333,0.031
1268,"NemesisDaemonSpikeStormBoss",[618],"[357,612,660,1820]","[5600,350,50,-49]",1,0.045
1269,"MonsterFireStormBossDescent2","[3065,618]","[357,612,611,660,1820]","[15000,125,25,-50,-49]",1.7,0.027
1270,"StrDexMissionFireStorm",[618],"[357,612,611,1820,2390]","[1600,200,25,-58,100]",1.7,0.027
1271,"PietyLightningStorm","[618,3065]","[357,612,659,2696,1820]","[5600,350,10,-35,-49]",1,0.058
1272,"MapPietyLightningStorm","[618,3065]","[357,612,659,1820,2696]","[5600,350,10,-49,-35]",1,0.058
1273,"MonsterCastOnDeathLightningStorm","[618,1827]","[357,612,1781,1820,2696]","[4000,350,100,-49,-40]",0.8269,0.048
1274,"NemesisDaemonLightningStorm",[618],"[357,612,659,1820]","[5600,350,10,-49]",0.8269,0.048
1275,"ExileMarauderLightningStorm",[618],"[357,659,1820]","[5600,10,-49]",1,0.048
1276,"NemesisDaemonLightningStormLowbie",[618],"[357,612,659,1820]","[5600,350,10,-49]",0.66,0.048
1277,"TempestDaemonLightningStorm","[618,3065]","[357,612,659,1820]","[5600,350,10,-51]",1.25,0.058
1278,"ProphecyBookLightningStorm","[618,3065]","[357,612,1820]","[3000,500,-51]",0.8269,0.048
1279,"AbberathDaemonFireStorm","[618,3065,2421]","[357,612,1820,2696]","[2000,400,-60,-50]",3.3333,0.033
1280,"MaligaroBladefallFirestorm1","[618,3065]","[357,612,1820,6177,1103,2696]","[125,120,-40,100,50,-60]",1,0.033
1281,"MaligaroBladefallFirestorm1Clone","[618,3065]","[357,612,1820,6177,1103,2696]","[125,120,-40,100,50,-60]",0.65,0.033
1282,"MaligaroBladefallFirestorm2","[618,3065]","[357,612,1820,6177,1103,2696]","[125,120,-40,100,50,-60]",1.28,0.033
1283,"ReliquaryMonsterFirestorm",[618],"[357,612,1820,2696,5755]","[1200,300,-55,-30,30]",1,0.0325
1284,"ReliquaryMonsterFirestormSanctum",[618],"[357,612,1820,2696,5755,16991,660]","[1200,200,-80,-30,30,5,-50]",0.5,0.0325
1285,"CelestialFirestormMeteors",[618],"[357,612]","[1200,400]",2.2222,0.033
1286,"VaalIncursionFirestorm",[618],"[357,612,1820]","[600,200,100]",4.4444,0.04
1287,"VaalIncursionSuperFirestorm","[618,2421,3065]","[357,612,1820]","[10000,600,200]",4.4444,0.04
1288,"VaalIncursionArmourFirestorm","[618,1929,8014]","[357,612,1820]","[100,200,-80]",1.45,0.033
1289,"VaalIncursionWeaponFirestorm",[618],"[357,612,1820]","[100,100,-80]",2.2222,0.033
1290,"HoodedVaalBossSuperFirestorm","[618,2421,3065]","[357,612,1820]","[500,1000,-100]",4,0.048
1291,"HoodedVaalBossSuperFirestorm2","[618,2421,3065]","[357,612,1820]","[1000,1000,-100]",5,0.048
1292,"DelveAbyssLichBossLaserStorm","[618,2421]","[357,612,2696,1103]","[6000,200,-30,15]",1.16,0.037
1293,"BlightTowerMeteor","[618,2421]","[612,1820,4267,357]","[1000,-95,200,200]",150,0.06
1294,"BlightTowerMeteor_buff1","[618,2421]","[612,1820,4267,357]","[1000,-95,300,200]",150,0.06
1295,"BlightTowerMeteor_buff2","[618,2421]","[612,1820,4267,357]","[1000,-95,400,200]",150,0.06
1296,"BlightTowerMeteor_buff3","[618,2421]","[612,1820,4267,357]","[1000,-95,500,200]",150,0.06
1297,"BlightTowerLightningStorm","[618,2421,3065]","[612,357]","[200,13000]",12,0.06
1298,"BlightTowerLightningStorm_buff1","[618,2421,3065]","[612,357]","[170,13000]",12,0.06
1299,"BlightTowerLightningStorm_buff2","[618,2421,3065]","[612,357]","[140,13000]",12,0.06
1300,"BlightTowerLightningStorm_buff3","[618,2421,3065]","[612,357]","[110,13000]",12,0.06
1301,"BlightTowerLightningStormTriggered","[618,2421]","[612,1820,357]","[1000,-80,200]",6,0.06
1302,"MetamorphosisAbberathFirestorm","[618,3065,2421]","[357,612,1820,2696]","[6000,125,-60,-50]",4.4444,0.04
1303,"AfflictionOnDeathFirestorm","[618,2421,3065]","[1820,1100,357]","[-75,75,900]",1.4,0.033
1304,"LightningStrike","[788,9612]","[1102,2520,7089]","[50,70,30]",0.67,0.0233
1305,"LightningStrike_Projectile",[499],[],[],0.67,0.0233
1306,"ExileLightningStrike",[],"[1102,780,2520]","[50,-30,70]",1,0
1307,"VinktarBossVaalLightningStrike",[],"[1102,357,2193]","[50,5000,-50]",1,0
1308,"MonsterLightningStrike",[788],"[1102,645,173,634,2520]","[50,30,2,20,70]",1.87,0
1309,"MonsterLightningStrikeUnique","[12555,788]","[1102,645,173,634,2520]","[50,30,2,20,70]",1.87,0
1310,"LionWolfLightningBossLightningStrike",[788],"[1102,645,173,634,2520]","[50,30,4,20,70]",1.87,0
1311,"WbMonsterLightningStrike",[788],"[1102,645,173,780,634,2520]","[50,30,2,-30,20,70]",1.87,0
1312,"WbLightningStrike",[788],"[1102,645,173,634,2520]","[50,30,2,20,70]",1.87,0
1313,"TalismanBossLightningStrike",[],"[1102,173,780,2520]","[50,6,-25,70]",1,0
1314,"WbLeaderLightningStrike",[788],"[1102,645,173,780,634]","[50,30,4,-30,20]",1.87,0
1315,"WbLeaderLightningStrike2",[788],"[1102,645,173,780,634]","[50,30,7,-30,20]",1.87,0
1316,"PerandusLightningStrike",[],"[1102,645,780,634]","[50,30,-30,20]",1.87,0
1317,"BeyondDemonLightningStrike",[],"[1102,645,173,2520,634]","[50,30,2,70,20]",1.87,0
1318,"MonsterLightningStrikeInvasion",[788],"[1102,645,173,634,2520]","[50,30,2,20,70]",1.87,0
1319,"MonsterLightningStrikeNovaBoss",[1777],"[1102,645,173,634]","[50,30,12,20]",1.87,0
1320,"MapBossLightningStrikeDaemon",[1777],"[1102,173,175,1789]","[50,2,-90,50]",1.87,0
1321,"DragonFireballStrike",[10725],"[1100,173,783,2520]","[60,4,1,70]",2.4444,0.0325
1322,"DragonFireballStrikeInvasion",[10725],"[1100,173,783,2520]","[60,4,1,70]",2.4444,0.0325
1323,"TemplarSlaveDriverLightningStrike",[788],"[1102,26,645,173,634,2520]","[50,7,30,4,20,70]",1.87,0
1324,"LakeBossLightningStrike",[],"[1102,1101,645,173,2520]","[50,50,70,4,70]",1.87,0
1325,"DragonFireballInvasion",[499],"[173,2520]","[4,70]",2.4444,0.0325
1326,"SkeletonForsakenRainOfArrows","[499,618]","[26,84]","[20,40]",1.4,0
1327,"SkeletonForsakenRainOfArrowsMap","[499,618]","[634,2696,5755]","[110,-30,47]",1.87,0
1328,"LieutenantRainOfArrows","[499,618]","[634,1102,659]","[80,25,25]",1.87,0
1329,"SkeletonForsakenRainOfArrowsInvasion","[499,618]",[26],[20],1.87,0
1330,"SkeletonForsakenRainOfArrowsLake","[499,618]","[634,2696,5755]","[40,-30,47]",1.87,0
1331,"BetrayalMassSkeletonRainOfArrows","[499,618]","[1230,5755]","[50,50]",1,0
1332,"BetrayalRinRainOfArrows","[499,618]","[1101,1921]","[75,-25]",1,0
1333,"SanctumRinRainOfArrows","[499,618]","[1101,1921,16991,174]","[75,-25,10,40]",1,0
1334,"LegionEternalEmpireArcherRainOfArrows","[499,618,849,7663]","[1921,174,5755]","[-33,10,-25]",1,0
1335,"LegionKaruiSergeantRainOfArrows","[499,618,849,7663]","[174,1100]","[10,75]",1,0
1336,"BlightSkeletonRainOfArrows","[499,618,849,7663]",[174],[10],1,0
1337,"SkeletonForsakenSplitArrow",[849],"[174,26,84]","[5,28,40]",1,0
1338,"LieutenantSplitArrow",[849],"[174,26,634,1102,659]","[5,28,-20,50,25]",1.87,0
1339,"CockerelMapBossSplitArrow",[849],"[174,634]","[5,-20]",1,0
1340,"SkeletonForsakenSplitArrowInvasion",[849],"[174,84]","[5,40]",1.87,0
1341,"BanditFlickerStrike","[1848,9769]","[70,364,26,634]","[40,15,18,10]",0,0
1342,"BanditFlickerStrikeMapBoss","[1848,9769]","[70,364,26,634]","[40,15,18,10]",0,0
1343,"ChimeraFlickerStrike","[1848,3814]","[634,70]","[20,40]",0,0
1344,"KitavaMinionFlickerStrike","[1848,3814]","[634,70]","[20,40]",0,0
1345,"BanditFlickerStrikeMapBossRepeated","[1848,9769]","[70,364,26,634,214]","[40,15,18,10,2]",0,0
1346,"MonsterFlickerStrike","[1848,9769]","[70,364,634]","[30,10,10]",0,0
1347,"MonsterFlickerStrikeAtAnimationSpeed","[1848,9769,12555]","[70,364,634]","[30,10,10]",0,0
1348,"MonsterFlickerStrikeExtraRange","[1848,9769]","[70,364,634,1230]","[30,10,10,5]",0,0
1349,"MasterTHFlickerStrike",[1848],[634],[100],0,0
1350,"GhostPirateFlickerStrike","[1848,9769]",[634],[50],0,0
1351,"FlickerStrikeProphecy",[1848],"[70,364,634]","[30,10,10]",0,0
1352,"SpiderBossBarrelFlickerStrike",[1848],"[70,364,634]","[30,10,-80]",0,0
1353,"MonsterFlickerStrikeInvasion",[1848],"[70,364,634]","[30,10,10]",0,0
1354,"MonsterFlickerStrikeSideAreaBoss",[1848],"[70,364,634,1251,2696]","[120,10,10,2,30]",0,0
1355,"DarkExileFlickerStrike",[1848],"[70,449,634,214]","[180,20,-30,8]",0,0
1356,"VendigoFlickerStrike",[1848],"[70,364,634]","[30,10,10]",0,0
1357,"LegionMarakethFlickerStrike","[1848,9769]",[],[],1,0
1358,"HarvestSpiderFlickerStrike","[1848,9769]",[],[],0,0
1359,"DelveSpiderFlickerStrike","[1848,9769]",[1101],[40],0,0
1360,"TempestShield","[1715,1996,15361]","[1116,172]","[700,1]",4.6933,0.0382
1361,"WbTempestShield",[1715],"[19,1116,172,357]","[20,700,1,4000]",2.25,0.025
1362,"PerandusTempestShield",[1715],"[19,1116,172,357]","[20,700,1,4000]",2.25,0.025
1363,"MonsterTempestShield","[1715,1996]","[19,172,357]","[75,1,3500]",2.3375,0.02
1364,"MoltenShell","[1996,618,9850,11905]","[1116,9524,9525,9871,357]","[200,75,20,10000,3000]",9.65,0.0165
1365,"VaalMoltenShell","[1996,2113,8023,9866,11905]","[1116,9525,9871,357]","[1400,30,30000,9000]",9.65,0.0165
1366,"DexMissionVaalMoltenShellTotems","[2113,618,855]","[116,357,861,6195]","[50000,30000,15000,500]",2.9444,0.05
1367,"HoundBossVaalMoltenShell","[2113,618]","[116,357,6195]","[50000,5000,500]",2.4444,0.04
1368,"GravicusMoltenShell",[618],"[2696,357,5755]","[-20,10000,50]",4.2556,0.04
1369,"GravicusMoltenShellDescentBoss",[618],"[731,116,357,5755]","[180,4000,10000,50]",4.2556,0.04
1370,"GravicusMoltenShellDescent2",[618],"[731,116,357,5755]","[65,1400,10000,50]",4.2556,0.04
1371,"ExileMoltenShellOnDamageTaken","[618,6538]","[357,1843,5755]","[10000,100,50]",4.2556,0.0415
1372,"GoatmanMoltenShell","[618,195]","[5755,14326,357]","[54,1,5000]",5.35,0.038
1373,"GoatmanMoltenShellInvasion",[618],"[357,5755]","[10000,50]",3.8111,0.05
1374,"GoatmanMoltenShellBossPrisonersGate",[618],"[357,5755]","[5000,50]",3.8111,0.05
1375,"GoatmanMoltenShellOnDamageTaken","[618,6538]","[357,1843,5755]","[4000,100,50]",5.5,0.046
1376,"AxisCasterMoltenShell",[618],[357],[5000],6.1111,0.042
1377,"PowerSiphon","[589,850]","[7914,3482,555]","[20,10,20]",1,0
1378,"VaalPowerSiphon","[2117,1715,684,589,850,9531]","[7914,3482,555]","[100,25,50]",1,0
1379,"MassFrenzy",[],[],[],1.87,0
