"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","bool","[rid]","i32","i32","i32","i32","i32","i32","bool","bool","i32","i32","bool","i32","bool","rid","[i32]","i32","bool","bool","rid","bool","[i32]","bool","bool","rid","bool","bool","[rid]","bool","bool","bool","bool"
155,155,[2626],[2631],0,2,2,20,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
156,156,[2627],[2632],0,2,2,20,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
157,157,[2628],[2633],0,2,2,20,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
158,158,[2629],[2634],0,2,2,20,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,4,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
159,159,[2660],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
160,160,[2660],[],0,2,3,20,0,1,3,2,0,1,1,[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
161,161,[2640],[],0,1,2,36,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
162,162,[2666],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
163,163,[],[],0,1,3,14,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
164,164,[2677],[],0,1,4,9,0,1,13,13,0,1,"",[],4,11,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
165,165,[2673],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
166,166,[2672],[],0,1,4,11,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
167,167,[2670],[],600,3,2,110,50,1,4,2,0,"","",[],1,0,4,0,2,0,"","",0,7,1,100,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
168,168,[2674],[],0,1,2,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
169,169,[2713],[],0,1,4,22,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
170,170,[2585],[],250,3,2,90,10,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
171,171,[2821],[],0,1,4,14,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
172,172,[],[],0,4,2,90,8,1,3,2,0,"","",[],1,0,4,0,1,0,"","",9,7,"",0,"",1276,[80],1,"","","","",[],"",1,"","","",[],"","","",""
173,173,[2774],[],400,3,2,65,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
174,174,[2846],[],0,1,3,25,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
175,175,[2845],[],530,3,3,57,8,1,3,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
176,176,[2845],[],530,3,3,57,8,1,3,2,100,1,1,[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
177,177,[2787],[],250,3,3,37,6,1,3,2,0,1,"",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
178,178,[],[],0,1,4,16,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
179,179,[],[],0,3,3,60,6,1,3,6,-3,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
180,180,[2782],[],900,2,3,44,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",80,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
181,181,[2783],[],0,1,3,9,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
182,182,[2784],[],0,1,6,18,0,1,13,13,8,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
183,183,[2800],[],0,3,3,40,15,1,3,2,0,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
184,184,[2640],[],0,1,3,36,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
185,185,[],[],0,2,2,25,0,1,3,2,0,1,"",[],1,0,4,-60,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
186,186,[],[],0,2,2,25,0,1,3,2,0,1,"",[],1,0,4,60,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
187,187,[2811],[],200,3,3,111,24,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
188,188,[],[],0,1,2,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
189,189,[2807],[],0,1,4,10,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
190,190,[2804],[],0,1,4,10,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
191,191,[2816],[],0,1,2,15,0,1,13,13,0,1,"",[],4,100,7,0,1,0,"","",0,7,"",0,1,"",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
192,192,[2818],[],0,1,3,30,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
193,193,[2819],[],0,1,2,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
194,194,[2906],[],0,1,2,48,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
195,195,[2822],[],0,4,3,20,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
196,196,[2822],[],0,4,3,20,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
197,197,[2822],[],0,4,3,20,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
198,198,[2822],[],0,4,3,20,10,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
199,199,[],[],0,3,3,40,10,1,3,2,0,1,"",[],1,0,4,-60,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
200,200,[],[],0,3,3,40,10,1,3,2,0,1,"",[],1,0,4,60,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
201,201,[2829],[],0,3,3,55,15,1,3,2,0,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
202,202,[],[],0,1,4,12,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
203,203,[2855],[],0,1,3,28,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
204,204,[2856],[],0,3,3,111,24,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
205,205,[2861],[],0,1,4,12,0,1,13,13,0,1,"",[],4,11,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
206,206,[],[],0,3,3,34,8,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
207,207,[],[],0,3,3,32,6,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
208,208,[2875],[],0,1,4,15,0,1,13,13,0,1,"",[],3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
209,209,[],[],0,2,3,44,0,1,3,2,0,"","",[],1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
210,210,[],[],0,2,3,44,0,1,3,2,0,"","",[],1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
211,211,[2894],[],0,1,2,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
212,212,[],[],0,1,2,20,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
213,213,[2913],[],0,1,2,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
214,214,[2914],[],200,3,3,111,24,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
215,215,[],[],0,1,2,15,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
216,216,[3000],[],0,2,2,16,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
217,217,[3001],[],0,2,2,16,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
218,218,[3002],[],0,1,3,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
219,219,[3075],[],0,1,4,10,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
220,220,[3011],[],0,1,3,18,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
221,221,[],[],0,3,2,12,8,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
222,222,[3005],[],0,1,4,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
223,223,[],[],0,2,2,17,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
224,224,[3015],[],0,3,3,37,18,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
225,225,[3068],[],0,1,4,7,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
226,226,[3135],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",240,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
227,227,[3134],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",240,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
228,228,[3136],[],0,3,3,60,15,1,6,2,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
229,229,[3069],[],0,1,4,20,0,1,13,13,0,1,"",[],3,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
230,230,[765],[],0,1,3,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
231,231,[3151],[],0,1,4,20,0,1,13,13,0,1,"",[],4,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
232,232,[3177],[],0,2,2,18,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
233,233,[3178],[],0,2,2,18,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",150,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
234,234,[3179],[],0,2,3,28,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
235,235,[3121],[],0,1,3,20,0,1,13,13,0,1,"",[],3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
236,236,[3122],[],600,2,3,74,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",45,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
237,237,[3154],[],0,1,4,10,0,1,13,13,0,1,"",[],3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
238,238,[3158],[],300,2,2,20,0,1,6,2,100,1,"",[],1,0,2,0,1,0,"","",120,7,"",50,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","",""
239,239,[],[],230,3,3,60,11,1,3,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",50,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
240,240,[3184],[],0,1,3,20,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
241,241,[],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
242,242,[],[],0,2,2,20,0,1,6,2,30,"","",[],1,0,4,0,1,0,"","",180,7,1,0,"","",[],1,"","","","",[],"","","","","",[],"","","",""
243,243,[],[],0,1,2,12,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
244,244,[3216],[],750,3,3,70,15,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
245,245,[3217],[],680,3,2,55,15,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
246,246,[3202],[],0,3,2,14,6,1,6,2,10,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
247,247,[3203],[],0,1,4,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
248,248,[],[],0,3,3,25,8,1,4,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
249,249,[],[],0,3,3,25,8,1,4,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
250,250,[],[],0,2,2,26,0,1,4,2,0,"","",[],1,0,4,0,1,0,"","",270,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
251,251,[],[],0,2,2,16,0,1,4,2,0,"","",[],1,0,4,0,1,0,"","",280,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
252,252,[],[],0,3,3,0,14,1,4,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
253,253,[3209],[],0,1,3,19,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
254,254,[],[],0,1,3,15,0,1,13,13,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
255,255,[],[],0,3,2,0,10,1,4,2,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
256,256,[3211],[],0,1,4,9,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
257,257,[3215],[],0,3,2,14,6,1,6,2,10,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
258,258,[3217],[],680,3,2,45,15,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
259,259,[3217],[],680,3,2,35,15,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
260,260,[3217],[],680,3,2,25,15,1,4,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
261,261,[3253],[],0,2,2,25,0,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
262,262,[3253],[],0,2,2,25,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",155,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
263,263,[],[],0,3,2,55,15,1,6,2,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
264,264,[3275],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
265,265,[3282],[],0,1,4,37,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
266,266,[3283],[],0,1,4,20,0,1,13,13,0,1,"",[],3,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
267,267,[],[],0,1,2,10,0,1,13,13,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
268,268,[3285],[],0,1,2,14,0,1,13,13,0,1,"",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
269,269,"[3225,3226,3227,3228,3229,3230,3231,3232]",[],0,1,4,12,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
270,270,[3073],[],0,1,4,8,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
271,271,[],[],0,4,4,39,27,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",360,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
272,272,[3287],[],0,1,4,24,0,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
273,273,[],[],1000,2,3,110,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",45,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
274,274,[3254],[],0,2,2,65,0,1,3,2,0,1,"",[],3,0,4,0,1,0,"","",45,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
275,275,[3255],[],0,2,2,65,0,1,3,2,0,1,"",[],3,0,4,0,1,0,"","",60,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
276,276,[3302],[],700,2,2,75,0,1,3,2,0,1,"",[],3,0,4,0,1,0,"","",40,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
277,277,[],[],0,3,2,50,40,1,6,2,100,"","",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
278,278,[],[],0,2,2,15,0,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",120,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
279,279,[3373],[],0,1,4,8,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
280,280,[3075],[],0,1,3,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
281,281,[3073],[],0,1,3,5,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
282,282,[3158],[],300,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",160,7,"",50,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","",""
283,283,[2570],[],600,3,3,64,18,1,4,3,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
284,284,[3452],[],0,1,3,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
285,285,[],[],150,3,3,0,3,1,4,2,0,1,"",[],3,0,4,0,1,0,"","",0,7,"",33,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
286,286,[1367],[],0,1,3,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
287,287,[2398],[],0,1,2,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
288,288,[1103],[],0,1,2,0,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
289,289,[3474],[],0,1,3,6,0,1,13,13,0,1,"",[],3,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
290,290,[3473],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
291,291,[686],[],0,1,3,40,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
292,292,[378],[],200,1,3,25,0,1,13,13,0,1,"",[],3,3,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
293,293,[1798],[],0,1,3,12,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
294,294,[765],[],0,1,3,16,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
295,295,[569],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
296,296,"[1850,1851]",[],0,3,2,10,5,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
297,297,[3075],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","",""
298,298,[3492],[],0,1,3,35,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
299,299,[3494],[],0,1,4,15,0,1,13,13,0,"","",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","",""
300,300,[2048],[],0,1,3,14,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
301,301,[2660],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
302,302,[2660],[],0,2,3,20,0,1,3,2,0,1,1,[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
303,303,[2660],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
304,304,[2660],[],0,2,3,20,0,1,3,2,0,1,1,[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
305,305,[3530],[],300,1,2,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
306,306,[3530],[],300,1,2,30,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
307,307,[3530],[],300,1,2,35,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
308,308,[3530],[],300,1,2,40,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
309,309,[3530],[],300,1,2,45,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
310,310,[3531],[],0,1,3,28,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","",""
