"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","RewardStack","bool","bool","i32","i32","i32","rid","i32"
385,18,10,[1],6383,1,"",0,"",1,"","",1317,0,1,"",0
386,18,11,[1],6381,1,"",0,"",1,"","",1317,0,1,"",0
387,18,12,[1],6376,1,"",0,"",1,"","",1317,0,0,"",0
388,18,13,[1],6467,1,"",0,"",1,"","",1317,0,1,"",0
389,18,14,[6],6153,1,"",0,"",1,"","",1317,0,0,"",0
390,18,15,[6],6155,1,"",0,"",1,"","",1317,0,0,"",0
391,18,16,[6],6154,1,"",0,"",1,"","",1317,0,0,"",0
392,18,17,[6],6073,1,"",0,"",1,"","",1317,0,0,"",0
393,18,18,[6],6344,1,"",0,"",1,"","",1317,0,0,"",0
394,18,19,[6],6077,1,"",0,"",1,"","",1317,0,0,"",0
395,18,20,[6],6075,1,"",0,"",1,"","",1317,0,0,"",0
396,18,21,[6],6381,1,"",0,"",1,"","",1317,0,1,"",0
397,18,22,[6],6514,1,"",0,"",1,"","",1317,0,0,"",0
398,18,23,[0],6114,1,"",0,"",1,"","",1317,0,1,"",0
399,18,24,[0],6113,1,"",0,"",1,"","",1317,0,1,"",0
400,18,25,[0],6085,1,"",0,"",1,"","",1317,0,0,"",0
401,18,26,[0],6075,1,"",0,"",1,"","",1317,0,0,"",0
402,18,27,[0],6344,1,"",0,"",1,"","",1317,0,0,"",0
403,18,28,[0],6404,1,"",0,"",1,"","",1317,0,1,"",0
404,18,29,[0],6267,1,"",0,"",1,"","",1317,0,0,"",0
405,18,30,[0],6483,1,"",0,"",1,"","",1317,0,0,"",0
406,18,31,[0],6507,1,"",0,"",1,"","",1317,0,1,"",0
407,18,32,[4],6115,1,"",0,"",1,"","",1317,0,1,"",0
408,18,33,[4],6112,1,"",0,"",1,"","",1317,0,1,"",0
409,18,34,[4],6369,1,"",0,"",1,"","",1317,0,1,"",0
410,18,35,[4],6404,1,"",0,"",1,"","",1317,0,1,"",0
411,18,36,[4],6266,1,"",0,"",1,"","",1317,0,0,"",0
412,18,37,[4],6507,1,"",0,"",1,"","",1317,0,1,"",0
413,18,38,[3],6115,1,"",0,"",1,"","",1317,0,1,"",0
414,18,39,[3],6112,1,"",0,"",1,"","",1317,0,1,"",0
415,18,40,[3],6080,1,"",0,"",1,"","",1317,0,0,"",0
416,18,41,[3],6703,1,"",0,"",1,"","",1317,0,0,"",0
417,18,42,[5],6153,1,"",0,"",1,"","",1317,0,0,"",0
418,18,43,[5],6155,1,"",0,"",1,"","",1317,0,0,"",0
419,18,44,[5],6154,1,"",0,"",1,"","",1317,0,0,"",0
420,18,45,[5],6073,1,"",0,"",1,"","",1317,0,0,"",0
421,18,46,[5],6080,1,"",0,"",1,"","",1317,0,0,"",0
422,18,47,[5],6077,1,"",0,"",1,"","",1317,0,0,"",0
423,18,48,[5],6072,1,"",0,"",1,"","",1317,0,0,"",0
424,18,49,[5],6116,1,"",0,"",1,"","",1317,0,1,"",0
425,18,50,[5],6115,1,"",0,"",1,"","",1317,0,1,"",0
426,18,51,[5],6376,1,"",0,"",1,"","",1317,0,0,"",0
427,18,52,[5],6383,1,"",0,"",1,"","",1317,0,1,"",0
428,18,53,[5],6410,1,"",0,"",1,"","",1317,0,0,"",0
429,18,54,[2],6153,1,"",0,"",1,"","",1317,0,0,"",0
430,18,55,[2],6155,1,"",0,"",1,"","",1317,0,0,"",0
431,18,56,[2],6154,1,"",0,"",1,"","",1317,0,0,"",0
432,18,57,[2],6073,1,"",0,"",1,"","",1317,0,0,"",0
433,18,58,[2],6344,1,"",0,"",1,"","",1317,0,0,"",0
434,18,59,[2],6072,1,"",0,"",1,"","",1317,0,0,"",0
435,18,60,[2],6075,1,"",0,"",1,"","",1317,0,0,"",0
436,18,61,[2],6114,1,"",0,"",1,"","",1317,0,1,"",0
437,18,62,[2],6116,1,"",0,"",1,"","",1317,0,1,"",0
438,18,63,[2],6115,1,"",0,"",1,"","",1317,0,1,"",0
439,18,64,[2],6376,1,"",0,"",1,"","",1317,0,0,"",0
440,18,65,[2],6383,1,"",0,"",1,"","",1317,0,1,"",0
441,18,66,[2],6381,1,"",0,"",1,"","",1317,0,1,"",0
442,18,67,[2],6507,1,"",0,"",1,"","",1317,0,1,"",0
443,21,0,[],5269,28,2,0,"",1,"","",1317,0,1,"",0
444,21,1,[],5270,28,2,0,"",1,"","",1317,0,1,"",0
445,21,2,[],5271,28,2,0,"",1,"","",1317,0,1,"",0
446,21,3,[],5272,28,2,0,"",1,"","",1317,0,1,"",0
447,21,4,[],5269,28,1,0,"",1,"","",1317,0,2,"",0
448,21,5,[],5270,28,1,0,"",1,"","",1317,0,2,"",0
449,21,6,[],5271,28,1,0,"",1,"","",1317,0,2,"",0
450,23,0,[1],6203,1,"",0,"",1,"","",1317,0,0,"",0
451,23,1,[1],6190,1,"",0,"",1,"","",1317,0,0,"",0
452,23,2,[1],6100,1,"",0,"",1,"","",1317,0,0,"",0
453,23,3,[1],6192,1,"",0,"",1,"","",1317,0,0,"",0
454,23,4,[1],6488,1,"",0,"",1,"","",1317,0,0,"",0
455,23,5,[1],6057,1,"",0,"",1,"","",1317,0,0,"",0
456,23,6,[1],6257,1,"",0,"",1,"","",1317,0,0,"",0
457,23,7,[1],6334,1,"",0,"",1,"","",1317,0,0,"",0
458,23,8,[1],6375,1,"",0,"",1,"","",1317,0,0,"",0
459,23,9,[1],6377,1,"",0,"",1,"","",1317,0,0,"",0
460,23,10,[1],6494,1,"",0,"",1,"","",1317,0,0,"",0
461,23,11,[1],6527,1,"",0,"",1,"","",1317,0,0,"",0
462,23,12,[1],6529,1,"",0,"",1,"","",1317,0,0,"",0
463,23,13,[1],6701,1,"",0,"",1,"","",1317,0,0,"",0
464,23,14,[6],6265,1,"",0,"",1,"","",1317,0,0,"",0
465,23,15,[6],6377,1,"",0,"",1,"","",1317,0,0,"",0
466,23,16,[6],6190,1,"",0,"",1,"","",1317,0,0,"",0
467,23,17,[6],6100,1,"",0,"",1,"","",1317,0,0,"",0
468,23,18,[6],6062,1,"",0,"",1,"","",1317,0,0,"",0
469,23,19,[6],6129,1,"",0,"",1,"","",1317,0,0,"",0
470,23,20,[6],6357,1,"",0,"",1,"","",1317,0,0,"",0
471,23,21,[6],6088,1,"",0,"",1,"","",1317,0,0,"",0
472,23,22,[6],6372,1,"",0,"",1,"","",1317,0,0,"",0
473,23,23,[6],6378,1,"",0,"",1,"","",1317,0,0,"",0
474,23,24,[6],6480,1,"",0,"",1,"","",1317,0,0,"",0
475,23,25,[0],6157,1,"",0,"",1,"","",1317,0,0,"",0
476,23,26,[0],6265,1,"",0,"",1,"","",1317,0,0,"",0
477,23,27,[0],6294,1,"",0,"",1,"","",1317,0,0,"",0
478,23,28,[0],6309,1,"",0,"",1,"","",1317,0,0,"",0
479,23,29,[0],6337,1,"",0,"",1,"","",1317,0,0,"",0
480,23,30,[0],6512,1,"",0,"",1,"","",1317,0,0,"",0
481,23,31,[4],6157,1,"",0,"",1,"","",1317,0,0,"",0
482,23,32,[4],6265,1,"",0,"",1,"","",1317,0,0,"",0
483,23,33,[4],6282,1,"",0,"",1,"","",1317,0,0,"",0
484,23,34,[4],5998,1,"",0,"",1,"","",1317,0,1,"",0
485,23,35,[4],6366,1,"",0,"",1,"","",1317,0,0,"",0
486,23,36,[4],6391,1,"",0,"",1,"","",1317,0,0,"",0
487,23,37,[4],5994,1,"",0,"",1,"","",1317,0,0,"",0
488,23,38,[3],6359,1,"",0,"",1,"","",1317,0,0,"",0
489,23,39,[3],6241,1,"",0,"",1,"","",1317,0,0,"",0
490,23,40,[3],6282,1,"",0,"",1,"","",1317,0,0,"",0
491,23,41,[3],6280,1,"",0,"",1,"","",1317,0,0,"",0
492,23,42,[3],5999,1,"",0,"",1,"","",1317,0,0,"",0
493,23,43,[3],5998,1,"",0,"",1,"","",1317,0,1,"",0
494,23,44,[3],6426,1,"",0,"",1,"","",1317,0,0,"",0
495,23,45,[3],6521,1,"",0,"",1,"","",1317,0,0,"",0
496,23,46,[3],6528,1,"",0,"",1,"","",1317,0,0,"",0
497,23,47,[5],6240,1,"",0,"",1,"","",1317,0,0,"",0
498,23,48,[5],6192,1,"",0,"",1,"","",1317,0,0,"",0
499,23,49,[5],6348,1,"",0,"",1,"","",1317,0,0,"",0
500,23,50,[5],6349,1,"",0,"",1,"","",1317,0,0,"",0
501,23,51,[5],6350,1,"",0,"",1,"","",1317,0,0,"",0
502,23,52,[5],6283,1,"",0,"",1,"","",1317,0,0,"",0
503,23,53,[5],5999,1,"",0,"",1,"","",1317,0,0,"",0
504,23,54,[5],5998,1,"",0,"",1,"","",1317,0,1,"",0
505,23,55,[5],6334,1,"",0,"",1,"","",1317,0,0,"",0
506,23,56,[5],6375,1,"",0,"",1,"","",1317,0,0,"",0
507,23,57,[5],6419,1,"",0,"",1,"","",1317,0,0,"",0
508,23,58,[5],6494,1,"",0,"",1,"","",1317,0,0,"",0
509,23,59,[2],6157,1,"",0,"",1,"","",1317,0,0,"",0
510,23,60,[2],6241,1,"",0,"",1,"","",1317,0,0,"",0
511,23,61,[2],6190,1,"",0,"",1,"","",1317,0,0,"",0
512,23,62,[2],6283,1,"",0,"",1,"","",1317,0,0,"",0
513,23,63,[2],5999,1,"",0,"",1,"","",1317,0,0,"",0
514,23,64,[2],5998,1,"",0,"",1,"","",1317,0,1,"",0
515,23,65,[2],6337,1,"",0,"",1,"","",1317,0,0,"",0
516,23,66,[2],6378,1,"",0,"",1,"","",1317,0,0,"",0
517,23,67,[2],6375,1,"",0,"",1,"","",1317,0,0,"",0
518,23,68,[2],6494,1,"",0,"",1,"","",1317,0,0,"",0
519,23,69,[2],6506,1,"",0,"",1,"","",1317,0,0,"",0
520,1,0,[],5758,4,0,0,"",1,"","",1317,0,0,"",0
521,1,1,[],5773,4,0,0,"",1,"","",1317,0,0,"",0
522,1,2,[],5795,4,0,0,"",1,"","",1317,0,0,"",0
523,2,0,[1],6118,1,"",0,"",1,"","",1317,0,1,"",0
524,2,1,[1],6340,1,"",0,"",1,"","",1317,0,1,"",0
525,2,2,[1],6338,1,"",0,"",1,"","",1317,0,1,"",0
526,2,3,[1],6318,1,"",0,"",1,"","",1317,0,1,"",0
527,2,4,[1],6342,1,"",0,"",1,"","",1317,0,1,"",0
528,2,5,[6],6330,1,"",0,"",1,"","",1317,0,1,"",0
529,2,6,[6],6328,1,"",0,"",1,"","",1317,0,1,"",0
530,2,7,[6],6317,1,"",0,"",1,"","",1317,0,1,"",0
531,2,8,[6],6340,1,"",0,"",1,"","",1317,0,1,"",0
532,2,9,[6],6338,1,"",0,"",1,"","",1317,0,1,"",0
533,2,10,[6],6341,1,"",0,"",1,"","",1317,0,1,"",0
534,2,11,[0],6317,1,"",0,"",1,"","",1317,0,1,"",0
535,2,12,[0],6329,1,"",0,"",1,"","",1317,0,1,"",0
536,2,13,[0],6341,1,"",0,"",1,"","",1317,0,1,"",0
537,2,14,[4],6328,1,"",0,"",1,"","",1317,0,1,"",0
538,2,15,[4],6318,1,"",0,"",1,"","",1317,0,1,"",0
539,2,16,[4],6055,1,"",0,"",1,"","",1317,0,1,"",0
540,2,17,[4],6329,1,"",0,"",1,"","",1317,0,1,"",0
541,2,18,[4],6339,1,"",0,"",1,"","",1317,0,1,"",0
542,2,19,[4],6343,1,"",0,"",1,"","",1317,0,1,"",0
543,2,20,[4],6341,1,"",0,"",1,"","",1317,0,1,"",0
544,2,21,[3],6055,1,"",0,"",1,"","",1317,0,1,"",0
545,2,22,[3],6318,1,"",0,"",1,"","",1317,0,1,"",0
546,2,23,[3],6343,1,"",0,"",1,"","",1317,0,1,"",0
547,2,24,[3],6339,1,"",0,"",1,"","",1317,0,1,"",0
548,2,25,[5],6421,1,"",0,"",1,"","",1317,0,1,"",0
549,2,26,[5],6118,1,"",0,"",1,"","",1317,0,1,"",0
550,2,27,[5],6055,1,"",0,"",1,"","",1317,0,1,"",0
551,2,28,[5],6329,1,"",0,"",1,"","",1317,0,1,"",0
552,2,29,[5],6339,1,"",0,"",1,"","",1317,0,1,"",0
553,2,30,[5],6340,1,"",0,"",1,"","",1317,0,1,"",0
554,2,31,[5],6338,1,"",0,"",1,"","",1317,0,1,"",0
555,2,32,[2],6328,1,"",0,"",1,"","",1317,0,1,"",0
556,2,33,[2],6118,1,"",0,"",1,"","",1317,0,1,"",0
557,2,34,[2],6330,1,"",0,"",1,"","",1317,0,1,"",0
558,2,35,[2],6318,1,"",0,"",1,"","",1317,0,1,"",0
559,2,36,[2],6055,1,"",0,"",1,"","",1317,0,1,"",0
560,2,37,[2],6317,1,"",0,"",1,"","",1317,0,1,"",0
561,2,38,[2],6341,1,"",0,"",1,"","",1317,0,1,"",0
562,2,39,[2],6340,1,"",0,"",1,"","",1317,0,1,"",0
563,2,40,[2],6329,1,"",0,"",1,"","",1317,0,1,"",0
564,2,41,[2],6339,1,"",0,"",1,"","",1317,0,1,"",0
565,2,42,[2],6342,1,"",0,"",1,"","",1317,0,1,"",0
566,17,0,[],5902,1,"",0,"",1,"","",1317,0,0,"",0
567,19,0,[],5910,1,"",0,"",1,"","",1317,0,0,"",0
568,22,0,[],5911,1,"",0,"",1,"","",1317,0,0,"",0
569,24,0,[1],6145,1,"",0,"",1,"","",1317,0,1,"",0
570,24,1,[1],6146,1,"",0,"",1,"","",1317,0,1,"",0
571,24,2,[1],6147,1,"",0,"",1,"","",1317,0,1,"",0
572,24,3,[1],6163,1,"",0,"",1,"","",1317,0,1,"",0
573,24,4,[1],6264,1,"",0,"",1,"","",1317,0,1,"",0
574,24,5,[1],6301,1,"",0,"",1,"","",1317,0,1,"",0
575,24,6,[1],6380,1,"",0,"",1,"","",1317,0,1,"",0
576,24,7,[1],6384,1,"",0,"",1,"","",1317,0,1,"",0
577,24,8,[1],6495,1,"",0,"",1,"","",1317,0,1,"",0
578,24,9,[1],6411,1,"",0,"",1,"","",1317,0,1,"",0
579,24,10,[1],6415,1,"",0,"",1,"","",1317,0,1,"",0
580,24,11,[1],6474,1,"",0,"",1,"","",1317,0,1,"",0
581,24,12,[1],6493,1,"",0,"",1,"","",1317,0,1,"",0
582,24,13,[1],6734,1,"",0,"",1,"","",1317,0,1,"",0
583,24,14,[6],6145,1,"",0,"",1,"","",1317,0,1,"",0
584,24,15,[6],6146,1,"",0,"",1,"","",1317,0,1,"",0
585,24,16,[6],6147,1,"",0,"",1,"","",1317,0,1,"",0
586,24,17,[6],6273,1,"",0,"",1,"","",1317,0,1,"",0
587,24,18,[6],6163,1,"",0,"",1,"","",1317,0,1,"",0
588,24,19,[6],6264,1,"",0,"",1,"","",1317,0,1,"",0
589,24,20,[6],6380,1,"",0,"",1,"","",1317,0,1,"",0
590,24,21,[6],6384,1,"",0,"",1,"","",1317,0,1,"",0
591,24,22,[6],6405,1,"",0,"",1,"","",1317,0,1,"",0
592,24,23,[6],6541,1,"",0,"",1,"","",1317,0,1,"",0
593,24,24,[6],6474,1,"",0,"",1,"","",1317,0,1,"",0
594,24,25,[6],6484,1,"",0,"",1,"","",1317,0,1,"",0
595,24,26,[6],6119,1,"",0,"",1,"","",1317,0,1,"",0
596,24,27,[6],6733,1,"",0,"",1,"","",1317,0,1,"",0
597,24,28,[0],6046,1,"",0,"",1,"","",1317,0,1,"",0
598,24,29,[0],6273,1,"",0,"",1,"","",1317,0,1,"",0
599,24,30,[0],6119,1,"",0,"",1,"","",1317,0,1,"",0
600,24,31,[0],6092,1,"",0,"",1,"","",1317,0,1,"",0
601,24,32,[0],6405,1,"",0,"",1,"","",1317,0,1,"",0
602,24,33,[0],6402,1,"",0,"",1,"","",1317,0,1,"",0
603,24,34,[0],6485,1,"",0,"",1,"","",1317,0,1,"",0
604,24,35,[0],6505,1,"",0,"",1,"","",1317,0,1,"",0
605,24,36,[0],6731,1,"",0,"",1,"","",1317,0,1,"",0
606,24,37,[0],6738,1,"",0,"",1,"","",1317,0,1,"",0
607,24,38,[4],6046,1,"",0,"",1,"","",1317,0,1,"",0
608,24,39,[4],6273,1,"",0,"",1,"","",1317,0,1,"",0
609,24,40,[4],6119,1,"",0,"",1,"","",1317,0,1,"",0
610,24,41,[4],6275,1,"",0,"",1,"","",1317,0,1,"",0
611,24,42,[4],6405,1,"",0,"",1,"","",1317,0,1,"",0
612,24,43,[4],6402,1,"",0,"",1,"","",1317,0,1,"",0
613,24,44,[4],6485,1,"",0,"",1,"","",1317,0,1,"",0
614,24,45,[4],6505,1,"",0,"",1,"","",1317,0,1,"",0
615,24,46,[4],6731,1,"",0,"",1,"","",1317,0,1,"",0
616,24,47,[3],6046,1,"",0,"",1,"","",1317,0,1,"",0
617,24,48,[3],6151,1,"",0,"",1,"","",1317,0,1,"",0
618,24,49,[3],6273,1,"",0,"",1,"","",1317,0,1,"",0
619,24,50,[3],6275,1,"",0,"",1,"","",1317,0,1,"",0
620,24,51,[3],6274,1,"",0,"",1,"","",1317,0,1,"",0
621,24,52,[3],6293,1,"",0,"",1,"","",1317,0,1,"",0
622,24,53,[3],6402,1,"",0,"",1,"","",1317,0,1,"",0
623,24,54,[3],6475,1,"",0,"",1,"","",1317,0,1,"",0
624,24,55,[3],6523,1,"",0,"",1,"","",1317,0,1,"",0
625,24,56,[5],6475,1,"",0,"",1,"","",1317,0,1,"",0
626,24,57,[5],6146,1,"",0,"",1,"","",1317,0,1,"",0
627,24,58,[5],6147,1,"",0,"",1,"","",1317,0,1,"",0
628,24,59,[5],6029,1,"",0,"",1,"","",1317,0,1,"",0
629,24,60,[5],6274,1,"",0,"",1,"","",1317,0,1,"",0
630,24,61,[5],6276,1,"",0,"",1,"","",1317,0,1,"",0
631,24,62,[5],6293,1,"",0,"",1,"","",1317,0,1,"",0
632,24,63,[5],6301,1,"",0,"",1,"","",1317,0,1,"",0
633,24,64,[5],6354,1,"",0,"",1,"","",1317,0,1,"",0
634,24,65,[5],6418,1,"",0,"",1,"","",1317,0,1,"",0
635,24,66,[5],6380,1,"",0,"",1,"","",1317,0,1,"",0
636,24,67,[5],6355,1,"",0,"",1,"","",1317,0,1,"",0
637,24,68,[5],6474,1,"",0,"",1,"","",1317,0,1,"",0
638,24,69,[5],6493,1,"",0,"",1,"","",1317,0,1,"",0
639,24,70,[5],6495,1,"",0,"",1,"","",1317,0,1,"",0
640,24,71,[2],6145,1,"",0,"",1,"","",1317,0,1,"",0
641,24,72,[2],6146,1,"",0,"",1,"","",1317,0,1,"",0
642,24,73,[2],6147,1,"",0,"",1,"","",1317,0,1,"",0
643,24,74,[2],6046,1,"",0,"",1,"","",1317,0,1,"",0
644,24,75,[2],6273,1,"",0,"",1,"","",1317,0,1,"",0
645,24,76,[2],6274,1,"",0,"",1,"","",1317,0,1,"",0
646,24,77,[2],6276,1,"",0,"",1,"","",1317,0,1,"",0
647,24,78,[2],6380,1,"",0,"",1,"","",1317,0,1,"",0
648,24,79,[2],6384,1,"",0,"",1,"","",1317,0,1,"",0
649,24,80,[2],6493,1,"",0,"",1,"","",1317,0,1,"",0
650,24,81,[2],6119,1,"",0,"",1,"","",1317,0,1,"",0
651,24,82,[2],6505,1,"",0,"",1,"","",1317,0,1,"",0
652,24,83,[],312,1,"",0,"",1,"","",1317,0,2,"",0
653,6,0,[],5871,1,"",0,"",1,"","",1317,0,0,"",0
654,25,0,[],5231,30,2,0,"",1,"","",1317,0,1,"",0
655,25,1,[],5232,30,2,0,"",1,"","",1317,0,1,"",0
656,25,2,[],5233,30,2,0,"",1,"","",1317,0,1,"",0
657,25,3,[],5231,30,1,0,"",1,"","",1317,0,2,"",0
658,25,4,[],5232,30,1,0,"",1,"","",1317,0,2,"",0
659,25,5,[],5245,30,1,0,"",1,"","",1317,0,2,"",0
660,9,0,[],5870,1,"",0,"",1,"","",1317,0,0,"",0
661,11,0,[],5873,1,"",0,"",1,"","",1317,0,0,"",0
662,26,0,[],5875,1,"",0,"",1,"","",1317,0,0,"",0
663,20,0,[],5878,1,"",0,"",1,"","",1317,0,0,"",0
664,5,0,[],5872,1,"",0,"",1,"","",1317,0,0,"",0
665,12,0,[],5874,1,"",0,"",1,"","",1317,0,0,"",0
666,27,0,[],1,1,"",0,"WWW",1,"","",1317,0,0,310,0
667,27,1,[],1,1,"",0,"WWW",1,"","",1317,0,0,313,0
668,27,2,[],1,1,"",10,"WWW",1,"","",1317,0,0,311,0
669,27,3,[],1,1,"",0,"WWW",1,"","",1317,0,0,314,0
670,27,4,[],1,1,"",0,"WWW",1,"","",1317,0,0,316,0
671,27,5,[],1,1,"",0,"WWW",1,"","",1317,0,0,315,0
672,27,6,[],1,1,"",0,"WWW",1,"","",1317,0,0,317,0
673,27,7,[],1,1,"",0,"WWW",1,"","",1317,0,0,384,0
674,27,8,[],1,1,"",0,"WWW",1,"","",1317,0,0,385,0
675,28,0,[],1,1,"",0,"WWW",1,"","",1317,0,0,310,0
676,28,1,[],1,1,"",0,"WWW",1,"","",1317,0,0,312,0
677,28,2,[],1,1,"",0,"WWW",1,"","",1317,0,0,313,0
678,28,3,[],1,1,"",0,"WWW",1,"","",1317,0,0,318,0
679,28,4,[],1,1,"",20,"",1,"","",1317,0,0,319,0
680,28,5,[],1,1,"",0,"WWW",1,"","",1317,0,0,385,0
681,28,6,[],1,1,"",0,"",1,"","",1317,0,0,596,0
682,29,0,[1],6159,1,"",0,"",1,"","",1317,0,1,"",0
683,29,1,[1],6158,1,"",0,"",1,"","",1317,0,1,"",0
684,29,2,[1],6026,1,"",0,"",1,"","",1317,0,1,"",0
685,29,3,[1],6149,1,"",0,"",1,"","",1317,0,1,"",0
686,29,4,[1],6032,1,"",0,"",1,"","",1317,0,1,"",0
687,29,5,[1],6321,1,"",0,"",1,"","",1317,0,1,"",0
688,29,6,[1],6325,1,"",0,"",1,"","",1317,0,1,"",0
689,29,7,[1],6363,1,"",0,"",1,"","",1317,0,1,"",0
690,29,8,[1],6546,1,"",0,"",1,"","",1317,0,1,"",0
691,29,9,[1],6385,1,"",0,"",1,"","",1317,0,1,"",0
692,29,10,[6],6159,1,"",0,"",1,"","",1317,0,1,"",0
693,29,11,[6],6158,1,"",0,"",1,"","",1317,0,1,"",0
694,29,12,[6],6026,1,"",0,"",1,"","",1317,0,1,"",0
695,29,13,[6],6149,1,"",0,"",1,"","",1317,0,1,"",0
696,29,14,[6],6032,1,"",0,"",1,"","",1317,0,1,"",0
697,29,15,[6],6316,1,"",0,"",1,"","",1317,0,1,"",0
698,29,16,[6],6371,1,"",0,"",1,"","",1317,0,1,"",0
699,29,17,[6],6385,1,"",0,"",1,"","",1317,0,1,"",0
700,29,18,[6],6477,1,"",0,"",1,"","",1317,0,1,"",0
701,29,19,[6],6476,1,"",0,"",1,"","",1317,0,1,"",0
702,29,20,[6],6735,1,"",0,"",1,"","",1317,0,1,"",0
703,29,21,[6],6727,1,"",0,"",1,"","",1317,0,1,"",0
704,29,22,[0],6159,1,"",0,"",1,"","",1317,0,1,"",0
705,29,23,[0],6158,1,"",0,"",1,"","",1317,0,1,"",0
706,29,24,[0],6026,1,"",0,"",1,"","",1317,0,1,"",0
707,29,25,[0],6149,1,"",0,"",1,"","",1317,0,1,"",0
708,29,26,[0],6032,1,"",0,"",1,"","",1317,0,1,"",0
709,29,27,[0],6327,1,"",0,"",1,"","",1317,0,1,"",0
710,29,28,[0],6371,1,"",0,"",1,"","",1317,0,1,"",0
711,29,29,[0],6476,1,"",0,"",1,"","",1317,0,1,"",0
712,29,30,[0],6524,1,"",0,"",1,"","",1317,0,1,"",0
713,29,31,[0],6543,1,"",0,"",1,"","",1317,0,1,"",0
714,29,32,[0],6726,1,"",0,"",1,"","",1317,0,1,"",0
715,29,33,[4],6159,1,"",0,"",1,"","",1317,0,1,"",0
716,29,34,[4],6158,1,"",0,"",1,"","",1317,0,1,"",0
717,29,35,[4],6026,1,"",0,"",1,"","",1317,0,1,"",0
718,29,36,[4],6149,1,"",0,"",1,"","",1317,0,1,"",0
719,29,37,[4],6032,1,"",0,"",1,"","",1317,0,1,"",0
720,29,38,[4],6028,1,"",0,"",1,"","",1317,0,1,"",0
721,29,39,[4],6424,1,"",0,"",1,"","",1317,0,1,"",0
722,29,40,[4],6476,1,"",0,"",1,"","",1317,0,1,"",0
723,29,41,[4],6524,1,"",0,"",1,"","",1317,0,1,"",0
724,29,42,[4],6726,1,"",0,"",1,"","",1317,0,1,"",0
725,29,43,[3],6159,1,"",0,"",1,"","",1317,0,1,"",0
726,29,44,[3],6158,1,"",0,"",1,"","",1317,0,1,"",0
727,29,45,[3],6026,1,"",0,"",1,"","",1317,0,1,"",0
728,29,46,[3],6149,1,"",0,"",1,"","",1317,0,1,"",0
729,29,47,[3],6032,1,"",0,"",1,"","",1317,0,1,"",0
730,29,48,[3],6362,1,"",0,"",1,"","",1317,0,1,"",0
731,29,49,[3],6028,1,"",0,"",1,"","",1317,0,1,"",0
732,29,50,[3],6424,1,"",0,"",1,"","",1317,0,1,"",0
733,29,51,[3],6152,1,"",0,"",1,"","",1317,0,1,"",0
734,29,52,[5],6159,1,"",0,"",1,"","",1317,0,1,"",0
735,29,53,[5],6158,1,"",0,"",1,"","",1317,0,1,"",0
736,29,54,[5],6026,1,"",0,"",1,"","",1317,0,1,"",0
737,29,55,[5],6149,1,"",0,"",1,"","",1317,0,1,"",0
738,29,56,[5],6032,1,"",0,"",1,"","",1317,0,1,"",0
739,29,57,[5],6323,1,"",0,"",1,"","",1317,0,1,"",0
740,29,58,[5],6362,1,"",0,"",1,"","",1317,0,1,"",0
741,29,59,[5],6363,1,"",0,"",1,"","",1317,0,1,"",0
742,29,60,[5],6303,1,"",0,"",1,"","",1317,0,1,"",0
743,29,61,[5],6311,1,"",0,"",1,"","",1317,0,1,"",0
744,29,62,[5],6385,1,"",0,"",1,"","",1317,0,1,"",0
745,29,63,[5],6028,1,"",0,"",1,"","",1317,0,1,"",0
746,29,64,[5],6424,1,"",0,"",1,"","",1317,0,1,"",0
747,29,65,[5],6152,1,"",0,"",1,"","",1317,0,1,"",0
748,29,66,[2],6159,1,"",0,"",1,"","",1317,0,1,"",0
749,29,67,[2],6158,1,"",0,"",1,"","",1317,0,1,"",0
750,29,68,[2],6026,1,"",0,"",1,"","",1317,0,1,"",0
751,29,69,[2],6149,1,"",0,"",1,"","",1317,0,1,"",0
752,29,70,[2],6032,1,"",0,"",1,"","",1317,0,1,"",0
753,29,71,[2],6321,1,"",0,"",1,"","",1317,0,1,"",0
754,29,72,[2],6325,1,"",0,"",1,"","",1317,0,1,"",0
755,29,73,[2],6385,1,"",0,"",1,"","",1317,0,1,"",0
756,29,74,[2],6028,1,"",0,"",1,"","",1317,0,1,"",0
757,29,75,[2],6424,1,"",0,"",1,"","",1317,0,1,"",0
758,29,76,[2],6152,1,"",0,"",1,"","",1317,0,1,"",0
759,29,77,[2],6735,1,"",0,"",1,"","",1317,0,1,"",0
760,29,78,[],5791,38,0,0,"",1,"","",1317,0,2,"",0
761,29,79,[],5792,38,0,0,"",1,"","",1317,0,2,"",0
762,29,80,[],5793,38,0,0,"",1,"","",1317,0,2,"",0
763,29,81,[],5796,38,0,0,"",1,"","",1317,0,2,"",0
764,30,0,[1],6260,1,"",0,"",1,"","",1317,0,0,"",0
765,30,1,[1],6261,1,"",0,"",1,"","",1317,0,0,"",0
766,30,2,[1],6262,1,"",0,"",1,"","",1317,0,0,"",0
767,30,3,[1],6291,1,"",0,"",1,"","",1317,0,0,"",0
768,30,4,[1],6263,1,"",0,"",1,"","",1317,0,0,"",0
769,30,5,[1],6408,1,"",0,"",1,"","",1317,0,0,"",0
770,30,6,[1],6491,1,"",0,"",1,"","",1317,0,0,"",0
771,30,7,[1],6487,1,"",0,"",1,"","",1317,0,0,"",0
