"rownum","Id","Text","XBoxText","XBoxText2","HASH32","PlaystationText","string"
1986,"MapModReducedRegeneration","Your natural vitality deserts you","","",3156992081,"",""
1987,"MapModTempestEchoingStorm","You hear a voice on the wind","","",1316598114,"",""
1988,"MapModTempestCorruptedDrops","You catch a faint smell of corruption on the wind","","",1539363670,"",""
1989,"MapModTempestCurses","You catch a foul smell on the wind","","",3685956696,"",""
1990,"MapModTempestFireSkills","A wind brings a whiff of ash","","",3602339151,"",""
1991,"MapModTempestLightningSkills","The air feels charged somehow","","",715509394,"",""
1992,"MapModTempestColdSkills","You feel a sudden cold breeze","","",2981639725,"",""
1993,"MapModTempestPhysicalSkills","You feel buffeted by a strong gust","","",901893792,"",""
1994,"MapModTempestColdDamage","An icy wind whips up around you","","",4113534977,"",""
1995,"MapModTempestFireDamage","A wind brings a scent of smoke","","",76804220,"",""
1996,"MapModTempestLightningDamage","A storm approaches","","",3406193015,"",""
1997,"DropDivinationCard","More than the paper it is printed on","","",1950291905,"",""
1998,"DropChanceOrbs","Roll the dice","","",2931672691,"",""
1999,"DropVaalOrbs","Those who will not tempt fate lack the courage of manhood","","",1421581376,"",""
2000,"DropAlchemyOrbs","The best tools are the ones you make yourself","","",3360691108,"",""
2001,"DropArmourShards","Fortify yourself","","",719363252,"",""
2002,"DropChisels","An accurate map makes for a rewarding journey","","",3874305726,"",""
2003,"DropChaosOrbs","An endless sea of possibilities","","",3093403134,"",""
2004,"DropWhetstones","Sharpen your blade","","",4214258645,"",""
2005,"DropDivineOrb","A gift from the divine","","",3300493102,"",""
2006,"DropAlterations","Magic isn't constant. It can be mutated into many forms","","",1220860341,"",""
2007,"DropTransmutes","Success lies in having the right tools","","",437828577,"",""
2008,"RandomMonsterDrops10Currency","Keeper of wealth","","",2647753118,"",""
2009,"RandomMonsterDrops10Rares","Keeper of the hoard","","",1604791252,"",""
2010,"RandomMonsterDrops100Scrolls","Keeper of wisdom","","",2869695773,"",""
2011,"RandomMonsterDrops5RareAmulets","Keeper of the trinkets","","",799321275,"",""
2012,"RandomMonsterDrops5RareBelts","Keeper of the buckle","","",3172918819,"",""
2013,"RandomMonsterDrops5RareBows","Keeper of the bow","","",3971481365,"",""
2014,"RandomMonsterDrops5RareClaws","Keeper of the claw","","",1651791225,"",""
2015,"RandomMonsterDrops5RareDaggers","Keeper of the knives","","",2043996014,"",""
2016,"RandomMonsterDrops5RareOneHandMaces","Keeper of the hammer","","",209573191,"",""
2017,"RandomMonsterDrops5RareOneHandSwords","Keeper of the swords","","",3656248711,"",""
2018,"RandomMonsterDrops5RareRings","Keeper of the ring","","",2162949213,"",""
2019,"RandomMonsterDrops5RareScepters","Keeper of the scepter","","",652642294,"",""
2020,"RandomMonsterDrops5RareShields","Keeper of the shield","","",2889882145,"",""
2021,"RandomMonsterDrops5RareStaves","Keeper of the stave","","",4219186505,"",""
2022,"RandomMonsterDrops5RareTwoHandAxes","Keeper of the axe","","",4070312696,"",""
2023,"RandomMonsterDrops5RareTwoHandMaces","Keeper of the maul","","",2302059734,"",""
2024,"RandomMonsterDrops5RareTwoHandSwords","Keeper of the blades","","",3194075271,"",""
2025,"RandomMonsterDrops5RareWands","Keeper of the wand","","",2129619619,"",""
2026,"RandomMonsterDrops5RareJewels","Keeper of the jewels","","",1595668450,"",""
2027,"SpawnADarkshrine","I am twinned","","",2970335604,"",""
2028,"SpawnBarrelOfSpiders","Sensible objects await you","","",1262866823,"",""
2029,"SpawnEmpyreanApparatus","Locations far and wide await you","","",1761572771,"",""
2030,"SpawnKaomsCache","The secrets of the ancestors await you","","",3483678307,"",""
2031,"SpawnArcanistStrongbox","A trove of magic awaits you","","",3816092764,"",""
2032,"SpawnArmoryStrongbox","The garb of the warrior awaits you","","",604594645,"",""
2033,"SpawnArsenalStrongbox","The secrets of the forge await you","","",3741763363,"",""
2034,"SpawnArtisanStrongbox","True craftsmanship awaits you","","",3620856733,"",""
2035,"SpawnCartographersStrongbox","A map of all the world awaits you","","",4283732003,"",""
2036,"SpawnChemistStrongbox","The secrets of chemistry await you","","",506685957,"",""
2037,"SpawnGemcutterStrongbox","Power awaits you","","",1156971234,"",""
2038,"SpawnJewellerStrongbox","Trinkets await you","","",792856802,"",""
2039,"SpawnLargeStrongbox","A hoard awaits you","","",322195349,"",""
2040,"SpawnOrnateStrongbox","A valued prize awaits you","","",470111233,"",""
2041,"SpawnStrongbox","A miser's trove awaits you","","",3041839478,"",""
2042,"SpawnTormentedArsonist","He loved to play with fire","","",300326962,"",""
2043,"SpawnTormentedCorrupter","He found power in sacrifice","","",3720536181,"",""
2044,"SpawnTormentedCounterfeiter","He was a stickler for the details","","",3649069907,"",""
2045,"SpawnTormentedEmbezzler","He stole that which he was entrusted with","","",1756005586,"",""
2046,"SpawnTormentedLibrarian","He spoke the truths as he saw them","","",471233326,"",""
2047,"SpawnTormentedNecromancer","He loved the dead. Too much","","",526244582,"",""
2048,"SpawnTormentedPoisoner","He loved the thrill of killing his enemies. From far away","","",3805320926,"",""
2049,"SpawnTormentedExperimenter","He craved understanding, no matter the cost","","",4152963160,"",""
2050,"SpawnTormentedFreezer","He was never bothered by the cold","","",1467094971,"",""
2051,"SpawnTormentedThug","His strength made him arrogant","","",921021672,"",""
2052,"DropNormalJewels","No power but what you can make of them","","",3226603164,"",""
2053,"ChanceAllGroundItems","The ultimate gamble, but only for those who are prepared","","",335380768,"",""
2054,"MaxAnImplicit","The little things add up","","",3960304600,"",""
2055,"OpenCorruptedAreaPortals","The influence of the Vaal continues long after their civilisation has crumbled","","",2829841711,"",""
2056,"AddRareSkinTransferToInventoryItem","Wait, what was that sound?","","",1963023231,"",""
2057,"MaxAndMinAnExplicitMod","You win some and you lose some","","",3174849185,"",""
2058,"SpawnUniqueSellingVendor","Not every deal is worth the making","","",1151660664,"",""
2059,"OpenVaultsOfAtziri","The riches of a Queen","","",1819192747,"",""
2060,"OpenCowardsTrial","A true test of nerves","","",942441789,"",""
2061,"OpenObasTrial","Don't tarry","","",1392448745,"",""
2062,"OpenOlmecsSanctum","Vaal guardians survive long after their empire has fallen","","",2541264678,"",""
2063,"OpenDeathAndTaxes","Head towards the sunset","","",2565283071,"",""
2064,"OpenWhakawairuaTuahu","A sacred place in the shadows","","",1305956659,"",""
2065,"OpenUntaintedParadise","Where no man has tread","","",4117325510,"",""
2066,"OpenPoorjoysAsylum","It's all in your head","","",1945036451,"",""
2067,"OpenMaelstromOfChaos","Travel back in time","","",1932745989,"",""
2068,"OpenActonsNightmare","A soft melody plays","","",1540015256,"",""
2069,"OpenMaoKun","Shiver me timbers","","",1149050488,"",""
2070,"ElreonsTrial","Elreon's Trial begins in 30 seconds. It ends if you run away. Be prepared to die","","",3872341683,"",""
2071,"TorasTrial","Tora's Trial begins in 30 seconds. It ends if you run away. Be prepared to die","","",2676139930,"",""
2072,"HakusTrial","Haku's Trial begins in 30 seconds. It ends if you run away. Be prepared to die","","",617456953,"",""
2073,"CatarinasTrial","Catarina's Trial begins in 30 seconds. It ends if you run away. Be prepared to die","","",2572213777,"",""
2074,"LeosTrial","Leo's Trial begins in 30 seconds. It ends if you run away. Be prepared to die","","",1329136429,"",""
2075,"VagansTrial","Vagan's Trial begins in 30 seconds. It ends if you run away. Be prepared to die","","",4209352253,"",""
2076,"ColdWarbandTrial","The Mutewind Trial begins in 30 seconds. It ends if you run away. Be prepared to die","","",3063110887,"",""
2077,"FireWarbandTrial","The Redblade Trial begins in 30 seconds. It ends if you run away. Be prepared to die","","",1703370359,"",""
2078,"LightningWarbandTrial","The Brinerot Trial begins in 30 seconds. It ends if you run away. Be prepared to die","","",2126327740,"",""
2079,"SkillsCostNoMana","Power without limit","","",582910019,"",""
2080,"ImmunityToAilments","Conquer your fear of the elements","","",3725733444,"",""
2081,"CannotBeStunned","Unwavering","","",2554038299,"",""
2082,"SecretPassage","Secret Passage","","",3303398268,"",""
2083,"TalismanErrorNotEnoughTalismans","You need five talismans to operate this device.","","",689707561,"",""
2084,"TalismanErrorMustBeDifferentTypes","All talismans placed in the device must have different base types.","","",1739006814,"",""
2085,"TalismanErrorNotATalisman","All of the items placed in this device must be talismans.","","",1287974460,"",""
2086,"TalismanErrorMustBeSameTier","All of the talismans placed in the device must be of the same tier.","","",3117659231,"",""
2087,"ErrorPortalsDisabled","Portals are disabled here.","","",225029736,"",""
2088,"ErrorPortalsDisabledBoss","Portals are disabled in Boss fights.","","",1589669200,"",""
2089,"ShaperPortalsDisabled","The Shaper's power prevents the use of portals.","","",3911162031,"",""
2090,"ElderPortalsDisabled","The Elder's power prevents the use of portals.","","",1236881839,"",""
2091,"MavenPortalsDisabled","The Maven's power prevents the use of portals.","","",966005961,"",""
2092,"OptionsLanguageChangeNoRestart","You must restart Path of Exile in order for your chosen language to take effect.","","",2524090904,"",""
2093,"ChallengesInformation","You will earn Chaosborn Microtransactions which upgrade as you complete more challenges.","","",1156891019,"",""
2094,"SteamOverlayNotAvailable","The steam overlay must be enabled in your steam settings before you can purchase a pack in-game.","","",2652940873,"",""
2095,"ItemNoteEditorOptionNote","Note","","",2543003923,"",""
2096,"ItemNoteEditorOptionNewNote","New Note","","",601194077,"",""
2097,"ItemNoteEditorOptionPrice","Negotiable Price","","",3648210533,"",""
2098,"ItemNoteEditorOptionFixed","Exact Price","","",1771674004,"",""
2099,"ItemNoteEditorOptionQuantity","Quantity","","",1738015934,"",""
2100,"ItemNoteEditorOptionCurrency","Currency","","",3032740737,"",""
2101,"ItemNoteEditorOptionOffer","Offer","","",2328299669,"",""
2102,"ItemNoteEditorOptionInvalidQuantity","Invalid Quantity","","",4172442697,"",""
2103,"ItemNoteEditorOptionInvalidOfferQuantity","Invalid Offer Quantity","","",342465434,"",""
2104,"StashNoteEditorOptionNoPrice","Each Item Individually Priced","","",2125377940,"",""
2105,"StashNoteEditorOptionSetPriceOnAllItems","Set Negotiable Price On All Items","","",836407385,"",""
2106,"StashNoteEditorOptionSetExactPriceOnAllItems","Set Exact Price On All Items","","",2306080309,"",""
2107,"PassiveNodeGrantsPassivePoints","Grants {0} Passive Skill Points","","",264529063,"",""
2108,"PassiveNodeGrantsPassivePoint","Grants {0} Passive Skill Point","","",2016480116,"",""
2109,"LabyrinthChargeDisruptorInfoString","Removes charges from Izaro\nCan only be used once","","",412418164,"",""
2110,"LabyrinthToggleStatueFireInfoString","Grants Izaro extra Fire Damage while active\nGrants Izaro Ignite chance while active\nGrants Izaro Fire Damage reduction while active\nReactivates periodically\nClick to deactivate","Grants Izaro extra Fire Damage while active\nGrants Izaro Ignite chance while active\nGrants Izaro Fire Damage reduction while active\nReactivates periodically\nUse to deactivate","",2944949985,"",""
2111,"LabyrinthToggleStatueColdInfoString","Grants Izaro extra Cold Damage while active\nGrants Izaro Freeze chance while active\nGrants Izaro Cold Damage reduction while active\nReactivates periodically\nClick to deactivate","Grants Izaro extra Cold Damage while active\nGrants Izaro Freeze chance while active\nGrants Izaro Cold Damage reduction while active\nReactivates periodically\nUse to deactivate","",3397607227,"",""
2112,"LabyrinthToggleStatueLightningInfoString","Grants Izaro extra Lightning Damage while active\n Grants Izaro Shock chance while active\nGrants Izaro Lightning Damage reduction while active\nReactivates periodically\nClick to deactivate","Grants Izaro extra Lightning Damage while active\n Grants Izaro Shock chance while active\nGrants Izaro Lightning Damage reduction while active\nReactivates periodically\nUse to deactivate","",1068557139,"",""
2113,"LabyrinthToggleStatueFireInfoStringDoodad","Grants Izaro extra Fire Damage\nGrants Izaro Ignite chance\nGrants Izaro Fire Damage reduction","","",1322685139,"",""
2114,"LabyrinthToggleStatueColdInfoStringDoodad","Grants Izaro extra Cold Damage\nGrants Izaro Freeze chance\nGrants Izaro Cold Damage reduction","","",2792121180,"",""
2115,"LabyrinthToggleStatueLightningInfoStringDoodad","Grants Izaro extra Lightning Damage\n Grants Izaro Shock chance\nGrants Izaro Lightning Damage reduction","","",1478296635,"",""
2116,"LabyrinthToggleStatueFireNameString","Conduit of Flames","","",617948976,"",""
2117,"LabyrinthToggleStatueColdNameString","Conduit of Frost","","",498524113,"",""
2118,"LabyrinthToggleStatueLightningNameString","Conduit of Storms","","",3886496809,"",""
2119,"LabyrinthChargeDisruptorCount","Izaro has additional Charges","","",2617604524,"",""
2120,"LabyrinthElementalsFireInfoString","Grants Izaro extra Fire Damage when Absorbed\nAbsorbed by Izaro when nearby","","",210724440,"",""
2121,"LabyrinthElementalsColdInfoString","Grants Izaro extra Cold Damage when Absorbed\nAbsorbed by Izaro when nearby","","",334453375,"",""
2122,"LabyrinthElementalsLightningInfoString","Grants Izaro extra Lightning Damage when Absorbed\nAbsorbed by Izaro when nearby","","",2104101853,"",""
2123,"LabyrinthChronoStatueFireInfoString","Casts Flame Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot Die","","",2956542631,"",""
2124,"LabyrinthChronoStatueColdInfoString","Casts Ice Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot Die","","",3139652793,"",""
2125,"LabyrinthChronoStatueLightningInfoString","Casts Lightning Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot Die","","",4083303379,"",""
2126,"LabyrinthChronoStatueFireInfoStringPhase2","Casts Flame Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot be Damaged","","",3837979965,"",""
2127,"LabyrinthChronoStatueColdInfoStringPhase2","Casts Ice Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot be Damaged","","",2042252018,"",""
2128,"LabyrinthChronoStatueLightningInfoStringPhase2","Casts Lightning Beacons when at Full Life\nLoses all Life on Cast\nRegenerates Life\nCannot be Damaged","","",3960596945,"",""
2129,"LabyrinthChronoStatueNameString","Flame Idol\nFrost Idol\nStorm Idol","","",852529808,"",""
2130,"LabyrinthPortalsInfoString","Summons Izaro's Guardians","","",1789146961,"",""
2131,"LabyrinthGargoylesSpeedInfoString","Resistant to Damage while inactive\nVulnerable while being activated\nGrants Izaro Speed while active","","",3296403208,"",""
2132,"LabyrinthGargoylesDamageInfoString","Resistant to Damage while inactive\nVulnerable while being activated\nGrants Izaro Damage while active","","",1804732706,"",""
2133,"LabyrinthGargoylesDamageTakenInfoString","Resistant to Damage while inactive\nVulnerable while being activated\nGrants Izaro Damage Reduction while active","","",3378298343,"",""
2134,"LabyrinthPylonsTemporalChainsInfoString","Applies Temporal Chains to players in the area\nCasts Empowered Temporal Chains on death","","",436262556,"",""
2135,"LabyrinthPylonsVulnerabilityInfoString","Applies Vulnerability to players in the area\nCasts Empowered Vulnerability on death","","",1334961637,"",""
2136,"LabyrinthPylonsElementalWeaknessInfoString","Applies Elemental Weakness to players in the area\nCasts Empowered Elemental Weakness on death","","",2009780686,"",""
2137,"LabyrinthPylonsTemporalChainsNameString","Font of Lethargy","","",3738815588,"",""
2138,"LabyrinthPylonsVulnerabilityNameString","Font of Fragility","","",2793319682,"",""
2139,"LabyrinthPylonsElementalWeaknessNameString","Font of Elements","","",3760531390,"",""
2140,"LabyrinthPylonsTemporalChainsInfoStringDoodad","Applies Temporal Chains to players in the area","","",3469326011,"",""
2141,"LabyrinthPylonsVulnerabilityInfoStringDoodad","Applies Vulnerability to players in the area","","",3306953463,"",""
2142,"LabyrinthPylonsElementalWeaknessInfoStringDoodad","Applies Elemental Weakness to players in the area","","",371661196,"",""
2143,"MonsterEnragesInfoString","Enrages","","",244139408,"",""
2144,"MonsterCastsDamageReflectionInfoString","Casts Damage Reflection","","",3713584660,"",""
2145,"AbandonLabyrinthMessage","Warning, you are about to abandon this Labyrinth. Are you sure you want to do this?","","",2483871065,"",""
2146,"AbandonLabyrinthUnascendedMessage","Warning, you have not used the Altar of Ascendancy. Are you sure you want to leave?","","",2217643159,"",""
2147,"GoldenKeyDescription","This item is required to open a Golden Door located in the Labyrinth. This item will drop on the ground when leaving the Labyrinth.","","",2994503852,"",""
2148,"SilverKeyDescription","This item is required to open a Silver Door located in the Labyrinth. This item will drop on the ground when leaving the Labyrinth.","","",766877213,"",""
2149,"TreasureKeyDescription","This item is required to open one of Izaro's Treasure Chests located in the Labyrinth. This item will drop on the ground when leaving the Labyrinth.","","",3359562330,"",""
2150,"ItemDisplayStringRarity","Rarity","","",3153992599,"",""
2151,"ItemDisplayStringMagic","Magic","","",2257577587,"",""
2152,"ItemDisplayStringRare","Rare","","",746463257,"",""
2153,"ItemDisplayStringUnique","Unique","","",3533728202,"",""
2154,"ItemDisplayStringGem","Gem","","",2637819242,"",""
2155,"ItemDisplayStringCurrency","Currency","","",508750607,"",""
2156,"ItemDisplayStringNormal","Normal","","",1221040687,"",""
2157,"ItemDisplayStringSockets","Sockets","","",735098215,"",""
2158,"ItemDisplayStringItemLevel","Item Level","","",704661028,"",""
2159,"ItemDisplayStringTalismanTier","Talisman Tier","","",3301870658,"",""
2160,"ItemDisplayStringNextLevelRequirements","Next-level requirements","","",2660755741,"",""
2161,"ItemDisplayStringNote","Note","","",1194456236,"",""
2162,"GrandmasterSaveFailed","Failed to save Grandmaster. Please log out of this character and contact customer support.","","",1489923599,"",""
2163,"CreateTencentAccountWindowMessage","In order to log in with Tencent you must first create a Tencent Path of Exile account.","","",441531736,"",""
2164,"CreateTencentAccountWindowTitleLabel","Create New Account","","",1173850322,"",""
2165,"CreateTencentAccountWindowAccountNameTextboxEmptyString","Type desired account name here...","","",1580822983,"",""
2166,"CreateTencentAccountWindowAccountNameLabel","Account name","","",1812968446,"",""
2167,"CreateTencentAccountWindowCreateButton","Create","","",3826371423,"",""
2168,"Price","b/o","","",4273567740,"",""
2169,"ExactPrice","price","","",2895639726,"",""
2170,"PurchaseMTXResultTimeout","A timeout has occurred while purchasing the item.  The purchase may have been successful so please wait a minute then check that your points balance has changed.","","",3315493960,"",""
2171,"PurchasePackageResultTimeout","A timeout has occurred while purchasing the package.  The purchase may have been successful so please wait a minute then check that your points balance has changed.","","",623826638,"",""
2172,"HealthyGamingNotice","","","",491591099,"",""
2173,"ItemDescriptionItemisedProphecy","Right-click to add this prophecy to your character.","Use to add this prophecy to your character.","",4173733258,"",""
2174,"ItemDescriptionItemisedCapturedMonster","Right-click to add this to your bestiary.","Use to add this to your bestiary.","",2709805833,"",""
2175,"ProphecyTabItemiseButton","Seal","Seal Prophecy","",3659512090,"",""
2176,"ProphecyTabSeekButton","Seek","Seek Prophecy","",2110181412,"",""
2177,"ProphecyTabName","Prophecies","","",1676768581,"",""
2178,"ItemWarningApplyingAccountBoundCurrency","You are trying to use an account-bound currency item on another item. This will bind the resultant item. Do you want to proceed?","","",1051492745,"",""
2179,"MonsterGoatmanFireShamanChampionInfoString","Casts Rolling Magma\nCasts Fireball\nCasts Molten Shell","","",3174505942,"",""
2180,"MonsterBanditMeleeChampionInfoString","Enrages","","",50311508,"",""
2181,"MonsterBanditRangedChampionInfoString","Uses Blast Rain\nUses Explosive Arrow","","",3318272726,"",""
2182,"MonsterGhostPirateChampionInfoString","Uses Spectral Throw","","",2379656135,"",""
2183,"TutorialQuestRewardJewellersOrbTutorial","A Jeweller's Orb will reforge an item with new random sockets and colours.","","",754046922,"",""
2184,"TutorialQuestRewardFusingOrbTutorial","An Orb of Fusing will reforge an item with new random links between sockets.","","",4282507875,"",""
2185,"TabContainerClickToHideTabList","Click to hide the tab list","","",2402435743,"",""
2186,"SocialPanelPublicPartyJoin","Join","","",1746899886,"",""
2187,"ProphecyQuestTrackerComplete","Prophecy fulfilled.","","",2869231293,"",""
2188,"ProphecyQuestTrackerEinhar","You will find Einhar and complete his mission.","","",3041541822,"",""
2189,"ProphecyQuestTrackerAlva","You will find Alva and complete her mission.","","",3960126354,"",""
2190,"ProphecyQuestTrackerNiko","You will find Niko and complete his mission.","","",3696712840,"",""
2191,"ProphecyQuestTrackerZana","You will find Zana and complete her mission.","","",2198534,"",""
2192,"ProphecyQuestTrackerJun","You will find Jun and complete her mission.","","",1522430404,"",""
2193,"ProphecyQuestTrackerRareZombies","You will defeat the seven powerful undead.","","",1657302433,"",""
2194,"ProphecyQuestTrackerMagicNecromancers","You will defeat the powerful necromancers and their minions.","","",2532585231,"",""
2195,"ProphecyQuestTrackerWickedKing1","You will be ambushed by the Plaguemaw's Golem.","","",1681010543,"",""
2196,"ProphecyQuestTrackerWickedKing1b","You will defeat the Plaguemaw's golem.","","",3637894061,"",""
2197,"ProphecyQuestTrackerWickedKing2","You will defeat the Plaguemaw's followers.","","",803195405,"",""
2198,"ProphecyQuestTrackerWickedKing3","You will defeat the Plaguemaw's ambush.","","",1987150616,"",""
2199,"ProphecyQuestTrackerWickedKing4","You will defeat the Plaguemaw's ambush.","","",285744306,"",""
2200,"ProphecyQuestTrackerWickedKing5","You will defeat the Plaguemaw.","","",1970370057,"",""
2201,"ProphecyQuestTrackerShadowQueen1","You will read the Letter to the Council.","","",2153778378,"",""
2202,"ProphecyQuestTrackerShadowQueen2","You will find and destroy the Whisperer's tome.","","",2416666759,"",""
2203,"ProphecyQuestTrackerShadowQueen3","You will defeat Shavronne and the tome she drops.","","",2686138063,"",""
2204,"ProphecyQuestTrackerShadowQueen4","You will destroy the Whisperer's tome.","","",3203767466,"",""
2205,"ProphecyQuestTrackerShadowQueen5","You will destroy the Whisperer's deadly tome.","","",823928062,"",""
2206,"ProphecyQuestTrackerVerdantKing1","You will destroy the Feral Lord's animals.","","",3095447607,"",""
2207,"ProphecyQuestTrackerVerdantKing2","You will destroy the Feral Lord's beast.","","",875333533,"",""
2208,"ProphecyQuestTrackerVerdantKing3","You will destroy the Feral Lord's animals.","","",4114036357,"",""
2209,"ProphecyQuestTrackerVerdantKing4","You will destroy the Feral Lord's vulture.","","",1734316679,"",""
2210,"ProphecyQuestTrackerVerdantKing5","You will destroy the Feral Lord's rhoa.","","",1604835626,"",""
2211,"ProphecyQuestTrackerHollowQueen1","You will defeat the Unbreathing Queen's spectres.","","",3078938499,"",""
2212,"ProphecyQuestTrackerHollowQueen2","You will defeat the Unbreathing Queen's hero.","","",2011343575,"",""
2213,"ProphecyQuestTrackerHollowQueen3","You will defeat the Unbreathing Queen's hero.","","",92434815,"",""
2214,"ProphecyQuestTrackerHollowQueen4","You will defeat the Unbreathing Queen's hero.","","",2364842792,"",""
2215,"ProphecyQuestTrackerHollowQueen5","You will defeat the Unbreathing Queen.","","",3823265153,"",""
2216,"ProphecyQuestTrackerThaumaturgists1","You will read Shavronne's Journal.","","",3017812,"",""
2217,"ProphecyQuestTrackerThaumaturgists2","You will read Doedre's Proclamation.","","",668556098,"",""
2218,"ProphecyQuestTrackerThaumaturgists3","You will inspect the Ancient Reverie Device.","","",1051622692,"",""
2219,"ProphecyQuestTrackerThaumaturgists4","You will read Malachai's Dedication.","","",572279704,"",""
2220,"ProphecyQuestTrackerAncientRivalries1","You will defeat Brutus while using a Shavronne item.","","",1473411006,"",""
2221,"ProphecyQuestTrackerAncientRivalries2","You will defeat Voll while using a Doedre item.","","",1860488551,"",""
2222,"ProphecyQuestTrackerAncientRivalries3","You will defeat Kaom while using a Lioneye item.","","",3176166913,"",""
2223,"ProphecyQuestTrackerAncientRivalries4","You will defeat Malachai while using a Victario item.","","",1224094657,"",""
2224,"ProphecyQuestTrackerAmbitiousBandit1","You will defeat the roaming bandits.","","",3470845185,"",""
2225,"ProphecyQuestTrackerAmbitiousBandit2","You will defeat the roaming bandits.","","",3976328530,"",""
2226,"ProphecyQuestTrackerAmbitiousBandit3","You will defeat the roaming bandits and their leader.","","",1548073872,"",""
2227,"ProphecyQuestTrackerDeadlyRivalry1","You will defeat the rival Exile.","","",2197564187,"",""
2228,"ProphecyQuestTrackerDeadlyRivalry2","You will defeat the rival Exile.","","",3280542572,"",""
2229,"ProphecyQuestTrackerDeadlyRivalry3","You will defeat the rival Exile.","","",410683377,"",""
2230,"ProphecyQuestTrackerDeadlyRivalry4","You will defeat the rival Exile.","","",3077200311,"",""
2231,"ProphecyQuestTrackerDeadlyRivalry5","You will defeat the rival Exile and their allies.","","",3171030382,"",""
2232,"ProphecyQuestTrackerCraftingRitual1","You will use an Orb of Transmutation on an Onyx Amulet.","","",341609646,"",""
2233,"ProphecyQuestTrackerCraftingRitual2","You will use an Orb of Augmentation on the Onyx Amulet of Variegation.","","",1937666754,"",""
2234,"ProphecyQuestTrackerCraftingRitual3","You will use a Regal Orb on the Rotund Onyx Amulet of Variegation.","","",1495416642,"",""
2235,"ProphecyQuestTrackerCraftingRitual4","You will use an Exalted Orb on the rare Onyx Amulet.","","",1287196700,"",""
2236,"ProphecyQuestTrackerKeeperOfThePeace1","You will defeat the roaming Warbands.","","",1579208623,"",""
2237,"ProphecyQuestTrackerKeeperOfThePeace2","You will defeat the roaming Warbands.","","",2063617722,"",""
2238,"ProphecyQuestTrackerKeeperOfThePeace3","You will defeat the roaming Warbands.","","",2349660540,"",""
2239,"ProphecyQuestTrackerKeeperOfThePeace4","You will defeat the roaming Warbands and their leader.","","",1368727352,"",""
2240,"ProphecyQuestTrackerBeyondCult1","You will slay the Bameth Cultists.","","",3179439102,"",""
2241,"ProphecyQuestTrackerBeyondCult1b","You will slay the Bameth Cultists and the monsters from Beyond.","","",2109753616,"",""
2242,"ProphecyQuestTrackerBeyondCult2","You will slay the Herald of Bameth.","","",185829735,"",""
2243,"ProphecyQuestTrackerBeyondCult2b","You will slay Bameth, Shifting Darkness.","","",1851276188,"",""
2244,"ProphecyQuestTrackerAnarchysEnd1","You will defeat the Rogue Exile.","","",402704802,"",""
2245,"ProphecyQuestTrackerAnarchysEnd2","You will defeat two Rogue Exiles.","","",2283154530,"",""
2246,"ProphecyQuestTrackerAnarchysEnd3","You will defeat four Rogue Exiles.","","",2247021157,"",""
2247,"ProphecyQuestTrackerAnarchysEnd4","You will defeat six Rogue Exiles.","","",492800449,"",""
2248,"ProphecyQuestTrackerDayOfSacrifice1","You will defeat a powerful Vaal fallen.","","",41130432,"",""
2249,"ProphecyQuestTrackerDayOfSacrifice2","You will obtain Sacrifice at Noon from a corrupted rare Strongbox.","","",2858163797,"",""
2250,"ProphecyQuestTrackerDayOfSacrifice3","You will enter a difficult hidden Vaal area.","","",1767046291,"",""
2251,"ProphecyQuestTrackerDayOfSacrifice4","You will encounter an invading foe.","","",926792708,"",""
2252,"ProphecyQuestTrackerTwinnedMapBosses","You will slay the twinned bosses.","","",2317111342,"",""
2253,"ProphecyQuestTrackerExtraRogueExiles","You will slay the Rogue Exiles.","","",1502352788,"",""
2254,"ProphecyQuestTrackerExtraStrongboxes","You will open the Strongboxes","","",2389208641,"",""
2255,"ProphecyQuestTrackerExtraVaalSideArea","You will enter a Vaal side area.","","",4019527909,"",""
2256,"ItemErrorProphecyNoSpace","You have no space for more Prophecies.","","",119311464,"",""
2257,"ItemErrorProphecyFamilyConflict","This Prophecy conflicts with another you already have.","","",3351963730,"",""
2258,"ItemErrorProphecyChainConflict","You already have a Prophecy in this Chain.","","",3999022945,"",""
2259,"ProphecyQuestTrackerMapShavronneBrutus","You will defeat Brutus and the Echo of Shavronne.","","",2220732708,"",""
2260,"ProphecyQuestTrackerMapKoleBrutus","You will defeat Kole and Brutus.","","",366974354,"",""
2261,"ProphecyQuestTrackerMapDoedreStoneCircle","You will defeat the Echo of Doedre.","","",1775702455,"",""
2262,"ProphecyQuestTrackerMapKadakaKuduku","You will defeat Kuduku and Kadaka.","","",1077971131,"",""
2263,"ProphecyQuestTrackerMapMaligaroFidelitas","You will defeat Fidelitas and the Echo of Maligaro.","","",2997065516,"",""
2264,"ProphecyQuestTrackerMapDaressoMerveil","You will defeat Merveil and the Echo of Daresso.","","",1837294737,"",""
2265,"ProphecyQuestTrackerMapExtraHaku","You will complete Haku's mission.","","",4135647934,"",""
2266,"ProphecyQuestTrackerMapExtraTora","You will complete Tora's mission.","","",1724963365,"",""
