"rownum","Id","Name","IsCategory","Category","bool","string","bool","i32","i32","string"
318,"PenanceBrandMtx","Penance Brand","",10,"","","",-16843010,-16843010,""
319,"ArcanistBrandMtx","Arcanist Brand","",10,"","","",-16843010,-16843010,""
320,"WintertideBrandMtx","Wintertide Brand","",10,"","","",-16843010,-16843010,""
321,"ArmageddonBrandMtx","Armageddon Brand","",10,"","","",-16843010,-16843010,""
322,"SmokeMineMtx","Smoke Mine","",10,"","","",-16843010,-16843010,""
323,"ArcaneCloakMtx","Arcane Cloak","",10,"","","",-16843010,-16843010,""
324,"PlagueBearerMtx","Plague Bearer","",10,"","","",-16843010,-16843010,""
325,"ChainHookMtx","Chain Hook","",10,"","","",-16843010,-16843010,""
326,"BloodOfferingMtx","Blood Offering","",10,"","","",-16843010,-16843010,""
327,"EarthbreakerMtx","Earthbreaker","",10,"","","",-16843010,-16843010,""
328,"BurningArrowMtx","Burning Arrow","",10,"","","",-16843010,-16843010,""
329,"VaalBurningArrowMtx","Vaal Burning Arrow","",10,"","","",-16843010,-16843010,""
330,"ExsanguinateMtx","Exsanguinate","",10,"","","",-16843010,-16843010,""
331,"HydrosphereMtx","Hydrosphere","",10,"","","",-16843010,-16843010,""
332,"LightningStrikeMtx","Lightning Strike","",10,"","","",-16843010,-16843010,""
333,"VaalLightningStrikeMtx","Vaal Lightning Strike","",10,"","","",-16843010,-16843010,""
334,"InfernalBlowMtx","Infernal Blow","",10,"","","",-16843010,-16843010,""
335,"SweepMtx","Sweep","",10,"","","",-16843010,-16843010,""
336,"VaalSweepMtx","Vaal Sweep","",10,"","","",-16843010,-16843010,""
337,"DualStrikeMtx","Dual Strike","",10,"","","",-16843010,-16843010,""
338,"EyeOfWinterMtx","Eye of Winter","",10,"","","",-16843010,-16843010,""
339,"SpectralHelixMtx","Spectral Helix","",10,"","","",-16843010,-16843010,""
340,"EnergyBladeMtx","Energy Blade","",10,"","","",-16843010,-16843010,""
341,"TornadoMtx","Tornado","",10,"","","",-16843010,-16843010,""
342,"ForbiddenRiteMtx","ForbiddenRite","",10,"","","",-16843010,-16843010,""
343,"ShockwaveSupportMtx","Shockwave","",10,"","","",-16843010,-16843010,""
344,"CastWhenDamageTakenMtx","Cast when Damage Taken","",10,"","","",-16843010,-16843010,""
345,"PoisonousConcoctionMtx","Poisonous Concoction","",10,"","","",-16843010,-16843010,""
346,"CorruptingFeverMtx","Corrupting Fever","",10,"","","",-16843010,-16843010,""
347,"SeismicTrapMtx","Seismic Trap","",10,"","","",-16843010,-16843010,""
348,"FireTrapMtx","Fire Trap","",10,"","","",-16843010,-16843010,""
349,"BoneshatterMtx","Boneshatter","",10,"","","",-16843010,-16843010,""
350,"EnvyMtx","Envy","",10,"","","",-16843010,-16843010,""
351,"DeathAuraMtx","Death Aura","",10,"","","",-16843010,-16843010,""
352,"GluttonyOfElementsMtx","Gluttony Of Elements","",10,"","","",-16843010,-16843010,""
353,"BlindingAuraMtx","Blinding Aura","",10,"","","",-16843010,-16843010,""
354,"GalvanicFieldMtx","Galvanic Field","",10,"","","",-16843010,-16843010,""
355,"AlchemistsMarkMtx","Alchemist's Mark","",10,"","","",-16843010,-16843010,""
356,"LightningConduitMtx","Lightning Conduit","",10,"","","",-16843010,-16843010,""
357,"LightningTendrilsMtx","Lightning Tendrils","",10,"","","",-16843010,-16843010,""
358,"CobraLashMtx","Cobra Lash","",10,"","","",-16843010,-16843010,""
359,"VenomGyreMtx","Venom Gyre","",10,"","","",-16843010,-16843010,""
360,"VolleyMtx","Volley","",10,"","","",-16843010,-16843010,""
361,"GreaterVolleyMtx","Greater Volley","",10,"","","",-16843010,-16843010,""
362,"ReapMtx","Reap","",10,"","","",-16843010,-16843010,""
363,"RageVortexMtx","Rage Vortex","",10,"","","",-16843010,-16843010,""
364,"CreepingFrostMtx","Creeping Frost","",10,"","","",-16843010,-16843010,""
365,"ImpendingDoomMtx","Impending Doom","",10,"","","",-16843010,-16843010,""
366,"PoachersMarkMtx","Poacher's Mark","",10,"","","",-16843010,-16843010,""
367,"AssassinsMarkMtx","Assassin's Mark","",10,"","","",-16843010,-16843010,""
368,"SnipersMarkMtx","Sniper's Mark","",10,"","","",-16843010,-16843010,""
369,"WarlordsMarkMtx","Warlord's Mark","",10,"","","",-16843010,-16843010,""
370,"Theme","Theme","","","","","",-16843010,-16843010,""
371,"InfernalTheme","Infernal","",370,"","","",-16843010,-16843010,""
372,"NecroticTheme","Necrotic","",370,"","","",-16843010,-16843010,""
373,"BreachTheme","Breach","",370,"","","",-16843010,-16843010,""
374,"LegacyTheme","Legacy","",370,"","","",-16843010,-16843010,""
375,"GoreTheme","Gore","",370,"","","",-16843010,-16843010,""
376,"GhostflameTheme","Ghostflame","",370,"","","",-16843010,-16843010,""
377,"GloomTheme","Gloom","",370,"","","",-16843010,-16843010,""
378,"DragonTheme","Dragon","",370,"","","",-16843010,-16843010,""
379,"DemonicTheme","Demonic","",370,"","","",-16843010,-16843010,""
380,"DeicideTheme","Deicide","",370,"","","",-16843010,-16843010,""
381,"ArcticTheme","Arctic","",370,"","","",-16843010,-16843010,""
382,"ArcaneTheme","Arcane","",370,"","","",-16843010,-16843010,""
383,"SteampunkTheme","Steam-Powered","",370,"","","",-16843010,-16843010,""
384,"VampiricTheme","Vampiric","",370,"","","",-16843010,-16843010,""
385,"VerdantTheme","Verdant","",370,"","","",-16843010,-16843010,""
386,"SeraphTheme","Seraph","",370,"","","",-16843010,-16843010,""
387,"ProphecyTheme","Prophecy","",370,"","","",-16843010,-16843010,""
388,"ConsumableTheme","Consumable","",370,"","","",-16843010,-16843010,""
389,"EbonyTheme","Ebony","",370,"","","",-16843010,-16843010,""
390,"RadiantTheme","Radiant","",370,"","","",-16843010,-16843010,""
391,"LightningTheme","Lightning","",370,"","","",-16843010,-16843010,""
392,"AcidTheme","Acid","",370,"","","",-16843010,-16843010,""
393,"CrimsonTheme","Crimson","",370,"","","",-16843010,-16843010,""
394,"CelestialTheme","Celestial","",370,"","","",-16843010,-16843010,""
395,"GoldenTheme","Golden","",370,"","","",-16843010,-16843010,""
396,"PurpleTheme","Purple","",370,"","","",-16843010,-16843010,""
397,"EmeraldTheme","Emerald","",370,"","","",-16843010,-16843010,""
398,"DanceTheme","Dance","",370,"","","",-16843010,-16843010,""
399,"AnimalTheme","Animal","",370,"","","",-16843010,-16843010,""
400,"TribalTheme","Tribal","",370,"","","",-16843010,-16843010,""
401,"ChallengeRewardsTheme","Challenge Rewards","",370,"","","",-16843010,-16843010,""
402,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","",370,"","","",-16843010,-16843010,""
403,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","",370,"","","",-16843010,-16843010,""
404,"ReleaseSupporterPacksTheme","Release Supporter Packs","",370,"","","",-16843010,-16843010,""
405,"ForsakenMastersTheme","Forsaken Masters","",370,"","","",-16843010,-16843010,""
406,"AwakeningTheme","Awakening","",370,"","","",-16843010,-16843010,""
407,"AscendancyTheme","Ascendancy","",370,"","","",-16843010,-16843010,""
408,"AtlasTheme","Atlas","",370,"","","",-16843010,-16843010,""
409,"FallofOriathTheme","Fall of Oriath","",370,"","","",-16843010,-16843010,""
410,"MiscellaneousTheme","Miscellaneous","",370,"","","",-16843010,-16843010,""
411,"UltimateChaosTheme","Ultimate Chaos","",370,"","","",-16843010,-16843010,""
412,"PureLightTheme","Pure Light","",370,"","","",-16843010,-16843010,""
413,"HarbingerTheme","Harbinger","",370,"","","",-16843010,-16843010,""
414,"PitchBlackTheme","Pitch Black","",370,"","","",-16843010,-16843010,""
415,"WastelandWarriorTheme","Wasteland Warrior","",370,"","","",-16843010,-16843010,""
416,"DesertTheme","Desert","",370,"","","",-16843010,-16843010,""
417,"ExecutionerTheme","Executioner","",370,"","","",-16843010,-16843010,""
418,"FireTheme","Fire","",370,"","","",-16843010,-16843010,""
419,"IceTheme","Ice","",370,"","","",-16843010,-16843010,""
420,"PolarTheme","Polar","",370,"","","",-16843010,-16843010,""
421,"LichTheme","Lich","",370,"","","",-16843010,-16843010,""
422,"FireAndIceTheme","Fire and Ice","",370,"","","",-16843010,-16843010,""
423,"AbyssTheme","Abyss","",370,"","","",-16843010,-16843010,""
424,"HalloweenTheme","Halloween","",370,"","","",-16843010,-16843010,""
425,"CultistTheme","Cultist","",370,"","","",-16843010,-16843010,""
426,"WarlockTheme","Warlock","",370,"","","",-16843010,-16843010,""
427,"PirateTheme","Pirate","",370,"","","",-16843010,-16843010,""
428,"AtlasWarTheme","War for the Atlas","",370,"","","",-16843010,-16843010,""
429,"NatureTheme","Nature","",370,"","","",-16843010,-16843010,""
430,"GothicTheme","Gothic","",370,"","","",-16843010,-16843010,""
431,"SinAndInnocenceTheme","Sin and Innocence","",370,"","","",-16843010,-16843010,""
432,"BestiaryTheme","Bestiary","",370,"","","",-16843010,-16843010,""
433,"StygianTheme","Stygian","",370,"","","",-16843010,-16843010,""
434,"ManticoreTheme","Manticore","",370,"","","",-16843010,-16843010,""
435,"SeawitchTheme","Seawitch","",370,"","","",-16843010,-16843010,""
436,"PhantasmalTheme","Phantasmal","",370,"","","",-16843010,-16843010,""
437,"FallenAngelTheme","Fallen Angel","",370,"","","",-16843010,-16843010,""
438,"MalachaiTheme","Malachai","",370,"","","",-16843010,-16843010,""
439,"CrystalTheme","Crystal","",370,"","","",-16843010,-16843010,""
440,"IncursionTheme","Incursion","",370,"","","",-16843010,-16843010,""
441,"CarnageTheme","Carnage","",370,"","","",-16843010,-16843010,""
442,"ApocalypseTheme","Apocalypse","",370,"","","",-16843010,-16843010,""
443,"IvoryChaosTheme","Ivory Chaos","",370,"","","",-16843010,-16843010,""
444,"MadmanTheme","Madman","",370,"","","",-16843010,-16843010,""
445,"GryffonTheme","Gryffon","",370,"","","",-16843010,-16843010,""
446,"GorgonTheme","Gorgon","",370,"","","",-16843010,-16843010,""
447,"BloodGuardTheme","Blood Guard","",370,"","","",-16843010,-16843010,""
448,"FaithGuardTheme","Faith Guard","",370,"","","",-16843010,-16843010,""
449,"SphinxTheme","Sphinx","",370,"","","",-16843010,-16843010,""
450,"DelveTheme","Delve","",370,"","","",-16843010,-16843010,""
451,"OriathTheme","Oriath","",370,"","","",-16843010,-16843010,""
452,"PyreTheme","Pyre","",370,"","","",-16843010,-16843010,""
453,"ColiseumTheme","Coliseum","",370,"","","",-16843010,-16843010,""
454,"NightLotusTheme","Night Lotus","",370,"","","",-16843010,-16843010,""
455,"HarpyonTheme","Harpyon","",370,"","","",-16843010,-16843010,""
456,"ElderTheme","Elder","",370,"","","",-16843010,-16843010,""
457,"BetrayalTheme","Betrayal","",370,"","","",-16843010,-16843010,""
458,"FairgravesTheme","Fairgraves","",370,"","","",-16843010,-16843010,""
459,"UtilityTheme","Utility","",370,"","","",-16843010,-16843010,""
460,"CoastalTheme","Coastal","",370,"","","",-16843010,-16843010,""
461,"EncampmentTheme","Encampment","",370,"","","",-16843010,-16843010,""
462,"ForestTheme","Forest","",370,"","","",-16843010,-16843010,""
463,"RuinsTheme","Ruins","",370,"","","",-16843010,-16843010,""
464,"VaalTheme","Vaal","",370,"","","",-16843010,-16843010,""
465,"DungeonTheme","Dungeon","",370,"","","",-16843010,-16843010,""
466,"SarnTheme","Sarn","",370,"","","",-16843010,-16843010,""
467,"GardensTheme","Gardens","",370,"","","",-16843010,-16843010,""
468,"OrnateTheme","Ornate","",370,"","","",-16843010,-16843010,""
469,"SceptreTheme","Sceptre","",370,"","","",-16843010,-16843010,""
470,"CryptTheme","Crypt","",370,"","","",-16843010,-16843010,""
471,"EffectsTheme","Effects","",370,"","","",-16843010,-16843010,""
472,"CaveTheme","Cave","",370,"","","",-16843010,-16843010,""
473,"BeastTheme","Beast","",370,"","","",-16843010,-16843010,""
474,"KaruiTheme","Karui","",370,"","","",-16843010,-16843010,""
475,"LabyrinthTheme","Labyrinth","",370,"","","",-16843010,-16843010,""
476,"HighgateTheme","Highgate","",370,"","","",-16843010,-16843010,""
477,"OssuaryTheme","Ossuary","",370,"","","",-16843010,-16843010,""
478,"ReliquaryTheme","Reliquary","",370,"","","",-16843010,-16843010,""
479,"EzomyteTheme","Ezomyte","",370,"","","",-16843010,-16843010,""
480,"VanguardTheme","Vanguard","",370,"","","",-16843010,-16843010,""
481,"PitfighterTheme","Pitfighter","",370,"","","",-16843010,-16843010,""
482,"CrucibleTheme","Crucible","",370,"","","",-16843010,-16843010,""
483,"LibraryTheme","Library","",370,"","","",-16843010,-16843010,""
484,"SlavePensTheme","Slave Pens","",370,"","","",-16843010,-16843010,""
485,"InnocenceTheme","Innocence","",370,"","","",-16843010,-16843010,""
486,"AssassinTheme","Assassin","",370,"","","",-16843010,-16843010,""
487,"EmpyreanTheme","Empyrean","",370,"","","",-16843010,-16843010,""
488,"BlackguardTheme","Blackguard","",370,"","","",-16843010,-16843010,""
489,"ChamberOfSinsTheme","Chamber of Sins","",370,"","","",-16843010,-16843010,""
490,"TempleTheme","Temple","",370,"","","",-16843010,-16843010,""
491,"ExcavationTheme","Excavation","",370,"","","",-16843010,-16843010,""
492,"BonesTheme","Bones","",370,"","","",-16843010,-16843010,""
493,"ChurchTheme","Church","",370,"","","",-16843010,-16843010,""
494,"CourthouseTheme","Courthouse","",370,"","","",-16843010,-16843010,""
495,"ExilesTheme","Exiles","",370,"","","",-16843010,-16843010,""
496,"SynthesisTheme","Synthesis","",370,"","","",-16843010,-16843010,""
497,"PrimevalTheme","Primeval","",370,"","","",-16843010,-16843010,""
498,"GlimmerwoodTheme","Glimmerwood","",370,"","","",-16843010,-16843010,""
499,"MarakethTheme","Maraketh","",370,"","","",-16843010,-16843010,""
500,"ViperTheme","Viper","",370,"","","",-16843010,-16843010,""
501,"DarkprismTheme","Darkprism","",370,"","","",-16843010,-16843010,""
502,"SunprismTheme","Sunprism","",370,"","","",-16843010,-16843010,""
503,"GargoyleTheme","Gargoyle","",370,"","","",-16843010,-16843010,""
504,"MageguardTheme","Mageguard","",370,"","","",-16843010,-16843010,""
505,"ExtinctionTheme","Extinction","",370,"","","",-16843010,-16843010,""
506,"LegionTheme","Legion","",370,"","","",-16843010,-16843010,""
507,"PlatedTheme","Plated","",370,"","","",-16843010,-16843010,""
508,"FrontierTheme","Frontier","",370,"","","",-16843010,-16843010,""
509,"IllusionistTheme","Illusionist","",370,"","","",-16843010,-16843010,""
510,"ElementalTheme","Elemental","",370,"","","",-16843010,-16843010,""
511,"ZenithTheme","Zenith","",370,"","","",-16843010,-16843010,""
512,"MiracleTheme","Miracle","",370,"","","",-16843010,-16843010,""
513,"CardinalTheme","Cardinal","",370,"","","",-16843010,-16843010,""
514,"VaalViperTheme","Vaal Viper","",370,"","","",-16843010,-16843010,""
515,"VoidEmperorTheme","Void Emperor","",370,"","","",-16843010,-16843010,""
516,"CarnivalTheme","Carnival","",370,"","","",-16843010,-16843010,""
517,"ChiyouTheme","Chiyou","",370,"","","",-16843010,-16843010,""
518,"BlightTheme","Blight","",370,"","","",-16843010,-16843010,""
519,"HavenwoodTheme","Havenwood","",370,"","","",-16843010,-16843010,""
520,"PolarisTheme","Polaris","",370,"","","",-16843010,-16843010,""
521,"BasiliskTheme","Basilisk","",370,"","","",-16843010,-16843010,""
522,"CrusaderTheme","Crusader","",370,"","","",-16843010,-16843010,""
523,"EyrieTheme","Eyrie","",370,"","","",-16843010,-16843010,""
524,"JudicatorTheme","Judicator","",370,"","","",-16843010,-16843010,""
525,"OrionTheme","Orion","",370,"","","",-16843010,-16843010,""
526,"MetamorphTheme","Metamorph","",370,"","","",-16843010,-16843010,""
527,"ExileConTheme","ExileCon","",370,"","","",-16843010,-16843010,""
528,"RevenantTheme","Revenant","",370,"","","",-16843010,-16843010,""
529,"ColdsnapTheme","Coldsnap","",370,"","","",-16843010,-16843010,""
530,"MaliceTheme","Malice","",370,"","","",-16843010,-16843010,""
531,"ThaumaturgyTheme","Thaumaturgy","",370,"","","",-16843010,-16843010,""
532,"BalefireTheme","Balefire","",370,"","","",-16843010,-16843010,""
533,"DeliriumTheme","Delirium","",370,"","","",-16843010,-16843010,""
534,"HeartseekerTheme","Heartseeker","",370,"","","",-16843010,-16843010,""
535,"DarkMagicTheme","Dark Magic","",370,"","","",-16843010,-16843010,""
536,"JinliTheme","Jinli","",370,"","","",-16843010,-16843010,""
537,"ImaginationTheme","Imagination","",370,"","","",-16843010,-16843010,""
538,"HighPriestTheme","High Priest","",370,"","","",-16843010,-16843010,""
539,"GoddessTheme","Goddess","",370,"","","",-16843010,-16843010,""
540,"SawbladeTheme","Sawblade","",370,"","","",-16843010,-16843010,""
541,"DreadspireTheme","Dreadspire","",370,"","","",-16843010,-16843010,""
542,"AngelsAndDemonsTheme","Angels and Demons","",370,"","","",-16843010,-16843010,""
543,"NightwatchTheme","Nightwatch","",370,"","","",-16843010,-16843010,""
544,"HarvestTheme","Harvest","",370,"","","",-16843010,-16843010,""
545,"HeistTheme","Heist","",370,"","","",-16843010,-16843010,""
546,"TwilightTheme","Twilight","",370,"","","",-16843010,-16843010,""
547,"EthercraftTheme","Ethercraft","",370,"","","",-16843010,-16843010,""
548,"DarkwoodTheme","Darkwood","",370,"","","",-16843010,-16843010,""
549,"JudgementTheme","Judgement","",370,"","","",-16843010,-16843010,""
550,"RaptureTheme","Rapture","",370,"","","",-16843010,-16843010,""
551,"ValkyrieTheme","Valkyrie","",370,"","","",-16843010,-16843010,""
552,"WarlordTheme","Warlord","",370,"","","",-16843010,-16843010,""
553,"RitualTheme","Ritual","",370,"","","",-16843010,-16843010,""
554,"GlimmerspriteTheme","Glimmersprite","",370,"","","",-16843010,-16843010,""
555,"Core2021Theme","Core 2021","",370,"","","",-16843010,-16843010,""
556,"AtlasCore2021Theme","Echoes of the Atlas","",370,"","","",-16843010,-16843010,""
557,"MavenTheme","Maven","",370,"","","",-16843010,-16843010,""
558,"OblivionTheme","Oblivion","",370,"","","",-16843010,-16843010,""
559,"BrimstoneTheme","Brimstone","",370,"","","",-16843010,-16843010,""
560,"FrostVikingTheme","Frost Viking","",370,"","","",-16843010,-16843010,""
561,"UltimatumTheme","Ultimatum","",370,"","","",-16843010,-16843010,""
562,"ApollyonTheme","Apollyon","",370,"","","",-16843010,-16843010,""
563,"MerchantTheme","Merchant","",370,"","","",-16843010,-16843010,""
564,"MidnightPactTheme","Midnight Pact","",370,"","","",-16843010,-16843010,""
565,"JingweiTheme","Jingwei","",370,"","","",-16843010,-16843010,""
566,"SlitherTheme","Slither","",370,"","","",-16843010,-16843010,""
567,"ExpeditionTheme","Expedition","",370,"","","",-16843010,-16843010,""
568,"MyrmidonTheme","Myrmidon","",370,"","","",-16843010,-16843010,""
569,"BanebrandTheme","Banebrand","",370,"","","",-16843010,-16843010,""
570,"StarfallTheme","Starfall","",370,"","","",-16843010,-16843010,""
571,"NecrolordTheme","Necrolord","",370,"","","",-16843010,-16843010,""
572,"DirebladeTheme","Direblade","",370,"","","",-16843010,-16843010,""
573,"CursedTheme","Cursed","",370,"","","",-16843010,-16843010,""
574,"AtlantisTheme","Atlantis","",370,"","","",-16843010,-16843010,""
575,"ScourgeTheme","Scourge","",370,"","","",-16843010,-16843010,""
576,"ScourgelordTheme","Scourgelord","",370,"","","",-16843010,-16843010,""
577,"OnyxTheme","Onyx","",370,"","","",-16843010,-16843010,""
578,"AstralTheme","Astral","",370,"","","",-16843010,-16843010,""
579,"Core2022Theme","Core 2022","",370,"","","",-16843010,-16843010,""
580,"WinterDragonTheme","Winter Dragon","",370,"","","",-16843010,-16843010,""
581,"HarmonyTheme","Harmony","",370,"","","",-16843010,-16843010,""
582,"GodOfThunderTheme","God of Thunder","",370,"","","",-16843010,-16843010,""
583,"Archnemesis","Archnemesis","",370,"","","",-16843010,-16843010,""
584,"AuspiciousTheme","Auspicious","",370,"","","",-16843010,-16843010,""
585,"HarmoniousTheme","Harmonious","",370,"","","",-16843010,-16843010,""
586,"VulcanTheme","Vulcan","",370,"","","",-16843010,-16843010,""
587,"MercurialTheme","Mercurial","",370,"","","",-16843010,-16843010,""
588,"EtherealTheme","Ethereal","",370,"","","",-16843010,-16843010,""
589,"MasqueradeTheme","Masquerade","",370,"","","",-16843010,-16843010,""
590,"KiracsVaultTheme","Kirac's Vault","",370,"","","",-16843010,-16843010,""
591,"ChaosTheme","Chaos","",370,"","","",-16843010,-16843010,""
592,"Stormstrider","Stormstrider","",370,"","","",-16843010,-16843010,""
593,"SentinelTheme","Sentinel","",370,"","","",-16843010,-16843010,""
594,"OphidianTheme","Ophidian","",370,"","","",-16843010,-16843010,""
595,"RubyTheme","Ruby","",370,"","","",-16843010,-16843010,""
596,"SapphireTheme","Sapphire","",370,"","","",-16843010,-16843010,""
597,"MoltenTheme","Molten","",370,"","","",-16843010,-16843010,""
598,"MistTheme","Mist","",370,"","","",-16843010,-16843010,""
599,"ExaltedTheme","Exalted","",370,"","","",-16843010,-16843010,""
600,"Lunar","Lunar","",370,"","","",-16843010,-16843010,""
601,"Unlocked","Unlocked",1,"","","","",-16843010,-16843010,""
602,"StormstriderBoots","Stormstrider Boots","",592,"","","",-16843010,-16843010,""
603,"ScintillationBodyArmour","Scintillation Body Armour","",510,"","","",-16843010,-16843010,""
604,"NgamahuBodyArmour","Ngamahu Body Armour","",474,"","","",-16843010,-16843010,""
605,"ThunderstrikeGloves","Thunderstrike Gloves","",391,"","","",-16843010,-16843010,""
606,"PhoenixHelmet","Phoenix Helmet","",371,"","","",-16843010,-16843010,""
607,"ManaTankBackAttachment","Mana Tank Back Attachment","",410,"","","",-16843010,-16843010,""
608,"SplinteringShield","Splintering Shield","",456,"","","",-16843010,-16843010,""
609,"WillpowerAmulet","Willpower Amulet","",410,"","","",-16843010,-16843010,""
610,"FlaskEffectSentinel","Nexus Flask Effects","",410,"","","",-16843010,-16843010,""
611,"CrystallineChargeSentinel","Crystal Charges","",439,"","","",-16843010,-16843010,""
612,"FlareCharacterEffect","Flare Character Effect","",371,"","","",-16843010,-16843010,""
613,"WarpRuneHideout","Hideout Warp Runes","",410,"","","",-16843010,-16843010,""
614,"ShardcrownHelmet","Shardcrown Helmet","",439,"","","",-16843010,-16843010,""
615,"DeathnotchBow","Deathnotch Bow","",410,"","","",-16843010,-16843010,""
616,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","",563,"","","",-16843010,-16843010,""
617,"LakeOfKalandraTheme","Lake of Kalandra","",370,"","","",-16843010,-16843010,""
618,"PyromaniacWeaponEffect","Pyromaniac Weapon Effect","",371,"","","",-16843010,-16843010,""
619,"SummonersAmulet","Summoner's Amulet","",410,"","","",-16843010,-16843010,""
620,"OshabisHeaddress","Oshabi's Headdress","",544,"","","",-16843010,-16843010,""
621,"CrystallisedBodyArmour","Crystallised Body Armour","",439,"","","",-16843010,-16843010,""
622,"EnchantersRing","Enchanter's Ring","",410,"","","",-16843010,-16843010,""
623,"TorturersGloves","Torturer's Gloves","",410,"","","",-16843010,-16843010,""
624,"FireworksBackAttachment","Fireworks Back Attachment","",410,"","","",-16843010,-16843010,""
625,"CrystalariumBoots","Crystalarium Boots","",439,"","","",-16843010,-16843010,""
626,"GloriousHelmet","Glorious Helmet","",410,"","","",-16843010,-16843010,""
627,"RaincallerFlask","Raincaller Flask","",410,"","","",-16843010,-16843010,""
628,"DovecallerWings","Dovecaller Wings","",410,"","","",-16843010,-16843010,""
629,"StormHarrier","Storm Harrier Pet","",410,"","","",-16843010,-16843010,""
630,"RevelationBlade","Revelation Blade","",410,"","","",-16843010,-16843010,""
631,"Arachnomorph","Arachnomorph Pet","",410,"","","",-16843010,-16843010,""
632,"TinkersWaypoint","Tinker's Waypoint","",410,"","","",-16843010,-16843010,""
633,"ForbiddenSanctum","Forbidden Sanctum","",370,"","","",-16843010,-16843010,""
634,"Core2023","Core 2023","",370,"","","",-16843010,-16843010,""
635,"AlchemistTheme","Alchemist","",370,"","","",-16843010,-16843010,""
636,"VaultPass","Kirac's Vault","","","","","",-16843010,-16843010,""
637,"ArachnidTheme","Arachnid","",370,"","","",-16843010,-16843010,""
638,"ShadeTheme","Shade","",370,"","","",-16843010,-16843010,""
639,"DiscipleTheme","Disciple","",370,"","","",-16843010,-16843010,""
640,"TrialOfTheAncestorsTheme","Trial of the Ancestors","",370,"","","",-16843010,-16843010,""
641,"MagmaticTheme","Magmatic","",370,"","","",-16843010,-16843010,""
642,"Core2024","Core 2024","",370,"","","",-16843010,-16843010,""
643,"AfflictionTheme","Affliction Theme","",370,"","","",-16843010,-16843010,""
644,"RaceRewards","Race Rewards","",370,"","","",-16843010,-16843010,""
645,"SolarTheme","Solar","",370,"","","",-16843010,-16843010,""
646,"EldritchTheme","Eldritch","",370,"","","",-16843010,-16843010,""
647,"NecropolisTheme","Necropolis","",370,"","","",-16843010,-16843010,""
648,"VoidbornTheme","Voidborn","",370,"","","",-16843010,-16843010,""
649,"WuzhiqiTheme","Wuzhiqi","",370,"","","",-16843010,-16843010,""
650,"PaladinTheme","Paladin","",370,"","","",-16843010,-16843010,""
651,"PenanceTheme","Penance","",370,"","","",-16843010,-16843010,""
652,"SettlersOfKalguurTheme","Settlers of Kalguur","",370,"","","",-16843010,-16843010,""
653,"ExtraEffectMtx","Extra Effects","","","","","",-16843010,-16843010,""
654,"BowMtx","Bow Skin","","","","","",-16843010,-16843010,""
655,"MaceMtx","Mace Skin","","","","","",-16843010,-16843010,""
656,"SceptreMtx","Sceptre Skin","","","","","",-16843010,-16843010,""
657,"AxeMtx","Axe Skin","","","","","",-16843010,-16843010,""
658,"SwordMtx","Sword Skin","","","","","",-16843010,-16843010,""
659,"WandMtx","Wand Skin","","","","","",-16843010,-16843010,""
660,"StaffMtx","Staff Skin","","","","","",-16843010,-16843010,""
661,"ClawMtx","Claw Skin","","","","","",-16843010,-16843010,""
662,"StashUpgrades","Upgrade","","","","","",-16843010,-16843010,""
663,"StashBundles","Bundles","","","","","",-16843010,-16843010,""
664,"StashLeagueTabs","League","","","","","",-16843010,-16843010,""
665,"PetBiped","Biped","","","","","",-16843010,-16843010,""
666,"PetQuadruped","Quadruped","","","","","",-16843010,-16843010,""
667,"PetFlying","Flying","","","","","",-16843010,-16843010,""
668,"PetMammal","Mammal","","","","","",-16843010,-16843010,""
669,"PetMechanical","Mechanical","","","","","",-16843010,-16843010,""
670,"PetMythical","Mythical","","","","","",-16843010,-16843010,""
671,"PetFish","Fish","","","","","",-16843010,-16843010,""
672,"PetArthropod","Arthropod","","","","","",-16843010,-16843010,""
673,"PetCephalopod","Cephalopod","","","","","",-16843010,-16843010,""
674,"PetAmphibian","Amphibian","","","","","",-16843010,-16843010,""
675,"PetReptile","Reptile","","","","","",-16843010,-16843010,""
676,"PetVisualEffect","Visual Effect","","","","","",-16843010,-16843010,""
677,"HideoutMtx","Hideouts","","","","","",-16843010,-16843010,""
678,"StashSkinMtx","Stash Skin","","","","","",-16843010,-16843010,""
679,"MapDeviceMtx","Map Device Skin","","","","","",-16843010,-16843010,""
680,"CraftingBenchMtx","Crafting Bench Skin","","","","","",-16843010,-16843010,""
681,"HideoutDecoration","Decoration","","","","","",-16843010,-16843010,""
682,"HideoutArchitectural","Architectural Decoration","","","","","",-16843010,-16843010,""
683,"HideoutFurniture","Furniture Decoration","","","","","",-16843010,-16843010,""
684,"HideoutLighting","Lighting Decoration","","","","","",-16843010,-16843010,""
685,"PortalFire","Fire","","","","","",-16843010,-16843010,""
686,"PortalWater","Water","","","","","",-16843010,-16843010,""
687,"PortalLightning","Lighting","","","","","",-16843010,-16843010,""
688,"PortalIce","Ice","","","","","",-16843010,-16843010,""
689,"PortalEldritch","Eldritch","","","","","",-16843010,-16843010,""
690,"PortalArcane","Arcane","","","","","",-16843010,-16843010,""
