"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]"
6886,"skill_can_own_support_ghosts",1,"","",4,"","","","","","",17128579,[],"",1,"","",[],[]
6887,"local_display_socketed_gems_supported_by_level_x_spirit_strike","","","",3,"","","","","","",-1557599919,[],"","","","",[],[]
6888,"local_display_socketed_gems_supported_by_level_x_summon_ghost_on_kill","","","",3,"","","","","","",-1250080140,[],"","","","",[],[]
6889,"support_spirit_strike_damage_+%_final","","","",1,"","","","","",1,-555914164,[],"","","",1,[],[]
6890,"local_display_socketed_attacks_additional_critical_strike_chance","",1,"",1,"","","","","","",-1314738687,[],"","","","",[],[]
6891,"local_display_socketed_attacks_critical_strike_multiplier_+","",1,"",3,"","","","","","",-37618141,[],"","","","",[],[]
6892,"local_display_socketed_spells_additional_critical_strike_chance","",1,"",1,"","","","","","",-453782149,[],"","","","",[],[]
6893,"local_display_socketed_spells_critical_strike_multiplier_+","",1,"",3,"","","","","","",2054328344,[],"","","","",[],[]
6894,"keystone_shared_suffering","","","",4,"","","","","","",782198951,[],"","","","",[],[]
6895,"all_damage_can_cause_elemental_ailments_you_are_suffering_from","","","",4,"","",1,"","","",-349080550,[],"","","","",[0],[]
6896,"base_all_damage_can_cause_elemental_ailments_you_are_suffering_from","","","",4,"","","","","","",555104603,[],"","","","",[],[]
6897,"always_inflict_elemental_ailments_you_are_suffering_from","","","",4,"","",1,"","","",-580040769,[],"","","","",[0],[]
6898,"base_always_inflict_elemental_ailments_you_are_suffering_from","","","",4,"","","","","","",-842888150,[],"","","","",[],[]
6899,"remove_elemental_ailments_from_you_when_you_inflict_them","","","",4,"","",1,"","","",-1809945258,[],"","","","",[0],[]
6900,"base_remove_elemental_ailments_from_you_when_you_inflict_them","","","",4,"","","","","","",1332740910,[],"","","","",[],[]
6901,"geometry_attack_shape","","","",3,"",1,"","","",1,-1972173961,[],"","","",1,[],[]
6902,"geometry_attack_length","","","",3,"",1,"","","",1,1486572318,[],"","","",1,[],[]
6903,"geometry_attack_width","","","",3,"",1,"","","",1,282038747,[],"","","",1,[],[]
6904,"geometry_attack_arc_angle","","","",3,"",1,"","","",1,253569981,[],"","","",1,[],[]
6905,"map_packs_have_tentacle_fiends",1,"","",3,"","","","","","",578110723,[],"","","",1,[],[]
6906,"no_movement_speed","","","",4,"","","","","","",1978610393,[],"","","","",[],[]
6907,"unaffected_by_shock","","","",4,"","","","","","",819028733,[],"","","","",[],[]
6908,"unaffected_by_shocked_ground","","","",4,"","","","","","",1604355094,[],18,"","","",[],[]
6909,"unaffected_by_burning_ground","","","",4,"","","","","","",-961739521,[],18,"","","",[],[]
6910,"unaffected_by_chilled_ground","","","",4,"","","","","","",1024673162,[],18,"","","",[],[]
6911,"unaffected_by_desecrated_ground","","","",4,"","","","","","",-1129832570,[],"","","","",[],[]
6912,"flammability_mana_reservation_+%",1,"","",1,"","","","","","",-116294348,"[""flammability""]","","","",1,[],[]
6913,"frostbite_mana_reservation_+%",1,"","",1,"","","","","","",594058850,"[""frostbite""]","","","",1,[],[]
6914,"conductivity_mana_reservation_+%",1,"","",1,"","","","","","",-1151377713,"[""conductivity""]","","","",1,[],[]
6915,"vulnerability_mana_reservation_+%",1,"","",1,"","","","","","",-700363647,"[""vulnerability""]","","","",1,[],[]
6916,"chaos_weakness_mana_reservation_+%",1,"","",1,"","","","","","",501800762,"[""despair""]","","","",1,[],[]
6917,"local_display_grants_skill_decoy_totem_level","",1,"",3,"","","","","","",-2130283075,[],"","","","",[],[]
6918,"local_display_grants_skill_enduring_cry_level","",1,"",3,"","","","","","",-1378366375,[],"","","","",[],[]
6919,"local_display_grants_skill_rallying_cry_level","",1,"",3,"","","","","","",1655325942,[],"","","","",[],[]
6920,"local_display_grants_skill_abyssal_cry_level","",1,"",3,"","","","","","",-1292026683,[],"","","","",[],[]
6921,"local_display_grants_skill_herald_of_ash_level","",1,"",3,"","","","","","",2078363206,[],"","","","",[],[]
6922,"local_display_grants_skill_herald_of_ice_level","",1,"",3,"","","","","","",139486091,[],"","","","",[],[]
6923,"local_display_grants_skill_herald_of_thunder_level","",1,"",3,"","","","","","",-1691796129,[],"","","","",[],[]
6924,"local_display_grants_skill_herald_of_purity_level","",1,"",3,"","","","","","",-1996931844,[],"","","","",[],[]
6925,"local_display_grants_skill_herald_of_agony_level","",1,"",3,"","","","","","",-1566880302,[],"","","","",[],[]
6926,"curse_on_hit_level_poachers_mark",1,1,"",3,"","","","","","",420463921,[],"","","","",[],[]
6927,"curse_on_hit_level_warlords_mark",1,1,"",3,"","","","","","",-418407004,[],"","","","",[],[]
6928,"elemental_damage_can_shock",1,"","",4,"","","","","","",124783444,[],"","","","",[],[]
6929,"ailment_types_apply_damage_taken_+%",1,"","",1,"","","","","","",-1465933665,[],"","","",1,[],[]
6930,"evasion_rating_+%_while_leeching","","","",1,"","","","","","",-1978450528,[],"","","",1,[],[]
6931,"blind_enemies_when_hit_%_chance","","","",1,"","","","","","",-1410220696,[],"","","",1,[],[]
6932,"evasion_rating_+%_if_you_have_hit_an_enemy_recently","","","",1,"","","","","","",-615700668,[],"","","",1,[],[]
6933,"gain_1_rare_monster_mod_on_kill_for_10_seconds_%_chance","","","",1,"","","","","","",-2137380046,[],"","","",1,[],[]
6934,"enemy_evasion_+%_if_you_have_hit_them_recently","","","",1,"","","","","","",-1354584162,[],"","","",1,[],[]
6935,"critical_strike_multiplier_+_if_have_not_dealt_critical_strike_recently","","","",3,"","","","","","",1283393039,[],"","","",1,[],[]
6936,"number_of_additional_arrows_while_main_hand_accuracy_is_3000_or_more","","","",3,"","","","","","",930017903,[],"","","",1,[],[]
6937,"accuracy_rating_is_doubled","","","",4,"","","","","","",-2005639795,[],"","","","",[],[]
6938,"melee_physical_damage_+%_per_10_strength_while_fortified","","","",1,"","","","","","",1642119609,[],"","","",1,[],[]
6939,"spell_suppression_chance_%_while_off_hand_empty","","","",1,"","","","","","",-1832912135,[],"","","",1,[],[]
6940,"cold_damage_+%_while_off_hand_is_empty","","","",1,"","","","","","",411748626,[],"","","",1,[],[]
6941,"iron_reflexes_rotation_active",1,"","",4,"",1,"","","",1,917362250,[],"","","","",[],[]
6942,"unique_bow_arborix_close_range_bow_damage_+%_final_while_have_iron_reflexes","","","",1,"","","","","","",2133162733,[],"","","",1,[],[]
6943,"unique_bow_arborix_close_range_bow_damage_+%_final",1,"","",1,"","",1,"","","",681984720,[],"","","",1,[0],[]
6944,"virtual_player_far_shot","","","",4,"","",1,"","","",1277979155,[],"","","","",[0],[]
6945,"gain_player_far_shot_while_do_not_have_iron_reflexes","","","",4,"","","","","","",2060921396,[],"","","","",[],[]
6946,"attack_cast_and_movement_speed_+%_while_do_not_have_iron_reflexes","","","",1,"","","","","","",978425944,[],"","","",1,[],[]
6947,"local_display_trigger_death_walk_on_equip_level","","","",3,"","","","","","",-1636067792,[],"","","","",[],[]
6948,"number_of_melee_abyss_jewels",1,"","",3,"","","","","","",-1651404994,[],"","","",1,[],[]
6949,"number_of_ranged_abyss_jewels",1,"","",3,"","","","","","",491909644,[],"","","",1,[],[]
6950,"number_of_caster_abyss_jewels",1,"","",3,"","","","","","",-647389716,[],"","","",1,[],[]
6951,"number_of_minion_abyss_jewels",1,"","",3,"","","","","","",1943781633,[],"","","",1,[],[]
6952,"number_of_abyss_jewels",1,"","",3,"","",1,"","","",-1382033120,[],"","","",1,[0],[]
6953,"number_of_abyss_jewel_types",1,"","",3,"","",1,"","","",243934828,[],"","","",1,[0],[]
6954,"damage_+%_per_abyss_jewel_type","","","",1,"","","","","","",582900842,[],"","","",1,[],[]
6955,"support_spell_cascade_damage_+%_final","","","",1,"","","","","",1,-525359076,[],"",1,"",1,[],[]
6956,"virtual_physical_damage_can_chill",1,"","",4,"","",1,"","","",1713790580,[],"","","","",[20],[]
6957,"virtual_fire_damage_can_chill",1,"","",4,"","",1,"","","",608832372,[],"","","","",[20],[]
6958,"virtual_cold_damage_cannot_chill",1,"","",4,"","",1,"","","",1313709419,[],"","","","",[20],[]
6959,"virtual_lightning_damage_can_chill",1,"","",4,"","",1,"","","",966661483,[],"","","","",[20],[]
6960,"virtual_chaos_damage_can_chill",1,"","",4,"","",1,"","","",862957399,[],"","","","",[20],[]
6961,"fire_damage_can_chill","","","",4,"","","","","","",-802576702,[],"","","","",[],[]
6962,"lightning_damage_can_chill","","","",4,"","","","","","",-626979228,[],"","","","",[],[]
6963,"virtual_physical_damage_can_freeze","","","",4,"","",1,"","","",-84054910,[],"","","","",[20],[]
6964,"virtual_fire_damage_can_freeze","","","",4,"","",1,"","","",-703630152,[],"","","","",[20],[]
6965,"virtual_cold_damage_cannot_freeze","","","",4,"","",1,"","","",1621258514,[],"","","","",[20],[]
6966,"virtual_lightning_damage_can_freeze","","","",4,"","",1,"","","",-1982432411,[],"","","","",[20],[]
6967,"virtual_chaos_damage_can_freeze","","","",4,"","",1,"","","",2145274484,[],"","","","",[20],[]
6968,"physical_damage_can_freeze","","","",4,"","","","","","",-886334531,[],"","","","",[],[]
6969,"fire_damage_can_freeze","","","",4,"","","","","","",1900764455,[],"","","","",[],[]
6970,"chaos_damage_can_freeze","","","",4,"","","","","","",-1516765142,[],"","","","",[],[]
6971,"all_damage_can_freeze","","","",4,"","","","","",1,-1500946839,[],"","","","",[],[]
6972,"virtual_physical_damage_can_shock","","","",4,"","",1,"","","",-1619220067,[],"","","","",[20],[]
6973,"virtual_fire_damage_can_shock","","","",4,"","",1,"","","",-615875384,[],"","","","",[20],[]
6974,"virtual_cold_damage_can_shock","","","",4,"","",1,"","","",1732712656,[],"","","","",[20],[]
6975,"virtual_lightning_damage_cannot_shock","","","",4,"","",1,"","","",1244987359,[],"","","","",[20],[]
6976,"virtual_chaos_damage_can_shock","","","",4,"","",1,"","","",825974507,[],"","","","",[20],[]
6977,"cold_damage_can_shock","","","",4,"","","","","","",-2061242762,[],"","","","",[],[]
6978,"chaos_damage_cannot_poison","","","",4,"","","","","","",-340595336,[],"","","","",[],[]
6979,"physical_damage_cannot_poison","","","",4,"","","","","","",-1000811924,[],"","","","",[],[]
6980,"area_of_effect_+%_with_500_or_more_strength","","","",1,"","","","","","",7497015,[],"","","",1,[],[]
6981,"area_of_effect_+%_if_have_stunned_an_enemy_recently","","","",1,"","","","","","",-1750048165,[],18,"","",1,[],[]
6982,"track_have_stunned_an_enemy_recently","","","",4,"","",1,"","","",-1284761884,[],"","","","",[36],[]
6983,"have_stunned_an_enemy_recently","","","",4,"","","","","","",-1281794824,[],"","","","",[],[]
6984,"chance_to_gain_endurance_charge_on_hit_%_vs_bleeding_enemy","","","",1,"","","","","","",518405439,[],"","",1,1,[],[]
6985,"local_display_socketed_movement_skills_have_no_mana_cost","",1,"",4,"","","","","","",-179201157,[],"","","","",[],[]
6986,"local_hits_with_this_weapon_always_hit_if_have_blocked_recently","",1,1,4,"","","",6987,6988,"",-135781644,[],"","","","",[],[]
6987,"main_hand_hits_with_this_weapon_always_hit_if_have_blocked_recently","","","",4,"","","","","","",-2098442076,[],"","","","",[],[]
6988,"off_hand_hits_with_this_weapon_always_hit_if_have_blocked_recently","","","",4,"","","","","","",-1877408707,[],"","","","",[],[]
6989,"additional_block_%_per_endurance_charge","","","",1,"","","","","","",1878642662,[],"","","",1,[],[]
6990,"attack_speed_+%_if_have_blocked_recently","","","",1,"","","","","","",1742462798,[],"","","",1,[],[]
6991,"local_display_trigger_level_x_smoke_cloud_on_trap_triggered","",1,"",3,"","","","","","",988845839,[],"","","","",[],[]
6992,"area_of_effect_+%_while_fortified","","","",1,"","","","","","",-1645218345,[],"","","",1,[],[]
6993,"melee_weapon_range_+_if_you_have_killed_recently","","","",3,"","","","","","",-686898274,[],"","","",1,[],[]
6994,"melee_weapon_range_+_while_fortified","","","",3,"","","","","","",724449092,[],"","","",1,[],[]
6995,"stun_duration_+%_per_15_strength","","","",1,"","","","","","",-1401573169,[],"","","",1,[],[]
6996,"stun_threshold_reduction_+%_with_500_or_more_strength","","","",1,"","","","","","",-1601988162,[],"","","",1,[],[]
6997,"area_of_effect_+%_per_endurance_charge","","","",1,"","","","","","",-1551750887,[],18,"","",1,[],[]
6998,"area_damage_+%_per_12_strength","","","",1,"","","","","","",-232320040,[],"","","",1,[],[]
6999,"damage_+%_vs_taunted_enemies","","","",1,"","","","","","",161831103,[],"","","",1,[],[]
7000,"chance_to_gain_endurance_charge_when_you_taunt_enemy_%","","","",1,"","","","","","",1178745974,[],"","","",1,[],[]
7001,"attacks_chance_to_bleed_on_hit_%_vs_taunted_enemies","","","",1,"","","","","","",467100870,[],"","","",1,[],[]
7002,"bleed_damage_+%_per_endurance_charge","","","",1,"","","","","","",-1939286343,[],"","","",1,[],[]
7003,"melee_movement_skill_chance_to_fortify_on_hit_%","","","",1,"","","","","","",469937604,[],"","","",1,[],[]
7004,"melee_weapon_range_+_while_at_maximum_frenzy_charges","","","",3,"","","","","","",-2028492119,[],"","","",1,[],[]
7005,"poison_damage_+%_vs_bleeding_enemies","","","",1,"","","","","","",196404777,[],"","","",1,[],[]
7006,"additional_physical_damage_reduction_%_while_moving","","","",1,"","","","","","",1462401975,[],"","","",1,[],[]
7007,"elemental_damage_taken_+%_while_stationary","","","",1,"","","","","","",-170029712,[],18,"","",1,[],[]
7008,"map_monsters_avoid_ailments_%","","","",1,"","","","","","",-1565580776,[],"","","",1,[],[]
7009,"number_of_endurance_charges_to_gain_every_4_seconds_while_stationary",1,"","",3,"","","","","","",-1065908194,[],"","","",1,[],[]
7010,"maximum_life_+%_per_abyssal_jewel_affecting_you","","","",1,"","","","","","",1953907730,[],"","","",1,[],[]
7011,"maximum_mana_+%_per_abyssal_jewel_affecting_you","","","",1,"","","","","","",-111917740,[],"","","",1,[],[]
7012,"cast_speed_+%_during_flask_effect","","","",1,"","","","","","",-831644933,[],"","","",1,[],[]
7013,"melee_damage_+%_during_flask_effect","","","",1,"","","","","","",-211891226,[],"","","",1,[],[]
7014,"projectile_attack_damage_+%_during_flask_effect","","","",1,"","","","","","",999100336,[],"","","",1,[],[]
7015,"spell_damage_+%_during_flask_effect","","","",1,"","","","","","",1115916264,[],1,"","",1,[],[]
7016,"local_crits_have_culling_strike","",1,1,4,"","","",7017,7018,"",841173973,[],"","","","",[],[]
7017,"main_hand_local_crits_have_culling_strike","",1,"",4,"","","","","","",1323719239,[],"","","","",[],[]
7018,"off_hand_local_crits_have_culling_strike","",1,"",4,"","","","","","",469906735,[],"","","","",[],[]
7019,"global_minimum_added_fire_damage_vs_ignited_enemies","","","",3,"","","","","","",287184198,[],"","","",1,[],[]
7020,"global_maximum_added_fire_damage_vs_ignited_enemies","","","",3,"","","","","","",562041675,[],"","","",1,[],[]
7021,"global_minimum_added_cold_damage_vs_chilled_or_frozen_enemies","","","",3,"","","","","","",-751701817,[],"","","",1,[],[]
7022,"global_maximum_added_cold_damage_vs_chilled_or_frozen_enemies","","","",3,"","","","","","",1945727377,[],"","","",1,[],[]
7023,"global_minimum_added_lightning_damage_vs_shocked_enemies","","","",3,"","","","","","",462642975,[],"","","",1,[],[]
7024,"global_maximum_added_lightning_damage_vs_shocked_enemies","","","",3,"","","","","","",-1748391055,[],"","","",1,[],[]
7025,"chill_attackers_for_4_seconds_on_block_%_chance","","","",1,"","","","","","",-448389090,[],"","","",1,[],[]
7026,"shock_attackers_for_4_seconds_on_block_%_chance","","","",1,"","","","","","",-940562009,[],"","","",1,[],[]
7027,"damage_+%_per_1%_block_chance","","","",1,"","","","","","",-1818492624,[],1,"","",1,[],[]
7028,"damage_+%_per_15_strength","","","",1,"","","","","","",2091777472,[],"","","",1,[],[]
7029,"damage_+%_per_15_dex","","","",1,"","","","","","",-961476781,[],"","","",1,[],[]
7030,"damage_+%_per_15_int","","","",1,"","","","","","",1922713058,[],"","","",1,[],[]
7031,"additional_block_%_with_5_or_more_nearby_enemies","","","",1,"","","","","","",1916376074,[],"","","",1,[],[]
7032,"gain_random_charge_on_block","","","",4,"","","","","","",-1315200614,[],"","","","",[],[]
7033,"chance_to_evade_attacks_%","","","",1,"","","","","","",-1858364499,[],9,"","",1,[],[]
7034,"mana_gained_on_spell_hit","","","",3,"","","","","",1,1772285154,[],"","","",1,[],[]
7035,"remove_ignite_and_burning_on_flask_use","","","",4,"","","","","","",-495698113,[],"","","","",[],[]
7036,"remove_chill_and_freeze_on_flask_use","","","",4,"","","","","","",-1318436738,[],"","","","",[],[]
7037,"remove_shock_on_flask_use","","","",4,"","","","","","",140609346,[],"","","","",[],[]
7038,"number_of_equipped_elder_items","","","",3,"","","","","","",-2010546913,[],"","","",1,[],[]
7039,"maximum_life_per_equipped_elder_item","","","",3,"","","","","","",-1564613385,[],"","","",1,[],[]
7040,"non_damaging_ailment_effect_+%_per_equipped_elder_item","","","",1,"","","","","","",-1462580003,[],"","","",1,[],[]
7041,"ailment_damage_+%_per_equipped_elder_item","","","",1,"","","","","","",1049428320,[],"","","",1,[],[]
7042,"remove_random_ailment_on_flask_use_if_all_equipped_items_are_elder","","","",4,"","","","","","",1368485682,[],"","","","",[],[]
7043,"virtual_freeze_effect_+%","","","",1,"","",1,"","","",822604781,[],"","","",1,[20],[]
7044,"virtual_ignite_effect_+%","","","",1,"","",1,"","","",-59531748,[],"","","",1,[20],[]
7045,"virtual_poison_effect_+%","","","",1,"","",1,"","","",1479991642,[],"","","",1,[20],[]
7046,"virtual_bleed_effect_+%","","","",1,"","",1,"","","",-1202232096,[],"","","",1,[2],[]
7047,"virtual_minion_elemental_resistance_%","","","",1,"","",1,"","",1,95351417,[],"","","",1,[33],[]
7048,"minion_elemental_resistance_30%","","","",4,"","","","","","",-141907254,[],"","","","",[],[]
7049,"strength_damage_bonus_grants_melee_physical_damage_+3%_per_10_strength_instead","","","",4,"","","","","","",-613527361,[],"","","","",[],[]
7050,"fortify_duration_+%_per_10_strength","","","",1,"","","","","","",167070724,[],"","","",1,[],[]
7051,"attack_additional_critical_strike_chance_permyriad","","","",6,"","","","","","",998270063,[],"","","",1,[],[]
7052,"spell_additional_critical_strike_chance_permyriad","","","",6,"","","","","","",-1969385805,[],"","","",1,[],[]
7053,"virtual_fortify_duration_+%","","","",1,"","",1,"","","",1698868417,[],"","","",1,[1],[]
7054,"max_fortification_while_stationary_+1_per_5","","","",3,"","","","","","",-241094321,[],11,"","",1,[],[]
7055,"remove_bleeding_on_warcry","","","",4,"","","","","","",-1437273454,[],"","","","",[],[]
7056,"chance_to_gain_endurance_charge_when_you_stun_enemy_%","","","",1,"","","","","","",1007040670,[],"","","",1,[],[]
7057,"critical_strike_multiplier_+_if_you_have_blocked_recently","","","",3,"","","","","","",-880362950,[],4,"","",1,[],[]
7058,"bleeding_damage_+%_vs_poisoned_enemies","","","",1,"","","","","","",-719305567,[],"","","",1,[],[]
7059,"area_of_effect_+%_if_you_have_blocked_recently","","","",1,"","","","","","",1140010999,[],18,"","",1,[],[]
7060,"elemental_damage_+%_per_power_charge","","","",1,"","","","","","",1980114079,[],"","","",1,[],[]
7061,"elemental_damage_+%_per_12_int","","","",1,"","","","","","",-424434992,[],"","","",1,[],[]
7062,"elemental_damage_+%_per_12_strength","","","",1,"","","","","","",1314538835,[],"","","",1,[],[]
7063,"elemental_damage_taken_+%_per_endurance_charge","","","",1,"","","","","","",696967888,[],"","","",1,[],[]
7064,"additional_block_%_if_you_have_crit_recently","","","",1,"","","","","","",319962324,[],9,"","",1,[],[]
7065,"area_of_effect_+%_per_50_strength","","","",1,"","","","","","",4070266,[],"","","",1,[],[]
7066,"local_life_gain_per_target_vs_blinded_enemies","",1,1,3,"","","",7067,7068,"",1967600048,[],"","","",1,[],[]
7067,"main_hand_local_life_gain_per_target_vs_blinded_enemies","",1,"",3,"","","","","","",-1741399435,[],"","","",1,[],[]
7068,"off_hand_local_life_gain_per_target_vs_blinded_enemies","",1,"",3,"","","","","","",201021180,[],"","","",1,[],[]
7069,"local_culling_strike_if_crit_recently","",1,1,4,"","","",7070,7071,"",-1876840441,[],"","","","",[],[]
7070,"main_hand_culling_strike_if_crit_recently","","","",4,"","","","","","",2046113014,[],"","","","",[],[]
7071,"off_hand_culling_strike_if_crit_recently","","","",4,"","","","","","",-1399921319,[],"","","","",[],[]
7072,"support_mirage_archer_base_duration","","","",3,"","","","","","",779459517,[],"",1,"",1,[],[]
7073,"support_mirage_archer_duration",1,"","",3,"","",1,"","",1,-201560395,[],"",1,"",1,[34],[]
7074,"summon_mirage_archer_on_hit",1,"","",4,"","","","","",1,1409514180,[],"",1,"","",[],[]
7075,"skill_can_own_mirage_archers",1,"","",4,"","","","","",1,-1744705312,[],"",1,"","",[],[]
7076,"number_of_mirage_archers_allowed",1,"","",3,"","",1,"","",1,-1970317788,[],"",1,"",1,[1],[]
7077,"support_mirage_archer_damage_+%_final","","","",1,"","","","","",1,2007447883,[],"","","",1,[],[]
7078,"use_scaled_contact_offset",1,"","",4,"",1,"","","",1,-862155502,[],"","","","",[],[]
7079,"local_culling_strike_vs_bleeding_enemies","",1,1,4,"","","",7080,7081,"",494591110,[],"","","","",[],[]
7080,"main_hand_culling_strike_vs_bleeding_enemies","","","",4,"","","","","","",477795393,[],"","","","",[],[]
7081,"off_hand_culling_strike_vs_bleeding_enemies","","","",4,"","","","","","",1601542015,[],"","","","",[],[]
7082,"local_display_grants_level_x_blood_offering_skill","","","",3,"","","","","","",-62791890,[],"","","","",[],[]
7083,"active_skill_projectile_speed_+%_variation_final","","","",1,"",1,"","","",1,-558297066,[],"",1,"",1,[],[]
7084,"local_socketed_abyss_jewel_effect_+%",1,1,"",1,"","","","","","",-468703419,[],"","","",1,[],[]
7085,"non_piercing_projectiles_critical_strike_chance_+%",1,"","",1,"","","","","","",-2143254875,[],"","","",1,[],[]
7086,"local_evasion_rating_and_energy_shield","",1,"",3,"","","","","","",593379265,[],"","","",1,[],[]
7087,"number_of_additional_projectiles_if_you_have_been_hit_recently","","","",3,"","","","","","",-168647275,[],"","","",1,[],[]
7088,"gain_iron_reflexes_while_stationary","","","",4,"","","","","","",-1346619571,[],"","","","",[],[]
7089,"armour_+%_while_stationary","","","",1,"","","","","","",-104922560,[],11,"","",1,[],[]
7090,"number_of_additional_projectiles_if_you_have_used_movement_skill_recently","","","",3,"","","","","","",1566432038,[],"","","",1,[],[]
7091,"virtual_keystone_iron_reflexes","","","",4,"","",1,"","","",899654570,[],"","","","",[0],[]
7092,"attacks_intimidate_on_hit_%","","","",1,"","","","","","",-1046027526,[],1,"","",1,[],[]
7093,"local_attacks_intimidate_on_hit_for_4_seconds_with_melee_abyss_jewel_socketed","",1,"",4,"","","","","","",1126910271,[],"","","","",[],[]
7094,"local_attacks_maim_on_hit_for_4_seconds_with_ranged_abyss_jewel_socketed","",1,"",4,"","","","","","",729591326,[],"","","","",[],[]
7095,"elemental_overload_rotation_active",1,"","",4,"",1,"","","",1,-1060629953,[],"","","","",[],[]
7096,"gain_resolute_technique_while_do_not_have_elemental_overload","","","",4,"","","","","","",923749510,[],"","","","",[],[]
7097,"virtual_keystone_resolute_technique","","","",4,"","",1,"","","",-295910750,[],"","","","",[0],[]
7098,"local_minimum_added_physical_damage_vs_ignited_enemies","",1,1,3,"","","",7102,7106,"",-1471946539,[],"","","",1,[],[]
7099,"local_maximum_added_physical_damage_vs_ignited_enemies","",1,1,3,"","","",7103,7107,"",-666455705,[],"","","",1,[],[]
7100,"local_minimum_added_fire_damage_vs_bleeding_enemies","",1,1,3,"","","",7104,7108,"",-1343742989,[],"","","",1,[],[]
7101,"local_maximum_added_fire_damage_vs_bleeding_enemies","",1,1,3,"","","",7105,7109,"",299964726,[],"","","",1,[],[]
7102,"main_hand_minimum_added_physical_damage_vs_ignited_enemies","","","",3,"","","","","","",-1609472429,[],"","","",1,[],[]
7103,"main_hand_maximum_added_physical_damage_vs_ignited_enemies","","","",3,"","","","","","",1790854093,[],"","","",1,[],[]
7104,"main_hand_minimum_added_fire_damage_vs_bleeding_enemies","","","",3,"","","","","","",-496136468,[],"","","",1,[],[]
7105,"main_hand_maximum_added_fire_damage_vs_bleeding_enemies","","","",3,"","","","","","",-1547554722,[],"","","",1,[],[]
7106,"off_hand_minimum_added_physical_damage_vs_ignited_enemies","","","",3,"","","","","","",-291006399,[],"","","",1,[],[]
7107,"off_hand_maximum_added_physical_damage_vs_ignited_enemies","","","",3,"","","","","","",-1601709454,[],"","","",1,[],[]
7108,"off_hand_minimum_added_fire_damage_vs_bleeding_enemies","","","",3,"","","","","","",673445159,[],"","","",1,[],[]
7109,"off_hand_maximum_added_fire_damage_vs_bleeding_enemies","","","",3,"","","","","","",1375265087,[],"","","",1,[],[]
7110,"local_chance_bleed_on_hit_%_vs_ignited_enemies","",1,1,1,"","","",7111,7112,"",1711247106,[],"","","",1,[],[]
7111,"main_hand_chance_bleed_on_hit_%_vs_ignited_enemies","","","",1,"","","","","","",-1634318418,[],"","","",1,[],[]
7112,"off_hand_chance_bleed_on_hit_%_vs_ignited_enemies","","","",1,"","","","","","",1511073915,[],"","","",1,[],[]
7113,"avatar_of_fire_rotation_active",1,"","",4,"",1,"","","",1,652937064,[],"","","","",[],[]
7114,"critical_strike_chance_+%_while_you_have_avatar_of_fire","","","",1,"","","","","","",-84532927,[],"","","",1,[],[]
7115,"physical_damage_%_to_convert_to_fire_while_you_have_avatar_of_fire","","","",1,"","","","","","",367819825,[],"","","",1,[],[]
7116,"armour_while_you_do_not_have_avatar_of_fire","","","",4,"","","","","","",1703236712,[],"","","","",[],[]
7117,"non_chaos_damage_to_add_as_chaos_damage_%","","","",1,"","","","","","",-892841680,[],1,"","",1,[],[]
7118,"projectile_non_chaos_damage_to_add_as_chaos_damage_%_per_chain","","","",1,"","","","","","",1735346924,[],"","","",1,[],[]
7119,"attack_speed_+%_if_enemy_killed_recently","","","",1,"","","","","","",-2084730517,[],"","","",1,[],[]
7120,"critical_strike_chance_+%_if_enemy_killed_recently","","","",1,"","","","","","",277118122,[],"","","",1,[],[]
7121,"projectile_damage_+%_per_pierced_enemy","","","",1,"","","","","","",1141614803,[],1,"","",1,[],[]
7122,"recover_energy_shield_%_on_kill","","","",1,"","","","","","",1430629792,[],9,"","",1,[],[]
7123,"map_monsters_add_power_charge_on_hit_%","","","",1,"","","","","","",-1463524144,[],"","","",1,[],[]
7124,"map_monsters_add_frenzy_charge_on_hit_%","","","",1,"","","","","","",-1899062933,[],"","","",1,[],[]
7125,"map_monsters_add_endurance_charge_on_hit_%","","","",1,"","","","","","",228850320,[],"","","",1,[],[]
7126,"local_life_gain_per_target_while_leeching","",1,1,3,"","","",7127,7128,"",1713663073,[],"","","",1,[],[]
7127,"main_hand_life_gain_per_target_while_leeching","","","",3,"","","","","","",-1265759720,[],"","","",1,[],[]
7128,"off_hand_life_gain_per_target_while_leeching","","","",3,"","","","","","",548021619,[],"","","",1,[],[]
7129,"local_display_socketed_gems_supported_by_level_x_mirage_archer","",1,"",4,"","","","","","",1883427129,[],"","","","",[],[]
7130,"spectre_duration",1,"","",3,"","",1,"","",1,-1095617031,[],"","","",1,[34],[]
7131,"arrows_that_pierce_also_return",1,"","",4,"",1,"","","",1,268689564,[],"","","","",[],[]
7132,"predict_totem_maximum_life","","","",3,"","",1,"","",1,1858946519,[],"","","",1,[1],[]
7133,"unique_monster_dropped_item_rarity_+%","","","",1,"","","","","","",-597074485,[],"","","",1,[],[]
7134,"cannot_block_spells","","","",4,"","","","","","",1007774682,[],"","","","",[],[]
7135,"gain_endurance_charge_%_chance_when_you_lose_fortify","","","",1,"","","","","","",-490938601,[],"","","",1,[],[]
