"rownum","StatSet","GemLevel","PlayerLevelReq","SpellCritChance","AttackCritChance","BaseMultiplier","DamageEffectiveness","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues"
14620,1873,34,94,0,0,0,0,[],"[71,31]",[1878],[],[],[],"[1671,5708]","[1,1]",[]
14621,1873,35,95,0,0,0,0,[],"[71,31]",[1878],[],[],[],"[1671,5708]","[1,1]",[]
14622,1873,36,96,0,0,0,0,[],"[72,32]",[1878],[],[],[],"[1671,5708]","[1,1]",[]
14623,1873,37,97,0,0,0,0,[],"[72,32]",[1878],[],[],[],"[1671,5708]","[1,1]",[]
14624,1873,38,98,0,0,0,0,[],"[73,33]",[1878],[],[],[],"[1671,5708]","[1,1]",[]
14625,1873,39,99,0,0,0,0,[],"[73,33]",[1878],[],[],[],"[1671,5708]","[1,1]",[]
14626,1873,40,100,0,0,0,0,[],"[74,34]",[1878],[],[],[],"[1671,5708]","[1,1]",[]
14627,1874,1,4,0,0,0,0,[],[40],[1879],[],[],[],[119],[1],[]
14628,1874,2,8,0,0,0,0,[],"[60,2]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14629,1874,3,11,0,0,0,0,[],"[92,4]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14630,1874,4,15,0,0,0,0,[],"[167,6]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14631,1874,5,20,0,0,0,0,[],"[143,8]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14632,1874,6,25,0,0,0,0,[],"[319,10]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14633,1874,7,29,0,0,0,0,[],"[395,12]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14634,1874,8,31,0,0,0,0,[],"[468,14]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14635,1874,9,32,0,0,0,0,[],"[546,16]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14636,1874,10,34,0,0,0,0,[],"[630,18]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14637,1874,11,37,0,0,0,0,[],"[720,20]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14638,1874,12,40,0,0,0,0,[],"[816,22]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14639,1874,13,42,0,0,0,0,[],"[918,24]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14640,1874,14,45,0,0,0,0,[],"[1026,26]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14641,1874,15,50,0,0,0,0,[],"[1140,28]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14642,1874,16,51,0,0,0,0,[],"[1259,30]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14643,1874,17,52,0,0,0,0,[],"[1383,32]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14644,1874,18,54,0,0,0,0,[],"[1448,34]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14645,1874,19,58,0,0,0,0,[],"[1514,36]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14646,1874,20,66,0,0,0,0,[],"[1581,38]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14647,1874,21,67,0,0,0,0,[],"[1650,40]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14648,1874,22,68,0,0,0,0,[],"[1721,42]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14649,1874,23,69,0,0,0,0,[],"[1793,44]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14650,1874,24,70,0,0,0,0,[],"[1866,46]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14651,1874,25,71,0,0,0,0,[],"[1940,48]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14652,1874,26,72,0,0,0,0,[],"[2016,50]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14653,1874,27,73,0,0,0,0,[],"[2091,52]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14654,1874,28,74,0,0,0,0,[],"[2166,54]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14655,1874,29,75,0,0,0,0,[],"[2241,56]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14656,1874,30,76,0,0,0,0,[],"[2316,58]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14657,1874,31,77,0,0,0,0,[],"[2391,60]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14658,1874,32,78,0,0,0,0,[],"[2466,62]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14659,1874,33,79,0,0,0,0,[],"[2541,64]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14660,1874,34,80,0,0,0,0,[],"[2616,66]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14661,1874,35,81,0,0,0,0,[],"[2691,68]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14662,1874,36,82,0,0,0,0,[],"[2766,70]",[1879],[],[],[],"[119,5750]","[1,1]",[]
14663,1875,1,4,0,0,0,0,[],[40],[1880],[],[],[],[119],[1],[]
14664,1875,2,8,0,0,0,0,[],"[60,2]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14665,1875,3,11,0,0,0,0,[],"[92,4]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14666,1875,4,15,0,0,0,0,[],"[167,6]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14667,1875,5,20,0,0,0,0,[],"[143,8]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14668,1875,6,25,0,0,0,0,[],"[319,10]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14669,1875,7,29,0,0,0,0,[],"[395,12]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14670,1875,8,31,0,0,0,0,[],"[468,14]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14671,1875,9,32,0,0,0,0,[],"[546,16]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14672,1875,10,34,0,0,0,0,[],"[630,18]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14673,1875,11,37,0,0,0,0,[],"[720,20]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14674,1875,12,40,0,0,0,0,[],"[816,22]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14675,1875,13,42,0,0,0,0,[],"[918,24]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14676,1875,14,45,0,0,0,0,[],"[1026,26]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14677,1875,15,50,0,0,0,0,[],"[1140,28]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14678,1875,16,51,0,0,0,0,[],"[1259,30]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14679,1875,17,52,0,0,0,0,[],"[1383,32]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14680,1875,18,54,0,0,0,0,[],"[1448,34]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14681,1875,19,58,0,0,0,0,[],"[1514,36]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14682,1875,20,66,0,0,0,0,[],"[1581,38]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14683,1875,21,67,0,0,0,0,[],"[1650,40]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14684,1875,22,68,0,0,0,0,[],"[1721,42]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14685,1875,23,69,0,0,0,0,[],"[1793,44]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14686,1875,24,70,0,0,0,0,[],"[1866,46]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14687,1875,25,71,0,0,0,0,[],"[1940,48]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14688,1875,26,72,0,0,0,0,[],"[2016,50]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14689,1875,27,73,0,0,0,0,[],"[2091,52]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14690,1875,28,74,0,0,0,0,[],"[2166,54]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14691,1875,29,75,0,0,0,0,[],"[2241,56]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14692,1875,30,76,0,0,0,0,[],"[2316,58]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14693,1875,31,77,0,0,0,0,[],"[2391,60]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14694,1875,32,78,0,0,0,0,[],"[2466,62]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14695,1875,33,79,0,0,0,0,[],"[2541,64]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14696,1875,34,80,0,0,0,0,[],"[2616,66]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14697,1875,35,81,0,0,0,0,[],"[2691,68]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14698,1875,36,82,0,0,0,0,[],"[2766,70]",[1880],[],[],[],"[119,5750]","[1,1]",[]
14699,1876,1,4,0,0,0,0,[],[40],[1881],[],[],[],[119],[1],[]
14700,1876,2,8,0,0,0,0,[],"[60,2]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14701,1876,3,11,0,0,0,0,[],"[92,4]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14702,1876,4,15,0,0,0,0,[],"[167,6]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14703,1876,5,20,0,0,0,0,[],"[143,8]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14704,1876,6,25,0,0,0,0,[],"[319,10]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14705,1876,7,29,0,0,0,0,[],"[395,12]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14706,1876,8,31,0,0,0,0,[],"[468,14]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14707,1876,9,32,0,0,0,0,[],"[546,16]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14708,1876,10,34,0,0,0,0,[],"[630,18]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14709,1876,11,37,0,0,0,0,[],"[720,20]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14710,1876,12,40,0,0,0,0,[],"[816,22]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14711,1876,13,42,0,0,0,0,[],"[918,24]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14712,1876,14,45,0,0,0,0,[],"[1026,26]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14713,1876,15,50,0,0,0,0,[],"[1140,28]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14714,1876,16,51,0,0,0,0,[],"[1259,30]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14715,1876,17,52,0,0,0,0,[],"[1383,32]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14716,1876,18,54,0,0,0,0,[],"[1448,34]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14717,1876,19,58,0,0,0,0,[],"[1514,36]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14718,1876,20,66,0,0,0,0,[],"[1581,38]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14719,1876,21,67,0,0,0,0,[],"[1650,40]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14720,1876,22,68,0,0,0,0,[],"[1721,42]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14721,1876,23,69,0,0,0,0,[],"[1793,44]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14722,1876,24,70,0,0,0,0,[],"[1866,46]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14723,1876,25,71,0,0,0,0,[],"[1940,48]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14724,1876,26,72,0,0,0,0,[],"[2016,50]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14725,1876,27,73,0,0,0,0,[],"[2091,52]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14726,1876,28,74,0,0,0,0,[],"[2166,54]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14727,1876,29,75,0,0,0,0,[],"[2241,56]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14728,1876,30,76,0,0,0,0,[],"[2316,58]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14729,1876,31,77,0,0,0,0,[],"[2391,60]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14730,1876,32,78,0,0,0,0,[],"[2466,62]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14731,1876,33,79,0,0,0,0,[],"[2541,64]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14732,1876,34,80,0,0,0,0,[],"[2616,66]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14733,1876,35,81,0,0,0,0,[],"[2691,68]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14734,1876,36,82,0,0,0,0,[],"[2766,70]",[1881],[],[],[],"[119,5750]","[1,1]",[]
14735,1877,1,29,0,0,0,0,[418],[],[1882],[],[119],[0],[],[3],[1]
14736,1878,1,29,0,0,0,0,[],[],[1883],[],[],[],[],[],[]
14737,1879,1,24,0,0,0,0,[],[0],[1884],[],[],[],[5708],[1],[]
14738,1879,2,27,0,0,0,0,[],[1],[1884],[],[],[],[5708],[1],[]
14739,1879,3,30,0,0,0,0,[],[2],[1884],[],[],[],[5708],[1],[]
14740,1879,4,33,0,0,0,0,[],[3],[1884],[],[],[],[5708],[1],[]
14741,1879,5,36,0,0,0,0,[],[4],[1884],[],[],[],[5708],[1],[]
14742,1879,6,39,0,0,0,0,[],[5],[1884],[],[],[],[5708],[1],[]
14743,1879,7,42,0,0,0,0,[],[6],[1884],[],[],[],[5708],[1],[]
14744,1879,8,45,0,0,0,0,[],[7],[1884],[],[],[],[5708],[1],[]
14745,1879,9,48,0,0,0,0,[],[8],[1884],[],[],[],[5708],[1],[]
14746,1879,10,50,0,0,0,0,[],[9],[1884],[],[],[],[5708],[1],[]
14747,1879,11,52,0,0,0,0,[],[10],[1884],[],[],[],[5708],[1],[]
14748,1879,12,54,0,0,0,0,[],[11],[1884],[],[],[],[5708],[1],[]
14749,1879,13,56,0,0,0,0,[],[12],[1884],[],[],[],[5708],[1],[]
14750,1879,14,58,0,0,0,0,[],[13],[1884],[],[],[],[5708],[1],[]
14751,1879,15,60,0,0,0,0,[],[14],[1884],[],[],[],[5708],[1],[]
14752,1879,16,62,0,0,0,0,[],[15],[1884],[],[],[],[5708],[1],[]
14753,1879,17,64,0,0,0,0,[],[16],[1884],[],[],[],[5708],[1],[]
14754,1879,18,66,0,0,0,0,[],[17],[1884],[],[],[],[5708],[1],[]
14755,1879,19,68,0,0,0,0,[],[18],[1884],[],[],[],[5708],[1],[]
14756,1879,20,70,0,0,0,0,[],[19],[1884],[],[],[],[5708],[1],[]
14757,1879,21,72,0,0,0,0,[],[20],[1884],[],[],[],[5708],[1],[]
14758,1879,22,74,0,0,0,0,[],[21],[1884],[],[],[],[5708],[1],[]
14759,1879,23,76,0,0,0,0,[],[22],[1884],[],[],[],[5708],[1],[]
14760,1879,24,78,0,0,0,0,[],[23],[1884],[],[],[],[5708],[1],[]
14761,1879,25,80,0,0,0,0,[],[24],[1884],[],[],[],[5708],[1],[]
14762,1879,26,82,0,0,0,0,[],[25],[1884],[],[],[],[5708],[1],[]
14763,1879,27,84,0,0,0,0,[],[26],[1884],[],[],[],[5708],[1],[]
14764,1879,28,86,0,0,0,0,[],[27],[1884],[],[],[],[5708],[1],[]
14765,1879,29,88,0,0,0,0,[],[28],[1884],[],[],[],[5708],[1],[]
14766,1879,30,90,0,0,0,0,[],[29],[1884],[],[],[],[5708],[1],[]
14767,1879,31,91,0,0,0,0,[],[29],[1884],[],[],[],[5708],[1],[]
14768,1879,32,92,0,0,0,0,[],[30],[1884],[],[],[],[5708],[1],[]
14769,1879,33,93,0,0,0,0,[],[30],[1884],[],[],[],[5708],[1],[]
14770,1879,34,94,0,0,0,0,[],[31],[1884],[],[],[],[5708],[1],[]
14771,1879,35,95,0,0,0,0,[],[31],[1884],[],[],[],[5708],[1],[]
14772,1879,36,96,0,0,0,0,[],[32],[1884],[],[],[],[5708],[1],[]
14773,1879,37,97,0,0,0,0,[],[32],[1884],[],[],[],[5708],[1],[]
14774,1879,38,98,0,0,0,0,[],[33],[1884],[],[],[],[5708],[1],[]
14775,1879,39,99,0,0,0,0,[],[33],[1884],[],[],[],[5708],[1],[]
14776,1879,40,100,0,0,0,0,[],[34],[1884],[],[],[],[5708],[1],[]
14777,1880,1,1,0,0,0,0,[],[],[1885],[],[],[],[],[],[]
14778,1881,1,1,0,0,0,0,[],[],[1886],[],[],[],[],[],[]
14779,1882,1,24,0,0,0,0,[],"[40,90,0]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14780,1882,2,27,0,0,0,0,[],"[40,107,1]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14781,1882,3,30,0,0,0,0,[],"[41,127,2]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14782,1882,4,33,0,0,0,0,[],"[41,150,3]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14783,1882,5,36,0,0,0,0,[],"[42,176,4]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14784,1882,6,39,0,0,0,0,[],"[42,209,5]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14785,1882,7,42,0,0,0,0,[],"[43,246,6]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14786,1882,8,45,0,0,0,0,[],"[43,286,7]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14787,1882,9,48,0,0,0,0,[],"[44,335,8]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14788,1882,10,50,0,0,0,0,[],"[44,373,9]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14789,1882,11,52,0,0,0,0,[],"[45,414,10]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14790,1882,12,54,0,0,0,0,[],"[45,458,11]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14791,1882,13,56,0,0,0,0,[],"[46,510,12]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14792,1882,14,58,0,0,0,0,[],"[46,561,13]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14793,1882,15,60,0,0,0,0,[],"[47,623,14]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14794,1882,16,62,0,0,0,0,[],"[47,689,15]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14795,1882,17,64,0,0,0,0,[],"[48,762,16]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14796,1882,18,66,0,0,0,0,[],"[48,842,17]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14797,1882,19,68,0,0,0,0,[],"[49,930,18]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14798,1882,20,70,0,0,0,0,[],"[49,1026,19]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14799,1882,21,72,0,0,0,0,[],"[50,1077,20]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14800,1882,22,74,0,0,0,0,[],"[50,1131,21]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14801,1882,23,76,0,0,0,0,[],"[51,1189,22]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14802,1882,24,78,0,0,0,0,[],"[51,1247,23]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14803,1882,25,80,0,0,0,0,[],"[52,1310,24]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14804,1882,26,82,0,0,0,0,[],"[52,1376,25]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14805,1882,27,84,0,0,0,0,[],"[53,1444,26]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14806,1882,28,86,0,0,0,0,[],"[53,1518,27]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14807,1882,29,88,0,0,0,0,[],"[54,1594,28]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14808,1882,30,90,0,0,0,0,[],"[54,1673,29]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14809,1882,31,91,0,0,0,0,[],"[55,1716,29]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14810,1882,32,92,0,0,0,0,[],"[55,1758,30]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14811,1882,33,93,0,0,0,0,[],"[55,1801,30]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14812,1882,34,94,0,0,0,0,[],"[55,1845,31]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14813,1882,35,95,0,0,0,0,[],"[56,1892,31]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14814,1882,36,96,0,0,0,0,[],"[56,1937,32]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14815,1882,37,97,0,0,0,0,[],"[56,1985,32]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14816,1882,38,98,0,0,0,0,[],"[56,2032,33]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14817,1882,39,99,0,0,0,0,[],"[57,2084,33]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14818,1882,40,100,0,0,0,0,[],"[57,2133,34]",[1887],[],[],[],"[1128,116,5708]","[1,1,1]",[]
14819,1883,1,24,0,0,0,0,[],"[40,0]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14820,1883,2,27,0,0,0,0,[],"[41,1]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14821,1883,3,30,0,0,0,0,[],"[42,2]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14822,1883,4,33,0,0,0,0,[],"[43,3]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14823,1883,5,36,0,0,0,0,[],"[44,4]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14824,1883,6,39,0,0,0,0,[],"[45,5]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14825,1883,7,42,0,0,0,0,[],"[46,6]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14826,1883,8,45,0,0,0,0,[],"[47,7]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14827,1883,9,48,0,0,0,0,[],"[48,8]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14828,1883,10,50,0,0,0,0,[],"[49,9]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14829,1883,11,52,0,0,0,0,[],"[50,10]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14830,1883,12,54,0,0,0,0,[],"[51,11]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14831,1883,13,56,0,0,0,0,[],"[52,12]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14832,1883,14,58,0,0,0,0,[],"[53,13]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14833,1883,15,60,0,0,0,0,[],"[54,14]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14834,1883,16,62,0,0,0,0,[],"[55,15]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14835,1883,17,64,0,0,0,0,[],"[56,16]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14836,1883,18,66,0,0,0,0,[],"[57,17]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14837,1883,19,68,0,0,0,0,[],"[58,18]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14838,1883,20,70,0,0,0,0,[],"[59,19]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14839,1883,21,72,0,0,0,0,[],"[60,20]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14840,1883,22,74,0,0,0,0,[],"[61,21]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14841,1883,23,76,0,0,0,0,[],"[62,22]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14842,1883,24,78,0,0,0,0,[],"[63,23]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14843,1883,25,80,0,0,0,0,[],"[64,24]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14844,1883,26,82,0,0,0,0,[],"[65,25]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14845,1883,27,84,0,0,0,0,[],"[66,26]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14846,1883,28,86,0,0,0,0,[],"[67,27]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14847,1883,29,88,0,0,0,0,[],"[68,28]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14848,1883,30,90,0,0,0,0,[],"[69,29]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14849,1883,31,91,0,0,0,0,[],"[69,29]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14850,1883,32,92,0,0,0,0,[],"[70,30]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14851,1883,33,93,0,0,0,0,[],"[70,30]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14852,1883,34,94,0,0,0,0,[],"[71,31]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14853,1883,35,95,0,0,0,0,[],"[71,31]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14854,1883,36,96,0,0,0,0,[],"[72,32]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14855,1883,37,97,0,0,0,0,[],"[72,32]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14856,1883,38,98,0,0,0,0,[],"[73,33]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14857,1883,39,99,0,0,0,0,[],"[73,33]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14858,1883,40,100,0,0,0,0,[],"[74,34]",[1888],[],[],[],"[1128,5708]","[1,1]",[]
14859,1884,1,1,0,0,0,0,[],[],[1889],[],[],[],[],[],[]
14860,1885,1,1,0,0,0,0,[18],[],[1890],[],[116],[0],[],[3],[0.314]
14861,1886,1,0,0,0,0,0,[],[],[1891],[],[],[],[],[],[]
14862,1887,1,1,0,0,0,0,[],[],[1892],[],[],[],[],[],[]
14863,1888,1,24,0,0,0,0,"[16,23,16,23]",[0],[1893],[],"[45,46,1586,1587]","[0,0,0,0]",[5708],"[3,3,3,3,1]","[0.35,0.5,0.35,0.5]"
14864,1888,2,27,0,0,0,0,"[19,27,19,27]",[1],[1893],[],"[45,46,1586,1587]","[0,0,0,0]",[5708],"[3,3,3,3,1]","[0.35,0.5,0.35,0.5]"
14865,1888,3,30,0,0,0,0,"[22,31,22,31]",[2],[1893],[],"[45,46,1586,1587]","[0,0,0,0]",[5708],"[3,3,3,3,1]","[0.35,0.5,0.35,0.5]"
14866,1888,4,33,0,0,0,0,"[25,36,25,36]",[3],[1893],[],"[45,46,1586,1587]","[0,0,0,0]",[5708],"[3,3,3,3,1]","[0.35,0.5,0.35,0.5]"
14867,1888,5,36,0,0,0,0,"[29,41,29,41]",[4],[1893],[],"[45,46,1586,1587]","[0,0,0,0]",[5708],"[3,3,3,3,1]","[0.35,0.5,0.35,0.5]"
14868,1888,6,39,0,0,0,0,"[33,47,33,47]",[5],[1893],[],"[45,46,1586,1587]","[0,0,0,0]",[5708],"[3,3,3,3,1]","[0.35,0.5,0.35,0.5]"
14869,1888,7,42,0,0,0,0,"[37,53,37,53]",[6],[1893],[],"[45,46,1586,1587]","[0,0,0,0]",[5708],"[3,3,3,3,1]","[0.35,0.5,0.35,0.5]"
14870,1888,8,45,0,0,0,0,"[42,60,42,60]",[7],[1893],[],"[45,46,1586,1587]","[0,0,0,0]",[5708],"[3,3,3,3,1]","[0.35,0.5,0.35,0.5]"
14871,1888,9,48,0,0,0,0,"[48,68,48,68]",[8],[1893],[],"[45,46,1586,1587]","[0,0,0,0]",[5708],"[3,3,3,3,1]","[0.35,0.5,0.35,0.5]"
