"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]","bool"
291,"atziri_fire_charge","",1,"","",[],"",4,"","","","",30,293,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
292,"atziri_lightning_charge","",1,"","",[],"",4,"","","","",30,294,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
293,"atziri_physical_charge","",1,"","",[],"",4,"","","","",30,295,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
294,"vaal_twin_enrage","",1,"","Vaal Enrage","[70,216,24,177]",1,4,"","","","",30,306,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216,24,177]",[],"","","","","","",[],"",[],""
295,"demon_one_enrage","",1,"","","[716,177,70,476]","",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[716,177,70,476]",[],"","","","","","",[],"",[],""
296,"demon_two_enrage","",1,"","","[716,70,177,476]","",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[716,70,177,476]",[],"","","","","","",[],"",[],""
297,"demon_three_enrage","",1,"","","[716,70,216,177,1819,476]","",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[716,70,216,177,1819,476]",[],"","","","","","",[],"",[],""
298,"unique_flask_atziris_promise","You leech from Chaos Damage, and deal extra Chaos Damage.","","","Atziri's Promise","[2130,2138,449]",1,3,"","","","",30,303,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2130,2138,449]",[],"","","","","","",[],"",[],""
299,"kiweth_enrage","",1,"","","[716,70,177]",1,3,"","","",1,30,14,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[716,70,177]",[],"","","","","","",[],"",[],""
300,"pinned","You are held in place by arrows","","","Pinned",[6906],1,3,"","","",1,30,304,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[6906],[],"","","","","","",[],"",[],""
301,"vaal_cloud_stack","",1,"","",[],1,4,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
302,"vaal_cloud","You are taking Physical Damage over time","","","Corrupting Smoke",[353],1,3,"","","","",30,305,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[353],[],"","","","","","",[],"",[],""
303,"cannot_die","",1,"","",[397],"",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[397],[],"","","","","","",[],"",[],""
304,"atziri_charge_requirement_reduction","",1,"","","[2193,2192,2194]",1,1,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2193,2192,2194]",[],"","","","","","",[],"",[],""
305,"atziri_demon_summoning","",1,"","","[397,140]","",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],"[859,16075]","[397,140]",[],"","","","","","",[],"",[],""
306,"status_immunity_enrage","",1,"","","[191,190,192,193,6075]","",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[191,190,192,193,6075]",[],"","","","","","",[],"",[],""
307,"summoned_monster_epk_buff","",1,"","",[],1,2,"","","","",30,307,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
308,"pvp_keep_animated_armour_dead","",1,"","",[2229],"",2,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2229],[],"","","","","","",[],"",[],""
309,"upheavalbuff","","",1,"Upheaval Buff",[2104],1,2,"","","","",30,305,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2104],[],"","","","","","",[],"",[],""
310,"godmode_west","",1,1,"Super Immortal Call","[140,177]",1,2,"","","","",30,108,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,177]",[],"","","","","","",[],"",[],""
311,"garena_drops_display_buff","It is easier to get treasure now!","","","Hyrri's Reward",[],"",2,"","","","",30,312,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
312,"unique_flask_forbidden_taste","You are taking Chaos Damage over time","","","Forbidden Taste",[451],1,3,"","","","",30,313,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[],"",[],""
313,"darkexile_corruption","",1,"","",[],1,3,"","","","",30,314,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
314,"darkseawitch_corruption","",1,"","",[],1,3,"","","","",30,315,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
315,"rampage_stack","@#%*)@#%*@^)","","","Rampage",[],1,4,1,2330,2329,1,30,1173,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
316,"unique_flask_rumis_concoction","You have additional Chance to Block Attacks and Spells","","","Rumi's Concoction","[1084,2088]",1,3,"","","","",30,317,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1084,2088]",[],"","","","","","",[],"",[],""
317,"marauder_mission_have_idol","Bring the Karui Spirit back to the entrance.","",1,"You have the Karui Spirit",[],1,2,"","","","",30,318,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
318,"mine_test","Mine Detonation Radius +%, Mine Duration +%","",1,"","[1834,1820]",1,2,"","","","",30,7,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1834,1820]",[],"","","","","","",[],"",[],""
319,"minion_stat_test","minion_damage_+%","",1,"",[487],"",2,"","","","",30,259,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[487],[],"","","","","","",[],"",[],""
320,"cagan_darkness","Light Radius, Item Rarity and Item Quantity decays over time, and is increased by kills.","","","Creeping Darkness","[1209,151,153]","",2,"","","","",30,347,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1209,151,153]",[],"","","","","","",[],"",[],""
321,"physical_immunity","You are invulnerable to Physical Damage.","",1,"Physical Damage Immunity",[715],1,3,"","","",1,30,320,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[715],[],"","","","","","",[],"",[],""
322,"bleeding_movespeed_penalty","",1,"","",[177],1,3,"","","",1,30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[],"",[],""
323,"phasing_buff","You have Phasing, allowing you to move through enemies.","",1,"Phasing Buff",[1851],1,3,"","","",1,30,321,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1851],[],"","","","","","",[],"",[],""
324,"phasing_buff_raider","You have Phasing, allowing you to move through enemies.","","","Phasing Buff",[1851],1,3,"","","",1,30,321,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1851],[],"","","","","","",[],"",[],""
325,"mission_relic_grace","",1,"","","[397,140,859,1302]","",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[397,140,859,1302]",[],"","","","","","",[],"",[],""
326,"mission_duelist_grace","",1,"","","[397,140,1302]","",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[397,140,1302]",[],"","","","","","",[],"",[],""
327,"hound_effect_buff","",1,"","",[],1,2,"","","","",30,322,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
328,"exile_arcane_buff","",1,"","",[],1,3,"","","","",30,323,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
329,"oba_decapitated","",1,"","",[2306],"",3,"","","","",30,1,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2306],[],"","","","","","",[],"",[],""
330,"heal","",1,"","","[450,177]",1,3,"","","",1,30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[450,177]",[],"","","","","","",[],"",[],""
331,"herald_of_ash","You deal additional fire damage, and killing an enemy applies burning damage to nearby enemies based on the overkill damage","",1,"Herald Of Ash","[446,42,7647]",1,3,"","","","",30,324,1,"",13,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[7465],"[446,42,7647]",[],"","","","","","",[],"",[],""
332,"herald_of_ice","You deal additional cold damage, and shattering an enemy deals cold damage to nearby enemies.","",1,"Herald Of Ice","[1588,1589,52,53,49,454]",1,3,"","","","",30,325,1,"",13,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[7466],"[1588,1589,52,53,49,454]",[],"","","","","","",[],"",[],""
333,"herald_of_thunder","You deal additional lightning damage, and when you kill a shocked enemy, a lightning storm occurs.","",1,"Herald Of Thunder","[1590,1591,59,60,56,476,24]",1,3,"","","","",30,326,1,"",13,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[7467],"[1590,1591,59,60,56,476,24]",[],"","","","","","",[],"",[],""
334,"herald_of_thunder_active","",1,"","",[],"",2,"","","","",30,327,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
335,"cannot_be_damaged","Immune to Damage",1,"","Cannot Be Damaged",[140],"",3,"","","","",30,1,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[140],[],"","","","","","",[],"",[],""
336,"spectating_pvp_buff","",1,"","","[140,397,1851,859,1302,7758]","",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,397,1851,859,1302,7758]",[],"","","","","","",[],"",[],""
337,"str_int_mission_mana_regen_relic","","","","",[129],"",3,"","","","",30,168,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[129],[],"","","","","","",[],"",[],""
338,"display_bodyguard_effect","",1,"","",[],1,3,"","","","",30,328,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
339,"mission_relic_praying","",1,"","",[],"",2,"","","","",30,330,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
340,"mission_beast_corrupted","",1,"","",[],"",2,"","","","",30,331,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
341,"dex_mission_enable_pointers","",1,"","",[2447],"",1,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2447],[],"","","","","","",[],"",[],""
342,"stun_display_buff","",1,"","",[],1,3,"","","","",30,332,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
343,"visual_display_buff","",1,"","",[],"",1,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
344,"visual_display_buff_removed_on_death","",1,"","",[],1,1,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
345,"mission_int_buff","",1,"","","[2437,124,24]","",2,"","","","",30,337,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2437,124,24]",[],"","","","","","",[],"",[],""
346,"fire_damage_and_ignite","Fire Damage and Igniting",1,"","Fire Damage and Ignite","[446,610]",1,2,"","","","",30,333,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[446,610]",[],"","","","","","",[],"",[],""
347,"cold_damage_and_freeze","Cold Damage and Freezing",1,"","Cold Damage and Freeze","[447,454]",1,2,"","","","",30,334,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[447,454]",[],"","","","","","",[],"",[],""
348,"lightning_damage_and_shock","Lightning Damage and Shocking",1,"","Lightning Damage and Shock","[448,658]",1,2,"","","","",30,335,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[448,658]",[],"","","","","","",[],"",[],""
349,"strdex_mission_fire_damage","Fire Damage",1,"","Fire Damage",[446],1,2,"","","","",30,333,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[446],[],"","","","","","",[],"",[],""
350,"strdex_mission_cold_damage","Cold Damage",1,"","Cold Damage",[447],1,2,"","","","",30,334,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[447],[],"","","","","","",[],"",[],""
351,"strdex_mission_lightning_damage","Lightning Damage",1,"","Lightning Damage",[448],1,2,"","","","",30,335,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[448],[],"","","","","","",[],"",[],""
352,"physical_damage_and_bleed","Extra Damage and Bleeding",1,"","Physical Damage and Bleed","[26,2358]",1,2,"","","","",30,336,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[26,2358]",[],"","","","","","",[],"",[],""
353,"monster_life_flask","",1,"","",[450],1,5,"","","","",30,316,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[],""
354,"spirals","base_number_of_projectiles_in_spiral_nova, projectile_spiral_nova_time_ms, projectile_spiral_nova_angle, projectile_spiral_nova_starting_angle_offset, projectile_spiral_nova_both_directions","",1,"Spiral Test Cheat","[2118,2119,2120,2468,2469]",1,2,"","","",1,30,7,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2118,2119,2120,2468,2469]",[],"","","","","","",[],"",[],""
355,"drop_bear_enrage","",1,"","Enrage","[716,70,177]",1,3,"","","",1,30,342,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[716,70,177]",[],"","","","","","",[],"",[],""
356,"sandstorm","You are taking physical damage over time.","","","Sandstorm",[353],"",3,"","","","",30,344,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[353],[],"","","","","","",[],"",[],""
357,"union_of_souls","You are empowered and enlarged by the souls of your slain packmates",1,"","Union of Souls","[1925,124]",1,1,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1925,124]",[],"","","","","","",[],"",[],""
358,"bloodlines_shrouded","",1,"","","[2614,2563]","",3,"","","","",30,348,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2614,2563]",[],"","","","","","",[],"",[],""
359,"bloodlines_necrovigil","The souls of your fallen pack members protect you",1,"","Necrovigil","[397,24]","",3,"","","","",30,351,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[397,24]",[],"","","","","","",[],"",[],""
360,"daresso_kneeling","",1,"","","[397,140]","",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[397,140]",[],"","","","","","",[],"",[],""
361,"daresso_enrage","",1,"","",[70],1,3,"","","","",30,464,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[70],[],"","","","","","",[],"",[],""
362,"bloodlines_damage_charge","",1,"","",[],1,4,"",2514,2512,"",30,355,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
363,"bloodlines_speed_charge","",1,"","",[],1,4,"",2515,2513,"",30,356,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
364,"cold_thorns","You reflect cold damage when hit","","","Cold Thorns","[1285,1280,476,2399,190,191,192,193]",1,3,"","","",1,30,349,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1285,1280,476,2399,190,191,192,193]",[],"","","","","","",[],"",[],""
365,"monster_aura_burning","You are taking burning damage while standing in the burning aura","","","Burning Aura",[2528],1,3,"","","","",30,352,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2528],[],"","","","","","",[],"",[],""
366,"monster_aura_chill","Your actions are slowed while standing in the chilling aura","","","Chilling Aura",[8402],1,3,"","","","",1,353,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[8402],[14540],"","",1,1,"","",[],"",[],1
367,"monster_aura_shock","You take increased damage while standing in the shocking aura","","","Shocking Aura",[16484],1,3,"","","","",2,354,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[16484],[14542],"","",1,1,"","",[],"",[],1
368,"static_weapon_buff","Static Strike deals damage around you as each stack expires.","","","Static Strike",[],"",1,1,"","",1,30,368,1,1,6,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
369,"hidden_player","You are hidden. ",1,"","","[140,700,859]","",2,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,700,859]",[],"","","","","","",[],"",[],""
370,"monster_bloodlines_damage_reduction","",1,"","",[476],"",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
371,"bloodlines_invulnerable","",1,"","",[],1,2,"","","","",22,357,1,"",17,"",1,1,"",0,"","PhylacteralLink","","","","",4,"","",0,[],"","",[],"",[],"[140,700,977]",[],[],"","","","","","",[],"",[],""
372,"bloodlines_vulnerable","",1,"","",[],1,2,"","","","",22,358,1,"",17,"",1,1,"",0,"","PhylacteralLink","","","","",4,"","",0,[],"","",[],"",[],[2547],[],[],"","","","","","",[],"",[],""
373,"torment_touched","",1,"","",[],1,3,"","","","",30,359,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
374,"torment_possessed","",1,"","",[],1,3,"","","","",30,360,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
375,"visual_display_buff_not_hidden","",1,"","",[],1,1,"","","","",30,0,1,"",17,1,1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
376,"torment_cutthroat","You have Physical Damage and Attack Speed",1,"","Brutality","[26,70]",1,3,"","","","",30,364,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[26,70]",[],"","","","","","",[],"",[],""
377,"unique_flask_taste_of_hate","You deal extra cold damage, you take a portion of physical damage as cold and have chance to avoid freeze and chill ailments.","","","Taste of Hate","[1048,447,190,191]",1,3,"","","","",30,365,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1048,447,190,191]",[],"","","","","","",[],"",[],""
378,"torment_embezzler","You recover Life, Mana and Energy Shield more slowly.","","","Smothered","[1009,1010,1011]",1,3,"","","","",30,367,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1009,1010,1011]",[],"","","","","","",[],"",[],""
379,"sandstorm_chaos","You are taking chaos damage over time.","","","Chaos Sandstorm",[452],"",3,"","","","",30,345,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[],"",[],""
380,"sandstorm_water","You are taking cold damage over time.","","","Vortex",[1976],"",3,"","","","",30,346,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1976],[],"","","","","","",[],"",[],""
381,"bull_thorns","You reflect Physical and Elemental damage when hit. ","","","The Bull's Horns","[563,564]",1,2,"","","",1,30,371,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[563,564]",[],"","","","","","",[],"",[],""
382,"damage_aura_skeleton_elite","Grants increased Damage","","","Damage Aura",[24],1,1,"","","","",30,217,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[],""
383,"trap_nonplayer_immunity","",1,"","",[2682],"",3,"","","","",30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2682],[],"","","","","","",[],"",[],""
384,"inspiring_cry","You deal increased Damage and have additional Mana Regeneration.","","","Rallying Cry","[24,131]",1,3,"","","",1,30,380,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[17885],"[24,131]",[],"","","","","","",[],"",[],""
385,"kaom_archer_effect","",1,"","",[],1,3,"","","","",30,381,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
386,"lb_kaom_archer_effect","",1,"","",[],1,3,"","","","",30,382,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
387,"abyssal_cry","Your movement speed is reduced.","","","Abyssal Cry",[1996],1,3,"","","",1,30,383,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1996],[],"","","","","","",[],"",[],""
388,"unique_shapers_seed_regeneration","Grants Life Regeneration and increased Mana Regeneration","","","Shaper's Seed","[450,130]",1,3,"","","","",30,392,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[450,130]",[],"","","","","","",[],"",[],""
389,"vaal_aura_elemental_damage_healing","Taking Elemental Damage instead heals you. You cannot gain Vaal souls. You are Immune to Curses.","","","Gluttony of Elements","[2724,7785,744,1033,24,1902,450,18550]","",3,"","","","",30,398,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[2724,7785,744,1033,24,1902,450,18550]",[],"","","","","","",[],"",[],""
390,"kaom_warrior2_effect","",1,"","",[],1,3,"","","","",30,393,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
391,"kaom_warrior3_effect","",1,"","",[],1,3,"","","","",30,394,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
392,"fortify","You take less damage when hit","","","Fortify",[10593],1,3,"","","","",14,397,1,"",1,"",1,1,"",0,"","","","","",1,4,"","",0,[],"","",[],"",[],[],[10593],[3033],"","","","","","",[],"",[],""
393,"taunted","You deal less damage to enemies which have not taunted you.","","","Taunted",[4758],1,2,"","","","",30,596,1,"",2,"",1,1,"",0,"","TauntBuff",1,"","","",4,"","",0,[],"","",[],"","[2758,3417]",[],"[4758,2758,3417]",[],"","","","","","",[],"",[],""
394,"blackguardzombie_speedbuff","",1,"","",[],1,3,"","","","",30,395,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
395,"kaom_fire","",1,"","",[],1,3,"","","","",30,396,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
396,"taunt_immunity","",1,"","",[],1,2,"","","",1,30,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[2808],"","","","","","",[],"",[],""
397,"stacking_ignite","You're on fire","","","Ignited",[8066],"",1,"","","",1,30,2,"","",2,"",1,1,"",300,"","","","","","",2,"","",0,[],"","",[],"",[],[],[8066],[14539],"","","","","","",[],"",[],""
398,"stolen_mod_buff","You have taken a random mod of a slain Rare Monster for yourself","","","Jewel Mod Thief",[],1,1,"","","","",30,274,1,"",15,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
399,"ice_elemental_buff","Your Ice Golem is granting you increased Accuracy and Critical Strike Chance","","","Ice Golem","[84,553]",1,3,"","","","",30,399,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[84,553]",[],"","","","","","",[],"",[],""
400,"fire_elemental_buff","Your Flame Golem is granting you increased Damage","","","Flame Golem",[24],1,3,"","","","",30,400,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[],""
401,"chaos_elemental_buff","Your Chaos Golem is granting you additional Physical Damage Reduction","","","Chaos Golem",[1033],1,3,"","","","",30,402,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1033],[],"","","","","","",[],"",[],""
402,"lightning_elemental_buff","Your Lightning Golem is granting you increased Attack and Cast Speed","","","Lightning Golem",[1902],1,3,"","","","",30,401,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1902],[],"","","","","","",[],"",[],""
403,"culling_strike_aura","You have culling strike while near allies using Kingmaker",1,"","Kingmaker's Presence",[588],1,3,"","","","",30,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[588],[],"","","","","","",[],"",[],""
404,"increased_item_rarity_aura","You have Culling Strike, increased item rarity, and additional critical strike multiplier and fortification while near allies using Kingmaker","","","Kingmaker's Presence",[153],1,3,"","","","",30,457,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[153],[],"","","","","","",[],"",[],""
405,"piety_fire_form_stacking_damage_taken","You take increased damage for each stack of Piety's Rage","","","Piety's Rage",[476],1,1,1,"","","",30,403,1,1,2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
406,"enduring_cry_life_regeneration","Grants Life regeneration",1,"","Enduring Cry",[450],1,3,"","","","",30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[],""
407,"flame_golem_effects","",1,"","",[],1,3,"","","","",30,405,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
408,"flame_golem_summoned_effects","",1,"","",[],1,3,"","","","",30,406,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
409,"flame_golem_runic_effects","",1,"","",[],"",3,"","","","",30,407,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
