"rownum","Id","i32","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","[i32]","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]","NecropolisPack"
674,"1_3_18_2-bosspack",0,[59],4,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
675,"1_3_18_2-bosspacktower",3,[59],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
676,"1_3_18_2-dominusportal",7,[59],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
677,"1_4_2-bosspack",0,[62],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
678,"1_4_2-vollpack",0,[62],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],263
679,"1_4_5_1-pitpack",1,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],229
680,"1_4_3_1-bosspack",0,[63],6,8,100,1,[4017],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
681,"1_4_3_1-minerhammerbosspack",0,[64],4,6,100,1,[4032],1,[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
682,"1_4_3_3-minerlanternbosspack",0,[64],2,4,100,1,[4053],1,[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
683,"1_4_3_2-minehandfingerbosspack",0,[65],1,2,100,1,[4062],1,[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
684,"1_4_5_1-pitbullpitfight",1,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],256
685,"1_4_5_1-cockerelpitfight",1,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],229
686,"1_4_5_1-cockerelbowpitfight",3,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],230
687,"1_4_6_3-malachaiflayedpack",0,[72],1,1,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
688,"1_5_1-karuislaves",0,[74],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
689,"1_5_2-karuirebels",0,[76],2,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
690,"1_5_3-KaruiRevolt",0,[77],3,5,100,2,"[5466,5468]","",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
691,"1_5_3-TemplarElite",9,[77],2,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],292
692,"2_6_6-corpsewheels",1,[91],4,5,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],55
693,"2_6_9-blackguardzombie",0,[95],8,12,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
694,"2_6_9-cauldronzombie",0,[95],8,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
695,"2_6_9-arakaalispiders",0,[95],8,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],194
696,"2_6_14-bowskeleton",8,[100],8,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],32
697,"2_7_5_2-plagueretchzombies",0,[108],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],90
698,"2_7_5_2-blackguardzombies",0,[108],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
699,"2_8_3-bosspack",8,[122],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
700,"2_8_5-bosspack",0,[124],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
701,"2_8_6-bosspack",2,[125],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
702,"2_8_8-boatpack",0,[128],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],165
703,"2_8_8-boatpack2",1,[128],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],174
704,"2_8_10-bosspack",0,[130],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
705,"2_8_10-solarispack1",0,[130],6,10,100,1,"[1537,1534]","",[0],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],211
706,"2_8_10-solarispack2",0,[130],6,10,100,1,[1896],"",[0],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],386
707,"2_8_13-ribbonfight",8,[134],8,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
708,"2_8_13-ribbonfight_lightning",7,[134],7,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
709,"2_8_13-ribbonfight_fire",7,[134],7,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
710,"2_8_13-lunaris_axis",6,[134],6,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],368
711,"2_8_13-solaris_axis",6,[134],6,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],384
712,"2_9_5-voll_camp",1,[140],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],38
713,"2_9_5-bosspack",0,[140],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
714,"2_9_4-camppack",0,[139],3,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],409
715,"2_9_6-voll_camp",1,[141],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],395
716,"2_9_10_1-bonewarped",0,[145],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
717,"bellyskeletonspawnpack",0,[72],1,1,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
718,"kaomwarriorpack",0,[67],4,4,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
719,"chaos-dominusportal",5,[166],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],200
720,"chaos-dominusportal2",8,[166],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],200
721,"palace-bosspacktower",3,[59],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
722,"chaos-ghouls",0,[166],5,7,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],537
723,"chaos-cellcrawlers",0,[166],5,8,0,0,[],"",[100],[],"[63,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],538
724,"chaos-bandits",0,[166],3,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],539
725,"chaos-bandits2",0,[166],3,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],540
726,"chaos-bandits3",0,[166],3,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],541
727,"chaos-bandits4",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],542
728,"chaos-bandits5",0,[166],5,11,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],543
729,"chaos-bandits6",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],544
730,"chaos-bandits7",0,[166],4,8,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],545
731,"chaos-bandits8",0,[166],4,8,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],546
732,"chaos-beasts1",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],547
733,"chaos-beasts2",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],549
734,"chaos-beasts3",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],550
735,"chaos-beasts4",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],551
736,"chaos-beasts5",0,[166],3,11,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],552
737,"chaos-beasts-parasite6",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],553
738,"chaos-animals",0,[166],3,11,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],554
739,"chaos-beasts6",0,[166],2,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],555
740,"chaos-fragments-emanant1",0,[166],2,7,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],556
741,"chaos-ghosts1",0,[166],2,10,0,0,[],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],557
742,"chaos-ghosts2",0,[166],3,10,100,1,[161],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],558
743,"chaos-ghosts3",0,[166],3,9,100,1,[161],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],559
744,"chaos-ghosts4",0,[166],3,10,0,0,[],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],560
745,"chaos-animals2",0,[166],4,10,100,1,[262],"",[100],[],"[62,64,65,67]",0,100,[],100,"",0,"",[],1,"","",1,[],561
746,"chaos-goatmen2",0,[166],4,10,100,1,[276],"",[100],[],"[62,64,65,67]",0,100,[],100,"",0,"",[],1,"","",1,[],562
747,"chaos-goatmen3",0,[166],4,11,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],563
748,"chaos-goatmen4",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],564
749,"chaos-goatmen5",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],565
750,"chaos-goatmen6",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],566
751,"chaos-goatmen7",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],567
752,"chaos-lion1",0,[166],5,8,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],568
753,"chaos-lion2",0,[166],5,8,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],569
754,"chaos-icehellions1",0,[166],5,8,100,1,[333],"",[100],[],"[64,65,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],570
755,"chaos-hellions-parasite1",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],571
756,"chaos-animals4",0,[166],5,8,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],572
757,"chaos-monkeys1",0,[166],4,16,0,0,[],"",[100],[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[],573
758,"chaos-monkeys2",0,[166],4,16,0,0,[],"",[100],[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[],574
759,"chaos-monkeys3",0,[166],4,16,0,0,[],"",[100],[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[],575
760,"chaos-monkeys4",0,[166],3,14,100,1,[362],"",[100],[],"[64,65]",0,100,[],100,"",0,"",[],1,"","",1,[],576
761,"chaos-monkeys5",0,[166],3,14,100,1,[366],"",[100],[],"[64,65]",0,100,[],100,"",0,"",[],1,"","",1,[],577
762,"chaos-monkeys-parasite6",0,[166],2,10,100,1,[374],"",[100],[],"[64,65]",0,100,[],100,"",0,"",[],1,"","",1,[],578
763,"chaos-mossmonsters1",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],579
764,"chaos-mossmonsters2",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],580
765,"chaos-mossmonsters3",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],581
766,"chaos-mossmonsters4",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],582
767,"chaos-necros1",0,[166],3,7,0,0,[1613],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],583
768,"chaos-necros2",0,[166],3,7,0,0,[418],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],584
769,"chaos-necros3",0,[166],4,8,0,0,[413],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],585
770,"chaos-necros4",0,[166],3,7,0,0,[418],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],586
771,"chaos-necros5",0,[166],4,9,0,0,[407],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],587
772,"chaos-necros6",0,[166],3,5,0,0,[416],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],588
773,"chaos-necros7",0,[166],4,6,0,0,[1619],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],589
774,"chaos-animals5",0,[166],3,8,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],590
775,"chaos-rhoas2",0,[166],3,10,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],591
776,"chaos-rhoas-aridlake1",0,[166],3,8,0,0,[],"",[0],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],10
777,"chaos-bonerhoas-bog1",0,[166],3,8,0,0,[],"",[0],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],20
778,"chaos-rhoas3",0,[166],3,9,0,0,[],"",[0],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],592
779,"chaos-rhoas4",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],593
780,"chaos-rhoas-skeletons5",0,[166],3,6,0,0,[],"",[100],[],"[62,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],594
781,"chaos-rhoas-parasite6",0,[166],4,9,0,0,[],"",[100],[],"[62,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],595
782,"chaos-sandspitters-emanant1",0,[166],3,10,0,0,[],"",[100],[],"[62,64,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],596
783,"chaos-sandspitters-emanant2",0,[166],3,10,0,0,[],"",[100],[],"[62,64,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],597
784,"chaos-sandspitters-emanant3",0,[166],3,10,0,0,[],"",[100],[],"[62,64,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],598
785,"chaos-cannibals1",0,[166],3,10,100,1,[2813],"",[100],[],"[62,64,65,66,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],599
786,"chaos-cannibals2",0,[166],3,10,0,0,[],"",[0],[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],600
787,"chaos-humanoids1",0,[166],3,10,0,0,[],"",[100],[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],601
788,"chaos-cannibalfire",0,[166],2,2,0,0,[],"",[0],[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],9
789,"chaos-seawitches-slithering-emanant1",0,[166],3,8,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],602
790,"chaos-seawitches-slithering2",0,[166],3,8,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],603
791,"chaos-seawitches-slithering3",0,[166],5,13,100,1,[508],"",[100],[],"[62,64,66]",0,100,[],100,"",0,"",[],1,"","",1,[],604
792,"chaos-seawitches-slithering4",0,[166],5,13,100,1,[501],"",[100],[],"[62,64,66]",0,100,[],100,"",0,"",[],1,"","",1,[],605
793,"chaos-seawitches-slithering5",0,[166],3,8,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],606
794,"chaos-seawitches-slithering6",0,[166],3,8,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],607
795,"chaos-shieldcrabs1",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],608
796,"chaos-shieldcrabs2",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],609
797,"chaos-shieldcrabs3",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],610
798,"chaos-shieldcrabs4",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],611
799,"chaos-shieldcrabs-parasite5",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],612
800,"chaos-shieldcrabs-bleached6",0,[166],5,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],613
801,"chaos-skeletons1",0,[166],3,9,100,1,[5897],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],614
802,"chaos-skeletons2",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],615
803,"chaos-skeletons3",0,[166],3,9,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],616
804,"chaos-skeletons4",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],617
805,"chaos-skeletons5",0,[166],3,9,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],618
806,"chaos-skeletons6",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],619
807,"chaos-skeletons-emanant7",0,[166],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],621
808,"chaos-skeletons8",1,[0],3,9,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],622
809,"chaos-skeletons9",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],623
810,"chaos-skeletons10",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],624
811,"chaos-skeletons11",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],625
812,"chaos-skeletons12",0,[166],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],626
813,"chaos-skeletons13",0,[166],4,9,100,1,[6016],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],627
814,"chaos-skeletons14",1,[0],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],628
815,"chaos-skeletons15",0,[166],4,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],629
816,"chaos-skeletons16",0,[166],3,7,0,0,[5363],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],630
817,"chaos-skeletons16_2",0,[0],5,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],631
818,"chaos-skeletons17",1,[166],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],632
819,"chaos-skeletons18",0,[166],5,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],633
820,"chaos-skeletons19",0,[166],5,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],634
821,"chaos-skeletons20",0,[166],5,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],635
822,"chaos-skeletons21",0,[166],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],636
823,"chaos-skeletons22",0,[166],4,10,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],637
824,"chaos-snakes1",0,[166],3,7,0,0,[],"",[100],[],"[65,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],638
825,"chaos-snakes2",0,[166],3,7,0,0,[],"",[100],[],"[65,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],639
826,"chaos-snakes3",0,[166],3,7,0,0,[],"",[100],[],"[65,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],640
827,"chaos-snakes4",0,[166],3,7,0,0,[],"",[100],[],"[65,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],641
828,"chaos-snakes-parasite5",0,[166],3,7,0,0,[],"",[100],[],"[65,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],642
829,"chaos-animals7",0,[166],3,7,0,0,[],"",[100],[],"[65,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],643
830,"chaos-spawns-slithering1",0,[166],7,17,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],644
831,"chaos-spiders1",0,[166],5,8,100,1,[972],"",[100],[],"[63,64,65,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],645
832,"chaos-spiders2",0,[166],5,8,0,0,[],"",[100],[],"[63,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],646
833,"chaos-spiders3",0,[166],6,14,0,0,[],"",[100],[],"[63,64,65,69]",0,100,[],0,"",0,"",[],1,"","",1,[],647
834,"chaos-spiders4",0,[166],6,14,0,0,[],"",[100],[],"[63,64,65,69]",0,100,[],0,"",0,"",[],1,"","",1,[],648
835,"chaos-spiders6",0,[166],5,8,100,1,[971],"",[100],[],"[63,64,65,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],649
836,"chaos-spiders7",0,[166],5,8,0,0,[],"",[100],[],"[63,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],650
837,"chaos-spiders-parasite8",0,[166],5,8,0,0,[],"",[100],[],"[63,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],651
838,"chaos-spiders9",0,[166],5,9,0,0,[],"",[100],[],"[63,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],652
839,"chaos-spiders10",0,[166],5,8,0,0,[],"",[100],[],"[63,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],653
840,"chaos-vaal1",0,[166],3,8,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],654
841,"chaos-vaal2",0,[166],4,8,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],655
842,"chaos-vaal3",0,[166],3,8,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],656
843,"chaos-vaal4",0,[166],3,8,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],657
844,"chaos-vaal5",0,[166],3,10,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],658
845,"chaos-vaal6",0,[166],3,10,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],659
846,"chaos-vaal7",0,[166],3,10,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],660
847,"chaos-vaal-emanant8",0,[166],3,8,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],661
848,"chaos-vaal-emanant9",0,[166],3,8,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],662
849,"chaos-vaal-emanant10",0,[166],3,8,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],663
850,"chaos-vaal11",0,[166],3,9,0,0,[],"",[100],[],"[63,64,68]",0,100,[],0,"",0,"",[],1,"","",1,[],664
851,"chaos-waterelementals2",0,[166],3,8,0,0,[],"",[100],[],"[62,66]",0,100,[],0,"",0,"",[],1,"","",1,[],665
852,"chaos-waterelementals3",0,[166],3,8,0,0,[],"",[100],[],"[62,66]",0,100,[],0,"",0,"",[],1,"","",1,[],666
853,"chaos-waterelementals4",0,[166],3,8,0,0,[],"",[100],[],"[62,66]",0,100,[],0,"",0,"",[],1,"","",1,[],667
854,"chaos-waterelementals5",0,[166],3,8,0,0,[],"",[100],[],"[62,66]",0,100,[],0,"",0,"",[],1,"","",1,[],668
855,"chaos-waterelementals6",0,[166],4,7,0,0,[],"",[100],[],"[62,66]",0,100,[],0,"",0,"",[],1,"","",1,[],669
856,"chaos-waterelementals7",0,[166],4,7,0,0,[],"",[100],[],"[62,66]",0,100,[],0,"",0,"",[],1,"","",1,[],670
857,"chaos-zombies1",0,[166],4,11,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],671
858,"chaos-zombies2",0,[166],4,11,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],672
859,"chaos-zombies3",0,[166],4,11,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],673
860,"chaos-zombies5",0,[166],4,11,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],674
861,"chaos-zombies6",0,[166],4,11,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],675
862,"chaos-zombies7",0,[166],4,11,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],676
863,"chaos-zombies8",0,[166],4,11,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],677
864,"chaos-zombies9",0,[803],4,9,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],0
865,"chaos-zombies10",0,[166],4,9,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],679
