"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[i32]","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","[rid]","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]"
4873,"LanternBossLifeRegenerationOnLowLife",3723,504,1,753,"","","",3,"",3,[193],75,75,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,316]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1939111199,[],0,[]
4874,"ItemRarityOnLowLifeUniqueBootsInt1",44347,505,1,776,"","","",1,"",3,[194],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-310427580,[],0,[]
4875,"MovementVelocityOnLowLifeUniqueBootsStrDex1",46259,506,1,771,"","","",1,"",3,[195],-40,-40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1258159694,[],0,[]
4876,"MovementVelocityOnLowLifeUniqueGlovesDexInt1",38944,506,1,771,"","","",1,"",3,[195],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-52665092,[],0,[]
4877,"MovementVelocityOnLowLifeUniqueRapier1",65305,506,1,771,"","","",1,"",3,[195],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-475849542,[],0,[]
4878,"MovementVelocityOnLowLifeUnique__1",3917,506,1,771,"","","",1,"",3,[195],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",644598060,[],0,[]
4879,"MovementVelocityOnFullLifeUniqueBootsInt3",19197,507,1,786,"","","",1,"",3,[196],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1505563456,[],0,[]
4880,"MovementVelocityOnFullLifeUniqueTwoHandAxe2",37107,507,1,786,"","","",1,"",3,[196],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",805289740,[],0,[]
4881,"MovementVelocityOnLowLifeUniqueBootsDex3",24979,506,1,771,"","","",1,"",3,[195],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-988765053,[],0,[]
4882,"MovementVelocityOnLowLifeUniqueShieldStrInt5",21426,506,1,771,"","","",1,"",3,[195],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1634480862,[],0,[]
4883,"MovementVelocityOnLowLifeUniqueRing9",63793,506,1,771,"","","",1,"",3,[195],6,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1258926648,[],0,[]
4884,"MovementVelocityOnFullLifeUniqueAmulet13",18062,507,1,786,"","","",1,"",3,[196],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-517494871,[],0,[]
4885,"MovementVelocityOnFullLifeUnique__1",1678,507,1,786,"","","",1,"",3,[196],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[324],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",472852329,[],0,[]
4886,"ElementalDamageUniqueBootsStr1",12157,382,1,485,"","","",1,"",3,[125],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-290405939,[],0,[]
4887,"ElementalDamageUniqueSceptre1",15508,382,1,485,"","","",1,"",3,[125],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-481959983,[],0,[]
4888,"ElementalDamageUniqueIntHelmet3",27306,382,1,485,"","","",1,"",3,[125],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1108945076,[],0,[]
4889,"ElementalDamageUniqueRing21",61540,382,38,485,"","","",1,"",3,[125],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2046134673,[],0,[]
4890,"ElementalDamageUniqueDescentBelt1",57528,382,1,485,"","","",1,"",3,[125],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1736083395,[],0,[]
4891,"ElementalDamageUniqueSceptre7",11776,382,1,485,"","","",1,"",3,[125],80,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1372422094,[],0,[]
4892,"ElementalDamageUniqueHelmetInt9",45860,382,1,485,"","","",1,"",3,[125],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",884180887,[],0,[]
4893,"ElementalDamageUniqueRingVictors",31085,382,1,485,"","","",1,"",3,[125],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1063142964,[],0,[]
4894,"ElementalDamageUniqueJewel10",29622,382,1,485,"","","",10,"",3,[125],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1899430529,[],0,[]
4895,"ElementalDamageUniqueStaff13",21615,382,1,485,"","","",1,"",3,[125],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-319244137,[],0,[]
4896,"ElementalDamageUnique__1",37795,382,1,485,"","","",1,"",3,[125],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1655238923,[],0,[]
4897,"ElementalDamageUnique__2_",34812,382,1,485,"","","",1,"",3,[125],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2106784367,[],0,[]
4898,"ElementalDamageUnique__3",51382,382,1,485,"","","",1,"",3,[125],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",940110014,[],0,[]
4899,"ElementalDamageUnique__4",53202,382,1,485,"","","",1,"",3,[125],7,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[658,632,318]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1543541715,[],0,[]
4900,"ConvertPhysicalToColdUniqueGlovesDex1",15406,508,1,482,"","","",1,"",3,[197],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-838864431,[],0,[]
4901,"ConvertPhysicalToColdUniqueQuiver5",40948,2663,1,447,"","","",1,"",3,[1459],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-228692566,[],0,[]
4902,"ConvertPhysicalToColdUniqueOneHandAxe8",28617,508,1,482,"","","",1,"",3,[197],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1316430270,[],0,[]
4903,"ConvertPhysicalToColdUnique__1",10966,508,1,482,"","","",1,"",3,[197],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1311794406,[],0,[]
4904,"ConvertPhysicalToColdUnique__2",61195,508,1,482,"","","",1,"",3,[197],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1577824513,[],0,[]
4905,"ConvertPhysicalToColdUnique__3",10174,508,1,482,"","","",1,"",3,[197],0,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,310]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-765266468,[],0,[]
4906,"ConvertPhysicalToLightningUniqueOneHandAxe8",38599,2658,1,483,"","","",1,"",3,[1457],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1165611967,[],0,[]
4907,"ConvertPhysicaltoLightningUnique__1",21339,2658,1,483,"","","",1,"",3,[1457],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1507461762,[],0,[]
4908,"ConvertPhysicaltoLightningUnique__2",44917,2658,1,483,"","","",1,"",3,[1457],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-159950590,[],0,[]
4909,"ConvertPhysicaltoLightningUnique__3",5662,2658,1,483,"","","",1,"",3,[1457],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1944675832,[],0,[]
4910,"ConvertPhysicaltoLightningUnique__4",55378,2658,1,483,"","","",1,"",3,[1457],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1471909865,[],0,[]
4911,"ConvertPhysicaltoLightningUnique__5",22787,2658,1,483,"","","",1,"",3,[1457],0,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[659,658,632,313,318,311]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1496449074,[],0,[]
4912,"AttackSpeedOnFullLifeUniqueGlovesStr1",49715,515,1,587,"","","",1,"",3,[199],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",202624544,[],0,[]
4913,"AttackSpeedOnFullLifeUniqueDescentHelmet1",60685,515,1,587,"","","",1,"",3,[199],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",119073301,[],0,[]
4914,"Conduit",37021,518,1,785,"","","",1,"",3,[145],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[631,630,629]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1656222250,[],0,[]
4915,"MapLarger",48428,630,1,1036,1012,"","",5,"Massive",3,[280],0,0,20,50,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-632002696,[],0,[]
4916,"MapBranchyDungeon",4445,631,1,1036,1013,"","",5,"Labyrinthine",3,[281],0,0,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1507608706,[],0,[]
4917,"MapTotems",13014,632,1,1036,1014,"","",5,"Ceremonial",1,[282],12,12,1,1,0,0,0,0,"[1093,116,157,0]","[0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",695606176,[],0,[]
4918,"MapBellyTotems_",43143,633,1,6422,"","","",5,"",3,[212],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1308812934,[],0,[]
4919,"MapTotemsUniqueMap15",35310,632,1,1036,1014,"","",5,"",3,[282],0,0,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1199885931,[],0,[]
4920,"MapTotemsStrMission_",9167,1947,1,2430,"","","",5,"",3,[1134],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1735607484,[],0,[]
4921,"MapFracturing",21169,1616,1,2074,"","","",5,"",3,[924],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1377173671,[],0,[]
4922,"MapMonsterFracturing",34531,1617,1,1036,2074,"","",5,"of Fracturing",2,[925],30,30,2,2,0,0,0,0,"[1093,116,157,0]","[0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-847557736,[],0,[]
4923,"MapNemesisModOnRares",27345,1832,1,1036,1860,12193,"",5,"Antagonist's",1,[1045],12,12,1,1,1,1,0,0,"[1093,116,157,0]","[0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1220485743,[],0,[]
4924,"MapNemesisModOnRaresUniqueMap15",44044,1832,1,1036,1860,12193,"",5,"",3,[1045],0,0,1,1,1,1,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1648479821,[],0,[]
4925,"MapMultipleExiles",9084,1770,1,1036,2233,1645,12193,5,"Anarchic",1,[1025],15,15,2,2,1,1,1,1,"[1093,116,157,0]","[0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-223882789,[],0,[]
4926,"MapMultipleExilesRace",22649,1775,1,2233,1645,1646,12193,5,"",3,[1026],10,10,1,1,2,2,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1292965225,[],0,[]
4927,"MapMultipleExilesZanaMission",38817,1770,1,1036,2233,1645,12193,5,"",3,[1025],15,15,2,2,1,1,1,1,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1465368823,[],0,[]
4928,"MapMonsterPacksSkeletons",26348,637,1,1036,1015,"","",5,"Skeletal",1,[283],8,8,1,1,0,0,0,0,"[1093,116,153,157,0]","[0,0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1867319713,[],0,[]
4929,"MapMonsterPacksSkeletonsUnique",57633,637,1,1036,1015,"","",5,"",3,[283],80,100,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"","",-315945974,[],0,[]
4930,"MapMonsterPacksBandits",30178,641,1,1036,1016,"","",5,"Villainous",3,[283],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1406608949,[],0,[]
4931,"MapMonsterPacksGoatmen",11787,643,1,1036,1017,"","",5,"Capricious",1,[283],16,16,1,1,0,0,0,0,"[1093,116,153,157,0]","[0,0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1583181910,[],0,[]
4932,"MapMonsterPacksSpawnsSeaWitches",39749,646,1,1036,1018,"","",5,"Slithering",1,[283],0,0,1,1,0,0,0,0,"[1093,116,153,157,0]","[0,0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-47880608,[],0,[]
4933,"MapMonsterPacksUndeadNecromancers",9370,650,1,1036,1019,"","",5,"Undead",1,[283],8,8,1,1,0,0,0,0,"[1093,116,153,157,0]","[0,0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",533740362,[],0,[]
4934,"MapMonsterPacksRanged",13762,654,1,1036,1020,"","",5,"Emanant",1,[283],12,12,1,1,0,0,0,0,"[1093,116,153,157,0]","[0,0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-22688921,[],0,[]
4935,"MapMonsterPacksAnimals",35796,657,1,1036,2009,"","",5,"Feral",1,[283],12,12,1,1,0,0,0,0,"[1093,116,153,157,0]","[0,0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",468750372,[],0,[]
4936,"MapMonsterPacksDemons",34196,661,1,1036,2010,"","",5,"Demonic",1,[283],15,15,1,1,0,0,0,0,"[1093,116,153,157,0]","[0,0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",883667263,[],0,[]
4937,"MapMonsterPacksHumanoids",9562,665,1,1036,2011,"","",5,"Bipedal",1,[283],12,12,1,1,0,0,0,0,"[1093,116,153,157,0]","[0,0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-943791388,[],0,[]
4938,"MapLargePacks",32577,678,1,1036,1021,"","",5,"of Hordes",2,[284],0,0,20,50,0,0,0,0,"[1093,116,157,0]","[0,0,0,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1405627530,[],0,[]
4939,"MapPathOfEndurancePacks1",61847,678,1,1036,1021,"","",5,"",3,[284],0,0,50,50,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-893043886,[],0,[]
4940,"MapPathOfEndurancePacksFixup",57992,678,1,1036,1021,"","",5,"",3,[284],0,0,60,60,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",324661713,[],0,[]
4941,"MapPathOfEnduranceBoss1_",11844,695,1,3251,980,981,3252,5,"",3,[288],50,50,10,10,5,5,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1779975261,[],0,[]
4942,"MapPathOfEnduranceBoss2",16636,695,1,3251,980,981,3252,5,"",3,[288],75,75,20,20,10,10,20,20,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1200097140,[],0,[]
4943,"MapPathOfEnduranceBoss3",9019,695,1,3251,980,981,3252,5,"",3,[288],100,100,30,30,15,15,45,45,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[319,34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-150154185,[],0,[]
4944,"MapPackSizeReduction",45714,678,1,1036,1021,"","",5,"",3,[284],0,0,-50,-50,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1312947412,[],0,[]
