"rownum","Id","Text","SoundFile","ParrotSoundFile","i32","i32"
2584,"Int4b_Gameplay_A2_11","I must see what Asala thinks of this.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_11.ogg","",10000,0
2585,"Int4b_Gameplay_A2_12","So the tales of Balbala the Traitor were true. This is how she let in the enemy...","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_73.ogg","",10000,0
2586,"Int4b_Gameplay_A2_13","Ahh. This must be where they sealed the Traitor for her crimes.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_13.ogg","",10000,0
2587,"Int4b_Gameplay_A2_14","Your punishment has should have ended long ago.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_14.ogg","",10000,0
2588,"Int4b_Gameplay_A2_15","You fought well, traitor.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_15.ogg","",10000,0
2589,"Int4b_Gameplay_A2_16","A true Djinn... Her soul inhabits this <i>{barya}.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_16.ogg","",10000,0
2590,"Int4b_Gameplay_A2_17","Ah. Varashta's great Trial. I know this well. But, we must first reach it.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_17.ogg","",10000,0
2591,"Int4b_Gameplay_A2_18","Orbala and the sisters five! Beautiful!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_18.ogg","",10000,0
2592,"Int4b_Gameplay_A2_19","Hmmm... Dead Maraketh. The Faridun must infest this place.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_19.ogg","",10000,0
2593,"Int4b_Gameplay_A2_20","Reopen, ancient gates of Seven Waters!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_20.ogg","",10000,0
2594,"Int4b_Gameplay_A2_21","Die forgotten, Faridun scum!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_21.ogg","",10000,0
2595,"Int4b_Gameplay_A2_22","Beware the scarabs!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_22.ogg","",10000,0
2596,"Int4b_Gameplay_A2_23","Mark my words, Jamanra - I will return you to death!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_23.ogg","",10000,0
2597,"Int4b_Gameplay_A2_24","We cannot pass. Jamanra will stop at nothing to succeed.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_24.ogg","",10000,0
2598,"Int4b_Gameplay_A2_25","Lost Keth, I can only imagine how beautiful you must have been in your time.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_25.ogg","",10000,0
2599,"Int4b_Gameplay_A2_26","Kabala! I know of this serpent-tongue!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_26.ogg","",10000,0
2600,"Int4b_Gameplay_A2_27","My <i>{akhara} will not believe this.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_27.ogg","",10000,0
2601,"Int4b_Gameplay_A2_28","Buried beneath shifting sands... Keth still endures.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_28.ogg","",10000,0
2602,"Int4b_Gameplay_A2_29","The Ninth Treasure lives?","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_29.ogg","",10000,0
2603,"Int4b_Gameplay_A2_30","Defiled treasure. I will remember this day.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_30.ogg","",10000,0
2604,"Int4b_Gameplay_A2_31","Such Shrines were not meant for mortal eyes. I am honoured.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_31.ogg","",10000,0
2605,"Int4b_Gameplay_A2_32","Back, guardians!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_32.ogg","",10000,0
2606,"Int4b_Gameplay_A2_33","I sense a formidable energy here...","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_33.ogg","",10000,0
2607,"Int4b_Gameplay_A2_34","Who is this?","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_34.ogg","",10000,0
2608,"Int4b_Gameplay_A2_35","I wish I knew... who you are.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_35.ogg","",10000,0
2609,"Int4b_Gameplay_A2_36","The Ardura would not understand this... I must keep this to myself, for now.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_36.ogg","",10000,0
2610,"Int4b_Gameplay_A2_39","Now... you, necromancer!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_39.ogg","",10000,0
2611,"Int4b_Gameplay_A2_40","Mighty steed, you must rest!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_40.ogg","",10000,0
2612,"Int4b_Gameplay_A2_41","The darkness is now dispelled. May it stay this way.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_41.ogg","",10000,0
2613,"Int4b_Gameplay_A2_42","The great steeds tusks, I shall honor them.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_80.ogg","",10000,0
2614,"Int4b_Gameplay_A2_43","The Winter Sekhema's challenge... I am right where I deserve to be.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_43.ogg","",10000,0
2615,"Int4b_Gameplay_A2_44","Perhaps here, Balbala... we can both be redeemed.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_44.ogg","",10000,0
2616,"Int4b_Gameplay_A2_45","My time has come.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_45.ogg","",10000,0
2617,"Int4b_Gameplay_A2_46","My potential seems... limitless!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_46.ogg","",10000,0
2618,"Int4b_Gameplay_A2_47","My <i>{akhara} are permitted here, but I should not linger.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_47.ogg","",10000,0
2619,"Int4b_Gameplay_A2_48","I have heard whispers of such a place... where Titans fought and died.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_48.ogg","",10000,0
2620,"Int4b_Gameplay_A2_49","Do my eyes deceive me?","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_49.ogg","",10000,0
2621,"Int4b_Gameplay_A2_50","You know why I am here... Relent!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_50.ogg","",10000,0
2622,"Int4b_Gameplay_A2_51","More may roam here, it's time to go.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_51.ogg","",10000,0
2623,"Int4b_Gameplay_A2_52","It is warm. And beautiful.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_52.ogg","",10000,0
2624,"Int4b_Gameplay_A2_54","I have retread Orbala's path. I must complete the horn.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_54.ogg","",10000,0
2625,"Int4b_Gameplay_A2_55","This is an immense honour.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_55.ogg","",10000,0
2626,"Int4b_Gameplay_A2_56","We reclaim the sands and ease the winds!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_56.ogg","",10000,0
2627,"Int4b_Gameplay_A2_57","Onwards, to war.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_57.ogg","",10000,0
2628,"Int4b_Gameplay_A2_58","I hope there is time... to protect our honoured dead.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_58.ogg","",10000,0
2629,"Int4b_Gameplay_A2_59","The Faridun should know better than to let this madness transpire...","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_59.ogg","",10000,0
2630,"Int4b_Gameplay_A2_60","Stop this, desecrator!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_60.ogg","",10000,0
2631,"Int4b_Gameplay_A2_61","Jamanra will pay for raising the Defiler!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_61.ogg","",10000,0
2632,"Int4b_Gameplay_A2_62","We will have our justice!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_62.ogg","",10000,0
2633,"Int4b_Gameplay_A2_63","The Faridun will fall!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_63.ogg","",10000,0
2634,"Int4b_Gameplay_A2_64","No mercy!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_64.ogg","",10000,0
2635,"Int4b_Gameplay_A2_68","Asala!","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_68.ogg","",10000,0
2636,"Int4b_Gameplay_A2_69","Rise, Sekhema. The day is won.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_69.ogg","",10000,0
2637,"Int4b_Gameplay_A2_70","The husband of Garukhan? I... don't believe it.","Audio/Dialogue/4.0/Characters/Int/Sorceress/Sorceress_Gameplay/Sorceress_Gameplay_A2_70.ogg","",10000,0
2638,"Str4b_Gameplay_A1_01","Have to... keep moving...","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_01.ogg","",10000,0
2639,"Str4b_Gameplay_A1_02","Now this might be just what I need.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_02.ogg","",10000,0
2640,"Str4b_Gameplay_A1_03","What power!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_03.ogg","",10000,0
2641,"Str4b_Gameplay_A1_04","Branoc, is that you?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_04.ogg","",10000,0
2642,"Str4b_Gameplay_A1_05","Ugh, stay back! Don't do this!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_05.ogg","",10000,0
2643,"Str4b_Gameplay_A1_06","I'm sorry Branoc... It was me or you...","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_06.ogg","",10000,0
2644,"Str4b_Gameplay_A1_07","Father! You're alive!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_07.ogg","",10000,0
2645,"Str4b_Gameplay_A1_08","The Count must die for what he has done to us.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_08.ogg","",10000,0
2646,"Str4b_Gameplay_A1_09","We will survive this. I swear it.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_09.ogg","",10000,0
2647,"Str4b_Gameplay_A1_10","He lives up to his reputation.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_10.ogg","",10000,0
2648,"Str4b_Gameplay_A1_11","This lair... How deep does it go?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_11.ogg","",10000,0
2649,"Str4b_Gameplay_A1_12","Corruption has twisted it into a nightmare!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_12.ogg","",10000,0
2650,"Str4b_Gameplay_A1_13","The tail!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_13.ogg","",10000,0
2651,"Str4b_Gameplay_A1_14","The Grelwood has changed... and not for the better.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_14.ogg","",10000,0
2652,"Str4b_Gameplay_A1_15","I remember this place...","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_15.ogg","",10000,0
2653,"Str4b_Gameplay_A1_16","These were not my ancestors, but I still respect their valour.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_16.ogg","",10000,0
2654,"Str4b_Gameplay_A1_17","Ominous... but it might hold the runes I seek.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_17.ogg","",10000,0
2655,"Str4b_Gameplay_A1_18","They still defend their land, even after all this time.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_18.ogg","",10000,0
2656,"Str4b_Gameplay_A1_19","Last one.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_19.ogg","",10000,0
2657,"Str4b_Gameplay_A1_20","Go with honour. There is nothing left to defend.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_20.ogg","",10000,0
2658,"Str4b_Gameplay_A1_21","It's fine work, father. I still have much to learn.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_21.ogg","",10000,0
2659,"Str4b_Gameplay_A1_22","Release that which you hold!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_22.ogg","",10000,0
2660,"Str4b_Gameplay_A1_23","The land itself rots from within.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_23.ogg","",10000,0
2661,"Str4b_Gameplay_A1_24","Eternal bastards. Should they rise, I'll hew them back down.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_24.ogg","",10000,0
2662,"Str4b_Gameplay_A1_25","This place has not been abandoned...","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_25.ogg","",10000,0
2663,"Str4b_Gameplay_A1_26","Your name has long been maligned in Ogham, Draven. This was my pleasure.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_26.ogg","",10000,0
2664,"Str4b_Gameplay_A1_27","Your cruelty was immortalised in song, Asinia. Your end will be, too.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_27.ogg","",10000,0
2665,"Str4b_Gameplay_A1_28","Is this his wife? She's been here for a very long time...","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_28.ogg","",10000,0
2666,"Str4b_Gameplay_A1_29","I'm sorry, Lachlann. Your boys are long dead.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_29.ogg","",10000,0
2667,"Str4b_Gameplay_A1_30","Hunt with the First Ones, old man. You've earned it.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_30.ogg","",10000,0
2668,"Str4b_Gameplay_A1_31","What is this? Perhaps the boy might know.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_31.ogg","",10000,0
2669,"Str4b_Gameplay_A1_32","Is that what's been eating our cattle?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_32.ogg","",10000,0
2670,"Str4b_Gameplay_A1_33","You won't get away from me!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_33.ogg","",10000,0
2671,"Str4b_Gameplay_A1_34","One less danger to threaten our home.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_34.ogg","",10000,0
2672,"Str4b_Gameplay_A1_35","So this is where the clanless live. There are far more of them then I expected.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_35.ogg","",10000,0
2673,"Str4b_Gameplay_A1_36","That voice... What sinister shadow lurks here?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_36.ogg","",10000,0
2674,"Str4b_Gameplay_A1_37","I must destroy this before it goes any further.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_37.ogg","",10000,0
2675,"Str4b_Gameplay_A1_38","Shadows should remain where they belong!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_38.ogg","",10000,0
2676,"Str4b_Gameplay_A1_39","I can put right one thing, at least.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_39.ogg","",10000,0
2677,"Str4b_Gameplay_A1_40","Together, we will rebuild.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_40.ogg","",10000,0
2678,"Str4b_Gameplay_A1_41","What have they done?! The bastards...They've burned it all!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_41.ogg","",10000,0
2679,"Str4b_Gameplay_A1_42","We've lost everything... I'll make them pay...","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_42.ogg","",10000,0
2680,"Str4b_Gameplay_A1_43","Cowards! Attacking from above!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_43.ogg","",10000,0
2681,"Str4b_Gameplay_A1_44","Death is not revenge enough for what you've done!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_44.ogg","",10000,0
2682,"Str4b_Gameplay_A1_45","I'll make them regret not killing me here.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_45.ogg","",10000,0
2683,"Str4b_Gameplay_A1_46","Geonor must be made to answer for his crimes.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_46.ogg","",10000,0
2684,"Str4b_Gameplay_A1_47","What madness is this?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_47.ogg","",10000,0
2685,"Str4b_Gameplay_A1_48","Is nothing sacred anymore?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_48.ogg","",10000,0
2686,"Str4b_Gameplay_A1_49","That's him. One of us will not leave this Manor alive.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_49.ogg","",10000,0
2687,"Str4b_Gameplay_A1_50","Horrific! They're insane!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_50.ogg","",10000,0
2688,"Str4b_Gameplay_A1_51","You are nothing but a tyrant!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_51.ogg","",10000,0
2689,"Str4b_Gameplay_A1_52","First Ones, hear me! Feast upon this tyrant's soul!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A1_52.ogg","",10000,0
2690,"Str4b_Gameplay_A2_01","A culture of warriors. Only the toughest survive here.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_01.ogg","",10000,0
2691,"Str4b_Gameplay_A2_02","I will have to show them what I can do.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_02.ogg","",10000,0
2692,"Str4b_Gameplay_A2_03","Up there!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_03.ogg","",10000,0
2693,"Str4b_Gameplay_A2_04_A","An ambush!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_04_A.ogg","",10000,0
2694,"Str4b_Gameplay_A2_04_B","Back!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_04_B.ogg","",10000,0
2695,"Str4b_Gameplay_A2_04_C","The entire pack!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_04_C.ogg","",10000,0
2696,"Str4b_Gameplay_A2_05","It is done. I should return to the caravan.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_05.ogg","",10000,0
2697,"Str4b_Gameplay_A2_06","They are nomads. Much like my ancestors.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_06.ogg","",10000,0
2698,"Str4b_Gameplay_A2_07","What could they need so much metal for? You could outfit an army with a mine of this scale.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_07.ogg","",10000,0
2699,"Str4b_Gameplay_A2_08","The miners.... What happened here...?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_08.ogg","",10000,0
2700,"Str4b_Gameplay_A2_09","Maybe she knows what's going on.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_09.ogg","",10000,0
2701,"Str4b_Gameplay_A2_10","Why have we stopped?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_10.ogg","",10000,0
2702,"Str4b_Gameplay_A2_11","Fenumus, protect me from your kin...","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_11.ogg","",10000,0
2703,"Str4b_Gameplay_A2_12","I know nothing of these symbols. What secrets lie within?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_12.ogg","",10000,0
2704,"Str4b_Gameplay_A2_13","This must be the Traitor's prison.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_13.ogg","",10000,0
2705,"Str4b_Gameplay_A2_14","There is nothing just about excessive punishment.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_14.ogg","",10000,0
2706,"Str4b_Gameplay_A2_15","A coin? What is this?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_15.ogg","",10000,0
2707,"Str4b_Gameplay_A2_16","Her spirit must lie within.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_16.ogg","",10000,0
2708,"Str4b_Gameplay_A2_17","I will answer the call.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_17.ogg","",10000,0
2709,"Str4b_Gameplay_A2_18","Let battle be joined.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_18.ogg","",10000,0
2710,"Str4b_Gameplay_A2_19","Open the way!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_19.ogg","",10000,0
2711,"Str4b_Gameplay_A2_20","These Faridun fight with surprising fury.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_20.ogg","",10000,0
2712,"Str4b_Gameplay_A2_21","Destroy the corruption!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_21.ogg","",10000,0
2713,"Str4b_Gameplay_A2_22","He has the Beast! I must stop him!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_22.ogg","",10000,0
2714,"Str4b_Gameplay_A2_23","Argh. The sand! I must get back to the caravan!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_23.ogg","",10000,0
2715,"Str4b_Gameplay_A2_24","This barren place holds an essence of water? Perhaps it is beneath the sands.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_24.ogg","",10000,0
2716,"Str4b_Gameplay_A2_25","A snake woman?!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_25.ogg","",10000,0
2717,"Str4b_Gameplay_A2_26","The Vastiri Desert is a strange and deadly place.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_26.ogg","",10000,0
2718,"Str4b_Gameplay_A2_27","How could the Maraketh abandon something like this?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_27.ogg","",10000,0
2719,"Str4b_Gameplay_A2_28","Is that... a beetle?!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_28.ogg","",10000,0
2720,"Str4b_Gameplay_A2_29","Impressive workmanship. A shame I had to destroy it.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_29.ogg","",10000,0
2721,"Str4b_Gameplay_A2_30","It's a trap!","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_30.ogg","",10000,0
2722,"Str4b_Gameplay_A2_31","Something still remains at the heart of this place.","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_31.ogg","",10000,0
2723,"Str4b_Gameplay_A2_32","That wound! How is she still alive?","Audio/Dialogue/4.0/Characters/Str/Warrior/Warrior_Gameplay/Warrior_Gameplay_A2_32.ogg","",10000,0
