"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","i32_64"
1842,"GPSSanctumSpikeWall","[498,4577]","[6151,16933]","[1,25]",0.8,0,1027101164
1843,"GTSanctumReliquarianFireball",[],[659],[-60],1,0,0
1844,"GPSanctumSentinelBloodProjectile","[498,4577,13895]","[6151,16933]","[1,15]",0.4,0,1027101164
1845,"GPSCrucibleDemonBossBloodProjectile","[498,4577]","[6151,4961,4960,3875]","[1,1,4000,100]",1.3,0,1027101164
1846,"GPSAncestralMoonWave","[498,4577,110,12512]",[401],[100],3.5,0,1024416809
1847,"GPSAncestralMoonWaveTotem","[498,4577,110,12512]",[401],[300],6,0,1024416809
1848,"GPSRakiataWave","[498,4577,110,12512]",[401],[300],1,0,0
1849,"GPSVoodooKingBugBomb","[498,4577,12512]",[6151],[1],3.8,0,1025356333
1850,"GPSVerisiumGuardCleaveProj","[498,4577,12512,6843]",[],[],3.5,0,1024416809
1851,"GPSqwe_GPAqwe_NEW_ENTRIES_GO_ABOVE_ME",[],[],[],1,0,0
1852,"LegionVaalViperSummonSnakeProjectile","[498,4577,7080,1776,12386]","[1102,6826,173]","[25,45,4]",1.25,0,1027101164
1853,"SnakeFlowerManProjectile","[498,4577,6843,7080,2300,12386]","[782,1102,3361,1788]","[114,100,200,75]",1.33,0,1025758986
1854,"LegionKaruiCleaveMortars",[],[],[],1,0,0
1855,"LegionKaruiCleaveMortarsLeft",[],[],[],1,0,0
1856,"SynthesisRibbonGeometryTrigger",[],[],[],1.2,0,1024416809
1857,"RiverBossSplash","[498,4577]",[782],[142],1.2,0,1025758986
1858,"RiverBossWaterJet","[498,4577]",[782],[143],1.6,0,1027101164
1859,"TrialMasterBossOmegaProjectile","[498,7080,4577,5824,14141,7656]","[782,172,13219,11795,12070,6151]","[189,4,100,500,250,1]",1,0,0
1860,"TrialMasterBossOmegaProjectileRuin","[498,7080,4577,5824,13807,14141,7656]","[782,172,13219,11795,12070,6151]","[190,4,100,500,250,1]",1,0,0
1861,"TrialMasterBossFirecrackerSpikeProjectile","[498,4577]",[782],[191],0.9,0,1026295857
1862,"TrialMasterBossThrowWeapon","[498,12512,7080,4577,5824]","[1229,6151]","[50,1]",1,0,0
1863,"GPAExpeditionMedvedThrowWeaponHeal","[498,12512,7080,4577,5824,7295,7296]","[1229,6151]","[50,1]",1,0,0
1864,"GPAExpeditionMedvedThrowWeaponEnrage","[498,12512,7080,4577,5824,7295,7296]","[1229,6151]","[50,1]",1,0,0
1865,"GPAExpeditionMedvedThrowWeaponExplode","[498,12512,7080,4577,5824,7295,7296]","[1229,6151]","[50,1]",1,0,0
1866,"GPAExpeditionMedvedThrowBoulder","[498,12512,7080,4577,5824]",[6151],[1],1,0,0
1867,"GPSExpeditionVoranaVolatileProjectile","[498,7080,4577]",[2500],[15],2.8,0,1024685244
1868,"GPSSanctumReaperVolatileProjectile","[498,7080,4577]","[2500,16933]","[15,15]",0.8,0,1024685244
1869,"BetrayalRikerBombShot","[498,4577,617,7295,7296]",[1919],[-25],1,0,0
1870,"PunctureMercenary","[848,2358,6066]",[356],[6000],1,0,0
1871,"PunctureMercenaryEncounter","[848,2358,6066]",[356],[4000],1,0,0
1872,"Puncture","[848,2358,6066,19328]",[356],[8000],1,0,0
1873,"PunctureAltX","[2358,6066,19328]",[356],[6000],1,0,0
1874,"PunctureAltY","[848,2358,6066,19328]",[356],[8000],1,0,0
1875,"PunctureRoyale","[848,2358,6066]",[356],[4000],0.67,0,1019142052
1876,"MonsterPuncture","[848,2358]",[],[],0,0,0
1877,"MonsterPunctureAtAnimationSpeed","[848,2358,12512]",[6034],[56],0,0,0
1878,"MonsterPunctureAtAnimationSpeedUnique","[848,2358,12512,4577,7080]",[],[],0,0,0
1879,"BestiarySpiderPlatedPuncture","[848,2358]",[],[],0,0,0
1880,"BlackguardJaegerPuncture","[848,2358]",[],[],0,0,0
1881,"LionWolfColdBossMonsterPuncture","[848,2358]",[],[],0,0,0
1882,"MonsterPunctureInvasion","[848,2358]",[6034],[57],0,0,0
1883,"MonsterPunctureTalismanBoss","[848,2358]","[6034,70]","[198,-30]",0,0,0
1884,"ExilePuncture","[848,2358]",[6034],[57],0,0,0
1885,"ExilePunctureTrap","[848,1782,2358,329,7928]","[6034,867,356]","[57,30000,5300]",0,0,0
1886,"BestiarySnake2PunctureTrap","[848,1782,2358,329,7928]","[6034,867,356,1774]","[57,30000,5300,2]",0,0,0
1887,"GladiatorBossPunctureTrap","[848,1782,2358,329,7928]","[6034,867,356]","[57,30000,5300]",0,0,0
1888,"HalfSkeletonPuncture",[2358],"[6034,1229]","[57,20]",0,0,0
1889,"AnimalPackPuncture","[848,2358]",[6034],[57],0,0,0
1890,"GigaLightningArrowMercenary",[848],"[1101,788,8659]","[50,3,50]",1,0,0
1891,"LightningArrowMercenary",[848],"[1101,788]","[50,3]",1,0,0
1892,"LightningArrow",[848],"[1101,788]","[50,3]",1,0,0
1893,"LightningArrowAltX",[848],"[1101,19585,19586,19587]","[50,10,4,500]",1,0,0
1894,"LightningArrowAltY",[848],"[1101,788]","[50,3]",1,0,0
1895,"LightningArrowRoyale",[848],"[1101,788]","[50,3]",0.67,0,1018980991
1896,"MonsterLightningArrow",[498],"[1101,788,658,5750]","[50,4,25,-12]",1.02,0,1017370378
1897,"SkeletonArcherLightningArrow",[498],"[1101,788,658,5750]","[50,4,50,-12]",1.02,0,1017370378
1898,"MonsterLightningArrowInvasion",[498],"[1101,788,658,175,5750]","[50,4,25,-40,-12]",1.02,0,1017370378
1899,"MonsterLightningArrowBossBlackwood","[7080,4577,498]","[1101,788,658,175,633,5750]","[50,4,25,-40,-20,-12]",1.02,0,1017370378
1900,"ExileLightningArrow",[848],"[1101,788,2693,5750]","[50,3,-25,-12]",1.02,0,1017370378
1901,"ProphecyLightningArrow",[848],"[1101,788,2693,5750]","[50,3,-25,-12]",1.02,0,1017370378
1902,"Taunt",[],[],[],1,0,0
1903,"HasteMercenary",[2968],[],[],1,0,0
1904,"Haste",[2968],[],[],1,0,0
1905,"ExileHaste",[],"[8434,858,177,5750]","[15,15,8,40]",1,0,0
1906,"WbHaste",[],"[8434,858,177,5750]","[15,15,8,40]",1,0,0
1907,"PerandusHaste",[],"[8434,858,177,5750]","[15,15,8,40]",1,0,0
1908,"TalismanT1Haste",[],"[8434,858,177,5750]","[30,30,20,-50]",1,0,0
1909,"AzmeriTigerHaste",[],"[8434,858,177,5750]","[19,19,13,50]",1,0,0
1910,"VaalHaste","[2968,8017]",[356],[4000],1,0,0
1911,"ExileVaalHaste",[2968],[356],[6000],1,0,0
1912,"ExileVaalHaste2",[2968],[356],[6000],1,0,0
1913,"GladiatorBossVaalHaste",[2968],[356],[6000],1,0,0
1914,"PurityOfElements","[2968,6418]",[],[],1,0,0
1915,"PerandusPurity",[],"[141,5750]","[15,30]",1,0,0
1916,"VitalityMercenary",[2968],[],[],1,0,0
1917,"Vitality",[2968],[],[],1,0,0
1918,"VitalityRoyale",[2968],[],[],1,0,0
1919,"ExileVitality",[],"[450,5750]","[15,30]",1,0,0
1920,"WbVitality",[],"[450,5750]","[75,40]",1,0,0
1921,"ExileVitality2",[],"[450,5750]","[75,40]",1,0,0
1922,"AzmeriOakVitality",[],[5750],[50],315,0,1004888130
1923,"VaalVitalityMercenary",[2968],"[356,5750]","[5000,200]",1,0,0
1924,"MonsterVaalVitalityTalismanT2",[2968],"[450,356,1210,5750]","[500,5000,-66,200]",1,0,0
1925,"DisciplineMercenary",[2968],[138],[30],1,0,0
1926,"Discipline",[2968],[138],[30],1,0,0
1927,"VaalDiscipline","[2284,2968,8017]",[356],[3000],1,0,0
1928,"ExileDiscipline",[],[5750],[80],0.85,0,0
1929,"WbDiscipline",[],[5750],[80],0.85,0,0
1930,"PerandusDiscipline",[],[5750],[80],0.85,0,0
1931,"AzmeriGoddessDiscipline",[],"[5750,138]","[50,30]",5,0,1007908028
1932,"GraceMercenary",[2968],[],[],1,0,0
1933,"Grace",[2968],[],[],1,0,0
1934,"GraceHardMode",[2968],[],[],1,0,0
1935,"ExileGrace",[],[],[],1,0,0
1936,"WbGrace",[],[],[],1,0,0
1937,"PerandusGrace",[],[],[],1,0,0
1938,"AzmeriBirdGrace",[],"[5750,1671]","[50,30]",15,0,1020054733
1939,"AzmeriBirdGraceHardMode",[],"[5750,1671]","[50,50]",1,0,0
1940,"VaalGraceMercenary","[2968,8017,15028]","[7035,356]","[10,6000]",1,0,0
1941,"VaalGrace","[2968,8017,15028]","[7035,356]","[15,6000]",1,0,0
1942,"ExileVaalGrace",[2968],"[7035,356]","[15,6000]",1,0,0
1943,"GladiatorBossVaalGrace",[2968],"[7035,356]","[15,6000]",1,0,0
1944,"DeterminationMercenary",[2968],[],[],1,0,0
1945,"Determination",[2968],[],[],1,0,0
1946,"DeterminationHardMode",[2968],[],[],1,0,0
1947,"WbVisualDetermination",[2968],[5750],[45],1,0,0
1948,"AzmeriTurtleDetermination",[2968],"[5750,1128]","[50,44]",15,0,1020054733
1949,"AzmeriTurtleDeterminationHardMode",[2968],"[5750,1128]","[50,50]",1,0,0
1950,"MonsterVaalDeterminationTalismanT2",[2968],"[1033,141,356,5750]","[75,75,5000,200]",1,0,0
1951,"AngerMercenary",[2968],[],[],2.25,0,1018980991
1952,"Anger",[2968],[],[],2.25,0,1018980991
1953,"WbAnger",[],[],[],2.0778,0,1021665346
1954,"MonsterAnger",[],[5750],[33],2.0778,0,1020054733
1955,"ExileAnger",[],[5750],[33],2.0778,0,1020054733
1956,"DarkExileAnger",[],[5750],[50],2.0778,0,1020054733
1957,"TalismanT1Anger",[],[5750],[-40],2.0778,0,1020054733
1958,"AvatarAnger",[],[5750],[75],2.0778,0,1020054733
1959,"HatredMercenary",[2968],[],[],1.5,0,1020054733
1960,"Hatred",[2968],[],[],1.5,0,1020054733
1961,"ExileHatred",[],[],[],1.5,0,1020054733
1962,"WbHatred",[],[],[],1.5,0,1020054733
1963,"DarkExileHatred",[],"[447,5750]","[40,50]",1.5,0,1020054733
1964,"MonsterHatred",[],"[447,5750]","[30,33]",1.87,0,1020054733
1965,"TalismanT1Hatred",[],"[447,5750]","[30,-40]",1.87,0,1020054733
1966,"AxisLunarisChampionHatred",[],"[447,5750]","[30,25]",1.87,0,1020054733
1967,"AvatarHatred",[],"[447,5750]","[30,75]",1.87,0,1020054733
1968,"AzmeriHydraHatred",[],"[447,5750,8851]","[20,50,16]",1,0,0
1969,"WrathMercenary",[2968],[],[],2.25,0,1018980991
1970,"Wrath",[2968],[],[],2.25,0,1018980991
1971,"MonsterWrath",[],[5750],[33],2.3375,0,1020054733
1972,"WbWrath",[],[5750],[33],2.3375,0,1020054733
1973,"ExileWrath",[],[5750],[33],2.3375,0,1020054733
1974,"GladiatorBossWrath",[],[5750],[33],2.3375,0,1020054733
1975,"DarkExileWrath",[],[5750],[50],2.3375,0,1020054733
1976,"TalismanT1Wrath",[],[5750],[-40],2.3375,0,1021665346
1977,"BlackguardMapBossWrathAura",[],[5750],[-40],2.3375,0,1024416809
1978,"AvatarWrath",[],[5750],[75],2.3375,0,1024416809
1979,"AzmeriKudukuWrath",[],"[5750,2959]","[50,18]",2,0,1021933781
1980,"BurningArrowMercenary",[848],"[610,1099]","[25,100]",1,0,0
1981,"BurningArrow",[848],"[610,1099]","[25,100]",1,0,0
1982,"BurningArrowAltX",[848],"[610,1099]","[25,100]",1,0,0
1983,"BurningArrowAltY",[848],"[610,1099]","[25,100]",1,0,0
1984,"BurningArrowRoyale",[848],"[610,1099]","[25,100]",2.7778,0,1028443341
1985,"MonsterBurningArrow",[848],"[610,209,26,1099,356]","[50,50,25,100,4000]",0.85,0,0
1986,"MonsterBurningArrowAtAnimationSpeed","[848,12512]","[633,610,209,26,1099,356]","[35,50,50,25,100,4000]",0.85,0,0
1987,"MonsterBurningArrowColosseumStatue",[848],"[633,610,209,26,1099,356]","[20,100,50,25,75,4000]",0.85,0,0
1988,"BanditBowBossBurningArrow",[848],"[610,1099,356]","[50,50,4000]",0.85,0,0
1989,"SupportElementalProliferation",[847],[1871],[20],1,0,0
1990,"SupportArrogance",[13962],[],[],1,0,0
1991,"SupportBloodMagicUniquePrismGuardian","[13962,13961]",[],[],1,0,0
1992,"ImplicitSupportReducedManaReserved",[],[14673],[20],1,0,0
1993,"ImplicitSupportManaMultiplier",[],[],[],1,0,0
1994,"ModSupportReducedManaReserved",[],[],[],1,0,0
1995,"ModSupportTriggeredSkillsDoubleDamage",[8803],[],[],1,0,0
1996,"ClarityMercenary",[2968],[],[],1,0,0
1997,"Clarity",[2968],[],[],1,0,0
1998,"ClarityRoyale",[2968],[],[],1,0,0
1999,"AzmeriPhantasmClarity",[],[5750],[50],45,0,1004888130
2000,"VaalClarity","[1891,2968,8017]",[356],[10000],1,0,0
2001,"SupportCullingStrike",[588],[],[],1,0,0
2002,"SupportPointBlank",[783],[],[],1,0,0
2003,"SupportPointBlankRoyale",[783],[],[],1,0,0
2004,"SupportIronGrip",[781],[],[],1,0,0
2005,"SupportIronWill",[852],[],[],1,0,0
2006,"SupportDamageOnFullLife",[],[],[],1,0,0
2007,"SupportSpellTotem","[1784,854]","[860,862,2072]","[8000,60,-40]",1,0,0
2008,"SupportSpellTotemRoyale","[1784,854]","[860,862,2072]","[8000,40,-30]",1,0,0
2009,"InsectSpawnerSpit",[498],[1788],[30],0.94,0,1022739087
2010,"InsectSpawnerSpitInvasion",[498],[1788],[30],0.94,0,1022739087
2011,"InsectSpawnerSpitSideArea",[498],"[173,70,1788]","[2,40,50]",0.94,0,1022739087
2012,"InsectSpawnerSpitParasiteBoss","[498,12386]","[1102,5884,5885,1919]","[30,100,4000,-33]",1,0,1022739087
2013,"InsectSpawnerSpitParasiteBossMap","[498,12386]","[1102,5884,5885,1919,6151]","[30,100,4000,-33,1]",2,0,1022739087
2014,"InsectSpawnerSpawn",[],[871],[10],1.87,0,0
2015,"InsectSpawnerSpawnInvasion",[],[871],[10],1.87,0,0
2016,"InsectSpawnerSpawnSideAreaBoss",[],"[871,214,216]","[100,5,300]",1.87,0,0
2017,"SupportBlastchainMine","[1783,1198,1994,14009,872]","[874,1119,9921,9985,14492]","[5000,250,5,250,-60]",1,0,0
2018,"DetonateMinesMercenary",[],[],[],1,0,0
2019,"DetonateMines",[],[10477],[10],1,0,0
2020,"ExileDetonateMines",[],[10477],[10],1,0,0
2021,"GemDetonateMines",[2968],[10477],[10],1,0,0
2022,"TriggeredDetonateMines","[20175,20176]",[10477],[10],1,0,0
2023,"ShockwaveTotemMercenary","[854,617,1784]","[860,862,478,18295,1101]","[8000,80,25,24,60]",1.0778,0,1026725354
2024,"ShockwaveTotem","[854,617,1784]","[860,862,478,18295]","[8000,80,25,24]",1.0778,0,1026725354
2025,"ShockwaveTotemAltX","[854,617,1784]","[860,862,478,18295]","[8000,80,25,24]",1.0778,0,1026725354
2026,"ShockwaveTotemAltY","[854,617,1784]","[860,862,478,18295]","[8000,80,25,24]",1.0778,0,1026725354
2027,"ShockwaveTotemRoyale","[854,617,1784]","[860,862,478,18295]","[8000,80,25,24]",1.1783,0,1025839517
2028,"MonsterShockwaveTotem","[1784,110,617]","[5750,18295]","[-17,24]",0.47,0,1022739087
2029,"EssenceDaemonShockwaveTotem","[854,617,1784,2658]","[860,862,5750,18295]","[8000,100,-17,24]",1.4,0,1025758986
2030,"WbShockwaveTotem","[854,617,1784]","[860,862,478,5750,18295]","[8000,100,25,-17,24]",0.822,0,1022739087
2031,"TalismanDaemonShockwave",[617],"[478,401,18295]","[100,100,24]",1.4,0,1025758986
2032,"TalismanDaemonShockwaveTotem","[854,617,1784]","[860,862,478,5750,18295]","[8000,100,25,-31,24]",0.822,0,1022739087
2033,"TalismanDaemonShockwaveBeastBoss",[617],"[478,5750,18295]","[50,38,24]",1.5,0,1024416809
2034,"MonsterShockwaveTotemSideArea","[1784,110,617]",[18295],[24],0.47,0,1022739087
2035,"TempestDaemonShockwave","[110,617]","[214,216,5750,18295]","[2,100,-17,24]",3,0,1027423286
2036,"RejuvenationTotem","[1784,2968,854]","[860,862]","[8000,10]",1,0,0
2037,"RejuvenationTotemRoyale","[1784,2968,854]","[860,862]","[8000,10]",1,0,0
2038,"VaalRejuvenationTotem","[1784,2968,854,8152,9497,20454]","[860,862,17905,952,3880,18410]","[4000,10,40,1,-30,20]",1,0,0
2039,"WbRejuvenationTotem","[1784,2968,854]","[860,862]","[8000,20]",1,0,0
2040,"FreezeMine","[1783,1994,872,198,617]","[1815,874,9985]","[-15,5000,250]",0.9091,0,1023544394
2041,"ExileFreezeMine","[1783,1994,872,198,617]","[1815,874]","[-15,12000]",1.0909,0,1023611503
2042,"FreezeMineSideAreaBoss","[1783,872,198,617]","[1815,874]","[-15,12000]",1.0909,0,1023611503
2043,"ConversionTrap","[1782,2968,7404,329,19380]",[867],[4000],1,0,0
2044,"BearTrapMercenary","[1782,1634,1994,6908,7404,329,19380,7928]","[867,1118,7745,7759,356]","[4000,750,25,-80,3000]",2.85,0,1026430075
2045,"BearTrap","[1782,1634,1994,6908,7404,329,19380]","[867,1118,7745,7759,356]","[4000,750,25,-80,3000]",2.85,0,1026430075
2046,"BearTrapAltX","[1782,1634,1994,6908,7404,329,19380]","[867,1118,12947,19154]","[4000,750,100,100]",1.4,0,1026430075
2047,"BearTrapAltY","[1782,1634,1994,6908,7404,329,19380]","[867,1118,7745,7759,356]","[4000,750,25,-80,3000]",2.85,0,1026430075
2048,"BearTrapRoyale","[1782,1634,1994,6908,7404,329]","[867,1118,7745,7759,356]","[15000,750,25,-80,1000]",0.9424,0,1026564293
2049,"MonsterBearTrap","[1782,7928,329]",[867],[30000],2.55,0,1022739087
2050,"MonsterBearTrapMapBoss","[1782,329,7928]","[1178,867]","[12,30000]",2.55,0,1022739087
2051,"MonsterBearTrapBossDescent","[1782,7928,329]",[867],[30000],2.55,0,1022739087
2052,"MonsterBearTrapInvasion","[1782,7928,329]","[867,1178]","[30000,12]",2.25,0,1022739087
2053,"IzaroDaemonBearTrap","[1782,7928,329]",[867],[30000],3,0,1024416809
2054,"MonsterBearTrapBossBlackwood","[1782,7928,329]",[867],[30000],1.75,0,1022739087
2055,"ExileBearTrap","[1782,7928,329]","[867,1178]","[30000,12]",1.87,0,1022739087
2056,"MonsterBearTrapAncestral","[1782,7928,329]","[867,312,1178,18929,1774,2286]","[20000,-75,21,2000,2,25]",2,0,1024953680
2057,"MonsterBearTrapAncestralMulti","[1782,7928,329]","[867,312,1178,1774,2286,18929]","[20000,-75,21,5,30,2000]",2,0,1024953680
2058,"SupportChanceToFlee",[],[],[],1,0,0
2059,"FireTrap","[617,1782,1994,3668,329,19380]","[867,356,1178]","[4000,1750,22]",2.1289,0,1030402920
2060,"FireTrapAltX","[617,1782,1994,329,19380]","[867,1178,4156]","[4000,22,50]",0.8516,0,1030402920
2061,"FireTrapAltY","[617,1782,1994,3668,329,19380]","[867,356,1178]","[4000,1750,22]",2.1289,0,1030402920
2062,"FireTrapRoyale","[617,1782,1994,3668,329]","[867,356,1178]","[15000,1750,22]",2.7022,0,1027987001
2063,"VaalFireTrap","[617,1782,1994,329,20454]","[867,356,1774,948,2286]","[30000,8000,9,10,30]",1.7222,0,1027235381
2064,"ExileFireTrap","[617,1782,7928,329]","[356,2693,1178]","[8000,-25,12]",1,0,1031127695
2065,"DarkExileFireTrap","[617,1782,329,5849,7928]","[867,356,1774,1178]","[3000,2000,3,12]",1.5556,0,1031127695
2066,"DarkExileIceTrap","[617,1782,329,5849,7928]","[867,356,1774,1178]","[3000,4000,3,12]",1,0,1031127695
2067,"IceElementalMapBossIceTrap","[617,1782,329,7928]","[867,356,1178]","[7000,12000,4]",0.8182,0,1031127695
2068,"ChaosLeaderIceTrap","[617,1782,329,7928]","[867,356,1178,5750]","[3000,12000,4,35]",0.8182,0,1031127695
2069,"MonsterFireTrapInvasion","[617,1782,7928,329]","[867,356,1178,2693]","[30000,8000,1,-25]",1.7222,0,1027906470
2070,"MonsterFireTrap","[617,1782,7928,329]","[867,356,2693,5750]","[30000,8000,-30,100]",1.7222,0,1027906470
2071,"MonsterFireTrapMapBoss","[617,1782,329,7928]","[1178,867,356,2693,5750]","[1,30000,8000,-30,100]",1.7222,0,1027906470
2072,"IzaroDaemonFiretrap","[617,1782,329,7928]","[2286,867,356,1774,5750]","[20,30000,6000,2,100]",1.7222,0,1027906470
2073,"MonsterFireTrapStrDexMasterAlly","[617,1782,7928,329]","[867,356,2693,5750]","[30000,8000,-25,-20]",1.7222,0,1027906470
2074,"AutonomousFireTrap",[617],"[356,5750]","[12000,-20]",1.7222,0,1027906470
2075,"MonsterFireBomb","[329,617,1782,7928]","[867,356,1178,2693]","[2500,4500,1,-25]",1.8889,0,1028980212
2076,"BanditLeaderSmokeBombMapBoss","[617,1782,329,7928]","[867,356,1178]","[2500,10000,13]",1.254,0,1028980212
2077,"MonsterFireBombInvasion","[329,617,1782,7928]","[867,356,1178,2693]","[2500,4500,1,-25]",1.8889,0,1028980212
2078,"MonsterFireBombBossSideArea","[329,617,1782,7928]","[867,356,1178,2693]","[2500,4500,1,-25]",2.0556,0,1028980212
2079,"FireWitchFireBomb","[329,617,1782,7928]","[867,356,1178,2693,5750]","[2500,4500,1,-25,50]",1.8889,0,1025758986
2080,"WbFireBomb","[329,617,1782,7928]","[867,356,1178,5750]","[2500,4500,1,20]",2.8333,0,1025758986
2081,"ProphecyFireBomb","[329,617,1782,7928]","[867,356,1178,2286]","[2500,4500,1,30]",2.3889,0,1028980212
2082,"ProphecyBanditFireBomb","[329,617,1782,7928]","[867,356,1178,2286]","[2500,4500,1,15]",2.0556,0,1028980212
2083,"MalachaiRuneTrap","[329,617,1782,2556,7928]","[1178,312,5750]","[6,-60,50]",4.4444,0,1027101164
2084,"MalachaiMultiRuneTrap","[329,617,1782,2556,7928]","[1178,312,1774,2286,5750]","[6,-60,2,42,50]",4.4444,0,1027101164
2085,"MaligaroVaalFireTrap","[617,1782,1994,329,7928]","[867,1774,2286,1178,645,1485]","[30000,6,40,7,30,30]",1.7222,0,1028443341
2086,"ProphecyPurpleFireBomb","[329,617,1782,7928]","[867,1178,1485,5750]","[5000,7,50,20]",1.7222,0,1028443341
2087,"PerandusFireTrapCluster","[617,1782,329,7928]","[867,1774,2286,356,1178]","[30000,4,40,5000,1]",1.7222,0,1028443341
2088,"EssenceDaemonFireRuneTrapCluster","[329,617,1782,2556,7928]","[867,1178,312,5750]","[10000,11,-60,80]",3.7889,0,1026295857
2089,"MonsterCausticBomb","[329,617,1782,7928]","[867,356,1178,2693,4586]","[2500,4000,2,-25,2]",2.2667,0,1025356333
2090,"BestiaryScorpionCausticBomb","[329,617,1782,7928]","[867,356,1178,2693,4586]","[2500,4000,2,-25,2]",2.2667,0,1025356333
2091,"TormentDaemonCausticBomb","[329,617,1782,7928,5849,2556]","[867,356,1178,4586]","[1000,4000,8,2]",2.2667,0,1025356333
2092,"TormentDaemonCausticMultiBomb","[329,617,1782,7928,5849,2556]","[867,356,1774,1178,4586]","[2000,4000,2,8,2]",2.2667,0,1025356333
2093,"WbCausticBomb","[329,617,1782,7928]","[867,356,2693,4586]","[2000,4000,-25,2]",2.2667,0,1025356333
2094,"ProphecyCausticBomb","[329,617,1782,7928]","[867,356,2693,1178,4586]","[2000,4000,-25,2,2]",2.2667,0,1025356333
2095,"WbChaosLeaderCausticBomb","[329,617,1782,7928]","[867,356,1178,4586]","[3000,12000,2,2]",1.1333,0,1025356333
2096,"WbCausticBomb2NoTrigger","[329,617,1782,7928]","[867,1178,2286,311,4586]","[1750,2,14,-99,2]",0.8667,0,1025356333
2097,"UltimatumGuardCausticBomb","[329,617,1782,7928]","[867,356,1178,2693,4586,312]","[2500,4000,2,-25,2,-67]",2.2667,0,1025356333
2098,"SanctumCausticBomb","[329,617,1782,7928]","[867,356,1178,2693,4586,312,1774,2286,16933]","[2500,100,2,-25,2,-67,2,30,20]",1.2,0,1025356333
2099,"WbFireBomb2NoTrigger","[329,617,1782,7928]","[867,1178,2286,311]","[1750,1,14,-99]",2.4444,0,1025758986
2100,"BloodlinesYellowElementalCausticBomb","[329,617,1782,7928]","[356,659,1178,4586]","[4000,100,2,2]",1.8667,0,1024953680
2101,"MonsterCausticBombLegends","[329,617,1782,7928,5849,2556]","[867,356,1178,2693,4586]","[2500,6000,8,-25,2]",1.6776,0,1025356333
2102,"PoisonGolemCausticBomb","[329,617,1782,7928]","[867,356,1178,2693,4586]","[2500,4000,2,-25,2]",6,0,1019356801
2103,"BestiarySpiderPlagueCausticBomb","[329,617,1782,7928]","[867,356,1178,2693,4586]","[2500,4000,2,-25,2]",6,0,1019356801
2104,"MonsterGroundCaustic",[617],"[356,659,2693,4586]","[2500,-80,-25,2]",2.2667,0,1022739087
2105,"MonsterGroundCausticOnHit",[617],"[356,2388,2693,4586]","[2500,33,-25,2]",2.2667,0,1022739087
2106,"MonsterGroundCausticInvasion",[617],"[659,2693,4586]","[-80,-25,2]",2.0667,0,1022739087
2107,"TempestDaemonGroundCaustic",[617],"[2693,4586]","[-25,2]",2,0,1028443341
2108,"MonsterGroundFire",[617],"[356,2693]","[8000,-25]",1.3222,0,1025758986
2109,"MonsterGroundFireMapBoss",[617],"[356,350,2693]","[20000,120000,-50]",1.3222,0,1025758986
2110,"MonsterGroundFireDescentBoss",[617],"[356,2693]","[8000,-25]",1.3222,0,1025758986
2111,"MonsterGroundFireInvasion",[617],[2693],[-25],1.3222,0,1030725042
2112,"MonsterGroundFireSelfDaemon",[617],"[356,2693,5750]","[5000,-25,-40]",1.3222,0,1025758986
2113,"AxisGeneralGroundFireMapBoss",[617],"[356,2693]","[20000,-50]",2.6,0,1025758986
2114,"StrMissionGroundFireSelfDaemon",[617],"[356,216,2693,5750]","[20000,200,-25,50]",2,0,1025490551
2115,"LionWolfFireBossDaemonGroundFire",[617],"[356,216,2693,5750]","[20000,100,-25,50]",2,0,1025490551
2116,"TempestDaemonGroundFireSelf",[617],"[356,216,5750]","[20000,200,50]",3.3333,0,1027906470
2117,"MonsterGroundFireDescent2",[617],"[356,2693]","[8000,-25]",1.3222,0,1025758986
2118,"MonsterGroundFireGeometryTrigger",[],[],[],1.3222,0,1025758986
2119,"DecoyTotemMercenary","[1784,2968,5228,5309,854]","[860,862]","[8000,60]",1,0,0
2120,"DecoyTotem","[1784,2968,5228,5309,854]","[860,862]","[8000,60]",1,0,0
2121,"DevouringTotem","[1784,2968,854]","[860,862]","[8000,60]",0.7,0,1022739087
2122,"Devour",[],[883],[200],1,0,0
2123,"BossDevour",[],[],[],1,0,0
2124,"TormentCannibalDevour",[],[],[],1,0,0
2125,"TormentCannibalHauntedMonsterDevour",[],[],[],1,0,0
2126,"TempestDevour",[],[],[],1,0,0
2127,"TalismanDaemonDevour",[],"[882,356]","[1,60000]",1,0,0
2128,"BloodlinesMarkOfCannibalismDevour",[2521],[],[],1,0,0
2129,"BossDevourDexMission",[],[],[],1,0,0
2130,"BossDevourInvasion",[],[],[],1,0,0
2131,"BetrayalModUpgradeDevour",[],[],[],1,0,0
2132,"NecromancerReviveSkeleton",[],[],[],1.87,0,0
2133,"NecromancerReviveSkeletonIsMinion",[2458],[],[],1.87,0,0
2134,"NecromancerReviveSkeletonInvasion",[],[],[],1.87,0,0
2135,"WarcasterReviveGhost",[],[],[],1.87,0,0
2136,"SpawnSuicideExplosion",[617],"[659,5750]","[100,-20]",3.7444,0,1023611503
2137,"BlightSpawnSuicideExplosion",[617],[],[],5.5,0,1023611503
2138,"BanditSuicideExplosion",[617],[633],[11],4.5,0,1025758986
2139,"MapDemonSuicideExplosion",[617],[6303],[19],4.675,0,1025758986
