"rownum","Id","Tier","Mod","[i32]_28","[rid]_44","Icon","Type","Achievements"
592,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",4,33514,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
593,"MinionAddedPhysical2hHighMinionReducedAttackAndCastSpeed",5,33515,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
594,"MinionAddedPhysical",1,33516,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
595,"MinionAddedPhysical",2,33517,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
596,"MinionAddedPhysical",3,33518,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
597,"MinionAddedPhysical",4,33519,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
598,"MinionAddedPhysical",5,33520,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
599,"MinionAddedPhysical2h",1,33521,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
600,"MinionAddedPhysical2h",2,33522,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
601,"MinionAddedPhysical2h",3,33523,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
602,"MinionAddedPhysical2h",4,33524,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
603,"MinionAddedPhysical2h",5,33525,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
604,"MinionAddedPhysicalLowMinionFireConversion",1,33526,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
605,"MinionAddedPhysicalLowMinionFireConversion",2,33527,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
606,"MinionAddedPhysicalLowMinionFireConversion",3,33528,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
607,"MinionAddedPhysicalLowMinionFireConversion",4,33529,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
608,"MinionAddedPhysicalLowMinionFireConversion",5,33530,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
609,"MinionAddedPhysical2hLowMinionFireConversion",1,33531,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
610,"MinionAddedPhysical2hLowMinionFireConversion",2,33532,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
611,"MinionAddedPhysical2hLowMinionFireConversion",3,33533,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
612,"MinionAddedPhysical2hLowMinionFireConversion",4,33534,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
613,"MinionAddedPhysical2hLowMinionFireConversion",5,33535,[1],"[2,0]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
614,"MinionAddedPhysicalLowMinionColdConversion",1,33536,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
615,"MinionAddedPhysicalLowMinionColdConversion",2,33537,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
616,"MinionAddedPhysicalLowMinionColdConversion",3,33538,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
617,"MinionAddedPhysicalLowMinionColdConversion",4,33539,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
618,"MinionAddedPhysicalLowMinionColdConversion",5,33540,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
619,"MinionAddedPhysical2hLowMinionColdConversion",1,33541,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
620,"MinionAddedPhysical2hLowMinionColdConversion",2,33542,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
621,"MinionAddedPhysical2hLowMinionColdConversion",3,33543,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
622,"MinionAddedPhysical2hLowMinionColdConversion",4,33544,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
623,"MinionAddedPhysical2hLowMinionColdConversion",5,33545,[1],"[2,1]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
624,"MinionAddedPhysicalLowMinionLightningConversion",1,33546,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
625,"MinionAddedPhysicalLowMinionLightningConversion",2,33547,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
626,"MinionAddedPhysicalLowMinionLightningConversion",3,33548,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
627,"MinionAddedPhysicalLowMinionLightningConversion",4,33549,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
628,"MinionAddedPhysicalLowMinionLightningConversion",5,33550,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
629,"MinionAddedPhysical2hLowMinionLightningConversion",1,33551,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
630,"MinionAddedPhysical2hLowMinionLightningConversion",2,33552,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
631,"MinionAddedPhysical2hLowMinionLightningConversion",3,33553,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
632,"MinionAddedPhysical2hLowMinionLightningConversion",4,33554,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
633,"MinionAddedPhysical2hLowMinionLightningConversion",5,33555,[1],"[2,3]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
634,"MinionAddedPhysicalLowMinionChaosConversion",1,33556,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
635,"MinionAddedPhysicalLowMinionChaosConversion",2,33557,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
636,"MinionAddedPhysicalLowMinionChaosConversion",3,33558,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
637,"MinionAddedPhysicalLowMinionChaosConversion",4,33559,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
638,"MinionAddedPhysicalLowMinionChaosConversion",5,33560,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
639,"MinionAddedPhysical2hLowMinionChaosConversion",1,33561,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
640,"MinionAddedPhysical2hLowMinionChaosConversion",2,33562,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
641,"MinionAddedPhysical2hLowMinionChaosConversion",3,33563,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
642,"MinionAddedPhysical2hLowMinionChaosConversion",4,33564,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
643,"MinionAddedPhysical2hLowMinionChaosConversion",5,33565,[1],"[2,4]","Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
644,"MinionAddedPhysicalLowMinionOverwhelm",1,33566,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
645,"MinionAddedPhysicalLowMinionOverwhelm",2,33567,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
646,"MinionAddedPhysicalLowMinionOverwhelm",3,33568,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
647,"MinionAddedPhysicalLowMinionOverwhelm",4,33569,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
648,"MinionAddedPhysicalLowMinionOverwhelm",5,33570,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
649,"MinionAddedPhysical2hLowMinionOverwhelm",1,33571,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
650,"MinionAddedPhysical2hLowMinionOverwhelm",2,33572,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
651,"MinionAddedPhysical2hLowMinionOverwhelm",3,33573,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
652,"MinionAddedPhysical2hLowMinionOverwhelm",4,33574,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
653,"MinionAddedPhysical2hLowMinionOverwhelm",5,33575,[1],[2],"Art/2DArt/SkillIcons/passives/Redemption.dds",0,[]
654,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",1,33576,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
655,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",2,33577,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
656,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",3,33578,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
657,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",4,33579,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
658,"MinionAddedFireHighMinionReducedAttackAndCastSpeed",5,33580,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
659,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",1,33581,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
660,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",2,33582,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
661,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",3,33583,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
662,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",4,33584,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
663,"MinionAddedFire2hHighMinionReducedAttackAndCastSpeed",5,33585,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
664,"MinionAddedFire",1,33586,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
665,"MinionAddedFire",2,33587,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
666,"MinionAddedFire",3,33588,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
667,"MinionAddedFire",4,33589,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
668,"MinionAddedFire",5,33590,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
669,"MinionAddedFire2h",1,33591,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
670,"MinionAddedFire2h",2,33592,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
671,"MinionAddedFire2h",3,33593,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
672,"MinionAddedFire2h",4,33594,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
673,"MinionAddedFire2h",5,33595,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
674,"MinionAddedFireLowMinionIgniteChance",1,33596,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
675,"MinionAddedFireLowMinionIgniteChance",2,33597,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
676,"MinionAddedFireLowMinionIgniteChance",3,33598,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
677,"MinionAddedFireLowMinionIgniteChance",4,33599,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
678,"MinionAddedFireLowMinionIgniteChance",5,33600,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
679,"MinionAddedFire2hLowMinionIgniteChance",1,33601,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
680,"MinionAddedFire2hLowMinionIgniteChance",2,33602,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
681,"MinionAddedFire2hLowMinionIgniteChance",3,33603,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
682,"MinionAddedFire2hLowMinionIgniteChance",4,33604,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
683,"MinionAddedFire2hLowMinionIgniteChance",5,33605,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
684,"MinionAddedFireLowImplicitEffect",1,33606,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
685,"MinionAddedFireLowImplicitEffect",2,33607,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
686,"MinionAddedFireLowImplicitEffect",3,33608,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
687,"MinionAddedFireLowImplicitEffect",4,33609,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
688,"MinionAddedFireLowImplicitEffect",5,33610,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
689,"MinionAddedFire2hLowImplicitEffect",1,33611,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
690,"MinionAddedFire2hLowImplicitEffect",2,33612,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
691,"MinionAddedFire2hLowImplicitEffect",3,33613,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
692,"MinionAddedFire2hLowImplicitEffect",4,33614,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
693,"MinionAddedFire2hLowImplicitEffect",5,33615,[1],[0],"Art/2DArt/SkillIcons/passives/BreathofFlames2.dds",0,[]
694,"MinionAddedColdHighMinionReducedCriticalStrikeChance",1,33616,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
695,"MinionAddedColdHighMinionReducedCriticalStrikeChance",2,33617,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
696,"MinionAddedColdHighMinionReducedCriticalStrikeChance",3,33618,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
697,"MinionAddedColdHighMinionReducedCriticalStrikeChance",4,33619,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
698,"MinionAddedColdHighMinionReducedCriticalStrikeChance",5,33620,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
699,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",1,33621,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
700,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",2,33622,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
701,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",3,33623,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
702,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",4,33624,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
703,"MinionAddedCold2hHighMinionReducedCriticalStrikeChance",5,33625,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
704,"MinionAddedCold",1,33626,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
705,"MinionAddedCold",2,33627,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
706,"MinionAddedCold",3,33628,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
707,"MinionAddedCold",4,33629,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
708,"MinionAddedCold",5,33630,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
709,"MinionAddedCold2h",1,33631,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
710,"MinionAddedCold2h",2,33632,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
711,"MinionAddedCold2h",3,33633,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
712,"MinionAddedCold2h",4,33634,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
713,"MinionAddedCold2h",5,33635,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
714,"MinionAddedColdLowMinionFreezeChance",1,33636,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
715,"MinionAddedColdLowMinionFreezeChance",2,33637,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
716,"MinionAddedColdLowMinionFreezeChance",3,33638,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
717,"MinionAddedColdLowMinionFreezeChance",4,33639,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
718,"MinionAddedColdLowMinionFreezeChance",5,33640,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
719,"MinionAddedCold2hLowMinionFreezeChance",1,33641,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
720,"MinionAddedCold2hLowMinionFreezeChance",2,33642,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
721,"MinionAddedCold2hLowMinionFreezeChance",3,33643,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
722,"MinionAddedCold2hLowMinionFreezeChance",4,33644,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
723,"MinionAddedCold2hLowMinionFreezeChance",5,33645,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
724,"MinionAddedColdLowMinionAttackAndCastSpeed",1,33646,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
725,"MinionAddedColdLowMinionAttackAndCastSpeed",2,33647,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
726,"MinionAddedColdLowMinionAttackAndCastSpeed",3,33648,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
727,"MinionAddedColdLowMinionAttackAndCastSpeed",4,33649,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
728,"MinionAddedColdLowMinionAttackAndCastSpeed",5,33650,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
729,"MinionAddedCold2hLowMinionAttackAndCastSpeed",1,33651,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
730,"MinionAddedCold2hLowMinionAttackAndCastSpeed",2,33652,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
731,"MinionAddedCold2hLowMinionAttackAndCastSpeed",3,33653,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
732,"MinionAddedCold2hLowMinionAttackAndCastSpeed",4,33654,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
733,"MinionAddedCold2hLowMinionAttackAndCastSpeed",5,33655,[1],[1],"Art/2DArt/SkillIcons/passives/BreathofRime2.dds",0,[]
734,"MinionAddedLightningHighDamageTaken",1,33656,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
735,"MinionAddedLightningHighDamageTaken",2,33657,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
736,"MinionAddedLightningHighDamageTaken",3,33658,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
737,"MinionAddedLightningHighDamageTaken",4,33659,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
738,"MinionAddedLightningHighDamageTaken",5,33660,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
739,"MinionAddedLightning2hHighDamageTaken",1,33661,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
740,"MinionAddedLightning2hHighDamageTaken",2,33662,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
741,"MinionAddedLightning2hHighDamageTaken",3,33663,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
742,"MinionAddedLightning2hHighDamageTaken",4,33664,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
743,"MinionAddedLightning2hHighDamageTaken",5,33665,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
744,"MinionAddedLightning",1,33666,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
745,"MinionAddedLightning",2,33667,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
746,"MinionAddedLightning",3,33668,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
747,"MinionAddedLightning",4,33669,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
748,"MinionAddedLightning",5,33670,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
749,"MinionAddedLightning2h",1,33671,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
750,"MinionAddedLightning2h",2,33672,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
751,"MinionAddedLightning2h",3,33673,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
752,"MinionAddedLightning2h",4,33674,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
753,"MinionAddedLightning2h",5,33675,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
754,"MinionAddedLightningLowMinionShockChance",1,33676,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
755,"MinionAddedLightningLowMinionShockChance",2,33677,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
756,"MinionAddedLightningLowMinionShockChance",3,33678,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
757,"MinionAddedLightningLowMinionShockChance",4,33679,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
758,"MinionAddedLightningLowMinionShockChance",5,33680,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
759,"MinionAddedLightning2hLowMinionShockChance",1,33681,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
760,"MinionAddedLightning2hLowMinionShockChance",2,33682,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
761,"MinionAddedLightning2hLowMinionShockChance",3,33683,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
762,"MinionAddedLightning2hLowMinionShockChance",4,33684,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
763,"MinionAddedLightning2hLowMinionShockChance",5,33685,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
764,"MinionAddedLightningLowMinionCriticalStrikeChance",1,33686,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
765,"MinionAddedLightningLowMinionCriticalStrikeChance",2,33687,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
766,"MinionAddedLightningLowMinionCriticalStrikeChance",3,33688,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
767,"MinionAddedLightningLowMinionCriticalStrikeChance",4,33689,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
768,"MinionAddedLightningLowMinionCriticalStrikeChance",5,33690,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
769,"MinionAddedLightning2hLowMinionCriticalStrikeChance",1,33691,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
770,"MinionAddedLightning2hLowMinionCriticalStrikeChance",2,33692,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
771,"MinionAddedLightning2hLowMinionCriticalStrikeChance",3,33693,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
772,"MinionAddedLightning2hLowMinionCriticalStrikeChance",4,33694,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
773,"MinionAddedLightning2hLowMinionCriticalStrikeChance",5,33695,[1],[3],"Art/2DArt/SkillIcons/passives/BreathofLightening2.dds",0,[]
774,"MinionAddedChaosHighReducedLife",1,33696,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
775,"MinionAddedChaosHighReducedLife",2,33697,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
776,"MinionAddedChaosHighReducedLife",3,33698,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
777,"MinionAddedChaosHighReducedLife",4,33699,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
778,"MinionAddedChaosHighReducedLife",5,33700,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
779,"MinionAddedChaos2hHighReducedLife",1,33701,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
780,"MinionAddedChaos2hHighReducedLife",2,33702,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
781,"MinionAddedChaos2hHighReducedLife",3,33703,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
782,"MinionAddedChaos2hHighReducedLife",4,33704,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
783,"MinionAddedChaos2hHighReducedLife",5,33705,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
784,"MinionAddedChaos",1,33706,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
785,"MinionAddedChaos",2,33707,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
786,"MinionAddedChaos",3,33708,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
787,"MinionAddedChaos",4,33709,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
788,"MinionAddedChaos",5,33710,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
789,"MinionAddedChaos2h",1,33711,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
790,"MinionAddedChaos2h",2,33712,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
791,"MinionAddedChaos2h",3,33713,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
792,"MinionAddedChaos2h",4,33714,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
793,"MinionAddedChaos2h",5,33715,[1],[4],"Art/2DArt/SkillIcons/passives/graveintentions.dds",0,[]
