"rownum","Id","rid_8","[rid]_24","Gem","BK2File"
559,"589",13,[73],1643,""
560,"590",15,[73],1878,""
561,"591",18,[73],1638,""
562,"592",30,[73],2101,""
563,"593",0,[74],1849,""
564,"594",8,[74],2291,""
565,"595",7,[74],1968,""
566,"596",3,[74],1990,""
567,"598",2,[74],1911,""
568,"599",10,[74],1674,""
569,"600",13,[74],1993,""
570,"601",15,[74],1665,""
571,"603",24,[74],2091,""
572,"605",30,[74],2101,""
573,"606",0,[75],1819,""
574,"607",8,[75],1598,""
575,"608",7,[75],1688,""
576,"609",3,[75],1710,""
577,"610",4,[75],1967,""
578,"611",2,[75],1898,""
579,"612",10,[75],2084,""
580,"613",13,[75],1817,""
581,"614",15,[75],1635,""
582,"615",18,[75],1723,""
583,"616",24,[75],1715,""
584,"618",30,[75],1859,""
585,"602",0,[76],1568,""
586,"604",8,[76],2077,""
587,"617",7,[76],1563,""
588,"620",4,[76],1954,""
589,"621",2,[76],1897,""
590,"622",10,[76],2272,""
591,"623",13,[76],1813,""
592,"624",15,[76],1632,""
593,"625",18,[76],1835,""
594,"628",23,[76],1905,""
595,"626",24,[76],1973,""
596,"627",29,[76],1939,""
597,"629",0,[77],1588,""
598,"630",8,[77],1592,""
599,"631",7,[77],1968,""
600,"632",3,[77],1990,""
601,"634",2,[77],1620,""
602,"635",10,[77],1674,""
603,"636",13,[77],1993,""
604,"637",15,[77],1763,""
605,"638",18,[77],1680,""
606,"640",24,[77],1843,""
607,"641",29,[77],1591,""
608,"642",30,[77],2101,""
609,"639",0,[78],1626,""
610,"643",8,[78],1598,""
611,"644",7,[78],1838,""
612,"645",3,[78],1857,""
613,"646",4,[78],1967,""
614,"648",10,[78],1585,""
615,"649",13,[78],1579,""
616,"650",15,[78],1868,""
617,"651",18,[78],1722,""
618,"652",24,[78],1983,""
619,"653",29,[78],1931,""
620,"654",30,[78],2065,""
621,"692",0,[79],1584,""
622,"647",8,[79],1867,""
623,"656",7,[79],1824,""
624,"657",10,[79],1928,""
625,"658",3,[79],1990,""
626,"660",2,[79],1886,""
627,"661",15,[79],1763,""
628,"662",13,[79],1816,""
629,"663",18,[79],1680,""
630,"664",24,[79],2091,""
631,"665",29,[79],1930,""
632,"666",30,[79],1859,""
633,"667",0,[80],1568,""
634,"668",8,[80],2077,""
635,"669",7,[80],1563,""
636,"671",4,[80],1956,""
637,"672",2,[80],1885,""
638,"673",10,[80],1872,""
639,"674",13,[80],1836,""
640,"675",15,[80],1632,""
641,"676",18,[80],1681,""
642,"677",24,[80],1841,""
643,"678",29,[80],1895,""
644,"679",30,[80],1859,""
645,"680",0,[81],1845,""
646,"681",8,[81],1662,""
647,"682",7,[81],1688,""
648,"683",3,[81],1710,""
649,"684",4,[81],1967,""
650,"685",2,[81],1898,""
651,"686",10,[81],2054,""
652,"687",13,[81],1947,""
653,"688",15,[81],1635,""
654,"689",18,[81],1638,""
655,"690",24,[81],1714,""
656,"691",30,[81],1859,""
657,"693",0,[82],1580,""
658,"694",8,[82],2033,""
659,"695",7,[82],1647,""
660,"696",3,[82],1764,""
661,"698",2,[82],1910,""
662,"699",10,[82],1768,""
663,"700",13,[82],1767,""
664,"701",15,[82],1663,""
665,"702",18,[82],1645,""
666,"703",23,[82],1622,""
667,"704",24,[82],1983,""
668,"705",29,[82],1726,""
669,"706",30,[82],1976,""
670,"707",0,[83],1849,""
671,"708",8,[83],2291,""
672,"709",7,[83],1968,""
673,"710",3,[83],1990,""
674,"712",2,[83],1911,""
675,"713",10,[83],1674,""
676,"714",13,[83],1993,""
677,"715",15,[83],1665,""
678,"716",18,[83],1680,""
679,"717",24,[83],2091,""
680,"718",30,[83],2101,""
681,"720",0,[84],1845,""
682,"721",8,[84],1662,""
683,"722",7,[84],1688,""
684,"723",3,[84],1710,""
685,"724",4,[84],1967,""
686,"725",2,[84],1898,""
687,"726",10,[84],2054,""
688,"727",13,[84],1947,""
689,"728",15,[84],1635,""
690,"729",18,[84],1723,""
691,"730",24,[84],1715,""
692,"732",30,[84],2059,""
693,"697",0,[85],1849,""
694,"711",8,[85],2291,""
695,"719",7,[85],1824,""
696,"731",3,[85],1990,""
697,"734",2,[85],1911,""
698,"735",10,[85],1674,""
699,"736",13,[85],1578,""
700,"737",15,[85],1665,""
701,"738",18,[85],1680,""
702,"739",23,[85],2089,""
703,"740",24,[85],2091,""
704,"772",0,[86],1568,""
705,"771",8,[86],2077,""
706,"770",7,[86],1563,""
707,"769",3,[86],1954,""
708,"768",2,[86],1885,""
709,"767",10,[86],1872,""
710,"780",13,[86],1836,""
711,"779",15,[86],1632,""
712,"778",18,[86],1681,""
713,"776",24,[86],1973,""
714,"775",29,[86],2311,""
715,"774",0,[87],1865,""
716,"773",8,[87],1867,""
717,"766",7,[87],1867,""
718,"765",3,[87],1863,""
719,"764",4,[87],1967,""
720,"763",2,[87],1906,""
721,"762",10,[87],1866,""
722,"761",15,[87],1635,""
723,"760",18,[87],1645,""
724,"759",24,[87],1869,""
725,"758",29,[87],1597,""
726,"757",30,[87],2057,""
