"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","i32_64"
3211,"DesecrateBloodlineBloodElemental",[617],"[356,2112,216,2183]","[5000,100,65,1]",1.2,0,1029785518
3212,"DesecrateNecromancerBossStrMission",[617],"[356,2085,2112,216,6789]","[5000,4,100,65,10]",0.8,0,1028980212
3213,"DesecrateTotemBossStrMission",[617],"[356,2112,216,6789]","[5000,100,65,10]",0.6667,0,1026027422
3214,"TalismanDaemonDesecrate",[617],"[356,2112,216,6789]","[5000,100,65,10]",0.6667,0,1026027422
3215,"DesecrateInvasion",[617],"[356,2112,216,6789]","[15000,100,65,10]",1.4,0,1028443341
3216,"BeyondDemonDesecrate",[617],"[356,2085,2112,216,6789]","[12000,3,100,65,10]",1.4,0,1028443341
3217,"DesecrateFairgravesMapBoss",[617],"[356,2085,2112,6789,5750]","[6000,6,100,10,130]",1.3333,0,1029785518
3218,"DesecrateFleshrendBoss",[617],"[356,2085,2112,6789,5750]","[5000,5,100,10,100]",0.6667,0,1027503817
3219,"DesecrateIntMissionDaemon",[617],"[356,2112,6789,5750]","[5000,100,10,40]",1.4,0,1028443341
3220,"WbDesecrateRed",[617],"[356,2112,2183,2085,6789,5750]","[5000,100,1,4,10,40]",0.7,0,1028443341
3221,"BellyTotemDesecrate",[617],"[356,2112,2183,2085,6789,5750]","[5000,100,1,3,10,40]",0.7,0,1028443341
3222,"DelveNecromancerDesecrate",[617],"[356,2112,2183,2085,6789,5750]","[5000,100,1,5,15,40]",0.7,0,1028443341
3223,"TolmanDesecrate",[617],"[356,2112,2183,2085,882,6789,5750]","[5000,100,1,2,2,10,40]",0.3333,0,1028443341
3224,"TolmanDesecrateMap",[617],"[356,2112,2183,2085,882,6789,5750]","[5000,100,1,2,3,10,40]",0.3333,0,1028443341
3225,"WbDesecrateGreen",[617],"[356,2112,2085,6789,5750]","[5000,100,4,10,60]",1.4,0,1028443341
3226,"PerandusDesecrate",[617],"[356,2112,2085,6789,5750]","[5000,100,4,10,60]",0.6667,0,1026027422
3227,"ProphecyDesecrateOnDeath","[617,1826]","[356,2112,1780,2085,6789,5750]","[5000,100,100,3,10,60]",0.6667,0,1026027422
3228,"TempestDaemonDesecrate",[617],"[356,2112,6789,5750]","[5000,3,10,60]",2,0,1028443341
3229,"ExileDesecrateTrap","[617,329,7928]","[356,2085,2112,867,2323,6789,5750]","[5000,3,100,16000,100,10,30]",1.4,0,1028443341
3230,"BestiaryDesecrateTriggered",[617],"[2085,2112,6789,2183]","[1,100,10,1]",1.4,0,1028443341
3231,"BlightNecrobossDesecrateTriggered",[617],"[2112,5750,356]","[100,50,3000]",1.4,0,1028443341
3232,"ArchnemesisDesecrate",[617],"[2085,2112,216,6789,5750]","[4,100,65,25,100]",1,0,0
3233,"FleshOfferingMercenary",[2968],"[356,2096]","[5000,1000]",1,0,0
3234,"FleshOffering",[2968],"[356,2096]","[5000,1000]",1,0,0
3235,"FleshOfferingTriggeredUnique","[2968,1826,3687]","[356,8434,177,858,2096,8513]","[5000,30,29,30,1000,2]",1,0,0
3236,"FleshOfferingFairgravesMapBoss",[],"[356,8434,177,858,2096]","[20000,100,100,100,4000]",1,0,0
3237,"FleshOfferingSideAreaBoss",[],"[356,8434,177,858,2096]","[8000,50,50,50,8000]",1,0,0
3238,"FleshOfferingBloodlineBloodElemental",[],"[356,8434,177,858,2096]","[8000,50,50,50,8000]",1,0,0
3239,"FleshOfferingFleshrendBoss",[],"[356,8434,177,858,2096]","[3000,35,35,35,1000]",1,0,0
3240,"PerandusFleshOffering",[],"[356,8434,177,858,2096]","[3000,35,35,35,1000]",1,0,0
3241,"AvatarFleshOffering",[],"[356,8434,177,858,2096]","[6000,50,50,50,2000]",1,0,0
3242,"BlightNecromancerChampionFleshOffering",[],"[356,8434,177,858,2096]","[3000,25,25,25,1000]",1,0,0
3243,"BoneOfferingMercenary",[2968],"[356,2096,15082]","[5000,1000,240]",1,0,0
3244,"BoneOffering",[2968],"[356,2096,15082]","[5000,1000,240]",1,0,0
3245,"BoneOfferingTriggeredUnique","[2968,1826,3687]","[356,1084,2088,2096,15082,8513]","[5000,35,34,1000,240,1]",1,0,0
3246,"BoneOfferingSawbones",[],[2096],[1500],1,0,0
3247,"BoneOfferingNecromancerBossDescent",[],"[356,1084,2088,2096]","[7000,33,33,1500]",1,0,0
3248,"PerandusBoneOffering",[],"[356,1084,2088,2096]","[7000,33,33,1500]",1,0,0
3249,"ChaosGlacialCascadeMercenary","[617,110]","[2104,12409,1102]","[4,200,60]",0.571,0,1027476973
3250,"GlacialCascade","[617,110,13173,19475]","[2104,1100,12409]","[4,100,200]",0.571,0,1027476973
3251,"GlacialCascadeAltX","[617,19475]","[2104,1100]","[6,100]",1.35,0,1027745409
3252,"GlacialCascadeAltY","[617,110,13173,19475]","[2104,1100,12409]","[4,100,200]",0.571,0,1027476973
3253,"GlacialCascadeRoyale","[617,110,13173]","[2104,1100,12409]","[4,100,200]",0.5125,0,1024953680
3254,"StormCascadeTriggered","[617,1826]","[2104,1101,5708,6448]","[5,100,3,100]",1.7556,0,1024309435
3255,"GemlingCascade1",[617],"[2104,1100,5708,5750]","[5,100,3,-40]",1.92,0,1020860039
3256,"GemlingCascade2",[617],"[2104,1100,5708,5750]","[6,100,3,-25]",2.39,0,1020860039
3257,"GemlingCascade3",[617],"[2104,1100,5708,5750]","[6,100,3,-30]",1.92,0,1020860039
3258,"IzaroGlacialCascadeOrnaments",[617],"[2104,5750]","[10,-18]",2.3,0,1024148374
3259,"SeawitchFireBossLavaCascade",[617],"[2104,5750]","[10,-18]",6.1,0,1024148374
3260,"BlightBullBossRuckusCascade",[617],"[2104,5750]","[3,-18]",3,0,1024148374
3261,"TotemMapBossWaterCascade",[617],"[2104,5750]","[10,-18]",4.9909,0,1024148374
3262,"FigureheadWaterCascade",[617],"[2104,5750]","[10,-40]",2.7273,0,1024148374
3263,"WaterElementalWaterCascade",[617],"[2104,5750]","[8,-20]",4,0,1025490551
3264,"AxisCasterGlacialCascade",[617],"[2104,5750]","[6,-34]",1.575,0,1020054733
3265,"GemlingGlacialCascade",[617],"[2104,5750]","[6,-34]",0.9,0,1020860039
3266,"ProphecyGlacialCascade",[617],"[2104,5750]","[6,-34]",0.9,0,1020860039
3267,"EssenceGlacialCascade",[617],"[2104,5750]","[6,-34]",0.9,0,1020860039
3268,"MonsterUpheavalInvasion",[617],[],[],1.1,0,1020860039
3269,"MineBatAbyssVomitCascade",[617],"[2104,5750]","[5,-50]",1,0,1025758986
3270,"IzaroDaemonGlacialCascade",[617],[],[],1.5,0,1027101164
3271,"StranglecharmTentacleWaterCascade",[617],"[2104,3880]","[13,-80]",1,0,1024416809
3272,"MerveilSeaWitchGlacialCascade",[617],"[2104,2693,5750]","[8,-30,-20]",3.2,0,1024148374
3273,"MerveilSeaWitchGlacialCascadeMap",[617],"[2104,2693,5750]","[8,-30,-20]",3.2,0,1026832728
3274,"VikingUpheaval",[692],"[2104,2693,1099]","[10,-25,50]",1.6667,0,1028443341
3275,"VikingUpheavalMapBoss","[692,195]","[2104,1099]","[10,50]",1.6667,0,1028443341
3276,"AzmeriVikingUpheaval","[692,195]","[2104,1099]","[10,50]",1.6667,0,1028443341
3277,"WbFireUpheaval",[692],"[2104,1099,356,1919]","[12,50,2000,-40]",1.6667,0,1028443341
3278,"ProphecyFireUpheaval",[692],"[2104,1099,356,1919]","[12,50,2000,-40]",1.6667,0,1028443341
3279,"BullUpheaval",[617],"[2104,1919,633]","[12,-14,-50]",1.4,0,1023557816
3280,"MonsterGlacialCascadeTotemBossStrMission",[617],[5750],[-34],0.6,0,1020860039
3281,"MossMonsterGlacialCascadeMap",[617],"[2104,216,5750]","[9,40,12]",1.2,0,1025758986
3282,"WestGlacialCascadeDaemon",[617],"[2104,216,5750]","[16,20,-8]",1.2,0,1025624769
3283,"BeyondDemonGlacialCascade",[617],[],[],1.4,0,1025624769
3284,"HailrakeGlacialCascade",[617],[],[],1.2,0,1025490551
3285,"AzmeriHailrakeGlacialCascade",[617],[1100],[100],2.25,0,1025624769
3286,"DexIntMissionCasterGlacialCascade",[617],"[2104,216,5750]","[9,20,-41]",1.2,0,1025222115
3287,"WbGlacialCascade",[617],[],[],0.9,0,1020860039
3288,"WbGoreGlacialCascade",[617],[],[],1.2,0,1025490551
3289,"VendigoGoreGlacialCascade",[617],[],[],1.9,0,1025490551
3290,"ChaosElementalCascadeSummoned",[617],"[2104,1102,2693]","[6,100,-25]",1.365,0,1025920048
3291,"ChaosElementalCascade",[617],"[2104,1102,2693,5750]","[6,50,-25,-34]",1.2,0,1025222115
3292,"ChaosCascadeMonster",[617],"[2104,1102,2693,5750]","[10,50,-25,-34]",1.1,0,1025222115
3293,"ChaosCascadeMonsterDelve",[617],"[2104,1102,2693,5750]","[10,50,-25,-34]",1.6,0,1024416809
3294,"ChaosCascadeDaemon",[617],"[2104,1210,1102,2693,5750]","[8,400,50,-25,-51]",1.2,0,1025222115
3295,"ChaosCascadeMapBoss",[617],"[2104,1102,5750]","[10,50,-34]",1.1,0,1025222115
3296,"WbChaosCascade",[617],"[2104,1102,2693,5750]","[10,50,-25,-34]",1.1,0,1025222115
3297,"TalismanT2ChaosCascade",[617],"[2104,1210,1102,2693,5750]","[15,-40,50,-25,-34]",1.1,0,1025222115
3298,"EssenceChaosCascade",[617],"[2104,1210,1102,2693,5750]","[15,-40,50,-25,-34]",0.88,0,1025222115
3299,"HarbingerUpheaval","[617,1927,6309,1823]","[2104,1101,6306]","[10,100,4]",1.05,0,1025222115
3300,"BestiaryVultureUpheaval",[617],[],[],1.2,0,1024416809
3301,"ChestFreeze",[],[],[],1,0,0
3302,"FireEnrageMercenary",[],"[356,177,70]","[5000,20,50]",1.7889,0,1024148374
3303,"FireEnrage",[],"[356,177,70]","[5000,50,50]",1.7889,0,1024148374
3304,"AzmeriDualStrikeDemonFireEnrage",[12512],"[356,177,70]","[5000,50,50]",1.7889,0,1024148374
3305,"FireEnrageSideAreaBoss",[],[356],[5000],1.3333,0,1024148374
3306,"FireEnrageEnraged",[],"[356,177,70]","[10000,75,50]",5.3667,0,1024148374
3307,"WbFireEnrage",[],"[356,446,177,70]","[6000,50,40,40]",1.3333,0,1024148374
3308,"WbFireEnrageEnraged",[],"[356,446,177,70]","[12000,50,80,80]",1.3333,0,1024148374
3309,"VaalFireball","[498,9497,20454]","[2118,2119,2120,610]","[32,2000,-720,25]",2.9384,0,1026081109
3310,"TormentSpiritVaalFireball",[498],"[2118,2119,2120,1788,18295]","[32,2000,-720,40,9]",2,0,1024148374
3311,"ExileVaalFireball",[498],"[2118,2119,2120,1788,18295]","[32,2000,-720,40,9]",2,0,1024148374
3312,"VaalArc","[9497,9289,20454]","[658,12388,12536,7906,8808,356]","[100,100,100,15,50,4000]",4.56,0,1023879938
3313,"VaalSpark","[498,8016,9497,20454]","[356,2118,2119]","[2000,100,3000]",1.4525,0,1020376855
3314,"ExileVaalSpark",[498],"[356,2118,2119,1788,175]","[3500,150,4500,40,25]",1.1875,0,1022202216
3315,"VaalSideAreaBossVaalSpark",[498],"[356,2118,2119,1788,175]","[2500,50,4000,40,25]",1.1875,0,1022202216
3316,"TempestDaemonMiniVaalSpark",[498],"[356,2118,2119,1788,175]","[400,75,2250,40,25]",3.75,0,1026295857
3317,"WestMiniVaalSparkDaemon",[498],"[356,2118,2119,1788,3187,175]","[400,75,2250,40,-78,25]",3.75,0,1026295857
3318,"ProphecyBossSpark","[498,1776]","[356,175,4804,173,175]","[2000,40,100,7,25]",4.375,0,1026295857
3319,"VaalBurningArrowMercenary","[2110,683,848,9497,20454]","[610,1099,6234]","[50,100,3]",1,0,0
3320,"VaalBurningArrow","[2110,683,848,9497,20454]","[610,1099,6234]","[50,100,3]",1,0,0
3321,"ExileVaalBurningArrow","[2110,848]",[633],[50],1,0,0
3322,"BanditStagVaalBurningArrow","[2110,848]",[633],[50],0.8,0,0
3323,"DarkExileVaalBurningArrow","[2110,848]","[633,610,209,26,1099,175,5750]","[100,100,20,88,1,-90,200]",1,0,0
3324,"BanditBowBossVaalBurningArrow","[2110,848,4546,3512]","[1099,3516,175,5750]","[50,12000,-50,-50]",0.6889,0,1026966946
3325,"OakCrossbowTotemVaalBurningArrow","[2110,848,4546,3512,7080]","[1099,3516,175,1919,5750]","[50,5000,-50,-40,-50]",0.6889,0,1026966946
3326,"MassCharge",[],[],[],1,0,0
3327,"AtziriDemonSelfSacrifice",[],[],[],1,0,0
3328,"AtziriSummonDemons",[],[356],[30000],1,0,0
3329,"AtziriStormCall",[617],"[356,2693]","[3000,-25]",8.25,0,1028980212
3330,"AtziriStormCallStandalone",[617],"[356,2693]","[3000,-25]",8.25,0,1028980212
3331,"AtziriStormCallEmpowered",[617],[2693],[-25],12.1875,0,1028980212
3332,"AtziriStormCallEmpoweredStandalone",[617],[2693],[-25],12.1875,0,1028980212
3333,"AtziriStormCallRitual",[617],"[356,2693]","[3000,-60]",4,0,1028443341
3334,"AtziriFlameblast","[617,195]","[1998,2693,6198]","[110,-25,110]",1.3333,0,1028980212
3335,"AtziriFlameblastEmpowered","[617,195]","[1998,2693,6198]","[110,-25,110]",1.3333,0,1028980212
3336,"AtziriFlameblastEmpoweredStandalone","[617,195]","[1998,2693,6198]","[110,-25,110]",1.3333,0,1028980212
3337,"AtziriFlameblastEmpoweredIncursion","[617,195]","[1998,2693,6198]","[110,-25,110]",1.3333,0,1028980212
3338,"AtziriFlameblastRitual","[617,195]","[1998,2693,6198]","[110,-60,110]",1,0,1028443341
3339,"AtziriSpearThrow","[1112,498,2358]","[6034,5344]","[-64,-20]",1,0,0
3340,"AtziriSpearThrowEmpowered","[1112,498,2358]","[6034,5344,633]","[-64,-20,-20]",1,0,0
3341,"AtziriSpearThrowRitual","[1112,498,4577,7080,4546,2358]","[175,6034,5344,782,3207]","[50,-64,-20,139,15]",1,0,0
3342,"AtziriPuncture","[848,2358]","[6034,5344]","[-64,-20]",1,0,0
3343,"AtziriMirrorImage",[],[],[],1,0,0
3344,"AtziriMirrorImageUber",[],[882],[1],1,0,0
3345,"ChestSummonRareMonsters",[2458],"[2152,2153,2212]","[2,3,30]",1,0,0
3346,"ChestSummonRareMonstersUniqueChest2",[2458],"[2152,2153,2212]","[2,3,30]",1,0,0
3347,"ChestSummonRareMonstersUniqueChest3",[2458],"[2152,2153,2212]","[2,5,30]",1,0,0
3348,"ChestSummonRareMonstersUniqueChest4",[2458],"[2152,2153,2212]","[2,3,30]",1,0,0
3349,"ChestSummonMagicMonsters",[2458],"[2152,2211,2212]","[1,1,30]",1,0,0
3350,"ChestSummonNormalMonsters",[2458],"[2211,2212]","[3,30]",1,0,0
3351,"ChestSummonNormalMonstersTriggerable",[2458],"[2211,2212]","[3,30]",1,0,0
3352,"ChestSummonExile",[2458],"[2153,2212]","[1,20]",1,0,0
3353,"ChestSummonExileUniqueChest1",[2458],"[2153,2212]","[3,20]",1,0,0
3354,"SummonExileMercenary","[2458,2459]","[2153,2212]","[1,20]",1,0,0
3355,"ChestSummonStandaloneMapBoss",[2458],[2212],[20],1,0,0
3356,"ChestReviveAllWithOnslaught",[2438],[],[],1,0,0
3357,"StrMissionReviveAllWithOnslaught",[2439],[5750],[-50],1,0,0
3358,"ChestSummonMonstersContinuous",[2458],"[2153,214,2212]","[3,19,30]",1,0,0
3359,"ChestSummonVaalSideAreaBoss","[2458,4698,8001]","[2153,882,4767,2152]","[1,598,-95,3]",1,0,0
3360,"ChestSummonTormentContinous","[2458,4698,8001]","[2153,214,882,1210,4767]","[1,4,133,-67,-95]",1,0,0
3361,"ChestSummonSandstormDaemon",[8001],"[2153,214,882,4767]","[3,5,136,-95]",1,0,0
3362,"CageSpiderSummonSandstormMonster",[2458],"[2153,882,5213,5750]","[1,240,100,-95]",1,0,0
3363,"SawbonesSummonSpecialSkeletons","[2458,2459]","[2153,882,4767]","[4,400,-95]",1,0,0
3364,"AfflictionSummonFlameblastMonsterTarget","[2458,2459,4869]","[2153,882,4767]","[1,449,-99]",1,0,0
3365,"AfflictionSummonFlameblastMonsterSelf","[2458,2459,4869]","[2153,882,4767]","[1,449,-99]",1,0,0
3366,"DoedreUniqueMapSummonTotemFire","[2458,886,2495]","[2153,882]","[1,190]",1,0,0
3367,"DoedreUniqueMapSummonTotemCold","[2458,886,2495]","[2153,882]","[1,191]",1,0,0
3368,"DoedreUniqueMapSummonTotemLightning","[2458,886,2495]","[2153,882]","[1,192]",1,0,0
3369,"DoedreUniqueMapSummonTotemPhysical","[2458,886,2495]","[2153,882]","[1,193]",1,0,0
3370,"ShaperSummonFragment","[2458,886]","[882,4767]","[194,120]",1,0,0
3371,"ShaperQuestSummonAnomaly","[2458,886]","[2153,882]","[1,195]",1,0,0
3372,"ArakaaliEggSummonSpider","[2458,886]","[2153,882]","[1,226]",1,0,0
3373,"RyslathaSummonEgg","[2458,886]","[2153,882,4767]","[3,227,180]",1,0,0
3374,"RyslathaSummonEgg2","[2458,886]","[2153,882,4767]","[3,227,50]",1,0,0
3375,"RyslathaSummonEggTriggered","[2458,886]","[2153,882,4767]","[1,227,-50]",1,0,0
3376,"RyslathaSummonEggTriggeredStandalone","[2458,886]","[2153,882,4767]","[1,227,-50]",1,0,0
3377,"KitavaSummonCasterMinions","[2458,886]","[2153,882]","[4,230]",1,0,0
3378,"SummonWaterElementalOnDamageTaken","[2458,886,1826,6535]","[2153,882,4767,1842,1841]","[1,231,50,1,100]",1,0,0
3379,"SummonSilverOrbOnDeath","[2458,886,1826]","[2153,882,4767,1780]","[1,244,-95,25]",1,0,0
3380,"SummonSilverOrbOnDeathAtlasUber","[2458,886,1826]","[2153,882,4767,1780,1094]","[1,652,-95,100,70]",1,0,0
3381,"SummonFlamingAnimatedWeapons","[2458,886,2495,4869]","[2153,882,4767]","[2,247,-80]",1,0,0
3382,"NinjaCopSummonTornado","[2458,886,2495,4869]","[2153,882,4767]","[1,374,-99]",1,0,0
3383,"BlackguardDuoSummonWrathZone",[2458],"[2153,882,4767,1210]","[1,153,-95,200]",1,0,0
3384,"LegionEternalSummonStampede","[2458,2459]","[2153,882,4767]","[1,396,-95]",1,0,0
3385,"AtlasExileWarlordSummonStampede","[2458,2459]","[2153,882,4767]","[1,446,-99]",1,0,0
3386,"AxisChampionSummonHatredZone","[2458,15433]","[2153,882,4767,6142]","[1,246,-95,114]",1,0,0
3387,"BlackguardDuoSummonConductivityZone",[2458],"[2153,882,4767,1210]","[1,157,-95,200]",1,0,0
3388,"AxisCasterLunarisChampionFrostbiteZone",[2458],"[2153,882,4767]","[1,245,-95]",1,0,0
3389,"HallowedGroundMapSlowingTotem","[2458,886,2495]","[2153,882]","[1,187]",1,0,0
3390,"SummonBladeVortexDaemon","[2458,886]","[2153,882]","[1,220]",1,0,0
3391,"SummonHolyFireDaemon","[2458,886]","[2153,882,4767]","[1,221,-95]",1,0,0
3392,"SummonSpiderCocoon","[2458,886]","[2153,882,4767]","[2,322,-50]",1,0,0
3393,"BestiarySummonAmbushGoatman","[2458,886,2495,4869]","[2153,882,4767,214]","[1,324,50,3]",1,0,0
3394,"BestiarySummonIceFlowerFrog","[2458,886]","[2153,882,4767]","[3,337,20]",1,0,0
3395,"BestiarySummonGroundCrab","[2458,886]","[2153,882,4767]","[1,339,-95]",1,0,0
3396,"BestiarySummonSpiderExplode","[2458,886]","[2153,882,4767,214]","[3,325,50,3]",1,0,0
3397,"BestiarySummonRootSpiderCascade","[2458,886,6309]","[2153,882,4767]","[1,326,-75]",1,0,0
3398,"BestiarySummonBurrowScorpion","[2458,886,2495,4869]","[2153,882,4767]","[1,327,200]",1,0,0
3399,"ScarecrowDaemonSummonRaven","[2458,886,4869]","[2153,882,4767]","[1,242,-50]",1,0,0
3400,"TolmanDaemonDesecrate","[2458,886,4869]","[2153,882,4767]","[1,271,300]",1,0,0
3401,"DroolmawSummonPillar","[2458,886,2495,6533]","[2153,882,4767]","[1,272,-95]",1,0,0
3402,"AbyssSummonVendigoClone","[2458,2459,2495]","[2153,882]","[1,274]",1,0,0
3403,"MasterTHSummonWeapons","[2458,2459]","[2153,882]","[6,318]",1,0,0
3404,"BestiarySeawitchSummonClones","[2458,2459]","[2153,882,4767]","[3,319,50]",1,0,0
3405,"BestiarySummonRabbit","[2458,2459,4869]","[2153,882,4767]","[1,321,100]",1,0,0
3406,"BestiarySpiderPlagueSummonClones","[2458,2459]","[2153,882,4767]","[1,323,100]",1,0,0
3407,"BestiaryAvianSummonBirdSwarm","[2458,2459]","[2153,882,4767]","[1,328,200]",1,0,0
3408,"HillockSpecialZombieSummon","[2458,2459]","[2153,882,4767]","[6,329,50]",1,0,0
3409,"BestiaryCrabBossSummonMinions","[2458,2459]","[2153,882,4767]","[6,330,200]",1,0,0
3410,"IncursionSummonPipe","[2458,2459,7294,7295,7296]",[882],[341],1,0,0
3411,"IncursionSummonSacrificeDemons","[2458,2459,7294]","[882,4767]","[342,50]",1,0,0
3412,"IncursionSummonHealingTotems","[2458,2459,2495,4869]","[2153,882,4767]","[3,343,100]",1,0,0
3413,"IncursionSummonLightningStorm","[2458,2459]","[2153,882,4767]","[1,344,50]",1,0,0
3414,"IncursionSummonLightningStorm2","[2458,2459]","[882,4767]","[352,50]",1,0,0
3415,"ProtoVaalMapBossVolatileSummon",[2459],"[2153,882,4767]","[3,367,-50]",1,0,0
3416,"ProtoVaalMapBossVolatileSummonSanctum",[2459],"[2153,882,4767]","[1,618,-99]",1,0,0
3417,"ProtoVaalMapBossVolatileSummonSanctumFodder","[2458,886,2495,4869]","[2153,882,4767,659]","[1,618,-50,-30]",1,0,0
3418,"IncursionSummonArmourSuit","[2458,2459]","[2153,882,4767]","[2,345,-60]",1,0,0
3419,"IncursionSummonStormcallerGolem","[2458,2459,2495,4869]","[882,2152]","[346,3]",1,0,0
3420,"IncursionSummonPhantasms","[2458,2459]","[2153,882,4767]","[4,351,50]",1,0,0
3421,"IncursionSummonPhantasmsAtlasUber","[2458,2459]","[2153,882,4767,649]","[8,351,100,200]",1,0,0
3422,"IncursionSummonDemonDaemon","[2458,2459,7294,2808]","[882,4767]","[353,50]",1,0,0
3423,"BetrayalModSummonUnholySentinel","[2458,2459]","[2153,882,4767]","[1,368,25]",1,0,0
3424,"BetrayalModSummonUnholyRelic","[2458,2459]","[2153,882,4767]","[3,369,50]",1,0,0
3425,"BetrayalModSummonLightningClone","[2458,2459]","[2153,882,4767]","[1,370,50]",1,0,0
3426,"BetrayalElreonSummonUnholySentinels","[2458,2459]","[882,2152]","[371,3]",1,0,0
3427,"BetrayalScientistSummonPulseTotem","[2458,2459,2495,4869]","[2153,882,4767]","[1,372,10]",1,0,0
3428,"LegionHyrriSummonWaterSprouts","[2458,2459,2495,4869]","[2153,882,4767]","[1,387,-95]",1,0,0
3429,"BlightTowerSummonMinions1","[2458,2459,2495,4869]","[2153,882,4767]","[3,401,-90]",1,0,0
3430,"BlightTowerSummonMinions2","[2458,2459,2495,4869]","[2153,882,4767]","[5,402,-90]",1,0,0
3431,"BlightTowerSummonMinions3","[2458,2459,2495,4869]","[2153,882,4767]","[7,403,-90]",1,0,0
3432,"BlightTowerSummonMinions1_buff1","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[4,401,-90,10,20]",1,0,0
3433,"BlightTowerSummonMinions2_buff1","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[6,402,-90,10,20]",1,0,0
3434,"BlightTowerSummonMinions3_buff1","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[8,403,-90,10,20]",1,0,0
3435,"BlightTowerSummonMinions1_buff2","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[5,401,-90,20,40]",1,0,0
3436,"BlightTowerSummonMinions2_buff2","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[7,402,-90,20,40]",1,0,0
3437,"BlightTowerSummonMinions3_buff2","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[9,403,-90,20,40]",1,0,0
3438,"BlightTowerSummonMinions1_buff3","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[6,401,-90,30,60]",1,0,0
3439,"BlightTowerSummonMinions2_buff3","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[8,402,-90,30,60]",1,0,0
3440,"BlightTowerSummonMinions3_buff3","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[10,403,-90,30,60]",1,0,0
3441,"BlightTowerSummonAirSupport","[2458,2459,2495,4869]","[2153,882,4767]","[10,404,-80]",1,0,0
3442,"BlightTowerSummonAirSupport_buff1","[2458,2459,2495,4869]","[2153,882,4767,616,2090]","[10,404,-80,20,20]",1,0,0
3443,"BlightTowerSummonAirSupport_buff2","[2458,2459,2495,4869]","[2153,882,4767,616,2090]","[10,404,-80,30,30]",1,0,0
3444,"BlightTowerSummonAirSupport_buff3","[2458,2459,2495,4869]","[2153,882,4767,616,2090]","[10,404,-80,40,40]",1,0,0
3445,"BlightTowerSummonTank","[2458,2459,2495,4869]","[2153,882,4767]","[1,405,-90]",1,0,0
3446,"BlightTowerSummonTank_buff1","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[1,405,-90,20,40]",1,0,0
3447,"BlightTowerSummonTank_buff2","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[1,405,-90,30,80]",1,0,0
3448,"BlightTowerSummonTank_buff3","[2458,2459,2495,4869]","[2153,882,4767,616,159]","[1,405,-90,40,120]",1,0,0
3449,"BlightNecromancerBossSummonLargeSkeleton","[2458,2459,2495,4869]","[2153,882,4767]","[1,406,-90]",1,0,0
3450,"BlightZombieBossMinions","[2458,2459,2495,4869]","[2153,882,4767]","[1,407,-95]",1,0,0
3451,"BlightCannibalBossFlameTotem","[2458,2459,2495,4869]","[2153,882,4767]","[1,416,-95]",1,0,0
3452,"BlightChaosModOnDeathPhantasms","[2458,2459]","[2153,882,4767,214]","[1,408,-90,3]",1,0,0
3453,"BlightNecrobossSummonedSkeletons","[2458,2459]","[2153,882,4767]","[1,411,-95]",1,0,0
3454,"BlightPyromaniacSummonedFireElementals","[2458,2459,2495,4869]","[2153,882,4767]","[1,412,-99]",1,0,0
3455,"BlightSeawitchSummonSpawn","[2458,2459]","[2153,882]","[1,413]",1,0,0
3456,"BlightExperimenterRaiseZombie","[2458,2459,2495,4869]","[2153,882,4767]","[3,414,-75]",1,0,0
3457,"BlightRhoaSummonRhoas","[2458,2459]",[882],[415],1,0,0
3458,"BlightSpiderBossSummonSpiders","[2458,2459]","[882,4767]","[419,-95]",1,0,0
3459,"AtlasExile1ApparitionSummonDaemon","[2458,2459]","[2153,882,4767]","[1,420,-99]",1,0,0
3460,"AtlasEyrieTotemSummonBirds","[2458,2459]","[2153,882,4767]","[3,443,-99]",1,0,0
3461,"AtlasBasiliskViperSummon",[2458],"[2153,882]","[6,448]",1,0,0
3462,"AfflictionDemonInvisibleCold","[2458,2459]","[2153,882,4767]","[1,450,-99]",1,0,0
3463,"AfflictionDemonInvisibleColdUnique","[2458,2459]","[2153,882,4767]","[1,486,-99]",1,0,0
3464,"AfflictionDaemonSummonDemonMinion1",[],"[2153,882,4767]","[5,473,-60]",1,0,0
3465,"AfflictionDaemonSummonDemonMinion2",[],"[2153,882,4767]","[5,482,-60]",1,0,0
3466,"AfflictionDaemonSummonDemonMinion3",[],"[2153,882,4767]","[5,483,-60]",1,0,0
3467,"AfflictionDaemonSummonDemonMinionMagic1",[],"[2153,882,4767,2152]","[5,473,-60,1]",1,0,0
3468,"AfflictionDaemonSummonDemonMinionMagic2",[],"[2153,882,4767,2152]","[5,482,-60,1]",1,0,0
3469,"AfflictionDaemonSummonDemonMinionMagic3",[],"[2153,882,4767,2152]","[5,483,-60,1]",1,0,0
