"rownum","Id","MiscAnimated","i32_24","PreloadGroupsKeys","i32_44"
469,"ExpeditionOlrothLightCageBeam",5771,1148846080,[],4
470,"ExpeditionOlrothReviveBeam1",5772,1145569280,[],4
471,"ExpeditionOlrothRelicSearedGroundBeam",5778,1148846080,[],4
472,"ExpeditionOlrothReviveBeam2",5780,1145569280,[],4
473,"ExpeditionOlrothSingleLaserBeam",5788,1148846080,[],4
474,"OlrothRelicJewelActivationBeam",5795,1145569280,[],4
475,"HellscapePaleEliteCasterBeam",5823,1140457472,[],4
476,"HellscapeFleshFodderArcBeam",5837,1129447424,[],4
477,"HellscapeDemonFodderFaceLaser",5841,1137180672,[],4
478,"CelestialBrandAttachBeam",5851,1140457472,[],4
479,"CelestialStormBrandBeamEffect",5855,1140457472,[],4
480,"CelestialPenanceBrandChargeBeam",5866,1140457472,[],4
481,"CelestialWinterBrandChargeBeam",5871,1128792064,[],4
482,"DivineCryWeaponCelestial",6020,1120403456,[],4
483,"SoulLinkBeam",6060,1148846080,[],4
484,"FlameLinkBeam",6065,1148846080,[],4
485,"RemoraLinkBeam",6068,1148846080,[],4
486,"BulwarkLinkBeam",6071,1148846080,[],4
487,"TriggerLinkBeam",6074,1148846080,[],4
488,"CriticalLinkBeam",6077,1148846080,[],4
489,"BrandSurgeCastBeamUNUSED",4349,1133903872,[],4
490,"BrandSurgeCastBeamCelestial",4349,1133903872,[],4
491,"DisintegrateBeamCelestial",6164,1134755840,[],4
492,"DisintegrateFinalBeamCelestial",6167,1149452288,[],4
493,"AtlasInvadersConsumeFodder1ScreechBeam",6202,1148846080,[],4
494,"AtlasInvadersConsumeFodder2Arc",6206,1137180672,[],4
495,"TempestShieldBeamCelestial",6210,1140733051,[],4
496,"ArchnemesisUnionOfSoulsBeam",6257,1148846080,[60],4
497,"ArchnemesisStatueChain",6271,1137180672,[60],4
498,"ToxicRainVineAuspicious",6293,1133903872,[],4
499,"ArchnemesisVoodooDollBeam",6311,1148846080,[60],4
500,"BlackStarLaserSpearLaser",6340,1141473280,[],4
501,"ArchnemesisLivingCrystalBeam",6343,1148846080,[60],4
502,"BloodTendrilsBeamMercurial",6360,1140457472,[],4
503,"BloodTendrilsBeamLiteMercurial",6361,1140457472,[],4
504,"CleansingBossMavenZap",6370,1153138688,[],4
505,"InfiniteHungerMudBeam",6372,1137180672,[],4
506,"ToxicRainVineVulcan",6378,1133903872,[],4
507,"MavenTangleOrbBeam",6407,1153138688,[],4
508,"ConsumeBossDoomLaserBeam",6409,1148846080,[],4
509,"ConsumeBossDoomLaserPulseBeam",6410,1148846080,[],4
510,"UniqueBootsGraspingVine",6416,1133903872,[],3
511,"SentinelBeamLaserRed",6463,1141473280,[],4
512,"SentinelBeamLaserBlue",6534,1141473280,[],4
513,"SentinelBeamLaserGold",6535,1141473280,[],4
514,"GolemBallHealingBeam",6554,1140457472,[],4
515,"MagebloodPipe",6568,1128792064,[],4
516,"GalvanicFieldBeam",6629,1140457472,[],4
517,"CelestialGalvanicFieldBeam",6656,1140457472,[],4
518,"AutomatonLightningTendrilsChannelledBeam",6663,1149452288,[],4
519,"AutomatonGalvanicFieldBeam",6704,1140457472,[],4
520,"StarfallBloodScytheBeam",6747,1137180672,[],4
521,"CatPolymorphWandBeam",6757,1148846080,[],4
522,"SanctumWallLaserBeam",6759,1148846080,[],4
523,"SanctumPaleEliteCasterBeam",6783,1140457472,[],4
524,"MTXJellyfishSwarmBeam",6786,1125515264,[],4
525,"MTXJellyfishSwarmBigBeam",6787,1125515264,[],4
526,"MTXJellyfishSwarmProjectBeam",6788,1120403456,[],4
527,"MTXJellyfishSwarmProjectBigBeam",6789,1120403456,[],4
528,"MTXJellyfishSwarmSirenBeam",6790,1120403456,[],4
529,"MTXJellyfishSwarmSirenBigBeam",6791,1120403456,[],4
530,"MTXJellyfishSwarmVoidEmperorBeam",6792,1120403456,[],4
531,"MTXJellyfishSwarmVoidEmperorBigBeam",6793,1120403456,[],4
532,"SanctumLyciaTrackingBeam",6818,1140457472,[],4
533,"MTXMasqueradePortalLaser1",6833,1134559232,[],4
534,"MTXMasqueradePortalLaser2",6834,1134559232,[],4
535,"MTXMasqueradePortalLaser3",6835,1134559232,[],4
536,"MTXMasqueradePortalLaser4",6836,1134559232,[],4
537,"SanctumGuardAzureBeam",6859,1140457472,[],4
538,"SanctumFireBeam",6880,1140457472,[],4
539,"MtxAtlasHideoutConnectorBeam",6909,1140457472,[],4
540,"MTXTormentedArmourBeam",6908,1139638272,[],4
541,"MTXPoltergeistPortalBeam",6914,1127153664,[],4
542,"CrucibleSquidNoodleBeam1",4288,1140457472,[],4
543,"CrucibleSquidNoodleBeam2",4289,1140457472,[],4
544,"CrucibleSquidNoodleBeam3",4290,1140457472,[],4
545,"CrucibleSquidNoodleBeam4",4291,1140457472,[],4
546,"MTXPuppetMasterHandBeam",7038,1142292480,[],4
547,"MTXClockworkItemPrinterBackAttachment",7049,1128792064,[],4
548,"VaalRejuvenationTotemBeam",7077,1139638272,[],4
549,"BloodGolemMaceBeam",7085,1139638272,[],4
550,"VineBloodScytheBeam",7094,1137180672,[],4
551,"AncestralLightningBeamCharge1",7119,1138819072,[],4
552,"StygianWaypointChain",7124,1137180672,[],4
553,"DemonCraftingBenchChain",7125,1137180672,[],4
554,"ElderDiamondFlaskLaser",7137,1143111680,[],4
555,"TawhanukuSoulrendBeam",7140,1133084672,[],4
556,"DemonCraftingBenchCraftLaser",7142,1141063680,[],4
557,"HinekoraHairBeam",7150,1137180672,[],4
558,"AncestralBeamOut",7165,1120403456,[],4
559,"AncestralBeamIn",7166,1120403456,[],4
560,"SanctumTotemHolySkyBeamBeam",6885,1140457472,[],4
561,"RustKingsWeapon",7189,1139802112,[],4
562,"AncestralTrialTotemChannelBeam",7199,1140457472,[],4
563,"RustKingsWeaponGold",7190,1139802112,[],4
564,"RustKingsWeaponSilver",7191,1139802112,[],4
565,"RustKingsWeaponDark",7192,1139802112,[],4
566,"AncestralTrialDruidHeal",7217,1120403456,[],4
567,"AncestralFieldItemSingleTotemReviveBeam",7230,1149861888,[],4
568,"AncestralDeathProphetWarpBeam",7246,1137180672,[],4
569,"MTXSprayPaintBeamCelestial",7255,1140457472,[],4
570,"MTXSprayPaintBeamMolten",7256,1140457472,[],4
571,"MTXSprayPaintBeamBlood",7257,1140457472,[],4
572,"MTXHarbingerInspectBeam",7258,1143930880,[],4
573,"MTXHarbingerInspectBeamStarfall",7261,1143930880,[],4
574,"MTXHarbingerInspectBeamSunprism",7262,1143930880,[],4
575,"MTXHarbingerInspectBeamVoidEmperor",7263,1143930880,[],4
576,"MtxSacrificialLifeFlaskBeam",7324,1154367488,[],4
577,"AzmeriDustInfuseWarden",7330,1133903872,[],4
578,"AzmeriDustInfuseVoodoo",7331,1133903872,[],4
579,"AzmeriDustInfusePrimalist",7332,1133903872,[],4
580,"AzmeriTwigPodSummonBeam",7345,1140457472,[],4
581,"AzmeriPictEffigyLinkBeam",7413,1148846080,[],4
582,"MicrotransactionScourgeHeraldBeam",7346,1143930880,[],4
583,"VoodooKingSoulRendDummyBeam",7364,1133084672,[],4
584,"MicrotransactionKalguuranCraftingBeam",7406,1143930880,[],4
585,"MtxKaruiAncestorPortalBeam",7414,1140457472,[],4
586,"MtxSandwraithBeam",7418,1133903872,[],4
587,"AzmeriDustBeamWarden",7420,1133903872,[],4
588,"AzmeriDustBeamVoodoo",7421,1133903872,[],4
589,"AzmeriDustBeamPrimal",7422,1133903872,[],4
590,"MtxLyciaSoulBeam",7424,1143930880,[],4
591,"MTXVoodooKingCurseToImpBeam",7435,1128792064,[],4
592,"MTXVoodooKingImpToEntityBeam",7436,1128792064,[],4
593,"TempestShieldBeamFungal",7480,1140733051,[],4
594,"IgnoranceSweepBeam",7675,1138393088,[],4
595,"IgnoranceLightningMarkerBeam",7728,1143930880,[],4
596,"IgnoranceColdMarkerBeam",7729,1143930880,[],4
597,"NecropolisCraftBeam",7485,1140457472,[70],4
598,"MtxConsecrateBeam",7540,1140457472,[],4
599,"MtxRelinquaryOverlayBeam",7579,1148846080,[],4
600,"KalguurGuardBossLaser",7584,1148846080,[],4
601,"FarudinCartBridge01",7611,1135542272,[],4
602,"FarudinCartBridge02",7612,1142292480,[],4
603,"FarudinCartBridge03",7613,1146388480,[],4
604,"FarudinCartTowChain00",7614,1122238464,[],4
605,"FarudinCartTowChain01",7615,1134231552,[],4
606,"FarudinCartTowChain02",7616,1142292480,[],4
607,"FarudinCartTowChain03",7617,1146388480,[],4
608,"DreadnoughtLizardTowChainsLong",7618,1157861376,[],4
609,"TorGulMapDevicePortalBeam",7627,1133903872,[],4
610,"IgnoranceLaserBeam",7636,1155186688,[],4
611,"IgnoranceLaserBeam2",7681,1155186688,[],4
612,"IgnoranceBlastBeam",7700,1155186688,[],4
613,"IgnoranceBlastBeam2",7701,1155186688,[],4
614,"IgnoranceLightningNoDamageBeam",7737,1155186688,[],4
615,"IgnoranceColdNoDamageBeam",7738,1155186688,[],4
616,"BallLightningTargetMemoryBenevolenceBoss",7638,1129447424,[],4
617,"BallLightningGroundMemoryBenevolenceBoss",7639,1129447424,[],4
618,"AngerBossSolarOrbSummonBeam",7747,1120403456,[],4
619,"SpinehailSacrifice",281,1128792064,[],3
620,"AngerBossAimBeam",7651,1155186688,[],4
621,"MtxPhrecianMagistrateCharacterEffectBeam",7669,1140457472,[],4
622,"MemoriesZanaInnocenceCorruptedBallLightningBolt",7673,1120403456,[],4
623,"BenevolenceBossCentipedeBeam",7676,1140457472,[],4
624,"ChainStrikeAttachedChain",7677,1142292480,[],4
625,"ChainStrikeAttachedChainStygian",7696,1142292480,[],4
626,"FragmentOfAngerUltimateBeam",7749,1142292480,[],4
627,"ZanaHumanoidEliteFocusBeam",7733,1148026880,[],4
628,"FragmentOfAngerHolyBlastBeam",3194,1141473280,[],4
629,"FragmentOfAngerShieldBeam",3195,1142292480,[],4
