"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32_70","[i32]_74","CannotBeSupported","i32_91","CastTime","ActiveSkill","IgnoreMinionTypes","bool_116","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_165","SupportWeaponRestrictions","RegularVariant","i32_190","i32_194","i32_198","bool_202","StatSet","[rid]_219"
2776,"SupportReflectCursesOnSelfUnique",1,"[68,96,73]","",4,[],[],"",1435695093,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2772,[]
2777,"SupportReducedReservationOfCursesUnique",1,[68],"",4,[],[],"",-64799581,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2773,[]
2778,"SupportCurseAurasAffectYouUnique",1,[68],"",4,[],[],"",1726693546,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2774,[]
2779,"MonsterProximityShield","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2775,[]
2780,"LegionMonsterProximityShield","",[],"",4,[],[],"",0,[],"",2,2000,358,"","",[],"","","",[],"",0,0,0,"",2776,[]
2781,"MonsterProximityShieldElder","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2777,[]
2782,"MonsterProximityShieldHarbinger","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,5,0,"",2778,[]
2783,"MonsterProximityShieldHarbingerLarge","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,5,0,"",2779,[]
2784,"MonsterProximityShieldLarge","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2780,[]
2785,"MonsterProximityShieldInvasion","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2781,[]
2786,"MonsterProximityShieldLegends","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2782,[]
2787,"NemesisDaemonProximityShield","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2783,[]
2788,"InvasionBeastBossDaemonProximityShield","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2784,[]
2789,"TempestDaemonProximityShield","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,1,0,"",2785,[]
2790,"TalismanT2DaemonProximityShield","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2786,[]
2791,"EssenceDaemonProximityShield","",[],"",4,[],[],"",0,[],"",2,100,358,"","",[],"","","",[],"",0,3,0,"",2787,[]
2792,"ProximityShieldMercenary","",[],"",4,[],[],"",0,[],"",2,100,359,"","",[],23,"","",[],"",0,2,0,"",2788,[]
2793,"VaultBossProximityShield","",[],"",4,[],[],"",0,[],"",2,1000,359,"",1,[],"","","",[],"",0,2,0,"",2789,[]
2794,"AvatarProximityShield","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2790,[]
2795,"PillarsOfVastiriProximityShield","",[],"",4,[],[],"",0,[],"",2,100,359,"","",[],"","","",[],"",0,6,0,"",2791,[]
2796,"PillarsOfVastiriProximityShieldLarge","",[],"",4,[],[],"",0,[],"",2,100,359,"","",[],"","","",[],"",0,6,0,"",2792,[]
2797,"MaligaroDemonProximityShield","",[],"",4,[],[],"",0,[],"",2,1000,359,"","",[],"","","",[],"",0,4,0,"",2793,[]
2798,"PopupProximityShieldMachinarium","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,0,0,"",2794,[]
2799,"BlightRelicProximityShield","",[],"",4,[],[],"",0,[],"",2,500,358,"","",[],"","","",[],"",0,0,0,"",2795,[]
2800,"BlightRelicProximityShieldLarge","",[],"",4,[],[],"",0,[],"",2,500,358,"","",[],"","","",[],"",0,0,0,"",2796,[]
2801,"AncestralProximityShield","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],22,"","",[],"",0,7,0,"",2797,[]
2802,"AncestralProximityShieldTrinket","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,7,0,"",2798,[]
2803,"AncestralProximityShieldTotem","",[],"",4,[],[],"",0,[],"",2,1000,358,"","",[],"","","",[],"",0,7,0,"",2799,[]
2804,"AnimateGuardian","",[],"",1,[],[],"",208543259,[],"",2,600,360,"","",[],"","","",[],"",0,0,0,"",2800,[]
2805,"AnimateGuardianAltX","",[],"",1,[],[],"",1239129794,[],"",2,600,361,"","",[],"","","",[],"",0,0,0,"",2801,[]
2806,"AnimateGuardianAltY","",[],"",1,[],[],"",-1693090812,[],"",2,600,362,"","",[],"","","",[],"",0,0,0,"",2802,[]
2807,"DominusBloodRain","",[],"",4,[],[],"",0,[],"",2,1000,363,"","",[],"","","",[],"",0,0,0,"",2803,[]
2808,"SpectralThrowAltMercenary","",[],"",2,[],[],"",0,[],"",2,1000,366,"","",[],"","","",[],"",0,0,0,"",2804,[]
2809,"SpectralThrow","",[],"",2,[],[],"",1084738078,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2805,[]
2810,"SpectralThrowAltX","",[],"",2,[],[],"",1113136161,[],"",2,1000,365,"","",[],"","","",[],"",3,0,0,"",2806,[]
2811,"SpectralThrowAltY","",[],"",2,[],[],"",1591569927,[],"",2,1000,366,"","",[],"","","",[],"",0,0,0,"",2807,[]
2812,"SpectralThrowRoyale","",[],"",2,[],[],"",1319134624,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2808,[]
2813,"ThrownWeaponMasterTH","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2809,[]
2814,"ThrownWeaponBreachBoss","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,10,0,"",2810,[]
2815,"TormentDaemonThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,5,0,"",2811,[]
2816,"ThrownWeaponSideAreaBoss2","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2812,[]
2817,"ThrownWeaponBloodlinesGuardian","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2813,[]
2818,"VaalSpectralThrow","",[],"",2,[],[],"",-1832443466,[],"",2,1000,367,"","",[],"","","",[],"",0,0,0,"",2814,[]
2819,"ChestVaalThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,367,"","",[],"","","",[],"",0,0,0,"",2815,[]
2820,"WbLightningEliteVaalThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,"",2816,[]
2821,"ExileTemplarVaalThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,3,0,"",2817,[]
2822,"TormentDaemonVaalThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,5,0,"",2818,[]
2823,"FairgravesThrownWeaponMapBoss","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,4,0,"",2819,[]
2824,"FairgravesThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,4,0,"",2820,[]
2825,"FairgravesVaalThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,4,0,"",2821,[]
2826,"FairgravesVaalThrownWeaponDaemon","",[],"",2,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,5,0,"",2822,[]
2827,"DelveTormentVaalThrownWeaponDaemon","",[],"",2,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,5,0,"",2823,[]
2828,"ExileThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2824,[]
2829,"ExileThrownWeaponKitava","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,11,0,"",2825,[]
2830,"GhostPirateSpectralThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2826,[]
2831,"WarHeroSpectralThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2827,[]
2832,"SandWarriorSpectralThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,3,0,"",2828,[]
2833,"VastiriBossSpectralThrow1","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,3,0,"",2829,[]
2834,"VastiriBossSpectralThrow2","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,3,0,"",2830,[]
2835,"VastiriBossSpectralThrow3","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,3,0,"",2831,[]
2836,"GhostPirateChampionSpectralThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2832,[]
2837,"GhostPirateChampionSpectralThrowTriggered","",[],"",2,[],[],"",0,[],"",2,1000,368,"","",[],"","","",[],"",0,0,0,"",2833,[]
2838,"CitystalkerMapBossSpectralThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2834,[]
2839,"GhostPirateChampionSpectralThrowSpectre","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2835,[]
2840,"WbChaosLeaderThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,3,0,"",2836,[]
2841,"WbChaosLeaderThrownWeaponTriggered","",[],"",2,[],[],"",0,[],"",2,1000,368,"","",[],"","","",[],"",0,3,0,"",2837,[]
2842,"PerandusThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,3,0,"",2838,[]
2843,"PerandusThrownWeaponAdditionalProjectectiles","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,3,0,"",2839,[]
2844,"ExileTemplarThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,3,0,"",2840,[]
2845,"DarkExileThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2841,[]
2846,"DarkExileThrownWeapon2","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2842,[]
2847,"DarkExileThrownWeapon3","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2843,[]
2848,"WbThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2844,[]
2849,"ExileVaalThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,367,"","",[],"","","",[],"",0,0,0,"",2845,[]
2850,"DarkExileVaalThrownWeaponBlender","",[],"",2,[],[],"",0,[],"",2,1000,367,"","",[],"","","",[],"",0,0,0,"",2846,[]
2851,"ExileVaalThrownWeapon2","",[],"",2,[],[],"",0,[],"",2,1000,367,"","",[],"","","",[],"",0,0,0,"",2847,[]
2852,"ExileVaalThrownWeapon3","",[],"",2,[],[],"",0,[],"",2,1000,367,"","",[],"","","",[],"",0,0,0,"",2848,[]
2853,"HandFingerVaalThrownWeaponMapBoss","",[],"",2,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,7,0,"",2849,[]
2854,"HandFingerVaalThrownWeaponBoss","",[],"",2,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,7,0,"",2850,[]
2855,"ThrownWeaponSideAreaBoss","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2851,[]
2856,"StrDexMissionThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2852,[]
2857,"StrDexMissionThrownWeaponVaal","",[],"",2,[],[],"",0,[],"",2,1000,369,"","",[],"","","",[],"",0,0,0,"",2853,[]
2858,"HandfingerThrownWeaponBossNear","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2854,[]
2859,"HandfingerThrownWeaponBossMediumNear","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2855,[]
2860,"HandfingerThrownWeaponBossNotFar","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2856,[]
2861,"HandfingerThrownWeaponBossNearAdditionalProjectiles","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2857,[]
2862,"HandfingerThrownWeaponBossMediumNearAdditionalProjectiles","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2858,[]
2863,"HandfingerThrownWeaponBossNotFarAdditionalProjectiles","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2859,[]
2864,"HandfingerThrownWeaponMapBossNear","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2860,[]
2865,"HandfingerThrownWeaponMapBossMediumNear","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2861,[]
2866,"HandfingerThrownWeaponMapBossNotFar","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2862,[]
2867,"HandfingerThrownWeaponMapBossNearAdditionalProjectiles","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2863,[]
2868,"HandfingerThrownWeaponMapBossMediumNearAdditionalProjectiles","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2864,[]
2869,"HandfingerThrownWeaponMapBossNotFarAdditionalProjectiles","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,7,0,"",2865,[]
2870,"RigwaldWeaponThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,8,0,"",2866,[]
2871,"RiftwalkerBossWeaponThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2867,[]
2872,"ShaperQuestWeaponThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2868,[]
2873,"ReligiousTemplarWeaponThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,1,0,"",2869,[]
2874,"AtlasCrusaderThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,16,0,"",2870,[]
2875,"LegionTemplarWeaponThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,1,0,"",2871,[]
2876,"ReligiousTemplarCultistWeaponThrow","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,11,0,"",2872,[]
2877,"DominusGrab","",[],"",4,[],[],"",0,[],"",2,1000,370,"","",[],"","","",[],"",0,0,0,"",2873,[]
2878,"EssenceDaemonGrab","",[],"",4,[],[],"",0,[],"",2,1000,370,"","",[],"","","",[],"",0,1,0,"",2874,[]
2879,"ProphecyBlackguardGrab","",[],"",4,[],[],"",0,[],"",2,1000,370,"","",[],"","","",[],"",0,0,0,"",2875,[]
2880,"ThrownWeaponSkeletonColossalBoss","",[],"",2,[],[],"",0,[],"",2,1000,364,"","",[],"","","",[],"",0,0,0,"",2876,[]
2881,"ExpeditionMercurialThrownWeapon","",[],"",2,[],[],"",0,[],"",2,1000,111,"","",[],40,"","",[],"",0,0,35,"",2877,[]
2882,"SupportSlowerProjectiles",1,"[2,10,44,46]","J",2,[],[42],"",1276857842,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2878,[]
2883,"SupportLessDuration",1,"[8,45]","d",1,[],[],"",-108990393,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2879,[]
2884,"SupportLessDurationRoyale",1,"[8,45]","d",1,[],[],"",-1170314201,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2880,[]
2885,"SupportReducedDurationUnique",1,"[8,45]","",1,[],[],"",1317038296,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2881,[]
2886,"SupportCastOnDeath",1,"[1,31,73]","!",2,[36],"[5,32,35,25,38,49,122]","",626699959,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2882,[]
2887,"SupportCastOnDeathRoyale",1,"[1,31,73]","!",2,[36],"[5,32,35,25,38,49,122]","",-1142326145,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2883,[]
2888,"SupportCastWhenDamageTaken",1,"[1,31,73]","!",1,"[36,89]","[32,35,25,38,49,122]","",-1713473362,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2884,[]
2889,"SupportCastWhenStunned",1,"[1,31,73]","!",3,"[36,89]","[32,35,25,38,49,122]","",-820252881,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2885,[]
2890,"DominusDeathTeleport","",[],"",4,[],[],"",0,[],"",2,1000,371,"","",[],"","","",[],"",0,0,0,"",2886,[]
2891,"ShrineSmokeCloud","",[],"",4,[],[],"",0,[],"",2,1000,372,"","",[],"","","",[],"",0,0,0,"",2887,[]
2892,"ShrinePlayerSmokeTrail","",[],"",4,[],[],"",0,[],"",2,1000,373,"","",[],"","","",[],"",0,0,0,"",2888,[]
2893,"TormentDaemonSmokeTrail","",[],"",4,[],[],"",0,[],"",2,1000,373,"","",[],"","","",[],"",0,0,0,"",2889,[]
2894,"TempestDaemonSmokeTrail","",[],"",4,[],[],"",0,[],"",2,1000,373,"","",[],"","","",[],"",0,0,0,"",2890,[]
2895,"StrMissionDaemonSmokeCloud","",[],"",4,[],[],"",0,[],"",2,1000,372,"","",[],"","","",[],"",0,0,0,"",2891,[]
2896,"AnimateWeapon","",[],"",2,[],[],"",-1934017402,[],"",2,600,374,"","",[],"","","",[],"",0,0,0,"",2892,[]
2897,"AnimateWeaponAltX","",[],"",2,[],[],"",1604261024,[],"",2,600,375,"","",[],"","","",[],"",1,0,0,"",2893,[]
2898,"AnimateWeaponAltY","",[],"",2,[],[],"",1195078276,[],"",2,750,376,"","",[],"","","",[],"",0,0,0,"",2894,[]
2899,"TriggeredAnimateWeapon","",[],"",2,[],[],"",1514267484,[],"",2,600,377,"","",[],"","","",[],"",0,0,0,"",2895,[]
2900,"RampageDaemonAnimateWeapon","",[],"",4,[],[],"",0,[],"",2,1000,488,"","",[],"","","",[],"",0,0,0,"",2896,[]
2901,"RampageDaemonAnimateWeapon2","",[],"",4,[],[],"",0,[],"",2,1000,488,"","",[],"","","",[],"",0,0,0,"",2897,[]
2902,"RampageDaemonAnimateWeapon3","",[],"",4,[],[],"",0,[],"",2,1000,488,"","",[],"","","",[],"",0,0,0,"",2898,[]
2903,"RampageDaemonAnimateWeapon4","",[],"",4,[],[],"",0,[],"",2,1000,488,"","",[],"","","",[],"",0,0,0,"",2899,[]
2904,"Silence","",[],"",4,[],[],"",0,[],"",2,1000,379,"","",[],"","","",[],"",0,0,0,"",2900,[]
2905,"TriggerSpawners1","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2901,[]
2906,"TriggerSpawnersChieftainThicket","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2902,[]
2907,"TriggerSpawnersOakSprings","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2903,[]
2908,"TriggerSpawners2","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2904,[]
2909,"TriggerSpawners3","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2905,[]
2910,"TriggerSpawners4","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2906,[]
2911,"TriggerSpawnersShockAndHorror","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],91,"","",[],"",0,0,0,"",2907,[]
2912,"TriggerSpawnersShockAndHorror2","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],91,"","",[],"",0,0,0,"",2908,[]
2913,"TriggerSpawnersShockAndHorror3","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],91,"","",[],"",0,0,0,"",2909,[]
2914,"TriggerSpawnersFireAndFury","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],91,"","",[],"",0,0,0,"",2910,[]
2915,"TriggerSpawnersFireAndFury2","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],91,"","",[],"",0,0,0,"",2911,[]
2916,"TriggerSpawnersFireAndFury3","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],91,"","",[],"",0,0,0,"",2912,[]
2917,"TriggerSpawnersAbberath1","",[],"",4,[],[],"",0,[],"",2,1500,380,"","",[],"","","",[],"",0,1,0,"",2913,[]
2918,"TriggerSpawnersAbberath1Map","",[],"",4,[],[],"",0,[],"",2,1500,380,"","",[],"","","",[],"",0,1,0,"",2914,[]
2919,"TriggerSpawnersAbberath2","",[],"",4,[],[],"",0,[],"",2,1500,380,"","",[],"","","",[],"",0,1,0,"",2915,[]
2920,"TriggerSpawnersAbberath2Map","",[],"",4,[],[],"",0,[],"",2,1500,380,"","",[],"","","",[],"",0,1,0,"",2916,[]
2921,"TriggerSpawnersSuperZombieAliraMap","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2917,[]
2922,"TriggerSpawnersZombieZergAliraMap","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2918,[]
2923,"TriggerSpawnersBanditArchers","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2919,[]
2924,"TriggerSpawnersAxisFootsoldiers","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2920,[]
2925,"TriggerSpawnersYugul1","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2921,[]
2926,"TriggerSpawnersYugul2","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2922,[]
2927,"TriggerSpawnersYugul3","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2923,[]
2928,"TriggerSpawnersSkeletonMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2924,[]
2929,"TriggerSpawnersLightningGolemMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2925,[]
2930,"TriggerDoedreStonePillarVulnerability","",[],"",4,[],[],"",0,[],"",2,750,380,"","",[],"","","",[],"",0,0,0,"",2926,[]
2931,"TriggerDoedreStonePillarTemporalChains","",[],"",4,[],[],"",0,[],"",2,750,380,"","",[],"","","",[],"",0,0,0,"",2927,[]
2932,"TriggerDoedreStonePillarEnfeeble","",[],"",4,[],[],"",0,[],"",2,750,380,"","",[],"","","",[],"",0,0,0,"",2928,[]
2933,"TriggerSpawnersKitavaDaemon","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2929,[]
2934,"TriggerSpawnersUnholyTrio","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2930,[]
2935,"TriggerSpawnersElderUnstable1","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2931,[]
2936,"TriggerSpawnersElderUnstable2","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2932,[]
2937,"TriggerSpawnersElderUnstable3","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2933,[]
2938,"TriggerSpawnersElderUnstable4","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2934,[]
2939,"TriggerSpawnersElderUnstable1_2","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2935,[]
2940,"TriggerSpawnersElderUnstable2_2","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2936,[]
2941,"TriggerSpawnersElderUnstable3_2","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2937,[]
2942,"TriggerSpawnersElderUnstable4_2","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2938,[]
2943,"TriggerSpawnersElderUnstable1_3","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2939,[]
2944,"TriggerSpawnersElderUnstable2_3","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2940,[]
2945,"TriggerSpawnersElderUnstable3_3","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2941,[]
2946,"TriggerSpawnersElderUnstable4_3","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2942,[]
2947,"TriggerSpawnersElderUnstable1_4","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2943,[]
2948,"TriggerSpawnersElderUnstable2_4","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2944,[]
2949,"TriggerSpawnersElderUnstable3_4","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2945,[]
2950,"TriggerSpawnersElderUnstable4_4","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2946,[]
2951,"TriggerSpawnersElderUnstable1_5","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2947,[]
2952,"TriggerSpawnersElderUnstable2_5","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2948,[]
2953,"TriggerSpawnersElderUnstable3_5","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2949,[]
2954,"TriggerSpawnersElderUnstable4_5","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2950,[]
2955,"TriggerSpawnersDelveRogueExiles","",[],"",4,[],[],"",0,[],"",2,1000,380,"","",[],"","","",[],"",0,0,0,"",2951,[]
2956,"SupportEnhance",1,[],"+",2,[],[114],1,-1288182179,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2952,[]
2957,"SupportAwakenedEnhance",1,[],"+",2,[],[114],1,857885895,[],"",2,1000,"","","",[],"","","",[],2956,0,0,0,"",2953,[]
2958,"PurityOfFireMercenary","",[],"",1,[],[],"",0,[],"",2,300,381,"","",[],"","","",[],"",0,0,0,"",2954,[]
2959,"PurityOfFire","",[],"",1,[],[],"",994349216,[],"",2,0,381,"","",[],"","","",[],"",0,0,0,"",2955,[]
2960,"WbFireResistAura","",[],"",1,[],[],"",0,[],"",2,1200,381,"","",[],"","","",[],"",0,0,0,"",2956,[]
2961,"ExileFireResistAura","",[],"",1,[],[],"",0,[],"",2,1200,1394,"","",[],"","","",[],"",0,0,0,"",2957,[]
