"rownum","Item","Category","SubCategory","bool_48","EnabledInChallengeLeague","GoldPurchaseFee","bool_54"
829,2904,40,46,1,1,675,""
830,201,40,42,1,1,2,1
831,202,40,43,1,1,2,1
832,203,40,44,1,1,2,1
833,204,40,45,1,1,1,""
834,205,40,46,1,1,1,""
835,206,40,42,1,1,400,""
836,207,40,43,1,1,400,""
837,208,40,44,1,1,400,""
838,209,40,45,1,1,600,""
839,210,40,46,1,1,600,""
840,2905,48,49,1,1,50,""
841,2906,48,51,1,1,75,""
842,2907,48,50,1,1,50,""
843,2908,48,52,1,1,75,""
844,2909,48,53,1,1,50,""
845,2910,48,49,1,1,500,""
846,2911,48,51,1,1,750,""
847,2912,48,50,1,1,500,""
848,2913,48,52,1,1,750,""
849,2914,48,53,1,1,500,""
850,211,48,49,1,1,2,1
851,212,48,51,1,1,1,1
852,213,48,50,1,1,2,""
853,214,48,52,1,1,1,""
854,215,48,53,1,1,2,1
855,2847,6,7,1,1,15,""
856,2846,6,7,1,1,30,""
857,2844,6,7,1,1,75,""
858,2845,6,7,1,1,20,""
859,2852,6,7,1,1,40,""
860,2851,6,7,1,1,75,""
861,2849,6,7,1,1,190,""
862,2850,6,7,1,1,50,""
863,2859,6,8,1,1,250,""
864,2860,6,8,1,1,250,""
865,2861,6,8,1,1,250,""
866,2862,6,8,1,1,250,""
867,2864,6,9,1,1,250,""
868,2865,6,9,1,1,250,""
869,2866,6,9,1,1,250,""
870,2867,6,9,1,1,250,""
871,2869,6,9,1,1,500,""
872,2870,6,9,1,1,500,""
873,2871,6,9,1,1,500,""
874,2872,6,9,1,1,500,""
875,2874,6,10,1,1,250,""
876,2875,6,10,1,1,250,""
877,2876,6,10,1,1,250,""
878,2877,6,10,1,1,250,""
879,2916,6,11,1,1,30,""
880,2917,6,11,"",1,180,""
881,2918,6,11,"",1,180,""
882,2919,6,11,"",1,180,""
883,4014,6,12,1,1,1000,""
884,4015,6,12,1,1,100,""
885,4016,6,14,1,1,500,""
886,4017,6,14,1,1,500,""
887,4018,6,14,1,1,500,""
888,4019,6,14,1,1,500,""
889,4020,6,14,1,1,500,""
890,4021,6,14,1,1,500,""
891,4022,6,14,1,1,500,""
892,316,6,13,1,1,2,""
893,317,6,13,1,1,250,""
894,5056,6,13,1,1,250,""
895,5062,6,15,1,1,250,""
896,4520,6,16,1,1,500,""
897,4516,6,16,1,1,500,""
898,4518,6,16,1,1,500,""
899,3697,97,97,1,1,25,""
900,3698,97,97,1,1,25,""
901,3699,97,97,1,1,25,""
902,3700,97,97,1,1,50,""
903,3701,97,97,1,1,50,""
904,3702,97,97,1,1,50,""
905,3703,97,97,1,1,75,""
906,3704,97,97,1,1,75,""
907,3705,97,97,1,1,75,""
908,3706,97,97,1,1,100,""
909,3707,97,97,1,1,125,""
910,3708,97,97,1,1,125,""
911,3709,97,97,1,1,125,""
912,3694,97,97,1,1,500,""
913,3695,97,97,1,1,500,""
914,3696,97,97,1,1,500,""
915,303,98,98,1,1,25,""
916,297,98,98,1,1,25,""
917,298,98,98,1,1,25,""
918,299,98,98,1,1,25,""
919,304,98,98,1,1,25,""
920,300,98,98,1,1,50,""
921,301,98,98,1,1,50,""
922,302,98,98,1,1,50,""
923,305,98,98,1,1,50,""
924,306,98,98,1,1,50,""
925,307,98,98,1,1,150,""
926,4530,100,100,1,1,25,""
927,4525,100,100,1,1,30,""
928,4522,100,100,1,1,35,""
929,4523,100,100,"",1,35,""
930,4526,100,100,"",1,35,""
931,4529,100,100,"",1,50,""
932,4524,100,100,"",1,50,""
933,4527,100,100,"",1,50,""
934,4528,100,100,"",1,50,""
935,4656,102,102,1,1,25,""
936,4657,102,102,1,1,25,""
937,4658,102,102,1,1,25,""
938,4659,102,102,1,1,25,""
939,4668,102,102,1,1,25,""
940,4669,102,102,1,1,50,""
941,4670,102,102,1,1,50,""
942,4655,102,102,1,1,50,""
943,4662,102,102,1,1,50,""
944,4664,102,102,1,1,50,""
945,4663,102,102,1,1,125,""
946,4661,102,102,1,1,125,""
947,4706,103,104,1,1,25,""
948,4707,103,104,1,1,25,""
949,4708,103,104,1,1,25,""
950,4709,103,106,1,1,50,""
951,4710,103,106,1,1,50,""
952,4713,103,104,1,1,25,""
953,4714,103,104,1,1,25,""
954,4715,103,104,1,1,25,""
955,4716,103,104,1,1,50,""
956,4717,103,104,1,1,50,""
957,4720,103,106,1,1,25,""
958,4721,103,106,1,1,25,""
959,4722,103,106,1,1,25,""
960,4723,103,106,1,1,50,""
961,4724,103,106,1,1,50,""
962,4727,103,104,1,1,25,""
963,4728,103,104,1,1,25,""
964,4729,103,106,1,1,25,""
965,4730,103,104,1,1,50,""
966,4731,103,106,1,1,50,""
967,4671,103,105,1,1,25,""
968,4672,103,105,1,1,25,""
969,4673,103,105,1,1,25,""
970,4674,103,105,1,1,50,""
971,4675,103,105,1,1,50,""
972,4692,103,105,1,1,25,""
973,4693,103,105,1,1,25,""
974,4694,103,105,1,1,25,""
975,4695,103,106,1,1,50,""
976,4696,103,105,1,1,50,""
977,4699,103,105,1,1,25,""
978,4700,103,104,1,1,25,""
979,4701,103,106,1,1,25,""
980,4702,103,104,1,1,50,""
981,4703,103,104,1,1,50,""
982,4678,103,105,1,1,25,""
983,4679,103,105,1,1,25,""
984,4680,103,105,1,1,25,""
985,4681,103,106,1,1,50,""
986,4682,103,105,1,1,50,""
987,4685,103,105,1,1,25,""
988,4686,103,105,1,1,25,""
989,4687,103,105,1,1,25,""
990,4688,103,105,1,1,50,""
991,4689,103,105,1,1,50,""
992,4734,103,106,1,1,25,""
993,4735,103,106,1,1,25,""
994,4736,103,106,1,1,25,""
995,4737,103,105,1,1,50,""
996,4738,103,106,1,1,50,""
997,4760,103,105,1,1,125,""
998,4761,103,104,1,1,125,""
999,4762,103,106,1,1,125,""
1000,4053,99,99,1,1,25,""
1001,4054,99,99,1,1,25,""
1002,4055,99,99,1,1,25,""
1003,4056,99,99,1,1,50,""
1004,4593,101,101,1,1,4,1
1005,4594,101,101,1,1,4,1
1006,4595,101,101,1,1,4,1
1007,4596,101,101,1,1,125,""
1008,5064,108,108,1,1,500,""
1009,5065,108,108,1,1,500,""
1010,5066,108,108,1,1,500,""
1011,5067,108,108,1,1,500,""
1012,5068,108,108,1,1,500,""
1013,5069,108,108,1,1,500,""
1014,5070,108,108,1,1,500,""
1015,5071,108,108,1,1,500,""
1016,5072,108,108,1,1,500,""
1017,5073,108,108,1,1,500,""
1018,5077,108,108,1,1,500,""
1019,5078,108,108,1,1,500,""
1020,5079,108,108,1,1,500,""
1021,5080,108,108,1,1,500,""
1022,5081,108,108,1,1,500,""
1023,5082,108,108,1,1,500,""
1024,5083,108,108,1,1,500,""
1025,5084,108,108,1,1,500,""
1026,5085,108,108,1,1,500,""
1027,5086,108,108,1,1,500,""
1028,5088,108,108,1,1,5000,""
1029,5090,111,111,1,1,500,""
1030,5091,111,111,1,1,500,""
1031,5092,111,111,1,1,500,""
1032,5093,111,111,1,1,500,""
1033,5094,111,111,1,1,350,""
1034,5095,111,111,1,1,350,""
1035,5096,111,111,1,1,350,""
1036,5097,111,111,1,1,350,""
