"rownum","StatSet","GemLevel","PlayerLevelReq","SpellCritChance","AttackCritChance","BaseMultiplier","DamageEffectiveness","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues"
23191,2414,3,10,3200,0,0,0,"[2,5]",[6],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23192,2414,4,15,3200,0,0,0,"[3,8]",[7],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23193,2414,5,20,3200,0,0,0,"[4,11]",[8],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23194,2414,6,25,3200,0,0,0,"[5,16]",[9],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23195,2414,7,31,3200,0,0,0,"[8,23]",[10],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23196,2414,8,33,3200,0,0,0,"[8,25]",[11],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23197,2414,9,35,3200,0,0,0,"[10,29]",[12],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23198,2414,10,37,3200,0,0,0,"[11,32]",[13],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23199,2414,11,39,3200,0,0,0,"[12,36]",[14],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23200,2414,12,41,3200,0,0,0,"[13,40]",[15],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23201,2414,13,43,3200,0,0,0,"[15,44]",[16],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23202,2414,14,45,3200,0,0,0,"[16,49]",[17],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23203,2414,15,47,3200,0,0,0,"[18,54]",[20],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23204,2414,16,49,3200,0,0,0,"[20,60]",[21],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23205,2414,17,51,3200,0,0,0,"[22,66]",[22],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23206,2414,18,53,3200,0,0,0,"[24,73]",[23],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23207,2414,19,55,3200,0,0,0,"[27,80]",[24],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23208,2414,20,57,3200,0,0,0,"[30,89]",[25],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23209,2414,21,59,3200,0,0,0,"[33,98]",[26],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23210,2414,22,61,3200,0,0,0,"[36,107]",[27],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23211,2414,23,63,3200,0,0,0,"[39,118]",[28],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23212,2414,24,66,3200,0,0,0,"[45,136]",[29],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23213,2414,25,67,3200,0,0,0,"[47,142]",[30],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23214,2414,26,69,3200,0,0,0,"[52,156]",[31],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23215,2414,27,71,3200,0,0,0,"[57,171]",[32],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23216,2414,28,73,3200,0,0,0,"[63,188]",[33],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23217,2414,29,75,3200,0,0,0,"[69,206]",[34],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23218,2414,30,77,3200,0,0,0,"[75,225]",[35],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23219,2414,31,79,3200,0,0,0,"[82,246]",[36],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23220,2414,32,81,3200,0,0,0,"[90,269]",[37],[2417],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23221,2415,1,3,3200,0,0,0,"[1,3]",[4],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23222,2415,2,7,3200,0,0,0,"[1,4]",[5],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23223,2415,3,10,3200,0,0,0,"[2,5]",[6],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23224,2415,4,15,3200,0,0,0,"[3,8]",[7],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23225,2415,5,20,3200,0,0,0,"[4,11]",[8],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23226,2415,6,25,3200,0,0,0,"[5,16]",[9],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23227,2415,7,31,3200,0,0,0,"[8,23]",[10],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23228,2415,8,33,3200,0,0,0,"[8,25]",[11],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23229,2415,9,35,3200,0,0,0,"[10,29]",[12],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23230,2415,10,37,3200,0,0,0,"[11,32]",[13],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23231,2415,11,39,3200,0,0,0,"[12,36]",[14],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23232,2415,12,41,3200,0,0,0,"[13,40]",[15],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23233,2415,13,43,3200,0,0,0,"[15,44]",[16],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23234,2415,14,45,3200,0,0,0,"[16,49]",[17],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23235,2415,15,47,3200,0,0,0,"[18,54]",[20],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23236,2415,16,49,3200,0,0,0,"[20,60]",[21],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23237,2415,17,51,3200,0,0,0,"[22,66]",[22],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23238,2415,18,53,3200,0,0,0,"[24,73]",[23],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23239,2415,19,55,3200,0,0,0,"[27,80]",[24],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23240,2415,20,57,3200,0,0,0,"[30,89]",[25],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23241,2415,21,59,3200,0,0,0,"[33,98]",[26],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23242,2415,22,61,3200,0,0,0,"[36,107]",[27],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23243,2415,23,63,3200,0,0,0,"[39,118]",[28],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23244,2415,24,66,3200,0,0,0,"[45,136]",[29],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23245,2415,25,67,3200,0,0,0,"[47,142]",[30],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23246,2415,26,69,3200,0,0,0,"[52,156]",[31],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23247,2415,27,71,3200,0,0,0,"[57,171]",[32],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23248,2415,28,73,3200,0,0,0,"[63,188]",[33],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23249,2415,29,75,3200,0,0,0,"[69,206]",[34],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23250,2415,30,77,3200,0,0,0,"[75,225]",[35],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23251,2415,31,79,3200,0,0,0,"[82,246]",[36],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23252,2415,32,81,3200,0,0,0,"[90,269]",[37],[2418],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23253,2416,1,3,3200,0,0,0,"[1,3]",[4],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23254,2416,2,7,3200,0,0,0,"[2,5]",[5],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23255,2416,3,10,3200,0,0,0,"[2,7]",[6],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23256,2416,4,15,3200,0,0,0,"[3,10]",[7],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23257,2416,5,20,3200,0,0,0,"[5,15]",[8],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23258,2416,6,25,3200,0,0,0,"[7,22]",[9],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23259,2416,7,31,3200,0,0,0,"[11,34]",[10],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23260,2416,8,33,3200,0,0,0,"[13,39]",[11],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23261,2416,9,35,3200,0,0,0,"[15,45]",[12],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23262,2416,10,37,3200,0,0,0,"[17,51]",[13],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23263,2416,11,39,3200,0,0,0,"[19,58]",[14],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23264,2416,12,41,3200,0,0,0,"[22,66]",[15],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23265,2416,13,43,3200,0,0,0,"[25,75]",[16],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23266,2416,14,45,3200,0,0,0,"[28,85]",[17],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23267,2416,15,47,3200,0,0,0,"[32,96]",[20],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23268,2416,16,49,3200,0,0,0,"[36,108]",[21],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23269,2416,17,51,3200,0,0,0,"[41,122]",[22],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23270,2416,18,53,3200,0,0,0,"[46,138]",[23],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23271,2416,19,55,3200,0,0,0,"[52,156]",[24],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23272,2416,20,57,3200,0,0,0,"[58,175]",[25],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23273,2416,21,59,3200,0,0,0,"[66,197]",[26],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23274,2416,22,61,3200,0,0,0,"[74,221]",[27],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23275,2416,23,63,3200,0,0,0,"[83,249]",[28],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23276,2416,24,66,3200,0,0,0,"[98,295]",[29],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23277,2416,25,67,3200,0,0,0,"[104,313]",[30],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23278,2416,26,69,3200,0,0,0,"[117,350]",[31],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23279,2416,27,71,3200,0,0,0,"[131,392]",[32],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23280,2416,28,73,3200,0,0,0,"[146,439]",[33],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23281,2416,29,75,3200,0,0,0,"[164,491]",[34],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23282,2416,30,77,3200,0,0,0,"[183,549]",[35],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23283,2416,31,79,3200,0,0,0,"[204,613]",[36],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23284,2416,32,81,3200,0,0,0,"[228,685]",[37],[2419],[],"[1472,1473]","[0,0]",[216],"[3,3,1]","[0.5,1.5]"
23285,2417,1,45,600,0,0,0,"[23,68]",[],[2420],[],"[1472,1473]","[0,0]",[],"[3,3]","[0.5,1.5]"
23286,2418,1,0,600,0,0,0,"[1,2]",[],[2421],[],"[1472,1473]","[0,0]",[],"[3,3]","[0.5,1.5]"
23287,2419,1,0,500,0,0,0,"[1,2]",[],[2422],[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]"
23288,2420,1,3,0,0,0,0,"[1,3]",[],[2423],[],"[1472,1473]","[0,0]",[],"[3,3]","[0.5,1.5]"
23289,2421,1,1,500,0,0,0,"[1,3]",[],[2424],[],"[1472,1473]","[0,0]",[],"[3,3]","[0.5,1.5]"
23290,2422,1,1,0,0,0,0,"[1,2]",[],[2425],[],"[1472,1473]","[0,0]",[],"[3,3]","[0.5,1.5]"
23291,2423,1,1,0,0,0,0,"[1,3]",[],[2426],[],"[1472,1473]","[0,0]",[],"[3,3]","[0.5,1.5]"
23292,2432,1,25,0,0,0,0,"[16,47]",[],[2435],[],"[1472,1473]","[0,0]",[],"[3,3]","[0.5,1.5]"
23293,2424,1,3,0,0,0,0,"[3,5]",[2],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23294,2424,2,5,0,0,0,0,"[3,6]",[2],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23295,2424,3,8,0,0,0,0,"[5,9]",[2],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23296,2424,4,10,0,0,0,0,"[6,11]",[2],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23297,2424,5,12,0,0,0,0,"[7,13]",[2],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23298,2424,6,14,0,0,0,0,"[8,15]",[2],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23299,2424,7,17,0,0,0,0,"[11,20]",[2],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23300,2424,8,20,0,0,0,0,"[13,25]",[2],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23301,2424,9,24,0,0,0,0,"[18,34]",[3],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23302,2424,10,30,0,0,0,0,"[28,52]",[3],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23303,2424,11,31,0,0,0,0,"[30,55]",[3],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23304,2424,12,36,0,0,0,0,"[42,78]",[3],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23305,2424,13,41,0,0,0,0,"[58,107]",[3],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23306,2424,14,44,0,0,0,0,"[70,130]",[3],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23307,2424,15,51,0,0,0,0,"[107,199]",[3],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23308,2424,16,52,0,0,0,0,"[114,212]",[4],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23309,2424,17,57,0,0,0,0,"[154,285]",[4],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23310,2424,18,60,0,0,0,0,"[183,340]",[4],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23311,2424,19,65,0,0,0,0,"[244,454]",[4],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23312,2424,20,66,0,0,0,0,"[259,481]",[4],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23313,2424,21,67,0,0,0,0,"[274,509]",[4],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23314,2424,22,68,0,0,0,0,"[290,539]",[4],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23315,2424,23,69,0,0,0,0,"[307,570]",[4],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23316,2424,24,70,0,0,0,0,"[325,604]",[5],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23317,2424,25,71,0,0,0,0,"[344,639]",[5],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23318,2424,26,72,0,0,0,0,"[364,676]",[5],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23319,2424,27,73,0,0,0,0,"[385,715]",[5],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23320,2424,28,74,0,0,0,0,"[407,756]",[5],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23321,2424,29,75,0,0,0,0,"[430,799]",[6],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23322,2424,30,76,0,0,0,0,"[455,845]",[6],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23323,2424,31,77,0,0,0,0,"[481,894]",[6],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23324,2424,32,78,0,0,0,0,"[509,945]",[6],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23325,2424,33,79,0,0,0,0,"[538,998]",[6],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23326,2424,34,80,0,0,0,0,"[568,1055]",[6],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23327,2424,35,81,0,0,0,0,"[600,1115]",[7],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23328,2424,36,82,0,0,0,0,"[634,1178]",[7],[2427],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23329,2425,1,3,0,0,0,0,"[3,5]","[2,3]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23330,2425,2,5,0,0,0,0,"[3,6]","[2,7]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23331,2425,3,8,0,0,0,0,"[5,8]","[2,10]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23332,2425,4,10,0,0,0,0,"[6,10]","[2,13]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23333,2425,5,12,0,0,0,0,"[7,12]","[2,16]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23334,2425,6,14,0,0,0,0,"[8,14]","[2,19]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23335,2425,7,17,0,0,0,0,"[10,18]","[2,22]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23336,2425,8,20,0,0,0,0,"[12,23]","[2,25]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23337,2425,9,24,0,0,0,0,"[16,30]","[3,28]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23338,2425,10,30,0,0,0,0,"[24,45]","[3,32]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23339,2425,11,31,0,0,0,0,"[26,48]","[3,36]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23340,2425,12,36,0,0,0,0,"[35,66]","[3,40]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23341,2425,13,41,0,0,0,0,"[48,88]","[3,44]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23342,2425,14,44,0,0,0,0,"[57,105]","[3,47]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23343,2425,15,51,0,0,0,0,"[84,157]","[3,50]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23344,2425,16,52,0,0,0,0,"[89,166]","[4,53]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23345,2425,17,57,0,0,0,0,"[117,218]","[4,56]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23346,2425,18,60,0,0,0,0,"[138,256]","[4,59]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23347,2425,19,65,0,0,0,0,"[180,334]","[4,62]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23348,2425,20,66,0,0,0,0,"[190,352]","[4,64]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23349,2425,21,67,0,0,0,0,"[200,371]","[4,66]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23350,2425,22,68,0,0,0,0,"[210,391]","[4,67]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23351,2425,23,69,0,0,0,0,"[222,412]","[4,68]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23352,2425,24,70,0,0,0,0,"[233,434]","[5,69]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23353,2425,25,71,0,0,0,0,"[246,457]","[5,70]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23354,2425,26,72,0,0,0,0,"[259,481]","[5,71]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23355,2425,27,73,0,0,0,0,"[272,506]","[5,72]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23356,2425,28,74,0,0,0,0,"[287,533]","[5,73]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23357,2425,29,75,0,0,0,0,"[302,561]","[6,74]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23358,2425,30,76,0,0,0,0,"[318,590]","[6,75]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23359,2425,31,77,0,0,0,0,"[334,621]","[6,76]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23360,2425,32,78,0,0,0,0,"[352,653]","[6,77]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23361,2425,33,79,0,0,0,0,"[370,687]","[6,78]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23362,2425,34,80,0,0,0,0,"[389,722]","[6,79]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23363,2425,35,81,0,0,0,0,"[409,759]","[7,80]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23364,2425,36,82,0,0,0,0,"[430,799]","[7,82]",[2428],[],"[1472,1473]","[0,0]","[173,881]","[3,3,1,1]","[0.7,1.3]"
23365,2426,1,3,0,0,0,0,"[3,5]",[2],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23366,2426,2,5,0,0,0,0,"[3,6]",[2],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23367,2426,3,8,0,0,0,0,"[5,9]",[2],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23368,2426,4,11,0,0,0,0,"[6,12]",[2],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23369,2426,5,15,0,0,0,0,"[9,17]",[2],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23370,2426,6,20,0,0,0,0,"[13,25]",[2],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23371,2426,7,24,0,0,0,0,"[18,34]",[2],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23372,2426,8,28,0,0,0,0,"[24,45]",[2],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23373,2426,9,29,0,0,0,0,"[26,48]",[3],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23374,2426,10,32,0,0,0,0,"[32,59]",[3],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23375,2426,11,36,0,0,0,0,"[42,78]",[3],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23376,2426,12,40,0,0,0,0,"[54,101]",[3],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23377,2426,13,45,0,0,0,0,"[74,138]",[3],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
23378,2426,14,49,0,0,0,0,"[95,176]",[3],[2429],[],"[1472,1473]","[0,0]",[173],"[3,3,1]","[0.7,1.3]"
