"rownum","Id","Characters","Text","AudioFiles","i32","i32","bool","bool","i32","i32","i32","i32","i32","NPCs","rid","f32","[rid]","i32"
4416,"EnvoyGreetingT5Maven4",[],"The eyes that dwell among the stars, each burning with envy and desire, roll and turn and focus on this place. It is the source of the Silence. The beginning of the beginning. The point where that which roamed and fed ceaselessly was undone.","[""Audio/Dialogue/NPC/Envoy/Envoy_51.ogg""]",338,0,"","",338,0,1,0,1,[150],"",0,[],100
4417,"EnvoyGreetingT5Maven5",[],"The tether cinches them now, as they awaken from their dreamless slumber. They are pulled by the leash of desire, each one. A tangle, a knot, and for the lucky, perhaps a noose, awaits them. The lightkeeper can only stand and cast its glow and watch them all become entangled.","[""Audio/Dialogue/NPC/Envoy/Envoy_52.ogg""]",338,0,"","",338,0,1,0,1,[150],"",0,[],100
4418,"EnvoyGreetingT5Maven6",[],"The veil, now pulled away, reveals the rust of aeons. The emptiness drew them in, unready and unwilling, patina sloughing in crushing waves of stubborn adaptation, angry and curious and impetulant, all, greedy and desperate and newly alive.","[""Audio/Dialogue/NPC/Envoy/Envoy_54.ogg""]",338,0,"","",338,0,1,0,1,[150],"",0,[],100
4419,"EnvoyGreetingT5Maven7",[],"Where the bastion once stood unmoving and unbending and unerringly eternal, now the flesh curls and relinquishes its grip on the stone. It hurls unanchored through the vast sea of darkness, crashing and cascading over all in its path, dragging and enthralling all in its wake. It will arrive, though I do not know when or how.","[""Audio/Dialogue/NPC/Envoy/Envoy_55.ogg""]",338,0,"","",338,0,1,0,1,[150],"",0,[],100
4420,"EnvoyGreetingT5Maven8",[],"It slashes against the stars and surges towards the Silence now, grasping at the fabric and binds all, tugging and rasping and tearing like a reaping scythe. It tumbles in the emptiness no more. It is moving with purpose and direction and intent, and it fills me with awe and fear and desire. Can you feel it too, Nomad?","[""Audio/Dialogue/NPC/Envoy/Envoy_56.ogg""]",338,0,"","",338,0,1,0,1,[150],"",0,[],100
4421,"EnvoyMavenDefeatedOnce",[],"You force an intervention, Nomad. You have proved your might. You have proved your ignorance. \r\n\r\nThe Maven is a toddler, a nymph, a hatchling that has wandered too far from the nest. Were I to allow you to continue, it would surely call for its progenitor. Were I to allow you to continue, you would drag all into its gaping maw. \r\n\r\nThe Maven must be protected and guarded. A mercy for you both. The end is delayed but not prevented. Savour your remaining time, I urge you. Prepare for its arrival, I urge you.","[""Audio/Dialogue/NPC/Envoy/Envoy_58.ogg""]",338,0,"","",338,0,1000,0,1,[150],"",0,[],100
4422,"EnvoyMavenDefeatedRepeated",[],"Children are capricious, Nomad. Be warned. The memory of your sting will fade soon enough, and so too will her... contrition.","[""Audio/Dialogue/NPC/Envoy/Envoy_59.ogg""]",338,0,"","",338,0,1000,0,1,[151],"",0,[],100
4423,"MavenFirstEncounterRandom",[],"Violence...","[""Audio/Dialogue/NPC/Maven/Maven_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4424,"MavenFirstEncounter2",[],"Violence...","[""Audio/Dialogue/NPC/Maven/Maven_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4425,"MavenFirstEncounter3",[],"Violence...","[""Audio/Dialogue/NPC/Maven/Maven_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4426,"MavenFirstEncounterVictoryRandom",[],"Violence. Conflict. Pleasure.","[""Audio/Dialogue/NPC/Maven/Maven_02_A.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4427,"MavenFirstEncounterVictory2",[],"Violence. Conflict. Pleasure.","[""Audio/Dialogue/NPC/Maven/Maven_02_B.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4428,"MavenFirstEncounterVictory3",[],"Violence. Conflict. Pleasure.","[""Audio/Dialogue/NPC/Maven/Maven_02_C.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4429,"MavenGiveMapDeviceAddonRandom",[],"Take. Call.","[""Audio/Dialogue/NPC/Maven/Maven_03_A.ogg""]",338,0,"","",338,0,1,30000,1,[158],"",0,[],100
4430,"MavenGiveMapDeviceAddon2",[],"Take. Call.","[""Audio/Dialogue/NPC/Maven/Maven_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4431,"MavenGiveMapDeviceAddon3",[],"Take. Call.","[""Audio/Dialogue/NPC/Maven/Maven_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4432,"MavenFirstInvitationRandom",[],"Invitation...","[""Audio/Dialogue/NPC/Maven/Maven_04_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4433,"MavenFirstInvitation2",[],"Invitation...","[""Audio/Dialogue/NPC/Maven/Maven_04_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4434,"MavenFirstInvitation3",[],"Invitation...","[""Audio/Dialogue/NPC/Maven/Maven_04_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4435,"MavenFirstPassivesWonRandom",[],"Joy... gift.","[""Audio/Dialogue/NPC/Maven/Maven_05_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4436,"MavenFirstPassivesWon2",[],"Joy... gift.","[""Audio/Dialogue/NPC/Maven/Maven_05_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4437,"MavenFirstPassivesWon3",[],"Joy... gift.","[""Audio/Dialogue/NPC/Maven/Maven_05_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4438,"MavenTier1BossFightEncounterRandom",[],"Murder, murder!","[""Audio/Dialogue/NPC/Maven/Maven_06_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4439,"MavenTier1BossFightEncounter2",[],"Murder, murder!","[""Audio/Dialogue/NPC/Maven/Maven_06_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4440,"MavenTier1BossFightEncounter3",[],"Murder, murder!","[""Audio/Dialogue/NPC/Maven/Maven_06_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4441,"MavenTier1BossFightEncounter4",[],"Conflict!","[""Audio/Dialogue/NPC/Maven/Maven_06_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4442,"MavenTier1BossFightEncounter5",[],"Conflict!","[""Audio/Dialogue/NPC/Maven/Maven_06_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4443,"MavenTier1BossFightEncounter6",[],"Conflict!","[""Audio/Dialogue/NPC/Maven/Maven_06_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4444,"MavenTier1BossFightEncounter7",[],"Contest!","[""Audio/Dialogue/NPC/Maven/Maven_06_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4445,"MavenTier1BossFightEncounter8",[],"Contest!","[""Audio/Dialogue/NPC/Maven/Maven_06_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4446,"MavenTier1BossFightEncounter9",[],"Contest!","[""Audio/Dialogue/NPC/Maven/Maven_06_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4447,"MavenTier1BossFightEncounter10",[],"Struggle!","[""Audio/Dialogue/NPC/Maven/Maven_06_04_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4448,"MavenTier1BossFightEncounter11",[],"Struggle?","[""Audio/Dialogue/NPC/Maven/Maven_06_04_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4449,"MavenTier1BossFightEncounter12",[],"Struggle!","[""Audio/Dialogue/NPC/Maven/Maven_06_04_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4450,"MavenTier1BossFightEncounter13",[],"Boredom...","[""Audio/Dialogue/NPC/Maven/Maven_06_05_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4451,"MavenTier1BossFightEncounter14",[],"Boredom...","[""Audio/Dialogue/NPC/Maven/Maven_06_05_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4452,"MavenTier1BossFightEncounter15",[],"Boredom...","[""Audio/Dialogue/NPC/Maven/Maven_06_05_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4453,"MavenTier1BossFightEncounter16",[],"Again!","[""Audio/Dialogue/NPC/Maven/Maven_06_06_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4454,"MavenTier1BossFightEncounter17",[],"Again.","[""Audio/Dialogue/NPC/Maven/Maven_06_06_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4455,"MavenTier1BossFightEncounter18",[],"Again?","[""Audio/Dialogue/NPC/Maven/Maven_06_06_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4456,"MavenTier1BossFightEncounter19",[],"Anger...","[""Audio/Dialogue/NPC/Maven/Maven_06_07_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4457,"MavenTier1BossFightEncounter20",[],"Mm... anger.","[""Audio/Dialogue/NPC/Maven/Maven_06_07_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4458,"MavenTier1BossFightEncounter21",[],"Kill.","[""Audio/Dialogue/NPC/Maven/Maven_06_08_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4459,"MavenTier1BossFightEncounter22",[],"Kill!","[""Audio/Dialogue/NPC/Maven/Maven_06_08_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4460,"MavenTier1BossFightEncounter23",[],"Kill!","[""Audio/Dialogue/NPC/Maven/Maven_06_08_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4461,"MavenTier1BossFightEncounter24",[],"Terror.","[""Audio/Dialogue/NPC/Maven/Maven_06_09_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4462,"MavenTier1BossFightEncounter25",[],"Terror?","[""Audio/Dialogue/NPC/Maven/Maven_06_09_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4463,"MavenTier1BossFightEncounter26",[],"Terror!","[""Audio/Dialogue/NPC/Maven/Maven_06_09_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4464,"MavenTier1BossVictoryRandom",[],"Joy.","[""Audio/Dialogue/NPC/Maven/Maven_07_01_A.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4465,"MavenTier1BossVictory2",[],"Joy!","[""Audio/Dialogue/NPC/Maven/Maven_07_01_B.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4466,"MavenTier1BossVictory3",[],"Joy!","[""Audio/Dialogue/NPC/Maven/Maven_07_01_C.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4467,"MavenTier1BossVictory4",[],"Death.","[""Audio/Dialogue/NPC/Maven/Maven_07_02_A.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4468,"MavenTier1BossVictory5",[],"Death!","[""Audio/Dialogue/NPC/Maven/Maven_07_02_B.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4469,"MavenTier1BossVictory6",[],"Death!","[""Audio/Dialogue/NPC/Maven/Maven_07_02_C.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4470,"MavenTier1BossVictory7",[],"Carnage.","[""Audio/Dialogue/NPC/Maven/Maven_07_03_A.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4471,"MavenTier1BossVictory8",[],"Carnage?","[""Audio/Dialogue/NPC/Maven/Maven_07_03_B.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4472,"MavenTier1BossVictory9",[],"Carnage!","[""Audio/Dialogue/NPC/Maven/Maven_07_03_C.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4473,"MavenTier1BossVictory10",[],"Rebirth!","[""Audio/Dialogue/NPC/Maven/Maven_07_04_A.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4474,"MavenTier1BossVictory11",[],"Rebirth.","[""Audio/Dialogue/NPC/Maven/Maven_07_04_B.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4475,"MavenTier1BossVictory12",[],"Rebirth?","[""Audio/Dialogue/NPC/Maven/Maven_07_04_C.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4476,"MavenTier1InvitationToFightRandom",[],"Best. Prove.","[""Audio/Dialogue/NPC/Maven/Maven_08_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4477,"MavenTier1InvitationToFight2",[],"Best. Prove!","[""Audio/Dialogue/NPC/Maven/Maven_08_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4478,"MavenTier1InvitationToFight3",[],"Best! Prove.","[""Audio/Dialogue/NPC/Maven/Maven_08_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4479,"MavenTier1InvitationToFight4",[],"Challenge!","[""Audio/Dialogue/NPC/Maven/Maven_08_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4480,"MavenTier1InvitationToFight5",[],"Challenge.","[""Audio/Dialogue/NPC/Maven/Maven_08_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4481,"MavenTier1InvitationToFight6",[],"Challenge?","[""Audio/Dialogue/NPC/Maven/Maven_08_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4482,"MavenTier1InvitationToFight7",[],"Game!","[""Audio/Dialogue/NPC/Maven/Maven_08_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4483,"MavenTier1InvitationToFight8",[],"Game.","[""Audio/Dialogue/NPC/Maven/Maven_08_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4484,"MavenTier1InvitationToFight9",[],"Game!","[""Audio/Dialogue/NPC/Maven/Maven_08_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4485,"MavenTier1PassivesWonRandom",[],"Win! Tribute!","[""Audio/Dialogue/NPC/Maven/Maven_09_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4486,"MavenTier1PassivesWon2",[],"Win. Tribute.","[""Audio/Dialogue/NPC/Maven/Maven_09_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4487,"MavenTier1PassivesWon3",[],"Joy. Tribute.","[""Audio/Dialogue/NPC/Maven/Maven_09_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4488,"MavenTier1PassivesWon4",[],"Joy! Tribute.","[""Audio/Dialogue/NPC/Maven/Maven_09_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4489,"MavenTier1PassivesWon5",[],"Blood. Tribute?","[""Audio/Dialogue/NPC/Maven/Maven_09_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4490,"MavenTier1PassivesWon6",[],"Blood! Tribute.","[""Audio/Dialogue/NPC/Maven/Maven_09_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4491,"MavenTier1PassivesWon7",[],"Blood. Tribute!","[""Audio/Dialogue/NPC/Maven/Maven_09_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4492,"MavenTier1PostfightPromptRandom",[],"Go. More.","[""Audio/Dialogue/NPC/Maven/Maven_10_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4493,"MavenTier1PostfightPrompt2",[],"Go! More.","[""Audio/Dialogue/NPC/Maven/Maven_10_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4494,"MavenTier1PostfightPrompt3",[],"Again!","[""Audio/Dialogue/NPC/Maven/Maven_10_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4495,"MavenTier1PostfightPrompt4",[],"Again.","[""Audio/Dialogue/NPC/Maven/Maven_10_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4496,"MavenTier1PostfightPrompt5",[],"Again!","[""Audio/Dialogue/NPC/Maven/Maven_10_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4497,"MavenTier1PostfightPrompt6",[],"More!","[""Audio/Dialogue/NPC/Maven/Maven_10_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4498,"MavenTier1PostfightPrompt7",[],"More.","[""Audio/Dialogue/NPC/Maven/Maven_10_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4499,"MavenTier1PostfightPrompt8",[],"More!","[""Audio/Dialogue/NPC/Maven/Maven_10_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4500,"MavenTier1FirstOffAtlassBossEncounterRandom",[],"Strange... kill!","[""Audio/Dialogue/NPC/Maven/Maven_11_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4501,"MavenTier1FirstOffAtlassBossEncounter2",[],"Strange. Kill!","[""Audio/Dialogue/NPC/Maven/Maven_11_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4502,"MavenTier1FirstOffAtlassBossEncounter3",[],"Strange! Kill.","[""Audio/Dialogue/NPC/Maven/Maven_11_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4503,"MavenTier1OffAtlasBossEncounterRandom",[],"Power.","[""Audio/Dialogue/NPC/Maven/Maven_12_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4504,"MavenTier1OffAtlasBossEncounter2",[],"Power.","[""Audio/Dialogue/NPC/Maven/Maven_12_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4505,"MavenTier1OffAtlasBossEncounter3",[],"Power.","[""Audio/Dialogue/NPC/Maven/Maven_12_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4506,"MavenTier1OffAtlasBossEncounter4",[],"Might.","[""Audio/Dialogue/NPC/Maven/Maven_12_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4507,"MavenTier1OffAtlasBossEncounter5",[],"Might.","[""Audio/Dialogue/NPC/Maven/Maven_12_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4508,"MavenTier1OffAtlasBossEncounter6",[],"Might.","[""Audio/Dialogue/NPC/Maven/Maven_12_02_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4509,"MavenTier1OffAtlasBossEncounter7",[],"Strange.","[""Audio/Dialogue/NPC/Maven/Maven_12_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4510,"MavenTier1OffAtlasBossEncounter8",[],"Strange!","[""Audio/Dialogue/NPC/Maven/Maven_12_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4511,"MavenTier1OffAtlasBossEncounter9",[],"Strange.","[""Audio/Dialogue/NPC/Maven/Maven_12_03_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4512,"MavenTier1FirstOffAtlasBossVictoryRandom",[],"Special. Mine.","[""Audio/Dialogue/NPC/Maven/Maven_13_A.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4513,"MavenTier1FirstOffAtlasBossVictory2",[],"Special... mine.","[""Audio/Dialogue/NPC/Maven/Maven_13_B.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4514,"MavenTier1FirstOffAtlasBossVictory3",[],"Special! Mine!","[""Audio/Dialogue/NPC/Maven/Maven_13_C.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4515,"MavenTier1OffAtlasBossVictoryRandom",[],"Glee!","[""Audio/Dialogue/NPC/Maven/Maven_14_01_A.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4516,"MavenTier1OffAtlasBossVictory2",[],"Glee!","[""Audio/Dialogue/NPC/Maven/Maven_14_01_B.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4517,"MavenTier1OffAtlasBossVictory3",[],"Glee.","[""Audio/Dialogue/NPC/Maven/Maven_14_01_C.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4518,"MavenTier1OffAtlasBossVictory4",[],"Thrill.","[""Audio/Dialogue/NPC/Maven/Maven_14_02_A.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4519,"MavenTier1OffAtlasBossVictory5",[],"Thrill!","[""Audio/Dialogue/NPC/Maven/Maven_14_02_B.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4520,"MavenTier1OffAtlasBossVictory6",[],"Thrill!","[""Audio/Dialogue/NPC/Maven/Maven_14_02_C.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4521,"MavenTier1OffAtlasBossVictory7",[],"Mine now.","[""Audio/Dialogue/NPC/Maven/Maven_14_03_A.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4522,"MavenTier1OffAtlasBossVictory8",[],"Mine now!","[""Audio/Dialogue/NPC/Maven/Maven_14_03_B.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4523,"MavenTier1OffAtlasBossVictory9",[],"Mine now.","[""Audio/Dialogue/NPC/Maven/Maven_14_03_C.ogg""]",338,0,"","",338,0,0,0,1,[158],"",0,[],100
4524,"MavenTier1OffAtlasInvitationRandom",[],"Power, conflict.","[""Audio/Dialogue/NPC/Maven/Maven_15_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4525,"MavenTier1OffAtlasInvitation2",[],"Power! Conflict.","[""Audio/Dialogue/NPC/Maven/Maven_15_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4526,"MavenTier1OffAtlasInvitation3",[],"Power. Conflict?","[""Audio/Dialogue/NPC/Maven/Maven_15_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4527,"MavenTier1KitavaCommentRandom",[],"Hungry!","[""Audio/Dialogue/NPC/Maven/Maven_16_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4528,"MavenTier1KitavaComment2",[],"Hungry.","[""Audio/Dialogue/NPC/Maven/Maven_16_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4529,"MavenTier1ElderCommentRandom",[],"Terror!","[""Audio/Dialogue/NPC/Maven/Maven_17_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4530,"MavenTier1ElderComment2",[],"Terror!","[""Audio/Dialogue/NPC/Maven/Maven_17_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4531,"MavenTier1ShaperCommentRandom",[],"Not real!","[""Audio/Dialogue/NPC/Maven/Maven_18_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4532,"MavenTier1ShaperComment2",[],"Not real?","[""Audio/Dialogue/NPC/Maven/Maven_18_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4533,"MavenTier1ShaperComment3",[],"Not real.","[""Audio/Dialogue/NPC/Maven/Maven_18_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4534,"MavenTier1SirusCommentRandom",[],"Lost...","[""Audio/Dialogue/NPC/Maven/Maven_19_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4535,"MavenTier1SirusComment2",[],"Lost...","[""Audio/Dialogue/NPC/Maven/Maven_19_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4536,"MavenTier1SirusComment3",[],"Lost!","[""Audio/Dialogue/NPC/Maven/Maven_19_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4537,"MavenTier1GroupBossFightCommentRandom",[],"Many!","[""Audio/Dialogue/NPC/Maven/Maven_20_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4538,"MavenTier1GroupBossFightComment2",[],"Many.","[""Audio/Dialogue/NPC/Maven/Maven_20_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4539,"MavenTier1TrioFightCommentRandom",[],"Three.","[""Audio/Dialogue/NPC/Maven/Maven_21_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4540,"MavenTier1TrioFightComment2",[],"Three!","[""Audio/Dialogue/NPC/Maven/Maven_21_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4541,"MavenTier1TrioFightComment3",[],"Three!","[""Audio/Dialogue/NPC/Maven/Maven_21_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4542,"MavenTier1MerveilFightCommentRandom",[],"Song!","[""Audio/Dialogue/NPC/Maven/Maven_22_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4543,"MavenTier1MerveilFightComment2",[],"Song...","[""Audio/Dialogue/NPC/Maven/Maven_22_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4544,"MavenTier1WitnessPhaseTransitionRandom",[],"More.","[""Audio/Dialogue/NPC/Maven/Maven_23_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4545,"MavenTier1WitnessPhaseTransition2",[],"More!","[""Audio/Dialogue/NPC/Maven/Maven_23_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4546,"MavenTier1WitnessPhaseTransition3",[],"Change.","[""Audio/Dialogue/NPC/Maven/Maven_23_02_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4547,"MavenTier1WitnessPhaseTransition4",[],"Change!","[""Audio/Dialogue/NPC/Maven/Maven_23_02_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4548,"MavenTier1WitnessPhaseTransition5",[],"Adapt!","[""Audio/Dialogue/NPC/Maven/Maven_23_03_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4549,"MavenTier1WitnessPhaseTransition6",[],"Adapt?","[""Audio/Dialogue/NPC/Maven/Maven_23_03_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4550,"MavenTier1WitnessPhaseTransition7",[],"Yes!","[""Audio/Dialogue/NPC/Maven/Maven_23_04_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4551,"MavenTier1WitnessPhaseTransition8",[],"Yes!","[""Audio/Dialogue/NPC/Maven/Maven_23_04_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4552,"MavenTier1ObservingCombatGaspRandom",[],"","[""Audio/Dialogue/NPC/Maven/Maven_24_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4553,"MavenTier1ObservingCombatGasp2",[],"","[""Audio/Dialogue/NPC/Maven/Maven_24_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4554,"MavenTier1ObservingCombatGasp3",[],"","[""Audio/Dialogue/NPC/Maven/Maven_24_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4555,"MavenTier1IntroMultiBossArenaRandom",[],"Battle.","[""Audio/Dialogue/NPC/Maven/Maven_25_01_A.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4556,"MavenTier1IntroMultiBossArena2",[],"Battle!","[""Audio/Dialogue/NPC/Maven/Maven_25_01_B.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
4557,"MavenTier1IntroMultiBossArena3",[],"Battle!","[""Audio/Dialogue/NPC/Maven/Maven_25_01_C.ogg""]",338,0,"","",338,0,1,0,1,[158],"",0,[],100
