"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","i32","i32","i32","row","rid","rid","i32","[rid]","i32","rid","i32","rid","bool","i32","i32","i32"
131,250,14,"The Devourer",[2931],[2902],[3022],"","",3,"",3022,[9914],"","","",[],[],4119,[],4119,"","",0,"",-201326592,37,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
132,250,15,"The Grelwood",[2893],[2902],[3146],"","",3,"",3146,[9928],"","","",[],[],4119,[],4119,"","",0,"",872415232,38,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
133,250,16,"Finn",[2894],[],[3023],"","",3,"",3023,[9924],"","","",[],[],4119,[],4119,"","",0,"",1677721600,38,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
134,250,17,"Cemetery of the Eternals",[4701],[],[3029],"","",3,"",3029,[9929],"","","",[],[],4119,[],4119,"","",0,"",-1811939328,38,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
135,250,18,"The Hooded One",[2940],[],[3025],"","",3,"",3025,[9921],"","","",[],[],4119,[],4119,"","",0,"",-1006632960,38,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
136,250,19,"Agnar",[3455],[],[4861],"","",3,"",4861,[11832],"","","",[],[],4119,[],4119,"","",0,"",-201326592,38,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
137,250,20,"Ervig",[4722],[4663],[2884],"","",3,"",2884,[11849],"","","",[],[],4119,[],4119,"","",0,"",872415232,39,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
138,250,21,"Ervig",[4663],[],[2885],"","",3,"",2885,[11850],"","","",[],[],4119,[],4119,"","",0,"",1677721600,39,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
139,248,0,"The Hooded One",[],[2957],[3455],"",3455,3,"",3455,[11831],"","","",[],[],4119,[],4119,"","",0,"",-1811939328,39,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
140,248,1,"Gather the Runes",[],"[4694,0]",[3456],"triggerer.FinishNPCChat();",3456,6,"",3456,[11833],"Delay( 1, { PlayTextAudio( UnaTreeWillWaitHere, \""Metadata/NPC/Four_Act1/UnaTreeSummon\"" ); } );","","",[],[],4119,[],4119,"","",0,"",-1207959552,40,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
141,248,2,"Gather more Runes",[2947],[4694],[4693],"",4693,6,"",4693,[11834],"","","",[],[],4119,[],4119,"","",0,"",503316480,41,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
142,248,3,"Forge the Runes",[4694],[2948],[4695],"",4695,6,"",4695,[11835],"","","",[],[],4119,[],4119,"","",0,"",-2147483648,41,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
143,248,4,"The Wound",[2957],[],[4696],"",4696,6,"",4696,[11838],"","","",[],[],4119,[],4119,"","",0,"",-973078528,41,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
144,248,5,"The Red Vale",[],[],[3458],"","",3,"",3458,[9944],"","","",[],[],4119,[],4119,"","",0,"",33554432,42,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
145,248,6,"The Tree of Souls",[2948],"[2957,0]",[3452],"",3452,3,"",3452,[9940],"","","",[],[],4119,[],4119,"","",0,"",2013265920,42,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
146,248,7,"The Tree of Souls",[3450],[2957],[3452],"",3452,3,"",3452,[9941],"","","",[],[],4119,[],4119,"","",0,"",-1207959552,42,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
147,248,8,"The Tree of Souls",[],[],[4721],"","",3,"",4721,[11836],"","","",[],[],4119,[],4119,"","",0,"",-671088640,42,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
148,248,9,"Agnar",[3455],[],[4861],"","",3,"",4861,[11832],"","","",[],[],4119,[],4119,"","",0,"",134217728,43,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
149,247,0,"The Hooded One",[],[2957],[3455],"",3455,3,"",3455,[11831],"","","",[],[],4119,[],4119,"","",0,"",939524096,43,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
150,247,1,"Gather the Runes",[],"[4694,0]",[3456],"triggerer.FinishNPCChat();",3456,6,"",3456,[11833],"Delay( 1, { PlayTextAudio( UnaTreeWillWaitHere, \""Metadata/NPC/Four_Act1/UnaTreeSummon\"" ); } );","","",[],[],4119,[],4119,"","",0,"",2013265920,43,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
151,247,2,"Gather more Runes",[2947],[4694],[4693],"",4693,6,"",4693,[11834],"","","",[],[],4119,[],4119,"","",0,"",-1207959552,43,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
152,247,3,"Forge the Runes",[4694],[2948],[4695],"",4695,6,"",4695,[11835],"","","",[],[],4119,[],4119,"","",0,"",-134217728,43,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
153,247,4,"The Wound",[2957],[],[4696],"",4696,6,"",4696,[11838],"","","",[],[],4119,[],4119,"","",0,"",671088640,44,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
154,247,5,"The Red Vale",[],[],[3458],"","",3,"",3458,[9944],"","","",[],[],4119,[],4119,"","",0,"",1207959552,44,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
155,247,6,"The Tree of Souls",[2948],"[2957,0]",[3452],"",3452,3,"",3452,[9940],"","","",[],[],4119,[],4119,"","",0,"",-1744830464,44,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
156,247,7,"The Tree of Souls",[3450],[2957],[3452],"",3452,3,"",3452,[9941],"","","",[],[],4119,[],4119,"","",0,"",-671088640,44,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
157,247,8,"The Tree of Souls",[],[],[4721],"","",3,"",4721,[11836],"","","",[],[],4119,[],4119,"","",0,"",-134217728,44,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
158,247,9,"Shadowed Dreams",[],[2957],[4925],"","",3,"",4925,[9931],"","","",[],[],4119,[],4119,"","",0,"",1241513984,45,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
159,247,10,"Agnar",[3455],[],[4861],"","",3,"",4861,[11832],"","","",[],[],4119,[],4119,"","",0,"",2046820352,45,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
160,249,0,"Fey Spirits",[4701],[4714],[4714],"Delay( 2.0, {ForEachOfType( \""Metadata/QuestObjects/Four_Act1/GrimTangleRoots\"", (){ DirtyStateMachine(); } );});\r\nDirtyStateMachine();\r\ntriggerer.FinishNPCChat();\r\ntriggerer.Delay( 8.0, {SetQuestFlag(GrimTangleRootsUnblocked);});",4714,6,"",4714,[11840],"","","",[],[],4119,[],4119,"","",0,"",-1610612736,47,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
161,249,1,"Fey Spirits",[4714],[],[4714],"","",6,"",4714,[11841],"","","",[],[],4119,[],4119,"","",0,"",-805306368,47,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
162,249,2,"The Grim Tangle",[4701],[],[2887],"","",3,"",2887,[11847],"","","",[],[],4119,[],4119,"","",0,"",570425344,48,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
163,249,3,"Spirits of the Grelwood",[4714],[],[2886],"","",3,"",2886,[11848],"","","",[],[],4119,[],4119,"","",0,"",-2080374784,48,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
164,249,4,"Ervig",[4722],[4663],[2884],"","",3,"",2884,[11849],"","","",[],[],4119,[],4119,"","",0,"",-1006632960,48,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
165,249,5,"Ervig",[4663],[],[2885],"","",3,"",2885,[11850],"","","",[],[],4119,[],4119,"","",0,"",-201326592,48,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
166,254,0,"Introduction",[],[],[3004],"",3004,3,"",3004,"[10025,10021,10022,10023,10024]","","","",[],[],4119,[],4119,"","",0,"",1409286144,49,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
167,254,1,"Finn",[3036],[],[3010],"","",3,"",3010,[10041],"","","",[],[],4119,[],4119,"","",0,"",-2080374784,49,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
168,254,2,"Una",[3052],[],[3011],"","",3,"",3011,[10044],"","","",[],[],4119,[],4119,"","",0,"",-1107296256,49,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
169,254,3,"Renly",[3051],[],[3355],"","",3,"",3355,"[10050,10051]","","","",[],[],4119,[],4119,"","",0,"",-33554432,49,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
170,254,4,"Leitis",[3353],[],[3156],"","",3,"",3156,[10043],"","","",[],[],4119,[],4119,"","",0,"",771751936,50,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
171,254,5,"Clearfell",[],[2931],[3012],"","",3,"",3012,[10045],"","","",[],[],4119,[],4119,"","",0,"",1577058304,50,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
172,254,6,"The Hooded One",[2958],[],[3014],"","",3,"",3014,[10047],"","","",[],[],4119,[],4119,"","",0,"",-1912602624,50,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
173,254,7,"Home",[],[],[3015],"","",3,"",3015,[10049],"","","",[],[],4119,[],4119,"","",0,"",-1375731712,50,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
174,254,8,"Count Geonor",[2995],[],[3016],"",3016,3,"",3016,[10038],"","","",[],[],4119,[],4119,"","",0,"",-570425344,50,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
175,254,9,"The Red Vale",[2944],[],[3017],"","",3,"",3017,"[10029,10027]","","","",[],[],4119,[],4119,"","",0,"",503316480,51,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
176,254,10,"The Devourer",[2931],[],[3018],"","",3,"",3018,[10026],"","","",[],[],4119,[],4119,"","",0,"",1308622848,51,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
177,254,11,"Ominous Altars",[2900],[2987],[2987],"",2987,6,"",2987,[10034],"","","",[],[],4119,[],4119,"","",0,"",-1375731712,51,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
178,254,12,"Ominous Altars",[2990],[2992],[],"",2991,6,"",2991,[10035],"","","",[],[],4119,[],4119,"","",0,"",-570425344,51,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
179,254,13,"Ominous Altars Reward",[2991],[4791],[2962],"",2962,7,5,2962,[],"","","",[],[],4119,[],4119,"","",0,"",1006632960,52,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
180,254,14,"The Village",[2903],[],[3020],"",3020,3,"",3020,"[10037,10036]","","","",[],[],4119,[],4119,"","",0,"",2080374784,52,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
181,254,15,"Clearfell",[2931],[],[3013],"","",3,"",3013,[10026],"","","",[],[],4119,[],4119,"","",0,"",-1409286144,52,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
182,254,16,"Death of the Count",[3000],[3021],[3021],"",3021,3,"",3021,"[10040,10039]","","","",[],[],4119,[],4119,"","",0,"",-67108864,52,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
183,254,17,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-67108864,52,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
184,254,18,"Currency Exchange",[4621],[],[],"triggerer.SendOpenScreen( CurrencyExchangeWindow ); triggerer.FinishNPCChat();","",31,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-704643072,53,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
185,251,0,"Introduction",[],[],[3004],"",3004,3,"",3004,"[10025,10021,10022,10023,10024]","","","",[],[],4119,[],4119,"","",0,"",973078528,54,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
186,251,1,"Survival",[],[2931],[3012],"","",3,"",3012,[10045],"","","",[],[],4119,[],4119,"","",0,"",2113929216,54,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
187,251,2,"Renly",[3051],[],[3355],"","",3,"",3355,"[10050,10051]","","","",[],[],4119,[],4119,"","",0,"",-1107296256,54,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
188,251,3,"Survival",[2931],[2897],[3013],"","",3,"",3013,[10026],"","","",[],[],4119,[],4119,"","",0,"",-33554432,54,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
189,251,4,"Home",[2894],[],[3015],"","",3,"",3015,[10049],"","","",[],[],4119,[],4119,"","",0,"",771751936,55,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
190,251,5,"The Red Vale",[2944],[3007],[3017],"",3017,3,"",3017,"[10029,10027]","","","",[],[],4119,[],4119,"","",0,"",2113929216,55,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
191,251,6,"The Hooded One",[4696],[2896],[3014],"",3014,3,"",3014,[10047],"","","",[],[],4119,[],4119,"","",0,"",-1107296256,55,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
192,251,7,"Count Geonor",[2895],[],[1988],"","",3,"",1988,[10042],"","","",[],[],4119,[],4119,"","",0,"",-301989888,55,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
193,251,8,"Una",[2896],[],[3011],"","",3,"",3011,[10044],"","","",[],[],4119,[],4119,"","",0,"",503316480,56,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
194,251,9,"The Hooded One",[3053],[],[2069],"","",3,"",2069,[10048],"","","",[],[],4119,[],4119,"","",0,"",1308622848,56,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
195,251,10,"Finn",[2902],[],[3010],"","",3,"",3010,[10041],"","","",[],[],4119,[],4119,"","",0,"",2113929216,56,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
196,251,11,"The Village",[2903],[],[3020],"",3020,3,"",3020,"[10037,10036]","","","",[],[],4119,[],4119,"","",0,"",-1107296256,56,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
197,251,12,"Leitis",[3353],[],[3156],"","",3,"",3156,[10043],"","","",[],[],4119,[],4119,"","",0,"",-301989888,56,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
198,251,13,"Count Geonor",[2905],[3000],[3016],"",3016,3,"",3016,[10038],"","","",[],[],4119,[],4119,"","",0,"",771751936,57,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
199,251,14,"Death of the Count",[3000],[3021],[3021],"",3021,3,"",3021,"[10040,10039]","","","",[],[],4119,[],4119,"","",0,"",2113929216,57,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
200,251,15,"Ominous Altars",[2900],[2987],[2987],"",2987,6,"",2987,[10034],"","","",[],[],4119,[],4119,"","",0,"",-1107296256,57,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
201,251,16,"The King in the Mists",[2991],[],[2768],"",2768,6,"",2768,[10053],"","","",[],[],4119,[],4119,"","",0,"",469762048,58,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
202,251,17,"Ominous Altars Reward",[2768],[4791],[2962],"",2962,7,5,2962,[],"","","",[],[],4119,[],4119,"","",0,"",1275068416,58,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
203,251,18,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",1275068416,58,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
204,251,19,"Currency Exchange",[4621],[],[],"triggerer.SendOpenScreen( CurrencyExchangeWindow ); triggerer.FinishNPCChat();","",31,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",1610612736,58,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
205,251,20,"The Red Vale",[3007],[2902],[3017],"",3017,3,"",3017,"[10028,10030]","","","",[],[],4119,[],4119,"","",0,"",-1275068416,58,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
206,252,0,"Ominous Altars",[],[2987],"[4535,0]","triggerer.FinishNPCChat(); ",4535,6,"",4535,[10032],"","","",[],[],4119,[],4119,"","",0,"",771751936,59,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
207,252,1,"Ominous Altars",[2987],[],[3447],"triggerer.FinishNPCChat(); ",3447,6,"",3447,[10033],"","","",[],[],4119,[],4119,"","",0,"",1577058304,59,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
208,253,0,"Freythorn",[],[],[2767],"triggerer.FinishNPCChat(); ",2767,6,"",2767,[10052],"","","",[],[],4119,[],4119,"","",0,"",-1811939328,59,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
209,253,1,"The King in the Mists",[2991],[],[2768],"",2768,6,"",2768,[10053],"","","",[],[],4119,[],4119,"","",0,"",-1006632960,59,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
210,253,2,"Ominous Altars Reward",[2768],[4791],[2962],"",2962,7,5,2962,[],"","","",[],[],4119,[],4119,"","",0,"",-201326592,59,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
211,255,0,"Follow the Seed's trail",[3000],[],[],"triggerer.AreaTransitionTo(G2_1); triggerer.FinishNPCChat();","",6,"",72,[10595],"","","",[],[],4119,[],4119,"","",0,"",-1040187392,60,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
212,278,0,"Rescued",[3148],[],[3150],"",3150,6,"",3150,[11590],"","","",[],[],4119,[],4119,"","",0,"",67108864,61,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
213,278,1,"Return to Clearfell",[3150],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( ExecutionerFemaleNPCReturnToClearfell ); DirtyTransition();",3151,6,"",3151,[11591],"","","",[],[],4119,[],4119,"","",0,"",771751936,62,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
214,277,0,"",[],[],[2679],"",2679,3,"",2679,[11592],"","","",[],[],4119,[],4119,"","",0,"",1308622848,62,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
215,277,1,"The Trail of Corruption Reward",[3150],[2994],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( ExecutionerFemaleNPCIntroductionTown );",3152,7,6,3152,[],"","","",[],[],4119,[],4119,"","",0,"",1711276032,63,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
216,277,2,"Count Geonor",[],[3000],[2680],"",2680,6,"",2680,[11593],"","","",[],[],4119,[],4119,"","",0,"",-1778384896,63,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
217,277,3,"The Mad Wolf is Dead",[3000],[],[2681],"",2681,3,"",2681,[11594],"","","",[],[],4119,[],4119,"","",0,"",-234881024,63,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
218,277,4,"The Seed of Corruption",[],[],[2674],"","",3,"",2674,[11595],"","","",[],[],4119,[],4119,"","",0,"",1107296256,64,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
219,277,5,"Feeding the Beast",[2674],[],[2675],"","",3,"",2675,[11596],"","","",[],[],4119,[],4119,"","",0,"",-1744830464,64,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
220,277,6,"Digging",[2675],[],[2676],"","",3,"",2676,[11597],"","","",[],[],4119,[],4119,"","",0,"",-637534208,64,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
221,277,7,"The Manor",[],[],[2677],"","",3,"",2677,[11598],"","","",[],[],4119,[],4119,"","",0,"",268435456,65,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
222,277,8,"The Countess",[2677],[],[2678],"","",3,"",2678,[11599],"","","",[],[],4119,[],4119,"","",0,"",1543503872,65,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
223,264,0,"Proclamation",[],[],[3055],"",72,3,"",72,[10012],"","",1,[],[],4119,[],4119,1,"",0,"",-1744830464,65,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
224,266,0,"Notice of Criminality",[],[],[3057],"",72,3,"",72,[10013],"","",1,[],[],4119,[],4119,1,"",0,"",-436207616,65,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
225,267,0,"Vehement Sentencing",[],[],[3058],"",72,3,"",72,[10015],"","",1,[],[],4119,[],4119,1,"",0,"",805306368,66,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
226,268,0,"Rusted Grave",[],[],[3059],"",72,3,"",72,[],"","",1,[],[],4119,[],4119,1,"",0,"",1543503872,66,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
227,269,0,"The Way Out",[],[],[3060],"",72,3,"",72,[10125],"","",1,[],[],4119,[],4119,1,"",0,"",-1778384896,66,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
228,270,0,"The Way Out",[],[],[3061],"",72,3,"",72,[10126],"","",1,[],[],4119,[],4119,1,"",0,"",-1241513984,66,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
229,271,0,"The Way Out",[],[],[3062],"",72,3,"",72,[10127],"","",1,[],[],4119,[],4119,1,"",0,"",-704643072,66,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
230,272,0,"Mysterious Orders",[],[],[3063],"",72,3,"",72,[10010],"","",1,[],[],4119,[],4119,1,"",0,"",469762048,67,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
231,273,0,"Notice of Amnesty",[],[],[3064],"",72,3,"",72,[10016],"","",1,[],[],4119,[],4119,1,"",0,"",1644167168,67,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
232,274,0,"Fearful Letter",[],[],[3065],"",72,3,"",72,[10097],"","",1,[],[],4119,[],4119,1,"",0,"",-1577058304,67,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
233,280,0,"Paranoid Orders",[],[],[3066],"",72,3,"",72,[10017],"","",1,[],[],4119,[],4119,1,"",0,"",-469762048,67,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
234,281,0,"Unhinged Decree",[],[],[3067],"",72,3,"",72,[10011],"","",1,[],[],4119,[],4119,1,"",0,"",637534208,68,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
235,282,0,"Brutal Orders",[],[],[3068],"",72,3,"",72,[10014],"","",1,[],[],4119,[],4119,1,"",0,"",1677721600,68,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
236,286,0,"Psalm of Madness",[],[],[4536],"",72,3,"",72,[11584],"","",1,[],[],4119,[],4119,1,"",0,"",-1476395008,68,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
237,287,0,"Count's Journal",[],[],[3587],"triggerer.FinishNPCChat();",72,3,"",3587,[10571],"","","",[],[],4119,[],4119,"","",0,"",-369098752,68,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
238,288,0,"Torture Log",[],[],[3588],"triggerer.FinishNPCChat();",72,3,"",3588,[10572],"","","",[],[],4119,[],4119,"","",0,"",603979776,69,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
239,259,0,"Introduction",[],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( BitterGuyQuestReceived );",2964,3,"",2964,[10057],"","","",[],[],4119,[],4119,"","",0,"",-805306368,69,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
240,259,1,"Praetor Draven",[],[],[3073],"","",3,"",3073,[10065],"","","",[],[],4119,[],4119,"","",0,"",268435456,70,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
241,259,2,"Uprising",[3073],[],[3074],"","",3,"",3074,[10066],"","","",[],[],4119,[],4119,"","",0,"",1409286144,70,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
242,259,3,"Ogham",[],[],[3072],"","",3,"",3072,[10069],"","","",[],[],4119,[],4119,"","",0,"",1946157056,70,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
243,259,4,"Before Phaaryl",[3072],[],[4548],"","",3,"",4548,[10070],"","","",[],[],4119,[],4119,"","",0,"",-1006632960,70,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
244,259,5,"Isabel",[2974],[],[4549],"","",3,"",4549,[10059],"","","",[],[],4119,[],4119,"","",0,"",67108864,71,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
245,259,6,"Calum and Torcall",[2969],[],[4550],"","",3,"",4550,[10060],"","","",[],[],4119,[],4119,"","",0,"",1509949440,71,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
246,259,7,"Family Reunion",[2979],[2980],[],"DoAction( Transform  ); triggerer.FinishNPCChat(); SetInstanceLocalQuestFlag(BitterGuyTransformationConversationHad);",3110,6,"",72,[10061],"DisableHighlighting();","","",[],[],4119,[],4119,"","",0,"",-939524096,72,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
247,259,8,"Asinia, The Consort",[3073],[],[4926],"","",3,"",4926,[10072],"","","",[],[],4119,[],4119,"","",0,"",570425344,73,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
248,259,9,"Draven Defeated",[4704],[4703],[4929],"",4929,3,"",4929,[10073],"","","",[],[],4119,[],4119,"","",0,"",-2080374784,73,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
249,259,10,"Asinia Defeated",[4703],[4704],[4928],"",4928,3,"",4928,[10074],"","","",[],[],4119,[],4119,"","",0,"",-436207616,73,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
250,259,11,"The Gate","[4703,0]",[4927],[4927],"triggerer.FinishNPCChat();",4927,6,"",4927,[10075],"","","",[],[],4119,[],4119,"","",0,"",1241513984,74,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
251,259,12,"The Gate",[4927],[3103],[],"triggerer.FinishNPCChat();",3103,6,"",72,[10076],"","","",[],[],4119,[],4119,"","",0,"",2046820352,74,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
252,257,0,"Introduction",[],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( BitterGuyQuestReceived );",2964,3,"",2964,[10057],"","","",[],[],4119,[],4119,"","",0,"",-1979711488,74,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
253,257,1,"Praetor Draven",[],[],[3073],"","",3,"",3073,[10065],"","","",[],[],4119,[],4119,"","",0,"",-1442840576,74,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
254,257,2,"Uprising",[3073],[],[3074],"","",3,"",3074,[10066],"","","",[],[],4119,[],4119,"","",0,"",-637534208,74,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
255,257,3,"Ogham",[],[],[3072],"","",3,"",3072,[10069],"","","",[],[],4119,[],4119,"","",0,"",-100663296,74,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
256,257,4,"Before Phaaryl",[3072],[],[4548],"","",3,"",4548,[10070],"","","",[],[],4119,[],4119,"","",0,"",704643072,75,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
257,257,5,"Isabel",[2974],[],[4549],"","",3,"",4549,[10059],"","","",[],[],4119,[],4119,"","",0,"",1509949440,75,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
258,257,6,"Calum and Torcall",[2969],[],[4550],"","",3,"",4550,[10060],"","","",[],[],4119,[],4119,"","",0,"",-1979711488,75,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
