"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid","rid"
762,1226,"",5178,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
763,1227,"",5179,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
764,1228,"",5180,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
765,1229,"",5181,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
766,1230,"",5182,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
767,1233,"",5183,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
768,1234,"",5184,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
769,1235,"",5185,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
770,1236,"","",[346],[],[6601],"",[2],[37],"",[],"",[],[],[],[],"","",0,""
771,1237,"",5186,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
772,1238,"",5187,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
773,1239,"",5188,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
774,1240,"",5189,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
775,1241,"",5190,[],"[14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
776,1242,"",5191,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
777,1243,"",5192,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
778,1244,"",5193,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
779,1245,"",5194,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
780,1246,"",5195,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
781,1247,"",5196,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
782,1248,"",5197,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
783,1251,68,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
784,1252,69,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
785,1253,70,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
786,1412,"","",[318],[4],[],"",[6],[14],"",[],"",[],[],[],[],"","","",""
787,1413,"","",[318],[4],[],"",[7],[14],"",[],"",[],[],[],[],"","","",""
788,1414,"","",[318],[4],[],"",[8],[14],"",[],"",[],[],[],[],"","","",""
789,1415,"","",[318],[4],[],"",[9],[14],"",[],"",[],[],[],[],"","","",""
790,1416,"","",[318],[4],[],"",[10],[14],"",[],"",[],[],[],[],"","","",""
791,1417,"","",[318],[4],[],"",[11],[14],"",[],"",[],[],[],[],"","","",""
792,1418,"","",[318],[4],[],"",[12],[14],"",[],"",[],[],[],[],"","","",""
793,1419,"","",[318],[4],[],"",[13],[14],"",[],"",[],[],[],[],"","","",""
794,1420,"","",[318],[4],[],"",[14],[14],"",[],"",[],[],[],[],"","","",""
795,1421,"","",[318],[4],[],"",[15],[14],"",[],"",[],[],[],[],"","","",""
796,1422,"","",[318],[4],[],"",[16],[14],"",[],"",[],[],[],[],"","","",""
797,1423,"","",[318],[4],[],"",[17],[14],"",[],"",[],[],[],[],"","","",""
798,1424,"","",[318],[4],[],"",[18],[14],"",[],"",[],[],[],[],"","","",""
799,1425,"","",[318],[4],[],"",[19],[14],"",[],"",[],[],[],[],"","","",""
800,1426,"","",[318],[4],[],"",[20],[14],"",[],"",[],[],[],[],"","","",""
801,1427,"","",[318],[4],[],"",[21],[14],"",[],"",[],[],[],[],"","","",""
802,1428,"","",[318],[4],[],"",[22],[14],"",[],"",[],[],[],[],"","","",""
803,1429,"","",[318],[4],[],"",[23],[14],"",[],"",[],[],[],[],"","","",""
804,1430,"","",[318],[4],[],"",[24],[14],"",[],"",[],[],[],[],"","","",""
805,1431,"","",[318],[4],[],"",[25],[14],"",[],"",[],[],[],[],"","","",""
806,1432,"","",[318],[4],[],"",[26],[14],"",[],"",[],[],[],[],"","","",""
807,1433,"","",[318],[4],[],"",[27],[14],"",[],"",[],[],[],[],"","","",""
808,1434,"","",[318],[4],[],"",[28],[14],"",[],"",[],[],[],[],"","","",""
809,1435,"","",[318],[4],[],"",[29],[14],"",[],"",[],[],[],[],"","","",""
810,1436,"","",[318],[4],[],"",[30],[14],"",[],"",[],[],[],[],"","","",""
811,1437,"","",[318],[4],[],"",[31],[14],"",[],"",[],[],[],[],"","","",""
812,1438,"","",[318],[4],[],"",[32],[14],"",[],"",[],[],[],[],"","","",""
813,1439,"","",[318],[4],[],"",[33],[14],"",[],"",[],[],[],[],"","","",""
814,1440,"","",[318],[4],[],"",[34],[14],"",[],"",[],[],[],[],"","","",""
815,1441,"","",[318],[4],[],"",[35],[14],"",[],"",[],[],[],[],"","","",""
816,1442,"","",[318],[4],[],"",[36],[14],"",[],"",[],[],[],[],"","","",""
817,1443,"","",[318],[4],[],"",[37],[14],"",[],"",[],[],[],[],"","","",""
818,1444,"","",[318],[4],[],"",[38],[14],"",[],"",[],[],[],[],"","","",""
819,1445,"","",[318],[4],[],"",[39],[14],"",[],"",[],[],[],[],"","","",""
820,1446,"","",[318],[4],[],"",[40],[14],"",[],"",[],[],[],[],"","","",""
821,1447,"","",[318],[4],[],"",[41],[14],"",[],"",[],[],[],[],"","","",""
822,1448,"","",[318],[4],[],"",[42],[14],"",[],"",[],[],[],[],"","","",""
823,1449,"","",[318],[4],[],"",[43],[14],"",[],"",[],[],[],[],"","","",""
824,1450,"","",[318],[4],[],"",[44],[14],"",[],"",[],[],[],[],"","","",""
825,1451,"","",[318],[4],[],"",[45],[14],"",[],"",[],[],[],[],"","","",""
826,1452,"","",[318],[4],[],"",[46],[14],"",[],"",[],[],[],[],"","","",""
827,1453,"","",[318],[4],[],"",[47],[14],"",[],"",[],[],[],[],"","","",""
828,1454,"","",[318],[4],[],"",[48],[14],"",[],"",[],[],[],[],"","","",""
829,1455,"","",[318],[4],[],"",[49],[14],"",[],"",[],[],[],[],"","","",""
830,1456,"","",[318],[4],[],"",[50],[14],"",[],"",[],[],[],[],"","","",""
831,1457,"","",[318],[4],[],"",[51],[14],"",[],"",[],[],[],[],"","","",""
832,1458,"","",[318],[4],[],"",[52],[14],"",[],"",[],[],[],[],"","","",""
833,1459,"","",[318],[4],[],"",[53],[14],"",[],"",[],[],[],[],"","","",""
834,1460,"","",[318],[4],[],"",[54],[14],"",[],"",[],[],[],[],"","","",""
835,1461,"","",[318],[4],[],"",[55],[14],"",[],"",[],[],[],[],"","","",""
836,1462,"","",[318],[4],[],"",[56],[14],"",[],"",[],[],[],[],"","","",""
837,1463,"","",[318],[4],[],"",[57],[14],"",[],"",[],[],[],[],"","","",""
838,1464,"","",[318],[4],[],"",[58],[14],"",[],"",[],[],[],[],"","","",""
839,1465,"","",[318],[4],[],"",[59],[14],"",[],"",[],[],[],[],"","","",""
840,1466,"","",[318],[4],[],"",[60],[14],"",[],"",[],[],[],[],"","","",""
841,1467,"","",[318],[4],[],"",[61],[14],"",[],"",[],[],[],[],"","","",""
842,1468,"","",[318],[4],[],"",[62],[14],"",[],"",[],[],[],[],"","","",""
843,1469,"","",[318],[4],[],"",[63],[14],"",[],"",[],[],[],[],"","","",""
844,1470,"","",[318],[4],[],"",[64],[14],"",[],"",[],[],[],[],"","","",""
845,1471,"","",[318],[4],[],"",[65],[14],"",[],"",[],[],[],[],"","","",""
846,1472,"","",[318],[4],[],"",[66],[14],"",[],"",[],[],[],[],"","","",""
847,1473,"","",[318],[4],[],"",[67],[14],"",[],"",[],[],[],[],"","","",""
848,1474,"","",[318],[4],[],"",[68],[14],"",[],"",[],[],[],[],"","","",""
849,1475,"","",[318],[4],[],"",[69],[14],"",[],"",[],[],[],[],"","","",""
850,1476,"","",[318],[4],[],"",[70],[14],"",[],"",[],[],[],[],"","","",""
851,1477,"","",[318],[4],[],"",[71],[14],"",[],"",[],[],[],[],"","","",""
852,1478,"","",[318],[4],[],"",[72],[14],"",[],"",[],[],[],[],"","","",""
853,1479,"","",[318],[4],[],"",[73],[14],"",[],"",[],[],[],[],"","","",""
854,1480,"","",[318],[4],[],"",[74],[14],"",[],"",[],[],[],[],"","","",""
855,1481,"","",[318],[4],[],"",[75],[14],"",[],"",[],[],[],[],"","","",""
856,1482,"","",[318],[4],[],"",[94],[14],"",[],"",[],[],[],[],"","","",""
857,1483,"","",[318],[4],[],"",[95],[14],"",[],"",[],[],[],[],"","","",""
858,1484,"","",[318],[4],[],"",[96],[14],"",[],"",[],[],[],[],"","","",""
859,1485,"","",[318],[4],[],"",[97],[14],"",[],"",[],[],[],[],"","","",""
860,1486,"","",[318],[4],[],"",[98],[14],"",[],"",[],[],[],[],"","","",""
861,1487,"","",[318],[4],[],"",[99],[14],"",[],"",[],[],[],[],"","","",""
862,1488,"","",[318],[4],[],"",[100],[14],"",[],"",[],[],[],[],"","","",""
863,1489,"","",[318],[4],[],"",[101],[14],"",[],"",[],[],[],[],"","","",""
864,1490,"","",[318],[4],[],"",[102],[14],"",[],"",[],[],[],[],"","","",""
865,1491,"","",[318],[4],[],"",[103],[14],"",[],"",[],[],[],[],"","","",""
866,1492,"","",[318],[4],[],"",[104],[14],"",[],"",[],[],[],[],"","","",""
867,1493,"","",[318],[4],[],"",[105],[14],"",[],"",[],[],[],[],"","","",""
868,1494,"","",[318],[4],[],"",[106],[14],"",[],"",[],[],[],[],"","","",""
869,1495,"","",[318],[4],[],"",[107],[14],"",[],"",[],[],[],[],"","","",""
870,1496,"","",[318],[4],[],"",[108],[14],"",[],"",[],[],[],[],"","","",""
871,1497,"","",[318],[4],[],"",[109],[14],"",[],"",[],[],[],[],"","","",""
872,1498,"","",[318],[4],[],"",[110],[14],"",[],"",[],[],[],[],"","","",""
873,1499,"","",[318],[4],[],"",[111],[14],"",[],"",[],[],[],[],"","","",""
874,1500,"","",[318],[4],[],"",[112],[14],"",[],"",[],[],[],[],"","","",""
875,1501,"","",[318],[4],[],"",[113],[14],"",[],"",[],[],[],[],"","","",""
876,1502,"","",[318],[4],[],"",[114],[14],"",[],"",[],[],[],[],"","","",""
877,1503,"","",[318],[4],[],"",[115],[14],"",[],"",[],[],[],[],"","","",""
878,1504,"","",[318],[4],[],"",[116],[14],"",[],"",[],[],[],[],"","","",""
879,1505,"","",[318],[4],[],"",[117],[14],"",[],"",[],[],[],[],"","","",""
880,1506,"","",[318],[4],[],"",[118],[14],"",[],"",[],[],[],[],"","","",""
881,1507,"","",[318],[4],[],"",[119],[14],"",[],"",[],[],[],[],"","","",""
882,1508,"","",[318],[4],[],"",[120],[14],"",[],"",[],[],[],[],"","","",""
883,1509,"","",[318],[4],[],"",[121],[14],"",[],"",[],[],[],[],"","","",""
884,1510,"","",[318],[4],[],"",[122],[14],"",[],"",[],[],[],[],"","","",""
885,1511,"","",[318],[4],[],"",[123],[14],"",[],"",[],[],[],[],"","","",""
886,1512,"","",[318],[4],[],"",[124],[14],"",[],"",[],[],[],[],"","","",""
887,1513,"","",[318],[4],[],"",[125],[14],"",[],"",[],[],[],[],"","","",""
888,1514,"","",[318],[4],[],"",[126],[14],"",[],"",[],[],[],[],"","","",""
889,1515,"","",[318],[4],[],"",[127],[14],"",[],"",[],[],[],[],"","","",""
890,1516,"","",[318],[4],[],"",[128],[14],"",[],"",[],[],[],[],"","","",""
891,1517,"","",[318],[4],[],"",[129],[14],"",[],"",[],[],[],[],"","","",""
892,1518,"","",[318],[4],[],"",[130],[14],"",[],"",[],[],[],[],"","","",""
893,1519,"","",[318],[4],[],"",[131],[14],"",[],"",[],[],[],[],"","","",""
894,1520,"","",[318],[4],[],"",[132],[14],"",[],"",[],[],[],[],"","","",""
895,1521,"","",[318],[4],[],"",[133],[14],"",[],"",[],[],[],[],"","","",""
896,1522,"","",[318],[4],[],"",[134],[14],"",[],"",[],[],[],[],"","","",""
897,1523,"","",[318],[4],[],"",[135],[14],"",[],"",[],[],[],[],"","","",""
898,1524,"","",[318],[4],[],"",[136],[14],"",[],"",[],[],[],[],"","","",""
899,1525,"","",[318],[4],[],"",[137],[14],"",[],"",[],[],[],[],"","","",""
900,1526,"","",[318],[4],[],"",[138],[14],"",[],"",[],[],[],[],"","","",""
901,1527,"","",[318],[4],[],"",[139],[14],"",[],"",[],[],[],[],"","","",""
902,1528,"","",[318],[4],[],"",[140],[14],"",[],"",[],[],[],[],"","","",""
903,1529,"","",[318],[4],[],"",[141],[14],"",[],"",[],[],[],[],"","","",""
904,1530,"","",[318],[4],[],"",[142],[14],"",[],"",[],[],[],[],"","","",""
905,1531,"","",[318],[4],[],"",[143],[14],"",[],"",[],[],[],[],"","","",""
906,1532,"","",[318],[4],[],"",[144],[14],"",[],"",[],[],[],[],"","","",""
907,1533,"","",[318],[4],[],"",[145],[14],"",[],"",[],[],[],[],"","","",""
908,1534,"","",[318],[4],[],"",[146],[14],"",[],"",[],[],[],[],"","","",""
909,1535,"","",[318],[4],[],"",[147],[14],"",[],"",[],[],[],[],"","","",""
910,1536,"","",[318],[4],[],"",[148],[14],"",[],"",[],[],[],[],"","","",""
911,1537,"","",[318],[4],[],"",[149],[14],"",[],"",[],[],[],[],"","","",""
912,1538,"","",[318],[4],[],"",[150],[14],"",[],"",[],[],[],[],"","","",""
913,1539,"","",[318],[4],[],"",[151],[14],"",[],"",[],[],[],[],"","","",""
914,1540,"","",[318],[4],[],"",[152],[14],"",[],"",[],[],[],[],"","","",""
915,1541,"","",[318],[4],[],"",[153],[14],"",[],"",[],[],[],[],"","","",""
916,1542,"","",[318],[4],[],"",[154],[14],"",[],"",[],[],[],[],"","","",""
917,1543,"","",[318],[4],[],"",[155],[14],"",[],"",[],[],[],[],"","","",""
918,1544,"","",[318],[4],[],"",[156],[14],"",[],"",[],[],[],[],"","","",""
919,1545,"","",[318],[4],[],"",[157],[14],"",[],"",[],[],[],[],"","","",""
920,1546,"","",[318],[4],[],"",[158],[14],"",[],"",[],[],[],[],"","","",""
921,1547,"","",[318],[4],[],"",[159],[14],"",[],"",[],[],[],[],"","","",""
922,1548,"","",[318],[4],[],"",[160],[14],"",[],"",[],[],[],[],"","","",""
923,1549,"","",[318],[4],[],"",[161],[14],"",[],"",[],[],[],[],"","","",""
924,1550,"","",[318],[4],[],"",[162],[14],"",[],"",[],[],[],[],"","","",""
925,1551,"","",[318],[4],[],"",[163],[14],"",[],"",[],[],[],[],"","","",""
926,1552,"","",[318],[4],[],"",[188],[14],"",[],"",[],[],[],[],"","","",""
927,1553,"","",[318],[4],[],"",[189],[14],"",[],"",[],[],[],[],"","","",""
928,1554,"","",[318],[4],[],"",[190],[14],"",[],"",[],[],[],[],"","","",""
929,1555,"","",[318],[4],[],"",[191],[14],"",[],"",[],[],[],[],"","","",""
930,1556,"","",[318],[4],[],"",[192],[14],"",[],"",[],[],[],[],"","","",""
931,1557,"","",[318],[4],[],"",[193],[14],"",[],"",[],[],[],[],"","","",""
932,1558,"","",[318],[4],[],"",[194],[14],"",[],"",[],[],[],[],"","","",""
933,1559,"","","[346,1300]",[],[6788],"","[4,4]",[37],"",[],"",[],[],[],[],"","",0,""
934,1560,"",5198,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
935,1561,"",5199,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
936,1562,"",5200,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
937,1563,"",5201,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
938,1564,"",5202,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
939,1565,"",5203,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
940,1566,"",5204,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
941,1567,"",5205,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
942,1568,"",5206,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
943,1570,"",5207,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
944,1571,"",5208,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
945,1572,"",5209,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
946,1573,"",5210,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
947,1574,"",5211,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
948,1575,"",5212,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
949,1576,"",5213,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
950,1577,"",5216,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
951,1581,76,"",[1366],[23],[],"",[34],[13],"",[],"",[],[],[],[],"","","",""
952,1579,"",5214,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
953,1580,"",5215,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
954,1585,"",5217,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
955,1586,"",5218,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
956,1587,"",5219,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
957,1588,"",5220,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
958,1589,"",5221,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
959,1590,"",5222,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
960,1591,"",5223,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
961,1593,75,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
962,1594,"",5224,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
963,1595,"",5225,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
964,1596,"","",[1366],[23],[],"",[33],[13],"",[],"",[],[],[],[],"","","",""
965,1598,"","",[346],[],"[6837,6838,6839]","",[7],[37],"",[],"",[],[],[],[],"","",0,""
966,1578,71,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
967,1582,"","",[346],[],[6587],"",[-9],[37],"",[],"",[],[],[],[],"","",0,""
968,1583,"","",[346],[],"[6837,6838,6839]","",[6],[37],"",[],"",[],[],[],[],"","",0,""
969,1600,"",5227,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
970,1601,"",5228,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
971,1602,"",5229,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
972,1603,"",5230,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
973,1604,"",5231,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
974,1605,"",5232,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
975,1606,"",5233,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
976,1607,77,"",[1366],[23],[],"",[35],[13],"",[],"",[],[],[],[],"","","",""
977,1609,"",5234,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
978,1610,"",5235,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
979,1611,"","",[346],[],[6905],"",[4],[37],"",[],"",[],[],[],[],"","",0,""
980,1612,72,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
981,1613,73,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
982,1614,"",5236,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
983,1615,"",5237,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
984,1616,"",5238,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
985,1617,"",5239,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
986,1618,"",5240,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
987,1619,"",5241,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
988,1620,"",5242,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
989,1621,"","","[346,2673]",[],"[6822,7298]","","[3,4]",[37],"",[],"",[],[],[],[],"","",0,""
990,1622,74,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
991,1623,"",5243,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
992,1624,"",5244,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
993,1625,"",5245,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
994,1626,"",5246,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
995,1627,"",5247,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
996,1628,"",5248,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
997,1629,"",5249,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
998,1634,"",5250,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
999,1592,"",5226,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
1000,1597,"","","[346,1300,1723]",[],"[6670,6803]","","[1,3,2]",[37],"",[],"",[],[],[],[],"","",0,""
1001,1636,"",5251,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1002,1637,"",5252,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
1003,1638,"",5253,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1004,1639,"",5254,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1005,1640,"",5255,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1006,1641,"",5256,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1007,1642,"","",[346],[],[6650],"",[2],[37],"",[],"",[],[],[],[],"","",0,""
1008,1644,"",5257,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
1009,1645,"","",[346],[],[6588],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
1010,1646,"","",[1220],[],"[6719,6736,6721,6722,6728,6734,6729,6754,6876,7018,7014,7313]","",[10],[37],"",[],"",[],[],[],[],"","",1,""
1011,1647,"","","[346,1300,2673]",[],[6584],"","[3,1,4]",[37],"",[],"",[],[],[],[],"","",0,""
1012,1648,"","",[346],[],"[6589,7305]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
1013,1649,"","",[346],[],"[6589,7305]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
1014,1650,"","","[346,2673,9159]",[],[6606],"","[2,4,33]",[37],"",[],"",[],[],[],[],"","",0,""
1015,1651,"","",[346],[],[6601],"",[3],[37],"",[],"",[],[],[],[],"","",0,""
1016,1652,"",5258,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1017,1653,"",5259,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1018,1654,"",5260,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1019,1655,"",5261,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1020,1656,"",5262,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1021,1658,"","",[346],[],[6849],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
1022,1659,"",5263,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1023,1660,"",5264,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1024,1661,"",5265,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1025,1662,"",5266,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1026,1663,"",5267,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1027,1664,"","",[7767],[],"[6933,7020]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
1028,1665,"",5268,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1029,1666,"",5269,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1030,1667,"",5270,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1031,1668,"",5271,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1032,1669,"",5272,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1033,1670,"","",[7767],[],"[6933,7020]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
1034,1671,"",5273,[],[25],[],"",[],"[7,8,21]","",[],"",[],[],[],[],"","","",""
1035,1672,"",5274,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1036,1673,"",5275,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1037,1675,"",5276,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1038,1676,"",5277,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1039,1677,79,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
1040,1681,"",5279,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
1041,1682,80,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
1042,1686,"",5278,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1043,1687,"",5280,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1044,1688,"",5281,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1045,1689,"",5282,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1046,1690,"",5283,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1047,1696,"",5289,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1048,1697,"",5290,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1049,1698,"",5291,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1050,1699,"",5292,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1051,1700,"",5293,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1052,1701,"",5294,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1053,1702,"",5295,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1054,1703,"",5296,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
1055,1704,"","",[346],[],[6862],"",[5],[37],"",[],"",[],[],[],[],"","",0,""
1056,1705,"","",[346],[],"[6837,6838,6839]","",[8],[37],"",[],"",[],[],[],[],"","",0,""
1057,1707,"",5297,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
1058,1708,"","",[1366],[23],[],"",[36],[13],"",[],"",[],[],[],[],"","","",""
1059,1709,"",5298,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
1060,1710,"",5299,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
