"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","HASH32","DropLevel","Monster_ModsKeys","EssenceTypeKey","Level","[i32]","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","MemoryLines","[i32]","Level2"
77,158,"","","","","","","","","","","","","",3059,3059,3071,3599,3071,9501,"","",7878,-2058874949,[68],"[12872,12888]",13,5,[673],4044,"","","","",6718,"",6718,6718,9501,3071,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,4044,12768,0,3599,3059,3071,"",7878,"",1,[12880],[37],[68]
78,159,"","","","","","","","","","","","","",3060,3060,3072,3600,3072,9502,"","",7879,-697952158,"[73,77]","[12873,12889]",13,6,"[135,269]",4045,"","","","",6719,"",6719,6719,9502,3072,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,4045,12769,0,3600,3060,3072,"",7879,"","",[12881],[0],[]
79,160,"","","","","","","","","","","","","",3069,3069,3073,3601,3073,9503,"","",7880,-417900903,[],"[12874,12890]",13,7,[0],4046,"","","","",6720,"",6720,6720,9503,3073,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,12770,0,3601,3069,3073,"",7880,"","",[12882],[0],[]
80,161,"","","","","","","","","","","","","",180,"","","","","","","","",-2072698540,[48],"[12871,12893,12887]",14,4,[612],"","",9053,9057,"",180,"",180,180,180,180,9057,9053,9057,9057,9057,9057,9053,9053,9053,9053,9053,9053,9053,12824,75,180,180,180,180,180,180,"","[12879,12893]",[553],[48]
81,162,"","","","","","","","","","","","","",181,"","","","","","","","",-19953861,[68],"[12872,12893,12888]",14,5,[673],"","",9054,9058,"",181,"",181,181,181,181,9058,9054,9058,9058,9058,9058,9054,9054,9054,9054,9054,9054,9054,12825,0,181,181,181,181,181,181,1,"[12880,12893]",[37],[68]
82,163,"","","","","","","","","","","","","",183,"","","","","","","","",-1542366365,"[73,77]","[12873,12893,12889]",14,6,"[135,269]","","",9055,9059,"",183,"",183,183,183,183,9059,9055,9059,9059,9059,9059,9055,9055,9055,9055,9055,9055,9055,12826,0,183,183,183,183,183,183,"","[12881,12893]",[0],[]
83,164,"","","","","","","","","","","","","",186,"","","","","","","","",473094408,[],"[12874,12893,12890]",14,7,[0],"","",9056,9060,"",186,"",186,186,186,186,9060,9056,9060,9060,9060,9060,9056,9056,9056,9056,9056,9056,9056,12827,0,186,186,186,186,186,186,"","[12882,12893]",[0],[]
84,165,"","","","","","","","","","","","","",2849,2642,2642,20742,2840,2203,9981,21611,3573,-355385139,[48],"[12871,12887]",15,4,[612],"",2729,"","","",3573,2733,21611,9981,2203,2840,2733,2733,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729,12763,75,20742,2642,2642,"",3573,"","",[12879],[553],[48]
85,166,"","","","","","","","","","","","","",2850,2643,2643,20743,2842,2204,9982,21612,3574,839378797,[68],"[12872,12888]",15,5,[673],"",2730,"","","",3574,2734,21612,9982,2204,2842,2734,2734,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730,12764,0,20743,2643,2643,"",3574,"",1,[12880],[37],[68]
86,167,"","","","","","","","","","","","","",2851,2645,2661,20744,2843,2205,9983,21613,3575,-1822562206,"[73,77]","[12873,12889]",15,6,"[135,269]","",2731,"","","",3575,2735,21613,9983,2205,2843,2735,2735,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,12765,0,20744,2645,2661,"",3575,"","",[12881],[0],[]
87,168,"","","","","","","","","","","","","",2852,2646,2662,20745,2844,2207,9984,21614,3576,1492393166,[],"[12874,12890]",15,7,[0],"",2732,"","","",3576,2736,21614,9984,2207,2844,2736,2736,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,12766,0,20745,2646,2662,"",3576,"","",[12882],[0],[]
88,169,"","","","","","","","","","","","","",2547,"","",4783,"","","","",2985,-760080401,[68],"[12872,12888]",16,5,[586],"","",2647,2655,"",557,"",557,557,557,557,2655,2647,2655,2655,2655,2655,2647,2647,2647,2647,2647,2647,2647,12732,0,4783,2985,2985,2985,2985,"",1,[12880],[32],[68]
89,170,"","","","","","","","","","","","","",2548,"","",4784,"","","","",2986,557934500,"[73,77]","[12873,12889]",16,6,"[117,234]","","",2648,2656,"",559,"",559,559,559,559,2656,2648,2656,2656,2656,2656,2648,2648,2648,2648,2648,2648,2648,12733,0,4784,2986,2986,2986,2986,"","",[12881],[0],[]
90,171,"","","","","","","","","","","","","",2549,"","",4785,"","","","",2987,-1973061961,[],"[12874,12890]",16,7,[0],"","",2649,2657,"",562,"",562,562,562,562,2657,2649,2657,2657,2657,2657,2649,2649,2649,2649,2649,2649,2649,12734,0,4785,2987,2987,2987,2987,"","",[12882],[0],[]
91,172,"","","","","","","","","","","",3638,4371,3638,2011,2109,2105,"","",2134,2139,2145,2086905859,[68],"[12872,12888]",17,5,[586],"","",24133,"",24136,2142,"",2139,2134,2142,2142,4371,3638,24136,24136,24136,24136,24133,24133,24133,24133,24133,24133,24133,12802,0,2105,2011,2109,"",2145,"",1,[12880],[32],[68]
92,173,"","","","","","","","","","","",3639,4372,3639,2014,2110,2106,"","",2136,2140,2146,330229883,"[73,77]","[12873,12889]",17,6,"[117,234]","","",24134,"",24137,2143,"",2140,2136,2143,2143,4372,3639,24137,24137,24137,24137,24134,24134,24134,24134,24134,24134,24134,12803,0,2106,2014,2110,"",2146,"","",[12881],[0],[]
93,174,"","","","","","","","","","","",3640,4372,3640,2015,2111,2108,"","",2138,2141,2147,1669260288,[],"[12874,12890]",17,7,[0],"","",24135,"",24138,2144,"",2141,2138,2144,2144,4372,3640,24138,24138,24138,24138,24135,24135,24135,24135,24135,24135,24135,12804,0,2108,2015,2111,"",2147,"","",[12882],[0],[]
94,175,"","","","","","","","","","","","","",3533,3533,3543,3034,"","",10001,"",3621,122642368,[68],"[12872,12888]",18,5,[586],3621,"","","","",9998,"",9998,10001,9998,9998,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,3621,12771,0,3034,3533,3543,"",3621,"",1,[12880],[32],[68]
95,176,"","","","","","","","","","","","","",3534,3534,3544,3035,"","",10002,"",3622,-1016206409,"[73,77]","[12873,12889]",18,6,"[117,234]",3622,"","","","",9999,"",9999,10002,9999,9999,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,3622,12772,0,3035,3534,3544,"",3622,"","",[12881],[0],[]
96,177,"","","","","","","","","","","","","",3542,3542,3545,3036,"","",10003,"",3623,1247641969,[],"[12874,12890]",18,7,[0],3623,"","","","",10000,"",10000,10003,10000,10000,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,3623,12773,0,3036,3542,3545,"",3623,"","",[12882],[0],[]
97,178,"","","","","","","","","","","","","",12586,"","",3378,"","","","","",-1691201624,[68],"[12872,3873,12888]",19,5,[586],"","",10103,10107,"",3378,"",3378,3378,3378,3378,10107,10103,10107,10107,10107,10107,10103,10103,10103,10103,10103,10103,10103,12760,0,3378,8536,8536,8536,3378,"",1,"[12880,3873]",[32],[68]
98,179,"","","","","","","","","","","","","",12587,"","",3379,"","","","","",-718463325,"[73,77]","[12873,3873,12889]",19,6,"[117,234]","","",10104,10108,"",3379,"",3379,3379,3379,3379,10108,10104,10108,10108,10108,10108,10104,10104,10104,10104,10104,10104,10104,12761,0,3379,8537,8537,8537,3379,"","","[12881,3873]",[0],[]
99,180,"","","","","","","","","","","","","",12588,"","",3380,"","","","","",692127728,[],"[12874,3873,12890]",19,7,[0],"","",10105,10109,"",3380,"",3380,3380,3380,3380,10109,10105,10109,10109,10109,10109,10105,10105,10105,10105,10105,10105,10105,12762,0,3380,8538,8538,8538,3380,"","","[12882,3873]",[0],[]
100,181,"","","","","","","","","","","","","",12852,8546,12851,12895,12841,12847,12923,12867,12865,-306989797,[],"[12875,12891]",20,8,[0],12914,"","","","","","",12867,12923,12847,12841,12914,12914,12914,12914,12914,12914,12914,12914,12914,12914,12914,12914,12914,12830,0,12895,8546,12851,"",12865,"","",[12883],[0],[]
101,182,"","","","","","","","","","","","","",10353,12901,12897,12862,12843,12935,12925,12844,12898,-1454947071,[],"[12875,12922,12891]",21,8,[0],12921,"","","","","","",12844,12925,12935,12843,12921,12921,12921,12921,12921,12921,12921,12921,12921,12921,12921,12921,12921,12831,0,12862,12901,12897,"",12898,"","","[12883,12922]",[0],[]
102,183,"","","","","","","","","","","","","",12864,12903,12863,12904,12860,12846,12850,12845,12899,-2010504687,[],"[12875,12835,12891]",22,8,[0],12910,"","","","","","",12845,12850,12846,12860,12910,12910,12910,12910,12910,12910,12910,12910,12910,12910,12910,12910,12910,12832,0,12904,12903,12863,"",12899,"","","[12883,12835]",[0],[]
103,184,"","","","","","","","","","","","","",12930,12932,18479,7562,12926,12310,12858,12913,12927,-1499847665,[],"[12875,12796,12933,12891]",23,8,[0],12931,"","","","","","",12913,12858,12310,12926,12931,12931,12931,12931,12931,12931,12931,12931,12931,12931,12931,12931,12931,12833,0,7562,12932,18479,"",12927,"","","[12883,12796,12933]",[0],[]
104,185,"","","","","","","","","","","","","","","","","","","","","","",411361590,[32],"[12916,12917,12918]",24,0,[0],"","","","","","","","","","","","","","","","","","","","","","","","",12737,0,"","","","","","","","[12916,12917,12918]",[0],[32]
