"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool","[i32]","[i32]","bool"
220,10878,[],[34],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,69]","[59,19,25]","","",[1000],[0],""
221,10879,[],[321],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,70]","[60,78]","","",[1000],[0],""
222,10880,[],[634],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,42]","[61,41]","","",[1000],[0],""
223,10881,[],[319],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,71]","[62,20,26]","","",[1000],[0],""
224,10882,[],[636],[0],[],[],[],"",0,"","",[],"",[318],[3000],"[52,72]","[63,79,16]","","",[1000],[0],""
225,10883,[],[324],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,37]","[43,22]","","",[1000],[0],""
226,10884,[],[633],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,64]","[44,73]","","",[1000],[0],""
227,10885,[],[313],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,27]","[45,10]","","",[1000],[0],""
228,10886,[],[320],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,65]","[46,74]","","",[1000],[0],""
229,10887,[],[323],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,36]","[47,21]","","",[1000],[0],""
230,10888,[],[311],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,30]","[48,13]","","",[1000],[0],""
231,10889,[],[316],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,32]","[49,17]","","",[1000],[0],""
232,10890,[],[27],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,66]","[50,75]","","",[1000],[0],""
233,10891,[],[309],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,28]","[51,11]","","",[1000],[0],""
234,10892,[],[318],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,34]","[52,15]","","",[1000],[0],""
235,10893,[],[632],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,67]","[54,76]","","",[1000],[0],""
236,10894,[],[640],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,68]","[55,77]","","",[1000],[0],""
237,10895,[],[625],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,40]","[56,39]","","",[1000],[0],""
238,10896,[],[310],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,29]","[57,12]","","",[1000],[0],""
239,10897,[],[312],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,31]","[58,14]","","",[1000],[0],""
240,10898,[],[34],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,69]","[59,19,25]","","",[1000],[0],""
241,10899,[],[321],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,70]","[60,78]","","",[1000],[0],""
242,10900,[],[634],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,42]","[61,41]","","",[1000],[0],""
243,10901,[],[319],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,71]","[62,20,26]","","",[1000],[0],""
244,10902,[],[636],[0],[],[],[],"",0,"","",[],"",[317],[3000],"[53,72]","[63,79,16]","","",[1000],[0],""
245,10903,[],[324],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,37]","[43,22]","","",[1000],[0],""
246,10904,[],[633],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,64]","[44,73]","","",[1000],[0],""
247,10905,[],[313],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,27]","[45,10]","","",[1000],[0],""
248,10906,[],[320],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,65]","[46,74]","","",[1000],[0],""
249,10907,[],[323],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,36]","[47,21]","","",[1000],[0],""
250,10908,[],[311],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,30]","[48,13]","","",[1000],[0],""
251,10909,[],[316],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,32]","[49,17]","","",[1000],[0],""
252,10910,[],[27],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,66]","[50,75]","","",[1000],[0],""
253,10911,[],[309],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,28]","[51,11]","","",[1000],[0],""
254,10912,[],[318],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,34]","[52,15]","","",[1000],[0],""
255,10913,[],[317],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,33]","[53,18]","","",[1000],[0],""
256,10914,[],[640],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,68]","[55,77]","","",[1000],[0],""
257,10915,[],[625],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,40]","[56,39]","","",[1000],[0],""
258,10916,[],[310],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,29]","[57,12]","","",[1000],[0],""
259,10917,[],[312],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,31]","[58,14]","","",[1000],[0],""
260,10918,[],[34],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,69]","[59,19,25]","","",[1000],[0],""
261,10919,[],[321],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,70]","[60,78]","","",[1000],[0],""
262,10920,[],[634],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,42]","[61,41]","","",[1000],[0],""
263,10921,[],[319],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,71]","[62,20,26]","","",[1000],[0],""
264,10922,[],[636],[0],[],[],[],"",0,"","",[],"",[632],[3000],"[54,72]","[63,79,16]","","",[1000],[0],""
265,10923,[],[324],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,37]","[43,22]","","",[1000],[0],""
266,10924,[],[633],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,64]","[44,73]","","",[1000],[0],""
267,10925,[],[313],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,27]","[45,10]","","",[1000],[0],""
268,10926,[],[320],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,65]","[46,74]","","",[1000],[0],""
269,10927,[],[323],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,36]","[47,21]","","",[1000],[0],""
270,10928,[],[311],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,30]","[48,13]","","",[1000],[0],""
271,10929,[],[316],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,32]","[49,17]","","",[1000],[0],""
272,10930,[],[27],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,66]","[50,75]","","",[1000],[0],""
273,10931,[],[309],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,28]","[51,11]","","",[1000],[0],""
274,10932,[],[318],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,34]","[52,15]","","",[1000],[0],""
275,10933,[],[317],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,33]","[53,18]","","",[1000],[0],""
276,10934,[],[632],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,67]","[54,76]","","",[1000],[0],""
277,10935,[],[625],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,40]","[56,39]","","",[1000],[0],""
278,10936,[],[310],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,29]","[57,12]","","",[1000],[0],""
279,10937,[],[312],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,31]","[58,14]","","",[1000],[0],""
280,10938,[],[34],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,69]","[59,19,25]","","",[1000],[0],""
281,10939,[],[321],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,70]","[60,78]","","",[1000],[0],""
282,10940,[],[634],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,42]","[61,41]","","",[1000],[0],""
283,10941,[],[319],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,71]","[62,20,26]","","",[1000],[0],""
284,10942,[],[636],[0],[],[],[],"",0,"","",[],"",[640],[3000],"[55,72]","[63,79,16]","","",[1000],[0],""
285,10943,[],[324],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,37]","[43,22]","","",[1000],[0],""
286,10944,[],[633],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,64]","[44,73]","","",[1000],[0],""
287,10945,[],[313],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,27]","[45,10]","","",[1000],[0],""
288,10946,[],[320],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,65]","[46,74]","","",[1000],[0],""
289,10947,[],[323],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,36]","[47,21]","","",[1000],[0],""
290,10948,[],[311],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,30]","[48,13]","","",[1000],[0],""
291,10949,[],[316],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,32]","[49,17]","","",[1000],[0],""
292,10950,[],[27],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,66]","[50,75]","","",[1000],[0],""
293,10951,[],[309],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,28]","[51,11]","","",[1000],[0],""
294,10952,[],[318],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,34]","[52,15]","","",[1000],[0],""
295,10953,[],[317],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,33]","[53,18]","","",[1000],[0],""
296,10954,[],[632],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,67]","[54,76]","","",[1000],[0],""
297,10955,[],[640],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,68]","[55,77]","","",[1000],[0],""
298,10956,[],[310],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,29]","[57,12]","","",[1000],[0],""
299,10957,[],[312],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,31]","[58,14]","","",[1000],[0],""
300,10958,[],[34],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,69]","[59,19,25]","","",[1000],[0],""
301,10959,[],[321],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,70]","[60,78]","","",[1000],[0],""
302,10960,[],[634],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,42]","[61,41]","","",[1000],[0],""
303,10961,[],[319],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,71]","[62,20,26]","","",[1000],[0],""
304,10962,[],[636],[0],[],[],[],"",0,"","",[],"",[625],[3000],"[56,72]","[63,79,16]","","",[1000],[0],""
305,10963,[],[324],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,37]","[43,22]","","",[1000],[0],""
306,10964,[],[633],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,64]","[44,73]","","",[1000],[0],""
307,10965,[],[313],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,27]","[45,10]","","",[1000],[0],""
308,10966,[],[320],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,65]","[46,74]","","",[1000],[0],""
309,10967,[],[323],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,36]","[47,21]","","",[1000],[0],""
310,10968,[],[311],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,30]","[48,13]","","",[1000],[0],""
311,10969,[],[316],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,32]","[49,17]","","",[1000],[0],""
312,10970,[],[27],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,66]","[50,75]","","",[1000],[0],""
313,10971,[],[309],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,28]","[51,11]","","",[1000],[0],""
314,10972,[],[318],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,34]","[52,15]","","",[1000],[0],""
315,10973,[],[317],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,33]","[53,18]","","",[1000],[0],""
316,10974,[],[632],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,67]","[54,76]","","",[1000],[0],""
317,10975,[],[640],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,68]","[55,77]","","",[1000],[0],""
318,10976,[],[625],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,40]","[56,39]","","",[1000],[0],""
319,10977,[],[312],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,31]","[58,14]","","",[1000],[0],""
320,10978,[],[34],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,69]","[59,19,25]","","",[1000],[0],""
321,10979,[],[321],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,70]","[60,78]","","",[1000],[0],""
322,10980,[],[634],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,42]","[61,41]","","",[1000],[0],""
323,10981,[],[319],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,71]","[62,20,26]","","",[1000],[0],""
324,10982,[],[636],[0],[],[],[],"",0,"","",[],"",[310],[3000],"[57,72]","[63,79,16]","","",[1000],[0],""
325,10983,[],[324],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,37]","[43,22]","","",[1000],[0],""
326,10984,[],[633],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,64]","[44,73]","","",[1000],[0],""
327,10985,[],[313],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,27]","[45,10]","","",[1000],[0],""
328,10986,[],[320],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,65]","[46,74]","","",[1000],[0],""
329,10987,[],[323],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,36]","[47,21]","","",[1000],[0],""
330,10988,[],[311],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,30]","[48,13]","","",[1000],[0],""
331,10989,[],[316],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,32]","[49,17]","","",[1000],[0],""
332,10990,[],[27],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,66]","[50,75]","","",[1000],[0],""
333,10991,[],[309],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,28]","[51,11]","","",[1000],[0],""
334,10992,[],[318],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,34]","[52,15]","","",[1000],[0],""
335,10993,[],[317],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,33]","[53,18]","","",[1000],[0],""
336,10994,[],[632],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,67]","[54,76]","","",[1000],[0],""
337,10995,[],[640],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,68]","[55,77]","","",[1000],[0],""
338,10996,[],[625],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,40]","[56,39]","","",[1000],[0],""
339,10997,[],[310],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,29]","[57,12]","","",[1000],[0],""
340,10998,[],[34],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,69]","[59,19,25]","","",[1000],[0],""
341,10999,[],[321],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,70]","[60,78]","","",[1000],[0],""
342,11000,[],[634],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,42]","[61,41]","","",[1000],[0],""
343,11001,[],[319],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,71]","[62,20,26]","","",[1000],[0],""
344,11002,[],[636],[0],[],[],[],"",0,"","",[],"",[312],[3000],"[58,72]","[63,79,16]","","",[1000],[0],""
345,11003,[],[324],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,37]","[43,22]","","",[1000],[0],""
346,11004,[],[633],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,64]","[44,73]","","",[1000],[0],""
347,11005,[],[313],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,27]","[45,10]","","",[1000],[0],""
348,11006,[],[320],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,65]","[46,74]","","",[1000],[0],""
349,11007,[],[323],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,36]","[47,21]","","",[1000],[0],""
350,11008,[],[311],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,30]","[48,13]","","",[1000],[0],""
351,11009,[],[316],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,32]","[49,17]","","",[1000],[0],""
352,11010,[],[27],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,66]","[50,75]","","",[1000],[0],""
353,11011,[],[309],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,28]","[51,11]","","",[1000],[0],""
354,11012,[],[318],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,34]","[52,15]","","",[1000],[0],""
355,11013,[],[317],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,33]","[53,18]","","",[1000],[0],""
356,11014,[],[632],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,67]","[54,76]","","",[1000],[0],""
357,11015,[],[640],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,68]","[55,77]","","",[1000],[0],""
358,11016,[],[625],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,40]","[56,39]","","",[1000],[0],""
359,11017,[],[310],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,29]","[57,12]","","",[1000],[0],""
360,11018,[],[312],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,31]","[58,14]","","",[1000],[0],""
361,11019,[],[321],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,70]","[60,78]","","",[1000],[0],""
362,11020,[],[634],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,42]","[61,41]","","",[1000],[0],""
363,11021,[],[319],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,71]","[62,20,26]","","",[1000],[0],""
364,11022,[],[636],[0],[],[],[],"",0,"","",[],"",[34],[3000],"[59,72]","[63,79,16]","","",[1000],[0],""
365,11023,[],[324],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,37]","[43,22]","","",[1000],[0],""
366,11024,[],[633],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,64]","[44,73]","","",[1000],[0],""
367,11025,[],[313],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,27]","[45,10]","","",[1000],[0],""
368,11026,[],[320],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,65]","[46,74]","","",[1000],[0],""
369,11027,[],[323],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,36]","[47,21]","","",[1000],[0],""
370,11028,[],[311],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,30]","[48,13]","","",[1000],[0],""
371,11029,[],[316],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,32]","[49,17]","","",[1000],[0],""
372,11030,[],[27],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,66]","[50,75]","","",[1000],[0],""
373,11031,[],[309],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,28]","[51,11]","","",[1000],[0],""
374,11032,[],[318],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,34]","[52,15]","","",[1000],[0],""
375,11033,[],[317],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,33]","[53,18]","","",[1000],[0],""
376,11034,[],[632],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,67]","[54,76]","","",[1000],[0],""
377,11035,[],[640],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,68]","[55,77]","","",[1000],[0],""
378,11036,[],[625],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,40]","[56,39]","","",[1000],[0],""
379,11037,[],[310],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,29]","[57,12]","","",[1000],[0],""
380,11038,[],[312],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,31]","[58,14]","","",[1000],[0],""
381,11039,[],[34],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,69]","[59,19,25]","","",[1000],[0],""
382,11040,[],[634],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,42]","[61,41]","","",[1000],[0],""
383,11041,[],[319],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,71]","[62,20,26]","","",[1000],[0],""
384,11042,[],[636],[0],[],[],[],"",0,"","",[],"",[321],[3000],"[60,72]","[63,79,16]","","",[1000],[0],""
385,11043,[],[324],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,37]","[43,22]","","",[1000],[0],""
386,11044,[],[633],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,64]","[44,73]","","",[1000],[0],""
387,11045,[],[313],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,27]","[45,10]","","",[1000],[0],""
388,11046,[],[320],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,65]","[46,74]","","",[1000],[0],""
389,11047,[],[323],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,36]","[47,21]","","",[1000],[0],""
390,11048,[],[311],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,30]","[48,13]","","",[1000],[0],""
391,11049,[],[316],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,32]","[49,17]","","",[1000],[0],""
392,11050,[],[27],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,66]","[50,75]","","",[1000],[0],""
393,11051,[],[309],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,28]","[51,11]","","",[1000],[0],""
394,11052,[],[318],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,34]","[52,15]","","",[1000],[0],""
395,11053,[],[317],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,33]","[53,18]","","",[1000],[0],""
396,11054,[],[632],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,67]","[54,76]","","",[1000],[0],""
397,11055,[],[640],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,68]","[55,77]","","",[1000],[0],""
398,11056,[],[625],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,40]","[56,39]","","",[1000],[0],""
399,11057,[],[310],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,29]","[57,12]","","",[1000],[0],""
400,11058,[],[312],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,31]","[58,14]","","",[1000],[0],""
401,11059,[],[34],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,69]","[59,19,25]","","",[1000],[0],""
402,11060,[],[321],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,70]","[60,78]","","",[1000],[0],""
403,11061,[],[319],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,71]","[62,20,26]","","",[1000],[0],""
404,11062,[],[636],[0],[],[],[],"",0,"","",[],"",[634],[3000],"[61,72]","[63,79,16]","","",[1000],[0],""
405,11063,[],[324],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,37]","[43,22]","","",[1000],[0],""
406,11064,[],[633],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,64]","[44,73]","","",[1000],[0],""
407,11065,[],[313],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,27]","[45,10]","","",[1000],[0],""
408,11066,[],[320],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,65]","[46,74]","","",[1000],[0],""
409,11067,[],[323],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,36]","[47,21]","","",[1000],[0],""
410,11068,[],[311],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,30]","[48,13]","","",[1000],[0],""
411,11069,[],[316],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,32]","[49,17]","","",[1000],[0],""
412,11070,[],[27],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,66]","[50,75]","","",[1000],[0],""
413,11071,[],[309],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,28]","[51,11]","","",[1000],[0],""
414,11072,[],[318],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,34]","[52,15]","","",[1000],[0],""
415,11073,[],[317],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,33]","[53,18]","","",[1000],[0],""
416,11074,[],[632],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,67]","[54,76]","","",[1000],[0],""
417,11075,[],[640],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,68]","[55,77]","","",[1000],[0],""
418,11076,[],[625],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,40]","[56,39]","","",[1000],[0],""
419,11077,[],[310],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,29]","[57,12]","","",[1000],[0],""
420,11078,[],[312],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,31]","[58,14]","","",[1000],[0],""
421,11079,[],[34],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,69]","[59,19,25]","","",[1000],[0],""
422,11080,[],[321],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,70]","[60,78]","","",[1000],[0],""
423,11081,[],[634],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,42]","[61,41]","","",[1000],[0],""
424,11082,[],[636],[0],[],[],[],"",0,"","",[],"",[319],[3000],"[62,72]","[63,79,16]","","",[1000],[0],""
425,11083,[],[324],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,37]","[43,22]","","",[1000],[0],""
426,11084,[],[633],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,64]","[44,73]","","",[1000],[0],""
427,11085,[],[313],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,27]","[45,10]","","",[1000],[0],""
428,11086,[],[320],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,65]","[46,74]","","",[1000],[0],""
429,11087,[],[323],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,36]","[47,21]","","",[1000],[0],""
430,11088,[],[311],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,30]","[48,13]","","",[1000],[0],""
431,11089,[],[316],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,32]","[49,17]","","",[1000],[0],""
432,11090,[],[27],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,66]","[50,75]","","",[1000],[0],""
433,11091,[],[309],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,28]","[51,11]","","",[1000],[0],""
434,11092,[],[318],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,34]","[52,15]","","",[1000],[0],""
435,11093,[],[317],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,33]","[53,18]","","",[1000],[0],""
436,11094,[],[632],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,67]","[54,76]","","",[1000],[0],""
437,11095,[],[640],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,68]","[55,77]","","",[1000],[0],""
438,11096,[],[625],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,40]","[56,39]","","",[1000],[0],""
439,11097,[],[310],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,29]","[57,12]","","",[1000],[0],""
440,11098,[],[312],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,31]","[58,14]","","",[1000],[0],""
441,11099,[],[34],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,69]","[59,19,25]","","",[1000],[0],""
442,11100,[],[321],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,70]","[60,78]","","",[1000],[0],""
443,11101,[],[634],[0],[],[],[],"",0,"","",[],"",[636],[3000],"[63,42]","[61,41]","","",[1000],[0],""
