"rownum","MonsterVarietiesKey","BestiaryGroupsKey","BestiaryEncountersKey","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
338,4231,4,12,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Boulderback","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Boulderback","",27,1,"",1,1464,""
339,6023,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBasilisk","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBasilisk","",14,1,"",1,1464,""
340,3458,3,10,"","","","",0,1,"",1,1464,""
341,3459,5,16,"","","","",6,1,"",1,1464,""
342,3460,1,4,"","","","",28,1,"",1,1464,""
343,3462,1,5,"","","","",5,1,"",1,1464,""
344,3463,1,5,"","","","",5,1,"",1,1464,""
345,3474,11,35,"","","","",13,1,"",1,1464,""
346,3475,11,36,"","","","",40,1,"",1,1464,""
347,3476,1,6,"","","","",1,1,"",1,1464,""
348,3477,1,6,"","","","",2,1,"",1,1464,""
349,3484,6,20,"","","","",14,1,"",1,1464,""
350,3485,7,21,"","","","",15,1,"",1,1464,""
351,3486,5,14,"","","","",17,1,"",1,1464,""
352,3492,8,23,"","","","",19,1,"",1,1464,""
353,3493,10,31,"","","","",7,1,"",1,1464,""
354,3494,9,29,"","","","",8,1,"",1,1464,""
355,3495,10,32,"","","","",9,1,"",1,1464,""
356,3501,6,19,"","","","",10,1,"",1,1464,""
357,3502,9,29,"","","","",11,1,"",1,1464,""
358,3503,8,26,"","","","",12,1,"",1,1464,""
359,3504,4,13,"","","","",18,1,"",1,1464,""
360,3505,9,30,"","","","",20,1,"",1,1464,""
361,3507,5,16,"","","","",6,1,"",1,1464,""
362,140,3,10,"","","",141,0,1,"",1,1464,""
363,111,3,10,"","","","",0,"","",1,1464,""
364,112,3,10,"","","","",0,1,"",1,1464,""
365,384,1,5,"","","","",28,"","",1,1464,""
366,1520,11,35,"","","","",13,"","",1,1464,""
367,4905,11,36,"","","","",41,"","",1,1464,""
368,4907,11,36,"","","","",41,"","",1,1464,""
369,4909,11,36,"","","","",41,"","",1,1464,""
370,1535,6,20,"","","","",14,"","",1,1464,""
371,1603,7,21,"","","","",16,"","",1,1464,""
372,1602,7,21,"","","","",15,"","",1,1464,""
373,395,1,5,"","","","",5,"","",1,1464,""
374,4811,1,5,"","","","",5,"","",1,1464,""
375,5352,7,41,"","","","",29,"",243,1,1464,""
376,4988,7,41,"","","","",29,"",249,1,1464,""
377,5056,2,43,"","","","",31,"",250,1,1464,""
378,5057,2,43,"","","","",31,1,"",1,1464,""
379,5058,2,43,"","","","",31,1,"",1,1464,""
380,475,5,16,"","","","",6,1,"",1,1464,""
381,449,5,16,"","","","",6,"","",1,1464,""
382,2774,8,23,"","","","",19,"","",1,1464,""
383,4883,8,23,"","","","",19,"",180,1,1464,""
384,2768,8,23,"","","","",19,"",180,1,1464,""
385,2762,8,23,"","","","",19,"","",1,1464,""
386,2751,8,23,"","","","",19,"",180,1,1464,""
387,4816,7,22,"","","","",23,"","",1,1464,""
388,480,10,31,"","","","",7,"","",1,1464,""
389,6022,8,27,"","","","",35,1,"",1,1464,""
390,6018,8,27,"","","","",35,1,"",1,1464,""
391,527,9,29,"","","","",8,"","",1,1464,""
392,4812,6,19,"","","","",10,"","",1,1464,""
393,4887,6,18,"","","","",10,"","",1,1464,""
394,937,9,29,"","","","",11,"","",1,1464,""
395,4814,8,26,"","","","",12,"","",1,1464,""
396,991,8,26,"","","","",12,"","","",1464,1
397,4854,8,26,"","","","",12,"","",1,1464,""
398,4855,8,26,"","","","",12,"","",1,1464,""
399,4886,4,13,"","","","",18,"","",1,1464,""
400,2483,1,5,"","","",2484,5,1,"",1,1464,""
401,2481,1,5,"","","",2482,5,1,"",1,1464,""
402,966,8,26,"","","","",12,1,"",1,1464,""
403,4474,0,3,"","","","",36,"","",1,1464,""
404,4818,5,15,"","","","",22,"","",1,1464,""
405,3429,10,31,"","","",3431,7,1,"",1,1464,""
406,3375,9,30,"","","","",20,1,"",1,1464,""
407,3378,1,6,"","","","",1,1,"",1,1464,""
408,3386,1,6,"","","","",2,1,"",1,1464,""
409,3390,8,23,"","","","",19,1,"",1,1464,""
410,3402,1,4,"","","","",28,1,"",1,1464,""
411,3409,8,26,"","","","",12,1,"",1,1464,""
412,3411,6,19,"","","","",10,1,"",1,1464,""
413,3405,7,21,"","","","",15,1,"",1,1464,""
414,3432,9,29,"","","","",8,1,"",1,1464,""
415,3392,5,14,"","","","",17,1,"",1,1464,""
416,3437,7,22,"","","","",23,1,"",1,1464,""
417,3376,9,30,"","","","",20,1,406,1,1464,""
418,3379,1,6,"","","","",1,1,407,1,1464,""
419,3387,1,6,"","","","",2,1,408,1,1464,""
420,3391,7,23,"","","","",19,1,409,1,1464,""
421,3393,5,14,"","","","",17,1,415,1,1464,""
422,3403,1,4,"","","","",28,1,410,1,1464,""
423,3406,7,21,"","","","",15,1,413,1,1464,""
424,3410,8,26,"","","","",12,1,411,1,1464,""
425,3412,6,19,"","","","",10,1,412,1,1464,""
426,3433,9,29,"","","","",8,1,414,1,1464,""
427,3702,1,5,"","","","",28,1,"",1,1464,""
428,3680,1,5,"","","","",28,"","",1,1464,""
429,3682,3,11,"","","","",21,"","",1,1464,""
430,3684,3,11,"","","","",21,1,"",1,1464,""
431,3683,3,11,"","","","",21,"","",1,1464,""
432,3692,11,35,"","","","",13,"","",1,1464,""
433,3705,11,35,"","","","",13,1,"",1,1464,""
434,3697,11,36,"","","","",40,1,"",1,1464,""
435,3681,6,20,"","","","",14,"","",1,1464,""
436,3699,6,20,"","","","",14,1,"",1,1464,""
437,3678,7,21,"","","","",15,"","",1,1464,""
438,3696,7,21,"","","","",15,1,"",1,1464,""
439,3679,7,21,"","","","",15,"","",1,1464,""
440,3686,5,16,"","","","",6,"","",1,1464,""
441,3687,5,16,"","","","",6,"","",1,1464,""
442,3703,5,16,"","","","",6,1,"",1,1464,""
443,3693,10,32,"","","","",9,"","",1,1464,""
444,3701,10,32,"","","","",9,1,"",1,1464,""
445,3704,6,19,"","","","",10,1,"",1,1464,""
446,3689,6,19,"","","","",10,"","",1,1464,""
447,3691,6,19,"","","","",10,"","",1,1464,""
448,3698,8,26,"","","","",12,1,"",1,1464,""
449,3688,8,26,"","","","",12,"","",1,1464,""
450,3671,8,26,"","","","",12,"","",1,1464,""
451,3672,4,13,"","","","",18,"","",1,1464,""
452,3167,9,30,"","","","",20,"","",1,1464,""
453,3695,9,30,"","","","",20,1,"",1,1464,""
454,3673,3,11,"","","","",0,"","",1,1464,""
455,3675,3,11,"","","",3676,0,1,"",1,1464,""
456,3700,0,1,"","","","",3,1,"",1,1464,""
457,3685,0,1,"","","","",3,"","",1,1464,""
458,3488,0,1,"","","","",3,1,"",1,1464,""
459,6947,4,13,"","","","",18,"","",1,1464,""
460,6971,4,13,"","","","",18,"","",1,1464,""
461,6973,4,13,"","","","",18,"","",1,1464,""
462,6952,1,5,"","","","",5,"","",1,1464,""
463,6954,1,5,"","","","",5,"","",1,1464,""
464,6964,4,13,"","","","",18,"","",1,1464,""
465,6935,7,22,"","","","",23,"","",1,1464,""
466,6937,7,22,"","","","",23,"","",1,1464,""
467,6902,8,26,"","","","",12,"","",1,1464,""
468,6907,8,26,"","","","",12,"","",1,1464,""
469,6910,8,26,"","","","",12,"","",1,1464,""
470,8374,3,53,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBeastTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBeastTier3","",0,"","","",1464,""
471,8377,0,54,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedHellionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedHellionTier3","",3,"","","",1464,""
472,8382,4,55,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBrambleHulkTier","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBrambleHulkTier3","",28,"","","",1464,""
473,8415,9,56,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenSquidTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenSquidTier3","",20,"","","",1464,""
474,8418,5,57,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenVultureParasiteTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenVultureParasiteTier3","",22,"","","",1464,""
475,8422,8,58,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenPlatedScorpionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenPlatedScorpionTier3","",33,"","","",1464,""
476,8449,2,59,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueRhexLargeTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueRhexLargeTier3","",24,"","","",1464,""
477,8452,10,60,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueNessaCrabTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueNessaCrabTier3","",30,"","","",1464,""
478,8457,1,61,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueGoatmanTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueGoatmanTier3","",1,"","","",1464,""
479,9930,4,63,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GullGoliath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GullGoliath","",18,"","","",1464,""
