"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName (English)","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
119,46,24,[3648],0,"Congratulations!\nYou earned the Archnemesis Weapon Skin!","Félicitations !\nVous avez remporté l'Arme Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Waffe' freigespielt!","Congratulations!\nYou earned the Archnemesis Weapon Skin!","축하합니다!\n강적 무기 스킨을 획득했습니다!","Parabéns!\nVocê ganhou o Visual Arma Archnemesis!","Поздравляем!\nВы получили оружие Возмездия!","¡Felicitaciones!\n¡Has obtenido el Aspecto de Archnemesis para arma!","ยินดีด้วย!\nคุณได้รับสกินอาวุธ Archnemesis แล้ว!","恭喜！\n你獲得武器外觀：強襲宿敵！","","","","","","","","","","","","ArchnemesisWeapon"
120,46,32,[3646],0,"Congratulations!\nYou earned the Archnemesis Lightning Character Effect!","Félicitations !\nVous avez remporté l'Effet de personnage foudroyant Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Blitz-Charaktereffekt' freigespielt!","Congratulations!\nYou earned the Archnemesis Lightning Character Effect!","축하합니다!\n강적 번개 캐릭터 이펙트를 획득했습니다!","Parabéns!\n Você ganhou o Efeito Personagem Relampejante Archnemesis!","Поздравляем!\nВы получили грозовой эффект Возмездия для персонажа!","¡Felicitaciones!\n¡Has obtenido el Efecto de Archnemesis de rayo para el personaje!","ยินดีด้วย!\nคุณได้รับเอฟเฟคตัวละครสายฟ้า Archnemesis แล้ว!","恭喜！\n你獲得角色特效：強襲宿敵．雷！","","","","","","","","","","","","ArchnemesisLightningCharacterEffect"
121,46,34,[3644],0,"Congratulations!\nYou earned the Archnemesis Fire Character Effect!","Félicitations !\nVous avez remporté l'Effet de personnage enflammé Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Feuer-Charaktereffekt' freigespielt!","Congratulations!\nYou earned the Archnemesis Fire Character Effect!","축하합니다!\n강적 화염 캐릭터 이펙트를 획득했습니다!","Parabéns!\n Você ganhou o Efeito Personagem Flamejante Archnemesis!","Поздравляем!\nВы получили огненный эффект Возмездия для персонажа!","¡Felicitaciones!\n¡Has obtenido el Efecto de Archnemesis de fuego para el personaje!","ยินดีด้วย!\nคุณได้รับเอฟเฟคตัวละครไฟ Archnemesis แล้ว!","恭喜！\n你獲得角色特效：強襲宿敵．炎！","","","","","","","","","","","","ArchnemesisFireCharacterEffect"
122,46,36,[3649],0,"Congratulations!\nYou earned the Archnemesis Wings!","Félicitations !\nVous avez remporté les Ailes Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Flügel' freigespielt!","Congratulations!\nYou earned the Archnemesis Wings!","축하합니다!\n강적 날개를 획득했습니다!","Parabéns\nVocê ganhou as Asas Archnemesis!","Поздравляем!\nВы получили крылья Возмездия!","¡Felicitaciones!\n¡Has obtenido las Alas de Archnemesis!","ยินดีด้วย!\nคุณได้รับปีก Archnemesis แล้ว!","恭喜！\n你獲得背飾：強襲宿敵之翼！","","","","","","","","","","","","ArchnemesisWings"
123,46,38,[3647],0,"Congratulations!\nYou earned the Archnemesis Prismatic Character Effect!","Félicitations !\nVous avez remporté l'Effet de personnage prismatique Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Prisma-Charaktereffekt' freigespielt!","Congratulations!\nYou earned the Archnemesis Prismatic Character Effect!","축하합니다!\n강적 분광 캐릭터 이펙트를 획득했습니다!","Parabéns!\n Você ganhou o Efeito Personagem Prismático Archnemesis!","Поздравляем!\nВы получили радужный эффект Возмездия для персонажа!","¡Felicitaciones!\n¡Has obtenido el Efecto de Archnemesis prismático para el personaje!","ยินดีด้วย!\nคุณได้รับเอฟเฟคตัวละครหลากธาตุ Archnemesis แล้ว!","恭喜！\n你獲得角色特效：強襲宿敵．三相！","","","","","","","","","","","","ArchnemesisElementalCharacterEffect"
124,46,19,[7852],3,"Congratulations! You earned the Archnemesis Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Archnemesis ! Plus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Archnemesis-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Congratulations! You earned the Archnemesis Totem!\nThe more challenges you complete, the bigger it gets!","축하합니다! 강적 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Parabéns! Você ganhou o Totem Archnemesis!\nQuanto mais desafios você completar, mais ele cresce!","Поздравляем!\nВы получили часть тотема Возмездия!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has obtenido el Tótem de Archnemesis!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย! คุณได้รับเสาอนุสรณ์ Archnemesis แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ เสาอนุสรณ์ก็จะยิ่งสูงขึ้นเท่านั้น!","恭喜！你獲得宿敵圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole26"
125,47,6,[3886],0,"Congratulations!\nYou earned the Ophidian Gloves!","Félicitations !\nVous avez remporté les Gants de l'Ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangen-Handschuhe' freigespielt!","おめでとうございます！\nオフィディアングローブを獲得しました！","축하합니다!\n장충 장갑을 획득했습니다!","Parabéns!\nVocê recebeu as Luvas Ofídias!","Поздравляем!\nВы получили змеиные перчатки!","¡Felicitaciones!\n¡Has obtenido los Guantes de Ofidio!","ยินดีด้วย!\nคุณได้ครอบครองถุงมือ Ophidian แล้ว!","恭喜！\n你獲得手部外觀：巨蛇毒牙！","","","","","","","","","","","","OphidianGloves"
126,47,12,[3885],0,"Congratulations!\nYou earned the Ophidian Boots!","Félicitations !\nVous avez remporté les Bottes de l'Ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangen-Stiefel' freigespielt!","おめでとうございます！\nオフィディアンブーツを獲得しました！","축하합니다!\n장충 장화를 획득했습니다!","Parabéns!\nVocê recebeu as Botas Ofídias!","Поздравляем!\nВы получили змеиные сапоги!","¡Felicitaciones!\n¡Has obtenido las Botas de Ofidio!","ยินดีด้วย!\nคุณได้ครอบครองรองเท้า Ophidian แล้ว!","恭喜！\n你獲得腳部外觀：巨蛇毒牙！","","","","","","","","","","","","OphidianBoots"
127,47,16,[3884],0,"Congratulations!\nYou earned the Ophidian Helmet!","Félicitations !\nVous avez remporté le Casque de l'Ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangen-Helm' freigespielt!","おめでとうございます！\nオフィディアンヘルメットを獲得しました！","축하합니다!\n장충 투구를 획득했습니다!","Parabéns!\nVocê recebeu o Elmo Ofídio!","Поздравляем!\nВы получили змеиный шлем!","¡Felicitaciones!\n¡Has obtenido el Casco de Ofidio!","ยินดีด้วย!\nคุณได้ครอบครองหมวก Ophidian แล้ว!","恭喜！\n你獲得頭部外觀：巨蛇毒牙！","","","","","","","","","","","","OphidianHelmet"
128,47,20,[3887],0,"Congratulations!\nYou earned the Ophidian Body Armour!","Félicitations !\nVous avez remporté l'Armure de l'Ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangen-Körperrüstung' freigespielt!","おめでとうございます！\nオフィディアンアーマーを獲得しました！","축하합니다!\n장충 갑옷을 획득했습니다!","Parabéns!\nVocê recebeu o Peitoral Ofídio!","Поздравляем!\nВы получили змеиный нательный доспех!","¡Felicitaciones!\n¡Has obtenido la Armadura de Ofidio!","ยินดีด้วย!\nคุณได้ครอบครองเสื้อเกราะ Ophidian แล้ว!","恭喜！\n你獲得身體外觀：巨蛇毒牙！","","","","","","","","","","","","OphidianBodyArmour"
129,47,24,[3888],0,"Congratulations!\nYou earned the Ophidian Wings!","Félicitations !\nVous avez remporté les Ailes de l'Ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangen-Flügel' freigespielt!","おめでとうございます！\nオフィディアンの翼を獲得しました！","축하합니다!\n장충 날개를 획득했습니다!","Parabéns!\nVocê recebeu as Asas Ofídias!","Поздравляем!\nВы получили змеиные крылья!","¡Felicitaciones!\n¡Has obtenido las Alas de Ofidio!","ยินดีด้วย!\nคุณได้ครอบครองปีก Ophidian แล้ว!","恭喜！\n你獲得背飾：巨蛇毒牙之翼！","","","","","","","","","","","","OphidianWings"
130,47,28,[3891],0,"Congratulations!\nYou earned the Ophidian Lord Gloves!","Félicitations !\nVous avez remporté les Gants du Seigneur ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangenfürst-Handschuhe' freigespielt!","おめでとうございます！\nオフィディアンロードグローブを獲得しました！","축하합니다!\n장충 군주 장갑을 획득했습니다!","Parabéns!\nVocê recebeu as Luvas do Lorde Ofídio!","Поздравляем!\nВы получили перчатки владыки змей!","¡Felicitaciones!\n¡Has obtenido los Guantes de Ofidio alfa!","ยินดีด้วย!\nคุณได้ครอบครองถุงมือ Ophidian Lord แล้ว!","恭喜！\n你獲得手部外觀：巨蛇君王！","","","","","","","","","","","","OphidianLordGloves"
131,47,31,[3890],0,"Congratulations!\nYou earned the Ophidian Lord Boots!","Félicitations !\nVous avez remporté les Bottes du Seigneur ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangenfürst-Stiefel' freigespielt!","おめでとうございます！\nオフィディアンロードブーツを獲得しました！","축하합니다!\n장충 군주 장화를 획득했습니다!","Parabéns!\nVocê recebeu as Botas do Lorde Ofídio!","Поздравляем!\nВы получили сапоги владыки змей!","¡Felicitaciones!\n¡Has obtenido las Botas de Ofidio alfa!","ยินดีด้วย!\nคุณได้ครอบครองรองเท้า Ophidian Lord แล้ว!","恭喜！\n你獲得腳部外觀：巨蛇君王！","","","","","","","","","","","","OphidianLordBoots"
132,47,34,[3889],0,"Congratulations!\nYou earned the Ophidian Lord Helmet!","Félicitations !\nVous avez remporté le Casque du Seigneur ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangenfürst-Helm' freigespielt!","おめでとうございます！\nオフィディアンロードヘルメットを獲得しました！","축하합니다!\n장충 군주 투구를 획득했습니다!","Parabéns!\nVocê recebeu o Elmo do Lorde Ofídio!","Поздравляем!\nВы получили шлем владыки змей!","¡Felicitaciones!\n¡Has obtenido el Casco de Ofidio alfa!","ยินดีด้วย!\nคุณได้ครอบครองหมวก Ophidian Lord แล้ว!","恭喜！\n你獲得頭部外觀：巨蛇君王！","","","","","","","","","","","","OphidianLordHelmet"
133,47,36,[3892],0,"Congratulations!\nYou earned the Ophidian Lord Body Armour!","Félicitations !\nVous avez remporté l'Armure du Seigneur ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangenfürst-Körperrüstung' freigespielt!","おめでとうございます！\nオフィディアンロードアーマーを獲得しました！","축하합니다!\n장충 군주 갑옷을 획득했습니다!","Parabéns!\nVocê recebeu o Peitoral do Lorde Ofídio!","Поздравляем!\nВы получили нательный доспех владыки змей!","¡Felicitaciones!\n¡Has obtenido la Armadura de Ofidio alfa!","ยินดีด้วย!\nคุณได้ครอบครองเสื้อเกราะ Ophidian Lord แล้ว!","恭喜！\n你獲得身體外觀：巨蛇君王！","","","","","","","","","","","","OphidianLordBodyArmour"
134,47,38,[3893],0,"Congratulations!\nYou earned the Ophidian Lord Wings!","Félicitations !\nVous avez remporté les Ailes du Seigneur ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangenfürst-Flügel' freigespielt!","おめでとうございます！\nオフィディアンロードの翼を獲得しました！","축하합니다!\n장충 군주 날개를 획득했습니다!","Parabéns!\nVocê recebeu as Asas do Lorde Ofídio!","Поздравляем!\nВы получили крылья владыки змей!","¡Felicitaciones!\n¡Has obtenido las Alas de Ofidio alfa!","ยินดีด้วย!\nคุณได้ครอบครองปีก Ophidian Lord แล้ว!","恭喜！\n你獲得背飾：巨蛇君王之翼！","","","","","","","","","","","","OphidianLordWings"
135,47,19,[7854],3,"Congratulations! You earned the Sentinel Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Sentinel ! Plus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Sentinel-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","おめでとうございます！センチネルトーテムを獲得しました！\nさらにチャレンジを完了することで大きくなります！","축하합니다! 파수꾼 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Parabéns! Você ganhou o Totem Sentinela!\nQuanto mais desafios você completar, mais ele cresce!","Поздравляем!\nВы получили часть тотема Дозора!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has obtenido el Tótem de Sentinel!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้ครอบครองเสาอนุสรณ์ Sentinel แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ เสาอนุสรณ์ก็จะยิ่งสูงขึ้นเท่านั้น!","恭喜！你獲得守望圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole27"
136,48,4,[3794],0,"Congratulations! You earned the Iridescent Helmet Attachment!\nThis appearance of this helmet attachment improves as you complete 12, 20 and 29 challenges.","Félicitations ! Vous avez remporté l'Accessoire de casque de l'Iridescent !\nL'apparence de cet Accessoire de casque s'améliore lorsque vous terminez 12, 20 et 29 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Schillernder Helmzusatz' freigespielt!\nDas Erscheinungsbild verbessert sich mit Abschluss von 12, 20 und 29 Herausforderungen.","おめでとうございます！玉虫色のヘルメット装飾品を獲得しました！\nこのヘルメット装飾品の見た目はチャレンジを12、20、29個完了すると向上します。","축하합니다! 무지갯빛의 투구 부착물을 획득했습니다!\n이 투구의 외형은 도전과제를 12개, 20개, 29개 완료하는 시점에 더 멋있어집니다.","Parabéns! Você ganhou o Acessório de Elmo Iridescente!\nA aparência deste acessório de elmo melhora na medida em que você completar os desafios número 12, 20 e 29.","Поздравляем!\nВы получили переливающееся украшение для шлема!\nВнешний вид этого украшения для шлема меняется по завершению вами 12, 20 и 29 испытаний.","¡Felicitaciones! ¡Has obtenido el Accesorio para casco Iridiscente!\nLa apariencia de este accesorio para casco mejorará cuando completes 12, 20 y 29 desafíos.","ยินดีด้วย!\nคุณได้ครอบครองแฟชั่นติดหมวก Iridescent แล้ว!\nแฟชั่นติดหมวกนี้จะมีรูปลักษณ์ที่ดียิ่งขึ้นเมื่อคุณผ่านภารกิจท้าทาย 12, 20 และ 29 ภารกิจ","恭喜！你獲得頭部特效：彩虹光輝！\n此頭部特效外觀會在你完成 12、20和29個挑戰時優化。","","Iridescent Helmet Attachment (Tier 1)","Accessoire de casque de l'Iridescent (Palier 1)","Schillernder Helmzusatz (Level 1)","玉虫色のヘルメット装飾品（ティア1）","무지갯빛의 투구 부착물 (1등급)","Acessório de Elmo Iridescente (Tier 1)","Переливающееся украшение для шлема (1 уровень)","Accesorio para casco Iridiscente (nivel 1)","แฟชั่นติดหมวก Iridescent (ระดับ 1)","頭部特效：彩虹光輝（T1）","IridescentHelmetAttachment"
137,48,6,[3795],0,"Congratulations! You earned the Iridescent Weapon Effect!\nThis weapon effect increases in intensity as you complete 14, 22 and 32 challenges.","Félicitations ! Vous avez remporté l'Effet d'arme de l'Iridescent !\nCet Effet d'arme gagne en intensité lorsque vous terminez 14, 22 et 32 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Schillernder Waffeneffekt' freigespielt!\nDie Intensität des Waffeneffekts nimmt mit Abschluss von 14, 22 und 32 Herausforderungen zu.","おめでとうございます！玉虫色の武器エフェクトを獲得しました！\nこの武器エフェクトの強度はチャレンジを14、22、32個完了すると強くなります。","축하합니다! 무지갯빛의 무기 이펙트를 획득했습니다!\n이 무기 이펙트는 도전과제를 14개, 22개, 32개 완료하는 시점에 더 강렬해집니다.","Parabéns! Você ganhou o Efeito Arma Iridescente!\nEste efeito de arma melhora em intensidade na medida em que você completar os desafios de número 14, 22 e 32.","Поздравляем!\nВы получили переливающийся эффект оружия!\nЭтот эффект усиливается по завершению вами 14, 22 и 32 испытаний.","¡Felicitaciones! ¡Has obtenido el Efecto Iridiscente para arma!\nLa intensidad de este efecto para arma aumentará cuando completes 14, 22 y 32 desafíos.","ยินดีด้วย!\nคุณได้ครอบครองเอฟเฟคอาวุธ Iridescent แล้ว!\nเอฟเฟคอาวุธนี้จะมีความแรงกล้ายิ่งขึ้นเมื่อคุณผ่านภารกิจท้าทาย 14, 22 และ 32 ภารกิจ","恭喜！你獲得武器特效：彩虹光輝！\n此武器特效外觀會在你完成 14、22和32個挑戰時優化。","","Iridescent Weapon Effect (Tier 1)","Effet d'arme de l'Iridescent (Palier 1)","Schillernder Waffeneffekt (Level 1)","玉虫色の武器エフェクト（ティア1）","무지갯빛의 무기 이펙트 (1등급)","Efeito Arma Iridescente (Tier 1)","Переливающийся эффект оружия (1 уровень)","Efecto Iridiscente para arma (nivel 1)","เอฟเฟคอาวุธ Iridescent (ระดับ 1)","武器特效：彩虹光輝（T1）","IridescentWeaponEffect"
138,48,8,[3799],0,"Congratulations! You earned the Iridescent Character Effect!\nThis character effect increases in intensity as you complete 16, 24 and 35 challenges.","Félicitations ! Vous avez remporté l'Effet de personnage de l'Iridescent !\nCet Effet de personnage gagne en intensité lorsque vous terminez 16, 24 et 35 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Schillernder Charaktereffekt' freigespielt!\nDie Intensität des Charaktereffekts nimmt mit Abschluss von 16, 24 und 35 Herausforderungen zu.","おめでとうございます！玉虫色のキャラクターエフェクトを獲得しました！\nこのキャラクターエフェクトの強度はチャレンジを16、24、35個完了すると強くなります。","축하합니다! 무지갯빛의 캐릭터 이펙트를 획득했습니다!\n이 무기 이펙트는 도전과제를 16개, 24개, 35개 완료하는 시점에 더 강렬해집니다.","Parabéns! Você ganhou o Efeito Personagem Iridescente!\nEste efeito de personagem melhora em intensidade na medida em que você completar os desafios de número 16, 24 e 35.","Поздравляем!\nВы получили переливающийся эффект для персонажа!\nЭтот эффект усиливается по завершению вами 16, 24 и 35 испытаний.","¡Felicitaciones! ¡Has obtenido el Efecto Iridiscente para el personaje!\nLa intensidad de este efecto para el personaje aumentará cuando completes 16, 24 y 35 desafíos.","ยินดีด้วย!\nคุณได้ครอบครองเอฟเฟคตัวละคร Iridescent แล้ว!\nเอฟเฟคตัวละครนี้จะมีความแรงกล้ายิ่งขึ้นเมื่อคุณผ่านภารกิจท้าทาย 16, 24 และ 35 ภารกิจ","恭喜！你獲得角色特效：彩虹光輝！\n此角色特效外觀會在你完成 16、24和35個挑戰時優化。","","Iridescent Character Effect (Tier 1)","Effet de personnage de l'Iridescent (Palier 1)","Schillernder Charaktereffekt (Level 1)","玉虫色のキャラクターエフェクト（ティア1）","무지갯빛의 캐릭터 이펙트 (1등급)","Efeito Personagem Iridescente (Tier 1)","Переливающийся эффект для персонажа (1 уровень)","Efecto Iridiscente para el personaje (nivel 1)","เอฟเฟคตัวละคร Iridescent (ระดับ 1)","角色特效：彩虹光輝（T1）","IridescentCharacterEffect"
139,48,10,[3797],0,"Congratulations! You earned the Iridescent Wings!\nThe appearance of these wings improves as you complete 10, 18 and 38 challenges.","Félicitations ! Vous avez remporté les Ailes de l'Iridescent !\nL'apparence de ces Ailes s'améliore lorsque vous terminez 10, 18 et 38 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Schillernde Flügel' freigespielt!\nDas Erscheinungsbild verbessert sich mit Abschluss von 10, 18 und 38 Herausforderungen.","おめでとうございます！玉虫色の翼を獲得しました！\nこの翼の見た目はチャレンジを10、18、38個完了すると向上します。","축하합니다! 무지갯빛의 날개를 획득했습니다!\n이 날개의 외형은 도전과제를 10개, 18개, 38개 완료하는 시점에 더 멋있어집니다.","Parabéns! Você ganhou as Asas Iridescentes!\nA aparência destas asas melhora na medida em que você completar os desafios de número 10, 18 e 38.","Поздравляем!\nВы получили переливающиеся крылья!\nВнешний вид этих крыльев меняется по завершению вами  10, 18 и 38 испытаний.","¡Felicitaciones! ¡Has obtenido las Alas Iridiscentes!\nLa apariencia de estas alas mejorará cuando completes 10, 18 y 38 desafíos.","ยินดีด้วย!\nคุณได้ครอบครองปีก Iridescent แล้ว!\nปีกนี้จะมีรูปลักษณ์ที่ดียิ่งขึ้นเมื่อคุณผ่านภารกิจท้าทาย 10, 18 และ 38 ภารกิจ","恭喜！你獲得背飾：彩虹光輝之翼！\n此背飾外觀會在你完成 10、18和38個挑戰時優化。","","Iridescent Wings (Tier 1)","Ailes de l'Iridescent (Palier 1)","Schillernde Flügel (Level 1)","玉虫色の翼（ティア1）","무지갯빛의 날개 (1등급)","Asas Iridescentes (Tier 1)","Переливающиеся крылья (1 уровень)","Alas Iridiscentes (nivel 1)","ปีก Iridescent (ระดับ 1)","背飾：彩虹光輝之翼（T1）","IridescentWings"
140,48,19,[7856],3,"Congratulations! You earned the Lake of Kalandra Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Lake of Kalandra ! Plus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Lake of Kalandra-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","おめでとうございます！レイクオブカランドラトーテムを獲得しました！\nさらにチャレンジを完了することで大きくなります！","축하합니다! 칼란드라 호수 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Parabéns! Você ganhou o Totem do Lago de Kalandra!\nQuanto mais desafios você completar, mais ele cresce!","Поздравляем!\nВы получили часть тотема Озера Каландры!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has obtenido el Tótem de Lake of Kalandra!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้ครอบครองเสาอนุสรณ์ Lake of Kalandra แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ เสาอนุสรณ์ก็จะยิ่งสูงขึ้นเท่านั้น!","恭喜！你獲得卡蘭德迷湖圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole28"
141,48,12,[],0,"Congratulations!\nYou earned another tier of the Iridescent Helmet Attachment!","Félicitations ! Vous avez remporté un autre palier de l'Accessoire de casque de l'Iridescent !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Schillernder Helmzusatz' freigespielt!","おめでとうございます！\n第二段階の玉虫色のヘルメット装飾品を獲得しました！","축하합니다!\n무지갯빛의 투구 부착물이 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Acessório de Elmo Iridescente!","Поздравляем!\nВы получили ещё один уровень переливающегося украшения для шлема!","¡Felicitaciones!\n¡Has conseguido otro nivel del Accesorio para casco Iridiscente!","ยินดีด้วย!\nคุณได้ครอบครองแฟชั่นติดหมวก Iridescent ระดับใหม่แล้ว!","恭喜！你獲得另一階級的頭部特效：彩虹光輝！","Art/2DItems/Effects/Hats/IridescentEmperorHelmetAttachment.dds","Iridescent Helmet Attachment (Tier 2)","Accessoire de casque de l'Iridescent (Palier 2)","Schillernder Helmzusatz (Level 2)","玉虫色のヘルメット装飾品（ティア2）","무지갯빛의 투구 부착물 (2등급)","Acessório de Elmo Iridescente (Tier 2)","Переливающееся украшение для шлема (2 уровень)","Accesorio para casco Iridiscente (nivel 2)","แฟชั่นติดหมวก Iridescent (ระดับ 2)","頭部特效：彩虹光輝（T2）",""
142,48,14,[],0,"Congratulations!\nYou earned another tier of the Iridescent Weapon Effect!","Félicitations ! Vous avez remporté un autre palier de l'Effet d'arme de l'Iridescent !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Schillernder Waffeneffekt' freigespielt!","おめでとうございます！\n第二段階の玉虫色の武器エフェクトを獲得しました！","축하합니다!\n무지갯빛의 무기 이펙트가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Efeito Arma Iridescente!","Поздравляем!\nВы получили ещё один уровень переливающегося эффекта оружия!","¡Felicitaciones!\n¡Has conseguido otro nivel del Efecto Iridiscente para arma!","ยินดีด้วย!\nคุณได้ครอบครองเอฟเฟคอาวุธ Iridescent ระดับใหม่แล้ว!","恭喜！你獲得另一階級的武器特效：彩虹光輝！","Art/2DItems/Effects/Weapon/weapon_IridescentEmperor.dds","Iridescent Weapon Effect (Tier 2)","Effet d'arme de l'Iridescent (Palier 2)","Schillernder Waffeneffekt (Level 2)","玉虫色の武器エフェクト（ティア2）","무지갯빛의 무기 이펙트 (2등급)","Efeito Arma Iridescente (Tier 2)","Переливающийся эффект оружия (2 уровень)","Efecto Iridiscente para arma (nivel 2)","เอฟเฟคอาวุธ Iridescent (ระดับ 2)","武器特效：彩虹光輝（T2）",""
143,48,16,[],0,"Congratulations!\nYou earned another tier of the Iridescent Character Effect!","Félicitations ! Vous avez remporté un autre palier de l'Effet de personnage de l'Iridescent !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Schillernder Charaktereffekt' freigespielt!","おめでとうございます！\n第二段階の玉虫色のキャラクターエフェクトを獲得しました！","축하합니다!\n무지갯빛의 캐릭터 이펙트가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Efeito Personagem Iridescente!","Поздравляем!\nВы получили ещё один уровень переливающегося эффекта для персонажа!","¡Felicitaciones!\n¡Has conseguido otro nivel del Efecto Iridiscente para el personaje!","ยินดีด้วย!\nคุณได้ครอบครองเอฟเฟคตัวละคร Iridescent ระดับใหม่แล้ว!","恭喜！你獲得另一階級的角色特效：彩虹光輝！","Art/2DItems/Effects/Character/IridescentEmperorCharacterEffect.dds","Iridescent Character Effect (Tier 2)","Effet de personnage de l'Iridescent (Palier 2)","Schillernder Charaktereffekt (Level 2)","玉虫色のキャラクターエフェクト（ティア2）","무지갯빛의 캐릭터 이펙트 (2등급)","Efeito Personagem Iridescente (Tier 2)","Переливающийся эффект для персонажа (2 уровень)","Efecto Iridiscente para el personaje (nivel 2)","เอฟเฟคตัวละคร Iridescent (ระดับ 2)","角色特效：彩虹光輝（T2）",""
144,48,18,[],0,"Congratulations!\nYou earned another tier of the Iridescent Wings!","Félicitations ! Vous avez remporté un autre palier des Ailes de l'Iridescent !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Schillernde Flügel' freigespielt!","おめでとうございます！\n第二段階の玉虫色の翼を獲得しました！","축하합니다!\n무지갯빛의 날개가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier das Asas Iridescentes!","Поздравляем!\nВы получили ещё один уровень переливающихся крыльев!","¡Felicitaciones!\n¡Has conseguido otro nivel de las Alas Iridiscentes!","ยินดีด้วย!\nคุณได้ครอบครองปีก Iridescent ระดับใหม่แล้ว!","恭喜！你獲得另一階級的背飾：彩虹光輝之翼！","Art/2DItems/Effects/Wings/IridescentMonarchWings.dds","Iridescent Wings (Tier 2)","Ailes de l'Iridescent (Palier 2)","Schillernde Flügel (Level 2)","玉虫色の翼（ティア2）","무지갯빛의 날개 (2등급)","Asas Iridescentes (Tier 2)","Переливающиеся крылья (2 уровень)","Alas Iridiscentes (nivel 2)","ปีก Iridescent (ระดับ 2)","背飾：彩虹光輝之翼（T2）",""
