"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
827,4112,0,350,[],[],9471,"",[1920],[-20],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],20,0,[],[],[],[],[],""
828,4112,1,1724,[],[],9472,"","[6056,1920,5345]","[5,-60,50]",0,"",[],0,"","on_start_Puncture = \""PlayEffect( MetamorphosisSplatSurge );\""","",[],"Puncture","Saignée","Durchstoßen","パンクチャー","관통상","Punctura","Надрез","Punción","กรีดเลือด","放血",0,[],0,0,[],[],[],[],[3603],""
829,4120,0,350,[],[],9408,"",[1920],[-20],0,357,[],0,"","","",[],"Bowshot","Tir à l'arc","Bogenschuss","ボウショット","활사격","Tiro do Arco","Выстрел из лука","Disparo con arco","ยิงธนู","射箭",0,[],20,0,[],[],[],[],[],""
830,4120,2,4261,[],[],9410,"",[173],[2],0,"",[],0,"","","",[],"Bone Shot","Tir d'os","Knochenschuss","ボーンショット","뼈 사격","Tiro de Ossos","Костяной выстрел","Disparo de hueso","กระสุนโครงกระดูก","骷髏投射物",0,[],0,0,[],[],[],[],[],""
831,4120,3,4261,[],[],9439,20,[1211],[60],0,"",[],0,"","","",[],"Bone Shot","Tir d'os","Knochenschuss","ボーンショット","뼈 사격","Tiro de Ossos","Костяной выстрел","Disparo de hueso","กระสุนโครงกระดูก","骷髏投射物",52,[],30,0,[],[],[],[],[],""
832,4125,0,350,[],[],9471,"",[1920],[20],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],-50,0,[],[],[],[],[],""
833,4125,1,4615,[],[],9409,"",[434],[100],0,"",[],0,"","","",[],"Tar Bomb","Bombe de goudron","Teerbombe","タールボム","타르 폭탄","Bomba de Piche","Дегтярная бомба","Bomba de brea","ระเบิดน้ำมันดิน","焦油炸彈",0,[],0,0,[],[],[],[],[],""
834,4125,4,4615,[],[],9433,"",[357],[3000],0,"",[],0,"","","",[],"Tar Bomb","Bombe de goudron","Teerbombe","タールボム","타르 폭탄","Bomba de Piche","Дегтярная бомба","Bomba de brea","ระเบิดน้ำมันดิน","焦油炸彈",51,[],0,0,[],[],[],[],[],""
835,4409,0,350,[],[],9471,"",[1920],[-30],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
836,4409,1,4592,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Jolt","Choc électrique","Stoß","ジョルト","경악","Sacudida","Толчок","Sacudida","สายฟ้ากระตุก","亡魂射擊",0,[],0,0,[],[],[],[],[],""
837,4409,2,4592,[],[],9410,"","[1777,2119,2120,2121,2469,1211,1789]","[1,9,500,90,-45,-30,50]",0,"",[],0,"","","",[],"Jolting Nova","Nova de chocs électriques","Stoßartige Nova","ジョルティングノヴァ","경악스러운 폭발","Nova Abalada","Отталкивающее кольцо","Nova de sacudidas","สายฟ้ากระตุกกระจาย","亡魂新星",0,[],0,0,[],[],[],[],[],""
838,4409,3,4592,[],[],9411,"","[10725,6822,175,1789,1211]","[9,45,-33,40,-70]",0,"",[],0,"","on_start_MonsterProjectileSpell = \""PlayEffect( MetamorphosisSplatSurge );\""","",[],"Jolting Mortar","Mortier de chocs électriques","Stoßartige Geschosse","ジョルティングモーター","경악스러운 박격포","Morteiro Abalado","Отталкивающая мортира","Mortero de sacudida","สายฟ้ากระตุกลอย","亡魂新星炸彈",0,[],0,0,[],[],[],[],[3603],""
839,4413,0,350,[],[],9471,"",[1920],[-40],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
840,4413,2,4596,[],[],9410,"","[173,1211]","[4,-30]",0,"",[],0,"","","",[],"Jolt","Choc électrique","Stoß","ジョルト","경악","Sacudida","Толчок","Sacudida","สะดุ้ง","亡魂射擊",0,[],0,0,[],[],[],[],[],""
841,4413,3,3679,[],[],9411,"","[214,1211]","[3,200]",0,"",[],0,"","","",[],"Return to Unlife","Retour à la non-vie","Wiederbelebung","リターントゥアンライフ","비생명으로 회귀","Retorno à Morte","Возвращение к нежизни","Regreso a la no-vida","กลับสู่ความไร้ชีพ","召喚亡魂",0,[],0,0,[],[],[],[],[],""
842,1348,0,349,[],[],9471,"",[1920],[-20],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
843,1348,2,4700,[],[],9473,"","[434,1920]","[150,-20]",0,"",[],0,"","","",[],"Corruted Cleave","Taillade corrompue","Verderbtes Spalten","コラプディドクリーヴ","타락한 회전베기","Cutilada Corrompida","Осквернённое разрубание","Hendidura corrupta","ปาดมลทิน","腐化劈砍",0,[],0,0,[],[],[],[],[],""
844,1348,3,4430,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Corruption Beam","Rayon de corruption","Verderbender Strahl","コラプションビーム","타락 광선","Farol Corruptivo","Оскверняющий луч","Haz de corrupción","ลำแสงมลทิน","腐化光束",0,[],0,0,[],[],[],[],[],""
845,1348,4,4427,[],[],9421,"","[173,357]","[2,4000]",0,"",[],0,"","","",[],"Corrupted Ball Lightning","Boule de foudre corrompue","Verderbter Kugelblitz","コラプディドボールライトニング","타락한 구형 번개","Esfera Trovejante Corrompida","Осквернённая шаровая молния","Bola de rayos corrupta","ลูกบอลสายฟ้ามลทิน","腐化天雷之珠",0,[],20,0,[],[],[],[],[],""
846,1861,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
847,1861,2,350,[],[],9473,"","[2105,215,1920]","[3,100,-30]",0,6042,[],0,"","","",[],"Bloodquake","Séisme sanglant","Bebendes Blut","ブラッドクエイク","피 떨림","Terremoto Sangrento","Кровотрясение","Terremoto sangriento","ธรณีโลหิต","血腥震擊",0,[],100,0,[],[],[],[],[],""
848,1879,0,350,[],[],9471,"",[1920],[-20],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],30,0,[],[],[],[],[],""
849,1879,2,350,[],[],9410,"",[],[],0,4616,[],0,"","","",[],"Caustic Mortar","Mortier caustique","Ätzende Geschosse","コースティックモーター","부식성 박격포","Morteiro Cáustico","Ядовитая мортира","Mortero cáustico","กระสุนกัดกร่อนลอย","腐蝕砲擊",0,[],0,0,[],[],[],[],[],""
850,4129,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[9519],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
851,4129,2,1989,[],[],9410,"",[214],[2],0,"",[],0,"","","",[9519],"Ethereal Knives","Couteaux éthérés","Ätherische Klingen","イシリアルナイフ","천상의 단도","Facas Etéreas","Призрачные кинжалы","Cuchillos etéreos","มีดเวทมนตร์","虛空匕首",0,[],0,0,[],[],[],[],[],""
852,4129,4,1883,[],[],9421,"",[],[],0,"",[],0,"","","",[9519],"Combust Ground","Combustion tellurique","Flammender Boden","コンバストグラウンド","발화 지대","Solo Explosivo","Пылающая земля","Suelo incinerado","พื้นเผาไหม้","陷阱火焰地面",0,[],0,0,[],[],[],[],[],""
853,4136,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
854,4136,1,4416,[],[],9409,"",[],[],0,4417,[],0,"","","",[],"Blood Bomb","Bombe de sang","Blutbombe","ブラッドボム","피 폭탄","Bomba Sangrenta","Кровавая бомба","Bomba de sangre","ระเบิดโลหิต","鮮血炸彈",0,[],0,0,[],[],[],[],[],""
855,4136,3,4417,[],[],9447,"",[],[],0,"",[],0,"","","",[],"Blood Bombardment","Bombardement sanglant","Blut-Bombardement","ブラッドボンバードメント","피 포격","Bombardeio Sangrento","Кровавая бомбардировка","Bombardeo de sangre","ระเบิดโลหิตโปรยปราย","鮮血轟炸",54,[],0,0,[],[],[],[],[],""
856,4144,1,3392,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Thunder Ball","Boule de tonnerre","Donnerkugel","サンダーボール","천둥 구체","Bola Trovejante","Грозовой шар","Bola de trueno","ลูกบอลฟ้าผ่า","雷電球",0,[],0,0,[],[],[],[],[],""
857,4144,2,3760,[],[],9473,"","[214,1211]","[1,-30]",0,"",[],0,"","","",[],"Lightning Tendrils","Filaments de foudre","Blitzranken","ライトニングテンドリル","덩굴 번개","Tentáculos Relampejantes","Побеги молний","Centellas","สายฟ้าแลบ","電能釋放",0,[],0,0,[],[],[],[],[],""
858,4144,3,4482,[],[],9449,"",[],[],0,2769,[],0,"","","",[],"Storm Cascade","Déferlement tempétueux","Sturmkaskade","ストームカスケード","태풍 폭포","Cascata da Tormenta","Штормовой каскад","Cascada de tormenta","พายุขั้นบันได","風暴爆發",84,[],0,0,[],[],[],[],[],""
859,4144,4,4482,[],[],9488,"",[357],[2000],0,2769,[],0,"","","",[],"Storm Cascade","Déferlement tempétueux","Sturmkaskade","ストームカスケード","태풍 폭포","Cascata da Tormenta","Штормовой каскад","Cascada de tormenta","พายุขั้นบันได","風暴爆發",78,[],0,0,[],[],[],[],[],""
860,4151,0,4661,[],[],9471,"",[1920],[-20],0,402,[],0,4150,"","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],20,0,[],[],[],[],[],""
861,4151,1,4443,[],[],9409,"",[],[],0,4558,[],0,4150,"","",[],"Nightmare Mortar","Mortier cauchemardesque","Albtraum-Geschosse","ナイトメアモーター","악몽 박격포","Morteiro Assustador","Кошмарная мортира","Mortero de pesadilla","กระสุนฝันร้ายลอย","夢魘砲擊",0,[],0,0,[],[],[],[],[],""
862,4151,2,1881,[],[],9473,"",[],[],0,4576,[],0,4150,"","",[],"Nightmare Crush","Écrasement cauchemardesque","Zermalmender Albtraum","ナイトメアクラッシュ","악몽 압도","Pesadelo Esmagador","Кошмарное сокрушение","Machacador de pesadilla","ฝันร้ายบดขยี้","夢魘碎擊",0,[],0,0,[],[],[],[],[],""
863,4151,3,4440,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Elemental Cone","Cône élémentaire","Elementarer Kegel","エレメンタルコーン","정령 돌풍","Cone Elemental","Конус стихий","Cono elemental","กรวยธาตุ","元素錐擊",0,[],0,0,[],[],[],[],[],""
864,4261,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
865,4263,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
866,230,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],50,0,[],[],[],[],[],""
867,230,2,701,[],[],9464,"",[1920],[-30],0,"",[9526],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill(MetamorphosisCreateChilledGround, TargetLocation );\""",[],"Leap Slam","Bond percutant","Sprunghieb","リープスラム","도약 강타","Salto Impactante","Наскок","Salto con impacto","กระโจนทุบ","躍擊",0,[],100,0,[],[],[],[],[],""
868,269,1,1427,[],[],9417,"",[],[],0,6093,[],0,"","","",[],"Frost Rage","Rage de givre","Frostrausch","フロストレイジ","서리 격노","Fúria Gélida","Морозная ярость","Furia de escarcha","เยือกแข็งคลั่ง","霜怒",0,[],0,0,[],[],[],[],[],""
869,269,2,1427,[],[],9410,"","[1777,2119,2120,2121,175,2469,1211,1789]","[1,15,500,120,100,-60,-50,50]",0,"",[],0,"","","",[],"Shard Nova","Nova d'éclats","Splitternova","シャードノヴァ","파편 폭발","Nova de Cacos","Кольцо осколков","Nova de esquirlas","สะเก็ดกระจาย","碎片新星",0,[],0,0,[],[],[],[],[],""
870,269,3,1427,[],[],9411,"","[173,10725,6822,175,1789,1777]","[4,10,35,-33,40,-1]",0,"",[],0,"","on_event_metafx_for_IceSpear = \""PlayEffect( ColdSurge1 );\""","",[],"Ice Blast Nova","Nova d'explosion de glace","Eisige Nova-Explosion","アイスブラストノヴァ","얼음 돌풍 폭발","Nova de Explosão de Gelo","Кольцо ледяного взрыва","Nova de explosiones de hielo","ระเบิดน้ำแข็งกระจาย","寒冰爆破新星",0,[],100,0,[],[],[],[],[2397],""
871,321,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
872,321,4,350,[],[],9477,22,[434],[100],0,574,[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],"Flash Freeze","Congélation","Blitzfrost","フラッシュフリーズ","순간 동결","Congelamento Instantâneo","Быстрая заморозка","Congelamiento repentino","แช่แข็งพริบตา","瞬凍",71,[],100,0,[],[],[],[],[2397],""
873,321,3,350,[],[],9493,22,"[1920,10852]","[-50,-15]",0,9575,[],0,"","","",[],"Tracking Mortar","Mortier traqueur","Zielgerichtete Geschosse","トラッキングモーター","추적 박격포","Morteiro Rastreador","Самонаводящаяся мортира","Mortero de rastreo","กระสุนตามล่าลอย","追蹤砲",82,[],100,0,[],[],[],[],[],""
874,323,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
875,323,4,350,[],[],9477,22,[434],[100],0,574,[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],"Flash Freeze","Congélation","Blitzfrost","フラッシュフリーズ","순간 동결","Congelamento Instantâneo","Быстрая заморозка","Congelamiento repentino","แช่แข็งพริบตา","瞬凍",71,[],100,0,[],[],[],[],[2397],""
876,323,3,350,[],[],9493,22,"[1920,10852]","[-50,-15]",0,9575,[],0,"","","",[],"Tracking Mortar","Mortier traqueur","Zielgerichtete Geschosse","トラッキングモーター","추적 박격포","Morteiro Rastreador","Самонаводящаяся мортира","Mortero de rastreo","กระสุนตามล่าลอย","追蹤砲",82,[],100,0,[],[],[],[],[],""
877,5173,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
878,5173,2,1375,[],[],9402,"","[214,70,634]","[2,100,-50]",0,"",[],0,"","","",[],"Flicker Strike","Frappe fulgurante","Flimmerschlag","フリッカーストライク","점멸 타격","Golpe Súbito","Внезапный удар","Golpe repentino","ฟาดพริบตา","閃現打擊",0,[],-20,0,[],[],[],[],[],""
879,5175,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
880,5175,2,1375,[],[],9402,"","[214,70,634]","[2,100,-50]",0,"",[],0,"","","",[],"Flicker Strike","Frappe fulgurante","Flimmerschlag","フリッカーストライク","점멸 타격","Golpe Súbito","Внезапный удар","Golpe repentino","ฟาดพริบตา","閃現打擊",0,[],-20,0,[],[],[],[],[],""
881,5175,3,2989,[],[],9411,"","[214,6427]","[2,4]",0,"",[],0,"","","",[],"Gore Cascade","Déferlement sanglant","Blutige Kaskade","ゴアカスケード","선혈 폭포","Cascata de Tripas","Кровавый каскад","Cascada sangrienta","พุ่งบันไดเลือด","血腥爆發",0,[],-10,0,[],[],[],[],[],""
882,5175,4,4719,[],[],9420,"","[357,434]","[2000,100]",0,"",[],0,"","","",[],"Blood Vortex","Vortex de sang","Blut-Vortex","ブラッドヴォーテックス","피의 소용돌이","Vórtice Sangrento","Кровавый вихрь","Vórtice sangriento","โลหิตวน","血腥旋渦",0,[],0,0,[],[],[],[],[],""
883,5176,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
884,5178,0,395,[],[],9408,"",[],[],0,"",[],0,"","","",[],"Crossbow Shot","Tir d'arbalète","Armbrust-Schuss","クロスボウショット","석궁 사격","Tiro de Besta","Выстрел из арбалета","Disparo de ballesta","ยิงหน้าไม้","十字弓射擊",0,[],0,0,[],[],[],[],[],""
885,5178,1,592,[],[],9409,"",[173],[4],0,"",[],0,"","","",[],"Caustic Arrow","Flèche caustique","Ätzender Pfeil","コースティックアロー","부식성 화살","Flecha Cáustica","Ядовитая стрела","Flecha cáustica","ศรกัดกร่อน","腐蝕箭矢",0,[],0,0,[],[],[],[],[],""
886,5178,4,592,[],[],9444,1,[215],[100],0,"",[],0,"","","",[],"Caustic Arrow","Flèche caustique","Ätzender Pfeil","コースティックアロー","부식성 화살","Flecha Cáustica","Ядовитая стрела","Flecha cáustica","ศรกัดกร่อน","腐蝕箭矢",93,[],0,0,[],[],[],[],[],""
887,5180,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
888,4900,0,507,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
889,4900,2,6131,[],[],9473,"",[],[],0,"",[],0,"","","",[],"Stormwhip","Fouet de foudre","Sturmpeitsche","ストームウィップ","폭풍 채찍","Chicote-tormenta","Грозовая плеть","Látigo de tormenta","แส้พายุ","風暴之鞭",0,[],0,0,[],[],[],[],[],""
890,4900,3,6047,[],[],9411,"",[173],[8],0,"",[],0,"","","",[],"Storm Burst","Éclats de foudre","Sturmexplosion","ストームバースト","폭풍 점사","Tempestade Explosiva","Грозовой взрыв","Estallido de tormenta","ระเบิดพายุ","風爆",0,[],0,0,[],[],[],[],[],""
891,5252,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
892,5254,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
893,5254,1,5845,[],[],9409,"","[173,215,2359]","[2,100,1]",0,"",[],0,"","","",[],"Blade Toss","Jet de lame","Klingenwurf","ブレードトス","칼날 던지기","Arremesso de Lâminas","Бросок клинка","Lanzamiento de acero","โยนมีด","投擲刀刃",0,[],50,0,[],[],[],[],[],""
894,5254,4,5845,[],[],9421,"","[2119,2121,2120,2470,175,1789]","[40,1800,6000,1,-50,50]",0,"",[],0,"","","",[],"Blade Nova","Nova de lames","Klingennova","ブレードノヴァ","칼날 폭발","Nova de Lâminas","Кольцо клинков","Nova de acero","มีดกระจาย","刀刃新星",0,[],-40,0,[],[],[],[],[],""
895,5296,0,349,[],[],9471,"",[],[],0,"",[],9,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
896,5296,2,4987,[],[],9410,"",[214],[2],0,"",[],9,"","","",[],"Sunder","Rupture","Verwüsten","サンダー","산산조각","Ruptura","Раскол","Fisurar","แผ่นดินแยก","地面隆起",0,[],0,0,[],[],[],[],[],""
897,5298,0,349,[],[],9471,"",[],[],0,"",[],9,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
898,4898,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
899,4898,1,2880,[],[],9401,"","[214,1211]","[2,250]",0,"",[],0,"","","",[],"Lightning Whip","Fouet de foudre","Blitzpeitsche","ライトニングウィップ","번개 채찍","Chicote Relampejante","Плеть молнии","Látigo de rayo","แส้สายฟ้า","閃電鞭笞",0,[],-30,0,[],[],[],[],[],""
900,4913,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],40,0,[],[],[],[],[],""
901,4913,1,5554,[],[],9409,"",[175],[-20],0,"",[],0,"","","",[],"Shield Toss","Lancer de bouclier","Schildwurf","シールドトス","방패 던지기","Arremesso com Escudo","Бросок щита","Lanzamiento de escudo","โยนโล่","投擲盾牌",0,[],90,0,[],[],[],[],[],""
902,4913,2,5246,[],[],9473,"","[214,1920]","[4,150]",0,"",[],0,"","","",[],"Blood Lacerate","Lacération sanglante","Blutiges Zerfleischen","ブラッドラセレイト","피의 피부 찢기","Dilacerar Sanguinário","Кровавое разрубание","Laceración de sangre","ฉีกร่าง โลหิต","血腥破空斬",0,[],-65,0,[],[],[],[],[],""
903,4913,3,5531,[],[],9462,"",[],[],0,"",[],0,"","","",[],"Blood Raven Swarm","Nuée de Corbeaux de sang","Blutraben-Schwarm","ブラッドレイヴンスウォーム","혈까마귀 무리","Enxame de Corvos Sanguinários","Рой кровавых воронов","Bandada de cuervos sangrienta","ฝูงอีกาเลือด","血腥鴉群",67,[],0,0,[],[],[],[],[],""
904,4924,0,683,[],[],9408,"",[],[],0,"",[],0,"","","",[],"Crossbow Shot","Tir d'arbalète","Armbrust-Schuss","クロスボウショット","석궁 사격","Tiro de Besta","Выстрел из арбалета","Disparo de ballesta","ยิงหน้าไม้","十字弓射擊",0,[],-50,0,[],[],[],[],[],""
905,4924,2,683,[1211],[100],9435,20,"[4578,1211]","[1,-120]",0,"",[],0,"","","",[],"Repeater Shot","Rafale de carreaux","Wiederholter Schuss","リピーターショット","연속 사격","Tiro Repetitivo","Последовательный выстрел","Disparo repetidor","ยิงด้วยหน้าไม้ต่อเนื่อง","重複射擊",56,[],-50,0,[],[],[],[],[],""
906,4924,1,683,[],[],9446,20,"[175,318,4547,4578,2359]","[200,200,1,1,1]",0,"",[],0,"","","",[],"Penetrating Shot","Carreau pénétrant","Durchdringender Schuss","ペネトレーティングショット","침투 사격","Tiro Penetrante","Пробивающий выстрел","Disparo penetrante","กระสุนเจาะทะลุ","穿透射擊",53,[],50,0,[],[],[],[],[],""
907,4924,3,683,[],[],9439,20,"[4578,1920,216]","[1,200,100]",0,"",[],0,"","","",[],"Tracking Shot","Carreau traqueur","Zielgerichteter Schuss","トラッキングショット","추적 사격","Tiro Rastreador","Отслеживающий выстрел","Disparo rastreador","กระสุนตามล่า","追蹤射擊",52,[],-25,0,[],[],[],[],[],""
908,4924,4,4624,[],[],9433,20,"[173,2501,357,6152]","[0,5,4000,1]",0,"",[],0,"","","",[],"Crowd Catcher","Coup de filet","Netzwurf","クラウドキャッチャー","군중 포획자","Animador de Platéia","Ловчий","Capturador de multitud","จับชาวบ้าน","群眾補捉",51,[],0,0,[],[],[],[],[],""
909,4868,1,288,[],[],9463,"",[],[],0,"",[],0,"","","",[],"Rushing Strike","Frappe bondissante","Schneller Schlag","ラッシングストライク","맹진 타격","Golpe Repentino","Стремительный удар","Golpe apresurado","ฟาดฟ้าแลบ","迅速之擊",0,[],0,0,[],[],[],[],[],""
910,4918,1,5956,[],[],9409,"",[],[],0,"",[],7,"","","",[],"Vanishing Stab","Attaque sournoise","Unsichtbarer Stich","ヴァニシングスタブ","소멸 암습","Apunhalada do Desaparecimento","Исчезающий укол","Puñalada desvanecedora","หายตัวไปแทง","消逝之刺",0,[],0,0,[],[],[],[],[],""
911,4918,4,1976,[],[],9412,40,"[2119,2121,2120,2470,868,5850,1789]","[100,1800,8000,1,-7000,1,50]",0,"",[],7,"","","",[],"Blade Whorl","Tourbillon de lames","Messerwirbel","ブレードワール","칼날 나사선","Espiral de Lâminas","Взмах клинка","Círculo de acero","วงมีด","螺旋刀刃",0,[],-50,0,[],[],[],[],[],""
912,4919,1,682,[],[],9409,40,"[173,4547,1127]","[2,1,1]",0,"",[],7,"","","",[],"Finessed Throw","Lancer habile","Geschickter Wurf","フィネスドスロー","교묘한 투척","Arremesso Sofisticado","Отточенный бросок","Lanzamiento refinado","พลิกโยน","精密投擲",0,[],0,0,[],[],[],[],[],""
913,4919,2,682,[],[],9479,40,[1789],[40],0,"",[],7,"","","",[],"Blade Wave","Vague de lames","Klingenwelle","ブレードウェーブ","칼날 물결","Onda de Lâminas","Волна клинков","Ola de acero","คลื่นดาบ","刀刃波",83,[],0,0,[],[],[],[],[],""
914,4919,3,682,[],[],9439,40,"[4578,1211]","[1,300]",0,"",[],7,"","","",[],"Assassinating Throw","Lancer de l'assassin","Tödlicher Wurf","アサシネーティングスロー","암살 투척","Arremesso do Assassinato","Убийственный бросок","Lanzamiento asesino","โยนสังหาร","刺殺投擲",52,[],40,0,[],[],[],[],[],""
