"rownum","Id","SoundFile","SoundFile_2D","bool","string"
219,"TreeExpandLarge","","Audio/Sound Effects/UI/TreeExpand/ExpandLarge.ogg","",""
220,"AtlasFavourMapSelectSocket","","Audio/Sound Effects/UI/Synthesis/SelectMemory.ogg","",""
221,"AtlasFavourMapDeselectSocket","","Audio/Sound Effects/UI/Synthesis/Remove.ogg","",""
222,"AtlasFavourMapSuccessFavour","","Audio/Sound Effects/UI/Synthesis/Place.ogg","",""
223,"AtlasFavourMapFailFavour","","Audio/Sound Effects/UI/GenericFail/GenericFail.ogg","",""
224,"AtlasFavourMapClearFavour","","Audio/Sound Effects/UI/Synthesis/Remove.ogg","",""
225,"MapDeviceModSelect","","Audio/Sound Effects/UI/MapDevice/SelectMod.ogg","",""
226,"MapDeviceMasterSelect","","Audio/Sound Effects/UI/MapDevice/SelectMaster.ogg","",""
227,"HarvestSeedT1","Audio/Sound Effects/ItemSounds/HarvestLeague/SeedDrops/HarvestSeedDropT1.ogg","Audio/Sound Effects/ItemSounds/HarvestLeague/SeedDrops/HarvestSeedDropT1.ogg2d","",""
228,"HarvestCraftActivate","","Audio/Sound Effects/UI/Harvest/Craft.ogg","",""
229,"HarvestCraftSelection","","Audio/Sound Effects/UI/Harvest/Selection.ogg","",""
230,"HarvestCraftCondenser","","Audio/Sound Effects/UI/Harvest/Condenser.ogg","",""
231,"HeistSignContract","","Audio/Sound Effects/UI/Heist/SignContract.ogg","",""
232,"HeistWaxSeal","","Audio/Sound Effects/UI/Heist/WaxSeal.ogg","",""
233,"CombineMicro","","Audio/Sound Effects/UI/CombineMicro/Combine.ogg",1,""
234,"HeistCoins","Audio/Sound Effects/ItemSounds/HeistCoin.ogg","Audio/Sound Effects/ItemSounds/HeistCoin.ogg2d","",""
235,"HeistBlueprintReveal","","Audio/Sound Effects/UI/Heist/BlueprintReveal.ogg","",""
236,"HeistBlueprintFail","","Audio/Sound Effects/UI/Heist/BlueprintRevealFail.ogg","",""
237,"HeistStashOpen","","Audio/Sound Effects/UI/Heist/OpenStash.ogg","",""
238,"HeistStashClose","","Audio/Sound Effects/UI/Heist/CloseStash.ogg","",""
239,"RitualOpen","","Audio/Sound Effects/UI/Ritual/OpenRitualUI.ogg","",""
240,"RitualSuspend","","Audio/Sound Effects/UI/Ritual/SuspendRitualUI.ogg","",""
241,"RitualConfirmSuspend","","Audio/Sound Effects/UI/Ritual/ConfirmSuspend.ogg","",""
242,"RitualExitSuspend","","Audio/Sound Effects/UI/Ritual/ExitSuspendSG","",""
243,"TrinityCharged","","Audio/Sound Effects/UI/Skill/TrinitySupport/TrinityCharged.ogg","",""
244,"TrinityDepleted","","Audio/Sound Effects/UI/Skill/TrinitySupport/TrinityDepleted.ogg","",""
245,"UnlockMaven","","Audio/Sound Effects/UI/Maven/UnlockMaven.ogg","",""
246,"AtlasCapturedLeftCitadel","","Audio/Sound Effects/UI/Atlas/Citadel/CapturedLeft.ogg","",""
247,"AtlasRegionCitadel","","Audio/Sound Effects/UI/Atlas/Citadel/RegionCitadel.ogg","",""
248,"AtlasNullCitadel","","Audio/Sound Effects/UI/Atlas/Citadel/NullCitadel.ogg","",""
249,"RitualPurchase","","Audio/Sound Effects/UI/Ritual/RitualPurchase.ogg","",""
250,"RitualReroll","","Audio/Sound Effects/UI/Ritual/RerollRitual.ogg","",""
251,"AtlasConfirmPassive","","Audio/Sound Effects/UI/Atlas/Passives/ConfirmPassive.ogg","",""
252,"AtlasUnlockPassive","","Audio/Sound Effects/UI/Atlas/Passives/UnlockPassive.ogg","",""
253,"ObaGong","","Audio/Sound Effects/Misc/UniqueMapNote01.ogg","",""
254,"UltimatumStartEncounter","","Audio/Sound Effects/UI/Ultimatum/UltimatumStartEncounter.ogg","",""
255,"UltimatumEncounterUIStart","","Audio/Sound Effects/UI/Ultimatum/UltimatumEncounterUIStart.ogg","",""
256,"UltimatumChooseReward","","Audio/Sound Effects/UI/Ultimatum/UltimatumChooseReward.ogg","",""
257,"UltimatumEndTimer","","Audio/Sound Effects/UI/Ultimatum/UltimatumEndTimer.ogg","",""
258,"UltimatumTimerHeartbeat","","Audio/Sound Effects/UI/Ultimatum/UltimatumTimerHeartbeat.ogg","",""
259,"UltimatumOutOfRingStart","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing.ogg","",""
260,"UltimatumOutOfRing3Sec","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing2.ogg","",""
261,"UltimatumOutOfRing2Sec","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing3.ogg","",""
262,"UltimatumOutOfRing1Sec","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing4.ogg","",""
263,"RoyaleCountIn5","","Audio/Sound Effects/UI/Royale/Royale_CountIn_05.ogg","",""
264,"RoyaleCountIn4","","Audio/Sound Effects/UI/Royale/Royale_CountIn_04.ogg","",""
265,"RoyaleCountIn3","","Audio/Sound Effects/UI/Royale/Royale_CountIn_03.ogg","",""
266,"RoyaleCountIn2","","Audio/Sound Effects/UI/Royale/Royale_CountIn_02.ogg","",""
267,"RoyaleCountIn1","","Audio/Sound Effects/UI/Royale/Royale_CountIn_01.ogg","",""
268,"RoyaleCountIn0","","Audio/Sound Effects/UI/Royale/Royale_CountIn_00.ogg","",""
269,"RoyaleEventStartSG","","Audio/Sound Effects/UI/Royale/Royale_EventStart.ogg","",""
270,"RoyaleEventEndSG","","Audio/Sound Effects/UI/Royale/Royale_EventEnd.ogg","",""
271,"RoyalePlayerKillSG","Audio/Sound Effects/UI/Royale/Royale_Kill.ogg","","",""
272,"ExpeditionVendorCurrencySmall","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencySmall.ogg","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencySmall.ogg2d","",""
273,"ExpeditionVendorCurrencyMedium","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyMed.ogg","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyMed.ogg2d","",""
274,"ExpeditionVendorCurrencyLarge","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyLarge.ogg","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyLarge.ogg2d","",""
275,"ItemRevealFlashMagic","","Audio/Sound Effects/UI/Expedition/GambleRevealMagic.ogg","",""
276,"ItemRevealFlashRare","","Audio/Sound Effects/UI/Expedition/GambleRevealRare.ogg","",""
277,"ItemRevealFlashUnique","","Audio/Sound Effects/UI/Expedition/GambleRevealUnique.ogg","",""
278,"ItemRevealFlashCorrupted","","Audio/Sound Effects/UI/Expedition/GambleRevealRare.ogg","",""
279,"ExpeditionStashClose","","Audio/Sound Effects/UI/Expedition/CloseStash.ogg","",""
280,"ExpeditionStashOpen","","Audio/Sound Effects/UI/Expedition/OpenStash.ogg","",""
281,"ScourgeForward","","Audio/Sound Effects/Skills/ScourgeLeague/Mechanics/Encounter/Forward.ogg","",""
282,"ScourgeBackward","","Audio/Sound Effects/Skills/ScourgeLeague/Mechanics/Encounter/Backward.ogg","",""
283,"ScourgeCrucibleEquip","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Equip.ogg","",""
284,"ScourgeCrucibleitem","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Item.ogg","",""
285,"ScourgeVisceraCauldron","","Audio/Sound Effects/UI/ScourgeLeague/VisceraCauldron_Item.ogg","",""
286,"ScourgeCruciblePlace","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Place.ogg","",""
287,"ScourgeCrucibleMenu","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Menu.ogg","",""
288,"ScourgeCrucibleTransform","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucibleTransform.ogg","",""
289,"PassiveTreeApplyPoints","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeApplyPoints.ogg","",""
290,"PassiveTreeNode","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeNodes.ogg","",""
291,"PassiveTreeMasteryClick","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeMasteryClick.ogg","",""
292,"PassiveTreeRespec","","Audio/Sound Effects/UI/PassiveTree/PassiveRespecApply.ogg","",""
293,"ScourgeTalentAssign","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Assign.ogg","",""
294,"ScourgeTalentCrucible","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Crucible.ogg","",""
295,"ScourgeTalentFurnace","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Furnace.ogg","",""
296,"PassiveTreeMasteryFire","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateFire.ogg","",""
297,"PassiveTreeMasteryCold","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCold.ogg","",""
298,"PassiveTreeMasteryLightning","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateLightning.ogg","",""
299,"PassiveTreeMasteryLife","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateLife.ogg","",""
300,"PassiveTreeMasteryMana","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateMana.ogg","",""
301,"PassiveTreeMasteryBow","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateBow.ogg","",""
302,"PassiveTreeMasteryProjectile","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateProjectile.ogg","",""
303,"PassiveTreeMasteryChaos","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateChaos.ogg","",""
304,"PassiveTreeMasteryImpale","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateImpale.ogg","",""
305,"PassiveTreeMasteryWarcry","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateWarcry.ogg","",""
306,"PassiveTreeMasteryArmour","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateArmour.ogg","",""
307,"PassiveTreeMasteryArmourES","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateArmourES.ogg","",""
308,"PassiveTreeMasteryArmourEvasion","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateArmourEvasion.ogg","",""
309,"PassiveTreeMasteryBleed","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateBleed.ogg","",""
310,"PassiveTreeMasteryDaggerClaw","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateDaggerClaw.ogg","",""
311,"PassiveTreeMasteryElemental","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateElemental.ogg","",""
312,"PassiveTreeMasteryEnergyShield","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateEnergyShield.ogg","",""
313,"PassiveTreeMasteryEvasion","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateEvasion.ogg","",""
314,"PassiveTreeMasteryEvasionES","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateEvasionES.ogg","",""
315,"PassiveTreeMasteryFlask","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateFlask.ogg","",""
316,"PassiveTreeMasteryMace","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateMace.ogg","",""
317,"PassiveTreeMasteryMinions","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateMinions.ogg","",""
318,"PassiveTreeMasteryPhysical","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocatePhysical.ogg","",""
319,"PassiveTreeMasteryPoison","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocatePoison.ogg","",""
320,"PassiveTreeMasterySwordAxe","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateSwordAxe.ogg","",""
321,"PassiveTreeMasteryTotem","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateTotem.ogg","",""
322,"PassiveTreeMasteryTrap","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateTrap.ogg","",""
323,"PassiveTreeMasteryResistance","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateResistance.ogg","",""
324,"PassiveTreeMasteryAccuracy","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateAccuracy.ogg","",""
325,"PassiveTreeMasteryAttributes","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateAttributes.ogg","",""
326,"PassiveTreeMasteryCaster","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCaster.ogg","",""
327,"PassiveTreeMasteryCharges","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCharges.ogg","",""
328,"PassiveTreeMasteryCritical","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCritical.ogg","",""
329,"PassiveTreeMasteryRecovery","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateRecovery.ogg","",""
330,"PassiveTreeMasteryStun","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateStun.ogg","",""
331,"ScourgeTalentApply","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Apply.ogg","",""
332,"ScourgeTalentApply2","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Apply.ogg","",""
333,"ScourgeBarChargeHalf","","Audio/Sound Effects/UI/ScourgeLeague/CrucibleChargeHalf.ogg","",""
334,"ScourgeBarChargeFull","","Audio/Sound Effects/UI/ScourgeLeague/CrucibleChargeFull.ogg","",""
335,"ExpeditionCurrencyAutoLoot","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoPickup.ogg","",""
336,"PassiveTreeMasteryDuration","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateDuration.ogg","",""
337,"ScourgeTalentAssignFinal","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_AssignFinal.ogg","",""
338,"ScourgeTalentUnique","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Unique.ogg","",""
339,"ExpeditionCurrencyAutoLootSmall","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoSmall.ogg","",""
340,"ExpeditionCurrencyAutoLootMed","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoMed.ogg","",""
341,"ExpeditionCurrencyAutoLootLarge","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoLarge.ogg","",""
342,"PassiveTreeKeystone","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeKeystone.ogg","",""
343,"ScourgeTalentRespec","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Respec.ogg","",""
344,"PassiveTreeJewel","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeJewel.ogg","",""
345,"ScourgeUpgradeMicrowave","","Audio/Sound Effects/UI/ScourgeLeague/UpgradeMicrowave.ogg","",""
346,"PantheonMajor","","Audio/Sound Effects/UI/Pantheon/PantheonMajor.ogg","",""
347,"PantheonMinor","","Audio/Sound Effects/UI/Pantheon/PantheonMinor.ogg","",""
348,"PantheonMenu","","Audio/Sound Effects/UI/Pantheon/PantheonMenu.ogg","",""
349,"AtlasInsertWatchstoneMaven","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneMaven.ogg","",""
350,"AtlasInsertWatchstoneElder","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneElder.ogg","",""
351,"AtlasInsertWatchstoneCleansing","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneCleansing.ogg","",""
352,"AtlasInsertWatchstoneTangle","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneTangle.ogg","",""
353,"AtlasPassiveTreeSelect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelect.ogg","",""
354,"AtlasPassiveTreeDeselect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveDeselect.ogg","",""
355,"AtlasPassiveTreeConfirmSelection","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveConfirmSelection.ogg","",""
356,"AtlasPassiveTreeMouseOver","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveMouseOver.ogg","",""
357,"AtlasPassiveTreeHover","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveHover.ogg","",""
358,"AtlasPassiveTreeTravel","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveTravel.ogg","",""
359,"AtlasPassiveTreeSelectNotable","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelectNotable.ogg","",""
360,"ArchnemesisModSelect","","Audio/Sound Effects/UI/ArchnemesisLeague/ArchnemesisMod_Select.ogg","",""
361,"ArchnemesisModPlace","","Audio/Sound Effects/UI/ArchnemesisLeague/ArchnemesisMod_Place.ogg","",""
362,"ArchnemesisModPlaceLayer","","Audio/Sound Effects/UI/ArchnemesisLeague/ArchnemesisMod_PlaceB.ogg","",""
363,"AtlasPassivePoint","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassivePoint.ogg","",""
364,"ArchnemesisStatueClick","","Audio/Sound Effects/UI/ArchnemesisLeague/Statue/ClickStatue.ogg","",""
365,"ArchnemesisEncounterStart","","Audio/Sound Effects/UI/ArchnemesisLeague/Statue/BeginEncounter.ogg","",""
366,"EldritchCurrencyUseIchor","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ichor.ogg","",""
367,"EldritchCurrencyUseIchorT4","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ichor_Tier4.ogg","",""
368,"EldritchCurrencyUseEmber","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ember.ogg","",""
369,"EldritchCurrencyUseEmberT4","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ember_Tier4.ogg","",""
370,"EldritchCurrencyUseConflict","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Conflict.ogg","",""
371,"AtlasPassiveTreeRefund","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveRefund.ogg","",""
372,"AtlasPassiveTreeRefundAccept","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveRefundAccept.ogg","",""
373,"AtlasInsertWatchstoneTravel","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/WatchstoneTravel.ogg","",""
374,"AtlasPassiveTreeMasteryClick","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveMasteryClick.ogg","",""
375,"VaultPassOpen","","Audio/Sound Effects/UI/VaultPass/OpenVaultPass.ogg","",""
376,"VaultPassItemHover","","Audio/Sound Effects/UI/VaultPass/ItemHover.ogg","",""
377,"VaultPassRewardUnlockPoint","","Audio/Sound Effects/UI/VaultPass/VaultPassRewardUnlock.ogg","",""
378,"AscendancyZoom","","Audio/Sound Effects/UI/Ascendancy/Zoom_$(#).ogg","",""
379,"AscendancySelect","","Audio/Sound Effects/UI/Ascendancy/Select_02.ogg","",""
380,"UseFlaskEmpty","","Audio/Sound Effects/ItemSounds/flaskdrinkempty.ogg","",""
381,"AtlasPassiveTreeSelectKeystone","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelectKeystone.ogg","",""
382,"AtlasPassiveTreeKeystoneBossEldritch","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneBossEldritch.ogg","",""
383,"AtlasPassiveTreeKeystoneCorruptMaps","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneCorruptMaps.ogg","",""
384,"AtlasPassiveTreeKeystoneCortex","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneCortex.ogg","",""
385,"AtlasPassiveTreeKeystoneEldritch","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneEldritch.ogg","",""
386,"AtlasPassiveTreeKeystoneEoW","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneEoW.ogg","",""
387,"AtlasPassiveTreeKeystoneMaps","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneMaps.ogg","",""
388,"AtlasPassiveTreeKeystoneMapsAtlas","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneMapsAtlas.ogg","",""
389,"AtlasPassiveTreeKeystoneMaven","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneMaven.ogg","",""
390,"AtlasPassiveTreeKeystoneMonster","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneMonster.ogg","",""
391,"AtlasPassiveTreeKeystoneSearing","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneSearing.ogg","",""
392,"AtlasPassiveTreeKeystoneShaper","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneShaper.ogg","",""
393,"AtlasPassiveTreeKeystoneShaperElder","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneShaperElder.ogg","",""
394,"AtlasPassiveTreeKeystoneSirus","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneSirus.ogg","",""
395,"SentinelControllerItemDrop","Audio/Sound Effects/ItemSounds/SentinelLeague/Controller_Drop.ogg","Audio/Sound Effects/ItemSounds/SentinelLeague/Controller_Drop.ogg2d","",""
396,"SentinelPassiveTreeGamepadNavigateNode","","event:/Sound Effects/UI/Xbox/Scroll2.ogg","",""
397,"SentinelPassiveTreeGamepadNavigateWire","","event:/Sound Effects/UI/Xbox/Scroll3.ogg","",""
398,"SentinelPassiveTreeGamepadSelect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelect.ogg","",""
399,"SentinelPassiveTreeGamepadDeselect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveDeselect.ogg","",""
400,"SentinelCraftStart","","Audio/Sound Effects/UI/SentinelLeague/Crafting/Start.ogg","",""
401,"SentinelCraftIdle","","Audio/Sound Effects/UI/SentinelLeague/Crafting/Idle.ogg","",""
402,"SentinelCraftEnd","","Audio/Sound Effects/UI/SentinelLeague/Crafting/End.ogg","",""
403,"SentinelDroneItemDrop","Audio/Sound Effects/ItemSounds/SentinelLeague/Sentinel_Drop.ogg","Audio/Sound Effects/ItemSounds/SentinelLeague/Sentinel_Drop.ogg2d","",""
404,"SentinelPassiveDronePowered","","Audio/Sound Effects/UI/SentinelLeague/Controller/Drone_Powered.ogg","",""
405,"SentinelPassiveDeselect","","Audio/Sound Effects/UI/SentinelLeague/Controller/Passive_Deselect.ogg","",""
406,"SentinelPassiveSelect","","Audio/Sound Effects/UI/SentinelLeague/Controller/Passive_Select.ogg","",""
407,"SentinelPassiveWire","","Audio/Sound Effects/UI/SentinelLeague/Controller/Wire.ogg","",""
408,"SentinelDroneEquip","","Audio/Sound Effects/UI/SentinelLeague/Drone_Equip.ogg","",""
409,"SentinelControllerEquip","","Audio/Sound Effects/UI/SentinelLeague/Controller/Controller_Equip.ogg","",""
410,"SentinelPlayerPowerLevelUp","","Audio/Sound Effects/Misc/SentinelLeague/PowerUp.ogg","",""
411,"SentinelCurrencyRightClick","","Audio/Sound Effects/UI/SentinelLeague/Crafting/Currency_RightClick.ogg","",""
412,"LakeIslandRise","Audio/Sound Effects/Environment/LakeLeague/Tiles/Island_Rise_SG.ogg","Audio/Sound Effects/Environment/LakeLeague/Tiles/Island_Rise_SG.ogg","",""
413,"AtlasMemoryLineApplied","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesClick.ogg","",""
414,"AtlasMemoryLineNodeAdded","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesMid.ogg","",""
415,"AtlasMemoryLineEndNodeAdded","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesEnd.ogg","",""
416,"AtlasMemoryLineNodeCompleted","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesCompleteNode.ogg","",""
417,"AtlasMemoryLineEndNodeCompleted","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesCompleteFull.ogg","",""
418,"LakeLeagueSelect","","Audio/Sound Effects/UI/LakeLeague/Select.ogg","",""
419,"LakeLeagueDeselect","","Audio/Sound Effects/UI/LakeLeague/Deselect.ogg","",""
420,"LakeLeaguePrint","","Audio/Sound Effects/UI/LakeLeague/Print.ogg","",""
421,"LakeLeagueDeviceOpen","","Audio/Sound Effects/UI/LakeLeague/Device_Open.ogg","",""
422,"LakeLeagueDeviceOpenTone","","Audio/Sound Effects/UI/LakeLeague/Device_Open_Tone.ogg","",""
423,"LakeLeagueConfirm","","Audio/Sound Effects/UI/LakeLeague/Confirm.ogg","",""
424,"LakeLeagueSelectTonal","","Audio/Sound Effects/UI/LakeLeague/Select_Tonal.ogg","",""
425,"LakeLeagueCraftingOpenTone","","Audio/Sound Effects/UI/LakeLeague/Craft_Open_Tone.ogg","",""
426,"LakeLeagueCraftingReflect","","Audio/Sound Effects/UI/LakeLeague/Craft_Reflect.ogg","",""
427,"LakeLeaguePortalOpenTone","","Audio/Sound Effects/UI/LakeLeague/Portal_Open_Tone.ogg","",""
428,"SanctumLeagueMapOpen","","Audio/Sound Effects/UI/SanctumLeague/MapOpen.ogg","",""
429,"SanctumLeagueEndRun","","Audio/Sound Effects/UI/SanctumLeague/EndRun.ogg","",""
430,"SanctumLeagueRelicAltarOpen","","Audio/Sound Effects/UI/SanctumLeague/RelicAltarOpen.ogg","",""
431,"SanctumLeagueHoverUI","","Audio/Sound Effects/UI/SanctumLeague/Hover.ogg","",""
432,"SanctumLeagueOfferOpen","","Audio/Sound Effects/UI/SanctumLeague/OfferClick.ogg","",""
433,"SanctumLeaguePactOpen","","Audio/Sound Effects/UI/SanctumLeague/PactClick.ogg","",""
434,"SanctumLeagueMerchantOpen","","Audio/Sound Effects/UI/SanctumLeague/MerchantClick.ogg","",""
435,"SanctumLeagueMerchantPurchase","","Audio/Sound Effects/UI/SanctumLeague/MerchantPurchase.ogg","",""
436,"SanctumLeagueMapRoomSelect","","Audio/Sound Effects/UI/SanctumLeague/MapRoomSelect.ogg","",""
437,"SanctumLeagueMapRoomSelectFinal","","Audio/Sound Effects/UI/SanctumLeague/MapRoomSelectFinal.ogg","",""
