"rownum","BaseItemTypesKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemTypesKey","IsVaalVariant","MinionGlobalSkillLevelStat","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","i32","ItemExperienceType","MtxSlotTypes","GemEffects"
336,6733,40,60,0,"","","",1,"","","",1,1,"","",2,0,[0],[601]
337,6734,0,0,100,"","","",1,"","","",1,1,"","",3,0,[0],[602]
338,6737,100,0,0,"","","","","","","",1,1,"","",1,8,[0],[603]
339,6738,0,60,40,"","","","","","","",1,1,"","",2,8,[0],"[604,605,606]"
340,6739,0,40,60,"","","","","","","",1,1,"","",3,3,[0],"[607,608,609]"
341,6740,40,60,0,"","","","","","","",1,1,"","",2,12,[0],[610]
342,6741,100,0,0,"","","","","","","",1,1,"","",1,8,[0],"[611,612,613]"
343,6742,0,0,100,"","","",1,"","","",1,1,"","",3,1,[0],[614]
344,6743,0,100,0,"","","",1,"","","",1,1,"","",2,1,[0],[615]
345,6744,0,0,100,"","","",1,"","","",1,1,465,"",3,1,[0],[616]
346,6745,100,0,0,"","","",1,"","","",1,1,435,"",1,1,[0],[617]
347,6746,0,0,100,"","","",1,"","","",1,1,"","",3,1,[0],[618]
348,6747,0,100,0,"","","",1,"","","",1,1,"","",2,1,[0],[619]
349,6748,60,0,40,"","","","","","","",1,1,"","",1,7,[0],[620]
350,6749,33,33,34,"","","","","","","",1,1,"","",4,12,[0],[621]
351,6750,0,60,40,"","","","","","","",1,1,"","",2,0,[0],"[622,623,624]"
352,6751,0,40,60,"","","","","","","",1,1,"","",3,3,[0],"[625,626,627]"
353,6752,0,60,40,"","","","","","","",1,1,"","",2,8,[0],"[628,629,630]"
354,6753,0,40,60,"","","","","","","",1,1,"","",3,8,[0],"[631,632,633]"
355,6754,0,60,40,"","","","","","","",1,1,"","",2,8,[0],"[634,635,636]"
356,6755,0,0,100,"",1,"","","","","",1,1,"","",3,4,[0],[637]
357,6756,100,0,0,"",1,"","","","","",1,1,"","",1,8,[0],"[638,639,640]"
358,6757,0,0,100,"",1,"","","","","",1,1,"","",3,0,[0],"[641,642,643]"
359,6758,0,60,40,"","","",1,"","","",1,1,"","",2,9,[0],[644]
360,6759,0,40,60,"","","",1,"","","",1,1,"","",3,9,[0],[645]
361,6760,100,0,0,"",1,"","","","","",1,1,"","",1,8,[0],"[646,647,648]"
362,6761,60,0,40,"","","","","","","",1,1,"","",1,8,[0],"[649,650,651]"
363,6762,60,0,40,7116,"","","","","","",1,1,"","",1,0,[0],"[652,653,654]"
364,6763,0,100,0,"","","","","","","",1,1,"","",2,8,[0],"[655,656,657]"
365,6764,0,100,0,"","","","","","","",1,1,"","",2,4,[0],"[658,659,660]"
366,6765,40,0,60,"","","","","","","",1,1,"","",3,1,[0],"[661,662,663]"
367,6766,0,100,0,"","","",1,"","","",1,1,"","",2,11,[0],[664]
368,6767,0,40,60,"","","",1,"","","",1,1,"","",3,11,[0],[665]
369,6768,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[666,667,668]"
370,6769,60,40,0,"","","","","","","",1,1,"","",1,4,[0],[669]
371,6770,40,60,0,"","","","","","","",1,1,"","",2,8,[0],"[670,671,672]"
372,6771,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[673,674,675]"
373,6772,100,0,0,"","","","","","","",1,1,"","",1,1,[0],[676]
374,6773,100,0,0,"","","","","","","",1,1,"","",1,7,[0],[677]
375,6774,40,60,0,"","","","","","","",1,1,"","",2,4,[0],"[678,679,680]"
376,6775,60,0,40,"","","",1,"","","",1,1,"","",1,11,[1],[681]
377,6776,40,0,60,"","","","","","","",1,1,"","",3,8,[0],"[682,683,684]"
378,6777,40,0,60,"","","","","","","",1,1,"","",3,14,[0],[685]
379,6778,40,0,60,"","","","","","","",1,1,"","",3,0,[0],"[686,687,688]"
380,6779,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[689,690,691]"
381,6780,0,0,100,"","","","","","","",1,"","","",3,7,[0],"[692,693,694]"
382,6784,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[695]
383,6783,40,0,60,"","","","","","","",1,1,"","",3,5,[0],"[696,697,698]"
384,6785,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[699]
385,6782,40,0,60,"","","","","","","",1,1,"","",3,8,[0],"[700,701,702]"
386,6787,0,40,60,"","","","","","","",1,1,"","",3,7,[0],[703]
387,6786,0,0,100,"","","",1,"","","",1,1,"","",3,11,[0],[704]
388,6788,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[705]
389,6789,0,0,100,"","","",1,"","","",1,1,468,"",3,11,[0],[706]
390,6790,100,0,0,"","","","","","","",1,1,"","",1,1,[0],[707]
391,6791,0,0,100,"","","","","","","",1,1,"","",3,12,[0],[708]
392,6792,0,100,0,"","","","","","","",1,1,"","",2,1,[0],[709]
393,6793,60,40,0,"","","","","","","",1,1,"","",1,12,[0],[710]
394,6794,0,60,40,"","","","","","","",1,1,"","",2,6,[0],[711]
395,6795,60,40,0,"","","","","","","",1,1,"","",1,8,[0],"[712,713,714]"
396,6796,60,40,0,"","","","","","","",1,1,"","",1,15,[0],[715]
397,6797,100,0,0,"","","","","","","",1,1,"","",1,10,[0],[716]
398,6798,60,40,0,"","","","","","","",1,1,"","",1,0,[0],"[717,718,719]"
399,6799,100,0,0,"","","","","","","",1,1,"","",1,4,[0],"[720,721,722]"
400,6800,100,0,0,"","","","","","","",1,1,"","",1,0,[0],[723]
401,6801,40,60,0,"","","",1,"","","",1,1,"","",2,6,[0],[724]
402,6802,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[725]
403,6803,0,0,100,"","","","","","","",1,1,"","",3,1,[0],"[726,727,728]"
404,6804,0,75,0,"","","","","","","",1,1,"","",2,3,[0],[729]
405,6805,60,40,0,"","","","","","","",1,1,"","",1,5,[0],[730]
406,6806,40,60,0,"","","",1,"","","",1,1,"","",2,9,[0],[731]
407,6807,100,0,0,"","","","","","","",1,1,"","",1,0,[0],[732]
408,6808,100,0,0,"","","","","","","",1,1,"","",1,7,[0],[733]
409,6809,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[734]
410,6810,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[735]
411,6811,0,60,40,"","","","","","","",1,1,"","",2,0,[0],"[736,737,738]"
412,6812,0,0,100,"","","","","","","",1,1,"","",3,10,[0],"[739,740,741]"
413,6813,0,60,40,"","","","","","","",1,1,"","",2,3,[0],[742]
414,6814,0,100,0,"","","","","","","",1,1,"","",2,7,[0],[743]
415,6815,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[744]
416,6816,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[745]
417,6817,0,60,40,"","","","","","","",1,1,"","",2,8,[0],[746]
418,6818,0,60,40,"","","",1,"","","",1,1,"","",2,6,[0],[747]
419,6819,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[748]
420,6876,0,60,40,"","","","","","","",1,1,"","",2,12,[0],[749]
421,6820,0,40,60,"","","","","","","",1,1,"","",3,0,[0],"[750,751,752]"
422,6821,0,40,60,"","","","","","","",1,1,"","",3,5,[0],[753]
423,6822,0,40,60,"","","",1,"","","",1,1,"","",3,9,[0],[754]
424,6869,40,0,60,"","","",1,"","","",1,1,"","",3,2,[0],[755]
425,6823,0,60,40,"","","","","","","",1,1,"","",2,8,[0],"[756,757,758]"
426,6824,0,60,40,7115,"","","","","","",1,1,"","",2,4,[0],"[759,760,761]"
427,6825,0,60,40,"","","",1,"","","",1,1,"","",2,1,[0],[762]
428,6826,0,100,0,"","","","","","","",1,1,"","",2,1,[1],"[763,764,765]"
429,6827,0,100,0,"","","",1,"","","",1,1,445,"",2,2,[0],[766]
430,6828,0,100,0,"","","",1,"","","",1,1,"","",2,11,[0],[767]
431,6829,0,100,0,"","","","","","","",1,1,"","",2,5,[0],"[768,769,770]"
432,6830,0,100,0,"","","","","","","",1,1,"","",2,8,"[0,1]","[771,772,773]"
433,6432,0,100,0,"","","",1,"","","",1,1,"","",2,11,[0],[774]
434,6831,100,0,0,"","","",1,"","","",1,1,"",32,1,16,[0],[775]
435,6832,100,0,0,"","","",1,"","","",1,1,"",346,1,17,[0],[776]
436,6833,100,0,0,"","","",1,"","","",1,1,"",334,1,18,[0],[777]
437,6834,60,0,40,"","","",1,"","","",1,1,"",192,1,19,[0],[778]
438,6835,60,0,40,"","","",1,"","","",1,1,"",112,1,20,[0],[779]
439,6836,100,0,0,"","","",1,"","","",1,1,"",172,1,21,[0],[780]
440,6837,60,0,40,"","","",1,"","","",1,1,"",246,1,19,[0],[781]
441,6838,100,0,0,"","","",1,"","","",1,1,"",82,1,21,[0],[782]
442,6839,100,0,0,"","","",1,"","","",1,1,"",189,1,22,[0],[783]
443,6840,60,40,0,"","","",1,"","","",1,1,"",187,1,18,[0],[784]
444,6841,0,100,0,"","","",1,"","","",1,1,"",37,2,22,[0],[785]
445,6842,0,100,0,"","","",1,"","","",1,1,"",429,2,16,[0],[786]
446,6843,0,60,40,"","","",1,"","","",1,1,"",197,2,18,[0],[787]
447,6844,0,100,0,"","","",1,"","","",1,1,"",176,2,18,[0],[788]
448,6845,0,100,0,"","","",1,"","","",1,1,"",173,2,19,[0],[789]
449,6846,0,60,40,"","","",1,"","","",1,1,"",326,2,21,[0],[790]
450,6847,0,100,0,"","","",1,"","","",1,1,"",178,2,19,[0],[791]
451,6848,0,100,0,"","","",1,"","","",1,1,"",34,2,18,[0],[792]
452,6849,0,100,0,"","","",1,"","","",1,1,"",306,2,19,[0],[793]
453,6850,0,60,40,"","","",1,"","","",1,1,"",304,2,22,[0],[794]
454,6851,0,100,0,"","","",1,"","","",1,1,"",230,2,21,[0],[795]
455,6852,0,0,100,"","","",1,"","","",1,1,"",60,3,19,[0],[796]
456,6853,0,0,100,"","","",1,"","","",1,1,"",40,3,22,[0],[797]
457,6854,0,0,100,"","","",1,"","","",1,1,"",270,3,19,[0],[798]
458,6855,0,40,60,"","","",1,"","","",1,1,"",320,3,18,[0],[799]
459,6856,0,0,100,"","","",1,"","","",1,1,"",305,3,21,[0],[800]
460,6857,0,0,100,"","","",1,"","","",1,1,"",194,3,18,[0],[801]
461,6858,0,0,100,"","","",1,"","","",1,1,"",314,3,21,[0],[802]
462,6859,0,0,100,"","","",1,"","","",1,1,"",39,3,18,[0],[803]
463,6860,0,0,100,"","","",1,"","","",1,1,"",174,3,19,[0],[804]
464,6861,0,0,100,"","","",1,"","","",1,1,"",106,3,22,[0],[805]
465,6862,0,0,100,"","","",1,"","","",1,1,"",345,3,17,[0],[806]
466,6863,0,0,100,"","","",1,"","","",1,1,"",188,3,18,[0],[807]
467,6864,0,40,60,"","","",1,"","","",1,1,"",333,3,22,[0],[808]
468,6865,0,0,100,"","","",1,"","","",1,1,"",389,3,18,[0],[809]
469,6866,100,0,0,"","","",1,"","","",1,1,"",200,1,23,[0],[810]
470,6867,0,0,100,"","","",1,"","","",1,1,"",233,3,23,[0],[811]
471,6868,0,100,0,"","","",1,"","","",1,1,"",215,2,23,[0],[812]
472,6872,0,0,100,"","","","","","","",1,1,"","",3,5,[0],[813]
473,6870,0,100,0,"","","","","","","",1,1,"","",2,12,[0],[814]
474,6781,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[815,816,817]"
475,6873,0,0,100,"","","","","","","",1,1,"","",3,0,[0],"[818,819,820]"
476,6874,0,100,0,"","","","","","","",1,1,"","",2,5,[0],"[821,822,823]"
477,6875,40,60,0,"","","","","","","",1,1,"","",2,12,[0],[824]
478,6871,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[825]
479,6878,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[826]
480,6879,0,60,40,"","","",1,"","","",1,1,"","",2,9,[0],[827]
481,6881,0,0,100,"","","","","","","",1,"","","",3,11,[0],[828]
482,6882,100,0,0,"","","","","","","",1,1,"","",1,3,[0],[829]
483,6672,100,0,0,"","","","","","","",1,1,"","",1,5,[0],[830]
484,6883,100,0,0,"","","","","","","",1,1,"","",1,5,[0],[831]
485,6884,40,0,60,"","","","","","","",1,1,"","",3,8,[0],"[832,833,834]"
486,6885,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[835,836,837]"
487,6886,100,0,0,"","","","","","","",1,1,"","",1,4,[0],"[838,839,840]"
488,6887,100,0,0,"","","","","","","",1,"","","",1,7,[0],"[841,842,843]"
489,6880,100,0,0,"","","",1,"","","",1,1,"","",1,11,[0],[844]
490,6888,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[845]
491,6889,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[846]
492,6890,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[847,848,849]"
493,6891,0,0,100,"","","","","","","",1,1,"","",3,10,[0],"[850,851,852]"
494,6892,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[853,854,855]"
495,6893,0,40,60,"","","","","","","",1,1,"","",3,10,[0],[856]
496,6894,40,60,0,"","","","","","","",1,1,"","",2,0,[0],"[857,858,859]"
497,6895,0,0,100,"","","","","","","",1,1,"","",3,10,[0],[860]
498,6896,0,0,100,"","","","","","","",1,1,"","",3,1,[0],"[861,862,863]"
499,6897,0,0,100,"","","",1,"","","","",1,"","",3,9,[0],[864]
500,6898,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[865,866,867]"
501,6899,0,40,60,"","","",1,"","","",1,1,"","",3,9,[0],[868]
502,6900,0,100,0,"","","","","","","",1,1,"","",2,4,[0],[869]
503,6901,0,0,100,"","","","","","","",1,1,"","",3,10,[0],"[870,871,872]"
504,6902,0,40,60,"","","",1,"","","",1,1,"","",3,6,[0],[873]
505,6903,0,0,0,"","","","","","","",1,1,"","",4,12,[0],[874]
506,6904,0,0,100,"","","","","","","",1,1,"","",3,12,[0],[875]
507,6905,0,0,0,"",1,"","","","","",1,1,"","",4,12,[0],[876]
508,6906,0,0,0,"","","","","","","",1,1,"","",4,12,[0],[877]
509,6907,60,0,40,"","","","","","","",1,1,"","",1,4,[0],"[878,879,880]"
510,6908,100,0,0,"","","","","","","",1,1,"","",1,5,[0],[881]
511,6909,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[882]
512,6910,60,0,40,7118,"","","","","","",1,1,"","",1,8,[0],"[883,884,885]"
513,6911,100,0,0,"","","","","","","",1,1,"","",1,7,[0],[886]
514,6912,60,0,40,"","","",1,"","","",1,1,"","",1,6,[0],[887]
515,6913,100,0,0,"","","",1,"","","",1,1,"","",1,2,[0],[888]
516,6951,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[889]
517,6952,40,60,0,"","","","","","","",1,1,"","",2,25,[0],[890]
518,6953,40,60,0,"","","","","","","",1,1,"","",2,24,[0],[891]
519,6954,40,60,0,"","","","","","","",1,1,"","",2,25,[0],[892]
520,6955,60,40,0,"","","","","","","",1,1,"","",1,24,[0],[893]
521,6956,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[894]
522,6957,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[895]
523,6958,100,0,0,"","","","","","","",1,1,"","",1,25,[1],[896]
524,6959,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[897]
525,6960,100,0,0,"","","","","","","",1,"","","",1,25,[0],[898]
526,6961,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[899]
527,6962,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[900]
528,6963,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[901]
529,6964,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[902]
530,6965,60,0,40,"","","","","","","",1,1,"","",1,25,[0],[903]
531,6966,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[904]
532,6967,60,0,40,"","","","","","","",1,1,"","",1,24,[0],[905]
533,6968,40,60,0,"","","","","","","",1,1,"","",2,24,[0],[906]
534,6969,40,60,0,"","","","","","","",1,1,"","",2,24,[0],[907]
535,6970,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[908]
536,6971,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[909]
537,6972,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[910]
538,6973,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[911]
539,6974,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[912]
540,6975,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[913]
541,6976,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[914]
542,6977,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[915]
543,6978,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[916]
544,6979,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[917]
545,6980,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[918]
546,6981,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[919]
547,6982,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[920]
548,6983,60,0,40,"","","","","","","",1,1,"","",1,25,[0],[921]
549,6984,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[922]
550,6985,40,0,60,"","","","","","","",1,1,"","",3,25,[0],[923]
551,6986,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[924]
552,6987,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[925]
553,6988,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[926]
554,6989,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[927]
555,6990,40,0,60,"","","","","","","",1,1,"","",3,25,[0],[928]
556,6991,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[929]
557,6992,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[930]
558,6993,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[931]
559,6994,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[932]
560,6995,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[933]
561,6996,40,0,60,"","","","","","","",1,1,"","",3,25,[0],[934]
562,6997,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[935]
563,6998,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[936]
564,6999,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[937]
565,7000,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[938]
566,7001,60,0,40,"","","","","","","",1,1,"","",1,25,[1],[939]
567,7002,0,100,0,"","","","","","","",1,1,"","",2,24,"[0,1]",[940]
568,7003,0,100,0,"","","","","","","",1,1,"","",2,25,[1],[941]
569,7004,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[942]
570,7005,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[943]
571,7006,0,40,60,"","","","","","","",1,1,"","",3,24,[0],[944]
572,7007,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[945]
573,7008,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[946]
574,7009,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[947]
575,7010,0,75,0,"","","","","","","",1,1,"","",2,24,[0],[948]
576,7011,75,0,0,"","","","","","","",1,1,"","",1,24,[0],[949]
577,7012,0,0,75,"","","","","","","",1,1,"","",3,24,[0],[950]
578,7013,60,40,0,"","","","","","","",1,1,"","",1,24,[0],[951]
579,7014,0,50,0,"","","","","","","",1,1,"","",2,25,[0],[952]
580,7015,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[953]
581,7016,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[954]
582,7017,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[955]
583,7018,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[956]
584,7019,60,40,0,"","","","","","","",1,1,"","",1,25,[0],[957]
585,7020,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[958]
586,7021,60,0,40,"","","","","","","",1,1,"","",1,25,[0],[959]
587,7022,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[960]
588,7023,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[961]
589,7024,100,0,0,"","","","","","","",1,1,"","",1,25,[1],[962]
590,7025,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[963]
591,7026,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[964]
592,7027,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[965]
593,7028,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[966]
594,7029,60,40,0,"","","",1,"","","",1,1,"","",1,25,[0],[967]
595,7030,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[968]
596,7031,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[969]
597,7032,60,0,40,"","","",1,"","","",1,1,"","",1,25,[1],[970]
598,7033,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[971]
599,7034,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[972]
600,7035,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[973]
601,7036,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[974]
602,7037,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[975]
603,7038,60,40,0,"","","",1,"","","",1,1,"","",1,25,[1],[976]
604,7039,60,0,40,"","","",1,"","","",1,1,"","",1,25,[1],[977]
605,7040,0,60,40,"","","",1,"","","",1,1,"","",2,25,[0],[978]
606,7041,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[979]
607,7042,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[980]
608,7043,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[981]
609,7044,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[982]
610,7045,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[983]
611,7046,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[984]
612,7047,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[985]
613,7048,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[986]
614,7049,0,40,60,"","","",1,"","","",1,1,"","",3,25,[0],[987]
615,7050,0,0,100,"","","",1,"","","","",1,"","",3,25,[0],[988]
616,7051,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[989]
617,6914,60,40,0,"","","","","","","",1,1,"","",1,5,[0],[990]
618,6915,0,40,60,"","","","","","","",1,1,"","",3,4,[0],"[991,992,993]"
619,6916,100,0,0,"","","","","","","",1,1,"","",1,8,[0],"[994,995,996]"
620,6917,40,60,0,"","","","","","","",1,1,"","",2,4,[0],"[997,998,999]"
621,6918,60,0,40,"","","","","","","",1,"","","",1,7,[0],[1000]
622,6919,100,0,0,"","","",1,"","","",1,1,"","",1,2,[0],[1001]
623,6920,60,0,40,7121,"","","","","","",1,1,"","",1,4,[0],"[1002,1003,1004]"
624,7052,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[1005]
625,7053,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1006]
626,7054,0,60,40,"","","",1,"","","",1,1,"","",2,25,[0],[1007]
627,7055,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1008]
628,7056,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1009]
629,7057,0,60,40,"","","",1,"","","",1,1,"","",2,25,[0],[1010]
630,7058,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1011]
631,7059,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1012]
632,7060,60,0,40,"","","","","","","",1,1,"","",1,25,[1],[1013]
633,7061,100,0,0,"","","","","","","",1,1,"","",1,24,[1],[1014]
634,7062,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[1015]
635,7063,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1016]
636,7064,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1017]
637,7065,0,0,100,"","",10238,"","","","",1,1,"","",3,24,[0],[1018]
638,7066,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[1019]
639,7067,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[1020]
640,7068,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[1021]
641,7069,0,60,40,"","","","","","","",1,1,"","",2,25,[0],[1022]
642,7070,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[1023]
643,7071,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1024]
644,7072,0,40,60,"","","","","","","",1,1,"","",3,25,[0],[1025]
645,7073,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1026]
646,7074,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[1027]
647,7075,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1028]
648,7076,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1029]
649,7077,40,60,0,"","","","","","","",1,1,"","",2,25,[0],[1030]
650,7078,40,60,0,"","","","","","","",1,1,"","",2,25,[0],[1031]
651,7079,60,40,0,"","","","","","","",1,1,"","",1,24,[0],[1032]
652,7080,60,0,40,"","","","","","","",1,1,"","",1,24,[0],[1033]
653,7081,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[1034]
654,7082,100,0,0,"","","","","","","",1,1,"","",1,25,[0],[1035]
655,7083,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[1036]
656,7084,0,100,0,"","","",1,"","","",1,1,"","",2,25,[0],[1037]
657,7085,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1038]
658,7086,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1039]
659,7087,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1040]
660,7088,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1041]
661,7089,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1042]
662,7090,0,0,100,"","","",1,"","","",1,1,"","",3,25,[0],[1043]
663,7091,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[1044]
664,7092,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[1045]
665,7093,0,100,0,"","","","","","","",1,1,"","",2,24,[0],[1046]
666,7094,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[1047]
667,7095,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1048]
668,7096,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1049]
669,7097,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1050]
670,7098,0,0,100,"","","","","","","",1,1,"","",3,25,[0],[1051]
671,7099,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[1052]
672,7100,0,100,0,"","","","","","","",1,1,"","",2,25,[0],[1053]
673,7101,100,0,0,"","","","","","","",1,1,"","",1,24,[0],[1054]
674,7102,0,60,40,"","","","","","","",1,1,"","",2,24,[0],[1055]
675,7103,0,0,100,"","","","","","","",1,1,"","",3,24,[0],[1056]
676,7104,100,0,0,"","","",1,"","","",1,1,"","",1,25,[0],[1057]
677,6922,0,0,100,"","","","","","","",1,1,"","",3,5,[0],"[1058,1059,1060]"
678,6921,0,60,40,"","","","","","","",1,1,"","",2,10,[0],[1061]
679,6923,0,0,100,"","","","","","","",1,1,"","",3,4,[0],"[1062,1063,1064]"
680,6924,0,100,0,"","","","","","","",1,1,"","",2,4,[0],"[1065,1066,1067]"
681,6925,0,100,0,"","","","","","","",1,1,"","",2,8,[0],"[1068,1069,1070]"
682,6926,100,0,0,"","","","","","","",1,1,"","",1,0,[0],"[1071,1072,1073]"
683,6929,0,0,100,"","","","","","","",1,1,"","",3,12,[0],[1074]
684,6927,0,100,0,"","","",1,"","","",1,1,"","",2,9,[0],[1075]
685,6931,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[1076,1077,1078]"
686,6928,100,0,0,"","","",1,"","","",1,1,"","",1,11,[0],[1079]
687,6930,100,0,0,"","","","","","","",1,1,"","",1,8,[0],"[1080,1081,1082]"
