"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[i32]","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","[rid]","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]"
593,"IncreasedManaUniqueGlovesStr1",33694,403,1,128,"","","",1,"",3,[138],-15,-10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-674147249,[],0,[]
594,"IncreasedManaUniqueHelmetInt4",52478,11,1,127,"","","",1,"",3,[1],25,75,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2009578297,[],0,[]
595,"IncreasedManaUniqueBootsInt4",59079,11,1,127,"","","",1,"",3,[1],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1529003494,[],0,[]
596,"IncreasedManaUniqueShieldInt2",36528,11,1,127,"","","",1,"",3,[1],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1457707090,[],0,[]
597,"IncreasedManaUniqueDagger4",57323,11,1,127,"","","",1,"",3,[1],60,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",991028474,[],0,[]
598,"IncreasedManaUniqueBodyInt5",61243,11,1,127,"","","",1,"",3,[1],25,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",61336732,[],0,[]
599,"IncreasedManaUniqueBootsInt5",48164,11,1,127,"","","",1,"",3,[1],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1910492668,[],0,[]
600,"IncreasedManaUniqueGlovesInt3",46175,11,1,127,"","","",1,"",3,[1],60,80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1591863998,[],0,[]
601,"IncreasedManaUniqueAmulet10",18918,11,1,127,"","","",1,"",3,[1],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-879721866,[],0,[]
602,"IncreasedManaUniqueWand3",45311,11,1,127,"","","",1,"",3,[1],40,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1788074605,[],0,[]
603,"IncreasedManaUniqueBelt5",36223,11,1,127,"","","",1,"",3,[1],45,55,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1221772718,[],0,[]
604,"IncreasedManaUniqueRing14",30106,11,1,127,"","","",1,"",3,[1],25,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1733825219,[],0,[]
605,"IncreasedManaUniqueHelmetDexInt2",682,11,1,127,"","","",1,"",3,[1],60,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1311263874,[],0,[]
606,"IncreasedManaUniqueHelmetStrInt3",42374,11,1,127,"","","",1,"",3,[1],100,120,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-276149748,[],0,[]
607,"IncreasedManaUniqueClaw7",43792,11,1,127,"","","",1,"",3,[1],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1882905387,[],0,[]
608,"IncreasedManaUniqueRing20",37006,11,1,127,"","","",1,"",3,[1],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1743058794,[],0,[]
609,"IncreasedManaUniqueHelmetDexInt3",36279,11,1,127,"","","",1,"",3,[1],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1169803279,[],0,[]
610,"IncreasedManaUniqueBodyDexInt2",23998,11,1,127,"","","",1,"",3,[1],100,150,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1405554297,[],0,[]
611,"IncreasedManaUniqueBodyDexInt2Royale",18397,11,1,127,"","","",1,"",3,[1],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-436821461,[],0,[]
612,"IncreasedManaUniqueSceptre6",61874,11,1,127,"","","",1,"",3,[1],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2052164579,[],0,[]
613,"IncreasedManaUniqueWand4",3316,11,1,127,"","","",1,"",3,[1],15,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-83954166,[],0,[]
614,"IncreasedManaUniqueBootsStrDex4",48423,11,1,127,"","","",1,"",3,[1],20,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-570334426,[],0,[]
615,"IncreasedManaUniqueBootsStrDex3",23060,11,1,127,"","","",1,"",3,[1],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",641301549,[],0,[]
616,"IncreasedManaUniqueRing17",30123,11,1,127,"","","",1,"",3,[1],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-420179105,[],0,[]
617,"IncreasedManaUniqueHelmetStrDex5_",56434,11,1,127,"","","",1,"",3,[1],50,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-44031726,[],0,[]
618,"IncreasedManaUniqueBodyInt9",27416,11,1,127,"","","",1,"",3,[1],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-639126785,[],0,[]
619,"IncreasedManaUniqueAmulet18",25644,11,1,127,"","","",1,"",3,[1],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1072257990,[],0,[]
620,"IncreasedManaUniqueRing29",12690,11,1,127,"","","",1,"",3,[1],20,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-237256631,[],0,[]
621,"IncreasedManaUniqueHelmetInt8",3609,11,1,127,"","","",1,"",3,[1],30,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-574565415,[],0,[]
622,"IncreasedManaUniqueAmulet19",41332,11,1,127,"","","",1,"",3,[1],20,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1472788156,[],0,[]
623,"IncreasedManaUniqueTwoHandAxe9",59530,11,1,127,"","","",1,"",3,[1],100,150,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1509011835,[],0,[]
624,"IncreasedManaUniqueBodyStrInt6",9765,11,1,127,"","","",1,"",3,[1],50,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1426289446,[],0,[]
625,"IncreasedManaUniqueOneHandMace7",6880,11,1,127,"","","",1,"",3,[1],70,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1789816910,[],0,[]
626,"IncreasedManaUnique__3",29345,11,1,127,"","","",1,"",3,[1],50,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1517168848,[],0,[]
627,"IncreasedManaUnique__1",16052,11,1,127,"","","",1,"",3,[1],60,120,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-263926032,[],0,[]
628,"IncreasedManaUnique__2",45793,11,1,127,"","","",1,"",3,[1],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1477896952,[],0,[]
629,"IncreasedManaUnique__4",29973,11,1,127,"","","",1,"",3,[1],80,120,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-91713635,[],0,[]
630,"IncreasedManaUnique__5",7465,11,1,127,"","","",1,"",3,[1],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",206246242,[],0,[]
631,"IncreasedManaUnique__6",30980,11,1,127,"","","",1,"",3,[1],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1347234121,[],0,[]
632,"IncreasedManaUnique__7",47850,11,24,127,"","","",1,"",3,[1],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-231388961,[],0,[]
633,"IncreasedManaUnique__8",4944,11,28,127,"","","",1,"",3,[1],30,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1052585453,[],0,[]
634,"IncreasedManaUnique__9",61651,11,1,127,"","","",1,"",3,[1],50,80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2119732875,[],0,[]
635,"IncreasedManaUnique__10",57612,11,1,127,"","","",1,"",3,[1],150,200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1151772075,[],0,[]
636,"IncreasedManaUnique__12",11167,11,1,127,"","","",1,"",3,[1],20,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-203892665,[],0,[]
637,"IncreasedManaUnique__13",49969,11,1,127,"","","",1,"",3,[1],50,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-620423116,[],0,[]
638,"IncreasedManaUnique__14",43182,11,1,127,"","","",1,"",3,[1],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-346536970,[],0,[]
639,"IncreasedManaUnique__15",13477,11,1,127,"","","",1,"",3,[1],1,75,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",756554173,[],0,[]
640,"IncreasedManaUnique__16",39036,11,1,127,"","","",1,"",3,[1],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1050191588,[],0,[]
641,"IncreasedManaUnique__17",37933,11,1,127,"","","",1,"",3,[1],80,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1502727613,[],0,[]
642,"IncreasedManaUnique__18",62940,11,1,127,"","","",1,"",3,[1],1,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2086046091,[],0,[]
643,"IncreasedManaUnique__19",49023,11,1,127,"","","",1,"",3,[1],500,500,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",611425038,[],0,[]
644,"IncreasedManaUnique__20_",16979,11,1,127,"","","",1,"",3,[1],120,160,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1726948541,[],0,[]
645,"IncreasedManaUnique__21",7450,11,1,127,"","","",1,"",3,[1],40,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-248386517,[],0,[]
646,"IncreasedManaUnique__22__",31836,11,1,127,"","","",1,"",3,[1],50,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1509565862,[],0,[]
647,"IncreasedManaUnique__23",1244,11,1,127,"","","",1,"",3,[1],40,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",470872442,[],0,[]
648,"IncreasedManaUnique__24",39321,11,1,127,"","","",1,"",3,[1],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",33449503,[],0,[]
649,"IncreasedManaUnique__25",30510,11,1,127,"","","",1,"",3,[1],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-393719880,[],0,[]
650,"IncreasedManaUnique__26",38284,11,1,127,"","","",1,"",3,[1],150,200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-983087554,[],0,[]
651,"IncreasedManaUnique__27",11598,11,1,127,"","","",1,"",3,[1],60,80,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1473398942,[],0,[]
652,"IncreasedManaUnique__28",36826,11,1,127,"","","",1,"",3,[1],60,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-561635508,[],0,[]
653,"IncreasedManaUnique__29",50901,11,1,127,"","","",1,"",3,[1],20,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[660,323]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1600832093,[],0,[]
654,"IncreasedEnergyShield1",35839,6,3,133,"","","",1,"Shining",1,[2],1,3,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-779462027,[],0,[]
655,"IncreasedEnergyShield2",14596,6,11,133,"","","",1,"Glimmering",1,[2],4,8,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1084455336,[],0,[]
656,"IncreasedEnergyShield3",26734,6,17,133,"","","",1,"Glittering",1,[2],9,12,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1206923166,[],0,[]
657,"IncreasedEnergyShield4",43655,6,23,133,"","","",1,"Glowing",1,[2],13,15,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1951456983,[],0,[]
658,"IncreasedEnergyShield5",4349,6,29,133,"","","",1,"Radiating",1,[2],16,19,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",25825655,[],0,[]
659,"IncreasedEnergyShield6",58006,6,35,133,"","","",1,"Pulsing",1,[2],20,22,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1028448219,[],0,[]
660,"IncreasedEnergyShield7",65049,6,42,133,"","","",1,"Seething",1,[2],23,26,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",402123246,[],0,[]
661,"IncreasedEnergyShield8",62829,6,50,133,"","","",1,"Blazing",1,[2],27,31,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-426830878,[],0,[]
662,"IncreasedEnergyShield9",36829,6,59,133,"","","",1,"Scintillating",1,[2],32,37,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-715957618,[],0,[]
663,"IncreasedEnergyShield10",4559,6,68,133,"","","",1,"Incandescent",1,[2],38,43,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2064214727,[],0,[]
664,"IncreasedEnergyShield11",24149,6,74,133,"","","",1,"Resplendent",1,[2],44,47,0,0,0,0,0,0,"[2,3,26,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1514538003,[],0,[]
665,"IncreasedEnergyShield12",22341,6,80,133,"","","",1,"Dazzling",1,[2],48,51,0,0,0,0,0,0,"[2,3,26,0]","[0,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",805398340,[],0,[]
666,"IncreasedEnergyShieldImplicitBelt1",30476,7,2,133,"","","",1,"",3,[2],9,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[317,628]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",32667390,[],0,[]
