"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","HASH32","DropLevel","Monster_ModsKeys","EssenceTypeKey","Level","[i32]","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","MemoryLines","[i32]","Level2"
79,155,"","","","","","","","","","","","","",3047,3047,3051,3576,3051,9398,"","",6050,-417900903,[],[12762],13,7,[0],4019,"","","","",6633,"",6633,6633,9398,3051,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,4019,12659,0,3576,3047,3051,"",6050,"","",[12770],[0],[]
80,156,"","","","","","","","","","","","","",177,"","","","","","","","",-2072698540,[48],"[12759,12773]",14,4,[612],"","",8949,8953,"",177,"",177,177,177,177,8953,8949,8953,8953,8953,8953,8949,8949,8949,8949,8949,8949,8949,12713,75,177,177,177,177,177,177,"","[12767,12773]",[553],[48]
81,157,"","","","","","","","","","","","","",178,"","","","","","","","",-19953861,[68],"[12760,12773]",14,5,[673],"","",8950,8954,"",178,"",178,178,178,178,8954,8950,8954,8954,8954,8954,8950,8950,8950,8950,8950,8950,8950,12714,0,178,178,178,178,178,178,1,"[12768,12773]",[37],[68]
82,158,"","","","","","","","","","","","","",180,"","","","","","","","",-1542366365,"[73,77]","[12761,12773]",14,6,"[135,269]","","",8951,8955,"",180,"",180,180,180,180,8955,8951,8955,8955,8955,8955,8951,8951,8951,8951,8951,8951,8951,12715,0,180,180,180,180,180,180,"","[12769,12773]",[0],[]
83,159,"","","","","","","","","","","","","",183,"","","","","","","","",473094408,[],"[12762,12773]",14,7,[0],"","",8952,8956,"",183,"",183,183,183,183,8956,8952,8956,8956,8956,8956,8952,8952,8952,8952,8952,8952,8952,12716,0,183,183,183,183,183,183,"","[12770,12773]",[0],[]
84,160,"","","","","","","","","","","","","",2830,2624,2624,20588,2821,2189,9873,21457,3548,-355385139,[48],[12759],15,4,[612],"",2711,"","","",3548,2715,21457,9873,2189,2821,2715,2715,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,12652,75,20588,2624,2624,"",3548,"","",[12767],[553],[48]
85,161,"","","","","","","","","","","","","",2831,2625,2625,20589,2823,2190,9874,21458,3549,839378797,[68],[12760],15,5,[673],"",2712,"","","",3549,2716,21458,9874,2190,2823,2716,2716,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,12653,0,20589,2625,2625,"",3549,"",1,[12768],[37],[68]
86,162,"","","","","","","","","","","","","",2832,2627,2643,20590,2824,2191,9875,21459,3550,-1822562206,"[73,77]",[12761],15,6,"[135,269]","",2713,"","","",3550,2717,21459,9875,2191,2824,2717,2717,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,12654,0,20590,2627,2643,"",3550,"","",[12769],[0],[]
87,163,"","","","","","","","","","","","","",2833,2628,2644,20591,2825,2193,9876,21460,3551,1492393166,[],[12762],15,7,[0],"",2714,"","","",3551,2718,21460,9876,2193,2825,2718,2718,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,12655,0,20591,2628,2644,"",3551,"","",[12770],[0],[]
88,164,"","","","","","","","","","","","","",2533,"","",4753,"","","","",2964,-760080401,[68],[12760],16,5,[586],"","",2629,2637,"",549,"",549,549,549,549,2637,2629,2637,2637,2637,2637,2629,2629,2629,2629,2629,2629,2629,12621,0,4753,2964,2964,2964,2964,"",1,[12768],[32],[68]
89,165,"","","","","","","","","","","","","",2534,"","",4754,"","","","",2965,557934500,"[73,77]",[12761],16,6,"[117,234]","","",2630,2638,"",551,"",551,551,551,551,2638,2630,2638,2638,2638,2638,2630,2630,2630,2630,2630,2630,2630,12622,0,4754,2965,2965,2965,2965,"","",[12769],[0],[]
90,166,"","","","","","","","","","","","","",2535,"","",4755,"","","","",2966,-1973061961,[],[12762],16,7,[0],"","",2631,2639,"",554,"",554,554,554,554,2639,2631,2639,2639,2639,2639,2631,2631,2631,2631,2631,2631,2631,12623,0,4755,2966,2966,2966,2966,"","",[12770],[0],[]
91,167,"","","","","","","","","","","",3612,4344,3612,1997,2095,2091,"","",2120,2125,2131,2086905859,[68],[12760],17,5,[586],"","",23973,"",23976,2128,"",2125,2120,2128,2128,4344,3612,23976,23976,23976,23976,23973,23973,23973,23973,23973,23973,23973,12691,0,2091,1997,2095,"",2131,"",1,[12768],[32],[68]
92,168,"","","","","","","","","","","",3613,4345,3613,2000,2096,2092,"","",2122,2126,2132,330229883,"[73,77]",[12761],17,6,"[117,234]","","",23974,"",23977,2129,"",2126,2122,2129,2129,4345,3613,23977,23977,23977,23977,23974,23974,23974,23974,23974,23974,23974,12692,0,2092,2000,2096,"",2132,"","",[12769],[0],[]
93,169,"","","","","","","","","","","",3614,4345,3614,2001,2097,2094,"","",2124,2127,2133,1669260288,[],[12762],17,7,[0],"","",23975,"",23978,2130,"",2127,2124,2130,2130,4345,3614,23978,23978,23978,23978,23975,23975,23975,23975,23975,23975,23975,12693,0,2094,2001,2097,"",2133,"","",[12770],[0],[]
94,170,"","","","","","","","","","","","","",3508,3508,3518,3013,"","",9893,"",3595,122642368,[68],[12760],18,5,[586],3595,"","","","",9890,"",9890,9893,9890,9890,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,12660,0,3013,3508,3518,"",3595,"",1,[12768],[32],[68]
95,171,"","","","","","","","","","","","","",3509,3509,3519,3014,"","",9894,"",3596,-1016206409,"[73,77]",[12761],18,6,"[117,234]",3596,"","","","",9891,"",9891,9894,9891,9891,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,12661,0,3014,3509,3519,"",3596,"","",[12769],[0],[]
96,172,"","","","","","","","","","","","","",3517,3517,3520,3015,"","",9895,"",3597,1247641969,[],[12762],18,7,[0],3597,"","","","",9892,"",9892,9895,9892,9892,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,12662,0,3015,3517,3520,"",3597,"","",[12770],[0],[]
97,173,"","","","","","","","","","","","","",12475,"","",3354,"","","","","",-1691201624,[68],"[12760,3847]",19,5,[586],"","",9995,9999,"",3354,"",3354,3354,3354,3354,9999,9995,9999,9999,9999,9999,9995,9995,9995,9995,9995,9995,9995,12649,0,3354,8432,8432,8432,3354,"",1,"[12768,3847]",[32],[68]
98,174,"","","","","","","","","","","","","",12476,"","",3355,"","","","","",-718463325,"[73,77]","[12761,3847]",19,6,"[117,234]","","",9996,10000,"",3355,"",3355,3355,3355,3355,10000,9996,10000,10000,10000,10000,9996,9996,9996,9996,9996,9996,9996,12650,0,3355,8433,8433,8433,3355,"","","[12769,3847]",[0],[]
99,175,"","","","","","","","","","","","","",12477,"","",3356,"","","","","",692127728,[],"[12762,3847]",19,7,[0],"","",9997,10001,"",3356,"",3356,3356,3356,3356,10001,9997,10001,10001,10001,10001,9997,9997,9997,9997,9997,9997,9997,12651,0,3356,8434,8434,8434,3356,"","","[12770,3847]",[0],[]
100,176,"","","","","","","","","","","","","",12740,8442,12739,12775,12730,12736,12803,12755,12753,-306989797,[],[12763],20,8,[0],12794,"","","","","","",12755,12803,12736,12730,12794,12794,12794,12794,12794,12794,12794,12794,12794,12794,12794,12794,12794,12719,0,12775,8442,12739,"",12753,"","",[12771],[0],[]
101,177,"","","","","","","","","","","","","",10243,12781,12777,12750,12732,12815,12805,12733,12778,-1454947071,[],"[12763,12802]",21,8,[0],12801,"","","","","","",12733,12805,12815,12732,12801,12801,12801,12801,12801,12801,12801,12801,12801,12801,12801,12801,12801,12720,0,12750,12781,12777,"",12778,"","","[12771,12802]",[0],[]
102,178,"","","","","","","","","","","","","",12752,12783,12751,12784,12748,12735,12737,12734,12779,-2010504687,[],"[12763,12724]",22,8,[0],12790,"","","","","","",12734,12737,12735,12748,12790,12790,12790,12790,12790,12790,12790,12790,12790,12790,12790,12790,12790,12721,0,12784,12783,12751,"",12779,"","","[12771,12724]",[0],[]
103,179,"","","","","","","","","","","","","",12810,12812,18338,7473,12806,12199,12746,12793,12807,-1499847665,[],"[12763,12685,12813]",23,8,[0],12811,"","","","","","",12793,12746,12199,12806,12811,12811,12811,12811,12811,12811,12811,12811,12811,12811,12811,12811,12811,12722,0,7473,12812,18338,"",12807,"","","[12771,12685,12813]",[0],[]
104,180,"","","","","","","","","","","","","","","","","","","","","","",411361590,[32],"[12796,12797,12798]",24,0,[0],"","","","","","","","","","","","","","","","","","","","","","","","",12626,0,"","","","","","","","[12796,12797,12798]",[0],[32]
