"rownum","Id","Name","NodeIcon","Stats","StatValues","HASH16","PassiveBG","Effect","Type","Limit","RequiresAdjacent","MaxAdjacent","AllocatedPassiveSkill"
112,"avatar_of_fire1543","","",[5237],[1],44941,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,923
113,"mana_shield1544","","",[1923],[1],34098,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,924
114,"elemental_overload_keystone2152","","",[3900],[1],22088,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,1742
115,"damage_ailment_critical_keystone_2182","","",[6081],[1],23407,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,1768
116,"bleed_stack_keystone2187","","",[7550],[1],17818,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,1773
117,"sigil_totem_keystone","","",[8788],[1],42343,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,1839
118,"wicked_ward_keystone2342","","",[9628],[1],23950,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,1918
119,"call_to_arms_keystone2691","","",[11956],[1],23090,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2199
120,"eternal_youth_keytone2692","","",[9393],[1],21650,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2200
121,"glancing_blows_keystone2693","","",[9561],[1],39713,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2201
122,"wind_dancer_keystone2694","","",[9614],[1],11239,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2202
123,"the_agnostic_keystone2695","","",[9436],[1],19732,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2203
124,"supreme_ego_keystone2696","","",[9726],[1],49639,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2204
125,"sacred_bastion_keystone2779","","",[12082],[1],24720,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2272
126,"impaler_keystone2780","","",[12075],[1],57257,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2273
127,"hex_zone_keystone2800_","","",[17318],[1],43988,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2294
128,"deaden_keystone2849","","",[14744],[1],56116,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2331
129,"iron_will_keystone2850","","",[852],[1],50288,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2332
130,"resilience_keystone2851_","","",[14797],[1],60247,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2333
131,"ghost_dance_keystone2852_","","",[14763],[1],35255,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2334
132,"energised_fortress_keystone2853","","",[14764],[1],58556,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2335
133,"versatile_combatant_keystone2854","","",[14783],[1],50679,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2336
134,"respite_keystone2855","","",[14782],[1],62791,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2337
135,"verdant_precision_keystone2858","","",[15482],[1],63620,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",15,6,0,0,2341
