"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool"
362,754,"",3834,"",[],"[16,17,15,14,57]",[],"",[],[1],"",[],""
363,755,"",3835,"",[],"[9,11,12,32,10,7,8,56]",[],"",[],"[1,4]","",[],""
364,756,"",3836,"",[],"[16,17,15]",[],"",[],[1],"",[],""
365,757,"",3837,"",[],[25],[],"",[],[7],"",[],""
366,758,"",3838,"",[],[23],[],"",[],[12],"",[],""
367,759,"",3839,"",[],[22],[],"",[],[11],"",[],""
368,760,"",3840,"",[],[24],[],"",[],[9],"",[],""
369,761,"",3841,"",[],[25],[],"",[],[7],"",[],""
370,762,"",3842,"",[],[23],[],"",[],[12],"",[],""
371,763,"",3843,"",[],[22],[],"",[],[11],"",[],""
372,764,"",3844,"",[],[24],[],"",[],[9],"",[],""
373,765,"","","","[347,4593,12442]",[],[5268],"","[1,1,-1]",[24],"",[],""
374,766,"","",3845,[],[24],[],"",[],[10],"",[],""
375,767,"","","",[347],[],"[5423,5468]","",[9],[24],"",[],""
376,772,"",3846,"",[],[25],[],"",[],[7],"",[],""
377,773,"",3847,"",[],[23],[],"",[],[12],"",[],""
378,774,"",3848,"",[],[22],[],"",[],[11],"",[],""
379,775,"",3849,"",[],[24],[],"",[],[9],"",[],""
380,776,"",3850,"",[],[25],[],"",[],[7],"",[],""
381,777,"",3851,"",[],[23],[],"",[],[12],"",[],""
382,778,"",3852,"",[],[22],[],"",[],[11],"",[],""
383,779,"",3853,"",[],[24],[],"",[],[9],"",[],""
384,780,"",3854,"",[],[25],[],"",[],[7],"",[],""
385,781,"",3855,"",[],[23],[],"",[],[12],"",[],""
386,782,"",3856,"",[],[22],[],"",[],[11],"",[],""
387,783,"",3857,"",[],[24],[],"",[],[9],"",[],""
388,784,"",3858,"",[],[25],[],"",[],[7],"",[],""
389,785,"",3859,"",[],[23],[],"",[],[12],"",[],""
390,786,"",3860,"",[],[22],[],"",[],[11],"",[],""
391,787,"",3861,"",[],[24],[],"",[],[9],"",[],""
392,788,"",3862,"",[],[25],[],"",[],[7],"",[],""
393,789,"",3863,"",[],[23],[],"",[],[12],"",[],""
394,790,"",3864,"",[],[22],[],"",[],[11],"",[],""
395,791,"",3865,"",[],[24],[],"",[],[9],"",[],""
396,792,39,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[5429],"",[],"[2,5]",1,[],""
397,793,40,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
398,794,41,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
399,795,42,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
400,796,"","",3866,[],[24],[],"",[],[10],"",[],""
401,798,"","","",[1368],[23],[],"",[23],[13],"",[],""
402,799,"",3867,"",[],[25],[],"",[],[7],"",[],""
403,800,"",3868,"",[],[23],[],"",[],[12],"",[],""
404,801,"",3869,"",[],[22],[],"",[],[11],"",[],""
405,802,"",3870,"",[],[24],[],"",[],[9],"",[],""
406,803,"",3871,"",[],[26],[],"",[],[4],"",[],""
407,804,"","",3872,[],[24],[],"",[],[10],"",[],""
408,805,"","",3873,[],[24],[],"",[],[10],"",[],""
409,806,"",3874,"",[],[25],[],"",[],[7],"",[],""
410,807,"",3875,"",[],[25],[],"",[],[7],"",[],""
411,808,"",3876,"",[],[25],[],"",[],[7],"",[],""
412,809,"","",3877,[],[24],[],"",[],[10],"",[],""
413,811,"","","","[347,1302]",[],[5311],"","[1,1]",[24],"",[],""
414,812,"",3878,"",[],[22],[],"",[],[11],"",[],""
415,813,"","","",[347],[],[5553],"",[1],[24],"",[],""
416,814,"","","","[347,4835]",[],[5554],"","[1,1]",[24],"",[],""
417,815,"","","",[1222],[],"[5376,5392,5378,5379,5385,5390,5386,5410,5532,5674,5670]","",[7],[24],"",[],""
418,816,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-2],[24],"",[],""
419,817,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-3],[24],"",[],""
420,818,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-4],[24],"",[],""
421,819,"","","",[1368],[23],[],"",[24],[13],"",[],""
422,820,"","",3879,[],[24],[],"",[],[10],"",[],""
423,821,"","","","[347,1302]",[],[5444],"","[3,3]",[24],"",[],""
424,822,"","",3881,[],[25],[],"",[],"[8,21]","",[],""
425,823,"",3880,"",[],[22],[],"",[],[11],"",[],""
426,824,"","","",[319],[4],[],"",[5],[14],"",[],""
427,825,"",3883,"",[],"[11,9,10,12,32]",[],"",[],"[1,4]","",[],""
428,826,"","",3882,[],[24],[],"",[],[10],"",[],""
429,827,"","","",[347],[],[5489],"",[1],[24],"",[],""
430,828,44,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
431,829,"","",3884,[],[24],[],"",[],[10],"",[],""
432,830,"",3885,"",[],[26],[],"",[],[4],"",[],""
433,831,"","",3886,[],[24],[],"",[],[10],"",[],""
434,832,"","",3887,[],[24],[],"",[],[10],"",[],""
435,833,"","",3888,[],[24],[],"",[],[10],"",[],""
436,837,"","","",[1222],[],"[5376,5392,5378,5379,5385,5390,5386,5410,5532,5674,5670]","",[8],[24],"",[],""
437,838,"","",3889,[],[24],[],"",[],[10],"",[],""
438,839,"","",3890,[],[21],[],"",[],[15],"",[],""
439,840,"","",3891,[],[21],[],"",[],[15],"",[],""
440,841,"","",3892,[],[21],[],"",[],[15],"",[],""
441,842,"","",3893,[],[21],[],"",[],[15],"",[],""
442,843,"","",3894,[],[21],[],"",[],[15],"",[],""
443,844,"",3895,"",[],[25],[],"",[],[7],"",[],""
444,845,"",3896,"",[],[23],[],"",[],[12],"",[],""
445,846,"",3897,"",[],[22],[],"",[],[11],"",[],""
446,847,"",3898,"",[],[24],[],"",[],[9],"",[],""
447,848,"","",3899,[],[24],[],"",[],[10],"",[],""
448,849,"",3900,"",[],[24],[],"",[],[9],"",[],""
449,850,"",3901,"",[],[22],[],"",[],[11],"",[],""
450,851,"",3902,"",[],[23],[],"",[],[12],"",[],""
451,852,"","",3903,[],[24],[],"",[],[10],"",[],""
452,853,"",3904,"",[],[25],[],"",[],[7],"",[],""
453,855,"","","",[1368],[23],[],"",[26],[13],"",[],""
454,856,"","",3905,[],[24],[],"",[],[10],"",[],""
455,857,"",3906,"",[],[25],[],"",[],[7],"",[],""
456,858,"",3907,"",[],[25],[],"",[],[7],"",[],""
457,859,"","",3908,[],[24],[],"",[],[10],"",[],""
458,860,"",3909,"",[],[6],[],"",[],"[1,4]","",[],""
459,861,"",3910,"",[],[26],[],"",[],[4],"",[],""
460,864,"","",3911,[],[24],[],"",[],[10],"",[],""
461,865,45,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
462,866,"","",3912,[],[24],[],"",[],[10],"",[],""
463,867,"","",3913,[],[24],[],"",[],[10],"",[],""
464,869,"",3914,"",[],[24],[],"",[],[9],"",[],""
465,870,"",3915,"",[],[22],[],"",[],[11],"",[],""
466,871,"",3916,"",[],[23],[],"",[],[12],"",[],""
467,872,"",3917,"",[],[25],[],"",[],[7],"",[],""
468,874,"","",3918,[],[25],[],"",[],"[8,21]","",[],""
469,875,"","",3919,[],[25],[],"",[],"[8,21]","",[],""
470,876,"",3920,"",[],[25],[],"",[],[7],"",[],""
471,877,"",3921,"",[],[23],[],"",[],[12],"",[],""
472,878,"",3922,"",[],[22],[],"",[],[11],"",[],""
473,879,"",3923,"",[],[24],[],"",[],[9],"",[],""
474,880,46,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
475,881,"",3924,"",[],[25],[],"",[],[7],"",[],""
476,882,"","",3925,[],[21],[],"",[],[15],"",[],""
477,883,"","",3926,[],[24],[],"",[],[10],"",[],""
478,884,"","",3927,[],[25],[],"",[],"[8,21]","",[],""
479,885,"",3928,"",[],[25],[],"",[],[7],"",[],""
480,886,"","",3929,[],[24],[],"",[],[10],"",[],""
481,887,"","",3930,[],[24],[],"",[],[10],"",[],""
482,888,"","",3931,[],[24],[],"",[],[10],"",[],""
483,889,"","",3932,[],[24],[],"",[],[10],"",[],""
484,890,"","",3933,[],[24],[],"",[],[10],"",[],""
485,891,"","",3934,[],[24],[],"",[],[10],"",[],""
486,892,"","",3935,[],[24],[],"",[],[10],"",[],""
487,893,"","",3936,[],[24],[],"",[],[10],"",[],""
488,894,"","",3937,[],[24],[],"",[],[10],"",[],""
489,897,47,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
490,898,"","",3938,[],[25],[],"",[],"[8,21]","",[],""
491,899,"","",3939,[],[25],[],"",[],"[8,21]","",[],""
492,900,"","",3940,[],[25],[],"",[],"[8,21]","",[],""
493,901,"",3941,"",[],[25],[],"",[],[7],"",[],""
494,902,"","",3942,[],[25],[],"",[],"[8,21]","",[],""
495,903,"","",3943,[],[24],[],"",[],[10],"",[],""
496,904,"","",3944,[],[25],[],"",[],"[8,21]","",[],""
497,905,"",3945,"",[],[25],[],"",[],[7],"",[],""
498,906,"",3946,"",[],[23],[],"",[],[12],"",[],""
499,907,"",3947,"",[],[22],[],"",[],[11],"",[],""
500,908,"",3948,"",[],[24],[],"",[],[9],"",[],""
501,909,"","",3949,[],[24],[],"",[],[10],"",[],""
502,910,"",3950,"",[],[25],[],"",[],[7],"",[],""
503,911,"",3951,"",[],[25],[],"",[],[7],"",[],""
504,912,"",3952,"",[],[25],[],"",[],[7],"",[],""
505,913,"","","",[1368],[23],[],"",[27],[13],"",[],""
506,914,"",3953,"",[],[25],[],"",[],[7],"",[],""
507,915,"",3954,"",[],[23],[],"",[],[12],"",[],""
508,916,"",3955,"",[],[22],[],"",[],[11],"",[],""
509,917,"",3956,"",[],[24],[],"",[],[9],"",[],""
510,918,"","","","[347,1302,1725,9329]",[],"[5356,5454]","","[-6,1,1,-1]",[24],"",[],""
511,919,48,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
512,920,"",3957,"",[],[26],[],"",[],[4],"",[],""
513,921,"","","",[347],[],"[5493,5494,5495]","",[3],[24],"",[],""
514,922,"","","",[347],[],"[5493,5494,5495]","",[4],[24],"",[],""
515,923,49,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
516,924,50,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
517,925,51,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
518,926,52,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
519,927,53,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
520,928,54,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
521,936,"",3960,"",[],[25],[],"",[],[7],"",[],""
522,937,"",3961,"",[],[23],[],"",[],[12],"",[],""
523,938,"",3962,"",[],[22],[],"",[],[11],"",[],""
524,939,"",3963,"",[],[24],[],"",[],[9],"",[],""
525,940,"","",3964,[],[24],[],"",[],[10],"",[],""
526,941,"",3965,"",[],[25],[],"",[],[7],"",[],""
527,942,"",3966,"",[],[23],[],"",[],[12],"",[],""
528,943,"",3967,"",[],[22],[],"",[],[11],"",[],""
529,944,"",3968,"",[],[24],[],"",[],[9],"",[],""
530,945,"","",3969,[],[24],[],"",[],[10],"",[],""
531,946,"",3970,"",[],[25],[],"",[],[7],"",[],""
532,947,"",3971,"",[],[23],[],"",[],[12],"",[],""
533,948,"",3972,"",[],[22],[],"",[],[11],"",[],""
534,949,"",3973,"",[],[24],[],"",[],[9],"",[],""
535,950,"","",3974,[],[24],[],"",[],[10],"",[],""
536,951,"",3975,"",[],[25],[],"",[],[7],"",[],""
537,952,"",3976,"",[],[23],[],"",[],[12],"",[],""
538,953,"",3977,"",[],[22],[],"",[],[11],"",[],""
539,954,"",3978,"",[],[24],[],"",[],[9],"",[],""
540,955,"","",3979,[],[24],[],"",[],[10],"",[],""
541,956,"",3980,"",[],[25],[],"",[],[7],"",[],""
542,957,"",3981,"",[],[23],[],"",[],[12],"",[],""
543,958,"",3982,"",[],[22],[],"",[],[11],"",[],""
544,959,"",3983,"",[],[24],[],"",[],[9],"",[],""
545,960,"","",3984,[],[24],[],"",[],[10],"",[],""
546,929,"",3958,"",[],[25],[],"",[],[7],"",[],""
547,961,"",3959,"",[],[13],[],"",[],[1],"",[],""
548,963,"","","",[1368],[23],[],"",[28],[13],"",[],""
549,964,55,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
550,965,"",3985,"",[],[25],[],"",[],[7],"",[],""
551,966,"",3986,"",[],[23],[],"",[],[12],"",[],""
552,967,"",3987,"",[],[22],[],"",[],[11],"",[],""
553,968,"",3988,"",[],[24],[],"",[],[9],"",[],""
554,969,"","",3989,[],[24],[],"",[],[10],"",[],""
555,970,"",3990,"",[],[25],[],"",[],[7],"",[],""
556,971,"",3991,"",[],[23],[],"",[],[12],"",[],""
557,972,"",3992,"",[],[22],[],"",[],[11],"",[],""
558,973,"",3993,"",[],[24],[],"",[],[9],"",[],""
559,974,"",3994,"",[],[25],[],"",[],[7],"",[],""
560,975,"","",3995,[],[25],[],"",[],"[8,21]","",[],""
561,976,"",3995,"",[],[25],[],"",[],[7],"",[],""
562,977,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-1],[24],"",[],""
563,978,"",3996,"",[],"[9,11,12,32,10,15]",[],"",[],"[1,4]","",[],""
564,979,"",3997,"",[],[25],[],"",[],[7],"",[],""
565,980,"",3998,"",[],[23],[],"",[],[12],"",[],""
566,981,"",3999,"",[],[22],[],"",[],[11],"",[],""
567,982,"",4000,"",[],[24],[],"",[],[9],"",[],""
568,983,"","",4001,[],[24],[],"",[],[10],"",[],""
569,984,"",4002,"",[],[25],[],"",[],[7],"",[],""
570,985,"",4003,"",[],[25],[],"",[],[7],"",[],""
571,986,"","",4004,[],[25],[],"",[],"[8,21]","",[],""
572,987,"","",4005,[],[24],[],"",[],[10],"",[],""
573,988,"",4006,"",[],[25],[],"",[],[7],"",[],""
574,989,"",4007,"",[],[23],[],"",[],[12],"",[],""
575,990,"",4008,"",[],[22],[],"",[],[11],"",[],""
576,991,"",4009,"",[],[24],[],"",[],[9],"",[],""
577,992,"",4010,"",[],[25],[],"",[],[7],"",[],""
578,993,"","",4011,[],[25],[],"",[],"[8,21]","",[],""
579,1001,"","","",[347],[],[5561],"",[2],[24],"",[],""
580,1002,"","",4012,[],[25],[],"",[],"[8,21]","",[],""
581,1003,"","",4013,[],[21],[],"",[],[15],"",[],""
582,1004,56,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
583,1005,"","","",[1368],[23],[],"",[29],[13],"",[],""
584,1006,"","",4014,[],[21],[],"",[],[15],"",[],""
585,6872,"","",8502,[],[24],[],"",[],[10],"",[],""
586,1007,"",4015,"",[],[25],[],"",[],[7],"",[],""
587,1008,"",4016,"",[],[23],[],"",[],[12],"",[],""
588,1009,"",4017,"",[],[22],[],"",[],[11],"",[],""
589,1010,"",4018,"",[],[24],[],"",[],[9],"",[],""
590,1011,"","",4019,[],[24],[],"",[],[10],"",[],""
591,1012,"","",4020,[],[24],[],"",[],[10],"",[],""
592,1013,"","",4021,[],[25],[],"",[],"[8,21]","",[],""
593,1014,"","","",[347],[],[5531],"",[2],[24],"",[],""
594,1015,"",4022,"",[],[25],[],"",[],[7],"",[],""
595,1016,57,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
596,1017,"","","",[1368],[23],[],"",[30],[13],"",[],""
597,1018,"",4023,"",[],[22],[],"",[],[11],"",[],""
598,1019,"","",4024,[],[25],[],"",[],"[8,21]","",[],""
599,1020,"",4025,"",[],[25],[],"",[],[7],"",[],""
600,1021,"","",4025,[],[25],[],"",[],"[8,21]","",[],""
601,1023,"",4027,"",[],"[16,17,15]",[],"",[],[1],"",[],""
602,1024,"","",4028,[],[24],[],"",[],[10],"",[],""
603,1025,"",4029,"",[],[25],[],"",[],[7],"",[],""
604,1026,"",4030,"",[],[23],[],"",[],[12],"",[],""
605,1027,"",4031,"",[],[22],[],"",[],[11],"",[],""
606,1028,"",4032,"",[],[24],[],"",[],[9],"",[],""
607,1029,"","",4033,[],[24],[],"",[],[10],"",[],""
608,1032,"","",4034,[],[25],[],"",[],"[8,21]","",[],""
609,1022,"","",4026,[],[21],[],"",[],[15],"",[],""
610,1033,"","","",[347],[],"[5493,5494,5495]","",[5],[24],"",[],""
611,1034,"","","","[347,1302]",[],"[5504,5503]","","[2,2]",[24],"",[],""
612,1035,"","","",[347],[],"[5405,5461]","",[8],[24],"",[],""
613,1036,58,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
614,1037,"",4035,"",[],[26],[],"",[],[4],"",[],""
615,1038,"","",4036,[],[24],[],"",[],[10],"",[],""
616,1039,"",4037,"",[],[25],[],"",[],[7],"",[],""
617,1040,"",4038,"",[],[23],[],"",[],[12],"",[],""
618,1041,"",4039,"",[],[22],[],"",[],[11],"",[],""
619,1042,"",4040,"",[],[24],[],"",[],[9],"",[],""
620,1043,"","",4041,[],[24],[],"",[],[10],"",[],""
621,1044,"",4042,"",[],[26],[],"",[],[4],"",[],""
622,1046,"","",4043,[],[21],[],"",[],[15],"",[],""
623,1045,59,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
624,1047,"","",4044,[],[21],[],"",[],[15],"",[],""
625,1050,"","",4045,[],[24],[],"",[],[10],"",[],""
626,1051,"","",4046,[],[24],[],"",[],[10],"",[],""
627,1052,"","",4047,[],[24],[],"",[],[10],"",[],""
628,1053,"",4048,4048,[],[25],[],"",[],"[7,8,21]","",[],""
629,1054,"",4049,"",[],[25],[],"",[],[7],"",[],""
630,1055,"",4050,"",[],[25],[],"",[],[7],"",[],""
631,1056,"",4051,"",[],[25],[],"",[],[7],"",[],""
632,1057,"",4052,"",[],[25],[],"",[],[7],"",[],""
633,1058,"","",4053,[],[24],[],"",[],[10],"",[],""
634,1059,"",4054,"",[],[25],[],"",[],[7],"",[],""
635,1060,"",4055,"",[],[23],[],"",[],[12],"",[],""
636,1061,"",4056,"",[],[22],[],"",[],[11],"",[],""
637,1062,"",4057,"",[],[24],[],"",[],[9],"",[],""
638,1063,"","",4058,[],[21],[],"",[],[15],"",[],""
639,1064,"",4059,4059,[],[25],[],"",[],"[7,8,21]","",[],""
640,1065,"",4060,"",[],[25],[],"",[],[7],"",[],""
641,1066,"",4061,"",[],[25],[],"",[],[7],"",[],""
642,1067,"",4062,"",[],[25],[],"",[],[7],"",[],""
643,1068,"",4063,"",[],[25],[],"",[],[7],"",[],""
644,1070,"","",4064,[],[24],[],"",[],[10],"",[],""
645,1071,"","",4065,[],[24],[],"",[],[10],"",[],""
646,1072,"","",4066,[],[25],[],"",[],"[8,21]","",[],""
647,1073,"","","",[347],[],"[5258,5459]","",[1],[24],"",[],""
648,1074,"","","",[347],[],[5518],"",[3],[24],"",[],""
649,1075,"",4067,"",[],[25],[],"",[],[7],"",[],""
650,1076,"",4068,"",[],[23],[],"",[],[12],"",[],""
651,1077,"",4069,"",[],[22],[],"",[],[11],"",[],""
652,1078,"",4070,"",[],[24],[],"",[],[9],"",[],""
653,1079,"","",4071,[],[24],[],"",[],[10],"",[],""
654,1080,"",4072,"",[],[25],[],"",[],[7],"",[],""
655,1081,"",4073,"",[],[23],[],"",[],[12],"",[],""
656,1082,"",4074,"",[],[22],[],"",[],[11],"",[],""
657,1083,"",4075,"",[],[24],[],"",[],[9],"",[],""
658,1084,"","",4076,[],[24],[],"",[],[10],"",[],""
659,1085,"",4077,"",[],[15],[],"",[],[1],"",[],""
660,1086,"",4078,"",[],[25],[],"",[],[7],"",[],""
661,1087,"",4079,"",[],[23],[],"",[],[12],"",[],""
662,1088,"",4080,"",[],[22],[],"",[],[11],"",[],""
663,1089,"",4081,"",[],[24],[],"",[],[9],"",[],""
664,1090,"","",4082,[],[24],[],"",[],[10],"",[],""
665,1091,"",4083,"",[],"[16,17,15]",[],"",[],[1],"",[],""
666,1092,"","",4084,[],[24],[],"",[],[10],"",[],""
667,1093,"","",4085,[],[24],[],"",[],[10],"",[],""
668,1094,"","",4086,[],[24],[],"",[],[10],"",[],""
669,1095,"","",4087,[],[24],[],"",[],[10],"",[],""
670,1096,"","",4088,[],[24],[],"",[],[10],"",[],""
671,1097,"","",4089,[],[24],[],"",[],[10],"",[],""
672,1098,"","","",[347],[],"[5331,5473]","",[5],[24],"",[],""
673,1099,"","","","[347,1302]",[],[5387],"","[3,1]",[24],"",[],""
674,1100,"","","",[347],[],[5509],"",[1],[24],"",[],""
675,1101,"","","","[347,1302,2678]",[],[5525],"","[6,4,3]",[24],"",[],""
676,1102,"","","","[347,1302,2678]",[],"[5438,5487]","","[3,3,3]",[24],"",[],""
677,1103,"","","","[347,1302]",[],"[5437,5474]","","[11,2]",[24],"",[],""
678,1104,"","","","[347,1302,3599,2678]",[],[5518],"","[4,4,5,3]",[24],"",[],""
679,1105,"","","",[347],[],[5452],"",[1],[24],"",[],""
680,1106,"","","","[347,1302]",[],"[5287,5484]","","[7,3]",[24],"",[],""
681,1107,"","",4090,[],[21],[],"",[],[15],"",[],""
682,1108,"",4091,"",[],[26],[],"",[],[4],"",[],""
683,1109,"",4092,"",[],[26],[],"",[],[4],"",[],""
684,1110,"","","",[347],[],[5306],"",[2],[24],"",[],""
685,1111,"",4093,4093,[],[25],[],"",[],"[7,8,21]","",[],""
686,1112,"","","",[347],[],"[5508,5510,5509,5511,5539]","",[-1],[24],"",[],""
687,1113,"","","",[347],[],[5538],"",[1],[24],"",[],""
688,1114,"","","","[347,1725,1302]",[],[5440],"","[3,2,4]",[24],"",[],""
689,1115,"","","","[347,1725,1302]",[],"[5437,5474]","","[13,2,3]",[24],"",[],""
690,1116,"","","",[347],[],"[5542,5600]","",[9],[24],"",[],""
691,1117,"","","","[347,1302]",[],[5451],"","[12,1]",[24],"",[],""
692,1118,"","","",[347],[],[5246],"",[2],[24],"",[],""
693,1119,"","","","[347,1302]",[],"[5504,5503]","","[3,3]",[24],"",[],""
694,1120,"","","",[347],[],[5300],"",[4],[24],"",[],""
695,1121,"","","",[347],[],[5253],"",[2],[24],"",[],""
696,1122,"","","","[347,1302]",[],"[5437,5474]","","[15,4]",[24],"",[],""
697,1123,"","","",[347],[],"[5423,5468]","",[15],[24],"",[],""
698,1124,"","","",[347],[],"[5423,5468]","",[12],[24],"",[],""
699,1125,"","","",[1368],[23],[],"",[31],[13],"",[],""
700,1126,"","","",[1368],[23],[],"",[32],[13],"",[],""
701,1127,"","","","[347,1302]",[],"[5287,5484]","","[5,2]",[24],"",[],""
702,1128,60,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
703,1129,61,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
704,1130,"","","",[347],[],[5510],"",[1],[24],"",[],""
705,1131,"",4094,"",[],[25],[],"",[],[7],"",[],""
706,1132,"",4095,"",[],[23],[],"",[],[12],"",[],""
707,1133,"",4096,"",[],[22],[],"",[],[11],"",[],""
708,1134,"",4097,"",[],[24],[],"",[],[9],"",[],""
709,1135,"",4098,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],""
710,1136,"",4099,"",[],"[14,57]",[],"",[],[1],"",[],""
711,1137,"","","",[347],[],[5537],"",[2],[24],"",[],""
712,1138,"","","",[347],[],"[5438,5487]","",[4],[24],"",[],""
713,1139,"","","","[347,1302]",[],[5440],"","[4,2]",[24],"",[],""
714,1140,"","",4100,[],[21],[],"",[],[15],"",[],""
715,1141,"","",4101,[],[21],[],"",[],[15],"",[],""
716,1142,"",4102,"",[],[25],[],"",[],[7],"",[],""
717,1143,"","","",[347],[],"[5437,5474]","",[12],[24],"",[],""
718,1144,"","","",[1302],[],[5260],"",[1],[24],"",[],""
719,1145,62,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
720,1147,"",4103,"",[],[25],[],"",[],[7],"",[],""
721,1148,"",4104,"",[],[23],[],"",[],[12],"",[],""
722,1149,"",4105,"",[],[22],[],"",[],[11],"",[],""
723,1150,"",4106,"",[],[24],[],"",[],[9],"",[],""
724,1151,"","",4107,[],[24],[],"",[],[10],"",[],""
725,1152,63,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
726,1154,"",4108,"",[],[25],[],"",[],[7],"",[],""
727,1155,"",4109,"",[],[23],[],"",[],[12],"",[],""
728,1156,"",4110,"",[],[22],[],"",[],[11],"",[],""
729,1157,"",4111,"",[],[24],[],"",[],[9],"",[],""
730,1158,"","",4112,[],[24],[],"",[],[10],"",[],""
731,1159,64,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
732,1161,"",4113,"",[],[25],[],"",[],[7],"",[],""
733,1162,"",4114,"",[],[23],[],"",[],[12],"",[],""
734,1163,"",4115,"",[],[22],[],"",[],[11],"",[],""
735,1164,"",4116,"",[],[24],[],"",[],[9],"",[],""
736,1165,"","",4117,[],[24],[],"",[],[10],"",[],""
737,1166,65,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
738,1169,"",4118,"",[],[25],[],"",[],[7],"",[],""
739,1170,"",4119,"",[],[23],[],"",[],[12],"",[],""
740,1171,"",4120,"",[],[22],[],"",[],[11],"",[],""
741,1172,"",4121,"",[],[24],[],"",[],[9],"",[],""
742,1173,"","",4122,[],[24],[],"",[],[10],"",[],""
743,1174,66,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
744,1177,"",4123,"",[],[25],[],"",[],[7],"",[],""
745,1178,"",4124,"",[],[23],[],"",[],[12],"",[],""
746,1179,"",4125,"",[],[22],[],"",[],[11],"",[],""
