"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence"
87,160,"","","","","","","","","","","","","",2719,2520,2536,19686,2711,2097,9329,20549,3396,1492393166,0,0,[12159],15,7,0,"",2602,"","","",3396,2606,20549,9329,2097,2711,2606,2606,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602,12052,0,19686,2520,2536,2715,3396,"",""
88,161,"","","","","","","","","","","","","",2427,"","",4589,"","","","",2844,-760080401,68,100,[12157],16,5,586,"","",2521,2529,"",511,"",511,511,511,511,2529,2521,2529,2529,2529,2529,2521,2521,2521,2521,2521,2521,2521,12018,0,4589,2844,2844,2844,2844,"",1
89,162,"","","","","","","","","","","","","",2428,"","",4590,"","","","",2845,557934500,0,0,[12158],16,6,0,"","",2522,2530,"",513,"",513,513,513,513,2530,2522,2530,2530,2530,2530,2522,2522,2522,2522,2522,2522,2522,12019,0,4590,2845,2845,2845,2845,"",""
90,163,"","","","","","","","","","","","","",2429,"","",4591,"","","","",2846,-1973061961,0,0,[12159],16,7,0,"","",2523,2531,"",516,"",516,516,516,516,2531,2523,2531,2531,2531,2531,2523,2523,2523,2523,2523,2523,2523,12020,0,4591,2846,2846,2846,2846,"",""
91,164,"","","","","","","","","","","",3451,4197,3451,1906,2002,1998,"","",2024,2029,2035,2086905859,68,100,[12157],17,5,586,"","",23044,"",23047,2032,"",2029,2024,2032,2032,4197,3451,23047,23047,23047,23047,23044,23044,23044,23044,23044,23044,23044,12088,0,1998,1906,2002,"",2035,"",1
92,165,"","","","","","","","","","","",3452,4198,3452,1909,2003,1999,"","",2026,2030,2036,330229883,0,0,[12158],17,6,0,"","",23045,"",23048,2033,"",2030,2026,2033,2033,4198,3452,23048,23048,23048,23048,23045,23045,23045,23045,23045,23045,23045,12089,0,1999,1909,2003,"",2036,"",""
93,166,"","","","","","","","","","","",3453,4198,3453,1910,2004,2001,"","",2028,2031,2037,1669260288,0,0,[12159],17,7,0,"","",23046,"",23049,2034,"",2031,2028,2034,2034,4198,3453,23049,23049,23049,23049,23046,23046,23046,23046,23046,23046,23046,12090,0,2001,1910,2004,"",2037,"",""
94,167,"","","","","","","","","","","","","",3356,3356,3366,2892,"","",9346,"",3435,122642368,68,100,[12157],18,5,586,3435,"","","","",9343,"",9343,9346,9343,9343,3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,3435,12057,0,2892,3356,3366,"",3435,"",1
95,168,"","","","","","","","","","","","","",3357,3357,3367,2893,"","",9347,"",3436,-1016206409,0,0,[12158],18,6,0,3436,"","","","",9344,"",9344,9347,9344,9344,3436,3436,3436,3436,3436,3436,3436,3436,3436,3436,3436,3436,3436,12058,0,2893,3357,3367,"",3436,"",""
96,169,"","","","","","","","","","","","","",3365,3365,3368,2894,"","",9348,"",3437,1247641969,0,0,[12159],18,7,0,3437,"","","","",9345,"",9345,9348,9345,9345,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,12059,0,2894,3365,3368,"",3437,"",""
97,170,"","","","","","","","","","","","","",11876,"","",3216,"","","","","",-1691201624,68,100,"[12157,3685]",19,5,586,"","",9444,9448,"",3216,"",3216,3216,3216,3216,9448,9444,9448,9448,9448,9448,9444,9444,9444,9444,9444,9444,9444,12046,0,3216,7911,7911,7911,3216,"",1
98,171,"","","","","","","","","","","","","",11877,"","",3217,"","","","","",-718463325,0,0,"[12158,3685]",19,6,0,"","",9445,9449,"",3217,"",3217,3217,3217,3217,9449,9445,9449,9449,9449,9449,9445,9445,9445,9445,9445,9445,9445,12047,0,3217,7912,7912,7912,3217,"",""
99,172,"","","","","","","","","","","","","",11878,"","",3218,"","","","","",692127728,0,0,"[12159,3685]",19,7,0,"","",9446,9450,"",3218,"",3218,3218,3218,3218,9450,9446,9450,9450,9450,9450,9446,9446,9446,9446,9446,9446,9446,12048,0,3218,7913,7913,7913,3218,"",""
100,173,"","","","","","","","","","","","","",12137,7920,12136,12164,12127,12133,12192,12152,12150,-306989797,0,0,[12160],20,8,0,12183,"","","","","","",12152,12192,12133,12127,12183,12183,12183,12183,12183,12183,12183,12183,12183,12183,12183,12183,12183,12116,0,12164,7920,12136,"",12150,"",""
101,174,"","","","","","","","","","","","","",9690,12170,12166,12147,12129,12203,12194,12130,12167,-1454947071,0,0,"[12160,12191]",21,8,0,12190,"","","","","","",12130,12194,12203,12129,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12117,0,12147,12170,12166,"",12167,"",""
102,175,"","","","","","","","","","","","","",12149,12172,12148,12173,12145,12132,12134,12131,12168,-2010504687,0,0,"[12160,12121]",22,8,0,12179,"","","","","","",12131,12134,12132,12145,12179,12179,12179,12179,12179,12179,12179,12179,12179,12179,12179,12179,12179,12118,0,12173,12172,12148,"",12168,"",""
103,176,"","","","","","","","","","","","","",12199,12198,17593,7008,12195,11611,12143,12182,12196,-1499847665,0,0,"[12160,12082,12201]",23,8,0,12200,"","","","","","",12182,12143,11611,12195,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12200,12119,0,7008,12198,17593,"",12196,"",""
104,177,"","","","","","","","","","","","","","","","","","","","","","",411361590,32,100,"[12185,12186,12187]",24,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",12023,0,"","","","","","",""
