"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid"
287,"Metadata/Pet/Hasina/Hasina02",4047,58687,1343468844,10,"",1,[2],39
288,"Metadata/Pet/Hasina/Hasina03",4048,50215,247843554,10,1,"",[2],39
289,"Metadata/Pet/HasinaSpring/HasinaSpringPremium",4049,4721,1578847338,8,"",1,[2],39
290,"Metadata/Pet/HasinaSpring/HasinaSpringPremiumExpired",4050,31636,238712238,8,1,"",[2],39
291,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",4051,60005,388562253,8,"","",[1],111
292,"Metadata/Pet/Cat/SoulkeeperCat",4052,16179,1306096362,8,"","",[1],49
293,"Metadata/Pet/ScavengerBat/ScavengerBat",4053,64801,-1236710552,8,"","",[1],84
294,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",4054,16929,1947809336,8,"","",[1],84
295,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",4055,21479,-1076564941,8,"","",[1],84
296,"Metadata/Pet/OverseerLargeOwl/OverseerLargeOwl",4056,39745,2026693517,10,"","",[1],84
297,"Metadata/Pet/ParagonPet/ParagonPet",4057,7860,1538344197,8,"","",[1],86
298,"Metadata/Pet/EthercraftTurtle/SavageEthercraftTurtle",4058,986,-672672707,8,"","",[1],46
299,"Metadata/Pet/EthercraftTurtleEnraged/EnragedEthercraftTurtle",4059,11895,1698319181,8,"","",[1],46
300,"Metadata/Pet/EthercraftTurtleTranquil/TranquilEthercraftTurtle",4060,60254,1792442760,8,"","",[1],46
301,"Metadata/Pet/EthercraftTurtleChaotic/ChaoticEthercraftTurtle",4061,22730,-177558112,8,"","",[1],46
302,"Metadata/Pet/DragonSerpent/DragonSerpent",4062,34863,1618798675,14,1,"",[1],12
303,"Metadata/Pet/DragonSerpent/DragonSerpentPremium",4063,40417,594984599,14,"",1,[1],12
304,"Metadata/Pet/DragonSerpent/DragonSerpentPremiumExpired",4064,28497,-1788872178,14,1,"",[1],12
305,"Metadata/Pet/JingweiBabyCrane/JingweiBabyCrane",4065,59758,2005638885,8,1,"",[1],77
306,"Metadata/Pet/JingweiCrane/JingweiCrane",4066,38119,-1691938880,8,"",1,[1],77
307,"Metadata/Pet/JingweiCrane/JingweiCraneExpired",4067,6131,1202212955,8,1,"",[1],77
308,"Metadata/Pet/BuccaneerPet/BuccaneerPet",4069,45357,2126630892,8,"","",[2],34
309,"Metadata/Pet/IntrepidDeer/IntrepidDeer",4068,12606,-665851535,8,"","",[1],103
310,"Metadata/Pet/Seagull/AtlantisSirenSeagull",4071,31305,899502036,8,"","",[1],10
311,"Metadata/Pet/AtlantisSirenPegasus/AtlantisSirenPegasus",4072,62905,722919087,12,"","",[1],10
312,"Metadata/Pet/Frog/Deepwater",4073,53606,-2039916785,8,"","",[1],10
313,"Metadata/Pet/FishMine/FishMine",4074,12453,-1734367174,8,"","",[1],10
314,"Metadata/Pet/HellscapePet/HellscapePet",4075,22214,-1592592428,10,"","",[1],103
315,"Metadata/Pet/Skadi/Skadi",4076,28132,-526938765,10,1,"",[2],8
316,"Metadata/Pet/Skadi/SkadiPremium",4077,47903,396340352,10,"",1,[2],8
317,"Metadata/Pet/Skadi/SkadiPremiumExpired",4078,26442,1858079114,10,1,"",[2],8
318,"Metadata/Pet/CelestialTurtle/CelestialTurtle",4082,51403,1548522631,8,"","",[1],22
319,"Metadata/Pet/GryffonPets/DarkShardTencentGryffon",4079,28186,502821858,10,1,"",[1],86
320,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremium",4080,22433,-2043162218,10,"",1,[1],86
321,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremiumExpired",4081,40946,-1720777059,10,1,"",[1],86
322,"Metadata/Pet/WyrmCall/WyrmCallPet",4070,44243,-2008603500,15,"","",[1],7
323,"Metadata/Pet/Beetle/HeritageBeetle",4083,8812,-658965804,8,"","",[1],68
324,"Metadata/Pet/HummingBird/HeritageHummingBird",4084,28721,417097965,8,"","",[1],68
325,"Metadata/Pet/HeritagePeacock/HeritagePeacock",4085,5638,458362196,8,"","",[1],68
326,"Metadata/Pet/Centipede/DivergenceCentipede",4086,14358,-911543876,8,"","",[1],68
327,"Metadata/Pet/DivergenceAnglerFish/DivergenceAnglerFish",4087,3550,371268607,10,"","",[1],68
328,"Metadata/Pet/SkadiWolfPup/SkadiWolfPup",4088,9600,150482296,8,1,"",[1],3
329,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpirit",4089,46611,-966627215,8,"",1,[1],3
330,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpiritExpired",4090,34052,1466749544,8,1,"",[1],3
331,"Metadata/Pet/GodOfThunderBabyTiger/GodOfThunderBabyTiger",4091,15755,-316288850,8,1,"",[1],3
332,"Metadata/Pet/Tiger/GodofThunderPet",4092,10092,-1325492334,8,"",1,[1],3
333,"Metadata/Pet/Tiger/GodofThunderPremiumExpiredPet",4093,19470,318136056,8,1,"",[1],3
334,"Metadata/Pet/Tiger/HarmoniousTigerPet",4094,53283,1853210198,8,"","",[1],67
335,"Metadata/Pet/HummingBird/HummingBird",4095,38857,-2099505899,8,"","",[1],3
336,"Metadata/Pet/FennecFox/FennecFox",4096,23252,173691022,8,"","",[1],3
337,"Metadata/Pet/GiantHornet/GiantHornet",4097,61971,-1124708635,8,"","",[1],3
338,"Metadata/Pet/Wolverine/Wolverine",4098,18642,423055845,8,"","",[1],3
339,"Metadata/Pet/FaridunLizardPet/FaridunLizardPet",4099,56965,-1892068932,8,"","",[1],3
340,"Metadata/Pet/FangtoothMoray/FangtoothMoray",4100,34645,-1870981330,8,"","",[1],3
341,"Metadata/Pet/Cat/AristocratCat",4101,18801,633236687,8,"","",[1],3
342,"Metadata/Pet/BladeSoul/BladeSoulSword",4102,6186,-653803219,10,1,"",[2],11
343,"Metadata/Pet/BladeSoulPremium/BladeSoulCompanion",4103,64702,-946980048,10,"",1,[2],11
344,"Metadata/Pet/BladeSoulPremiumExpired/BladeSoulCompanionExpired",4104,36257,-966571070,10,1,"",[2],11
