"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","i32","Text2","Inflection"
739,6,"Death's Opus",[0],[0],1524905523,"Death's Opus",""
740,6,"Cospri's Will",[0],[0],1275806257,"Cospri's Will",""
741,6,"The Ascetic",[0],[0],1229757906,"The Ascetic",""
742,6,"Skirmish",[0],[0],-739999780,"Skirmish",""
743,6,"The Learning Stone",[0],[0],-28041848,"The Learning Stone",""
744,6,"Grip of the Council",[0],[0],1493814646,"Grip of the Council",""
745,6,"Replica Grip of the Council",[0],[0],1354315650,"Replica Grip of the Council",""
746,6,"Kiara's Determination",[0],[0],1160561505,"Kiara's Determination",""
747,6,"Tinkerskin",[0],[0],-551225171,"Tinkerskin",""
748,6,"Death's Door",[0],[0],-340409797,"Death's Door",""
749,6,"Reach of the Council",[0],[0],1132430080,"Reach of the Council",""
750,6,"Breath of the Council",[0],[0],-1360073866,"Breath of the Council",""
751,6,"Voidheart",[0],[0],-705738252,"Voidheart",""
752,6,"Cragfall",[0],[0],-1275044390,"Cragfall",""
753,6,"The Signal Fire",[0],[0],-292283038,"The Signal Fire",""
754,6,"Ngamahu Tiki",[0],[0],218874151,"Ngamahu Tiki",""
755,6,"Hrimburn",[0],[0],-583569318,"Hrimburn",""
756,6,"Martyr's Crown",[0],[0],1511889867,"Martyr's Crown",""
757,6,"Ezomyte Hold",[0],[0],510049696,"Ezomyte Hold",""
758,6,"Deidbellow",[0],[0],1939652025,"Deidbellow",""
759,6,"Thirst for Horrors",[0],[0],-311729580,"Thirst for Horrors",""
760,6,"The Oak",[0],[0],-999450115,"The Oak",""
761,6,"Kaltensoul",[0],[0],-255411023,"Kaltensoul",""
762,6,"The Gryphon",[0],[0],756241344,"The Gryphon",""
763,6,"The Cauteriser",[0],[0],260565616,"The Cauteriser",""
764,6,"Doomfletch's Prism",[0],[0],1859974014,"Doomfletch's Prism",""
765,6,"Silverbough",[0],[0],-130874127,"Silverbough",""
766,6,"The Tempest",[0],[0],1530315987,"The Tempest",""
767,6,"Hrimnor's Dirge",[0],[0],-655891183,"Hrimnor's Dirge",""
768,6,"Amplification Rod",[0],[0],5528892,"Amplification Rod",""
769,6,"Realm Ender",[0],[0],227046355,"Realm Ender",""
770,6,"Queen's Escape",[0],[0],-1439496592,"Queen's Escape",""
771,6,"The Plaguemaw's Offering",[0],[0],-358014684,"The Plaguemaw's Offering",""
772,6,"Kaom's Way",[0],[0],-46954818,"Kaom's Way",""
773,6,"Praxis",[0],[0],1667986705,"Praxis",""
774,6,"Kondo's Pride",[0],[0],2002931431,"Kondo's Pride",""
775,6,"Valyrium",[0],[0],-984610481,"Valyrium",""
776,6,"The Brass Dome",[0],[0],-1852840269,"The Brass Dome",""
777,6,"Brain Rattler",[0],[0],891552531,"Brain Rattler",""
778,6,"Razor of the Seventh Sun",[0],[0],739336036,"Razor of the Seventh Sun",""
779,6,"Eye of Innocence",[0],[0],2143259832,"Eye of Innocence",""
780,6,"Slivertongue",[0],[0],466275112,"Slivertongue",""
781,6,"Obscurantis",[0],[0],-714356729,"Obscurantis",""
782,6,"Snakepit",[0],[0],-340530758,"Snakepit",""
783,6,"The Scourge",[0],[0],931710212,"The Scourge",""
784,6,"Cospri's Malice",[0],[0],-605873626,"Cospri's Malice",""
785,6,"Starforge",[0],[0],1581975269,"Starforge",""
786,6,"Unending Hunger",[0],[0],1849090216,"Unending Hunger",""
787,6,"Voidwalker",[0],[0],711043592,"Voidwalker",""
788,6,"Replica Voidwalker",[0],[0],1872341885,"Replica Voidwalker",""
789,6,"Shaper's Touch",[0],[0],-1858218865,"Shaper's Touch",""
790,6,"The Warden's Brand",[0],[0],2121301869,"The Warden's Brand",""
791,6,"Witchfire Brew",[0],[0],1984206815,"Witchfire Brew",""
792,6,"Dying Sun",[0],[0],-1605560018,"Dying Sun",""
793,6,"The Putrid Cloister",[0],[0],-1527442685,"The Putrid Cloister",""
794,6,"Atziri's Vessel",[0],[0],1862519512,"Atziri's Vessel",""
795,6,"Hallowed Ground",[0],[0],-1130767531,"Hallowed Ground",""
796,6,"Breach Box",[0],[0],-764053537,"Breach Box",""
797,6,"Primordial Harmony",[0],[0],645442286,"Primordial Harmony",""
798,6,"Primordial Might",[0],[0],-910860958,"Primordial Might",""
799,6,"Replica Primordial Might",[0],[0],-1528386313,"Replica Primordial Might",""
800,6,"Primordial Eminence",[0],[0],2145917868,"Primordial Eminence",""
801,6,"The Anima Stone",[0],[0],-1359965224,"The Anima Stone",""
802,6,"The Coming Calamity",[0],[0],-2119469187,"The Coming Calamity",""
803,6,"Bisco's Collar",[0],[0],-1462742049,"Bisco's Collar",""
804,6,"Inpulsa's Broken Heart",[0],[0],-818688858,"Inpulsa's Broken Heart",""
805,6,"Xoph's Nurture",[0],[0],1905594471,"Xoph's Nurture",""
806,6,"Xoph's Inception",[0],[0],2062105737,"Xoph's Inception",""
807,6,"The Formless Flame",[0],[0],-7259116,"The Formless Flame",""
808,6,"The Formless Inferno",[0],[0],-617409185,"The Formless Inferno",""
809,6,"Xoph's Heart",[0],[0],1027202250,"Xoph's Heart",""
810,6,"Xoph's Blood",[0],[0],-2132023869,"Xoph's Blood",""
811,6,"Tulborn",[0],[0],-142584900,"Tulborn",""
812,6,"Tulfall",[0],[0],-1026152124,"Tulfall",""
813,6,"Replica Tulfall",[0],[0],1987744974,"Replica Tulfall",""
814,6,"The Snowblind Grace",[0],[0],1669107331,"The Snowblind Grace",""
815,6,"The Perfect Form",[0],[0],-709021446,"The Perfect Form",""
816,6,"Replica Perfect Form",[0],[0],2040462303,"Replica Perfect Form",""
817,6,"The Halcyon",[0],[0],505556976,"The Halcyon",""
818,6,"The Pandemonius",[0],[0],-1906081945,"The Pandemonius",""
819,6,"Hand of Thought and Motion",[0],[0],757677609,"Hand of Thought and Motion",""
820,6,"Hand of Wisdom and Action",[0],[0],1364544036,"Hand of Wisdom and Action",""
821,6,"Esh's Mirror",[0],[0],47341826,"Esh's Mirror",""
822,6,"Esh's Visage",[0],[0],1879297628,"Esh's Visage",""
823,6,"Voice of the Storm",[0],[0],-1358297152,"Voice of the Storm",""
824,6,"Choir of the Storm",[0],[0],311720729,"Choir of the Storm",""
825,6,"The Infinite Pursuit",[0],[0],51736892,"The Infinite Pursuit",""
826,6,"The Red Trail",[0],[0],607357714,"The Red Trail",""
827,6,"Replica Red Trail",[0],[0],-673067306,"Replica Red Trail",""
828,6,"Uul-Netol's Kiss",[0],[0],-829011999,"Uul-Netol's Kiss",""
829,6,"Uul-Netol's Embrace",[0],[0],2043676306,"Uul-Netol's Embrace",""
830,6,"The Anticipation",[0],[0],-784019722,"The Anticipation",""
831,6,"The Surrender",[0],[0],-908785771,"The Surrender",""
832,6,"Severed in Sleep",[0],[0],-1765766524,"Severed in Sleep",""
833,6,"United in Dream",[0],[0],-1623271483,"United in Dream",""
834,6,"Skin of the Loyal",[0],[0],-1509206238,"Skin of the Loyal",""
835,6,"Skin of the Lords",[0],[0],-951474649,"Skin of the Lords",""
836,6,"The Red Dream",[0],[0],-1779935601,"The Red Dream",""
837,6,"The Red Nightmare",[0],[0],960974412,"The Red Nightmare",""
838,6,"The Green Dream",[0],[0],158901293,"The Green Dream",""
839,6,"The Green Nightmare",[0],[0],65777779,"The Green Nightmare",""
840,6,"The Blue Dream",[0],[0],-47640973,"The Blue Dream",""
841,6,"The Blue Nightmare",[0],[0],275814826,"The Blue Nightmare",""
842,6,"Tukohama's Fortress",[0],[0],1620020553,"Tukohama's Fortress",""
843,6,"Replica Tukohama's Fortress",[0],[0],-1128454177,"Replica Tukohama's Fortress",""
844,6,"Soul Tether",[0],[0],552666132,"Soul Tether",""
845,6,"Replica Soul Tether",[0],[0],321474055,"Replica Soul Tether",""
846,6,"Angler's Plait",[0],[0],-562749805,"Angler's Plait",""
847,6,"Haemophilia",[0],[0],-394102977,"Haemophilia",""
848,6,"The Baron",[0],[0],1187271409,"The Baron",""
849,6,"Ahn's Heritage",[0],[0],-806109286,"Ahn's Heritage",""
850,6,"Shade of Solaris",[0],[0],1891233779,"Shade of Solaris",""
851,6,"The Maelstrom Cell",[0],[0],-831794890,"The Maelström Cell",""
852,6,"The Brine Crown",[0],[0],-1142116975,"The Brine Crown",""
853,6,"Sin's Rebirth",[0],[0],1824461621,"Sin's Rebirth",""
854,6,"Light of Lunaris",[0],[0],-678620843,"Light of Lunaris",""
855,6,"Kitava's Feast",[0],[0],1055546575,"Kitava's Feast",""
856,6,"Duskdawn",[0],[0],249023619,"Duskdawn",""
857,6,"Replica Duskdawn",[0],[0],-1038399175,"Replica Duskdawn",""
858,6,"Perseverance",[0],[0],-7563396,"Perseverance",""
859,6,"Arakaali's Fang",[0],[0],-902861495,"Arakaali's Fang",""
860,6,"Gruthkul's Pelt",[0],[0],844945481,"Gruthkul's Pelt",""
861,6,"Presence of Chayula",[0],[0],1206245207,"Presence of Chayula",""
862,6,"Weylam's War Chest",[0],[0],2055478090,"Weylam's War Chest",""
863,6,"Collateral Damage",[0],[0],514120477,"Collateral Damage",""
864,6,"Sudden Ignition",[0],[0],-6921194,"Sudden Ignition",""
865,6,"Overwhelming Odds",[0],[0],-2138881441,"Overwhelming Odds",""
866,6,"First Snow",[0],[0],90435121,"First Snow",""
867,6,"Omen on the Winds",[0],[0],1187452372,"Omen on the Winds",""
868,6,"Wildfire",[0],[0],-900147970,"Wildfire",""
869,6,"Fight for Survival",[0],[0],-575958740,"Fight for Survival",""
870,6,"Might and Influence",[0],[0],1910649376,"Might and Influence",""
871,6,"Frozen Trail",[0],[0],808872014,"Frozen Trail",""
872,6,"Ring of Blades",[0],[0],-431373793,"Ring of Blades",""
873,6,"Boundless Grasp",[0],[0],-1745782566,"Boundless Grasp",""
874,6,"Inevitability",[0],[0],-1310935589,"Inevitability",""
875,6,"Winter Burial",[0],[0],-560472264,"Winter Burial",""
876,6,"Bisco's Leash",[0],[0],1527811786,"Bisco's Leash",""
877,6,"Spreading Rot",[0],[0],883958653,"Spreading Rot",""
878,6,"Garukhan's Flight",[0],[0],-1008887987,"Garukhan's Flight",""
879,6,"Prospero's Vault",[0],[0],-1448923615,"Prospero's Vault",""
880,6,"Debeon's Dirge",[0],[0],-481472130,"Debeon's Dirge",""
881,6,"The Wise Oak",[0],[0],448376597,"The Wise Oak",""
882,6,"Violent Dead",[0],[0],1688941545,"Violent Dead",""
883,6,"Hazardous Research",[0],[0],-467562614,"Hazardous Research",""
884,6,"Tidebreaker",[0],[0],-747419589,"Tidebreaker",""
885,6,"Martyr of Innocence",[0],[0],1607926559,"Martyr of Innocence",""
886,6,"Bloodbond",[0],[0],249025230,"Bloodbond",""
887,6,"Legacy Relic",[0],[0],-991859166,"Legacy Relic",""
888,6,"Timeworn Relic",[0],[0],-2033010651,"Timeworn Chest",""
889,6,"Vaal Relic",[0],[0],217923226,"Vaal Repository",""
890,6,"Ryslatha's Coil",[0],[0],1053528581,"Ryslatha's Coil",""
891,6,"Speaker's Wreath",[0],[0],-2098844519,"Speaker's Wreath",""
892,6,"Ahn's Contempt",[0],[0],-1070766643,"Ahn's Contempt",""
893,6,"Ahn's Might",[0],[0],-1083908567,"Ahn's Might",""
894,6,"Inya's Epiphany",[0],[0],561146420,"Inya's Epiphany",""
895,6,"Replica Inya's Epiphany",[0],[0],1771708260,"Replica Inya's Epiphany",""
896,6,"Volkuur's Guidance",[0],[0],849352383,"Volkuur's Guidance",""
897,6,"Replica Volkuur's Guidance",[0],[0],1175138315,"Replica Volkuur's Guidance",""
898,6,"Yriel's Fostering",[0],[0],-629803991,"Yriel's Fostering",""
899,6,"Eber's Unification",[0],[0],-370131321,"Eber's Unification",""
900,6,"Pact of Skulls",[0],[0],-1864658256,"Pact of Skulls",""
901,6,"Choking Ash",[0],[0],-2094433554,"Choking Ash",""
902,6,"Straight and True",[0],[0],-1055720737,"Straight and True",""
903,6,"Balefire",[0],[0],-555162611,"Balefire",""
904,6,"The Rippling Thoughts",[0],[0],-1591104403,"The Rippling Thoughts",""
905,6,"The Flow Untethered",[0],[0],1647548717,"The Flow Untethered",""
906,6,"The Unshattered Will",[0],[0],-736059976,"The Unshattered Will",""
907,6,"First Piece of Focus",[0],[0],2067123372,"First Piece of Focus",""
908,6,"Second Piece of Focus",[0],[0],645408787,"Second Piece of Focus",""
909,6,"Third Piece of Focus",[0],[0],1298296503,"Third Piece of Focus",""
910,6,"Fourth Piece of Focus",[0],[0],-723780396,"Fourth Piece of Focus",""
911,6,"The Fracturing Spinner",[0],[0],1544006528,"The Fracturing Spinner",""
912,6,"The Tempest's Binding",[0],[0],-1169805063,"The Tempest's Binding",""
913,6,"From Dust",[0],[0],-778329923,"From Dust",""
914,6,"To Dust",[0],[0],403565184,"To Dust",""
915,6,"The Wasp Nest",[0],[0],1734075520,"The Wasp Nest",""
916,6,"Taproot",[0],[0],-542542532,"Taproot",""
917,6,"Maligaro's Cruelty",[0],[0],1971990168,"Maligaro's Cruelty",""
918,6,"Dendrobate",[0],[0],-1943196218,"Dendrobate",""
919,6,"The Embalmer",[0],[0],-2025364595,"The Embalmer",""
920,6,"Allelopathy",[0],[0],633590937,"Allelopathy",""
921,6,"Replica Allelopathy",[0],[0],-852288581,"Replica Allelopathy",""
922,6,"The Enmity Divine",[0],[0],1516271351,"The Enmity Divine",""
923,6,"First Piece of Arcane",[0],[0],1843223358,"First Piece of the Arcane",""
924,6,"Second Piece of Arcane",[0],[0],1006770545,"Second Piece of the Arcane",""
925,6,"Third Piece of Arcane",[0],[0],1782862833,"Third Piece of the Arcane",""
926,6,"First Piece of Brutality",[0],[0],-549279385,"First Piece of Brutality",""
927,6,"Second Piece of Brutality",[0],[0],-818716986,"Second Piece of Brutality",""
928,6,"Third Piece of Brutality",[0],[0],-1434685459,"Third Piece of Brutality",""
929,6,"First Piece of Time",[0],[0],-1441816796,"First Piece of Time",""
930,6,"Second Piece of Time",[0],[0],-43594549,"Second Piece of Time",""
931,6,"First Piece of Directions",[0],[0],-2029356262,"First Piece of Directions",""
932,6,"Second Piece of Directions",[0],[0],-177693448,"Second Piece of Directions",""
933,6,"Third Piece of Directions",[0],[0],-489511125,"Third Piece of Directions",""
934,6,"First Piece of Storms",[0],[0],732919580,"First Piece of Storms",""
935,6,"Second Piece of Storms",[0],[0],1554277906,"Second Piece of Storms",""
936,6,"Third Piece of Storms",[0],[0],1819992535,"Third Piece of Storms",""
937,6,"The Beachhead",[0],[0],1239132509,"The Beachhead",""
938,6,"Doedre's Skin",[0],[0],-781002122,"Doedre's Skin",""
939,6,"The Twilight Temple",[0],[0],120983205,"The Twilight Temple",""
940,6,"Vix Lunaris",[0],[0],-1173741924,"Vix Lunaris",""
941,6,"Invictus Solaris",[0],[0],-1503188926,"Invictus Solaris",""
942,6,"Doryani's Delusion",[0],[0],610555763,"Doryani's Delusion",""
943,6,"Doryani's Machinarium",[0],[0],249846550,"Doryani's Machinarium",""
944,6,"Dialla's Malefaction",[0],[0],-972290872,"Dialla's Malefaction",""
945,6,"Malachai's Mark",[0],[0],-1128288555,"Malachai's Mark",""
946,6,"Book Stand Strongbox",[0],[0],-990504769,"Book Stand Strongbox",""
947,6,"Pillars of Arun",[0],[0],-349229420,"Pillars of Arun",""
948,6,"Replica Pillars of Arun",[0],[0],636960284,"Replica Pillars of Arun",""
949,6,"Stormcharger",[0],[0],-1316328795,"Stormcharger",""
950,6,"Giantsbane",[0],[0],2131081144,"Giantsbane",""
951,6,"Wraithlord",[0],[0],1679690475,"Wraithlord",""
952,6,"Cane of Unravelling",[0],[0],549252478,"Cane of Unravelling",""
953,6,"Ralakesh's Impatience",[0],[0],2057827851,"Ralakesh's Impatience",""
954,6,"The Hungry Loop",[0],[0],-569284217,"The Hungry Loop",""
955,6,"The Poet's Pen",[0],[0],397735221,"The Poet's Pen",""
956,6,"Coralito's Signature",[0],[0],845190332,"Coralito's Signature",""
957,6,"The Long Winter",[0],[0],-501583087,"The Long Winter",""
958,6,"Pure Talent",[0],[0],1714994989,"Pure Talent",""
959,6,"Replica Pure Talent",[0],[0],185753158,"Replica Pure Talent",""
960,6,"Oskarm",[0],[0],-1712793820,"Oskarm",""
961,6,"Might of the Meek",[0],[0],-630516193,"Might of the Meek",""
962,6,"Sands of Shakari",[0],[0],1543286250,"Sands of Shakari",""
963,6,"The Golden Rule",[0],[0],-1571524096,"The Golden Rule",""
964,6,"Soul's Wick",[0],[0],161403224,"Soul's Wick",""
965,6,"Oni-Goroshi",[0],[0],-1324245302,"Oni-Goroshi",""
966,6,"Memory Vault",[0],[0],-185533026,"Memory Vault",""
967,6,"Cyclopean Coil",[0],[0],-1774382954,"Cyclopean Coil",""
968,6,"Magna Eclipsis",[0],[0],-1860350529,"Magna Eclipsis",""
969,6,"Leper's Alms",[0],[0],462951429,"Leper's Alms",""
970,6,"Impresence",[0],[0],461645860,"Impresence",""
971,6,"Iron Heart",[0],[0],-358377754,"Iron Heart",""
972,6,"Bubonic Trail",[0],[0],-1727442925,"Bubonic Trail",""
973,6,"White Wind",[0],[0],810040592,"White Wind",""
974,6,"Arborix",[0],[0],-1905442062,"Arborix",""
975,6,"Yoke of Suffering",[0],[0],883155112,"Yoke of Suffering",""
976,6,"Gorgon's Gaze",[0],[0],-292454616,"Gorgon's Gaze",""
977,6,"Tombfist",[0],[0],628293117,"Tombfist",""
978,6,"Darkness Enthroned",[0],[0],342158463,"Darkness Enthroned",""
979,6,"Lightpoacher",[0],[0],-1378949740,"Lightpoacher",""
980,6,"Shroud of the Lightless",[0],[0],-1397801494,"Shroud of the Lightless",""
981,6,"Replica Shroud of the Lightless",[0],[0],-869628490,"Replica Shroud of the Lightless",""
982,6,"Watcher's Eye",[0],[0],-1402265528,"Watcher's Eye",""
983,6,"Blasphemer's Grasp",[0],[0],1699438294,"Blasphemer's Grasp",""
984,6,"Nebuloch",[0],[0],1262021108,"Nebuloch",""
985,6,"Hopeshredder",[0],[0],1431040856,"Hopeshredder",""
986,6,"Shimmeron",[0],[0],-688106196,"Shimmeron",""
987,6,"Grelwood Shank",[0],[0],1254112060,"Grelwood Shank",""
988,6,"Beltimber Blade",[0],[0],-662324403,"Beltimber Blade",""
989,6,"Vulconus",[0],[0],-1630034488,"Vulconus",""
990,6,"Augyre",[0],[0],1193226532,"Augyre",""
991,6,"Gloomfang",[0],[0],-1818280998,"Gloomfang",""
992,6,"Mark of the Elder",[0],[0],-298867424,"Mark of the Elder",""
993,6,"Mark of the Shaper",[0],[0],-1589341542,"Mark of the Shaper",""
994,6,"Indigon",[0],[0],-1191910545,"Indigon",""
995,6,"Disintegrator",[0],[0],1384186208,"Disintegrator",""
996,6,"Voidforge",[0],[0],-2027339287,"Voidforge",""
997,6,"Voidfletcher",[0],[0],1773042619,"Voidfletcher",""
998,6,"Mark of the Red Covenant",[0],[0],819762520,"Mark of the Red Covenant",""
999,6,"Soulwrest",[0],[0],-1594513774,"Soulwrest",""
1000,6,"Sinvicta's Mettle",[0],[0],-1934067292,"Sinvicta's Mettle",""
1001,6,"Saqawal's Winds",[0],[0],-1062378201,"Saqawal's Winds",""
1002,6,"Saqawal's Nest",[0],[0],-1643469755,"Saqawal's Nest",""
1003,6,"Saqawal's Talons",[0],[0],890503961,"Saqawal's Talons",""
1004,6,"Saqawal's Flock",[0],[0],-1917219085,"Saqawal's Flock",""
1005,6,"Craiceann's Carapace",[0],[0],1519664443,"Craiceann's Carapace",""
1006,6,"Craiceann's Chitin",[0],[0],-1868512311,"Craiceann's Chitin",""
1007,6,"Craiceann's Pincers",[0],[0],1806840606,"Craiceann's Pincers",""
1008,6,"Craiceann's Tracks",[0],[0],168224956,"Craiceann's Tracks",""
1009,6,"Farrul's Fur",[0],[0],-680162013,"Farrul's Fur",""
1010,6,"Replica Farrul's Fur",[0],[0],783521664,"Replica Farrul's Fur",""
1011,6,"Farrul's Bite",[0],[0],1854025457,"Farrul's Bite",""
1012,6,"Farrul's Pounce",[0],[0],-345966319,"Farrul's Pounce",""
1013,6,"Farrul's Chase",[0],[0],13088015,"Farrul's Chase",""
1014,6,"Fenumus' Shroud",[0],[0],-203169984,"Fenumus' Shroud",""
1015,6,"Fenumus' Toxins",[0],[0],695910500,"Fenumus' Toxins",""
1016,6,"Fenumus' Weave",[0],[0],-1158743700,"Fenumus' Weave",""
1017,6,"Fenumus' Spinnerets",[0],[0],708921189,"Fenumus' Spinnerets",""
1018,6,"Loreweave",[0],[0],920811779,"Loreweave",""
1019,6,"Replica Loreweave",[0],[0],1684787463,"Replica Loreweave",""
1020,6,"Unyielding Flame",[0],[0],345356444,"Unyielding Flame",""
1021,6,"Stormfire",[0],[0],-2138777464,"Stormfire",""
1022,6,"Gluttony",[0],[0],-2078794254,"Gluttony",""
1023,6,"Crystal Vault",[0],[0],-113705800,"Crystal Vault",""
1024,6,"Greedtrap",[0],[0],7017379,"Greedtrap",""
1025,6,"Wildwrap",[0],[0],1926881267,"Wildwrap",""
1026,6,"Sunspite",[0],[0],1101184838,"Sunspite",""
1027,6,"Windshriek",[0],[0],-2100864612,"Windshriek",""
1028,6,"Duskblight",[0],[0],791444735,"Duskblight",""
1029,6,"Meginord's Vigour",[0],[0],558926151,"Meginord's Vigour",""
1030,6,"Doedre's Malevolence",[0],[0],-357874221,"Doedre's Malevolence",""
1031,6,"Frostferno",[0],[0],238358482,"Frostferno",""
1032,6,"Timetwist",[0],[0],-1762530797,"Timetwist",""
1033,6,"Atziri's Reflection",[0],[0],245928298,"Atziri's Reflection",""
1034,6,"Panquetzaliztli",[0],[0],-478081043,"Panquetzaliztli",""
1035,6,"Mirebough",[0],[0],-907458800,"Mirebough",""
1036,6,"The Stormwall",[0],[0],-1081941511,"The Stormwall",""
1037,6,"Fox's Fortune",[0],[0],515152523,"Fox's Fortune",""
1038,6,"Asenath's Chant",[0],[0],634287309,"Asenath's Chant",""
1039,6,"Honourhold",[0],[0],1284155450,"Honourhold",""
1040,6,"Malachai's Awakening",[0],[0],-832956285,"Malachai's Awakening",""
1041,6,"Sidhebite",[0],[0],33937295,"Sidhebite",""
1042,6,"The Effigon",[0],[0],838786592,"The Effigon",""
1043,6,"The Tactician",[0],[0],364577954,"The Tactician",""
1044,6,"The Nomad",[0],[0],203236804,"The Nomad",""
1045,6,"Winterweave",[0],[0],1792909057,"Winterweave",""
1046,6,"Hyrri's Demise",[0],[0],789440854,"Hyrri's Demise",""
1047,6,"Dreadsurge",[0],[0],1035741560,"Dreadsurge",""
1048,6,"Sanguine Gambol",[0],[0],1916421989,"Sanguine Gambol",""
1049,6,"Geofri's Devotion",[0],[0],674020804,"Geofri's Devotion",""
1050,6,"Cameria's Avarice",[0],[0],-126031997,"Cameria's Avarice",""
1051,6,"Dreadbeak",[0],[0],974226364,"Dreadbeak",""
1052,6,"The Dancing Duo",[0],[0],350954140,"The Dancing Duo",""
1053,6,"Corona Solaris",[0],[0],1126322113,"Corona Solaris",""
1054,6,"The Iron Fortress",[0],[0],-556943238,"The Iron Fortress",""
1055,6,"Chains of Command",[0],[0],-1337013190,"Chains of Command",""
1056,6,"Architect's Hand",[0],[0],1870479248,"Architect's Hand",""
1057,6,"Slavedriver's Hand",[0],[0],-220500995,"Slavedriver's Hand",""
1058,6,"Mask of the Spirit Drinker",[0],[0],-1307379758,"Mask of the Spirit Drinker",""
1059,6,"Mask of the Stitched Demon",[0],[0],658401190,"Mask of the Stitched Demon",""
1060,6,"Apep's Slumber",[0],[0],1208424228,"Apep's Slumber",""
1061,6,"Apep's Supremacy",[0],[0],1666564972,"Apep's Supremacy",""
1062,6,"Shadowstitch",[0],[0],-1536497550,"Shadowstitch",""
1063,6,"Sacrificial Heart",[0],[0],-269693013,"Sacrificial Heart",""
1064,6,"Zerphi's Heart",[0],[0],-1376188196,"Zerphi's Heart",""
1065,6,"Tempered Flesh",[0],[0],536982847,"Tempered Flesh",""
1066,6,"Tempered Spirit",[0],[0],1598703819,"Tempered Spirit",""
1067,6,"Tempered Mind",[0],[0],-1622613972,"Tempered Mind",""
1068,6,"Transcendent Flesh",[0],[0],1045201024,"Transcendent Flesh",""
1069,6,"Transcendent Spirit",[0],[0],213872201,"Transcendent Spirit",""
1070,6,"Transcendent Mind",[0],[0],-2065864721,"Transcendent Mind",""
1071,6,"Soul Catcher",[0],[0],2106860408,"Soul Catcher",""
1072,6,"Soul Ripper",[0],[0],1625527071,"Soul Ripper",""
1073,6,"String of Servitude",[0],[0],1849918652,"String of Servitude",""
1074,6,"Dance of the Offered",[0],[0],1033194742,"Dance of the Offered",""
1075,6,"Omeyocan",[0],[0],609742704,"Omeyocan",""
1076,6,"Coward's Chains",[0],[0],-1156279379,"Coward's Chains",""
1077,6,"Coward's Legacy",[0],[0],1117169664,"Coward's Legacy",""
1078,6,"Story of the Vaal",[0],[0],-244533169,"Story of the Vaal",""
1079,6,"Fate of the Vaal",[0],[0],122517810,"Fate of the Vaal",""
1080,6,"Zeel's Amplifier",[0],[0],1015544441,"Zeel's Amplifier",""
1081,6,"Earendel's Embrace",[0],[0],282274713,"Earendel's Embrace",""
1082,6,"Replica Earendel's Embrace",[0],[0],-92687342,"Replica Earendel's Embrace",""
1083,6,"Combat Focus",[0],[0],-457885971,"Combat Focus",""
1084,6,"Malachai's Brilliance",[0],[0],331098331,"Malachai's Brilliance",""
1085,6,"Unnatural Instinct",[0],[0],626600967,"Unnatural Instinct",""
1086,6,"Lawbreaker",[0],[0],576026336,"Lawbreaker",""
1087,6,"Mark of Submission",[0],[0],-1656642355,"Mark of Submission",""
1088,6,"The Grey Spire",[0],[0],987948137,"The Grey Spire",""
1089,6,"The Primordial Chain",[0],[0],-841972239,"The Primordial Chain",""
1090,6,"Vixen's Entrapment",[0],[0],235064893,"Vixen's Entrapment",""
1091,6,"The Eternal Apple",[0],[0],-1865735384,"The Eternal Apple",""
1092,6,"Perquil's Toe",[0],[0],2131175731,"Perquil's Toe",""
1093,6,"Demon Stitcher",[0],[0],-1523559884,"Demon Stitcher",""
1094,6,"Command of the Pit",[0],[0],1707832918,"Command of the Pit",""
1095,6,"Curtain Call",[0],[0],483517988,"Curtain Call",""
1096,6,"Cerberus Limb",[0],[0],266544900,"Cerberus Limb",""
1097,6,"Hale Negator",[0],[0],2125508984,"Hale Negator",""
1098,6,"Crown of the Tyrant",[0],[0],-1688023702,"Crown of the Tyrant",""
1099,6,"Ahkeli's Mountain",[0],[0],645371240,"Ahkeli's Mountain",""
1100,6,"Ahkeli's Meadow",[0],[0],-595213872,"Ahkeli's Meadow",""
1101,6,"Ahkeli's Valley",[0],[0],-1578422815,"Ahkeli's Valley",""
1102,6,"Uzaza's Mountain",[0],[0],753385179,"Uzaza's Mountain",""
1103,6,"Uzaza's Meadow",[0],[0],-1972424823,"Uzaza's Meadow",""
1104,6,"Uzaza's Valley",[0],[0],907982848,"Uzaza's Valley",""
1105,6,"Putembo's Mountain",[0],[0],-1044163746,"Putembo's Mountain",""
1106,6,"Putembo's Meadow",[0],[0],295999353,"Putembo's Meadow",""
1107,6,"Putembo's Valley",[0],[0],1412148066,"Putembo's Valley",""
1108,6,"Precursor's Emblem",[0],[0],633575029,"Precursor's Emblem",""
1109,6,"Aul's Uprising",[0],[0],-85421150,"Aul's Uprising",""
1110,6,"Chaber Cairn",[0],[0],-381223562,"Chaber Cairn",""
1111,6,"Ullr's Advent",[0],[0],1837598641,"Ullr's Advent",""
1112,6,"Geofri's Legacy",[0],[0],-807169788,"Geofri's Legacy",""
1113,6,"Unearth Threshold",[0],[0],1255801992,"Unearth Threshold",""
1114,6,"Toxic Vapours",[0],[0],-587490128,"Toxic Vapours",""
1115,6,"Waycarver",[0],[0],-139292744,"Waycarver",""
1116,6,"Worldcarver",[0],[0],-759521014,"Worldcarver",""
