"rownum","Metadata","i32","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","i32","Script1","bool","bool","Script2","[i32]","i32","i32","i32","i32"
139,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior",1,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",10,250,0,0,7000,9000,0,0,"",1,"","","",1,"","","","",1,5,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
140,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior",10,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",10,250,0,0,6500,8500,0,0,"",1,"","","",1,"","","","",1,5,5,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
141,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior",20,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",10,250,0,0,6000,8000,0,0,"",1,"","","",1,"","","","",1,5,5,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
142,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior",30,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",10,250,0,0,5500,7500,0,0,"",1,"","","",1,"","","","",1,10,10,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
143,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior",40,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",10,250,0,0,5000,7000,0,0,"",1,"","","",1,"","","","",1,10,10,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
144,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior",50,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",10,250,0,0,4750,6750,0,0,"",1,"","","",1,"","","","",1,10,15,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
145,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior",60,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",10,250,0,0,4500,6500,0,0,"",1,"","","",1,"","","","",1,15,15,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
146,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior",70,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",10,250,0,0,4250,6250,0,0,"",1,"","","",1,"","","","",1,15,15,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
147,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior",80,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",10,250,0,0,4000,6000,0,0,"",1,"","","",1,"","","","",1,15,20,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0
148,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior",1,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",10,250,0,0,7000,9000,0,0,"",1,"","","",1,"","","","",1,5,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
149,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior",10,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",10,250,0,0,6500,8500,0,0,"",1,"","","",1,"","","","",1,5,5,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
150,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior",20,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",10,250,0,0,6000,8000,0,0,"",1,"","","",1,"","","","",1,5,5,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
151,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior",30,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",10,250,0,0,5500,7500,0,0,"",1,"","","",1,"","","","",1,5,10,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
152,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior",40,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",10,250,0,0,5000,7000,0,0,"",1,"","","",1,"","","","",1,5,10,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
153,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior",50,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",10,250,0,0,4750,6750,0,0,"",1,"","","",1,"","","","",1,5,15,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
154,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior",60,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",10,250,0,0,4500,6500,0,0,"",1,"","","",1,"","","","",1,5,15,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
155,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior",70,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",10,250,0,0,4250,6250,0,0,"",1,"","","",1,"","","","",1,5,15,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
156,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior",80,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",10,250,0,0,4000,6000,0,0,"",1,"","","",1,"","","","",1,5,20,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
157,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",1,"[6855,6858,6860,6862,6864,6900]",1,500,0,0,4000,5000,0,0,"",1,"","","",1,"","","","",1,1,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
158,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",10,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",1,500,0,0,3000,4000,0,0,"",1,"","","",1,"","","","",1,1,5,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
159,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",20,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",1,500,0,0,2000,3000,0,0,"",1,"","","",1,"","","","",1,1,10,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
160,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",30,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",2,500,0,0,1500,2000,0,0,"",1,"","","",1,"","","","",1,2,15,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
161,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",40,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",2,500,0,0,1200,1500,0,0,"",1,"","","",1,"","","","",1,2,20,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
162,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",50,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",2,500,0,0,1000,1500,0,0,"",1,"","","",1,"","","","",1,2,25,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
163,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",60,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",2,500,0,0,900,1500,0,0,"",1,"","","",1,"","","","",1,2,30,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
164,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",70,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",2,500,0,0,800,1500,0,0,"",1,"","","",1,"","","","",1,2,30,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
165,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",80,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877,6900]",2,500,0,0,700,1500,0,0,"",1,"","","",1,"","","","",1,2,30,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"","[3,3,3,3,3,3,3,3,3,3,10]",0,0,0,0
166,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",1,[6851],1,500,0,0,3000,5000,0,0,"",1,"","","",1,"","","","",1,1,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
167,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",10,[6851],1,500,0,0,2000,4000,0,0,"",1,"","","",1,"","","","",1,1,5,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
168,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",20,[6851],1,500,0,0,1500,3000,0,0,"",1,"","","",1,"","","","",1,1,10,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
169,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",30,[6851],2,500,0,0,1200,2000,0,0,"",1,"","","",1,"","","","",1,2,15,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
170,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",40,[6851],2,500,0,0,1000,1500,0,0,"",1,"","","",1,"","","","",1,2,20,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
171,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",50,[6851],2,500,0,0,800,1500,0,0,"",1,"","","",1,"","","","",1,2,25,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
172,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",60,[6851],2,500,0,0,700,1500,0,0,"",1,"","","",1,"","","","",1,2,30,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
173,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",70,[6851],2,500,0,0,600,1500,0,0,"",1,"","","",1,"","","","",1,2,30,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
174,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2",80,[6851],2,500,0,0,500,1500,0,0,"",1,"","","",1,"","","","",1,2,30,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
175,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1",1,[6901],1,500,0,0,3000,5000,0,0,"",1,"","","",1,"","","","",1,1,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
176,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1",10,[6901],1,500,0,0,2000,4000,0,0,"",1,"","","",1,"","","","",1,1,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
177,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1",20,[6901],1,500,0,0,1500,3000,0,0,"",1,"","","",1,"","","","",1,1,0,5,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
178,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1",30,[6901],1,500,0,0,1200,2000,0,0,"",1,"","","",1,"","","","",1,1,0,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
179,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1",40,[6901],1,500,0,0,1000,1500,0,0,"",1,"","","",1,"","","","",1,1,0,15,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
180,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1",50,[6901],1,500,0,0,800,1500,0,0,"",1,"","","",1,"","","","",1,1,0,20,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
181,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1",60,[6901],1,500,0,0,700,1500,0,0,"",1,"","","",1,"","","","",1,1,0,25,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
182,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1",70,[6901],1,500,0,0,600,1500,0,0,"",1,"","","",1,"","","","",1,1,0,30,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
183,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1",80,[6901],1,500,0,0,500,1500,0,0,"",1,"","","",1,"","","","",1,1,0,30,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
184,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",1,[6843],1,500,0,0,3000,5000,0,0,"",1,"","","",1,"","","","",1,1,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
185,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",10,[6843],1,500,0,0,2000,4000,0,0,"",1,"","","",1,"","","","",1,1,0,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
186,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",20,[6843],1,500,0,0,1500,3000,0,0,"",1,"","","",1,"","","","",1,1,0,5,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
187,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",30,[6843],1,500,0,0,1200,2000,0,0,"",1,"","","",1,"","","","",1,1,0,10,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
188,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",40,[6843],1,500,0,0,1000,1500,0,0,"",1,"","","",1,"","","","",1,1,0,15,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
189,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",50,[6843],1,500,0,0,800,1500,0,0,"",1,"","","",1,"","","","",1,1,0,20,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
190,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",60,[6843],1,500,0,0,700,1500,0,0,"",1,"","","",1,"","","","",1,1,0,25,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
191,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",70,[6843],1,500,0,0,600,1500,0,0,"",1,"","","",1,"","","","",1,1,0,30,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
192,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2",80,[6843],1,500,0,0,500,1500,0,0,"",1,"","","",1,"","","","",1,1,0,30,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.AddStat( can_be_culled, 1 );","",1,"",[],0,0,0,0
193,"Metadata/Monsters/Abberath/GauntletGoatSpawnerMap",1,[220],1,150,0,0,500,500,0,0,"",1,"","","","",1,"","","",1,1,50,12,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
194,"Metadata/Monsters/Shakari/ShakariScorpionLargeSpawnerBossMap",1,[5728],5,500,1,6,500,500,0,0,"",1,"","","","","","","","",2,5,50,12,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
195,"Metadata/Monsters/Shakari/ShakariScorpionLargeSpawnerMap",1,[5728],5,500,1,6,500,500,0,0,"",1,"","","","","","","","",2,5,50,12,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
196,"Metadata/Monsters/Shakari/ShakariScorpionSpawnerBossMap",1,"[5721,5724]",10,500,1,6,500,500,0,0,"",1,"","","","","","","","",3,10,50,0,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
197,"Metadata/Monsters/Shakari/ShakariScorpionSpawnerMap",1,"[5721,5724]",10,500,1,6,500,500,0,0,"",1,"","","","","","","","",3,10,50,0,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
198,"Metadata/Monsters/LeagueBetrayal/CatarinaArenaObjects/GraveyardGroundSpawner",1,"[6855,6858,6860,6862,6864,6868,6871,6873,6875,6877]",1,2000,1,5,1000,3000,0,0,"",1,"","","","","","","","",3,0,50,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.DoAction( Emerge );","",1,"",[],0,0,0,0
199,"Metadata/Monsters/LeagueBetrayal/CatarinaArenaObjects/GraveyardGroundSpawner2",1,"[6851,6900]",1,2000,1,5,1000,3000,0,0,"",1,"","","","","","","","",3,0,50,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.DoAction( Emerge );","",1,"",[],0,0,0,0
200,"Metadata/Monsters/LeagueBetrayal/CatarinaArenaObjects/GraveyardGroundSpawnerEpic",1,[6901],1,2000,1,5,1000,3000,0,0,"",1,"","","","","","","","",1,0,50,0,"","","",1,"PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 ); triggerer.DoAction( Emerge );","",1,"",[],0,0,0,0
201,"Metadata/Monsters/LeagueBetrayal/CatarinaArenaObjects/GraveyardTombSpawner",1,"[6845,6848]",1,2000,0,0,1000,3000,0,0,"",1,"","","","","","","","",1,0,50,0,"","","",1,"triggerer.DoAction( WalkEmerge );","",1,"",[],0,0,0,0
202,"Metadata/Chests/Laboratory/RatCrate_01",1,[6914],1,250,2,4,100,100,0,0,"",1,"","","","","","","","",0,0,30,20,"","","",1,"triggerer.DoAction( Emerge );","","","",[],0,0,0,0
