"rownum","GroundEffectTypesKey","i32","i32","rid","f32","[i32]","bool","AOFile","[string]","EndEffect","rid","rid","rid","rid","rid","bool","bool","bool","rid","rid","bool","bool"
97,14,0,2,"",250,[],"","[""Metadata/Effects/Spells/ground_effects/quicksand/ground_rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
98,14,1,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Incursion/Vaal_Architects/spells/breach_quicksands/breachhole.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
99,14,2,2,"",125,[],"","[""Metadata/Effects/Spells/Masters/NinjaCop/ink_pool/rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
100,14,3,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","",258,"","","","",1,"","","","",""
101,14,4,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","",269,"","","","",1,"","","","",""
102,14,5,2,"",250,[],"","[""Metadata/Effects/Spells/ground_effects/invisground/rig.ao""]","[""loop""]","fadeout","",451,"","","","",1,"","","","",""
103,14,6,2,"",225,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/life_ritual/blood_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
104,14,7,2,"",250,[],"","[""Metadata/Effects/Spells/ground_effects/invisground/rig.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
105,14,8,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","",269,"","","","",1,"","","","",""
106,14,9,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","",269,"","","","",1,"","","","",""
107,14,10,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","",269,"","","","",1,"","","","",""
108,14,11,2,"",250,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/bosses/all_voidsand.ao""]","[""loop""]","fadeout","",269,"","","","",1,"","","","",""
109,24,0,2,"",150,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Fungal_ground/fungalGround.ao""]",[],"fadeout","","","","","","",1,"","","","",""
110,17,0,2,"",105,[],"","[""Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/destruction_assets/meteors/meteor_ground.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
111,11,0,2,"",800,[],1,"[""Metadata/Effects/Spells/monsters_effects/Breach/Cold/Blizzard/Blizzard.ao""]","[""loop""]","end","","","","","","",1,"","","","",""
112,16,0,2,"",200,[],1,"[""Metadata/Effects/Microtransactions/Misc/uniques/body_armour/TimeAnomaly/timeanomaly.ao""]","[""loop""]","fadeout","","","","","","","","","","","",""
113,16,1,2,"",200,[],"","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/Temporal/rig.ao""]","[""loop""]","fadeout",1406,"","","","","","","","","","",""
114,16,2,2,"",150,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/slowzone.ao""]","[""loop""]","end","","","","","","","","","","","",""
115,8,0,2,"",167,[],1,"[""Metadata/Effects/Spells/frost_bolt/sml_maelstrom.ao""]","[""loop""]","end","","","","","","","","","","","",""
116,8,1,2,"",167,[],1,"[""Metadata/Effects/Microtransactions/Spells/frost_bolt/maelstrom.ao""]","[""loop""]","end","","","","","","","","","","","",""
117,8,2,2,"",167,[],1,"[""Metadata/Effects/Microtransactions/Spells/frost_bolt/maelstrom.ao""]","[""loop""]","end","",104,"","","","","","","","","",""
118,8,3,2,"",180,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/super_blackhole/rig.ao""]","[""loop""]","end","","","","","","","","","","","",""
119,8,4,2,"",155,[],1,"[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Lunaris_e/expanding_darkness.ao""]","[""loop""]","fadeout",866,"","","","","","","","","","",""
120,8,5,2,"",180,[],1,"[""Metadata/Monsters/Anomaly/Vortex_UniqueRing.ao""]","[""loop""]","end","","","","","","","","","","","",""
121,8,6,2,"",180,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/super_blackhole/rig_ubElder.ao""]","[""loop""]","end","","","","","","","","","","","",""
122,8,7,2,"",200,[],1,"[""Metadata/Effects/Microtransactions/Misc/uniques/body_armour/TimeAnomaly/timeanomaly.ao""]","[""loop""]","fadeout","","","","","","","","","","","",""
123,8,8,2,1487,250,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/chilled_grd/chilled_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
124,8,9,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_cold.ao""]","[""loop""]","end","","","","","","","","","","","",""
125,8,10,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_lightning.ao""]","[""loop""]","end","","","","","","","","","","","",""
126,8,11,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_ruin.ao""]","[""loop""]","end",1783,"","","","","","","","","","",""
127,8,12,2,"",250,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/zombie/cold_mist.ao""]","[""loop""]","end","","","","","","","","","","",1,""
128,8,13,2,"",167,[],1,"[""Metadata/Effects/Microtransactions/Spells/MyrmidonVortex/sml_maelstrom.ao""]","[""loop""]","end","","","","","","","","","","","",""
129,8,14,2,"",400,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/ground_effects/calamity_of_frost.ao""]","[""loop""]","fadeout",2032,"","","","","","","","","",1,1
130,8,15,2,"",250,[],1,"[""Metadata/Effects/Spells/ground_effects_v3/chilled/chilled_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
131,26,0,2,"",800,[],1,"[""Metadata/Effects/Spells/ground_effects/vaal_cold_snap/VaalColdSnapGroundEffect.ao""]","[""loop""]","end","","","","","","","","","","","",""
132,18,0,2,"",200,[],1,"[""Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_boss/final/crown_of_thorns/anger_ground.ao""]","[""loop""]","fadeout","",399,"","","","","","","","","",""
133,27,0,2,"",100,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/torch/oil_ground.ao""]",[],"fadeout","",437,"","","","",1,"","","","",""
134,27,1,2,1393,100,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Archnemesis/ground_effects/tar_zombie_oil_ground.ao""]",[],"fadeout_fire","",610,"","","","",1,"",1394,"","",""
135,28,0,2,"",250,[],1,"[""Metadata/Effects/Spells/ground_effects_v3/scorched/scorched_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
136,29,0,2,"",175,[],"","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/brain/void_zone/rig.ao""]","[""loop""]","fadeout","",270,"","","","",1,"","","","",""
137,30,0,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_lightning.ao""]","[""loop""]","end","","","","","","","","","","","",""
138,30,1,2,"",235,[],1,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_golem/skitter_vortex_ruin.ao""]","[""loop""]","end",1782,"","","","","","","","","","",""
139,30,2,2,"",135,[],1,"[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Touching_Tentacle_Orb/lightning_grd.ao""]","[""loop""]","fadeout","","","","","","","","","","","",""
140,31,0,2,"",250,[],1,"[""Metadata/Effects/Spells/ground_effects_v3/brittle/brittle_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
141,32,0,2,"",250,[],1,"[""Metadata/Effects/Spells/ground_effects_v3/sapping/sapping_grd.ao""]","[""loop""]","fadeout","","","","","","",1,"","","","",""
142,33,0,2,"",140,[],"","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/DoomPersonified/ao/submerge_ground_travel.ao""]","[""idle""]","end","","",608,"","","","","","","","",""
