"rownum","MonsterVarietiesKey","BestiaryGroupsKey","Name","BestiaryEncountersKey","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
307,6189,11,"Craicic Chimeral",36,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GemFrog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GemFrog","",40,"","","",1203,""
308,6083,0,"Farrul, First of the Plains",37,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Tiger",6084,37,1,"","",498,""
309,6038,5,"Saqawal, First of the Sky",38,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Rex","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Rhex",6039,34,1,"","",497,""
310,6118,8,"Fenumus, First of the Night",39,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Scorpion",6120,33,1,"","",496,""
311,6091,10,"Craiceann, First of the Deep",40,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpiritBoss_Crab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpiritBoss_Crab",6092,32,1,"","",499,""
312,429,5,"Oozeback Bloom",16,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/OozebackBloom","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/OozebackBloom","",6,1,"",1,1203,""
313,485,9,"Brood Princess",29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BroodPrincess","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BroodPrincess","",8,1,"",1,1203,""
314,462,10,"The Dweller of the Deep",31,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheDeepDweller","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheDeepDweller","",7,1,"",1,1203,""
315,253,1,"The Faun",6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheFaun","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheFaun",255,1,1,"",1,1203,""
316,273,1,"Ungulath",6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ungulath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ungulath","",2,1,"",1,1203,""
317,331,0,"The Burning Menace",1,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBurningMenace","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBurningMenace","",3,1,"",1,1203,""
318,477,9,"Ambrosia, Daughter of Merveil",29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ambrosia","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ambrosia","",8,1,"",1,1203,""
319,479,9,"Amarissa, Daughter of Merveil",29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Amarissa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Amarissa","",8,1,"",1,1203,""
320,110,3,"The Great White Beast",10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBeast","",0,1,"",1,1203,""
321,908,8,"Black Death",26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlackDeath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlackDeath","",12,1,"",1,1203,""
322,910,8,"The Weaver",26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheWeaver","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheWeaver",913,12,1,"",1,1203,""
323,345,1,"Nadia the Soothing",5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/NadiaTheSoothing","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/NadiaTheSoothing","",5,1,"",1,1203,""
324,347,1,"Aidan the Frenzied",5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AidanTheFrenzied","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AidanTheFrenzied","",5,1,"",1,1203,""
325,3108,3,"Q'uru",11,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Quru","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Quru","",21,1,"",1,1203,""
326,1636,4,"Thistlesage",13,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Thistlesage","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Thistlesage","",18,1,"",1,1203,""
327,2638,8,"The Conqueror Wurm",23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ConquerorWurm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ConquerorWurm","",19,1,"",1,1203,""
328,1464,6,"Paradisae Venenum",20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParadisaeVenenum","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParadisaeVenenum","",14,1,"",1,1203,""
329,3763,5,"The Hundred Foot Shadow",15,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheHundredFootShadow","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheHundredFootShadow",3764,22,1,"",1,1203,""
330,4025,5,"Eyepecker",42,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CockerelBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CockerelBestiaryBoss","",26,1,"",1,1203,""
331,4014,2,"Steelchaw",9,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Steelchaw","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Steelchaw","",25,1,"",1,1203,""
332,3977,2,"Raihara, Tukohama's Loyal",8,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Raihara","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Raihara","",24,1,"",1,1203,""
333,363,1,"Hollowskull, the Willing Host",4,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hollowskull","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hollowskull","",28,1,"",1,1203,""
334,4776,7,"The Encephelophage",41,"","","","",29,1,"",1,1203,""
335,5593,10,"Brinecrack",34,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Brinecrack","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Brinecrack","",32,1,"",1,1203,""
336,112,3,"The Great White Bones",10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBones","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBones","",0,1,"",1,1203,""
337,2620,8,"Tunnelworm",23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tunnelworm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tunnelworm","",19,1,"",1,1203,""
338,4057,4,"Boulderback",12,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Boulderback","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Boulderback","",27,1,"",1,1203,""
339,5730,6,"The Basilisk",20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBasilisk","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBasilisk","",14,1,"",1,1203,""
340,3312,3,"Marrowcrush",10,"","","","",0,1,"",1,1203,""
341,3313,5,"The Cadaver Bull",16,"","","","",6,1,"",1,1203,""
342,3314,1,"Junglemare",4,"","","","",28,1,"",1,1203,""
343,3316,1,"Blood Stasis ",5,"","","","",5,1,"",1,1203,""
344,3317,1,"Blood Morpher",5,"","","","",5,1,"",1,1203,""
345,3328,11,"Spinesnap",35,"","","","",13,1,"",1,1203,""
346,3329,11,"Genesis Paradisae",36,"","","","",40,1,"",1,1203,""
347,3330,1,"Death from Above",6,"","","","",1,1,"",1,1203,""
348,3331,1,"Guardian of the Mound",6,"","","","",2,1,"",1,1203,""
349,3338,6,"Alpha Paradisae",20,"","","","",14,1,"",1,1203,""
350,3339,7,"Mother of the Swarm",21,"","","","",15,1,"",1,1203,""
351,3340,5,"Deathflutter",14,"","","","",17,1,"",1,1203,""
352,3346,8,"Wrigglechaw",23,"","","","",19,1,"",1,1203,""
353,3347,10,"Blinkflame",31,"","","","",7,1,"",1,1203,""
354,3348,9,"The Duchess",29,"","","","",8,1,"",1,1203,""
355,3349,10,"Shivershell",32,"","","","",9,1,"",1,1203,""
356,3355,6,"Razorleaf",19,"","","","",10,1,"",1,1203,""
357,3356,9,"Stranglecreep",29,"","","","",11,1,"",1,1203,""
358,3357,8,"Pewterfang",26,"","","","",12,1,"",1,1203,""
359,3358,4,"Bladeback Guardian",13,"","","","",18,1,"",1,1203,""
360,3359,9,"Strangledrift",30,"","","","",20,1,"",1,1203,""
361,3361,5,"Ghostram",16,"","","","",6,1,"",1,1203,""
362,134,3,"Tyrannursus Maximus",10,"","","",135,0,1,"",1,1203,""
363,108,3,"Primal Beast",10,"","","","",0,"","",1,1203,""
364,109,3,"The Alpha Beast",10,"","","","",0,1,"",1,1203,""
365,358,1,"Aboriginal Chieftain",5,"","","","",28,"","",1,1203,""
366,1449,11,"Bestial Maw",35,"","","","",13,"","",1,1203,""
367,4696,11,"Blue Frog",36,"","","","",41,"","",1,1203,""
368,4698,11,"Common Frog",36,"","","","",41,"","",1,1203,""
369,4700,11,"Strange Frog",36,"","","","",41,"","",1,1203,""
370,1462,6,"Wild Chimeral",20,"","","","",14,"","",1,1203,""
371,1527,7,"Nightmarish Crawler",21,"","","","",16,"","",1,1203,""
372,1526,7,"Nightmarish Carrion",21,"","","","",15,"","",1,1203,""
373,367,1,"Primitive Ape",5,"","","","",5,"","",1,1203,""
374,4606,1,"Echo of the Verdant",5,"","","","",5,"","",1,1203,""
375,5104,7,"Parasite",41,"","","","",29,"",243,1,1203,""
376,4775,7,"Vicious Parasite",41,"","","","",29,"",249,1,1203,""
377,4842,2,"Purge Hound",43,"","","","",31,"",250,1,1203,""
378,4843,2,"Lola, the Fierce",43,"","","","",31,1,"",1,1203,""
379,4844,2,"Rocco, the Bloodthirsty",43,"","","","",31,1,"",1,1203,""
380,442,5,"Ventarus",16,"","","","",6,1,"",1,1203,""
381,420,5,"Primordial Rhoa",16,"","","","",6,"","",1,1203,""
382,2643,8,"Mystic Devourer",23,"","","","",19,"","",1,1203,""
383,4678,8,"Devourer",23,"","","","",19,"",180,1,1203,""
384,2637,8,"Devourer",23,"","","","",19,"",180,1,1203,""
385,2633,8,"Ancient Devourer",23,"","","","",19,"","",1,1203,""
386,2622,8,"Devourer",23,"","","","",19,"",180,1,1203,""
387,4611,7,"Echo of the Verdant",22,"","","","",23,"","",1,1203,""
388,447,10,"Fossil Eater",31,"","","","",7,"","",1,1203,""
389,5729,8,"Tamipin",27,"","","","",35,1,"",1,1203,""
390,5725,8,"Tamulus",27,"","","","",35,1,"",1,1203,""
391,493,9,"Fated Siren",29,"","","","",8,"","",1,1203,""
392,4607,6,"Echo of the Verdant",19,"","","","",10,"","",1,1203,""
393,4682,6,"Maze Slitherer",18,"","","","",10,"","",1,1203,""
394,892,9,"Foreseen Spawn",29,"","","","",11,"","",1,1203,""
395,4609,8,"Echo of the Verdant",26,"","","","",12,"","",1,1203,""
396,935,8,"Ink Spinner",26,"","","","",12,"","","",1203,1
397,4649,8,"Maze Webspinner",26,"","","","",12,"","",1,1203,""
398,4650,8,"Maze Hatchling",26,"","","","",12,"","",1,1203,""
399,4681,4,"Maze Needleback",13,"","","","",18,"","",1,1203,""
400,2386,1,"Spirit of Aidan",5,"","","",2387,5,1,"",1,1203,""
401,2384,1,"Spirit of Nadia",5,"","","",2385,5,1,"",1,1203,""
402,912,8,"Balah, Duke",26,"","","","",12,1,"",1,1203,""
403,4290,0,"Mutewind Lynx",3,"","","","",36,"","",1,1203,""
404,4613,5,"Echo of the Verdant",15,"","","","",22,"","",1,1203,""
405,3283,10,"Mother of the Hive",31,"","","",3285,7,1,"",1,1203,""
406,3229,9,"The All-seeing Eye",30,"","","","",20,1,"",1,1203,""
407,3232,1,"Konu, Maker of Wind",6,"","","","",1,1,"",1,1203,""
408,3240,1,"Sheaq, Maker of Floods",6,"","","","",2,1,"",1,1203,""
409,3244,8,"Kamaq, Soilmaker",23,"","","","",19,1,"",1,1203,""
410,3256,1,"Simi, the Nature Touched",4,"","","","",28,1,"",1,1203,""
411,3263,8,"Cintiq, the Inescapable",26,"","","","",12,1,"",1,1203,""
412,3265,6,"Thornrunner",19,"","","","",10,1,"",1,1203,""
413,3259,7,"The Sunburst Queen",21,"","","","",15,1,"",1,1203,""
414,3286,9,"Rima, Deep Temptress",29,"","","","",8,1,"",1,1203,""
415,3246,5,"Inti of the Blood Moon",14,"","","","",17,1,"",1,1203,""
416,3291,7,"Quetzerxi",22,"","","","",23,1,"",1,1203,""
417,3230,9,"The All-seeing Eye",30,"","","","",20,1,406,1,1203,""
418,3233,1,"Konu, Maker of Wind",6,"","","","",1,1,407,1,1203,""
419,3241,1,"Sheaq, Maker of Floods",6,"","","","",2,1,408,1,1203,""
420,3245,7,"Kamaq, Soilmaker",23,"","","","",19,1,409,1,1203,""
421,3247,5,"Inti of the Blood Moon",14,"","","","",17,1,415,1,1203,""
422,3257,1,"Simi, the Nature Touched",4,"","","","",28,1,410,1,1203,""
423,3260,7,"The Sunburst Queen",21,"","","","",15,1,413,1,1203,""
424,3264,8,"Cintiq, the Inescapable",26,"","","","",12,1,411,1,1203,""
425,3266,6,"Thornrunner",19,"","","","",10,1,412,1,1203,""
426,3287,9,"Rima, Deep Temptress",29,"","","","",8,1,414,1,1203,""
427,3556,1,"Mutated Chieftain",5,"","","","",28,1,"",1,1203,""
428,3534,1,"Crazed Chieftain",5,"","","","",28,"","",1,1203,""
429,3536,3,"Infected Ambusher",11,"","","","",21,"","",1,1203,""
430,3538,3,"Mutated Ursa",11,"","","","",21,1,"",1,1203,""
431,3537,3,"Plummeting Ursa",11,"","","","",21,"","",1,1203,""
432,3546,11,"Rabid Maw",35,"","","","",13,"","",1,1203,""
433,3559,11,"Mutated Maw",35,"","","","",13,1,"",1,1203,""
434,3551,11,"Mutated Croaker",36,"","","","",40,1,"",1,1203,""
435,3535,6,"Putrid Chimeral",20,"","","","",14,"","",1,1203,""
436,3553,6,"Twisted Chimeral",20,"","","","",14,1,"",1,1203,""
437,3532,7,"Rabid Broodqueen",21,"","","","",15,"","",1,1203,""
438,3550,7,"Mutated Broodqueen",21,"","","","",15,1,"",1,1203,""
439,3533,7,"Rabid Minion",21,"","","","",15,"","",1,1203,""
440,3540,5,"Infected Rhoa",16,"","","","",6,"","",1,1203,""
441,3541,5,"Rabid Rhoa",16,"","","","",6,"","",1,1203,""
442,3557,5,"Mutated Rhoa",16,"","","","",6,1,"",1,1203,""
443,3547,10,"Fused Crawler",32,"","","","",9,"","",1,1203,""
444,3555,10,"Mutated Winterclaw",32,"","","","",9,1,"",1,1203,""
445,3558,6,"Mutated Adder",19,"","","","",10,1,"",1,1203,""
446,3543,6,"Infected Adder",19,"","","","",10,"","",1,1203,""
447,3545,6,"Putrid Serpent",19,"","","","",10,"","",1,1203,""
448,3552,8,"Mutated Arachnid",26,"","","","",12,1,"",1,1203,""
449,3542,8,"Putrid Weaver",26,"","","","",12,"","",1,1203,""
450,3525,8,"Sickly Spinner",26,"","","","",12,"","",1,1203,""
451,3526,4,"Infected Spiker",13,"","","","",18,"","",1,1203,""
452,3029,9,"Infected Watcher",30,"","","","",20,"","",1,1203,""
453,3549,9,"Mutated Watcher",30,"","","","",20,1,"",1,1203,""
454,3527,3,"Infected Beast",11,"","","","",0,"","",1,1203,""
455,3529,3,"Risen Infested Beast",11,"","","",3530,0,1,"",1,1203,""
456,3554,0,"Mutated Flamebeast",1,"","","","",3,1,"",1,1203,""
457,3539,0,"Crazed Flamebeast",1,"","","","",3,"","",1,1203,""
458,3342,0,"Bladetooth",1,"","","","",3,1,"",1,1203,""
459,6553,4,"Cavestalker",13,"","","","",18,"","",1,1203,""
460,6576,4,"Azure Shrieker",13,"","","","",18,"","",1,1203,""
461,6578,4,"Charged Shrieker",13,"","","","",18,"","",1,1203,""
462,6558,1,"Azure Ape",5,"","","","",5,"","",1,1203,""
463,6560,1,"Azure Ape",5,"","","","",5,"","",1,1203,""
464,6569,4,"Gorgol Alpha",13,"","","","",18,"","",1,1203,""
465,6541,7,"Cave Weta",22,"","","","",23,"","",1,1203,""
466,6543,7,"Unstable Weta",22,"","","","",23,"","",1,1203,""
467,6508,8,"Hatchling",26,"","","","",12,"","",1,1203,""
468,6513,8,"Skitterling",26,"","","","",12,"","",1,1203,""
469,6516,8,"Azurite Widow",26,"","","","",12,"","",1,1203,""
