"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool","rid"
235,"shrine_brutal","Your hits have Knockback, and increased Damage and Stun Duration","",1,"Brutal Shrine","[24,110,341,1062,5708]",1,3,"","","","",21,233,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,110,341,1062,5708]",[],0,"",""
236,"shrine_thorns","You Reflect some Physical and Elemental Damage","",1,"Thorned Shrine","[564,565,5708]",1,3,"","","","",21,236,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[564,565,5708]",[],0,"",""
237,"shrine_regen","You are regenerating Life and Mana","",1,"Replenishing Shrine","[129,451,5708]",1,3,"","","","",21,232,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[129,451,5708]",[],0,"",""
238,"shrine_critical","You always deal Critical Strikes","",1,"Diamond Shrine","[348,5708]",1,3,"","","","",21,234,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[348,5708]",[],0,"",""
239,"shrine_fire","Fire rains down around you","",1,"Burning Shrine",[5708],1,3,"","","","",21,237,1,"",9,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5708],[],0,"",""
240,"shrine_lightning","Shock Novas happen around you","",1,"Lightning Shrine",[5708],1,3,"","","","",21,238,1,"",9,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5708],[],0,"",""
241,"shrine_cold","Ice Novas happen around you","",1,"Freezing Shrine",[5708],1,3,"","","","",21,240,1,"",9,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5708],[],0,"",""
242,"shrine_arc","Lightning arcs from you","",1,"Static Shrine",[5708],1,3,"","","","",21,239,1,"",9,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5708],[],0,"",""
243,"shrine_smoke","Smoke shrouds you","",1,"Shrouded Shrine",[5708],1,3,"","","","",21,241,1,"",9,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5708],[],0,"",""
244,"shrine_skeleton","Skeletons are summoned to you","",1,"Skeletal Shrine",[5708],1,3,"","","","",21,248,1,"",9,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5708],[],0,"",""
245,"shrine_echoing","Your skills are repeated.","",1,"Echoing Shrine","[1885,1886,214,5708]",1,3,"","","","",21,246,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1885,1886,214,5708]",[],0,"",""
246,"shrine_curses","Your hits inflict random curses.","",1,"Hexing Shrine","[1912,1913,5708]",1,3,"","","","",21,247,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1912,1913,5708]",[],0,"",""
247,"shrine_massive","You have increased Life, Area of Effect, and Size","",1,"Massive Shrine","[717,434,124,5708]",1,3,"","","","",21,242,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,434,124,5708]",[],0,"",""
248,"shrine_defence","You have increased Armour, Evasion and Energy Shield","",1,"Impenetrable Shrine","[117,120,134,477,563,14787,5708]",1,3,"","","","",21,243,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[117,120,134,477,563,14787,5708]",[],0,"",""
249,"shrine_godmode","You cannot be Damaged","",1,"Divine Shrine","[140,5708]",1,3,"","","","",21,245,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,5708]",[],0,"",""
250,"shrine_resistance","You have additional Resistance to Elemental Damage","",1,"Resistance Shrine","[141,947,5708]",1,3,"","","","",21,244,1,"",7,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[141,947,5708]",[],0,"",""
251,"farshot","Far Shot stat, Damage","",1,"Far Shot","[1790,24]",1,2,"","","","",21,209,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1790,24]",[],0,"",""
252,"mine_trap_test","trap_trigger_radius_+%, trap_throwing_speed_+%, mine_laying_speed_+%, mine_damage_penetrates_%_elemental_resistance, mine_damage_+%, trap_damage_+%, trap_damage_penetrates_%_elemental_resistance, mine_detonation_radius_+%","",1,"Mine and Trap Test","[312,313,1839,1831,1789,1787,1830,1836]",1,2,"","","","",21,194,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[312,313,1839,1831,1789,1787,1830,1836]",[],0,"",""
253,"animated_armour","",1,"","",[],1,2,"","","","",21,250,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
254,"tower_demon_explode","",1,"","",[],1,2,"","","","",21,251,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
255,"unique_flask_blood_of_the_karui","You cannot recover life while this flask is in effect, but regain full life when the effect ends","","","Blood of the Karui","[1892,1893]",1,3,"","","","",21,252,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1892,1893]",[],0,"",""
256,"unique_flask_laviangas_cup","Your skills cost no mana while this flask is in effect","","","Lavianga's Cup",[1894],1,3,"","","","",21,253,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1894],[],0,"",""
257,"stolen_mods_buff","You have taken the mods of a slain Rare Monster for yourself","","","Headhunter",[],1,1,1,"","","",21,268,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
258,"oba_death_buff","You are about to die.","","","Doomed",[],"",3,"","","","",21,254,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
259,"ctf_have_red_flag","Right-click to drop. 50% increased damage taken per stack.","",1,"You have the Red Flag",[477],1,2,1,"","","",21,255,1,1,8,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
260,"ctf_have_blue_flag","Right-click to drop. 50% increased damage taken per stack.","",1,"You have the Blue Flag",[477],1,2,1,"","","",21,256,1,1,8,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
261,"ctf_have_green_flag","Right-click to drop. 50% increased damage taken per stack.","",1,"You have the Green Flag",[477],1,2,1,"","","",21,257,1,1,8,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
262,"nemesis_transformed","You have increased Attack, Cast and Movement speed, and take reduced Damage",1,"","Berserk Fury","[717,477,1905,177]",1,1,"","","","",21,261,1,1,15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,477,1905,177]",[],0,"",""
263,"curse_silence","You are cursed. You cannot speak the magic words to cast spells, or yell to use warcries.","","","Silence",[10335],"",6,"","","",1,21,262,1,"",5,"",1,1,"",0,"","CurseDebuff","","","","","",4,"","",0,[],"","","","",[],[],[10335],[719],0,"",""
264,"curse_aura_silence","You cannot Cast Spells","","","Silence","[1203,3223]",1,3,"","","",1,21,262,1,"",5,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1203,3223]",[719],0,"",""
265,"soul_eater_aura","Soul Eater",1,"","Soul Eater","[1908,1909,1910,1911,3131]",1,3,"","","","",21,263,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1908,1909,1910,1911,3131]",[],0,"",""
266,"soul_eater","You have increased Attack speed, Cast speed and Character Size","","","Soul Eater","[1928,70,216,6412,6413]",1,1,1,"","","",21,266,1,1,15,"",1,"","",0,"","","","","","","",2,"","",0,[],"","","","",[],[],"[1928,70,216,6412,6413]",[],0,"",""
267,"frostwall_epk","",1,"","",[],"",2,"","","","",21,53,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
268,"nemesis_stealth_mode","",1,"","","[1932,7395]",1,3,"","","","",21,267,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1932,7395]",[],0,"",""
269,"seawitch_lightning_beam","You are taking Lightning Damage from a Lightning Beam skill.","","","Lightning Beam",[1981],1,1,"","","",1,21,271,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1981],[],0,"",""
270,"usemax_life_regen","You are Regenerating Life","",1,"Life Regeneration",[125],1,3,"","","",1,21,269,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[125],[],0,"",""
271,"statusailmenttest","always_cause_elemental_status_ailment","",1,"Test",[1900],1,2,"","","",1,21,194,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1900],[],0,"",""
272,"vortex_mine","","","","Vortex Mine",[346],1,3,"","","",1,21,214,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,"",""
273,"charged_blast_counter","You are using Flameblast","","","Flameblast",[],1,4,1,"","",1,21,272,1,1,6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
274,"chill_prevention","You cannot be Chilled","",1,"Chill Prevention",[190],1,3,"","","",1,21,273,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[190],[],0,"",""
275,"freeze_prevention","You cannot be Frozen","",1,"Freeze Prevention",[191],1,3,"","","",1,21,274,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[191],[],0,"",""
276,"ignite_prevention","You cannot be Ignited","",1,"Ignite Prevention",[192],1,3,"","","",1,21,275,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[192],[],0,"",""
277,"shock_prevention","You cannot be Shocked","",1,"Shock Prevention",[193],1,3,"","","",1,21,276,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[193],[],0,"",""
278,"unique_dying_breath_curse_aura","You have increased effect of Curses on you","","","Dying Breath",[1278],1,3,"","","","",21,278,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1278],[],0,"",""
279,"unique_dying_breath_damage_aura","Grants increased Damage","","","Dying Breath",[24],1,3,"","","","",21,279,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,"",""
280,"int_mission_dying_breath_aura","Enemies and allies around the corrupted undead deal increased Damage.","","","Unholy Damage",[24],1,3,"","","","",21,279,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,"",""
281,"sea_witch_screech_debuff","You have reduced movement speed","","","Screech",[177],1,1,1,"","",1,21,280,1,"",2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],[177],[],0,"",""
282,"offering_offensive","You have increased Attack, Cast and Movement Speed","","","Flesh Offering","[70,177,216,105]",1,3,"","","",1,21,282,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,177,216,105]",[],0,"",""
283,"offering_defensive","You have Block Chance, Spell Block Chance, and recover Life when you Block","","","Bone Offering","[2091,1086,15158]",1,3,"","","",1,21,283,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2091,1086,15158]",[],0,"",""
284,"unholy_might","You deal extra Chaos Damage, based on your Physical Damage","","","Unholy Might",[5642],1,3,"","","",1,21,281,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5642],[],0,"",""
285,"unholy_might_permanent","You deal extra Chaos Damage, based on your Physical Damage","","","Unholy Might",[5642],"",3,"","","","",21,281,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5642],[],0,"",""
286,"unholy_might_from_flask","You deal extra Chaos Damage, based on your Physical Damage","","","Unholy Might",[5642],1,3,"","","",1,21,281,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5642],[],0,"",""
287,"daemon_delay","",1,"","",[346],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,"",""
288,"fire_enrage","",1,"","","[447,177,70,1286,1281]",1,3,"","","",1,21,286,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[447,177,70,1286,1281]",[],0,"",""
289,"atziri_fire_charge","",1,"","",[],"",4,"","","","",21,287,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
290,"atziri_lightning_charge","",1,"","",[],"",4,"","","","",21,288,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
291,"atziri_physical_charge","",1,"","",[],"",4,"","","","",21,289,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
292,"vaal_twin_enrage","",1,"","Vaal Enrage","[70,216,24,177]",1,4,"","","","",21,300,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,216,24,177]",[],0,"",""
293,"demon_one_enrage","",1,"","","[717,177,70,477]","",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,177,70,477]",[],0,"",""
294,"demon_two_enrage","",1,"","","[717,70,177,477]","",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,70,177,477]",[],0,"",""
295,"demon_three_enrage","",1,"","","[717,70,216,177,1821,477]","",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,70,216,177,1821,477]",[],0,"",""
296,"unique_flask_atziris_promise","You leech from Chaos Damage, and deal extra Chaos Damage.","","","Atziri's Promise","[2133,2141,450]",1,3,"","","","",21,297,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2133,2141,450]",[],0,"",""
297,"kiweth_enrage","",1,"","","[717,70,177]",1,3,"","","",1,21,14,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,70,177]",[],0,"",""
298,"pinned","You are held in place by arrows","","","Pinned",[6916],1,3,"","","",1,21,298,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[6916],[],0,"",""
299,"vaal_cloud_stack","",1,"","",[],1,4,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
300,"vaal_cloud","You are taking Physical Damage over time","","","Corrupting Smoke",[354],1,3,"","","","",21,299,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
301,"cannot_die","",1,"","",[398],"",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[398],[],0,"",""
302,"atziri_charge_requirement_reduction","",1,"","","[2196,2195,2197]",1,1,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2196,2195,2197]",[],0,"",""
303,"atziri_demon_summoning","",1,"","","[398,140]","",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140]",[],0,"",""
304,"status_immunity_enrage","",1,"","","[191,190,192,193,6084]","",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[191,190,192,193,6084]",[],0,"",""
305,"summoned_monster_epk_buff","",1,"","",[],1,2,"","","","",21,301,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
306,"pvp_keep_animated_armour_dead","",1,"","",[2232],"",2,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2232],[],0,"",""
307,"upheavalbuff","","",1,"Upheaval Buff",[2107],1,2,"","","","",21,299,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2107],[],0,"",""
308,"godmode_west","",1,1,"Super Immortal Call","[140,177]",1,2,"","","","",21,105,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,177]",[],0,"",""
309,"garena_drops_display_buff","It is easier to get treasure now!","","","Hyrri's Reward",[],"",2,"","","","",21,306,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
310,"unique_flask_forbidden_taste","You are taking Chaos Damage over time","","","Forbidden Taste",[452],1,3,"","","","",21,307,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[452],[],0,"",""
311,"darkexile_corruption","",1,"","",[],1,3,"","","","",21,308,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
312,"darkseawitch_corruption","",1,"","",[],1,3,"","","","",21,309,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
313,"rampage_stack","@#%*)@#%*@^)","","","Rampage",[],1,4,1,2333,2332,1,21,1164,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
314,"unique_flask_rumis_concoction","You have additional Chance to Block Attacks and Spells","","","Rumi's Concoction","[1086,2091]",1,3,"","","","",21,311,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1086,2091]",[],0,"",""
315,"marauder_mission_have_idol","Bring the Karui Spirit back to the entrance.","",1,"You have the Karui Spirit",[],1,2,"","","","",21,312,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
316,"mine_test","Mine Detonation Radius +%, Mine Duration +%","",1,"","[1836,1822]",1,2,"","","","",21,7,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1836,1822]",[],0,"",""
317,"minion_stat_test","minion_damage_+%","",1,"",[488],"",2,"","","","",21,253,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[488],[],0,"",""
318,"cagan_darkness","Light Radius, Item Rarity and Item Quantity decays over time, and is increased by kills.","","","Creeping Darkness","[1211,151,153]","",2,"","","","",21,341,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1211,151,153]",[],0,"",""
319,"physical_immunity","You are invulnerable to Physical Damage.","",1,"Physical Damage Immunity",[716],1,3,"","","",1,21,314,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[716],[],0,"",""
320,"bleeding_movespeed_penalty","",1,"","",[177],1,3,"","","",1,21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,"",""
321,"phasing_buff","You have Phasing, allowing you to move through enemies.","",1,"Phasing Buff",[1854],1,3,"","","",1,21,315,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1854],[],0,"",""
322,"phasing_buff_raider","You have Phasing, allowing you to move through enemies.","","","Phasing Buff",[1854],1,3,"","","",1,21,315,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1854],[],0,"",""
323,"mission_relic_grace","",1,"","","[398,140,861,1304]","",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140,861,1304]",[],0,"",""
324,"mission_duelist_grace","",1,"","","[398,140,1304]","",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140,1304]",[],0,"",""
325,"hound_effect_buff","",1,"","",[],1,2,"","","","",21,316,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
326,"exile_arcane_buff","",1,"","",[],1,3,"","","","",21,317,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
327,"oba_decapitated","",1,"","",[2309],"",3,"","","","",21,1,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2309],[],0,"",""
328,"heal","",1,"","","[451,177]",1,3,"","","",1,21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[451,177]",[],0,"",""
329,"herald_of_ash","You deal additional fire damage, and killing an enemy applies burning damage to nearby enemies based on the overkill damage","",1,"Herald Of Ash","[447,42,7658]",1,3,"","","","",21,318,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[7475],"[447,42,7658]",[],0,"",""
330,"herald_of_ice","You deal additional cold damage, and shattering an enemy deals cold damage to nearby enemies.","",1,"Herald Of Ice","[1590,1591,52,53,49,455]",1,3,"","","","",21,319,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[7476],"[1590,1591,52,53,49,455]",[],0,"",""
331,"herald_of_thunder","You deal additional lightning damage, and when you kill a shocked enemy, a lightning storm occurs.","",1,"Herald Of Thunder","[1592,1593,59,60,56,477,24]",1,3,"","","","",21,320,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[7477],"[1592,1593,59,60,56,477,24]",[],0,"",""
332,"herald_of_thunder_active","",1,"","",[],"",2,"","","","",21,321,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
333,"cannot_be_damaged","Immune to Damage",1,"","Cannot Be Damaged",[140],"",3,"","","","",21,1,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[140],[],0,"",""
334,"spectating_pvp_buff","",1,"","","[140,398,1854,861,1304,7769]","",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,398,1854,861,1304,7769]",[],0,"",""
335,"str_int_mission_mana_regen_relic","","","","",[129],"",3,"","","","",21,162,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[129],[],0,"",""
336,"display_bodyguard_effect","",1,"","",[],1,3,"","","","",21,322,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
337,"mission_relic_praying","",1,"","",[],"",2,"","","","",21,324,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
338,"mission_beast_corrupted","",1,"","",[],"",2,"","","","",21,325,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
339,"dex_mission_enable_pointers","",1,"","",[2451],"",1,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2451],[],0,"",""
340,"stun_display_buff","",1,"","",[],1,3,"","","","",21,326,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
341,"visual_display_buff","",1,"","",[],"",1,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
342,"visual_display_buff_removed_on_death","",1,"","",[],1,1,"","","","",21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
343,"mission_int_buff","",1,"","","[2440,124,24]","",2,"","","","",21,331,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2440,124,24]",[],0,"",""
344,"fire_damage_and_ignite","Fire Damage and Igniting",1,"","Fire Damage and Ignite","[447,611]",1,2,"","","","",21,327,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[447,611]",[],0,"",""
345,"cold_damage_and_freeze","Cold Damage and Freezing",1,"","Cold Damage and Freeze","[448,455]",1,2,"","","","",21,328,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[448,455]",[],0,"",""
346,"lightning_damage_and_shock","Lightning Damage and Shocking",1,"","Lightning Damage and Shock","[449,659]",1,2,"","","","",21,329,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[449,659]",[],0,"",""
347,"strdex_mission_fire_damage","Fire Damage",1,"","Fire Damage",[447],1,2,"","","","",21,327,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,"",""
348,"strdex_mission_cold_damage","Cold Damage",1,"","Cold Damage",[448],1,2,"","","","",21,328,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[448],[],0,"",""
349,"strdex_mission_lightning_damage","Lightning Damage",1,"","Lightning Damage",[449],1,2,"","","","",21,329,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[449],[],0,"",""
350,"physical_damage_and_bleed","Extra Damage and Bleeding",1,"","Physical Damage and Bleed","[26,2361]",1,2,"","","","",21,330,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[26,2361]",[],0,"",""
351,"monster_life_flask","",1,"","",[451],1,5,"","","","",21,310,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,"",""
352,"spirals","base_number_of_projectiles_in_spiral_nova, projectile_spiral_nova_time_ms, projectile_spiral_nova_angle, projectile_spiral_nova_starting_angle_offset, projectile_spiral_nova_both_directions","",1,"Spiral Test Cheat","[2121,2122,2123,2472,2473]",1,2,"","","",1,21,7,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2121,2122,2123,2472,2473]",[],0,"",""
353,"drop_bear_enrage","",1,"","Enrage","[717,70,177]",1,3,"","","",1,21,336,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[717,70,177]",[],0,"",""
354,"sandstorm","You are taking physical damage over time.","","","Sandstorm",[354],"",3,"","","","",21,338,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
355,"union_of_souls","You are empowered and enlarged by the souls of your slain packmates",1,"","Union of Souls","[1928,124]",1,1,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1928,124]",[],0,"",""
356,"bloodlines_shrouded","",1,"","","[2619,2568]","",3,"","","","",21,342,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2619,2568]",[],0,"",""
357,"bloodlines_necrovigil","The souls of your fallen pack members protect you",1,"","Necrovigil","[398,24]","",3,"","","","",21,345,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,24]",[],0,"",""
358,"daresso_kneeling","",1,"","","[398,140]","",3,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140]",[],0,"",""
359,"daresso_enrage","",1,"","",[70],1,3,"","","","",21,457,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[70],[],0,"",""
360,"bloodlines_damage_charge","",1,"","",[],1,4,"",2518,2516,"",21,349,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
361,"bloodlines_speed_charge","",1,"","",[],1,4,"",2519,2517,"",21,350,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
