"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","i32","i32"
240,"BetrayalLeoHook","Metadata/Effects/Spells/monsters_effects/brute_chainhook/BruteHook",[],490192617,4
241,"BetrayalChoiceObject","Metadata/Terrain/Leagues/Betrayal/Objects/BetrayalMakeChoice",[44],-1149843210,4
242,"BetrayalMassSkeletonRainOfArrows","Metadata/Monsters/LeagueBetrayal/BetrayalMassSkeletonRoA",[],-837080945,4
243,"BetrayalCatarinaStaff","Metadata/Monsters/LeagueBetrayal/CatarinaArenaObjects/StaffObject",[],1486302457,4
244,"BetrayalCatarinaStaffGroundEffect","Metadata/Monsters/LeagueBetrayal/CatarinaArenaObjects/StaffObjectGroundEffect",[],421435446,4
245,"BetrayalAssassinSpawner","Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier1_1",[44],588479443,4
246,"BetrayalCartSpawner","Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1",[44],2075986231,4
247,"BetrayalSpreeObject","Metadata/MiscellaneousObjects/Betrayal/BetrayalSpreeObject",[],1782131695,4
248,"BetrayalBYOIObject","Metadata/MiscellaneousObjects/Betrayal/BetrayalBYOIObject",[],-226403134,4
249,"BetrayalStealObject","Metadata/MiscellaneousObjects/Betrayal/BetrayalStealObject",[],1165837431,4
250,"BetrayalCatarinaVolatile","Metadata/Projectiles/BetrayalCatarinaVolatileObject",[46],2074933132,4
251,"ToolGizmo","Metadata/MiscellaneousObjects/Gizmo",[],-1439949816,4
252,"ApparitionEffectCrucibleDemon","Metadata/Effects/Microtransactions/Aura/CrucibleDemon/CrucibleDemonApparition",[],382604397,4
253,"ApparitionEffectAssassinDemon","Metadata/Effects/Microtransactions/Aura/AssassinDemon/AssassinDemonApparition",[],804187103,4
254,"ApparitionEffectVanguardDemon","Metadata/Effects/Microtransactions/Aura/VanguardDemon/VanguardDemonApparition",[],-2121887794,4
255,"ApparitionEffectPitfighterDemon","Metadata/Effects/Microtransactions/Aura/PitfighterDemon/PitfighterDemonApparition",[],-897456734,4
256,"ApparitionEffectEmpyreanDemon","Metadata/Effects/Microtransactions/Aura/EmpyreanDemon/EmpyreanDemonApparition",[],-1368151767,4
257,"CatarinaArrowPointer","Metadata/Monsters/LeagueBetrayal/CatarinaArenaObjects/Arrow",[46],110942204,4
258,"SynthesisVoidsand","Metadata/Monsters/LeagueSynthesis/BossArenaObjects/VoidsandSpawner",[47],1642386367,4
259,"SynthesisBossBlackHole","Metadata/Monsters/LeagueSynthesis/SynthesisBossBlackhole",[],-961628565,4
260,"SynthesisMortarRectangleOrb","Metadata/Monsters/LeagueSynthesis/SynthesisBossSpinningOrb",[],-2106709415,4
261,"SynthesisGolemVTurret","Metadata/Monsters/LeagueSynthesis/SynthesisGolemVTurret",[],-124431732,4
262,"SynthesisColdCascade","Metadata/Monsters/LeagueSynthesis/SynthesisSoulstealerCascade",[],1069149787,4
263,"SynthesisGuardian3Volatile1","Metadata/Projectiles/SynthesisGuardianProjectile1Object",[],-104655964,4
264,"SynthesisGuardian3Volatile2","Metadata/Projectiles/SynthesisGuardianProjectile1Object2",[],-695483941,4
265,"SynthesisGuardian3Volatile3","Metadata/Projectiles/SynthesisGuardianProjectile1Object3",[],373580598,4
266,"SynthesisBossDeviceButton","Metadata/Terrain/Leagues/Synthesis/Objects/BossPortalGenerator_Button",[],-1468666037,4
267,"SynthesisGolemGuardianPylon","Metadata/Monsters/LeagueSynthesis/SynthesisGolemGuardianPylon",[],-1175578745,4
268,"SynthesisGlobalModInitiator","Metadata/Terrain/Leagues/Synthesis/Objects/SynthesisGlobalModInitiator",[],-924911427,4
269,"SynthesisVoidsandNonSpawner","Metadata/Monsters/LeagueSynthesis/BossArenaObjects/Voidsand",[],-1848026013,4
270,"MavenBrainVoidsand","Metadata/Monsters/TheCollector/Voidsand",[],968302665,4
271,"TestPortal","Metadata/MiscellaneousObjects/TestPortal",[],635005792,4
272,"TestPortal2","Metadata/MiscellaneousObjects/TestPortal2",[],1679157353,4
273,"ApparitionEffectLostSoul","Metadata/Effects/Microtransactions/Aura/LostSouls/LostSoulApparition",[],-1473183154,4
274,"CadiroPerandusNPC","Metadata/NPC/League/Perandus/Cadiro",[],-915672006,4
275,"MicrotransactionSunstonePortal","Metadata/MiscellaneousObjects/SunstonePortal",[],-371148499,4
276,"LegionInitiator","Metadata/Terrain/Leagues/Legion/Objects/LegionInitiator",[48],-1003760242,4
277,"GoldenBearerBeacon","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/phys/OTs/beacon",[],842180855,4
278,"GoldenBearerBeaconAoE","Metadata/Effects/Spells/monsters_effects/elemental_beacon_v2/phys/OTs/beacon_aoe",[],-1133630930,4
279,"LegionKaruiArcherRockArrow","Metadata/Monsters/LegionLeague/Karui/MoltenRockArrow",[],-448428993,4
280,"LegionTemplarSergeantGeyserMarker","Metadata/Monsters/LegionLeague/Templar/LegionTemplarGroundMarker",[],106364721,4
281,"LegionTemplarGeneralShieldObject","Metadata/Monsters/LegionLeague/Templar/LegionTemplarShatterShield",[],-1848536796,4
282,"LegionKaruiHyrriWaterSpoutMarker","Metadata/Monsters/LegionLeague/Karui/LegionKaruiWaterSpoutMarker",[],-1189823434,4
283,"LegionVaalViperWaveCombo","Metadata/Monsters/LegionLeague/Vaal/LegionVaalViperWaveCombo",[],-335032357,4
284,"LegionVaalViperWaveCombo2","Metadata/Monsters/LegionLeague/Vaal/LegionVaalViperWaveCombo2",[],58648696,4
285,"LegionLioneyeFlare","Metadata/Monsters/LegionLeague/EternalEmpire/LegionEternalEmpireGeneralFlare",[],-692576971,4
286,"LegionMortarRectangleOrb","Metadata/Monsters/LegionLeague/LegionMarakethBossSpinningOrb",[],-865765323,4
287,"LegionEndlessInitiator","Metadata/Terrain/Leagues/Legion/Objects/LegionEndlessInitiator",[48],-52702638,4
288,"LegionSergeantMortarObject","Metadata/Projectiles/LegionSergeantMortarObject",[],875712340,4
289,"LegionLioneyeFireCircle","Metadata/Monsters/LegionLeague/EternalEmpire/LegionEternalEmpireGeneralFireCircle",[],990395459,4
290,"MicrotransactionWranglerPortal","Metadata/MiscellaneousObjects/WranglerPortal",[],-96940798,4
291,"LegionLioneyeBurningArrowFlames","Metadata/Monsters/LegionLeague/EternalEmpire/LegionEternalEmpireGeneralFireWake",[],-893343546,4
292,"BlightPortal","Metadata/Terrain/Leagues/Blight/Objects/BlightPortal",[50],-1443666421,4
293,"BlightPathway","Metadata/Terrain/Leagues/Blight/Objects/BlightPathway",[50],-1362012276,4
294,"BlightPump","Metadata/Terrain/Leagues/Blight/Objects/BlightPump",[50],-2092000448,4
295,"ShatterSmall","Metadata/Effects/Spells/shatter/ShatterSmall",[],1713641240,3
296,"ShatterLarge","Metadata/Effects/Spells/shatter/ShatterLarge",[],-419376306,3
297,"ShatterEpic","Metadata/Effects/Spells/shatter/ShatterEpic",[],-1865831112,3
298,"BetrayalSpawnLegionChest1","Metadata/MiscellaneousObjects/Betrayal/BetrayalSpawnLegionChest1",[],1430124776,4
299,"BetrayalSpawnLegionChest2","Metadata/MiscellaneousObjects/Betrayal/BetrayalSpawnLegionChest2",[],-1049769566,4
300,"BetrayalSpawnLegionChest3","Metadata/MiscellaneousObjects/Betrayal/BetrayalSpawnLegionChest3",[],1810063511,4
301,"BetrayalSpawnLegionChest4","Metadata/MiscellaneousObjects/Betrayal/BetrayalSpawnLegionChest4",[],1153418462,4
302,"MicrotransactionMiraclePortal","Metadata/MiscellaneousObjects/Portals/MiraclePortal",[],1708720309,4
303,"BlightIceWallSegment","Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/ice/ice_prison/FrostWall",[],-1528121303,4
304,"MicrotransactionRingmasterPortal","Metadata/MiscellaneousObjects/RingmasterPortal",[],-789532536,4
305,"RemoteMineStr","Metadata/MiscellaneousObjects/RemoteMineStr",[],1909341616,4
306,"RemoteMineDex","Metadata/MiscellaneousObjects/RemoteMineDex",[],1982569652,4
307,"RemoteMineInt","Metadata/MiscellaneousObjects/RemoteMineInt",[],125156087,4
308,"RemoteMineCold","Metadata/MiscellaneousObjects/RemoteMineCold",[],1223672276,4
309,"RemoteMindFire","Metadata/MiscellaneousObjects/RemoteMineFire",[],-703556257,4
310,"RemoteMineLightning","Metadata/MiscellaneousObjects/RemoteMineLightning",[],-112004198,4
311,"RemoteMineCorruptedEmperor","Metadata/MiscellaneousObjects/RemoteMineCorruptedEmperor",[],-448702401,4
312,"RemoteMineCorruptedEmperorStr","Metadata/MiscellaneousObjects/RemoteMineCorruptedEmperorStr",[],-2085336587,4
313,"RemoteMineCorruptedEmperorDex","Metadata/MiscellaneousObjects/RemoteMineCorruptedEmperorDex",[],-871944221,4
314,"RemoteMineCorruptedEmperorInt","Metadata/MiscellaneousObjects/RemoteMineCorruptedEmperorInt",[],-941960897,4
315,"RemoteMineCorruptedEmperorCold","Metadata/MiscellaneousObjects/RemoteMineCorruptedEmperorCold",[],1551198321,4
316,"RemoteMindCorruptedEmperorFire","Metadata/MiscellaneousObjects/RemoteMineCorruptedEmperorFire",[],1405919637,4
317,"RemoteMineCorruptedEmperorLightning","Metadata/MiscellaneousObjects/RemoteMineCorruptedEmperorLightning",[],-789025879,4
318,"RemoteMineStygian","Metadata/MiscellaneousObjects/RemoteMineStygian",[],802512803,4
319,"MicrotransactionCorruptedEmperorPortal","Metadata/MiscellaneousObjects/CorruptedEmperorPortal",[],-922748283,4
320,"FungalGrowthSpread1","Metadata/Terrain/Leagues/Blight/Objects/BlightDefeatFungal",[50],-959168644,4
321,"FungalGrowthSpread2","Metadata/Terrain/Leagues/Blight/Objects/BlightDefeatFungal2",[50],509064233,4
322,"FungalGrowthSpread3","Metadata/Terrain/Leagues/Blight/Objects/BlightDefeatFungal3",[50],-1669891294,4
323,"FungalGrowthSpread4","Metadata/Terrain/Leagues/Blight/Objects/BlightDefeatFungal4",[50],572321551,4
324,"FungalGrowthSpread5","Metadata/Terrain/Leagues/Blight/Objects/BlightDefeatFungal5",[50],-1347315425,4
325,"MicrotransactionCelestialSteamPoweredPortal","Metadata/MiscellaneousObjects/Portals/CelestialSteamPoweredPortal",[],531007203,4
326,"MiracleMapDeviceButton","Metadata/MiscellaneousObjects/MiracleMapDeviceButton",[],1509120576,4
327,"MetamorphosisMarker","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisMonsterMarker",[51],1072592601,4
328,"HellionBossRock","Metadata/Monsters/LeagueBlight/Fire/HellionBossRock",[],-1387756567,4
329,"MetamorphosisVat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat",[51],723587947,4
330,"MetamorphosisBase","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisBase",[51],-197694474,4
331,"CrusaderInfluenceBomb","Metadata/Monsters/AtlasExiles/CrusaderInfluenceMonsters/CrusaderMageguardBomb",[],1673102526,4
332,"ApparitionEffectEyrieDemon","Metadata/Effects/Microtransactions/Aura/EyrieDemon/EyrieApparition",[],84422266,3
333,"AtlasExileOrionBombObject","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionVolatileObject",[],841775541,4
334,"OrionGeyserObject","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionGeyserObject",[],-1038981208,4
335,"AtlasExileOrionBlocking1","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionBlockingWall1",[],951588034,4
336,"AtlasExileOrionBlocking2","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionBlockingWall2",[],1526070599,4
337,"AtlasExileOrionBlockingExplode1","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionBlockingWallExpode1",[],-422448430,4
338,"AtlasExileOrionBlockingExplode2","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionBlockingWallExpode2",[],1429773713,4
339,"WeaverWeb","Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/WeaverWeb",[],1752156416,4
340,"AtlasExileOrionCloneObject","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionCloneObject",[],1325714634,4
341,"AtlasExileWarlordSlamGlove","Metadata/Monsters/AtlasExiles/ArenaMechanics/AtlasExile4SlamGlove",[],2069994505,4
342,"AtlasExileWarlordCascadeGlove","Metadata/Monsters/AtlasExiles/ArenaMechanics/AtlasExile4CascadeGloveR",[],-183663416,4
343,"AtlasExileWarlordCascadeGloveL","Metadata/Monsters/AtlasExiles/ArenaMechanics/AtlasExile4CascadeGloveL",[],1307782985,4
344,"AtlasBasiliskRainOfArrowsPod","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/humanoid_ranged/toxic_rain/BloomPod",[],1992145460,4
345,"AtlasExileEyrieCrystalObject","Metadata/Monsters/AtlasExiles/EyrieInfluenceMonsters/EyrieSeraphArcherCrystal",[],-990028456,4
346,"MetamorphosisTriggerMarker","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisTriggerMarker",[],-954686552,4
347,"MicrotransactionMetamorphPortalEffect","Metadata/MiscellaneousObjects/MetamorphPortalEffect",[],-1082592768,4
348,"AtlasBasiliskWyvernSpawner","Metadata/Monsters/AtlasExiles/ArenaMechanics/AtlasExile3WyvernObject",[],-1053544390,4
349,"MicrotransactionOrionDemon","Metadata/Effects/Microtransactions/Aura/OrionDemon/OrionDemon",[],1705896123,3
350,"MicrotransactionCrusaderDemon","Metadata/Effects/Microtransactions/Aura/CrusaderApp/CrusaderApparition",[],-154222137,3
351,"MicrotransactionBasiliskDemon","Metadata/Effects/Microtransactions/Aura/BasiliskDemon/BasiliskDemon",[],464624771,3
352,"MicrotransactionJudicatorDemon","Metadata/Effects/Microtransactions/Aura/JudicatorDemon/JudicatorDemon",[],-2088639490,3
353,"MicrotransactionJudicatorGauntlet","Metadata/Effects/Microtransactions/Aura/Judicator/Judicator",[],-304379281,3
354,"ProjectilePortal","Metadata/MiscellaneousObjects/ProjectilePortal",[],-1587342159,4
355,"AfflictionInitiator","Metadata/MiscellaneousObjects/Affliction/AfflictionInitiator",[52],-1562094092,4
356,"RunePaintGroundRune","Metadata/Effects/Spells/rune_paint/GroundRune",[],833953571,4
357,"GroundBlade","Metadata/MiscellaneousObjects/GroundBlade",[],-688515235,4
358,"AfflictionColdDemonIceSpike","Metadata/Monsters/LeagueAffliction/AfflictionColdDemonIceSpikeObject",[],-1852749994,4
359,"MicrotransactionFairgravesStash","Metadata/MiscellaneousObjects/StashSkins/FairgravesStash",[],-2092955449,4
360,"AfflictionRotatingColdOrbs","Metadata/Monsters/LeagueAffliction/AfflictionMonsterSpinningOrb",[],261583288,4
361,"MicrotransactionFairgravesGuildStash","Metadata/MiscellaneousObjects/StashSkins/FairgravesGuildStash",[],1363245450,4
362,"AfflictionDemonLightningGigaBallGround","Metadata/Monsters/LeagueAffliction/AfflictionLightningDemonGigaBallGround",[],2037192812,4
363,"RunePaintGroundRuneAlt","Metadata/Effects/Spells/rune_paint/GroundRuneAlt",[],-1652649047,4
364,"CrusaderInfluenceBombSpectre","Metadata/Monsters/AtlasExiles/CrusaderInfluenceMonsters/CrusaderMageguardBombSpectre",[],1597467319,4
365,"AfflictionBossLightningVolatile","Metadata/Monsters/LeagueAffliction/Demons/FinalBossDeathZones/LightningVolatileObject",[],571837573,4
366,"SimulacrumAbyssNode","Metadata/Terrain/Leagues/Affliction/Objects/LeagueAbyssNode",[],-1069187499,4
367,"AfflictionWindDaemonServerMarker","Metadata/Monsters/Daemon/AfflictionFogWindDaemonServerMarker",[],-407556488,4
368,"RunePaintGroundRuneGore","Metadata/Effects/Spells/rune_paint/GroundRuneGore",[],-869999456,4
369,"HarvestMonsterSeed","Metadata/MiscellaneousObjects/Harvest/MonsterSeed",[],-1757200069,4
370,"HarvestExtractor","Metadata/MiscellaneousObjects/Harvest/Extractor",[],1090149058,4
371,"HarvestIrrigator","Metadata/MiscellaneousObjects/Harvest/Irrigator",[],609926187,4
372,"HarvestPole","Metadata/MiscellaneousObjects/Harvest/Pole",[],2065906538,4
373,"HarvestStorageTank","Metadata/MiscellaneousObjects/Harvest/StorageTank",[],1601930133,4
374,"HarvestBlueExplodingPod","Metadata/Monsters/LeagueHarvest/Blue/Objects/HarvestBlueExplodingPod",[53],-928362375,4
375,"HarvestGreenExplodingPod","Metadata/Monsters/LeagueHarvest/Green/Objects/HarvestGreenExplodingPod",[53],-1303962856,4
376,"HarvestRedExplodingPod","Metadata/Monsters/LeagueHarvest/Red/Objects/HarvestRedExplodingPod",[53],1926918228,4
377,"SpikeSlamSpike","Metadata/Effects/Spells/spike_slam/spike",[],-1530785127,4
378,"HarvestFluidRed","Metadata/MiscellaneousObjects/Harvest/PlantFluidRed",[53],-773798653,4
379,"HarvestFluidBlue","Metadata/MiscellaneousObjects/Harvest/PlantFluidBlue",[53],-1180973860,4
380,"HarvestFluidGreen","Metadata/MiscellaneousObjects/Harvest/PlantFluidGreen",[53],-2115596576,4
381,"HarvestScatteredVines1","Metadata/MiscellaneousObjects/Harvest/VinesDoodadObject",[53],-1764076071,4
382,"HarvestPipe","Metadata/MiscellaneousObjects/Harvest/HarvestPipeBeamEffect",[],-1900619567,4
383,"HarvestGrubHole","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/scale/Grub/GrubHole",[],1748517582,4
384,"HarvestBossVinePathGreen","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathGreen",[53],-1164217431,4
385,"HarvestBossVinePathRed","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathRed",[53],-1566788215,4
386,"HarvestBossVinePathBlue","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathBlue",[53],-130358529,4
387,"ServerOnlyGroundEffect","Metadata/Effects/Spells/ground_effects/ServerOnlyGroundEffect",[],1050403295,1
388,"FillGroundEffect","Metadata/Effects/Spells/ground_effects/FillGroundEffect",[],316014466,1
389,"ClientGroundEffect","Metadata/Effects/Spells/ground_effects/ClientOnlyGroundEffect",[],-140464413,1
390,"ServerGroundEffect","Metadata/Effects/Spells/ground_effects/VisibleServerGroundEffect",[],1773597000,1
391,"HarvestBearBossChargeVineStart","Metadata/Monsters/LeagueHarvest/Red/Objects/HarvestRedBossChargeVineStart",[],-649442340,4
392,"HarvestBearBossChargeVine","Metadata/Monsters/LeagueHarvest/Red/Objects/HarvestRedBossChargeVine",[],-1246516588,4
393,"HarvestCatBossProwlVine","Metadata/Monsters/LeagueHarvest/Green/Objects/HarvestGreenBossProwlVine",[],-1815273200,4
394,"HarvestCatBossVineTrap","Metadata/Monsters/LeagueHarvest/Green/Objects/HarvestGreenBossVineTrap",[],-1067327712,4
395,"HarvestRootPathOshabi","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathOshabi",[],-59885889,4
396,"HarvestInsectHole","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/thorn/Insect/InsectHole",[],-1559653498,4
397,"HarvestGreenExplodingPodDevourer","Metadata/Monsters/LeagueHarvest/Green/Objects/HarvestGreenExplodingPodDevourer",[],-140551084,4
398,"HarvestDevourerHole","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/scale/Devourer/DevourerHole",[],155631833,4
399,"CrownOfThornsGround","Metadata/Effects/Spells/ground_effects/crown_of_thorns/CrownOfThornsGround",[],471599983,4
400,"MicrotransactionDemonicPortal","Metadata/MiscellaneousObjects/DemonicPortal",[],5257519,4
401,"MicrotransactionAngelicPortal","Metadata/MiscellaneousObjects/AngelicPortal",[],-1377749537,4
402,"MicrotransactionPandemoniumPortal","Metadata/MiscellaneousObjects/PandemoniumPortal",[],874107926,4
403,"HarvestOshabiCrownOfThornsFaceMarker","Metadata/Monsters/LeagueHarvest/Oshabi/Objects/OshabiCrownOfThornsFaceMarker",[],552412166,4
404,"HarvestBlueExplodingPodOshabi","Metadata/Monsters/LeagueHarvest/Oshabi/Objects/OshabiExplodingPodBlue",[53],-1167002836,4
405,"HarvestGreenExplodingPodOshabi","Metadata/Monsters/LeagueHarvest/Oshabi/Objects/OshabiExplodingPodGreen",[53],299292286,4
406,"HarvestRedExplodingPodOshabi","Metadata/Monsters/LeagueHarvest/Oshabi/Objects/OshabiExplodingPodRed",[53],1127210216,4
407,"HeistCoinPortal","Metadata/Terrain/Leagues/Heist/Objects/CoinPortal",[54],-741990845,4
408,"CrownOfThornsPodDoodadSpawn","Metadata/Monsters/LeagueHarvest/Oshabi/Objects/CrownOfThornsPod",[53],-1147357610,4
409,"BlackHoleEffect","Metadata/Monsters/Anomalies/BlackHole",[],-353935968,4
410,"FrostGlobeEffect","Metadata/Monsters/Anomalies/FrostGlobe",[],-646603346,4
411,"HeistDemolitionistBarrel","Metadata/MiscellaneousObjects/Heist/DemolitionistBarrel",[54],120948043,4
412,"CircleOfPowerEffect","Metadata/Monsters/Anomalies/CircleOfPower",[],-1989017005,4
413,"CircleOfPowerEffectDivine","Metadata/Effects/Microtransactions/Spells/circle_of_power/divine/Ao/CircleOfPowerDivine",[],931715647,4
414,"StagnationToxicGrowth1","Metadata/Terrain/EndGame/MapStagnation/Objects/ToxicGrowth1",[],1747675408,4
415,"StagnationToxicGrowth2","Metadata/Terrain/EndGame/MapStagnation/Objects/ToxicGrowth2",[],-1553817304,4
416,"StagnationToxicSpike1","Metadata/Terrain/EndGame/MapStagnation/Objects/ToxicSpike1",[],-226455684,4
417,"StagnationToxicSpike2","Metadata/Terrain/EndGame/MapStagnation/Objects/ToxicSpike2",[],-1484584986,4
418,"StagnationToxicPod1","Metadata/Terrain/EndGame/MapStagnation/Objects/ToxicPod1",[],1169273374,4
419,"FirewallEffect","Metadata/Monsters/Anomalies/Firewall",[],233793866,4
420,"IceFissure","Metadata/Terrain/EndGame/MapColdRiver/Objects/IceFissure",[],1860262414,4
421,"HeistLeverBasic","Metadata/Terrain/Leagues/Heist/Objects/Level/LeverAttachedTile",[54],1706237490,4
422,"BreachLightningOrbsNew","Metadata/Effects/Spells/fire_orbs/breach_lightning_orb",[],1731502682,4
423,"HeistScienceUndeadPortalSpawner","Metadata/Monsters/LeagueHeist/Science/Objects/UndeadPortalSpawner",[],1505620177,4
424,"HeistScienceLightningVolatile","Metadata/Monsters/LeagueHeist/Science/Objects/LightningVolatileObject",[],296119327,4
425,"CurseZoneBase","Metadata/Monsters/CurseZones/CurseZoneBase",[],1713250123,4
426,"HeistDumpingPortal","Metadata/Monsters/LeagueHeist/Science/Objects/DumpingPortal",[],-1197408876,4
427,"HeistLightningWaterFall","Metadata/Monsters/LeagueHeist/Science/Objects/LightningWaterfall",[],768726429,4
428,"HeistGoldenShower","Metadata/Monsters/LeagueHeist/Science/Objects/GoldenShower",[],-1220330896,4
429,"MicrotransactionHeistPortal","Metadata/MiscellaneousObjects/HeistPortalEffect",[],1593546265,4
430,"TrapperPlaceBomb","Metadata/Monsters/LeagueHeist/Thug/objects/TrapperPlaceBomb",[],-88556157,4
431,"HeistThugTrapperLightningGridMine","Metadata/Monsters/LeagueHeist/Thug/objects/HeistThugTrapperLightningGridMine",[],788231526,4
432,"HeistPathNode","Metadata/Terrain/Leagues/Heist/Objects/HeistPathNode",[],1996321959,4
433,"HeistPathStart","Metadata/Terrain/Leagues/Heist/Objects/HeistPathStart",[],-1425945050,4
434,"HeistPathEndpoint","Metadata/Terrain/Leagues/Heist/Objects/HeistPathEndpoint",[],30402300,4
435,"HeistPathGoal","Metadata/Terrain/Leagues/Heist/Objects/HeistPathGoal",[],-1931360402,4
436,"MicrotransactionTwilightSunrisePortal","Metadata/MiscellaneousObjects/Portals/TwilightSunrisePortal",[],1482107932,4
437,"HeistThugOilGround","Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/torch/OilGround",[],-1044121613,4
438,"HeistTwinsFireArrowDown","Metadata/Monsters/LeagueHeist/Boss/VicVoxFireWall",[],1450771435,4
439,"HeistTwinsIcePrison","Metadata/Monsters/LeagueHeist/Boss/VinnyVoxIceWall",[],211931686,4
440,"DemonicEyeBannerGround","Metadata/Items/Banners/DemonicEyeBanner/DemonicEyeBanner",[],1498105631,4
441,"HeistAdmiralCannonballMarker","Metadata/Monsters/LeagueHeist/Boss/AdmiralDarnawCannoballMarker",[],233396429,4
442,"HeistAdmiralGeyser","Metadata/Monsters/LeagueHeist/Boss/AdmiralDarnawGeyser",[],2011169903,4
443,"MicrotransactionNightfallPortal","Metadata/MiscellaneousObjects/Portals/NightfallPortalEffect",[],1478793293,4
444,"MicrotransactionTwilightStash","Metadata/MiscellaneousObjects/StashSkins/TwilightStash",[],-751744118,4
445,"MicrotransactionTwilightGuildStash","Metadata/MiscellaneousObjects/StashSkins/TwilightGuildStash",[],-1909879937,4
446,"HeistTwinsIceRainMarker","Metadata/Monsters/LeagueHeist/Boss/VinnyVoxIcePrisonMarker",[],783220376,4
447,"OilArrowGround","Metadata/MiscellaneousObjects/OilArrowGround",[],-914811191,4
448,"FirewallEffectStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/FirewallStygian",[],1641731126,4
449,"WaterSphere","Metadata/Monsters/Anomalies/WaterSphere",[],1807777597,4
450,"HeistTwinsFireArrowDownTemporary","Metadata/Monsters/LeagueHeist/Boss/VicVoxFireWallTemp",[],541954377,4
451,"HeistFreidrichBloodPoolController","Metadata/Monsters/LeagueHeist/Boss/FreidrichPool",[],-813315231,4
452,"HarvestBossVinePathGreenMapBoss","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathGreenMapBoss",[],1853600504,4
453,"HarvestBossVinePathRedMapBoss","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathRedMapBoss",[],-1892682876,4
454,"HarvestBossVinePathBlueMapBoss","Metadata/MiscellaneousObjects/Harvest/RootPath/RootPathBlueMapBoss",[],-345863329,4
455,"IceSaplingRune","Metadata/Monsters/SaplingMonster/Objects/IceSaplingRune",[],-83253052,4
456,"MicrotransactionEliteFaithswornPortal","Metadata/MiscellaneousObjects/Portals/EliteFaithswornPortal",[],-1436902000,4
457,"DominusStandaloneSpawner","Metadata/Monsters/Demonmodular/TowerSpawners/TowerSpawnerPortalsMapStandalone",[],-753833713,4
458,"BrutusStandaloneCageSpawner","Metadata/Monsters/Brute/BruteCageSpawner",[],1303617864,4
459,"FireFuryStandaloneLavaGroundWarpTarget","Metadata/Monsters/Seawitch/FireFuryStandaloneLavaGround",[],1574521780,4
460,"IceSaplingRuneOrb","Metadata/Monsters/SaplingMonster/Objects/IceSaplingRuneOrb",[],-449379882,4
461,"TeleportMarker","Metadata/MiscellaneousObjects/TeleportMarker",[],-1171505017,4
462,"StandaloneShavronneTeleportMarker","Metadata/Monsters/Shavronne/ShavronneStandaloneTeleportMarker",[],-395600683,4
463,"StandaloneHydraTurret1","Metadata/Monsters/Hydra/HydraTurret1Standalone",[],486752394,4
464,"StandaloneHydraTurret2","Metadata/Monsters/Hydra/HydraTurret2Standalone",[],2082953781,4
465,"DespairBearStandaloneCrack1","Metadata/Monsters/DespairBear/BearCrackStandalone",[],-1990194510,4
466,"DespairBearStandaloneCrack2","Metadata/Monsters/DespairBear/BearCrackStandalone2",[],1521732157,4
467,"GeneralAdusStandaloneLightningPillar","Metadata/Monsters/GeneralAdus/LightningGridAdusStandalone",[],-249967480,4
468,"VilentaBombTossObjectMap","Metadata/Effects/Spells/monsters_effects/Vilenta/bomb_toss/VilentaBombTossObjectMap",[],-1473041338,4
469,"MicrotransactionDespairPortal","Metadata/MiscellaneousObjects/Portals/DespairPortal",[],857462456,4
470,"SwampBehemothPod1","Metadata/Monsters/BeehiveBehemoth/Objects/VinePod",[],906296445,4
471,"SwampBehemothPod2","Metadata/Monsters/BeehiveBehemoth/Objects/VinePod2",[],-515734651,4
472,"SwampBehemothPod3","Metadata/Monsters/BeehiveBehemoth/Objects/VinePod3",[],995529647,4
