"rownum","Id","SoundFile","BankFile","i32","IsAvailableInHideout","Name","string","MusicCategories"
214,"UhtredBoss","Audio/Music/Expedition/UhtredBoss","Expedition.bank",31146,"","","",[]
215,"Scourge","Audio/Music/Scourge/Scourge","Scourge.bank",55222,1,"Scourge","",[13]
216,"Ritual","Audio/Music/Ritual/Ritual","Ritual.bank",61600,1,"Ritual","",[13]
217,"OrionBoss","Audio/Music/AtlasRework/OrionBoss","AtlasReworkBoss.bank",16073,1,"The Awakener","","[0,13]"
218,"OrionAmbience","Audio/Music/AtlasRework/OrionAmbience","AtlasReworkAmbience.bank",18795,1,"Eye of the Storm","",[13]
219,"EyrieBoss","Audio/Music/AtlasRework/EyrieBoss","AtlasReworkBoss.bank",63213,1,"The Redeemer","","[0,13]"
220,"EyrieAmbience","Audio/Music/AtlasRework/EyrieAmbience","AtlasReworkAmbience.bank",23332,1,"Redeemer's Eyrie","",[13]
221,"CrusaderBoss","Audio/Music/AtlasRework/CrusaderBoss","AtlasReworkBoss.bank",34393,1,"The Crusader","","[0,13]"
222,"CrusaderAmbience","Audio/Music/AtlasRework/CrusaderAmbience","AtlasReworkAmbience.bank",28981,1,"Crusader's Sanctum","",[13]
223,"BasiliskBoss","Audio/Music/AtlasRework/BasiliskBoss","AtlasReworkBoss.bank",41600,1,"The Hunter","","[0,13]"
224,"BasiliskAmbience","Audio/Music/AtlasRework/BasiliskAmbience","AtlasReworkAmbience.bank",60284,1,"Hunter's Ambush","",[13]
225,"BasiliskResolve","Audio/Music/AtlasRework/BasiliskResolve","AtlasReworkResolve.bank",136,"","","",[]
226,"AdjudicatorBoss","Audio/Music/AtlasRework/CrusaderBoss","AtlasReworkBoss.bank",1003,1,"The Warlord","","[0,13]"
227,"AdjudicatorAmbience","Audio/Music/AtlasRework/CrusaderAmbience","AtlasReworkAmbience.bank",47044,1,"Warlord's Keep","",[13]
228,"CrusaderResolve","Audio/Music/AtlasRework/CrusaderResolve","AtlasReworkResolve.bank",809,"","","",[]
229,"EyrieResolve","Audio/Music/AtlasRework/EyrieResolve","AtlasReworkResolve.bank",37785,"","","",[]
230,"MavensKeep","Audio/Music/Maven/MavensKeep","Maven.bank",46429,1,"The Proving Ground","",[13]
231,"MavenBoss","Audio/Music/Maven/MavenBoss","Maven.bank",32043,1,"Maven","","[0,13]"
232,"BossRush","Audio/Music/Maven/BossRush","Maven.bank",26087,1,"The Maven's Challenge","","[0,13]"
233,"DarkStar","Audio/Music/AtlasScars/DarkStar","AtlasScars.bank",53980,1,"The Black Star","","[0,13]"
234,"CleansingFire","Audio/Music/AtlasScars/CleansingFire","AtlasScars.bank",55530,1,"The Searing Exarch","","[0,13]"
235,"DoomPers","Audio/Music/AtlasScars/DoomPers","AtlasScars.bank",8948,1,"The Infinite Hunger","","[0,13]"
236,"Tangle","Audio/Music/AtlasScars/Tangle","AtlasScars.bank",64740,1,"The Eater of Worlds","","[0,13]"
237,"AtlasBase","Audio/Music/AtlasScars/AtlasBase","AtlasScars.bank",61722,1,"The Last Outpost","","[13,1]"
238,"Master_Track_01","Audio/Music/Masters/Trial.ogg","Music12.bank",2506,"","","",[]
239,"Master_Track_02","Audio/Music/Masters/Trial_DriveLoop.ogg","Music12.bank",36331,"","","",[]
240,"HallowedGroundUniqueMap","Audio/Music/HallowedGroundUniqueMap/HallowedGroundUniqueMap.ogg","Music16.bank",34133,"","","",[]
241,"CaganMain","Audio/Music/Cagans_Map/Cagan_Main.ogg","Music11.bank",5548,"","","",[]
242,"CaganBoss","Audio/Music/Cagans_Map/Cagan_Boss.ogg","Music11.bank",43877,"","","",[0]
243,"Trailer_AngelsDemons","Audio/Music/MysteryBox/AngelsDemons","MysteryBox.bank",28899,1,"Angels & Demons","",[16]
244,"Trailer_Carnival","Audio/Music/MysteryBox/Carnival","MysteryBox.bank",14308,1,"Carnival","",[16]
245,"Trailer_Frontier","Audio/Music/MysteryBox/Frontier","MysteryBox.bank",52543,1,"Frontier","",[16]
246,"Trailer_Polaris","Audio/Music/MysteryBox/Polaris","MysteryBox.bank",13648,1,"Polaris","",[16]
247,"Trailer_Thaumaturgy","Audio/Music/MysteryBox/Thaumaturgy","MysteryBox.bank",32370,1,"Thaumaturgy","",[16]
248,"HallOfGrandmasters","Audio/Music/Masters/Trial.ogg","Music12.bank",5111,1,"Hall of Grandmasters","",[12]
249,"EndGame_MusicBox","Audio/Music/EndGame_MusicBox/Music_Box_Level.ogg","Music9.bank",52832,1,"Acton's Nightmare","",[12]
250,"PVPTrack1","Audio/Music/PVP/PVP_Track_1.ogg","Music10.bank",51202,1,"PvP","",[14]
251,"Credits_Track_1","Audio/Music/Credits/Credits_01.ogg","Music9.bank",46745,"","","",[]
252,"Credits_Track_2","Audio/Music/Credits/Credits_02.ogg","Music9.bank",25102,"","","",[]
253,"Credits_Track_3","Audio/Music/Credits/Credits_03.ogg","Music10.bank",58192,"","","",[]
254,"DeathResolve","Audio/Music/GeneralResolveSamples/DeathResolve","Music26.bank",24042,"","","",[]
255,"HideoutForest","Audio/Music/Act2_Encampment/Act2_Encampment.ogg","Music3.bank",65379,1,"Lush Hideout","",[15]
256,"HideoutArch","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",2401,1,"Robber's Trench Hideout","",[15]
257,"HideoutBattleground","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",28470,1,"Battle-scarred Hideout","",[15]
258,"HideoutBeach","Audio/Music/Act6_Encampment/Act6_Encampment.ogg","Music20.bank",33485,1,"Coastal Hideout","",[15]
259,"HideoutLibrary","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",8897,1,"Enlightened Hideout","",[15]
260,"HideoutGardens","Audio/Music/Labyrinth/dry_garden.ogg","Music15.bank",62863,1,"Overgrown Hideout","",[15]
261,"HideoutSolaris","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",13485,1,"Immaculate Hideout","",[15]
262,"HideoutFellshrine","Audio/Music/Act7_Encampment/BridgeEncampment","Music26.bank",45200,1,"Unearthed Hideout","",[15]
263,"HideoutSlum","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",62635,1,"Backstreet Hideout","",[15]
264,"HideoutSewer","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",29226,1,"Undercity Hideout","",[15]
265,"HideoutMine","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",55535,1,"Excavated Hideout","",[15]
266,"HideoutCourts","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",31968,1,"Stately Hideout","",[15]
267,"HideoutCoral","Audio/Music/Act1_Encampment/Act1_Encampment.ogg","Music1.bank",18035,1,"Coral Hideout","",[15]
268,"HideoutRuinedTemple","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",6122,1,"Baleful Hideout","",[15]
269,"HideoutOasis","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",750,1,"Desert Hideout","",[15]
270,"HideoutOssuary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",61235,1,"Skeletal Hideout","",[15]
271,"HideoutBaths","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",55372,1,"Luxurious Hideout","",[15]
272,"HideoutTemplarLab","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",55414,1,"Cartographer's Hideout","",[15]
273,"HideoutPillarsOfArun","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",65044,1,"Towering Hideout","",[15]
274,"HideoutAtziriArena","Audio/Music/Sacrifice/Atziri.ogg","Music11.bank",34352,1,"Corrupted Hideout","",[15]
275,"HideoutInnocenceArena","Audio/Music/Act5_OverseerTower/Act5_OverseerTower.ogg","Music18.bank",45610,1,"Innocent Hideout","",[15]
276,"HideoutShaperArena","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",41490,1,"Shaped Hideout","",[15]
277,"HideoutKaomArena","Audio/Music/Act4_KaomsDream/Kaom_2.ogg","Music14.bank",26625,1,"Furious Hideout","",[15]
278,"HideoutDaressoArena","Audio/Music/Act4_Arena/DaressoArena.ogg","Music13.bank",49908,1,"Champion's Hideout","",[15]
279,"HideoutDominusArena","Audio/Music/Act3_Sceptre/Sceptre_Of_God.ogg","Music8.bank",52081,1,"Indomitable Hideout","",[15]
280,"HideoutPietyArena","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",41981,1,"Morbid Hideout","",[15]
281,"HideoutLunarisSolarisArena","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",37028,1,"Eclipsed Hideout (Twilight)","",[15]
282,"HideoutLunarisSolarisArenaSolaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",43253,1,"Eclipsed Hideout (Day)","",[15]
283,"HideoutLunarisSolarisArenaLunaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",34751,1,"Eclipsed Hideout (Night)","",[15]
284,"HideoutKitavaArenaAct10","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",36378,1,"Ravenous Hideout","",[15]
285,"HideoutSunken","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",18782,1,"Sunken Hideout","",[15]
286,"HideoutShapersRealm","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",34604,1,"Celestial Hideout","",[15]
287,"HideoutTwilightTempleSolaris","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",60486,1,"Divided Hideout (Solaris)","",[15]
288,"HideoutTwilightTempleLunaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",48661,1,"Divided Hideout (Lunaris)","",[15]
289,"HideoutHighGardens","Audio/Music/Act6_KaruiFortress/Act6_KaruiFortress","Music24.bank",61074,1,"Arboreal Hideout","",[15]
290,"HideoutHauntedMansion","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",23230,1,"Haunted Hideout","",[15]
291,"HideoutPrisonTower","Audio/Music/Act6_Prison/Act6_Prison","Music23.bank",38628,1,"Brutal Hideout","",[15]
292,"HideoutCrimsonTemple","Audio/Music/Act5_ChamberOfInnocence/Act5_ChamberOfInnocence.ogg","Music18.bank",39182,1,"Sanguine Hideout","",[15]
293,"HideoutIceberg","Audio/Music/Delve/DelveHub","Music25.bank",64285,1,"Glacial Hideout","",[15]
294,"HideoutMountain","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",9587,1,"Alpine Hideout","",[15]
295,"HideoutDoomguard","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",54370,1,"Doomguard Hideout","",[15]
296,"HideoutSunspire","Audio/Music/Synthesis/MemoryNexus","Music25.bank",37893,1,"Sunspire Hideout","",[15]
297,"HideoutDarkwood","Audio/Music/Act2_Cave/Act2_Cave.ogg","Music4.bank",1739,1,"Glimmerwood Hideout","",[15]
298,"HideoutSpace","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",35022,1,"Celestial Nebula Hideout","",[15]
299,"HideoutArenaGraveyardTrio","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",30781,1,"Entombed Hideout","",[15]
300,"HideoutArenaElder","Audio/Music/WarForTheAtlas/Elder","Music22.bank",26046,1,"Void Hideout","",[15]
301,"HideoutChiyouSpring","Audio/Music/Synthesis/MemoryNexus","Music25.bank",63882,1,"Chiyou Hideout","",[15]
302,"HideoutBlankAbyss","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",32865,1,"Infinite Abyss Hideout","",[15]
303,"HideoutBlankCity","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",26652,1,"Urban Sprawl Hideout","",[15]
304,"HideoutBlankClouds","Audio/Music/Synthesis/MemoryNexus","Music25.bank",61767,1,"Boundless Skies Hideout","",[15]
305,"HideoutBlankDesert","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",29167,1,"Endless Sands Hideout","",[15]
306,"HideoutBlankDirt","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",34522,1,"Eternal Wasteland Hideout","",[15]
307,"HideoutBlankGrass","Audio/Music/Act2_Encampment/Act2_Encampment.ogg","Music3.bank",5889,1,"Vast Plains Hideout","",[15]
308,"HideoutBlankSea","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",58314,1,"All at Sea Hideout","",[15]
309,"HideoutBlankSnow","Audio/Music/Delve/DelveHub","Music25.bank",3594,1,"Glacial Expanse Hideout","",[15]
